player_id,player_name,team,opponent,position,depth_chart_position,rushing_depth_role,receiving_depth_role,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,projected_targets,target_share,projected_receptions,catch_rate,yards_per_target,yards_per_reception,team_target_budget,team_receiving_yard_budget,receiving_allocation_source,target_projection_mean,target_projection_median,target_projection_floor,target_projection_ceiling,target_model_std,target_model_source,target_prob_1_plus,target_prob_2_plus,target_prob_3_plus,target_prob_4_plus,target_prob_5_plus,target_prob_6_plus,target_prob_7_plus,target_prob_8_plus,target_prob_9_plus,target_prob_10_plus
00-0035640,DK Metcalf,PIT,CIN,WR,WR,,WR2,ACT,7.0,2026,REG,3,2026 REG W3,401872950,2026-09-27T17:00Z,home,54.295,55.006,54.222,11.721,97.051,31.806,48,62.4,45.6,54.267,33.5,8.6,1.0,1.036,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.07,90.89,88.19,84.94,81.15,76.8,71.87,66.52,60.94,55.1,49.02,43.14,37.29,31.74,26.59,21.92,17.77,14.14,11.05,8.61,6.49,4.78,3.44,2.44,1.69,1.15,0.77,0.49,0.32,0.19,7.758,22.76,4.318,55.66,7.774,12.573,31.36,186.15,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.762,8.0,4.0,11.0,2.662,PLAYER_HISTORY_BLEND,99.67,99.05,97.59,94.6,89.07,80.38,68.38,53.94,39.15,25.6
00-0034827,DJ Moore,BUF,LAC,WR,WR,,WR2,ACT,8.0,2026,REG,3,2026 REG W3,401872953,2026-09-27T17:00Z,home,54.265,54.83,54.327,15.237,93.542,29.633,52,56.8,37.9,43.133,100.0,5.4,1.0,0.9,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.6,92.61,90.14,86.9,83.2,78.69,73.66,68.01,62.01,55.6,49.16,42.61,36.35,30.38,25.01,20.17,15.9,12.18,9.17,6.87,4.95,3.49,2.42,1.63,1.1,0.7,0.45,0.28,0.16,0.1,6.53,21.71,3.743,57.32,8.329,14.5,27.68,229.97,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.528,7.0,4.0,9.0,2.239,PLAYER_HISTORY_BLEND,99.65,98.78,96.48,91.27,81.92,67.81,50.55,33.19,18.76,9.1
00-0040735,Luther Burden III,CHI,PHI,WR,WR,,WR2,ACT,1.0,2026,REG,3,2026 REG W3,401872963,2026-09-29T00:15Z,home,54.238,55.159,54.467,11.376,97.417,32.042,17,70.4,57.6,49.667,47.5,6.4,1.0,0.85,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.98,90.72,87.92,84.68,80.93,76.67,71.89,66.56,61.04,55.25,49.37,43.48,37.7,32.17,26.97,22.28,18.13,14.45,11.39,8.67,6.56,4.86,3.51,2.54,1.79,1.23,0.83,0.56,0.35,0.21,6.765,20.47,4.683,69.23,9.154,11.581,30.41,220.79,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.769,7.0,4.0,10.0,2.342,PLAYER_HISTORY_BLEND,99.59,98.79,96.59,91.92,83.58,70.75,54.76,37.84,22.77,11.99
00-0037740,Garrett Wilson,NYJ,DET,WR,WR,,WR1,ACT,4.0,2026,REG,3,2026 REG W3,401872954,2026-09-27T17:00Z,away,54.161,54.585,54.207,15.677,92.269,28.996,43,44.0,58.2,60.867,68.0,7.0,1.0,1.096,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.97,92.96,90.39,87.3,83.58,78.95,73.99,68.37,62.2,55.67,48.95,42.25,35.93,29.87,24.22,19.25,15.1,11.47,8.52,6.26,4.47,3.17,2.11,1.39,0.89,0.59,0.36,0.22,0.13,0.07,8.029,26.98,5.33,66.39,7.672,10.161,27.38,159.8,PRIMARY_ROTATION_TEAM_CONSTRAINED,8.035,8.0,5.0,11.0,2.525,PLAYER_HISTORY_BLEND,99.86,99.52,98.62,96.45,91.99,84.33,73.0,58.63,42.69,28.0
00-0038996,Tucker Kraft,GB,ATL,TE,TE,,TE1,ACT,3.0,2026,REG,3,2026 REG W3,401872948,2026-09-25T00:15Z,home,53.93,54.678,53.989,10.82,96.89,31.998,37,60.2,56.9,53.067,40.0,6.2,1.0,0.97,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.72,90.42,87.68,84.3,80.51,76.21,71.41,66.14,60.55,54.71,48.73,42.86,36.99,31.58,26.44,21.88,17.8,14.12,11.04,8.45,6.37,4.71,3.36,2.42,1.7,1.16,0.79,0.52,0.35,0.23,5.822,20.47,4.17,71.62,10.554,12.934,26.16,210.15,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.835,6.0,3.0,9.0,2.425,PLAYER_HISTORY_BLEND,98.61,96.24,91.56,83.19,70.78,55.32,39.14,24.59,13.47,6.49
00-0037664,Alec Pierce,IND,HOU,WR,WR,,WR3,ACT,4.0,2026,REG,3,2026 REG W3,401872951,2026-09-27T17:00Z,home,53.391,54.056,53.278,10.87,95.643,31.505,50,58.0,57.4,64.733,36.0,4.6,1.0,1.015,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.78,90.44,87.71,84.43,80.5,75.98,70.98,65.69,60.02,54.12,47.93,42.0,36.15,30.73,25.58,20.96,16.88,13.33,10.36,7.78,5.82,4.3,3.08,2.2,1.54,1.04,0.68,0.43,0.26,0.16,4.699,15.2,2.661,56.63,11.699,20.065,28.45,195.28,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.761,5.0,1.0,8.0,2.796,PLAYER_HISTORY_BLEND,92.51,86.37,77.37,65.95,52.79,39.16,26.81,16.8,9.59,4.95
00-0031408,Mike Evans,SF,ARI,WR,WR,,WR1,ACT,12.0,2026,REG,3,2026 REG W3,401872958,2026-09-27T20:05Z,home,52.732,53.635,53.001,10.919,94.855,31.185,41,39.8,47.1,63.6,51.5,5.6,1.0,1.02,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.81,90.43,87.66,84.26,80.35,75.79,70.82,65.43,59.69,53.59,47.51,41.48,35.59,30.01,24.97,20.42,16.37,12.86,9.92,7.46,5.51,4.01,2.83,1.95,1.31,0.88,0.58,0.37,0.25,0.15,6.847,23.9,4.357,63.64,8.074,12.103,26.36,205.16,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.854,7.0,3.0,11.0,3.137,PLAYER_HISTORY_BLEND,97.77,95.39,91.55,85.49,76.96,66.3,54.21,41.58,29.87,20.03
00-0039919,Rome Odunze,CHI,PHI,WR,WR,,WR1,ACT,2.0,2026,REG,3,2026 REG W3,401872963,2026-09-29T00:15Z,home,52.581,52.964,52.597,14.412,90.585,28.789,31,39.4,46.0,51.6,47.5,5.6,1.0,0.85,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.42,92.32,89.62,86.21,82.03,77.34,72.2,66.4,60.08,53.53,46.76,40.03,33.71,27.74,22.35,17.66,13.63,10.35,7.69,5.55,3.98,2.78,1.88,1.2,0.76,0.48,0.29,0.17,0.09,0.05,7.439,22.5,3.496,47.0,8.07,15.039,30.41,220.79,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.434,7.0,4.0,11.0,2.615,PLAYER_HISTORY_BLEND,99.58,98.84,97.09,93.53,87.04,77.13,63.94,48.88,34.04,21.4
00-0038544,Quentin Johnston,LAC,BUF,WR,WR,,WR1,ACT,3.0,2026,REG,3,2026 REG W3,401872953,2026-09-27T17:00Z,away,52.177,53.028,52.321,10.842,93.768,30.886,47,46.8,38.2,50.6,12.0,5.4,1.0,0.952,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.83,90.43,87.59,84.13,80.05,75.35,70.41,64.83,58.91,52.84,46.65,40.51,34.66,29.12,24.11,19.57,15.68,12.18,9.34,7.03,5.15,3.78,2.74,1.89,1.27,0.84,0.53,0.32,0.2,0.13,7.603,25.4,4.206,55.32,7.447,12.405,27.54,180.53,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.606,8.0,4.0,11.0,2.802,PLAYER_HISTORY_BLEND,99.41,98.53,96.68,92.99,86.58,77.31,65.36,51.37,37.38,25.01
00-0036322,Justin Jefferson,MIN,TB,WR,WR,,WR1,ACT,6.0,2026,REG,3,2026 REG W3,401872959,2026-09-27T20:05Z,away,51.765,52.51,51.699,10.721,92.957,30.657,46,72.6,50.9,57.933,73.5,7.8,1.0,1.12,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.8,90.38,87.44,83.95,79.76,75.1,69.91,64.36,58.39,52.15,45.86,39.75,33.91,28.46,23.51,18.95,15.06,11.68,8.98,6.72,4.88,3.5,2.48,1.74,1.22,0.8,0.51,0.32,0.19,0.11,7.322,29.5,4.276,58.4,6.952,12.106,22.84,154.36,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.317,7.0,4.0,11.0,2.55,PLAYER_HISTORY_BLEND,99.63,98.9,97.11,93.31,86.56,76.28,62.67,47.31,32.11,19.41
00-0039424,Devaughn Vele,NO,LV,WR,WR,,WR2,ACT,2.0,2026,REG,3,2026 REG W3,401872961,2026-09-27T20:25Z,home,50.877,51.285,51.056,16.008,85.883,26.535,24,67.0,41.3,34.933,66.5,7.0,1.0,0.973,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,95.34,93.28,90.61,87.22,82.94,77.98,72.19,65.69,58.66,51.54,44.12,36.96,30.23,24.25,18.78,14.26,10.53,7.59,5.29,3.64,2.43,1.58,0.97,0.57,0.34,0.18,0.1,0.05,0.03,0.02,6.936,19.44,4.729,68.18,7.939,10.758,32.82,256.01,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.943,7.0,4.0,10.0,2.617,PLAYER_HISTORY_BLEND,99.33,98.15,95.57,90.59,82.31,71.03,56.85,41.51,27.56,16.34
00-0037816,Romeo Doubs,NE,JAX,WR,WR,,WR1,ACT,4.0,2026,REG,3,2026 REG W3,401872957,2026-09-27T17:00Z,away,49.624,49.984,49.72,13.579,85.404,26.988,48,55.6,37.9,46.6,48.0,3.8,1.0,0.999,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.47,92.11,89.1,85.4,80.98,75.77,70.0,63.47,56.52,49.55,42.42,35.53,28.95,23.19,18.12,13.79,10.27,7.36,5.05,3.48,2.32,1.49,0.93,0.59,0.34,0.18,0.1,0.05,0.03,0.01,6.744,23.92,4.255,63.1,9.107,11.661,25.95,190.61,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.753,7.0,3.0,10.0,2.617,PLAYER_HISTORY_BLEND,99.2,97.83,94.86,89.27,80.48,68.29,53.89,38.7,25.13,14.54
00-0039338,Brock Bowers,LV,NO,TE,TE,,TE1,ACT,2.0,2026,REG,3,2026 REG W3,401872961,2026-09-27T20:25Z,away,49.002,49.747,49.112,10.126,88.072,28.992,29,45.0,53.9,60.4,56.667,6.2,1.0,0.967,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.58,90.07,86.83,83.06,78.52,73.5,67.8,61.67,55.25,48.88,42.32,36.05,30.08,24.59,19.68,15.44,11.83,8.91,6.47,4.64,3.23,2.21,1.51,1.03,0.66,0.4,0.23,0.14,0.08,0.04,7.013,24.54,5.244,74.78,7.878,9.344,26.29,171.92,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.019,7.0,3.0,11.0,2.991,PLAYER_HISTORY_BLEND,98.48,96.71,93.37,87.94,79.82,69.36,56.67,43.41,30.82,20.28
00-0034383,Dalton Schultz,HOU,IND,TE,TE,,TE1,ACT,8.0,2026,REG,3,2026 REG W3,401872951,2026-09-27T17:00Z,away,48.41,49.03,48.404,9.882,86.937,28.601,51,60.4,51.4,55.067,87.5,7.0,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.63,89.92,86.6,82.63,78.01,72.93,67.17,60.96,54.55,47.93,41.33,34.94,29.02,23.55,18.76,14.57,11.16,8.25,6.05,4.23,2.94,1.96,1.28,0.81,0.5,0.29,0.16,0.09,0.05,0.02,7.223,20.27,5.436,75.26,7.495,8.906,32.78,226.47,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.241,7.0,3.0,11.0,3.013,PLAYER_HISTORY_BLEND,98.69,97.1,94.14,89.15,81.81,71.72,59.67,46.43,33.71,22.6
00-0039915,Ladd McConkey,LAC,BUF,WR,WR,,WR2,ACT,2.0,2026,REG,3,2026 REG W3,401872953,2026-09-27T17:00Z,away,48.002,48.635,47.95,10.167,85.642,28.115,34,42.2,43.8,49.533,58.5,4.2,1.0,0.952,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.77,90.11,86.84,82.88,78.27,72.97,67.16,60.77,54.12,47.23,40.61,34.26,28.31,22.74,17.89,13.82,10.4,7.69,5.48,3.88,2.59,1.73,1.09,0.7,0.43,0.26,0.15,0.1,0.06,0.03,6.341,21.18,4.159,65.59,8.215,11.542,27.54,180.53,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.352,6.0,2.0,10.0,2.986,PLAYER_HISTORY_BLEND,97.35,94.45,89.84,82.69,72.77,60.76,47.84,34.96,23.64,14.79
00-0039065,Sam LaPorta,DET,NYJ,TE,TE,,TE1,ACT,3.0,2026,REG,3,2026 REG W3,401872954,2026-09-27T17:00Z,home,47.836,48.255,47.816,13.363,82.225,26.02,44,53.0,51.0,58.0,50.0,6.2,1.0,0.914,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.47,92.03,88.91,85.01,80.28,74.65,68.26,61.32,54.18,46.87,39.67,32.57,26.05,20.5,15.67,11.56,8.31,5.82,3.98,2.63,1.7,1.06,0.65,0.37,0.23,0.12,0.06,0.03,0.02,0.01,6.062,16.71,4.823,79.57,8.71,9.917,33.38,253.79,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.061,6.0,3.0,9.0,2.188,PLAYER_HISTORY_BLEND,99.45,98.21,94.95,88.02,76.24,60.11,42.1,25.42,13.22,5.66
00-0033921,Chris Godwin Jr.,TB,MIN,WR,WR,,WR2,ACT,9.0,2026,REG,3,2026 REG W3,401872959,2026-09-27T20:05Z,home,47.452,48.012,47.301,9.576,85.063,28.129,35,46.4,42.0,51.267,43.0,4.4,1.0,0.997,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.52,89.75,86.31,82.28,77.53,72.11,66.21,59.8,53.15,46.29,39.7,33.3,27.34,22.12,17.43,13.42,10.04,7.38,5.31,3.71,2.6,1.75,1.12,0.72,0.45,0.26,0.15,0.09,0.05,0.03,5.842,19.11,4.243,72.63,8.095,11.183,28.13,195.62,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.87,6.0,2.0,10.0,2.874,PLAYER_HISTORY_BLEND,96.67,93.25,87.45,78.99,67.75,54.71,41.06,28.59,18.06,10.43
00-0038608,Kayshon Boutte,HOU,IND,WR,WR,,WR3,ACT,3.0,2026,REG,3,2026 REG W3,401872951,2026-09-27T17:00Z,away,47.414,47.917,47.191,9.601,85.059,28.031,34,25.6,30.8,33.733,29.0,3.0,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.48,89.75,86.42,82.34,77.56,72.06,66.11,59.63,53.04,46.28,39.54,33.08,27.28,21.88,17.28,13.28,10.04,7.38,5.29,3.68,2.43,1.64,1.07,0.69,0.42,0.24,0.14,0.08,0.04,0.02,5.125,14.38,3.075,60.0,10.345,15.419,32.78,226.47,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.116,5.0,3.0,7.0,1.755,PLAYER_HISTORY_BLEND,99.61,98.19,93.39,82.56,63.83,41.14,21.15,8.47,2.6,0.58
00-0034348,Courtland Sutton,DEN,LAR,WR,WR,,WR1,ACT,8.0,2026,REG,3,2026 REG W3,401872962,2026-09-28T00:20Z,home,47.379,48.125,47.363,9.933,85.332,28.04,51,33.4,48.7,52.467,18.0,6.6,1.0,1.112,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.67,89.96,86.61,82.52,77.72,72.34,66.4,60.01,53.25,46.42,39.89,33.41,27.49,22.15,17.5,13.51,10.19,7.46,5.3,3.69,2.5,1.65,1.08,0.69,0.43,0.26,0.15,0.08,0.04,0.03,7.673,24.11,4.231,55.14,6.925,11.198,29.27,193.54,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.681,8.0,4.0,12.0,3.023,PLAYER_HISTORY_BLEND,99.14,97.95,95.69,91.7,85.35,76.28,65.0,52.23,39.22,27.45
00-0033555,Mack Hollins,NE,JAX,WR,WR,,WR2,ACT,9.0,2026,REG,3,2026 REG W3,401872957,2026-09-27T17:00Z,away,46.574,47.079,46.654,12.556,80.67,25.677,41,40.4,50.0,41.067,34.5,5.6,1.0,0.999,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.14,91.53,88.29,84.15,79.1,73.35,66.98,59.97,52.52,45.02,37.73,30.9,24.59,18.97,14.31,10.5,7.48,5.12,3.37,2.18,1.42,0.87,0.51,0.29,0.16,0.08,0.05,0.03,0.01,0.01,6.008,21.31,4.222,70.27,9.595,11.031,25.95,190.61,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.001,6.0,3.0,9.0,2.689,PLAYER_HISTORY_BLEND,97.87,95.17,90.09,82.06,70.88,57.08,42.48,28.98,17.8,9.84
00-0040129,Emeka Egbuka,TB,MIN,WR,WR,,WR1,ACT,1.0,2026,REG,3,2026 REG W3,401872959,2026-09-27T20:05Z,home,46.424,47.155,46.538,9.617,83.293,27.481,19,29.4,34.0,49.0,39.5,4.2,1.0,0.997,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.48,89.76,86.17,82.09,77.24,71.71,65.61,58.99,52.16,45.22,38.5,32.02,26.05,20.76,16.08,12.21,8.98,6.54,4.61,3.19,2.12,1.4,0.84,0.5,0.3,0.18,0.1,0.05,0.04,0.03,6.736,22.03,3.336,49.53,6.869,13.915,28.13,195.62,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.739,7.0,3.0,10.0,2.925,PLAYER_HISTORY_BLEND,98.33,96.23,92.56,86.46,77.61,66.14,52.94,39.61,27.32,17.26
00-0031588,Stefon Diggs,WAS,SEA,WR,WR,,WR1,ACT,11.0,2026,REG,3,2026 REG W3,401872955,2026-09-27T17:00Z,home,46.217,46.991,46.282,9.579,83.05,27.334,44,76.8,60.7,60.133,51.0,6.8,1.0,0.996,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.54,89.75,86.28,82.17,77.25,71.62,65.37,58.66,51.81,44.96,38.15,31.78,25.87,20.53,15.87,12.04,8.9,6.39,4.49,3.07,2.02,1.28,0.79,0.47,0.29,0.17,0.1,0.05,0.03,0.02,6.534,24.98,4.9,75.0,8.58,9.431,24.06,169.37,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.546,7.0,3.0,10.0,2.869,PLAYER_HISTORY_BLEND,98.2,95.98,91.84,85.26,76.06,64.09,50.47,36.97,24.75,15.15
00-0033288,George Kittle,SF,ARI,TE,TE,,TE1,ACT,9.0,2026,REG,3,2026 REG W3,401872958,2026-09-27T20:05Z,home,46.173,46.759,46.065,9.635,82.772,27.244,44,64.8,65.2,57.267,46.0,6.6,1.0,1.02,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.53,89.78,86.27,82.05,77.03,71.31,65.17,58.37,51.5,44.55,37.74,31.24,25.35,20.16,15.6,11.82,8.71,6.26,4.43,2.98,1.94,1.27,0.79,0.47,0.28,0.16,0.09,0.06,0.03,0.02,5.336,18.62,4.243,79.52,9.072,10.883,26.36,205.16,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.344,5.0,2.0,9.0,2.463,PLAYER_HISTORY_BLEND,97.43,93.89,87.29,77.0,63.27,47.2,31.77,19.06,10.12,4.63
00-0033908,Cooper Kupp,SEA,WAS,WR,WR,,WR2,ACT,9.0,2026,REG,3,2026 REG W3,401872955,2026-09-27T17:00Z,away,45.906,45.998,45.9,21.562,70.456,18.902,42,25.8,28.1,34.133,27.5,3.0,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,98.48,97.07,94.83,91.41,86.47,79.92,71.64,62.23,51.9,41.56,31.7,22.95,15.83,10.39,6.48,3.71,2.02,1.03,0.5,0.23,0.1,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.796,20.62,3.776,65.15,8.242,12.156,25.86,204.85,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.804,6.0,3.0,9.0,2.245,PLAYER_HISTORY_BLEND,99.12,97.3,93.1,84.87,71.87,55.24,37.65,22.38,11.38,4.9
00-0038563,Tre Tucker,LV,NO,WR,WR,,WR1,ACT,3.0,2026,REG,3,2026 REG W3,401872961,2026-09-27T20:25Z,away,45.763,46.409,45.654,9.762,82.06,26.982,48,53.6,38.7,41.2,73.0,5.6,1.0,0.967,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.64,89.85,86.23,82.0,76.97,71.13,64.67,57.93,50.92,43.91,37.17,30.71,24.91,19.61,15.13,11.35,8.27,5.9,4.08,2.76,1.85,1.18,0.76,0.46,0.26,0.13,0.08,0.05,0.03,0.01,6.763,23.66,4.091,60.49,7.63,11.186,26.29,171.92,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.747,7.0,4.0,9.0,2.159,PLAYER_HISTORY_BLEND,99.84,99.31,97.65,93.51,85.25,71.97,54.62,36.33,20.54,9.86
00-0040667,Matthew Golden,GB,ATL,WR,WR,,WR2,ACT,1.0,2026,REG,3,2026 REG W3,401872948,2026-09-25T00:15Z,home,45.519,46.125,45.439,9.333,81.604,26.879,16,34.6,26.5,33.2,76.5,5.0,1.0,0.97,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.4,89.58,85.97,81.79,76.68,70.92,64.56,57.7,50.65,43.69,36.85,30.33,24.55,19.29,14.77,11.04,8.05,5.72,3.96,2.62,1.71,1.08,0.65,0.4,0.22,0.13,0.07,0.04,0.02,0.01,5.614,19.74,3.654,65.08,9.238,12.459,26.16,210.15,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.63,6.0,2.0,9.0,2.562,PLAYER_HISTORY_BLEND,97.63,94.4,88.57,79.46,66.88,51.95,36.79,23.22,12.97,6.5
00-0039893,Brian Thomas Jr.,JAX,NE,WR,WR,,WR3,ACT,2.0,2026,REG,3,2026 REG W3,401872957,2026-09-27T17:00Z,home,44.869,45.392,44.778,8.941,80.332,26.545,33,37.2,45.3,51.733,40.0,5.2,1.0,0.953,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.28,89.31,85.7,81.25,76.15,70.31,63.83,56.9,49.7,42.62,35.64,29.21,23.35,18.15,13.82,10.2,7.42,5.13,3.58,2.42,1.53,0.97,0.61,0.35,0.2,0.1,0.06,0.03,0.01,0.0,5.431,17.93,3.259,60.0,8.8,13.769,27.87,216.16,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.439,5.0,2.0,9.0,2.422,PLAYER_HISTORY_BLEND,97.84,94.67,88.64,78.71,64.9,48.72,32.93,19.68,10.29,4.7
00-0030506,Travis Kelce,KC,MIA,TE,TE,,TE1,ACT,13.0,2026,REG,3,2026 REG W3,401872952,2026-09-27T17:00Z,away,44.815,45.417,44.822,9.621,80.007,26.234,50,45.2,48.3,56.067,86.0,6.4,1.0,0.923,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.61,89.78,86.11,81.62,76.48,70.56,64.05,57.05,49.73,42.52,35.49,29.01,23.16,17.91,13.56,10.0,7.14,5.02,3.38,2.2,1.38,0.88,0.53,0.31,0.18,0.1,0.05,0.03,0.01,0.01,6.413,20.96,4.59,71.57,8.245,9.764,28.15,189.96,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.408,6.0,3.0,10.0,2.61,PLAYER_HISTORY_BLEND,98.83,97.02,93.26,86.64,76.61,63.58,48.57,33.73,21.11,11.66
00-0035659,Terry McLaurin,WAS,SEA,WR,WR,,WR2,ACT,7.0,2026,REG,3,2026 REG W3,401872955,2026-09-27T17:00Z,home,44.302,44.887,44.258,9.021,79.357,26.161,46,47.4,57.1,51.533,32.0,5.6,1.0,0.996,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.29,89.37,85.69,81.21,75.97,69.97,63.34,56.25,48.94,41.75,34.75,28.31,22.53,17.33,13.1,9.58,6.8,4.78,3.24,2.16,1.35,0.81,0.5,0.29,0.16,0.09,0.05,0.03,0.01,0.01,5.909,22.59,3.447,58.33,9.094,12.853,24.06,169.37,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.938,6.0,2.0,10.0,2.925,PLAYER_HISTORY_BLEND,96.54,93.22,87.39,79.15,68.34,55.62,42.24,29.62,19.13,11.23
00-0036894,Pat Freiermuth,PIT,CIN,TE,TE,,TE1,ACT,5.0,2026,REG,3,2026 REG W3,401872950,2026-09-27T17:00Z,home,41.32,41.859,41.328,8.762,73.773,24.181,45,42.4,33.7,33.667,39.0,4.8,1.0,1.036,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.35,89.17,85.19,80.05,74.08,67.15,59.82,51.99,44.26,36.62,29.48,23.05,17.54,12.87,9.19,6.23,4.16,2.68,1.69,1.04,0.6,0.35,0.19,0.09,0.05,0.03,0.01,0.01,0.0,0.0,5.06,14.85,3.906,77.19,9.07,10.578,31.36,186.15,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.056,5.0,3.0,7.0,1.727,PLAYER_HISTORY_BLEND,99.59,98.14,93.28,82.03,62.75,39.74,19.74,7.62,2.18,0.46
00-0038129,Cade Otton,TB,MIN,TE,TE,,TE1,ACT,4.0,2026,REG,3,2026 REG W3,401872959,2026-09-27T20:05Z,home,41.079,41.561,40.991,8.363,73.614,24.318,47,41.2,36.5,40.733,32.0,5.2,1.0,0.997,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.16,88.78,84.6,79.34,73.39,66.67,59.19,51.52,43.76,36.24,29.11,22.66,17.18,12.65,9.1,6.34,4.31,2.8,1.75,1.06,0.63,0.33,0.18,0.09,0.04,0.02,0.01,0.0,0.0,0.0,5.695,18.63,4.288,75.29,7.188,9.579,28.13,195.62,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.708,6.0,2.0,9.0,2.575,PLAYER_HISTORY_BLEND,97.71,94.69,89.08,80.23,67.7,53.1,38.0,24.42,13.92,7.02
