Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-07-24,Arizona Diamondbacks @ Washington Nationals,Nationals Park,1.0,1.004,81.8,37.0,7.7,E,97.0,0.0,Overcast,1.9,2.7,54.1,C,92.0,Arizona Diamondbacks,Gabriel Moreno,Carson Palmquist,1.0,1,1,4.3,1.2,1.41,0.79,0.54,2.7,2.0,1.0,5.0,30.0,8.9,40,76,67.5,3.0,6|4|3|1|1,07/23|07/22|07/21|07/20|07/19,3.2,6|4|3|1|1|4|3|2|4|4,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10,2.8,6|4|3|1|1|4|3|2|4|4|1|3|2|3|1,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05,91.1,73.2,49.9,29.3,15.0,6.8,2.8,2.92,69.3
2026-07-24,Arizona Diamondbacks @ Washington Nationals,Nationals Park,1.0,1.004,81.8,37.0,7.7,E,97.0,0.0,Overcast,1.9,2.7,54.1,C,92.0,Arizona Diamondbacks,Nolan Arenado,Carson Palmquist,0.0,0,0,3.9,1.2,1.13,0.68,0.85,2.34,2.0,0.0,5.0,8.46,20.7,40,97,52.5,3.2,4|5|2|1|4,07/23|07/22|07/21|07/20|07/19,2.9,4|5|2|1|4|4|0|3|4|2,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10,2.53,4|5|2|1|4|4|0|3|4|2|3|3|0|3|0,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/04,79.3,61.5,41.5,25.2,13.6,7.0,3.4,2.95,60.5
2026-07-24,Arizona Diamondbacks @ Washington Nationals,Nationals Park,1.0,1.004,81.8,37.0,7.7,E,97.0,0.0,Overcast,1.9,2.7,54.1,C,92.0,Arizona Diamondbacks,Ketel Marte,Carson Palmquist,0.4,2,5,4.5,1.2,1.12,0.66,0.65,2.21,2.0,0.0,5.0,5.19,20.6,40,98,57.5,3.2,3|2|4|3|4,07/22|07/21|07/20|07/19|07/18,1.9,3|2|4|3|4|1|0|0|2|0,07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09,1.6,3|2|4|3|4|1|0|0|2|0|1|1|2|1|0,07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05|07/04,79.4,58.5,37.6,22.2,11.9,6.2,3.0,2.64,58.3
2026-07-24,Athletics @ Minnesota Twins,Target Field,0.988,1.006,82.3,49.0,11.3,SSW,194.0,1.0,Clear,2.7,4.0,56.0,C,75.0,Athletics,Jacob Wilson,Zebby Matthews,0.667,2,3,4.3,1.19,1.37,0.56,0.59,2.49,2.0,0.0,5.0,7.41,12.0,40,62,60.0,4.0,1|4|4|3|8,07/22|07/21|07/20|07/19|07/18,3.0,1|4|4|3|8|2|1|2|2|3,07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09,2.13,1|4|4|3|8|2|1|2|2|3|0|0|1|0|1,07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09|07/08|07/07|06/24|06/23|06/21,88.0,66.6,43.5,25.3,13.6,6.8,3.1,2.69,62.9
2026-07-24,Athletics @ Minnesota Twins,Target Field,0.988,1.006,82.3,49.0,11.3,SSW,194.0,1.0,Clear,2.7,4.0,56.0,C,75.0,Athletics,Tyler Soderstrom,Zebby Matthews,0.0,0,2,4.0,1.19,0.99,0.64,0.66,2.19,2.0,0.0,5.0,2.31,23.1,40,90,62.5,3.0,2|2|2|2|7,07/22|07/21|07/20|07/19|07/18,2.4,2|2|2|2|7|4|0|3|0|2,07/22|07/21|07/20|07/19|07/18|07/17|07/11|07/10|07/09|07/08,1.93,2|2|2|2|7|4|0|3|0|2|0|0|3|0|2,07/22|07/21|07/20|07/19|07/18|07/17|07/11|07/10|07/09|07/08|06/27|06/26|06/25|06/24|06/23,76.9,54.1,35.4,22.2,13.1,7.7,4.5,2.55,57.0
2026-07-24,Athletics @ Minnesota Twins,Target Field,0.988,1.006,82.3,49.0,11.3,SSW,194.0,1.0,Clear,2.7,4.0,56.0,C,75.0,Athletics,Shea Langeliers,Zebby Matthews,0.0,0,2,4.3,1.19,1.06,0.48,0.58,2.02,2.0,0.0,5.0,3.23,23.1,40,92,55.0,2.6,2|3|2|2|4,07/22|07/21|07/20|07/19|07/18,2.0,2|3|2|2|4|3|3|0|0|1,07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09,1.87,2|3|2|2|4|3|3|0|0|1|0|2|0|4|2,07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09|07/08|07/07|07/03|07/01|06/30,76.9,52.8,32.5,18.7,10.3,5.4,2.7,2.32,53.0
2026-07-24,Atlanta Braves @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.004,80.7,40.0,6.7,ESE,111.0,0.0,Overcast,1.7,2.5,53.7,C,92.0,Atlanta Braves,Michael Harris II,Unknown,0.0,0,0,4.3,1.0,1.22,0.64,0.75,2.55,2.0,0.0,5.0,3.9,15.9,40,96,60.0,2.6,5|1|1|3|3,07/23|07/22|07/21|07/20|07/19,2.5,5|1|1|3|3|5|6|0|1|0,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10,2.87,5|1|1|3|3|5|6|0|1|0|2|2|3|5|6,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05,84.1,63.9,43.7,27.4,16.1,9.1,5.1,3.15,64.8
2026-07-24,Atlanta Braves @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.004,80.7,40.0,6.7,ESE,111.0,0.0,Overcast,1.7,2.5,53.7,C,92.0,Atlanta Braves,Mauricio Dubón,Unknown,0.0,0,0,4.2,1.0,1.0,0.62,0.46,2.09,2.0,0.0,4.0,6.76,14.0,40,98,55.0,1.6,2|3|1|1|1,07/23|07/22|07/21|07/20|07/19,1.8,2|3|1|1|1|4|3|0|3|0,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10,1.93,2|3|1|1|1|4|3|0|3|0|2|0|3|1|5,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05,86.0,57.0,33.6,17.5,8.5,3.8,1.5,2.47,55.9
2026-07-24,Atlanta Braves @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.004,80.7,40.0,6.7,ESE,111.0,0.0,Overcast,1.7,2.5,53.7,C,92.0,Atlanta Braves,Ozzie Albies,Unknown,0.0,0,0,4.5,1.0,0.99,0.63,0.59,2.12,2.0,0.0,5.0,2.53,23.5,40,102,55.0,2.2,4|3|0|4|0,07/23|07/22|07/21|07/20|07/19,1.8,4|3|0|4|0|1|4|2|0|0,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10,2.0,4|3|0|4|0|1|4|2|0|0|4|1|2|3|2,07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09|07/08|07/07|07/06|07/05,76.5,53.2,34.3,20.8,12.1,6.9,3.9,2.68,55.6
2026-07-24,Atlanta Braves @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.004,80.7,40.0,6.7,ESE,111.0,0.0,Overcast,1.7,2.5,53.7,C,92.0,Baltimore Orioles,Pete Alonso,Grant Holmes,0.6,3,5,4.5,0.97,0.89,0.64,0.57,2.09,2.0,0.0,5.0,2.42,22.3,40,103,55.0,1.6,2|3|1|1|1,07/22|07/22|07/20|07/19|07/18,2.0,2|3|1|1|1|1|2|6|2|1,07/22|07/22|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09,2.07,2|3|1|1|1|1|2|6|2|1|4|1|0|5|1,07/22|07/22|07/20|07/19|07/18|07/17|07/12|07/11|07/10|07/09|07/08|07/07|07/05|07/04|07/03,77.7,52.9,33.1,19.9,11.4,6.5,3.5,2.59,54.8
