player_id,player_name,team,opponent,position,depth_chart_position,status,season,season_type,week,target_slate,game_id,game_date,home_away,projected_fg_made,projected_fg_attempts,fg_make_rate,fg_make_rate_weather_adjusted,fg_weather_stadium,fg_weather_stadium_type,fg_weather_roof,fg_weather_temperature_f,fg_weather_humidity_pct,fg_weather_pressure_hpa,fg_weather_elevation_ft,fg_weather_wind_mph,fg_weather_gust_mph,fg_weather_wind_direction_deg,fg_weather_field_bearing_deg,fg_weather_crosswind_mph,fg_weather_headwind_mph,fg_weather_gust_crosswind_mph,fg_weather_gust_headwind_mph,fg_weather_precip_pct,fg_weather_precip_in,fg_weather_rating,fg_weather_multiplier,fg_weather_short_multiplier,fg_weather_mid_multiplier,fg_weather_long_multiplier,fg_weather_extreme_multiplier,fg_weather_risk,fg_weather_source,fg_weather_confidence_pct,fg_weather_uncertainty_score,fg_weather_condition,fg_weather_window,fg_1_19_make_pct_5y,fg_1_19_attempts_5y,fg_1_19_makes_5y,fg_20_29_make_pct_5y,fg_20_29_attempts_5y,fg_20_29_makes_5y,fg_30_39_make_pct_5y,fg_30_39_attempts_5y,fg_30_39_makes_5y,fg_40_49_make_pct_5y,fg_40_49_attempts_5y,fg_40_49_makes_5y,fg_50_59_make_pct_5y,fg_50_59_attempts_5y,fg_50_59_makes_5y,fg_60_plus_make_pct_5y,fg_60_plus_attempts_5y,fg_60_plus_makes_5y,fg_distance_identity_source,fg_1_19_source,fg_20_29_source,fg_30_39_source,fg_40_49_source,fg_50_59_source,fg_60_plus_source,recent_fg_made_pg,recent_fg_attempts_pg,kicker_role_stability,historical_kicking_games,preseason_usage_multiplier,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,data_source,simulations,model_version,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,prob_5_plus
00-0040074,Tyler Loop,BAL,IND,K,K,ACT,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,away,2.115,2.43,87.2,87.2,Lucas Oil Stadium,INDOOR,INDOOR,87.5,49.2,990.8,715.0,8.7,13.1,192.0,,,,,,15.1,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,88.5,17.7,Slight Chance Rain Showers,Kickoff through +3h,,0,0,100.0,10,10,100.0,11,11,88.89,9,8,25.0,4,1,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.997,2.293,74.1,15,1.04,2.115,2.0,0.0,4.0,1.447,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.85,62.45,35.66,16.59,6.43
00-0039404,Will Reichard,MIN,GB,K,K,ACT,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,home,2.065,2.33,88.51,88.51,U.S. Bank Stadium,INDOOR,INDOOR,65.9,91.8,975.9,830.0,6.5,14.7,34.0,,,,,,23.0,0.04,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,Open-Meteo,100.0,0.0,,Kickoff through +3h,,0,0,100.0,11,11,94.12,17,16,85.71,14,12,78.26,23,18,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.117,2.23,80.7,29,1.04,2.065,2.0,0.0,4.0,1.431,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.31,61.1,34.23,15.52,5.96
00-0038567,Chad Ryland,ARI,LAC,K,K,ACT,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,away,2.018,2.51,79.82,80.81,SoFi Stadium,OUTDOOR,OUTDOOR,76.8,54.8,1004.6,131.0,10.1,7.2,222.0,,,,,,0.0,0.0,96.0,1.0124,1.0048,1.0083,1.0143,1.0214,FAVORABLE,Open-Meteo,100.0,0.0,,Kickoff through +3h,,0,0,100.0,15,15,88.46,26,23,61.29,31,19,70.59,17,12,0.0,1,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.883,2.477,72.1,40,1.04,2.018,2.0,0.0,4.0,1.422,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,86.63,59.63,32.89,14.79,5.71
00-0031203,Cairo Santos,CHI,CAR,K,K,ACT,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,away,2.011,2.32,85.51,86.58,Bank of America Stadium,OUTDOOR,OUTDOOR,87.7,56.1,988.9,751.0,3.9,5.0,99.0,,,,,,5.9,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,91.4,13.3,Mostly Sunny,Kickoff through +3h,,0,0,100.0,31,31,97.3,37,36,80.39,51,41,80.0,30,24,0.0,1,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.91,2.203,63.3,44,1.04,2.011,2.0,0.0,4.0,1.416,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,86.61,59.58,32.67,14.63,5.53
00-0040200,Andy Borregales,NE,SEA,K,K,ACT,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,away,2.019,2.43,81.96,82.98,Lumen Field,OUTDOOR,OUTDOOR,70.1,57.2,1010.1,184.0,4.7,7.0,176.0,0.0,0.3,4.7,0.5,7.0,0.0,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,97.2,4.3,Sunny / Mostly Clear,Kickoff through +3h,100.0,2,2,100.0,8,8,90.91,11,10,58.33,12,7,100.0,4,4,0.0,1,0,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.893,2.37,70.2,16,1.04,2.019,2.0,0.0,4.0,1.419,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,86.49,59.89,32.94,14.91,5.58
00-0039498,Harrison Mevis,LAR,SF,K,K,ACT,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,home,2.012,2.25,88.53,89.62,Melbourne Cricket Ground,OUTDOOR,OUTDOOR,80.7,84.5,1014.3,20.0,5.6,13.1,139.0,,,,,,19.1,0.004,95.9,1.0123,1.0047,1.0083,1.0142,1.0212,FAVORABLE,NWS + Open-Meteo,94.4,8.6,Slight Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,100.0,3,3,100.0,4,4,90.0,10,9,100.0,2,2,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,2.029,2.131,75.8,9,1.04,2.012,2.0,0.0,4.0,1.415,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,86.48,59.76,32.8,14.58,5.41
00-0032569,Wil Lutz,DEN,KC,K,K,ACT,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,away,2.005,2.49,83.06,80.68,Arrowhead Stadium,OUTDOOR,OUTDOOR,59.2,69.2,985.8,899.0,11.2,32.2,346.0,10.0,4.6,10.2,13.1,29.4,15.0,0.012,76.3,0.9714,0.989,0.9808,0.967,0.9505,WATCH,Open-Meteo,100.0,0.0,,Kickoff through +3h,,0,0,100.0,31,31,92.0,50,46,73.33,30,22,66.67,24,16,33.33,3,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.053,2.433,74.5,49,1.04,2.005,2.0,0.0,4.0,1.41,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,86.35,59.69,32.55,14.55,5.41
00-0039409,Cam Little,JAX,CLE,K,K,ACT,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,home,1.891,2.12,88.3,89.37,EverBank Stadium,OUTDOOR,OUTDOOR,92.8,52.6,1015.8,16.0,5.1,4.4,187.0,,,,,,19.8,0.008,95.8,1.0121,1.0046,1.0081,1.0139,1.0209,FAVORABLE,NWS + Open-Meteo,86.4,20.9,Mostly Sunny,Kickoff through +3h,,0,0,100.0,13,13,100.0,15,15,85.0,20,17,73.33,15,11,100.0,2,2,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.733,2.023,84.2,31,1.04,1.891,2.0,0.0,4.0,1.368,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,85.04,56.4,29.48,12.29,4.32
00-0039172,Jake Bates,DET,NO,K,K,ACT,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,home,1.903,2.36,80.91,80.91,Ford Field,INDOOR,INDOOR,82.2,54.0,994.8,600.0,11.7,16.4,219.0,,,,,,14.5,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,83.7,25.1,Slight Chance Rain Showers,Kickoff through +3h,,0,0,100.0,10,10,100.0,18,18,84.21,19,16,66.67,15,10,0.0,2,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.75,2.203,66.1,32,1.04,1.903,2.0,0.0,4.0,1.379,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,85.01,56.54,29.84,12.73,4.54
00-0025565,Nick Folk,ATL,PIT,K,K,ACT,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,away,1.837,1.95,93.68,94.54,Acrisure Stadium,OUTDOOR,OUTDOOR,83.3,55.9,990.9,764.0,6.9,5.3,212.0,335.0,5.8,3.8,4.4,2.9,10.0,0.0,94.4,1.0092,1.0035,1.0062,1.0106,1.0159,FAVORABLE,NWS + Open-Meteo,87.4,19.4,Mostly Sunny,Kickoff through +3h,100.0,1,1,100.0,37,37,100.0,39,39,89.58,48,43,81.82,33,27,,0,0,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.837,1.913,77.5,40,1.04,1.837,2.0,0.0,4.0,1.354,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,84.08,54.84,27.86,11.49,4.0
00-0036816,Riley Patterson,MIA,LV,K,K,ACT,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,away,1.817,2.09,87.35,87.35,Allegiant Stadium,INDOOR,INDOOR,89.9,5.8,939.1,2001.0,3.2,5.7,124.0,,,,,,3.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,Open-Meteo,100.0,0.0,,Kickoff through +3h,,0,0,94.74,19,18,95.12,41,39,87.88,33,29,53.85,13,7,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.887,2.053,74.0,25,1.04,1.817,2.0,0.0,4.0,1.352,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,83.55,54.18,27.43,11.22,3.93
00-0038905,Blake Grupe,NYJ,TEN,K,K,ACT,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,away,1.806,2.27,78.95,79.94,Nissan Stadium,OUTDOOR,OUTDOOR,91.5,48.8,997.5,558.0,5.1,5.0,185.0,,,,,,17.7,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,90.4,14.8,Chance Rain Showers,Kickoff through +3h,,0,0,92.0,25,23,89.66,29,26,75.0,24,18,72.0,25,18,50.0,2,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.823,2.227,71.9,45,1.04,1.806,2.0,0.0,4.0,1.345,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,83.46,53.76,27.23,11.12,3.76
00-0036854,Evan McPherson,CIN,TB,K,K,ACT,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,home,1.811,2.18,82.31,83.34,Paycor Stadium,OUTDOOR,OUTDOOR,88.7,46.2,986.2,627.0,5.5,8.0,177.0,5.0,0.8,5.4,1.1,7.9,9.4,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,90.3,14.9,Sunny,Kickoff through +3h,100.0,1,1,96.77,31,30,100.0,37,37,80.85,47,38,70.45,44,31,50.0,2,1,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.847,2.047,62.3,42,1.04,1.811,2.0,0.0,4.0,1.352,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,83.38,53.89,27.33,11.28,3.86
00-0034161,Daniel Carlson,NO,DET,K,K,ACT,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,away,1.794,2.21,81.23,81.23,Ford Field,INDOOR,INDOOR,82.2,54.0,994.8,600.0,11.7,16.4,219.0,,,,,,14.5,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,83.7,25.1,Slight Chance Rain Showers,Kickoff through +3h,,0,0,97.87,47,46,97.92,48,47,84.09,44,37,70.73,41,29,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.813,2.14,71.0,43,1.04,1.794,2.0,0.0,4.0,1.342,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,83.18,53.48,26.88,10.9,3.72
00-0035192,Joey Slye,TEN,NYJ,K,K,ACT,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,home,1.566,2.01,77.04,78.0,Nissan Stadium,OUTDOOR,OUTDOOR,91.5,48.8,997.5,558.0,5.1,5.0,185.0,,,,,,17.7,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,90.4,14.8,Chance Rain Showers,Kickoff through +3h,100.0,1,1,93.75,32,30,94.12,34,32,76.19,42,32,72.73,33,24,40.0,5,2,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.53,1.953,66.8,45,1.04,1.566,1.0,0.0,3.0,1.254,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,79.01,46.23,20.93,7.58,2.23
00-0036162,Tyler Bass,BUF,HOU,K,K,ACT,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,away,1.546,1.84,83.82,83.82,Reliant Stadium,INDOOR,INDOOR,91.3,60.7,1012.0,39.0,10.7,11.7,150.0,,,,,,23.2,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,87.2,19.6,Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,94.44,36,34,90.91,44,40,72.22,36,26,72.22,18,13,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.583,1.767,69.3,35,1.04,1.546,1.0,0.0,3.0,1.245,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,78.64,45.61,20.42,7.17,2.15
00-0033787,Jake Elliott,PHI,WAS,K,K,ACT,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,home,1.51,1.89,79.38,80.21,Lincoln Financial Field,OUTDOOR,OUTDOOR,87.3,45.2,1017.0,39.0,6.0,5.8,236.0,350.0,5.5,2.4,5.3,2.4,10.0,0.0,95.0,1.0105,1.004,1.0071,1.0121,1.0181,FAVORABLE,Open-Meteo,100.0,0.0,,Kickoff through +3h,,0,0,100.0,36,36,94.34,53,50,82.61,46,38,62.5,32,20,50.0,2,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.32,1.8,65.7,52,1.04,1.51,1.0,0.0,3.0,1.233,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,77.81,44.49,19.41,6.73,1.97
00-0038428,Andre Szmyt,CLE,JAX,K,K,ACT,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,away,1.481,1.69,86.93,87.99,EverBank Stadium,OUTDOOR,OUTDOOR,92.8,52.6,1015.8,16.0,5.1,4.4,187.0,,,,,,19.8,0.008,95.8,1.0121,1.0046,1.0081,1.0139,1.0209,FAVORABLE,NWS + Open-Meteo,86.4,20.9,Mostly Sunny,Kickoff through +3h,,0,0,100.0,4,4,90.91,11,10,83.33,6,5,83.33,6,5,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.563,1.677,76.0,16,1.04,1.481,1.0,0.0,3.0,1.22,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,77.12,43.57,18.75,6.42,1.77
