player_id,player_name,team,opponent,position,depth_chart_position,status,season,season_type,week,target_slate,game_id,game_date,home_away,projected_fg_made,projected_fg_attempts,fg_make_rate,fg_make_rate_weather_adjusted,fg_weather_stadium,fg_weather_stadium_type,fg_weather_roof,fg_weather_temperature_f,fg_weather_humidity_pct,fg_weather_pressure_hpa,fg_weather_elevation_ft,fg_weather_wind_mph,fg_weather_gust_mph,fg_weather_wind_direction_deg,fg_weather_field_bearing_deg,fg_weather_crosswind_mph,fg_weather_headwind_mph,fg_weather_gust_crosswind_mph,fg_weather_gust_headwind_mph,fg_weather_precip_pct,fg_weather_precip_in,fg_weather_rating,fg_weather_multiplier,fg_weather_short_multiplier,fg_weather_mid_multiplier,fg_weather_long_multiplier,fg_weather_extreme_multiplier,fg_weather_risk,fg_weather_source,fg_weather_confidence_pct,fg_weather_uncertainty_score,fg_weather_condition,fg_weather_window,fg_1_19_make_pct_5y,fg_1_19_attempts_5y,fg_1_19_makes_5y,fg_20_29_make_pct_5y,fg_20_29_attempts_5y,fg_20_29_makes_5y,fg_30_39_make_pct_5y,fg_30_39_attempts_5y,fg_30_39_makes_5y,fg_40_49_make_pct_5y,fg_40_49_attempts_5y,fg_40_49_makes_5y,fg_50_59_make_pct_5y,fg_50_59_attempts_5y,fg_50_59_makes_5y,fg_60_plus_make_pct_5y,fg_60_plus_attempts_5y,fg_60_plus_makes_5y,fg_distance_identity_source,fg_1_19_source,fg_20_29_source,fg_30_39_source,fg_40_49_source,fg_50_59_source,fg_60_plus_source,recent_fg_made_pg,recent_fg_attempts_pg,kicker_role_stability,historical_kicking_games,preseason_usage_multiplier,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,data_source,simulations,model_version,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,prob_5_plus
00-0039576,Spencer Shrader,IND,BAL,K,K,ACT,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,home,2.903,3.3,88.53,88.53,Lucas Oil Stadium,INDOOR,INDOOR,87.5,49.2,990.8,715.0,8.7,13.1,192.0,,,,,,15.1,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,88.5,17.7,Slight Chance Rain Showers,Kickoff through +3h,,0,0,100.0,7,7,100.0,6,6,100.0,4,4,50.0,2,1,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,2.977,3.178,79.7,6,1.04,2.903,3.0,1.0,5.0,1.652,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,94.6,78.95,55.94,33.6,17.34
00-0032726,Ka'imi Fairbairn,HOU,BUF,K,K,ACT,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,home,2.874,3.25,89.28,89.28,Reliant Stadium,INDOOR,INDOOR,91.3,60.7,1012.0,39.0,10.7,11.7,150.0,,,,,,23.2,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,NWS + Open-Meteo,87.2,19.6,Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,95.24,42,40,95.92,49,47,87.5,40,35,78.0,50,39,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.923,3.147,70.6,47,1.04,2.874,3.0,1.0,5.0,1.647,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,94.37,78.42,55.34,32.97,16.88
00-0031492,Jason Myers,SEA,NE,K,K,ACT,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,home,2.832,3.24,87.27,88.36,Lumen Field,OUTDOOR,OUTDOOR,70.1,57.2,1010.1,184.0,4.7,7.0,176.0,0.0,0.3,4.7,0.5,7.0,0.0,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,97.2,4.3,Sunny / Mostly Clear,Kickoff through +3h,,0,0,96.88,32,31,92.06,63,58,82.0,50,41,78.05,41,32,0.0,3,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.78,3.093,75.2,52,1.04,2.832,3.0,1.0,5.0,1.636,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,94.16,77.7,54.4,32.01,16.06
00-0037692,Brandon Aubrey,DAL,NYG,K,K,ACT,2026,REG,1,2026 REG W1,401872930,2026-09-14T00:20Z,away,2.335,2.69,86.0,87.08,MetLife Stadium,OUTDOOR,OUTDOOR,75.9,69.8,1017.0,79.0,7.4,15.9,181.0,340.0,2.7,6.9,5.7,14.8,7.0,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,Open-Meteo,100.0,0.0,,Kickoff through +3h,,0,0,100.0,23,23,87.1,31,27,93.33,30,28,82.86,35,29,66.67,9,6,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.077,2.547,64.0,51,1.04,2.335,2.0,1.0,4.0,1.512,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,90.3,67.81,41.59,20.83,8.94
00-0033303,Harrison Butker,KC,DEN,K,K,ACT,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,home,2.272,2.77,84.97,82.54,Arrowhead Stadium,OUTDOOR,OUTDOOR,59.2,69.2,985.8,899.0,11.2,32.2,346.0,10.0,4.6,10.2,13.1,29.4,15.0,0.012,76.3,0.9714,0.989,0.9808,0.967,0.9505,WATCH,Open-Meteo,100.0,0.0,,Kickoff through +3h,100.0,2,2,97.83,46,45,94.23,52,49,86.84,38,33,66.67,36,24,66.67,3,2,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.347,2.667,70.2,48,1.04,2.272,2.0,0.0,4.0,1.491,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,89.74,66.27,39.93,19.66,8.12
00-0037224,Cameron Dicker,LAC,ARI,K,K,ACT,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,home,2.256,2.46,90.9,92.02,SoFi Stadium,OUTDOOR,OUTDOOR,76.8,54.8,1004.6,131.0,10.1,7.2,222.0,,,,,,0.0,0.0,96.0,1.0124,1.0048,1.0083,1.0143,1.0214,FAVORABLE,Open-Meteo,100.0,0.0,,Kickoff through +3h,100.0,1,1,100.0,33,33,97.56,41,40,92.86,42,39,78.57,28,22,,0,0,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,2.093,2.297,68.0,51,1.04,2.256,2.0,0.0,4.0,1.495,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,89.51,65.86,39.25,19.29,8.08
00-0034173,Eddy Pineiro,SF,LAR,K,K,ACT,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,away,2.151,2.36,90.59,91.7,Melbourne Cricket Ground,OUTDOOR,OUTDOOR,80.7,84.5,1014.3,20.0,5.6,13.1,139.0,,,,,,19.1,0.004,95.9,1.0123,1.0047,1.0083,1.0142,1.0212,FAVORABLE,NWS + Open-Meteo,94.4,8.6,Slight Chance Showers And Thunderstorms,Kickoff through +3h,,0,0,100.0,22,22,95.35,43,41,88.89,45,40,84.21,19,16,0.0,1,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.147,2.27,76.2,42,1.04,2.151,2.0,0.0,4.0,1.46,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,88.36,63.37,36.4,17.15,6.88
00-0035358,Chase McLaughlin,TB,CIN,K,K,ACT,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,away,2.152,2.47,86.35,87.43,Paycor Stadium,OUTDOOR,OUTDOOR,88.7,46.2,986.2,627.0,5.5,8.0,177.0,5.0,0.8,5.4,1.1,7.9,9.4,0.0,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,NWS + Open-Meteo,90.3,14.9,Sunny,Kickoff through +3h,,0,0,100.0,36,36,92.68,41,38,69.23,39,27,83.33,48,40,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.04,2.363,77.1,48,1.04,2.152,2.0,0.0,4.0,1.459,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,88.35,63.28,36.68,17.36,6.72
00-0031136,Chris Boswell,PIT,ATL,K,K,ACT,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,home,2.122,2.44,86.35,87.14,Acrisure Stadium,OUTDOOR,OUTDOOR,83.3,55.9,990.9,764.0,6.9,5.3,212.0,335.0,5.8,3.8,4.4,2.9,10.0,0.0,94.4,1.0092,1.0035,1.0062,1.0106,1.0159,FAVORABLE,NWS + Open-Meteo,87.4,19.4,Mostly Sunny,Kickoff through +3h,,0,0,100.0,37,37,89.74,39,35,80.39,51,41,87.5,48,42,33.33,3,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,2.007,2.35,80.3,46,1.04,2.122,2.0,0.0,4.0,1.452,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.99,62.48,35.69,16.77,6.56
00-0035269,Matt Gay,LV,MIA,K,K,ACT,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,home,2.13,2.64,80.83,80.83,Allegiant Stadium,INDOOR,INDOOR,89.9,5.8,939.1,2001.0,3.2,5.7,124.0,,,,,,3.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,INDOOR / CONTROLLED,Open-Meteo,100.0,0.0,,Kickoff through +3h,,0,0,100.0,38,38,96.15,52,50,89.74,39,35,59.09,44,26,0.0,2,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.94,2.547,75.9,40,1.04,2.13,2.0,0.0,4.0,1.456,ADVANCED_FG_MADE,100000,NFL_FG_MADE_V1,87.87,62.75,36.06,16.89,6.69
