Date,GamePk,Pitcher,PitcherID,Opponent,Pitcher Team,Venue,Pitcher Hand,Starter Sample,Limited Starter Sample,Season Data Fallback,Games Started,Games Played,Starter Ratio,Season BF,K,ERA,Pitcher K9,Base Model K%,Lineup Model K%,Final Model K%,Skill Workload Anchor K,Projection Sanity Ratio,Lineup Source,Lineup Reliability,Pitch-Type Matchup Score,Shape Matchup Score,Sequence Advantage Score,Avg Zone Contact%,Avg Chase Contact%,Avg 2Strike Foul%,Avg 2Strike Contact%,Expected BF,Expected Pitches,Hook Aggression,Manager Factor,Bullpen Factor,Park Factor,Weather Factor,Workload Context Factor,Proj K,Sim Mean K,Fair Line,Line,LineSource,Edge,Recommendation,Recommendation Tier,MORE Probability,LESS Probability,Best Side %,Best MORE Line,Best MORE Probability,Best MORE Tier,Best MORE Qualified,Over %,Under %,Raw Over %,Raw Under %,MORE 2.5 %,LESS 2.5 %,MORE 3.0 %,LESS 3.0 %,PUSH 3.0 %,MORE 3.5 %,LESS 3.5 %,MORE 4.0 %,LESS 4.0 %,PUSH 4.0 %,MORE 4.5 %,LESS 4.5 %,MORE 5.0 %,LESS 5.0 %,PUSH 5.0 %,MORE 5.5 %,LESS 5.5 %,MORE 6.0 %,LESS 6.0 %,PUSH 6.0 %,MORE 6.5 %,LESS 6.5 %,MORE 7.0 %,LESS 7.0 %,PUSH 7.0 %,MORE 7.5 %,LESS 7.5 %,MORE 8.0 %,LESS 8.0 %,PUSH 8.0 %,MORE 8.5 %,LESS 8.5 %,MORE 9.0 %,LESS 9.0 %,PUSH 9.0 %,MORE 9.5 %,LESS 9.5 %,MORE 10.0 %,LESS 10.0 %,PUSH 10.0 %,MORE 10.5 %,LESS 10.5 %,MORE 11.0 %,LESS 11.0 %,PUSH 11.0 %,Ladder 3+,Ladder 4+,Ladder 5+,Ladder 6+,Ladder 7+,Ladder 8+,Ladder 9+,Ladder 10+,Ladder 11+,Ladder 12+,Ladder 13+,K State Floor%,K State Median%,K State Strong%,K State Dominant%,K State Peak%,P Floor State,P Median State,P Strong State,P Dominant State,P Peak State,K Ceiling Score,Elite K Index,Peak K Index,Historical K Volatility,Historical K Volatility Starts,Historical P90 K%,Recent Peak Skill Score,Recent Peak Whiff%,Recent Peak CSW%,Recent Peak 2Strike Whiff%,Recent Peak PutAway%,K State Expected%,Whiff%,Chase%,CSW%,FirstStrike%,2Strike Whiff%,PutAway Proxy%,Stuff Score,Pitcher K Talent Score,Today K Environment Score,Workload Opportunity Score,K Opportunity Score,Velo Change,Whiff Change,Arsenal Change Score,Umpire,Catcher,Official Combined Factor,Sim SD,Model Confidence,Probability Calibration,Projection Calibration N,Actual K,Projection Error,Absolute Error,Side Result,ModelVersion,Actionable
2026-07-28,822703,Cade Cavalli,676917,Toronto Blue Jays,Washington Nationals,Nationals Park,R,Established Starter Sample,False,False,22,22,1.0,478.0,-,3.58,10.33,23.97,21.07,23.11,5.48,0.903,Projected roster,0.62,-0.876,-0.643,0.0,87.9,65.0,27.6,81.0,22.36,86.9,0.52,1.0,1.0,1.0,1.0,1.0,4.95,4.95,5.5,4.5,Model fallback,0.45,PASS,PASS,52.8,47.2,52.8,3.5,68.1,ELITE MORE,True,52.805,47.195,52.8,47.2,81.6,18.4,68.1,18.4,13.6,68.1,31.9,52.8,31.9,15.3,52.8,47.2,38.2,47.2,14.6,38.2,61.8,26.0,61.8,12.2,26.0,74.0,16.7,74.0,9.3,16.7,83.3,10.0,83.3,6.8,10.0,90.0,5.8,90.0,4.2,5.8,94.2,3.1,94.2,2.8,3.1,96.9,1.5,96.9,1.5,81.6,68.1,52.8,38.2,26.0,16.7,10.0,5.8,3.1,1.5,0.7,16.0,23.1,29.8,36.1,44.0,18.3,50.5,21.9,8.8,0.5,41.5,-0.218,-0.299,0.095,18,43.0,0.536,23.7,32.2,30.6,29.1,24.52,20.94,30.05,27.1,60.19,18.5,11.27,52.8,43.1,28.1,46.8,37.8,-0.73,-2.7,-0.463,-,Keibert Ruiz,1.0,2.65,87.6,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-28,824003,Peter Lambert,663567,Los Angeles Angels,Houston Astros,Angel Stadium,R,Established Starter Sample,False,False,17,17,1.0,405.0,-,3.03,8.63,21.56,22.58,21.86,5.87,1.013,Projected roster,0.62,-0.296,0.129,0.0,85.5,54.2,24.5,73.7,24.97,97.3,0.485,1.0,1.0,1.0,1.0,1.0,5.94,5.94,6.5,5.5,Model fallback,0.44,PASS,PASS,52.5,47.5,52.5,4.5,66.2,ELITE MORE,True,52.4675,47.5325,52.5,47.5,89.0,11.0,78.7,11.0,10.2,78.7,21.3,66.2,21.3,12.6,66.2,33.8,52.5,33.8,13.7,52.5,47.5,39.4,47.5,13.1,39.4,60.6,27.9,60.6,11.5,27.9,72.1,18.7,72.1,9.2,18.7,81.3,11.9,81.3,6.8,11.9,88.1,7.3,88.1,4.6,7.3,92.7,4.2,92.7,3.0,89.0,78.7,66.2,52.5,39.4,27.9,18.7,11.9,7.3,4.2,2.2,16.0,21.9,27.3,32.5,37.9,16.6,48.0,23.7,10.3,1.3,44.9,-0.248,-0.225,0.0779,17,33.3,0.494,26.5,29.2,26.5,33.0,23.5,20.39,30.96,25.9,64.56,21.39,13.56,43.5,39.1,43.5,57.6,44.6,-0.21,6.37,0.564,-,Yainer Diaz,1.0,2.92,82.6,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-28,824490,Chase Burns,695505,Cleveland Guardians,Cincinnati Reds,Great American Ball Park,R,Established Starter Sample,False,False,19,19,1.0,433.0,-,2.42,10.37,27.49,26.64,27.23,7.27,0.958,Projected roster,0.62,-0.109,-0.26,0.062,86.7,62.7,25.6,78.0,24.31,95.9,0.5,1.0,1.0,1.0,1.0,1.0,6.96,6.96,7.5,6.5,Model fallback,0.46,PASS,PASS,52.3,47.7,52.3,5.5,64.9,STRONG MORE,True,52.322500000000005,47.6775,52.3,47.7,93.6,6.4,86.6,6.4,7.0,86.6,13.4,76.7,13.4,9.8,76.7,23.3,64.9,23.3,11.9,64.9,35.1,52.3,35.1,12.5,52.3,47.7,40.5,47.7,11.9,40.5,59.5,29.7,59.5,10.7,29.7,70.3,20.9,70.3,8.8,20.9,79.1,13.7,79.1,7.2,13.7,86.3,8.7,86.3,5.0,93.6,86.6,76.7,64.9,52.3,40.5,29.7,20.9,13.7,8.7,5.2,20.1,27.2,34.1,40.9,48.3,15.8,46.0,24.2,11.3,2.7,60.9,0.221,0.319,0.095,18,37.5,1.62,34.3,31.0,42.0,39.6,29.89,26.89,35.14,27.12,57.61,25.0,14.67,59.3,53.5,43.7,54.0,49.7,-0.43,-8.63,-0.693,-,Tyler Stephenson,1.0,3.17,78.3,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-28,823598,Christian Scott,681035,Atlanta Braves,New York Mets,Citi Field,R,Established Starter Sample,False,False,14,14,1.0,271.0,-,3.13,11.08,26.74,25.32,26.32,6.2,0.951,Projected roster,0.62,-0.27,-0.379,0.0,87.7,62.3,26.2,80.4,21.89,86.0,0.61,1.0,1.0,1.0,1.0,1.0,5.89,5.89,6.5,5.5,Model fallback,0.39,PASS,PASS,52.0,48.0,52.0,4.5,66.5,ELITE MORE,True,52.019999999999996,47.980000000000004,52.0,48.0,89.5,10.5,79.3,10.5,10.2,79.3,20.7,66.5,20.7,12.9,66.5,33.5,52.0,33.5,14.4,52.0,48.0,38.5,48.0,13.5,38.5,61.5,26.7,61.5,11.8,26.7,73.3,17.3,73.3,9.4,17.3,82.7,10.8,82.7,6.5,10.8,89.2,6.4,89.2,4.4,6.4,93.6,3.5,93.6,2.9,89.5,79.3,66.5,52.0,38.5,26.7,17.3,10.8,6.4,3.5,1.7,20.1,26.3,32.3,38.2,44.4,16.6,47.6,23.2,10.5,2.1,57.9,0.218,0.233,0.0864,14,38.7,1.169,33.8,30.6,33.3,33.2,28.31,26.97,28.49,29.93,61.78,23.97,14.96,50.4,53.8,37.5,41.0,44.7,0.25,1.67,0.287,-,Francisco Alvarez,1.0,2.81,79.3,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-28,823598,Chris Sale,519242,New York Mets,Atlanta Braves,Citi Field,L,Established Starter Sample,False,False,19,19,1.0,451.0,-,2.19,10.86,30.2,31.25,30.51,7.8,1.007,Projected roster,0.62,0.272,-0.17,0.027,86.0,57.8,26.7,79.1,23.09,92.3,0.465,1.0,1.0,1.0,1.0,1.0,7.85,7.85,8.5,7.5,Model fallback,0.35,PASS,PASS,51.2,48.8,51.2,6.5,63.5,STRONG MORE,True,51.212500000000006,48.7875,51.2,48.8,96.5,3.5,91.7,3.5,4.8,91.7,8.3,84.3,8.3,7.4,84.3,15.7,74.7,15.7,9.6,74.7,25.3,63.5,25.3,11.2,63.5,36.5,51.2,36.5,12.2,51.2,48.8,39.8,48.8,11.4,39.8,60.2,29.4,60.2,10.4,29.4,70.6,20.8,70.6,8.6,20.8,79.2,13.9,79.2,7.0,96.5,91.7,84.3,74.7,63.5,51.2,39.8,29.4,20.8,13.9,8.9,23.7,30.5,37.4,44.2,51.4,14.7,43.6,25.1,12.8,3.8,73.9,0.59,0.63,0.091,18,41.8,1.598,33.4,34.2,37.7,38.5,33.78,28.81,33.58,31.53,66.35,28.99,17.5,59.7,62.5,52.7,53.2,56.7,0.15,0.26,0.116,-,Drake Baldwin,1.0,3.3,82.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-28,824243,Troy Melton,675512,Baltimore Orioles,Detroit Tigers,Comerica Park,R,Established Starter Sample,False,False,10,10,1.0,236.0,-,1.95,8.25,22.69,23.32,22.88,5.87,0.996,Projected roster,0.62,-0.215,-0.027,0.0,85.6,54.5,24.1,77.0,23.74,92.7,0.444,1.0,1.0,1.0,1.0,1.0,5.84,5.84,6.5,5.5,Model fallback,0.34,PASS,PASS,51.2,48.8,51.2,4.5,65.1,ELITE MORE,True,51.177499999999995,48.822500000000005,51.2,48.8,88.8,11.2,78.3,11.2,10.5,78.3,21.7,65.1,21.7,13.2,65.1,34.8,51.2,34.8,14.0,51.2,48.8,37.9,48.8,13.3,37.9,62.1,26.6,62.1,11.3,26.6,73.4,17.5,73.4,9.1,17.5,82.5,10.9,82.5,6.6,10.9,89.1,6.3,89.1,4.6,6.3,93.7,3.5,93.7,2.9,88.8,78.3,65.1,51.2,37.9,26.6,17.5,10.9,6.3,3.4,1.9,17.9,22.9,27.6,32.4,40.3,15.9,46.6,24.0,10.8,2.7,56.7,0.071,0.199,0.0827,10,39.3,1.249,32.1,31.5,34.2,37.3,24.72,23.99,32.35,27.18,57.94,26.21,16.38,49.8,45.1,41.7,53.6,45.4,0.64,8.68,0.751,-,Dillon Dingler,1.0,2.85,72.2,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-28,822703,Shane Bieber,669456,Washington Nationals,Toronto Blue Jays,Nationals Park,R,Established Starter Sample,False,False,6,6,1.0,132.0,-,4.7,6.46,17.51,16.15,17.11,4.08,0.938,Projected roster,0.62,-0.67,-0.188,0.071,89.0,59.7,22.4,77.9,22.86,87.6,0.61,1.0,1.0,1.0,1.0,1.0,3.83,3.83,4.5,3.5,Model fallback,0.33,PASS,PASS,50.9,49.1,50.9,2.5,68.8,ELITE MORE,True,50.9275,49.072500000000005,50.9,49.1,68.8,31.2,50.9,31.2,17.9,50.9,49.1,34.5,49.1,16.5,34.5,65.5,21.6,65.5,12.8,21.6,78.4,12.7,78.4,8.9,12.7,87.3,6.9,87.3,5.8,6.9,93.1,3.6,93.1,3.4,3.6,96.4,1.8,96.4,1.8,1.8,98.2,0.7,98.2,1.0,0.7,99.3,0.3,99.3,0.4,68.8,50.9,34.5,21.6,12.7,6.9,3.6,1.8,0.7,0.3,0.2,13.7,17.1,20.3,23.3,26.4,17.8,50.1,22.4,9.1,0.6,41.6,-0.287,-0.266,0.0473,6,22.7,0.162,27.0,28.0,27.0,19.9,17.83,21.79,31.15,26.59,56.82,20.0,12.6,46.0,34.0,27.3,46.6,33.8,0.64,6.15,0.635,-,Alejandro Kirk,1.0,2.3,70.1,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-28,824490,Slade Cecconi,677944,Cincinnati Reds,Cleveland Guardians,Great American Ball Park,R,Established Starter Sample,False,False,20,20,1.0,455.0,-,4.6,7.12,16.33,16.01,16.23,3.93,0.975,Projected roster,0.62,-0.827,0.006,0.0,86.5,53.8,24.0,75.2,22.46,86.1,0.615,1.0,1.0,1.0,1.0,1.0,3.83,3.83,4.5,3.5,Model fallback,0.33,PASS,PASS,50.6,49.4,50.6,2.5,67.3,ELITE MORE,True,50.575,49.425000000000004,50.6,49.4,67.3,32.7,50.6,32.7,16.7,50.6,49.4,34.8,49.4,15.8,34.8,65.2,22.5,65.2,12.3,22.5,77.5,13.7,77.5,8.8,13.7,86.3,7.6,86.3,6.1,7.6,92.4,4.2,92.4,3.5,4.2,95.8,2.1,95.8,2.0,2.1,97.9,1.0,97.9,1.2,1.0,99.0,0.4,99.0,0.5,67.3,50.6,34.8,22.5,13.7,7.6,4.2,2.1,1.0,0.4,0.2,10.4,16.2,21.7,26.8,31.9,17.7,49.9,22.5,9.2,0.6,32.4,-0.541,-0.567,0.0782,18,25.6,0.04,23.7,28.3,26.0,22.6,17.5,17.87,27.3,25.37,69.8,19.05,10.21,39.4,26.9,30.6,46.2,32.2,0.07,-3.96,-0.276,-,Patrick Bailey,1.0,2.39,86.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-28,823838,Aaron Nola,605400,Miami Marlins,Philadelphia Phillies,loanDepot park,R,Established Starter Sample,False,False,21,21,1.0,475.0,-,5.82,9.3,24.55,23.03,24.1,6.15,0.937,Projected roster,0.62,-0.98,-0.299,0.005,88.3,61.0,22.4,79.3,23.61,92.1,0.66,1.0,1.0,1.0,1.0,1.0,5.76,5.76,6.5,5.5,Model fallback,0.26,PASS,PASS,50.0,50.0,50.0,4.5,64.5,STRONG MORE,True,50.00750000000001,49.9925,50.0,50.0,88.7,11.3,77.8,11.3,10.9,77.8,22.2,64.5,22.2,13.3,64.5,35.5,50.0,35.5,14.5,50.0,50.0,36.7,50.0,13.3,36.7,63.3,25.3,63.3,11.3,25.3,74.7,16.4,74.7,8.9,16.4,83.6,10.0,83.6,6.3,10.0,90.0,5.9,90.0,4.1,5.9,94.1,3.1,94.1,2.7,88.7,77.8,64.5,50.0,36.7,25.3,16.4,10.0,5.9,3.1,1.6,18.6,24.1,29.5,34.9,40.7,16.4,46.4,23.7,11.1,2.3,63.7,0.309,0.339,0.074,18,29.5,1.332,35.7,29.7,40.7,28.9,26.06,27.19,32.0,29.67,64.78,26.32,16.07,51.2,51.0,35.1,49.2,44.3,-0.05,7.57,0.544,-,Payton Henry,1.0,2.8,86.4,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-07-28,824569,Gerrit Cole,543037,Chicago White Sox,New York Yankees,Rate Field,R,Established Starter Sample,False,False,11,11,1.0,255.0,-,3.92,9.58,23.57,22.77,23.33,6.03,0.955,Projected roster,0.62,-0.326,-0.249,0.0,84.6,61.8,24.4,77.3,24.16,94.2,0.496,1.0,1.0,1.0,1.0,1.0,5.76,5.76,5.5,5.5,Model fallback,0.26,PASS,PASS,49.9,50.1,49.9,4.5,63.7,STRONG MORE,True,49.872499999999995,50.127500000000005,49.9,50.1,87.7,12.3,77.2,12.3,10.5,77.2,22.8,63.7,22.8,13.5,63.7,36.3,49.9,36.3,13.8,49.9,50.1,36.6,50.1,13.3,36.6,63.4,25.7,63.4,10.9,25.7,74.3,16.9,74.3,8.7,16.9,83.1,10.7,83.1,6.3,10.7,89.3,6.2,89.3,4.4,6.2,93.8,3.5,93.8,2.7,87.7,77.2,63.7,49.9,36.6,25.7,16.9,10.7,6.2,3.5,1.9,17.6,23.3,28.7,33.9,44.5,17.0,48.4,23.4,10.0,1.3,44.0,-0.253,-0.237,0.0926,11,43.5,0.737,27.3,30.1,31.1,33.7,24.94,19.35,28.11,27.82,63.81,20.26,12.2,48.1,42.8,40.4,54.3,44.1,0.4,9.36,0.717,-,Austin Wells,1.0,2.88,73.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
