rank,date,game_pk,game_time_utc,game_status,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_confirmed_games,last7_starts,last7_start_rate,last7_median_order,last7_avg_order,last7_most_recent_order,last7_days_since_start,last7_lineup_score,starter_id,starter,starter_hand,expected_pa,starter_pa_share,proj_k,line,play,true_probability,fair_odds,confidence,ai_score,bullpen_k_pa,sim_mean_k,sim_median_k,sim_p0,sim_p1,sim_p2,sim_p3,sim_p4plus,sim_1plus,sim_2plus,sim_3plus,more_0_5,less_0_5,more_1_5,less_1_5,more_2_5,less_2_5,more_3_5,less_3_5,pa,k,k_rate,bat_pitches,bat_swings,bat_whiffs,bat_whiff_rate,bat_csw_rate,bat_chase_rate,bat_contact_rate,bat_zone_contact_rate,bat_two_strike_whiff,l5_games,l5_k,l5_pa,l5_k_per_game,l5_k_rate,l5_1plus,l5_2plus,l10_games,l10_k,l10_pa,l10_k_per_game,l10_k_rate,l10_1plus,l10_2plus,l15_games,l15_k,l15_pa,l15_k_per_game,l15_k_rate,l15_1plus,l15_2plus,split_pa,split_k,split_k_rate,split_whiff,split_csw,split_chase,split_contact,bvp_pa,bvp_k,bvp_k_rate,bvp_k_rate_reg,bvp_pitches,bvp_whiff,bvp_whiff_reg,bvp_csw,bvp_csw_reg,bvp_chase,bvp_contact,bvp_zone_contact,bvp_two_strike_whiff,bvp_last_seen_days,bvp_k_1plus_rate,bvp_k_2plus_rate,sp_pa,sp_k,sp_k_rate,sp_whiff,sp_csw,sp_two_strike_whiff,sp_avg_velo,arsenal_whiff_allowed,arsenal_csw_allowed,arsenal_two_strike_whiff,arsenal_k_pressure,arsenal_coverage,top_pitch,top_pitch_usage,top_pitch_batter_whiff,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw,velo_band_whiff,velo_band_source,bvp_reliability,model_batter_baseline_k_pa,model_recent_k_pa,model_platoon_k_pa,model_starter_k_pa,model_arsenal_k_pa,model_bvp_k_pa,model_two_strike_k_pa,model_velo_k_pa,model_bullpen_k_pa,model_contact_k_pa,model_k_pa,sp_pitch1,sp_pitch1_usage,sp_pitch1_velo,sp_pitch1_whiff,sp_pitch1_csw,sp_pitch2,sp_pitch2_usage,sp_pitch2_velo,sp_pitch2_whiff,sp_pitch2_csw,sp_pitch3,sp_pitch3_usage,sp_pitch3_velo,sp_pitch3_whiff,sp_pitch3_csw,sp_pitch4,sp_pitch4_usage,sp_pitch4_velo,sp_pitch4_whiff,sp_pitch4_csw,sp_pitch5,sp_pitch5_usage,sp_pitch5_velo,sp_pitch5_whiff,sp_pitch5_csw,true_probability_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct,sim_1plus_pct,sim_2plus_pct,sim_3plus_pct,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,k_rate_pct,bat_whiff_rate_pct,bat_csw_rate_pct,bat_chase_rate_pct,bat_contact_rate_pct,bat_zone_contact_rate_pct,bat_two_strike_whiff_pct,l5_k_rate_pct,l10_k_rate_pct,l15_k_rate_pct,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,split_k_rate_pct,split_whiff_pct,split_csw_pct,split_chase_pct,split_contact_pct,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_whiff_pct,bvp_whiff_reg_pct,bvp_csw_pct,bvp_csw_reg_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,sp_two_strike_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,arsenal_two_strike_whiff_pct,arsenal_k_pressure_pct,arsenal_coverage_pct,top_pitch_usage_pct,top_pitch_batter_whiff_pct,model_batter_baseline_k_pa_pct,model_recent_k_pa_pct,model_platoon_k_pa_pct,model_starter_k_pa_pct,model_arsenal_k_pa_pct,model_bvp_k_pa_pct,model_two_strike_k_pa_pct,model_velo_k_pa_pct,model_bullpen_k_pa_pct,model_contact_k_pa_pct,model_k_pa_pct,bullpen_k_pa_pct,last7_start_rate_pct,velo_band_whiff_raw_pct,bvp_ff_pitches,bvp_ff_whiff,bvp_ff_csw,bvp_ff_k_pa,bvp_kc_pitches,bvp_kc_whiff,bvp_kc_csw,bvp_kc_k_pa,bvp_ch_pitches,bvp_ch_whiff,bvp_ch_csw,bvp_ch_k_pa,bvp_si_pitches,bvp_si_whiff,bvp_si_csw,bvp_si_k_pa,bvp_sl_pitches,bvp_sl_whiff,bvp_sl_csw,bvp_sl_k_pa,bvp_k_1plus_rate_pct,bvp_k_2plus_rate_pct,bvp_cu_pitches,bvp_cu_whiff,bvp_cu_csw,bvp_cu_k_pa,sp_pitch6,sp_pitch6_usage,sp_pitch6_velo,sp_pitch6_whiff,sp_pitch6_csw,bvp_fc_pitches,bvp_fc_whiff,bvp_fc_csw,bvp_fc_k_pa,bvp_fs_pitches,bvp_fs_whiff,bvp_fs_csw,bvp_fs_k_pa,bvp_st_pitches,bvp_st_whiff,bvp_st_csw,bvp_st_k_pa,pp_goblin_line,pp_standard_line,pp_devil_line,dk_goblin_line,dk_standard_line,dk_devil_line,fd_goblin_line,fd_standard_line,fd_devil_line,dk_standard_over_odds,dk_standard_under_odds,fd_standard_over_odds,fd_standard_under_odds
106,2026-09-09,823090,2026-09-09T20:10:00Z,Scheduled,SEA,TEX,801126,Brock Rodden,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,3,0.4286,8.01,6.34,8.01,3.0,0.4057,674003,Cody Bradford,L,1.15,0.78,0.5066,1.5,LESS,0.9333,-1399,61,84,0.223,0.5066,0.0,0.5603,0.373,0.0665,0.0002,0.0,0.4397,0.0667,0.0002,0.4397,0.5603,0.0667,0.9333,0.0002,0.9998,0.0,1.0,58,17,0.2931,220,99,34,0.3434,0.3227,0.32,0.6566,0.7627,0.4167,5,3,17,0.6,0.1765,0.4,0.2,10,7,34,0.7,0.2059,0.4,0.2,15,15,53,1.0,0.283,0.5333,0.3333,17,5,0.2941,0.2667,0.3125,0.3235,0.7333,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,134,16,0.1194,0.1429,0.2541,0.0645,84.6065,0.257,0.305,0.3426,0.2826,1.0,4-Seam,0.5346,0.3333,88.5008,,131,57,13,0.2281,0.1908,HITTER_FASTBALL_FALLBACK,0.0,0.2567,0.231,0.264,0.1645,0.3403,0.2567,0.3488,0.289,0.223,0.2557,0.2557,4-Seam,0.5346,88.5008,0.1319,0.2433,Changeup,0.3191,80.9089,0.1688,0.2803,Slider,0.0955,80.4702,0.15,0.234,Curve,0.0508,74.636,0.0,0.24,,,,,,93.3,56.0,37.3,6.6,0.0,0.0,44.0,6.7,0.0,44.0,56.0,6.7,93.3,0.0,100.0,0.0,100.0,29.3,34.3,32.3,32.0,65.7,76.3,41.7,17.6,20.6,28.3,40.0,40.0,53.3,20.0,20.0,33.3,29.4,26.7,31.2,32.4,73.3,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,11.9,14.3,25.4,6.5,25.7,30.5,34.3,28.3,100.0,53.5,33.3,25.7,23.1,26.4,16.5,34.0,25.7,34.9,28.9,22.3,25.6,25.6,22.3,42.9,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2026-09-09,823900,2026-09-10T02:10:00Z,Scheduled,LAD,CIN,660271,Shohei Ohtani,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,2,0.2857,1.0,1.0,1.0,1.0,0.2743,695076,Rhett Lowder,R,1.15,0.713,0.5064,1.5,LESS,0.933,-1393,84,91,0.2072,0.5064,0.0,0.5608,0.3722,0.0668,0.0002,0.0,0.4392,0.067,0.0002,0.4392,0.5608,0.067,0.933,0.0002,0.9998,0.0,1.0,417,101,0.2422,1619,757,230,0.3038,0.2798,0.2983,0.6962,0.7798,0.2595,5,9,23,1.8,0.3913,0.8,0.6,10,16,46,1.6,0.3478,0.9,0.5,15,22,71,1.4667,0.3099,0.8667,0.4667,270,60,0.2222,0.299,0.2676,0.2924,0.701,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,356,63,0.177,0.168,0.2485,0.1568,89.3719,0.2677,0.2948,0.2075,0.237,1.0,Sinker,0.2871,0.2069,93.5831,1.5,281,109,26,0.2385,0.2133,VELO_BAND_1.5,0.0,0.245,0.3034,0.2269,0.1875,0.3222,0.245,0.3488,0.2934,0.2072,0.2398,0.2583,Sinker,0.2871,93.3155,0.0559,0.2765,Slider,0.2708,85.1241,0.3056,0.2932,Changeup,0.2003,86.6067,0.1897,0.1667,4-Seam,0.1988,93.9694,0.1212,0.2388,Curve,0.0378,80.5725,0.0588,0.2157,93.3,56.1,37.2,6.7,0.0,0.0,43.9,6.7,0.0,43.9,56.1,6.7,93.3,0.0,100.0,0.0,100.0,24.2,30.4,28.0,29.8,69.6,78.0,26.0,39.1,34.8,31.0,80.0,90.0,86.7,60.0,50.0,46.7,22.2,29.9,26.8,29.2,70.1,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,17.7,16.8,24.9,15.7,26.8,29.5,20.7,23.7,100.0,28.7,20.7,24.5,30.3,22.7,18.8,32.2,24.5,34.9,29.3,20.7,24.0,25.8,20.7,28.6,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweeper,0.0015,83.15,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
108,2026-09-09,823090,2026-09-09T20:10:00Z,Scheduled,TEX,SEA,643376,Danny Jansen,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,3,0.4286,9.0,8.3433,7.03,3.0,0.4171,807739,Kade Anderson,L,1.15,0.7778,0.5132,1.5,LESS,0.9326,-1385,60,84,0.2285,0.5132,0.0,0.5542,0.3784,0.0673,0.0,0.0,0.4458,0.0674,0.0,0.4458,0.5542,0.0674,0.9326,0.0,1.0,0.0,1.0,79,22,0.2785,304,147,36,0.2449,0.2664,0.2778,0.7551,0.8318,0.2857,5,3,15,0.6,0.2,0.6,0.0,10,9,32,0.9,0.2812,0.7,0.2,15,14,51,0.9333,0.2745,0.6667,0.2667,28,11,0.3929,0.2712,0.2821,0.3036,0.7288,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,63,11,0.1746,0.2126,0.2408,0.1837,88.7249,0.1886,0.2859,0.2144,0.2867,1.0,4-Seam,0.4,0.2222,93.6255,1.5,53,27,6,0.2222,0.1676,VELO_BAND_1.5,0.0,0.255,0.2531,0.2944,0.2055,0.2992,0.255,0.3488,0.2779,0.2285,0.2221,0.2616,4-Seam,0.4,93.6255,0.2075,0.2143,Slider,0.2653,87.7692,0.2105,0.2154,Changeup,0.1755,84.9605,0.1786,0.1395,Curve,0.1592,82.1538,0.375,0.4615,,,,,,93.3,55.4,37.8,6.7,0.0,0.0,44.6,6.7,0.0,44.6,55.4,6.7,93.3,0.0,100.0,0.0,100.0,27.8,24.5,26.6,27.8,75.5,83.2,28.6,20.0,28.1,27.5,60.0,70.0,66.7,0.0,20.0,26.7,39.3,27.1,28.2,30.4,72.9,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,17.5,21.3,24.1,18.4,18.9,28.6,21.4,28.7,100.0,40.0,22.2,25.5,25.3,29.4,20.6,29.9,25.5,34.9,27.8,22.8,22.2,26.2,22.8,42.9,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2026-09-09,824713,2026-09-09T22:45:00Z,Scheduled,LAA,BOS,677347,Kyren Paris,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,1,0.1429,7.01,7.01,7.01,3.0,0.1543,687562,Jake Bennett,L,1.15,0.78,0.5059,1.5,LESS,0.9325,-1382,58,83,0.2318,0.5059,0.0,0.5617,0.3708,0.0673,0.0002,0.0,0.4383,0.0675,0.0002,0.4383,0.5617,0.0675,0.9325,0.0002,0.9998,0.0,1.0,4,3,0.75,22,9,4,0.4444,0.3182,0.1667,0.5556,0.7143,0.6667,2,3,4,1.5,0.75,0.5,0.5,2,3,4,1.5,0.75,0.5,0.5,2,3,4,1.5,0.75,0.5,0.5,1,0,0.0,0.0,0.0,0.0,1.0,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,353,77,0.2181,0.2159,0.2619,0.2077,88.6474,0.1241,0.2785,0.117,0.2215,0.3133,4-Seam,0.356,,92.2801,,14,6,2,0.3333,0.1535,HITTER_FASTBALL_FALLBACK,0.0,0.2537,0.2919,0.2501,0.2196,0.2276,0.2537,0.2888,0.2625,0.2318,0.2306,0.25,4-Seam,0.356,92.9172,0.1736,0.246,Changeup,0.2627,83.5134,0.3085,0.2617,Sinker,0.2332,92.5488,0.1,0.3018,Sweeper,0.0777,79.5305,0.3409,0.2316,Cutter,0.0401,85.0612,0.3571,0.3469,93.3,56.2,37.1,6.7,0.0,0.0,43.8,6.7,0.0,43.8,56.2,6.7,93.3,0.0,100.0,0.0,100.0,75.0,44.4,31.8,16.7,55.6,71.4,66.7,75.0,75.0,75.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,21.8,21.6,26.2,20.8,12.4,27.8,11.7,22.2,31.3,35.6,,25.4,29.2,25.0,22.0,22.8,25.4,28.9,26.3,23.2,23.1,25.0,23.2,14.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Curve,0.0229,78.6679,0.1818,0.1429,,,,,,,,,,,,,,,,,,,,,,,,,
110,2026-09-09,824713,2026-09-09T22:45:00Z,Scheduled,BOS,LAA,663330,Jahmai Jones,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,1,0.1429,2.0,2.0,2.0,1.0,0.1771,696270,Ryan Johnson,R,1.15,0.6019,0.5079,1.5,LESS,0.9323,-1378,65,85,0.2348,0.5079,0.0,0.5599,0.3724,0.0676,0.0001,0.0,0.4401,0.0677,0.0001,0.4401,0.5599,0.0677,0.9323,0.0001,0.9999,0.0,1.0,98,29,0.2959,368,171,68,0.3977,0.3288,0.2941,0.6023,0.7117,0.434,5,3,10,0.6,0.3,0.4,0.2,10,3,17,0.3,0.1765,0.2,0.1,15,4,27,0.2667,0.1481,0.2,0.0667,16,6,0.375,0.4483,0.4182,0.4138,0.5517,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,319,56,0.1755,0.216,0.2665,0.157,87.1822,0.1749,0.2957,0.171,0.2404,0.7799,Cutter,0.3703,0.25,90.4299,2.5,40,15,3,0.2,0.1447,VELO_BAND_2.5,0.0,0.2652,0.2543,0.2856,0.1874,0.2695,0.2652,0.3417,0.2723,0.2348,0.2571,0.2574,Cutter,0.3703,89.4482,0.2093,0.3206,Splitter,0.2201,84.8332,0.2941,0.2179,Sweeper,0.2044,80.6619,0.3206,0.3231,Sinker,0.202,92.2292,0.0185,0.1673,Slider,0.0031,84.35,0.0,0.0,93.2,56.0,37.2,6.8,0.0,0.0,44.0,6.8,0.0,44.0,56.0,6.8,93.2,0.0,100.0,0.0,100.0,29.6,39.8,32.9,29.4,60.2,71.2,43.4,30.0,17.6,14.8,40.0,20.0,20.0,20.0,10.0,6.7,37.5,44.8,41.8,41.4,55.2,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,17.6,21.6,26.7,15.7,17.5,29.6,17.1,24.0,78.0,37.0,25.0,26.5,25.4,28.6,18.7,27.0,26.5,34.2,27.2,23.5,25.7,25.7,23.5,14.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2026-09-09,823172,2026-09-09T19:45:00Z,Scheduled,STL,SF,686780,Pedro Pagés,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,0,0,0.0,,,,,0.0,694918,Blade Tidwell,R,1.15,0.78,0.5006,1.5,LESS,0.9322,-1374,63,85,0.1969,0.5006,0.0,0.5674,0.3648,0.0676,0.0002,0.0,0.4326,0.0678,0.0002,0.4326,0.5674,0.0678,0.9322,0.0002,0.9998,0.0,1.0,103,28,0.2718,433,216,56,0.2593,0.2864,0.3506,0.7407,0.8779,0.2151,5,3,14,0.6,0.2143,0.4,0.2,10,9,30,0.9,0.3,0.7,0.2,15,12,39,0.8,0.3077,0.6,0.2,41,10,0.2439,0.2632,0.3161,0.3902,0.7368,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,129,26,0.2016,0.1807,0.2536,0.163,88.6298,0.1736,0.282,0.1376,0.2608,1.0,Sweeper,0.3303,0.4286,94.087,1.5,87,47,4,0.0851,0.0963,VELO_BAND_1.5,0.0,0.2548,0.2597,0.2508,0.2118,0.2768,0.2548,0.309,0.2155,0.1969,0.2531,0.2519,Sweeper,0.3303,82.316,0.3023,0.3149,4-Seam,0.2792,94.8373,0.1111,0.2549,Sinker,0.1989,93.0339,0.0784,0.2477,Slider,0.0931,88.3529,0.1481,0.1569,Changeup,0.0511,83.2536,0.0,0.0714,93.2,56.7,36.5,6.8,0.0,0.0,43.3,6.8,0.0,43.3,56.7,6.8,93.2,0.0,100.0,0.0,100.0,27.2,25.9,28.6,35.1,74.1,87.8,21.5,21.4,30.0,30.8,40.0,70.0,60.0,20.0,20.0,20.0,24.4,26.3,31.6,39.0,73.7,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,20.2,18.1,25.4,16.3,17.4,28.2,13.8,26.1,100.0,33.0,42.9,25.5,26.0,25.1,21.2,27.7,25.5,30.9,21.5,19.7,25.3,25.2,19.7,0.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Curve,0.0456,83.736,0.25,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
112,2026-09-09,824791,2026-09-09T22:35:00Z,Scheduled,BAL,CLE,694212,Samuel Basallo,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,4,0.5714,5.0,4.7525,5.0,1.0,0.6171,656492,Foster Griffin,L,1.15,0.78,0.5095,1.5,LESS,0.9318,-1365,73,87,0.2503,0.5095,0.0,0.5588,0.373,0.0682,0.0001,0.0,0.4412,0.0682,0.0001,0.4412,0.5588,0.0682,0.9318,0.0001,0.9999,0.0,1.0,241,64,0.2656,885,470,132,0.2809,0.2701,0.4094,0.7191,0.813,0.3293,5,1,15,0.2,0.0667,0.2,0.0,10,6,36,0.6,0.1667,0.5,0.1,15,13,52,0.8667,0.25,0.5333,0.2,65,27,0.4154,0.3833,0.3789,0.4454,0.6167,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,467,100,0.2141,0.1985,0.2708,0.1734,86.114,0.189,0.2602,0.222,0.2305,1.0,Cutter,0.3373,0.1429,89.979,1.5,61,26,2,0.0769,0.0967,VELO_BAND_1.5,0.0,0.2582,0.2027,0.3339,0.216,0.2673,0.2582,0.3488,0.2234,0.2503,0.27,0.2555,Cutter,0.3373,88.7246,0.1635,0.2655,4-Seam,0.1684,91.6016,0.1597,0.3057,Sweeper,0.1416,80.1712,0.256,0.3068,Changeup,0.1099,82.2849,0.32,0.239,Curve,0.0949,77.7508,0.2346,0.2994,93.2,55.9,37.3,6.8,0.0,0.0,44.1,6.8,0.0,44.1,55.9,6.8,93.2,0.0,100.0,0.0,100.0,26.6,28.1,27.0,40.9,71.9,81.3,32.9,6.7,16.7,25.0,20.0,50.0,53.3,0.0,10.0,20.0,41.5,38.3,37.9,44.5,61.7,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,21.4,19.8,27.1,17.3,18.9,26.0,22.2,23.0,100.0,33.7,14.3,25.8,20.3,33.4,21.6,26.7,25.8,34.9,22.3,25.0,27.0,25.6,25.0,57.1,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Sinker,0.0922,91.6041,0.1154,0.2558,,,,,,,,,,,,,,,,,,,,,,,,,
113,2026-09-09,824871,2026-09-09T23:15:00Z,Scheduled,ATL,TB,676551,Brewer Hicklen,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,2,0.2857,6.505,6.505,5.01,7.0,0.2286,643377,Griffin Jax,R,1.15,0.6991,0.5186,1.5,LESS,0.9314,-1358,64,85,0.2201,0.5186,0.0,0.5502,0.3812,0.0684,0.0002,0.0,0.4498,0.0686,0.0002,0.4498,0.5502,0.0686,0.9314,0.0002,0.9998,0.0,1.0,28,10,0.3571,113,52,20,0.3846,0.3009,0.2615,0.6154,0.7429,0.4118,5,4,11,0.8,0.3636,0.6,0.2,9,10,28,1.1111,0.3571,0.7778,0.2222,9,10,28,1.1111,0.3571,0.7778,0.2222,24,8,0.3333,0.3864,0.3125,0.2778,0.6136,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,318,84,0.2642,0.2878,0.3078,0.3575,91.2216,0.1533,0.2788,0.1526,0.2413,0.8997,Sweeper,0.245,0.0,95.3287,1.5,26,14,7,0.5,0.2433,VELO_BAND_1.5,0.0,0.2613,0.2975,0.2797,0.2548,0.2546,0.2613,0.3237,0.2741,0.2201,0.2413,0.2675,Sweeper,0.245,87.3783,0.3304,0.363,Changeup,0.2441,90.8232,0.3953,0.3036,Sinker,0.2223,95.2949,0.0866,0.2941,4-Seam,0.1587,95.8533,0.2637,0.2253,Curve,0.1003,84.7617,0.4722,0.3826,93.1,55.0,38.1,6.8,0.0,0.0,45.0,6.9,0.0,45.0,55.0,6.9,93.1,0.0,100.0,0.0,100.0,35.7,38.5,30.1,26.2,61.5,74.3,41.2,36.4,35.7,35.7,60.0,77.8,77.8,20.0,22.2,22.2,33.3,38.6,31.2,27.8,61.4,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,26.4,28.8,30.8,35.8,15.3,27.9,15.3,24.1,90.0,24.5,0.0,26.1,29.8,28.0,25.5,25.5,26.1,32.4,27.4,22.0,24.1,26.8,22.0,28.6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Cutter,0.0296,92.7735,0.1333,0.1765,,,,,,,,,,,,,,,,,,,,,,,,,
114,2026-09-09,823416,2026-09-09T22:40:00Z,Scheduled,HOU,PHI,664774,LaMonte Wade Jr.,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,0,0,0.0,,,,,0.0,650911,Cristopher Sánchez,L,1.15,0.78,0.5192,1.5,LESS,0.9313,-1355,68,86,0.2596,0.5192,0.0,0.5498,0.3815,0.0685,0.0002,0.0,0.4502,0.0687,0.0002,0.4502,0.5498,0.0687,0.9313,0.0002,0.9998,0.0,1.0,127,32,0.252,586,229,45,0.1965,0.2765,0.2136,0.8035,0.8834,0.2018,5,3,9,0.6,0.3333,0.4,0.2,10,7,20,0.7,0.35,0.6,0.1,15,13,35,0.8667,0.3714,0.6667,0.1333,14,4,0.2857,0.2381,0.2623,0.1515,0.7619,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,516,140,0.2713,0.3045,0.309,0.2955,90.5523,0.1615,0.2929,0.1975,0.2703,1.0,Sinker,0.4312,0.0294,95.1478,1.5,142,53,9,0.1698,0.1509,VELO_BAND_1.5,0.0,0.2468,0.2753,0.2533,0.2638,0.2762,0.2468,0.3488,0.2808,0.2596,0.19,0.2623,Sinker,0.4312,95.1478,0.1036,0.2989,Changeup,0.3763,87.3301,0.43,0.2902,Slider,0.1925,86.5589,0.4516,0.3683,,,,,,,,,,,93.1,55.0,38.2,6.9,0.0,0.0,45.0,6.9,0.0,45.0,55.0,6.9,93.1,0.0,100.0,0.0,100.0,25.2,19.7,27.6,21.4,80.3,88.3,20.2,33.3,35.0,37.1,40.0,60.0,66.7,20.0,10.0,13.3,28.6,23.8,26.2,15.2,76.2,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,27.1,30.5,30.9,29.6,16.1,29.3,19.7,27.0,100.0,43.1,2.9,24.7,27.5,25.3,26.4,27.6,24.7,34.9,28.1,26.0,19.0,26.2,26.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2026-09-09,823818,2026-09-09T22:40:00Z,Scheduled,NYM,MIA,666624,Christopher Morel,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,0,0,0.0,,,,,0.0,676083,Janson Junk,R,1.15,0.6528,0.5174,1.5,LESS,0.93,-1329,65,85,0.2166,0.5174,0.0,0.5528,0.3772,0.0697,0.0003,0.0,0.4472,0.07,0.0003,0.4472,0.5528,0.07,0.93,0.0003,0.9997,0.0,1.0,61,21,0.3443,227,109,36,0.3303,0.326,0.344,0.6697,0.7576,0.3947,5,3,11,0.6,0.2727,0.6,0.0,10,6,25,0.6,0.24,0.6,0.0,15,14,43,0.9333,0.3256,0.6667,0.2,36,12,0.3333,0.3231,0.3262,0.3333,0.6769,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,272,41,0.1507,0.1008,0.2271,0.0944,88.2368,0.2038,0.3034,0.2506,0.2844,1.0,4-Seam,0.3577,0.2368,93.8819,1.5,49,22,4,0.1818,0.1444,VELO_BAND_1.5,0.0,0.2755,0.2676,0.2951,0.1707,0.3097,0.2755,0.3488,0.2787,0.2166,0.2626,0.267,4-Seam,0.3577,93.9243,0.0819,0.2561,Slider,0.1862,86.2942,0.092,0.2461,Changeup,0.1657,87.2688,0.0952,0.1294,Sweeper,0.1433,80.168,0.1446,0.1973,Curve,0.0887,80.7297,0.1724,0.3187,93.0,55.3,37.7,7.0,0.0,0.0,44.7,7.0,0.0,44.7,55.3,7.0,93.0,0.0,100.0,0.0,100.0,34.4,33.0,32.6,34.4,67.0,75.8,39.5,27.3,24.0,32.6,60.0,60.0,66.7,0.0,0.0,20.0,33.3,32.3,32.6,33.3,67.7,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,15.1,10.1,22.7,9.4,20.4,30.3,25.1,28.4,100.0,35.8,23.7,27.6,26.8,29.5,17.1,31.0,27.6,34.9,27.9,21.7,26.3,26.7,21.7,0.0,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Sinker,0.0575,93.6186,0.0625,0.2034,,,,,,,,,,,,,,,,,,,,,,,,,
