Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count,Recent Pitch 8 Name,Recent Pitch 8 Usage %,Recent Pitch 8 Count
1,2026-09-11,822930,2026-09-11T23:10:00Z,Scheduled,Tropicana Field,Houston Astros @ Tampa Bay Rays,Home,691406,Junior Caminero,Tampa Bay Rays,Houston Astros,3B,R,No,,146,639,558,156,21,1,39,89,93,74,4,117,0.28,0.366,0.53,0.896,12,55,47,13,4,0.277,0.0727,26,114,102,29,4,0.284,0.0351,758,139,8.0,34.0,48.1,30.8,21.1,12.3,24.4,56.1,24.5,5.6,3.4,5.6,53.4,86.4,13.8,0.587,77.6,100.0,116.9,75.8,12.2,19.9,63.1,52.2,Average,3.0,Pull Power,A,Excellent HR swing plane,52.2,Average,1.006,Good,6.5,51.5,99.2,0.513,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,54.24,15.24,Strong positive regression,Average Pull Power profile. 8.0% barrel rate; 86.4 mph average exit velocity; 24.4% air-ball rate; 56.1% pull-air rate; 5.6% HR-launch rate.,0.061,0.0564,4.09,8,2,14.3,0.56,55.9,Recently homered,699044.0,Miguel Ullola,R,RHB vs RHP,5,0,7.0,3.86,0.86,2,2.57,12.86,1.29,32.0,9.4,28.1,28.1,50.0,25.0,85.2,96.0,108.3,0.736,2.0,67.2,100.0,0.779,9.1,4-Seam Fastball,R,RHB vs RHP,56.7,468,0.273,0.34,0.534,0.874,31,41,94,0.0662,9.0,0.623,13,0.0769,6.7,0.893,0,0,0,0/0,,,,,0,0,0,59.1,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,106,4-Seam Fastball,73.58490566037736,78.0,Slider,22.641509433962263,24.0,Curveball,2.830188679245283,3.0,Changeup,0.9433962264150944,1.0,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.034,1.019,65.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.7,69.1,67.2,62.0,50.0,45.0,64.7,11.49,0.995,1.024,0.985,1.03,1.006,1.036,1.0,21.15,16.66,85.0,42.2,C-,Lineup unconfirmed,,,,,,
2,2026-09-11,824227,2026-09-11T22:40:00Z,Scheduled,Comerica Park,Colorado Rockies @ Detroit Tigers,Home,680664,Eduardo Valencia,Detroit Tigers,Colorado Rockies,DH,R,No,,31,95,93,28,8,0,6,14,18,1,1,26,0.301,0.316,0.581,0.897,6,21,21,4,0,0.19,0.0,16,52,52,12,2,0.231,0.0385,129,71,9.0,24.5,44.2,22.1,33.7,11.5,24.0,49.8,42.0,9.5,4.5,9.5,45.4,83.0,14.1,0.638,71.5,95.1,111.6,28.8,12.0,7.9,53.0,45.2,Below Average,3.0,Pull Power,A,Excellent HR swing plane,45.2,Below Average,0.987,Good,5.6,46.7,93.6,0.544,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.8,3.8,Positive regression,Below Average Pull Power profile. 9.0% barrel rate; 83.0 mph average exit velocity; 24.0% air-ball rate; 49.8% pull-air rate; 9.5% HR-launch rate.,0.0632,0.0458,4.09,41,13,15.5,2.65,264.5,Very long drought,690279.0,Mason Adams,R,RHB vs RHP,3,3,13.2,3.95,1.61,4,2.63,11.2,3.95,80.0,6.2,31.2,15.0,40.9,23.8,84.7,96.9,109.1,0.783,4.0,97.6,100.0,0.96,20.8,4-Seam Fastball,R,RHB vs RHP,55.0,50,0.312,0.34,0.521,0.861,2,1,9,0.04,12.7,0.666,28,0.1071,8.3,0.961,0,0,0,0/0,,,,,0,0,0,68.9,Slight Hitter Advantage,Above average,50.0,3,Pitch-level Statcast · last 5 MLB games,227,4-Seam Fastball,33.03964757709251,75.0,Sinker,26.87224669603524,61.0,Curveball,16.29955947136564,37.0,Sweeper,12.334801762114537,28.0,Changeup,5.726872246696035,13.0,Cutter,5.726872246696035,13.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.095,0.988,61.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,55.0,47.9,97.6,44.4,50.0,45.0,61.2,9.41,0.828,1.046,0.985,1.03,0.987,1.016,1.06,17.44,12.98,62.9,41.3,D+,Lineup unconfirmed,,,,,,
3,2026-09-11,822684,2026-09-11T22:45:00Z,Scheduled,Nationals Park,Los Angeles Angels @ Washington Nationals,Home,695578,James Wood,Washington Nationals,Los Angeles Angels,RF,L,No,,121,566,463,123,29,1,30,101,74,95,4,160,0.266,0.392,0.527,0.919,7,31,26,7,0,0.269,0.0,7,31,26,7,0,0.269,0.0,579,37,10.1,36.4,45.8,20.8,33.2,10.0,22.9,47.3,29.8,8.0,3.5,8.0,30.0,88.4,11.2,0.78,73.6,101.2,115.6,61.0,14.1,21.5,40.4,56.9,Average,3.5,Pull Power,A,Excellent HR swing plane,56.9,Average,1.019,Good,8.1,80.0,102.1,0.593,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,51.47,21.47,Strong positive regression,Average Pull Power profile. 10.1% barrel rate; 88.4 mph average exit velocity; 22.9% air-ball rate; 47.3% pull-air rate; 8.0% HR-launch rate.,0.053,0.0493,4.25,54,15,15.4,3.5,349.9,Very long drought,579328.0,Yusei Kikuchi,L,LHB vs LHP,10,10,49.0,4.96,1.47,7,1.29,9.0,3.49,278.0,5.4,27.7,12.2,52.0,32.7,84.5,96.7,116.2,0.61,7.0,78.9,100.0,0.955,11.5,4-Seam Fastball,L,LHB vs LHP,51.4,193,0.262,0.342,0.488,0.83,9,20,62,0.0466,9.2,0.769,51,0.0196,4.8,0.511,0,0,0,0/0,,,,,0,0,0,60.8,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,395,4-Seam Fastball,50.88607594936709,201.0,Slider,23.79746835443038,94.0,Split-Finger,14.430379746835444,57.0,Curveball,10.886075949367088,43.0,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.058,0.979,64.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,51.4,45.7,78.9,71.8,50.0,45.0,61.1,9.34,0.758,1.021,0.985,1.03,1.019,1.05,1.06,19.35,12.86,79.5,43.7,C-,Lineup unconfirmed,,,,,,
4,2026-09-11,823012,2026-09-12T00:15:00Z,Scheduled,Busch Stadium,Chicago White Sox @ St. Louis Cardinals,Away,808959,Munetaka Murakami,Chicago White Sox,St. Louis Cardinals,1B,L,No,,111,486,400,83,14,0,31,74,63,82,3,170,0.208,0.346,0.475,0.821,12,52,44,4,2,0.091,0.0385,27,119,98,12,5,0.122,0.042,443,101,10.1,32.4,52.4,23.5,23.5,18.6,25.0,51.7,24.4,7.0,3.8,7.0,62.2,86.3,22.8,0.727,72.7,98.8,113.4,46.6,10.0,9.8,42.8,49.2,Average,3.0,Pull Power,A-,Elevated power plane,49.2,Average,0.998,Good,7.9,60.0,97.4,0.591,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.82,6.82,Strong positive regression,Average Pull Power profile. 10.1% barrel rate; 86.3 mph average exit velocity; 25.0% air-ball rate; 51.7% pull-air rate; 7.0% HR-launch rate.,0.0638,0.0575,4.15,4,1,12.9,0.31,31.0,Very recent HR,669461.0,Matthew Liberatore,L,LHB vs LHP,28,28,139.0,5.57,1.47,25,1.62,9.32,3.17,779.0,5.9,26.8,15.5,44.1,31.6,83.9,96.0,112.2,0.608,25.0,79.5,99.9,0.844,12.0,4-Seam Fastball,L,LHB vs LHP,52.2,144,0.181,0.333,0.371,0.704,6,26,54,0.0417,8.0,0.764,154,0.0455,5.8,0.587,0,0,0,0/0,,,,,0,0,0,61.3,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,462,Slider,36.36363636363637,168.0,4-Seam Fastball,26.83982683982684,124.0,Curveball,20.995670995670995,97.0,Changeup,7.142857142857143,33.0,Sinker,4.545454545454546,21.0,Cutter,2.813852813852814,13.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.059,0.984,64.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,52.2,42.9,79.5,62.1,50.0,45.0,59.3,8.46,0.879,1.083,0.985,1.0,0.998,0.998,0.98,21.79,14.06,85.0,37.0,D+,Lineup unconfirmed,Sweeper,1.2987012987012987,6.0,,,
5,2026-09-11,822930,2026-09-11T23:10:00Z,Scheduled,Tropicana Field,Houston Astros @ Tampa Bay Rays,Home,668723,Ryan Vilade,Tampa Bay Rays,Houston Astros,RF,R,No,,84,240,214,56,8,2,11,25,39,21,1,54,0.262,0.326,0.472,0.798,7,19,16,4,0,0.25,0.0,16,44,39,13,2,0.333,0.0455,343,54,5.7,24.2,41.8,32.8,24.9,12.8,23.6,50.5,33.3,5.4,3.4,5.4,69.0,83.1,25.2,0.715,74.5,95.3,113.4,57.8,9.7,9.5,37.1,41.0,Below Average,2.5,Pull Power,A-,Elevated power plane,41.0,Below Average,0.975,Good,9.3,53.8,98.0,0.933,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,17.75,6.75,Strong positive regression,Below Average Pull Power profile. 5.7% barrel rate; 83.1 mph average exit velocity; 23.6% air-ball rate; 50.5% pull-air rate; 5.4% HR-launch rate.,0.0458,0.0412,3.99,31,13,19.5,1.59,159.3,Above normal drought,699044.0,Miguel Ullola,R,RHB vs RHP,5,0,7.0,3.86,0.86,2,2.57,12.86,1.29,32.0,9.4,28.1,28.1,50.0,25.0,85.2,96.0,108.3,0.736,2.0,50.3,100.0,0.684,5.4,4-Seam Fastball,R,RHB vs RHP,43.2,88,0.237,0.322,0.421,0.743,4,9,18,0.0455,3.3,0.552,13,0.0769,6.7,0.893,0,0,0,0/0,,,,,0,0,0,47.0,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,106,4-Seam Fastball,73.58490566037736,78.0,Slider,22.641509433962263,24.0,Curveball,2.830188679245283,3.0,Changeup,0.9433962264150944,1.0,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.001,1.019,56.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,43.2,69.1,50.3,66.0,50.0,45.0,58.8,8.22,0.875,1.024,0.985,1.0,0.975,0.975,1.035,15.46,10.87,72.7,33.7,D,Lineup unconfirmed,,,,,,
6,2026-09-11,824227,2026-09-11T22:40:00Z,Scheduled,Comerica Park,Colorado Rockies @ Detroit Tigers,Home,682985,Riley Greene,Detroit Tigers,Colorado Rockies,LF,L,No,,125,527,454,125,29,1,19,70,65,64,4,142,0.275,0.366,0.469,0.835,8,35,32,10,3,0.312,0.0857,8,35,32,10,3,0.312,0.0857,660,41,9.6,25.8,48.8,17.4,33.8,20.2,34.4,44.4,37.3,9.2,6.0,9.2,43.9,82.4,20.8,0.84,73.9,95.7,111.9,51.8,14.0,11.2,36.0,48.0,Average,3.0,Pull Power,A-,Elevated power plane,48.0,Average,0.994,Good,12.2,50.0,94.9,1.055,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,50.67,31.67,Strong positive regression,Average Pull Power profile. 9.6% barrel rate; 82.4 mph average exit velocity; 34.4% air-ball rate; 44.4% pull-air rate; 9.2% HR-launch rate.,0.0361,0.0353,4.09,6,2,23.9,0.25,25.1,Very recent HR,690279.0,Mason Adams,R,LHB vs RHP,3,3,13.2,3.95,1.61,4,2.63,11.2,3.95,80.0,6.2,31.2,15.0,40.9,23.8,84.7,96.9,109.1,0.783,4.0,72.8,100.0,0.834,9.2,4-Seam Fastball,L,LHB vs RHP,52.3,361,0.284,0.366,0.486,0.851,14,40,97,0.0388,9.5,0.768,31,0.0323,3.1,0.605,0,0,0,0/0,,,,,0,0,0,59.0,Slight Hitter Advantage,Above average,50.0,3,Pitch-level Statcast · last 5 MLB games,227,4-Seam Fastball,33.03964757709251,75.0,Sinker,26.87224669603524,61.0,Curveball,16.29955947136564,37.0,Sweeper,12.334801762114537,28.0,Changeup,5.726872246696035,13.0,Cutter,5.726872246696035,13.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.046,0.988,58.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,52.3,47.9,72.8,64.6,50.0,45.0,57.7,7.79,1.35,1.046,1.025,1.0,0.994,0.994,0.98,13.67,13.02,79.8,34.8,D,Lineup unconfirmed,,,,,,
7,2026-09-11,824631,2026-09-11T18:20:00Z,Scheduled,Wrigley Field,Pittsburgh Pirates @ Chicago Cubs,Home,691718,Pete Crow-Armstrong,Chicago Cubs,Pittsburgh Pirates,CF,L,No,,147,659,566,159,28,7,41,110,97,76,12,172,0.281,0.375,0.572,0.947,12,57,50,16,8,0.32,0.1404,26,121,108,29,14,0.269,0.1157,869,165,8.4,31.4,55.2,24.2,20.1,16.6,27.7,61.5,29.8,8.7,6.3,8.7,70.7,84.4,22.9,0.768,72.6,97.7,114.2,50.5,13.5,14.8,49.5,52.5,Average,3.0,Pull Power,A-,Elevated power plane,52.5,Average,1.007,Good,9.1,63.3,98.6,0.85,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,66.2,25.2,Strong positive regression,Average Pull Power profile. 8.4% barrel rate; 84.4 mph average exit velocity; 27.7% air-ball rate; 61.5% pull-air rate; 8.7% HR-launch rate.,0.0622,0.0576,4.17,8,2,13.8,0.58,58.0,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,62.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,67.0,50.0,45.0,56.1,7.17,1.35,1.0,1.0,1.03,1.007,1.037,1.0,21.9,17.25,75.0,42.5,C-,Probable SP unavailable; Lineup unconfirmed,,,,,,
8,2026-09-11,823817,2026-09-11T23:10:00Z,Scheduled,loanDepot park,Los Angeles Dodgers @ Miami Marlins,Home,669065,Kyle Stowers,Miami Marlins,Los Angeles Dodgers,1B,L,No,,109,459,402,98,25,4,19,51,60,45,9,149,0.244,0.332,0.468,0.8,11,45,39,10,3,0.256,0.0667,15,60,51,13,3,0.255,0.05,534,66,9.1,33.7,64.0,19.4,16.6,15.0,25.1,66.8,29.2,7.7,5.3,7.7,44.0,85.6,19.0,0.74,73.0,98.7,112.9,49.8,14.1,13.7,48.6,52.1,Average,3.0,Pull Power,A,Excellent HR swing plane,52.1,Average,1.006,Good,12.1,85.7,99.8,0.829,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,43.93,24.93,Strong positive regression,Average Pull Power profile. 9.1% barrel rate; 85.6 mph average exit velocity; 25.1% air-ball rate; 66.8% pull-air rate; 7.7% HR-launch rate.,0.0414,0.0394,4.09,14,4,21.2,0.66,66.2,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,62.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,76.2,39.2,45.0,56.0,7.15,1.2,1.0,1.0,1.0,1.006,1.006,1.0,15.18,11.62,71.8,30.9,D,Probable SP unavailable; Lineup unconfirmed,,,,,,
9,2026-09-11,822767,2026-09-11T23:07:00Z,Scheduled,Rogers Centre,Baltimore Orioles @ Toronto Blue Jays,Away,691723,Coby Mayo,Baltimore Orioles,Toronto Blue Jays,3B,R,No,,118,393,358,80,14,3,22,58,59,29,5,123,0.223,0.29,0.464,0.754,11,39,34,10,4,0.294,0.1026,23,86,77,20,7,0.26,0.0814,493,115,9.5,30.0,46.8,26.8,26.4,17.2,27.7,51.9,31.2,10.2,7.2,10.2,52.9,83.3,22.6,0.762,74.5,98.0,115.7,57.3,15.4,13.5,46.4,54.3,Average,3.0,Pull Power,A-,Elevated power plane,54.3,Average,1.012,Good,10.4,48.5,97.1,0.881,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,39.56,17.56,Strong positive regression,Average Pull Power profile. 9.5% barrel rate; 83.3 mph average exit velocity; 27.7% air-ball rate; 51.9% pull-air rate; 10.2% HR-launch rate.,0.056,0.0504,4.05,0,0,16.3,0.0,0.0,Very recent HR,453286.0,Max Scherzer,R,RHB vs RHP,14,14,62.2,6.03,1.36,13,1.87,6.89,3.88,418.0,5.3,19.1,15.3,49.5,30.4,80.9,93.0,111.9,0.503,13.0,72.3,99.9,0.798,10.7,4-Seam Fastball,R,RHB vs RHP,39.2,244,0.166,0.234,0.296,0.53,6,17,83,0.0246,6.7,0.519,95,0.0526,5.7,0.568,2,2,1,1/2,0.5,0.5,0.5,1.0,0,0,1,53.1,Neutral Matchup,Average,50.9,5,Pitch-level Statcast · last 5 MLB games,430,4-Seam Fastball,47.44186046511628,204.0,Curveball,16.046511627906977,69.0,Changeup,15.116279069767442,65.0,Slider,14.651162790697674,63.0,Cutter,6.744186046511628,29.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.045,0.978,61.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,39.2,37.2,72.3,63.7,50.0,45.0,55.9,7.09,1.339,1.109,0.985,1.0,1.012,1.012,0.98,18.89,16.03,83.9,39.0,D+,Lineup unconfirmed,,,,,,
10,2026-09-11,823817,2026-09-11T23:10:00Z,Scheduled,loanDepot park,Los Angeles Dodgers @ Miami Marlins,Home,681715,Heriberto Hernández,Miami Marlins,Los Angeles Dodgers,LF,R,No,,115,436,386,87,16,1,24,46,63,45,4,118,0.225,0.312,0.459,0.771,12,55,46,7,3,0.152,0.0545,25,111,93,21,7,0.226,0.0631,473,123,10.0,30.0,54.5,28.5,17.1,17.9,29.5,59.6,30.1,11.0,7.8,11.0,53.0,85.4,16.0,0.736,71.9,97.6,113.3,39.6,15.0,10.7,60.4,53.3,Average,3.0,Pull Power,A,Excellent HR swing plane,53.3,Average,1.009,Good,11.4,69.4,97.4,0.787,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,42.52,18.52,Strong positive regression,Average Pull Power profile. 10.0% barrel rate; 85.4 mph average exit velocity; 29.5% air-ball rate; 59.6% pull-air rate; 11.0% HR-launch rate.,0.055,0.0501,3.99,12,3,16.1,0.75,74.6,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,63.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,69.7,39.2,45.0,55.8,7.06,1.066,1.0,1.0,1.0,1.009,1.009,1.0,18.53,12.31,75.0,32.0,D,Probable SP unavailable; Lineup unconfirmed,,,,,,
