Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
11,2026-07-31,824892,2026-07-31T23:15:00Z,Pre-Game,Truist Park,Washington Nationals @ Atlanta Braves,Away,695578,James Wood,Washington Nationals,Atlanta Braves,RF,L,Yes,1.0,110,518,422,114,26,1,30,99,72,89,4,148,0.27,0.4,0.55,0.95,12,58,48,10,2,0.208,0.0345,22,107,83,24,8,0.289,0.0748,24,24,8.3,37.5,44.4,22.2,33.3,16.7,33.3,12.5,37.5,4.2,0.0,4.2,100.0,89.7,10.0,0.738,72.5,27.9,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,27.9,Weak,0.938,Good,1.56,-28.44,Strong negative regression,Weak Contact-First Profile profile. 8.3% barrel rate; 89.7 mph average exit velocity; 33.3% air-ball rate; 12.5% pull-air rate; 4.2% HR-launch rate.,0.0579,0.053,4.75,13,4,14.1,0.92,92.4,Near normal interval,693821.0,Bryce Elder,R,LHB vs RHP,20,20,113.2,3.96,1.25,18,1.43,7.76,2.93,0.997,1.053,1.025,1.055,0.938,0.99,1.0,22.81,24.12,95.0,57.2,C+,Good
12,2026-07-31,822945,2026-07-31T23:10:00Z,Pre-Game,Tropicana Field,Chicago White Sox @ Tampa Bay Rays,Home,683748,Victor Mesa Jr.,Tampa Bay Rays,Chicago White Sox,RF,L,Yes,6.0,43,133,116,26,2,0,8,17,17,15,0,34,0.224,0.311,0.448,0.759,9,29,27,7,3,0.259,0.1034,19,58,51,13,5,0.255,0.0862,16,16,0.0,25.0,0.0,75.0,25.0,6.2,6.2,0.0,18.8,6.2,0.0,6.2,,74.0,27.4,0.347,68.4,14.6,Weak,1.5,Contact-First Profile,A-,Elevated power plane,14.6,Weak,0.901,Small Statcast sample,0.11,-7.89,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 74.0 mph average exit velocity; 6.2% air-ball rate; 0.0% pull-air rate; 6.2% HR-launch rate.,0.0602,0.0468,4.14,15,6,14.5,1.03,103.4,Near normal interval,607200.0,Erick Fedde,R,LHB vs RHP,21,11,97.1,4.25,1.4,19,1.76,6.29,3.33,1.35,1.106,1.025,1.0,0.901,0.901,1.0,18.0,24.12,78.1,52.5,C,Good
13,2026-07-31,822945,2026-07-31T23:10:00Z,Pre-Game,Tropicana Field,Chicago White Sox @ Tampa Bay Rays,Away,808959,Munetaka Murakami,Chicago White Sox,Tampa Bay Rays,1B,L,Yes,2.0,73,318,258,62,9,0,23,57,49,58,1,104,0.24,0.381,0.543,0.924,12,54,43,12,3,0.279,0.0556,16,72,58,14,3,0.241,0.0417,30,30,13.3,36.7,43.8,31.2,25.0,20.0,33.3,40.0,36.7,13.3,6.7,13.3,75.0,86.7,15.9,1.03,70.0,50.4,Average,3.0,Contact-First Profile,A,Excellent HR swing plane,50.4,Average,1.001,Good,3.34,-19.66,Strong negative regression,Average Contact-First Profile profile. 13.3% barrel rate; 86.7 mph average exit velocity; 33.3% air-ball rate; 40.0% pull-air rate; 13.3% HR-launch rate.,0.0723,0.0613,4.65,4,1,11.2,0.36,35.7,Recently homered,607259.0,Nick Martinez,R,LHB vs RHP,20,20,117.1,2.45,1.1,11,0.84,5.14,1.53,0.922,0.958,1.025,1.03,1.001,1.031,1.0,25.48,23.97,92.5,55.4,C+,Good
14,2026-07-31,823593,2026-07-31T23:10:00Z,Pre-Game,Citi Field,Miami Marlins @ New York Mets,Away,669065,Kyle Stowers,Miami Marlins,New York Mets,1B,L,Yes,4.0,85,361,317,74,19,3,15,40,47,34,7,116,0.233,0.319,0.454,0.773,12,52,45,10,3,0.222,0.0577,22,94,83,20,7,0.241,0.0745,30,30,20.0,40.0,57.1,21.4,21.4,20.0,23.3,71.4,30.0,13.3,10.0,13.3,50.0,87.5,17.2,1.11,74.0,66.8,Above Average,3.5,Barrel Machine,A,Excellent HR swing plane,66.8,Above Average,1.047,Good,4.93,-10.07,Strong negative regression,Above Average Barrel Machine profile. 20.0% barrel rate; 87.5 mph average exit velocity; 23.3% air-ball rate; 71.4% pull-air rate; 13.3% HR-launch rate.,0.0416,0.0392,4.48,0,0,21.1,0.0,0.0,Very recent HR,673540.0,Kodai Senga,R,LHB vs RHP,12,7,40.2,8.85,1.84,12,2.66,10.84,6.64,1.257,1.143,1.025,1.0,1.047,1.047,0.98,16.39,23.92,95.0,53.4,C,Good
15,2026-07-31,823593,2026-07-31T23:10:00Z,Pre-Game,Citi Field,Miami Marlins @ New York Mets,Home,621438,Tyrone Taylor,New York Mets,Miami Marlins,CF,R,No,,65,156,142,34,8,0,9,21,26,9,1,31,0.239,0.289,0.486,0.775,9,26,21,8,3,0.381,0.1154,19,47,40,13,6,0.325,0.1277,19,19,15.8,42.1,55.6,33.3,11.1,21.1,31.6,66.7,31.6,15.8,10.5,15.8,66.7,87.7,23.9,1.193,71.8,65.0,Above Average,3.5,Barrel Machine,A-,Elevated power plane,65.0,Above Average,1.042,Small Statcast sample,2.64,-6.36,Strong negative regression,Above Average Barrel Machine profile. 15.8% barrel rate; 87.7 mph average exit velocity; 31.6% air-ball rate; 66.7% pull-air rate; 15.8% HR-launch rate.,0.0577,0.0465,3.93,6,3,15.8,0.38,38.0,Recently homered,676083.0,Janson Junk,R,RHB vs RHP,14,14,73.2,4.89,1.36,11,1.34,6.96,2.44,1.35,1.038,0.985,1.0,1.042,1.042,1.0,17.07,23.84,66.9,49.4,C,Lineup unconfirmed
16,2026-07-31,824164,2026-08-01T00:15:00Z,Pre-Game,Daikin Park,Texas Rangers @ Houston Astros,Home,665161,Jeremy Peña,Houston Astros,Texas Rangers,SS,R,Yes,1.0,62,264,241,75,10,0,12,50,31,17,4,48,0.311,0.364,0.502,0.866,10,43,43,17,6,0.395,0.1395,14,62,58,21,6,0.362,0.0968,33,33,6.1,33.3,57.1,14.3,28.6,6.1,21.2,71.4,24.2,9.1,6.1,9.1,150.0,85.4,15.9,0.841,70.5,38.3,Below Average,2.5,Pull Power,A,Excellent HR swing plane,38.3,Below Average,0.967,Good,2.16,-9.84,Strong negative regression,Below Average Pull Power profile. 6.1% barrel rate; 85.4 mph average exit velocity; 21.2% air-ball rate; 71.4% pull-air rate; 9.1% HR-launch rate.,0.0455,0.0412,4.69,0,0,20.1,0.0,0.0,Very recent HR,543135.0,Nathan Eovaldi,R,RHB vs RHP,20,20,122.1,4.05,1.17,22,1.62,9.56,2.13,1.35,1.083,0.985,1.0,0.967,0.967,0.98,17.93,23.8,87.8,53.6,C,Good
17,2026-07-31,823111,2026-08-01T02:10:00Z,Scheduled,T-Mobile Park,Minnesota Twins @ Seattle Mariners,Home,686527,Dominic Canzone,Seattle Mariners,Minnesota Twins,DH,L,No,,95,306,272,71,16,1,18,38,49,28,4,64,0.261,0.337,0.526,0.863,11,48,42,11,3,0.262,0.0625,20,87,78,18,5,0.231,0.0575,39,39,10.3,28.2,47.4,26.3,26.3,20.5,30.8,41.7,25.6,12.8,12.8,12.8,75.0,82.8,24.0,1.124,73.2,44.8,Below Average,3.0,Contact-First Profile,A-,Elevated power plane,44.8,Below Average,0.985,Good,3.3,-14.7,Strong negative regression,Below Average Contact-First Profile profile. 10.3% barrel rate; 82.8 mph average exit velocity; 30.8% air-ball rate; 41.7% pull-air rate; 12.8% HR-launch rate.,0.0588,0.0513,4.09,6,2,15.1,0.4,39.7,Recently homered,805673.0,Zebby Matthews,R,LHB vs RHP,13,13,76.0,5.21,1.32,15,1.78,6.99,2.84,1.07,1.109,1.025,1.03,0.985,1.015,1.0,19.37,23.46,80.8,52.0,C,Lineup unconfirmed
18,2026-07-31,823593,2026-07-31T23:10:00Z,Pre-Game,Citi Field,Miami Marlins @ New York Mets,Away,681715,Heriberto Hernández,Miami Marlins,New York Mets,LF,R,Yes,6.0,80,283,256,61,12,1,16,29,43,25,1,75,0.238,0.307,0.48,0.787,12,51,49,12,3,0.245,0.0588,23,91,84,23,8,0.274,0.0879,25,25,4.0,28.0,28.6,50.0,21.4,12.0,16.0,50.0,16.0,12.0,8.0,12.0,200.0,85.4,7.2,0.493,71.6,32.2,Weak,2.5,Pull Power,C,Low line-drive plane,32.2,Weak,0.95,Good,1.27,-14.73,Strong negative regression,Weak Pull Power profile. 4.0% barrel rate; 85.4 mph average exit velocity; 16.0% air-ball rate; 50.0% pull-air rate; 12.0% HR-launch rate.,0.0565,0.0492,4.2,3,1,16.0,0.19,18.8,Very recent HR,673540.0,Kodai Senga,R,RHB vs RHP,12,7,40.2,8.85,1.84,12,2.66,10.84,6.64,1.184,1.143,0.985,1.0,0.95,0.95,0.98,19.11,23.28,91.5,52.1,C,Good
19,2026-07-31,824892,2026-07-31T23:15:00Z,Pre-Game,Truist Park,Washington Nationals @ Atlanta Braves,Away,665953,Andrés Chaparro,Washington Nationals,Atlanta Braves,1B,R,No,,40,90,77,17,5,0,5,16,19,12,1,21,0.221,0.333,0.481,0.814,8,19,18,4,2,0.222,0.1053,14,32,30,9,4,0.3,0.125,8,8,12.5,62.5,66.7,33.3,0.0,50.0,50.0,50.0,37.5,25.0,12.5,25.0,100.0,88.9,25.2,1.121,69.7,61.5,Average,3.5,Pull Power,A-,Elevated power plane,61.5,Average,1.032,Small Statcast sample,1.02,-3.98,Negative regression,Average Pull Power profile. 12.5% barrel rate; 88.9 mph average exit velocity; 50.0% air-ball rate; 50.0% pull-air rate; 25.0% HR-launch rate.,0.0556,0.0421,4.15,1,1,15.4,0.06,6.5,Very recent HR,693821.0,Bryce Elder,R,RHB vs RHP,20,20,113.2,3.96,1.25,18,1.43,7.76,2.93,1.35,1.053,0.985,1.0,1.032,1.032,0.98,16.35,22.51,61.0,47.0,C-,Lineup unconfirmed
20,2026-07-31,824651,2026-07-31T18:20:00Z,In Progress,Wrigley Field,New York Yankees @ Chicago Cubs,Home,691718,Pete Crow-Armstrong,Chicago Cubs,New York Yankees,CF,L,Yes,1.0,110,483,413,117,21,6,24,71,63,55,11,129,0.283,0.38,0.538,0.918,13,61,52,13,3,0.25,0.0492,23,105,85,23,5,0.271,0.0476,40,40,15.0,40.0,52.6,21.1,26.3,22.5,35.0,50.0,35.0,17.5,10.0,17.5,50.0,85.7,22.0,0.949,72.8,63.4,Above Average,3.5,Barrel Machine,A-,Elevated power plane,63.4,Above Average,1.038,Good,5.08,-18.92,Strong negative regression,Above Average Barrel Machine profile. 15.0% barrel rate; 85.7 mph average exit velocity; 35.0% air-ball rate; 50.0% pull-air rate; 17.5% HR-launch rate.,0.0497,0.0462,4.69,8,2,17.2,0.46,46.5,Recently homered,701542.0,Will Warren,R,LHB vs RHP,22,21,108.2,4.14,1.36,15,1.24,9.03,2.98,1.02,1.022,1.025,1.03,1.038,1.069,1.0,19.88,22.44,95.0,53.2,C,Good
21,2026-07-31,822945,2026-07-31T23:10:00Z,Pre-Game,Tropicana Field,Chicago White Sox @ Tampa Bay Rays,Home,668723,Ryan Vilade,Tampa Bay Rays,Chicago White Sox,RF,R,No,,59,179,159,41,7,1,9,19,35,15,1,38,0.258,0.32,0.484,0.804,5,15,14,4,2,0.286,0.1333,11,35,33,6,3,0.182,0.0857,13,13,7.7,15.4,40.0,0.0,60.0,15.4,23.1,66.7,23.1,7.7,7.7,7.7,100.0,79.9,47.7,0.977,78.5,40.3,Below Average,2.5,Pull Power,D,Popup-heavy plane,40.3,Below Average,0.973,Small Statcast sample,0.88,-8.12,Strong negative regression,Below Average Pull Power profile. 7.7% barrel rate; 79.9 mph average exit velocity; 23.1% air-ball rate; 66.7% pull-air rate; 7.7% HR-launch rate.,0.0503,0.0429,4.09,0,0,17.7,0.0,0.0,Very recent HR,607200.0,Erick Fedde,R,RHB vs RHP,21,11,97.1,4.25,1.4,19,1.76,6.29,3.33,1.35,1.106,0.985,1.0,0.973,0.973,0.98,16.43,22.42,67.6,47.7,C-,Lineup unconfirmed
22,2026-07-31,823272,2026-08-01T01:45:00Z,Scheduled,Petco Park,San Francisco Giants @ San Diego Padres,Home,664034,Ty France,San Diego Padres,San Francisco Giants,1B,R,No,,83,286,259,73,13,2,16,34,46,13,10,67,0.282,0.337,0.533,0.87,12,53,50,17,4,0.34,0.0755,21,91,83,25,6,0.301,0.0659,26,26,0.0,26.9,26.7,40.0,33.3,19.2,30.8,37.5,26.9,0.0,0.0,0.0,,87.9,19.9,0.405,72.8,16.1,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,16.1,Weak,0.905,Good,0.24,-15.76,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 87.9 mph average exit velocity; 30.8% air-ball rate; 37.5% pull-air rate; 0.0% HR-launch rate.,0.0559,0.0489,4.09,23,6,16.2,1.42,142.1,Above normal drought,687931.0,Carson Whisenhunt,L,RHB vs LHP,3,3,15.2,4.6,1.4,3,1.72,7.47,4.6,1.183,1.022,1.025,1.03,0.905,0.932,1.035,18.53,21.81,79.7,52.4,C,Lineup unconfirmed
23,2026-07-31,823593,2026-07-31T23:10:00Z,Pre-Game,Citi Field,Miami Marlins @ New York Mets,Away,691788,Joe Mack,Miami Marlins,New York Mets,C,L,Yes,8.0,65,208,189,44,6,0,10,27,30,13,2,52,0.233,0.289,0.423,0.712,11,32,30,6,3,0.2,0.0938,21,62,56,10,4,0.179,0.0645,20,20,0.0,20.0,20.0,60.0,20.0,5.0,20.0,25.0,35.0,5.0,0.0,5.0,,76.4,-9.5,0.315,61.7,8.0,Weak,1.5,Contact-First Profile,D,Ground-ball heavy,8.0,Weak,0.882,Good,0.22,-9.78,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 76.4 mph average exit velocity; 20.0% air-ball rate; 25.0% pull-air rate; 5.0% HR-launch rate.,0.0481,0.0422,3.98,12,5,18.9,0.63,63.5,Recently homered,673540.0,Kodai Senga,R,LHB vs RHP,12,7,40.2,8.85,1.84,12,2.66,10.84,6.64,1.35,1.143,1.025,1.0,0.882,0.882,1.0,15.77,21.47,83.8,47.0,C-,Good
