Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
1,2026-07-31,824164,2026-08-01T00:15:00Z,Pre-Game,Daikin Park,Texas Rangers @ Houston Astros,Home,670541,Yordan Alvarez,Houston Astros,Texas Rangers,DH,L,Yes,2.0,108,474,392,126,20,0,35,74,80,73,6,82,0.321,0.432,0.64,1.072,11,49,40,13,4,0.325,0.0816,21,95,79,26,9,0.329,0.0947,25,25,4.0,40.0,50.0,16.7,33.3,16.0,28.0,28.6,20.0,8.0,4.0,8.0,100.0,88.7,34.1,0.842,74.4,27.0,Weak,2.0,Contact-First Profile,D,Popup-heavy plane,27.0,Weak,0.936,Good,1.09,-33.91,Strong negative regression,Weak Contact-First Profile profile. 4.0% barrel rate; 88.7 mph average exit velocity; 28.0% air-ball rate; 28.6% pull-air rate; 8.0% HR-launch rate.,0.0738,0.0654,4.59,4,1,11.2,0.36,35.7,Recently homered,543135.0,Nathan Eovaldi,R,LHB vs RHP,20,20,122.1,4.05,1.17,22,1.62,9.56,2.13,1.135,1.083,1.025,1.08,0.936,1.01,1.0,26.68,32.91,95.0,72.0,B+,Good
2,2026-07-31,824892,2026-07-31T23:15:00Z,Pre-Game,Truist Park,Washington Nationals @ Atlanta Braves,Away,682928,CJ Abrams,Washington Nationals,Atlanta Braves,SS,L,Yes,4.0,106,453,398,115,21,2,27,68,82,39,10,98,0.289,0.362,0.555,0.917,12,53,48,18,7,0.375,0.1321,22,98,87,30,9,0.345,0.0918,26,26,11.5,26.9,55.6,11.1,33.3,26.9,38.5,50.0,34.6,15.4,11.5,15.4,100.0,84.8,21.8,0.645,70.7,53.0,Average,3.0,Pull Power,A-,Elevated power plane,53.0,Average,1.008,Good,2.62,-24.38,Strong negative regression,Average Pull Power profile. 11.5% barrel rate; 84.8 mph average exit velocity; 38.5% air-ball rate; 50.0% pull-air rate; 15.4% HR-launch rate.,0.0596,0.0538,4.48,14,4,14.7,0.95,95.0,Near normal interval,693821.0,Bryce Elder,R,LHB vs RHP,20,20,113.2,3.96,1.25,18,1.43,7.76,2.93,1.35,1.053,1.025,1.03,1.008,1.039,1.0,21.95,31.65,95.0,68.9,B,Good
3,2026-07-31,824486,2026-07-31T22:10:00Z,Pre-Game,Great American Ball Park,Pittsburgh Pirates @ Cincinnati Reds,Away,699013,Esmerlyn Valdez,Pittsburgh Pirates,Cincinnati Reds,RF,R,Yes,4.0,41,159,137,38,9,1,14,26,36,20,1,56,0.277,0.371,0.664,1.035,13,54,43,9,4,0.209,0.0741,23,100,84,22,8,0.262,0.08,31,31,6.5,16.1,56.2,12.5,31.2,19.4,35.5,54.5,25.8,9.7,6.5,9.7,50.0,81.9,21.9,0.63,70.2,34.8,Weak,2.5,Pull Power,A-,Elevated power plane,34.8,Weak,0.957,Good,1.87,-12.13,Strong negative regression,Weak Pull Power profile. 6.5% barrel rate; 81.9 mph average exit velocity; 35.5% air-ball rate; 54.5% pull-air rate; 9.7% HR-launch rate.,0.0881,0.0639,4.48,14,4,9.8,1.43,143.1,Above normal drought,668881.0,Hunter Greene,R,RHB vs RHP,4,4,21.2,7.06,1.34,3,1.25,12.05,2.91,1.08,1.007,0.985,1.08,0.957,1.034,1.035,25.62,28.91,83.4,66.8,B,Good
4,2026-07-31,824892,2026-07-31T23:15:00Z,Pre-Game,Truist Park,Washington Nationals @ Atlanta Braves,Away,671277,Luis García Jr.,Washington Nationals,Atlanta Braves,1B,L,Yes,2.0,102,367,350,100,19,5,23,48,76,16,0,59,0.286,0.316,0.566,0.882,12,48,47,14,3,0.298,0.0625,21,86,82,25,7,0.305,0.0814,40,40,17.5,30.0,66.7,14.3,19.0,15.0,30.0,75.0,32.5,15.0,10.0,15.0,28.6,84.6,15.5,0.747,74.3,58.8,Average,3.5,Barrel Machine,A,Excellent HR swing plane,58.8,Average,1.025,Good,5.72,-17.28,Strong negative regression,Average Barrel Machine profile. 17.5% barrel rate; 84.6 mph average exit velocity; 30.0% air-ball rate; 75.0% pull-air rate; 15.0% HR-launch rate.,0.0627,0.0551,4.65,0,0,15.2,0.0,0.0,Very recent HR,693821.0,Bryce Elder,R,LHB vs RHP,20,20,113.2,3.96,1.25,18,1.43,7.76,2.93,1.115,1.053,1.025,1.03,1.025,1.055,0.98,23.17,28.14,95.0,61.8,B-,Good
5,2026-07-31,824164,2026-08-01T00:15:00Z,Pre-Game,Daikin Park,Texas Rangers @ Houston Astros,Away,592626,Joc Pederson,Texas Rangers,Houston Astros,DH,L,Yes,1.0,98,329,286,72,11,2,19,45,41,36,3,75,0.252,0.338,0.503,0.841,10,35,35,13,4,0.371,0.1143,18,61,57,17,5,0.298,0.082,29,29,3.4,41.4,43.8,37.5,18.8,13.8,27.6,50.0,41.4,6.9,0.0,6.9,200.0,86.8,14.9,0.654,70.2,36.6,Below Average,2.5,Pull Power,A,Excellent HR swing plane,36.6,Below Average,0.962,Good,1.23,-17.77,Strong negative regression,Below Average Pull Power profile. 3.4% barrel rate; 86.8 mph average exit velocity; 27.6% air-ball rate; 50.0% pull-air rate; 6.9% HR-launch rate.,0.0578,0.0509,4.75,7,3,15.1,0.47,46.5,Recently homered,686613.0,Hunter Brown,R,LHB vs RHP,9,9,47.0,3.45,1.28,5,0.96,9.57,5.36,1.35,0.985,1.025,1.0,0.962,0.962,1.0,21.96,27.97,92.4,60.5,B-,Good
6,2026-07-31,823593,2026-07-31T23:10:00Z,Pre-Game,Citi Field,Miami Marlins @ New York Mets,Away,665052,Griffin Conine,Miami Marlins,New York Mets,RF,L,Yes,5.0,43,131,116,31,5,0,9,19,20,13,2,40,0.267,0.351,0.543,0.894,12,38,35,9,3,0.257,0.0789,23,74,66,17,6,0.258,0.0811,22,22,4.5,36.4,40.0,30.0,30.0,13.6,27.3,33.3,36.4,13.6,9.1,13.6,200.0,85.3,12.6,0.765,70.2,38.1,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,38.1,Below Average,0.967,Good,1.15,-7.85,Strong negative regression,Below Average Contact-First Profile profile. 4.5% barrel rate; 85.3 mph average exit velocity; 27.3% air-ball rate; 33.3% pull-air rate; 13.6% HR-launch rate.,0.0687,0.0512,4.35,4,1,12.9,0.31,31.0,Very recent HR,673540.0,Kodai Senga,R,LHB vs RHP,12,7,40.2,8.85,1.84,12,2.66,10.84,6.64,1.225,1.143,1.025,1.03,0.967,0.996,0.98,20.42,27.63,79.3,59.0,C+,Good
7,2026-07-31,824651,2026-07-31T18:20:00Z,In Progress,Wrigley Field,New York Yankees @ Chicago Cubs,Away,700250,Ben Rice,New York Yankees,Chicago Cubs,1B,L,Yes,2.0,105,452,394,106,19,3,31,70,73,53,3,111,0.269,0.358,0.569,0.927,13,58,53,10,2,0.189,0.0345,24,105,93,25,8,0.269,0.0762,30,30,16.7,40.0,35.3,52.9,11.8,16.7,33.3,20.0,36.7,13.3,10.0,13.3,20.0,85.6,9.3,0.924,70.0,47.7,Below Average,3.0,Barrel Machine,C,Low line-drive plane,47.7,Below Average,0.994,Good,3.76,-27.24,Strong negative regression,Below Average Barrel Machine profile. 16.7% barrel rate; 85.6 mph average exit velocity; 33.3% air-ball rate; 20.0% pull-air rate; 13.3% HR-launch rate.,0.0686,0.0609,4.65,20,5,12.7,1.57,157.4,Above normal drought,684007.0,Shota Imanaga,L,LHB vs LHP,22,22,127.2,3.67,1.07,24,1.69,8.39,2.04,0.95,1.094,0.985,1.03,0.994,1.023,1.035,25.34,27.22,95.0,64.8,B-,Good
8,2026-07-31,824325,2026-08-01T00:40:00Z,Pre-Game,Coors Field,Kansas City Royals @ Colorado Rockies,Home,696100,Hunter Goodman,Colorado Rockies,Kansas City Royals,C,R,No,,100,417,374,95,16,0,31,64,60,37,4,139,0.254,0.326,0.545,0.871,9,37,32,9,4,0.281,0.1081,19,77,65,20,4,0.308,0.0519,18,18,0.0,5.6,40.0,60.0,0.0,22.2,22.2,50.0,22.2,0.0,0.0,0.0,,76.7,23.0,0.382,73.6,21.5,Weak,2.0,Pull Power,A-,Elevated power plane,21.5,Weak,0.92,Small Statcast sample,0.2,-30.8,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 76.7 mph average exit velocity; 22.2% air-ball rate; 50.0% pull-air rate; 0.0% HR-launch rate.,0.0743,0.0649,4.09,20,6,12.1,1.66,165.8,Above normal drought,608379.0,Michael Wacha,R,RHB vs RHP,21,21,132.1,3.6,1.17,16,1.09,7.07,2.58,1.111,0.998,0.985,1.03,0.92,0.948,1.035,23.99,25.52,83.2,60.0,B-,Lineup unconfirmed
9,2026-07-31,824809,2026-07-31T23:05:00Z,Pre-Game,Oriole Park at Camden Yards,Philadelphia Phillies @ Baltimore Orioles,Home,691723,Coby Mayo,Baltimore Orioles,Philadelphia Phillies,3B,R,Yes,7.0,84,275,250,51,10,1,14,38,40,21,3,91,0.204,0.273,0.42,0.693,9,25,23,7,2,0.304,0.08,16,41,37,11,4,0.297,0.0976,14,14,14.3,50.0,62.5,37.5,0.0,35.7,50.0,57.1,50.0,14.3,14.3,14.3,50.0,90.3,19.9,1.132,70.9,69.0,Above Average,4.0,Pull Power,A,Excellent HR swing plane,69.0,Above Average,1.053,Small Statcast sample,1.83,-12.17,Strong negative regression,Above Average Pull Power profile. 14.3% barrel rate; 90.3 mph average exit velocity; 50.0% air-ball rate; 57.1% pull-air rate; 14.3% HR-launch rate.,0.0509,0.0452,4.02,6,2,17.9,0.34,33.6,Very recent HR,691725.0,Andrew Painter,R,RHB vs RHP,14,12,65.0,7.06,1.66,14,1.94,7.34,3.32,1.323,1.125,0.985,1.0,1.053,1.053,0.98,16.96,24.76,86.9,52.4,C,Good
10,2026-07-31,824975,2026-08-01T01:40:00Z,Scheduled,Sutter Health Park,Detroit Tigers @ Athletics,Away,679529,Spencer Torkelson,Detroit Tigers,Athletics,1B,R,No,,108,422,367,77,18,0,20,46,54,45,5,133,0.21,0.302,0.422,0.724,12,47,41,10,4,0.244,0.0851,22,87,79,15,6,0.19,0.069,26,26,7.7,34.6,41.2,23.5,35.3,26.9,38.5,50.0,23.1,7.7,3.8,7.7,50.0,86.8,16.1,0.519,71.4,35.7,Below Average,2.5,Pull Power,A,Excellent HR swing plane,35.7,Below Average,0.96,Good,1.84,-18.16,Strong negative regression,Below Average Pull Power profile. 7.7% barrel rate; 86.8 mph average exit velocity; 38.5% air-ball rate; 50.0% pull-air rate; 7.7% HR-launch rate.,0.0474,0.044,4.05,0,0,18.4,0.0,0.0,Very recent HR,605488.0,Jeffrey Springs,L,RHB vs LHP,21,21,104.0,6.23,1.45,27,2.34,7.44,3.38,1.308,1.198,1.025,1.0,0.96,0.96,0.98,16.65,24.32,84.0,51.8,C,Lineup unconfirmed
