Top 30 Rank,Overall Rank,Date,Player,Team,Opponent,Game,Side,Position,Analytical Projected FS,Projected FS,Model Uncertainty,Model Uncertainty Tag,Uncertainty-Adjusted Probability %,Adaptive Weight Source,V7 Segment,Sim Mean,Sim Median,Historical FS Std,Target FS Std,Raw Sim Std,Volatility-Calibrated Sim Std,Volatility Multiplier,Last 5 Avg FS,Last 10 Avg FS,Last 15 Avg FS,Last 5 Fantasy Scores,Last 10 Fantasy Scores,Last 15 Fantasy Scores,P Over 2.5 FS %,P Over 3.0 FS %,P Over 3.5 FS %,P Over 4.0 FS %,P Over 4.5 FS %,P Over 5.0 FS %,P Over 5.5 FS %,P Over 6.0 FS %,P Over 6.5 FS %,P Over 7.0 FS %,P Over 7.5 FS %,P Over 8.0 FS %,P Over 8.5 FS %,P Over 9.0 FS %,P Over 9.5 FS %,P Over 10.0 FS %,P Over 10.5 FS %,P Over 11.0 FS %,P Over 11.5 FS %,P Over 12.0 FS %,P Over 12.5 FS %,P Over 13.0 FS %,P Over 13.5 FS %,P Over 14.0 FS %,P Over 14.5 FS %,P Over 15.0 FS %,P Over 15.5 FS %,AI Score,Grade,Suggested Lean,Recommended Direction,Recommended Line,Recommended Probability %,Projection Edge,Even-Money EV %,Recommendation Strength,Lineup Spot,Lineup Source,Today Lineup Spot,Last 7 Mode Spot,Starts in Last 7,Last 7 Lineup Spots,Lineup Consistency %,Start Probability %,Expected PA,Rest/Usage Note,Recent Start Guess 14,Usage Factor,Opp Pitcher,Opp Pitcher Hand,Pitcher ERA,Pitcher WHIP,Pitcher H/BF,Pitcher HR/BF,Pitcher BB/BF,Pitching Plan,Bullpen Game Detected,Bullpen Game Reason,Opener Exposure %,Bullpen Exposure %,Bullpen Arms Modeled,Likely Bullpen Arms,Projected RHP Exposure %,Projected LHP Exposure %,Bullpen ERA,Bullpen WHIP,Bullpen H/BF,Bullpen HR/BF,Venue,Park Factor,Weather Factor,Temp F,Wind MPH,Wind Direction,Precip %,Weather Note,PA,AB,AVG,OBP,SLG,OPS,Hand Split PA,Hand Split OPS,Season H,Season 2B,Season 3B,Season HR,Season R,Season RBI,Season BB,Season HBP,Season SB,Last 5 Fantasy Score Details,Last 10 Fantasy Score Details,Last 15 Fantasy Score Details,Recent FS Games Available,Historical Volatility Games,Historical FS Mean,Historical FS Median,Volatility Source,Last 7 FS/G,Last 14 FS/G,Last 14 AVG,14-Game Batter Status,Last 30 FS/G,Last 14 FS/PA,Last 14 Hit Rate,Last 14 XBH Rate,Last 14 HR Rate,Last 14 BB Rate,Last 14 SB Rate,Season Projected FS,Last 30 Projected FS,Last 14 Projected FS,Last 7 Projected FS,Hand Split Projected FS,Season Weight %,Last 30 Weight %,Last 14 Weight %,Last 7 Weight %,Hand Split Weight %,V7 PA Adjustment,V7 Bias Correction,Statcast Samples,Avg Exit Velo,Hard Hit %,Barrel %,Sweet Spot %,Statcast xwOBA,Statcast Quality Factor,V7 Statcast EWMA Factor,V7 Statcast Reliability,V7 Recent 10 BBE EV,V7 Recent 25 BBE EV,V7 Matchup Expected xwOBA,V7 Matchup xwOBA Factor,V7 Bullpen Availability %,V7 Bullpen Availability Factor,Elite Single Floor Boost,Walk Floor Boost,Run Scoring Boost,Pitch-Type Matchup Factor,Pitch-Type Samples,Pitch-Type Data Source,Release/Movement Matchup Factor,Release/Movement Samples,Release/Movement Source,Contact Quality Samples,Contact EV Mean,Contact EV Std,Contact LA Mean,Contact LA Std,Pull %,Center %,Oppo %,Directional Weather Factor,Park Single Factor,Park Double Factor,Park Triple Factor,Park HR Factor,EWMA Form Factor,EWMA Fantasy Score,EWMA Trend,Umpire,Umpire Source,Umpire Run Factor,Umpire BB Factor,Umpire K Factor,Defense Factor,Outfield Defense Factor,Infield Defense Factor,Defense Source,Bullpen Fatigue Factor,Bullpen Recent Games,Bullpen Recent Innings Proxy,Running Matchup Factor,Sprint Speed,Matchup DNA Factor,Single Rate,Double Rate,Triple Rate,HR Rate,BB Rate,HBP Rate,K Rate Model,Groundout Share,Flyout Share,Lineout Share,Run Rate Model,RBI Rate Model,SB Rate,_bullpen_arm_rates,_bullpen_game,_opener_weight,_run_scoring_boost,V7 Testing Model,Confirmed Starter,Sim Std,P25,P75,P90,Simulated PA,Zero PA Probability %,Probability Calibration,Raw P Over 2.5 FS %,Raw P Over 3.0 FS %,Raw P Over 3.5 FS %,Raw P Over 4.0 FS %,Raw P Over 4.5 FS %,Raw P Over 5.0 FS %,Raw P Over 5.5 FS %,Raw P Over 6.0 FS %,Raw P Over 6.5 FS %,Raw P Over 7.0 FS %,Raw P Over 7.5 FS %,Raw P Over 8.0 FS %,Raw P Over 8.5 FS %,Raw P Over 9.0 FS %,Raw P Over 9.5 FS %,Raw P Over 10.0 FS %,Raw P Over 10.5 FS %,Raw P Over 11.0 FS %,Raw P Over 11.5 FS %,Raw P Over 12.0 FS %,Raw P Over 12.5 FS %,Raw P Over 13.0 FS %,Raw P Over 13.5 FS %,Raw P Over 14.0 FS %,Raw P Over 14.5 FS %,Raw P Over 15.0 FS %,Raw P Over 15.5 FS %,Floor Uplift 2.5 FS,Floor Uplift 3.0 FS,Floor Uplift 3.5 FS,Floor Uplift 4.0 FS,Floor Uplift 4.5 FS,Floor Uplift 5.0 FS,Floor Uplift 5.5 FS,Floor Uplift 6.0 FS,Floor Uplift 6.5 FS,Floor Uplift 7.0 FS,Floor Uplift 7.5 FS,Floor Uplift 8.0 FS,Floor Uplift 8.5 FS,Floor Uplift 9.0 FS,Floor Uplift 9.5 FS,Floor Uplift 10.0 FS,Floor Uplift 10.5 FS,Floor Uplift 11.0 FS,Floor Uplift 11.5 FS,Floor Uplift 12.0 FS,Floor Uplift 12.5 FS,Floor Uplift 13.0 FS,Floor Uplift 13.5 FS,Floor Uplift 14.0 FS,Floor Uplift 14.5 FS,Floor Uplift 15.0 FS,Floor Uplift 15.5 FS,Confidence
1,1,2026-08-11,Yordan Alvarez,HOU,SF,HOU @ SF,AWAY,DH,12.8,10.76,1.073,MEDIUM,62.4,Manual — insufficient V7 history,projected|top4|LHP,10.76,9.05,8.78,7.85,8.08,7.85,0.972,5.2,9.1,8.87,10|0|0|9|7,10|0|0|9|7|7|7|24|13|14,10|0|0|9|7|7|7|24|13|14|2|21|11|4|4,87.5,87.5,82.2,82.2,78.0,78.0,69.3,69.3,65.0,65.0,57.3,57.3,52.3,52.3,46.8,46.8,41.8,37.9,37.9,33.4,33.4,30.7,30.7,26.8,26.8,24.6,24.6,268.52,A+,MORE 7.0 | 65.0% | Edge +3.8,MORE,7.0,65.0,3.76,30.0,Good,2,Last 7 Confirmed,,2.0,7,2-2-2-2-2-2-2,100.0,97.0,5.09,Regular,14,1.04,Carson Whisenhunt,L,7.25,1.84,0.2476,0.0381,0.1429,Normal Starter,No,"Normal starter profile: 5/5 GS, 4.47 IP/app",64.0,36.0,0,,0.0,100.0,4.37,1.36,0.218,0.025,Oracle Park,0.94,1.01,66.2,13.1,277.0,0.0,light wind,522,431,0.323,0.435,0.624,1.059,136,0.842,139,25,0,35,80,86,82,6,1,2026-08-10 @ San Francisco Giants: 10 FS|2026-08-09 @ San Diego Padres: 0 FS|2026-08-08 @ San Diego Padres: 0 FS|2026-08-07 @ San Diego Padres: 9 FS|2026-08-05 vs Toronto Blue Jays: 7 FS,2026-08-10 @ San Francisco Giants: 10 FS|2026-08-09 @ San Diego Padres: 0 FS|2026-08-08 @ San Diego Padres: 0 FS|2026-08-07 @ San Diego Padres: 9 FS|2026-08-05 vs Toronto Blue Jays: 7 FS|2026-08-04 vs Toronto Blue Jays: 7 FS|2026-08-03 vs Toronto Blue Jays: 7 FS|2026-08-02 vs Texas Rangers: 24 FS|2026-08-01 vs Texas Rangers: 13 FS|2026-07-31 vs Texas Rangers: 14 FS,2026-08-10 @ San Francisco Giants: 10 FS|2026-08-09 @ San Diego Padres: 0 FS|2026-08-08 @ San Diego Padres: 0 FS|2026-08-07 @ San Diego Padres: 9 FS|2026-08-05 vs Toronto Blue Jays: 7 FS|2026-08-04 vs Toronto Blue Jays: 7 FS|2026-08-03 vs Toronto Blue Jays: 7 FS|2026-08-02 vs Texas Rangers: 24 FS|2026-08-01 vs Texas Rangers: 13 FS|2026-07-31 vs Texas Rangers: 14 FS|2026-07-29 @ Los Angeles Angels: 2 FS|2026-07-28 @ Los Angeles Angels: 21 FS|2026-07-27 @ Los Angeles Angels: 11 FS|2026-07-26 @ Chicago White Sox: 4 FS|2026-07-25 @ Chicago White Sox: 4 FS,15,30,10.87,9.0,Last 30 games + shrinkage,5.71,9.21,0.308,Hot,10.87,1.925,0.2388,0.0896,0.0149,0.209,0.0,13.53,13.45,11.66,10.38,10.97,28.0,16.0,20.0,16.0,20.0,0.07,0.674,274,85.76,31.39,1.09,27.74,0.494,1.0715,1.0239,1.0,92.35,84.12,0.43,1.0978,79.8,1.052,1.0,1.0,1.0,1.0471,587,Statcast,1.0,56,Statcast,274,85.76,12.0,24.63,28.66,19.0,57.3,23.7,0.9832,1.0087,1.055,1.2513,0.9152,0.9746,8.75,-2.12,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8625,27.0,0.9582,0.1857,0.0649,0.0037,0.0529,0.1598,0.0146,0.1804,0.3475,0.3901,0.2624,0.1465,0.1456,0.0071,[],False,0.64,1.0,Yes,Projected,7.85,5.16,14.88,21.68,4.58,0.0,Raw,87.5,87.5,82.2,82.2,78.0,78.0,69.3,69.3,65.0,65.0,57.3,57.3,52.3,52.3,46.8,46.8,41.8,37.9,37.9,33.4,33.4,30.7,30.7,26.8,26.8,24.6,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
2,2,2026-08-11,Jac Caglianone,KC,LAD,KC @ LAD,AWAY,RF,13.08,10.62,0.5,LOW,62.2,Manual — insufficient V7 history,confirmed|top4|LHP,10.62,9.33,7.07,6.69,8.39,6.69,0.798,16.2,12.0,10.07,21|3|42|8|7,21|3|42|8|7|3|15|5|16|0,21|3|42|8|7|3|15|5|16|0|19|8|4|0|0,90.3,90.3,90.3,86.2,86.2,77.8,75.7,75.7,66.6,63.3,63.3,56.1,56.1,50.7,46.2,46.2,40.6,37.9,37.9,33.8,33.8,31.5,27.2,27.2,25.3,21.9,21.9,263.21,A+,MORE 7.5 | 63.3% | Edge +3.1,MORE,7.5,63.3,3.12,26.6,Good,3,Today Posted,3.0,3.0,7,3-3-3-3-3-3-3,100.0,100.0,5.01,Regular,14,1.04,Blake Snell,L,12.0,2.67,0.3333,0.0,0.1111,Normal Starter,No,Insufficient pitcher usage sample,64.0,36.0,0,,0.0,100.0,3.73,1.16,0.196,0.0329,UNIQLO Field at Dodger Stadium,1.0,1.0,,,,,Weather unavailable,430,398,0.266,0.319,0.487,0.806,125,0.718,106,21,2,21,52,52,27,4,4,2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS,2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS|2026-08-05 vs Minnesota Twins: 3 FS|2026-08-04 vs Minnesota Twins: 15 FS|2026-08-02 @ Colorado Rockies: 5 FS|2026-08-01 @ Colorado Rockies: 16 FS|2026-07-31 @ Colorado Rockies: 0 FS,2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS|2026-08-05 vs Minnesota Twins: 3 FS|2026-08-04 vs Minnesota Twins: 15 FS|2026-08-02 @ Colorado Rockies: 5 FS|2026-08-01 @ Colorado Rockies: 16 FS|2026-07-31 @ Colorado Rockies: 0 FS|2026-07-30 @ Minnesota Twins: 19 FS|2026-07-29 @ Minnesota Twins: 8 FS|2026-07-28 @ Minnesota Twins: 4 FS|2026-07-26 @ Detroit Tigers: 0 FS|2026-07-25 @ Detroit Tigers: 0 FS,15,30,8.07,6.0,Last 30 games + shrinkage,14.14,10.79,0.339,Hot,8.07,2.603,0.3276,0.1552,0.0862,0.0345,0.0172,12.05,12.31,13.41,13.91,10.78,28.0,16.0,20.0,16.0,20.0,0.087,0.674,282,86.03,34.04,1.77,27.3,0.454,1.077,1.0425,1.0,85.76,89.24,0.385,1.0591,79.8,1.0041,1.0,1.0,1.0,1.0,0,Fallback,1.0,0,Fallback,282,86.03,12.0,9.98,32.57,9.6,61.4,29.1,1.0,1.0037,1.0135,1.0073,1.0245,1.0402,11.42,3.35,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.0183,27.0,1.0,0.223,0.0851,0.0049,0.0482,0.0739,0.012,0.2653,0.5358,0.2286,0.2356,0.1387,0.1807,0.0123,[],False,0.64,1.0,Yes,Yes,6.69,6.14,14.91,20.49,4.43,0.0,Raw,90.3,90.3,90.3,86.2,86.2,77.8,75.7,75.7,66.6,63.3,63.3,56.1,56.1,50.7,46.2,46.2,40.6,37.9,37.9,33.8,33.8,31.5,27.2,27.2,25.3,21.9,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
3,3,2026-08-11,Pete Crow-Armstrong,CHC,WSH,CHC @ WSH,AWAY,CF,12.51,9.77,0.5,LOW,58.6,Manual — insufficient V7 history,confirmed|top4|RHP,9.77,6.84,10.07,8.77,8.43,8.71,1.04,17.4,13.8,12.0,11|4|20|15|37,11|4|20|15|37|20|9|6|16|0,11|4|20|15|37|20|9|6|16|0|10|16|2|4|10,80.2,74.0,74.0,68.6,68.6,59.4,59.4,56.1,56.1,49.0,49.0,45.1,45.1,40.7,40.7,36.8,36.8,33.8,33.8,33.8,31.1,31.1,29.5,29.5,25.0,25.0,23.8,259.32,A+,MORE 5.5 | 59.4% | Edge +4.3,MORE,5.5,59.4,4.27,18.8,Playable,1,Today Posted,1.0,1.0,7,1-1-1-1-1-1-1,100.0,100.0,5.2,Regular,14,1.04,Jake Irvin,R,5.37,1.29,0.2015,0.0373,0.097,Normal Starter,No,"Normal starter profile: 13/13 GS, 4.77 IP/app",64.0,36.0,0,,100.0,0.0,4.71,1.39,0.2286,0.0353,Nationals Park,1.0,1.03,85.4,6.2,316.0,4.0,warm,527,447,0.286,0.388,0.544,0.932,357,0.925,128,23,7,26,84,71,65,11,30,2026-08-09 @ Kansas City Royals: 11 FS|2026-08-08 @ Kansas City Royals: 4 FS|2026-08-07 @ Kansas City Royals: 20 FS|2026-08-06 vs Toronto Blue Jays: 15 FS|2026-08-05 vs Los Angeles Dodgers: 37 FS,2026-08-09 @ Kansas City Royals: 11 FS|2026-08-08 @ Kansas City Royals: 4 FS|2026-08-07 @ Kansas City Royals: 20 FS|2026-08-06 vs Toronto Blue Jays: 15 FS|2026-08-05 vs Los Angeles Dodgers: 37 FS|2026-08-04 vs Los Angeles Dodgers: 20 FS|2026-08-03 vs Los Angeles Dodgers: 9 FS|2026-08-02 vs New York Yankees: 6 FS|2026-08-01 vs New York Yankees: 16 FS|2026-07-31 vs New York Yankees: 0 FS,2026-08-09 @ Kansas City Royals: 11 FS|2026-08-08 @ Kansas City Royals: 4 FS|2026-08-07 @ Kansas City Royals: 20 FS|2026-08-06 vs Toronto Blue Jays: 15 FS|2026-08-05 vs Los Angeles Dodgers: 37 FS|2026-08-04 vs Los Angeles Dodgers: 20 FS|2026-08-03 vs Los Angeles Dodgers: 9 FS|2026-08-02 vs New York Yankees: 6 FS|2026-08-01 vs New York Yankees: 16 FS|2026-07-31 vs New York Yankees: 0 FS|2026-07-30 @ St. Louis Cardinals: 10 FS|2026-07-29 @ St. Louis Cardinals: 16 FS|2026-07-28 @ St. Louis Cardinals: 2 FS|2026-07-27 @ St. Louis Cardinals: 4 FS|2026-07-26 @ Pittsburgh Pirates: 10 FS,15,30,12.5,9.5,Last 30 games + shrinkage,16.57,12.14,0.259,Neutral,12.5,2.537,0.209,0.1194,0.0448,0.1791,0.0597,12.37,12.73,11.76,12.23,10.11,28.0,16.0,20.0,16.0,20.0,0.068,0.674,313,82.21,27.48,2.56,31.63,0.479,0.9777,0.985,1.0,75.44,82.13,0.413,1.0831,79.8,1.068,1.0,1.0,1.0,1.0401,673,Statcast,0.954,73,Statcast,313,82.21,12.0,23.58,31.37,7.0,68.0,24.9,0.9944,0.9992,0.9914,0.9984,0.989,1.0117,13.48,0.98,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,0.9743,0.1292,0.0526,0.0072,0.055,0.132,0.0135,0.2486,0.44,0.36,0.2,0.1636,0.121,0.0369,[],False,0.64,1.0,Yes,Yes,8.71,2.68,15.16,22.44,4.58,0.0,Raw,80.2,74.0,74.0,68.6,68.6,59.4,59.4,56.1,56.1,49.0,49.0,45.1,45.1,40.7,40.7,36.8,36.8,33.8,33.8,33.8,31.1,31.1,29.5,29.5,25.0,25.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
4,4,2026-08-11,Munetaka Murakami,CWS,CIN,CIN @ CWS,HOME,1B,11.63,9.94,0.5,LOW,58.7,Manual — insufficient V7 history,confirmed|top4|LHP,9.94,7.69,7.08,6.69,8.75,6.69,0.765,8.6,8.0,10.53,9|16|14|2|2,9|16|14|2|2|3|5|3|21|5,9|16|14|2|2|3|5|3|21|5|20|5|9|41|3,87.6,87.6,87.6,79.1,79.1,73.6,67.9,67.9,59.5,56.2,56.2,48.9,45.4,45.4,40.7,37.4,37.4,34.8,34.8,32.1,30.7,30.7,26.4,25.3,25.3,21.6,19.6,254.48,A+,MORE 6.5 | 59.5% | Edge +3.4,MORE,6.5,59.5,3.44,19.0,Playable,2,Today Posted,2.0,2.0,7,2-2-2-2-2-2-2,100.0,100.0,5.0,Regular,14,1.04,Nick Lodolo,L,4.6,1.47,0.233,0.0323,0.0968,Normal Starter,No,"Normal starter profile: 12/12 GS, 5.22 IP/app",64.0,36.0,0,,0.0,100.0,4.48,1.41,0.2131,0.032,Rate Field,1.0,1.0,,,,,Weather unavailable,359,295,0.237,0.37,0.539,0.909,115,0.73,70,11,0,26,61,54,62,1,1,2026-08-09 vs Cleveland Guardians: 9 FS|2026-08-08 vs Cleveland Guardians: 16 FS|2026-08-07 vs Cleveland Guardians: 14 FS|2026-08-06 @ Boston Red Sox: 2 FS|2026-08-05 @ Boston Red Sox: 2 FS,2026-08-09 vs Cleveland Guardians: 9 FS|2026-08-08 vs Cleveland Guardians: 16 FS|2026-08-07 vs Cleveland Guardians: 14 FS|2026-08-06 @ Boston Red Sox: 2 FS|2026-08-05 @ Boston Red Sox: 2 FS|2026-08-04 @ Boston Red Sox: 3 FS|2026-08-02 @ Tampa Bay Rays: 5 FS|2026-08-01 @ Tampa Bay Rays: 3 FS|2026-07-31 @ Tampa Bay Rays: 21 FS|2026-07-30 vs New York Yankees: 5 FS,2026-08-09 vs Cleveland Guardians: 9 FS|2026-08-08 vs Cleveland Guardians: 16 FS|2026-08-07 vs Cleveland Guardians: 14 FS|2026-08-06 @ Boston Red Sox: 2 FS|2026-08-05 @ Boston Red Sox: 2 FS|2026-08-04 @ Boston Red Sox: 3 FS|2026-08-02 @ Tampa Bay Rays: 5 FS|2026-08-01 @ Tampa Bay Rays: 3 FS|2026-07-31 @ Tampa Bay Rays: 21 FS|2026-07-30 vs New York Yankees: 5 FS|2026-07-29 vs New York Yankees: 20 FS|2026-07-28 vs New York Yankees: 5 FS|2026-07-27 vs New York Yankees: 9 FS|2026-07-26 vs Houston Astros: 41 FS|2026-07-25 vs Houston Astros: 3 FS,15,30,9.77,7.0,Last 30 games + shrinkage,7.29,11.07,0.263,Neutral,9.77,2.385,0.2308,0.1385,0.0923,0.1231,0.0,11.75,11.77,11.61,9.77,9.49,28.0,16.0,20.0,16.0,20.0,-0.027,0.674,95,85.81,35.79,5.26,37.89,0.49,1.1489,1.0533,1.0,90.31,87.23,0.372,1.0481,79.8,1.0622,1.0,1.0,1.0,1.0191,311,Statcast,0.88,14,Statcast,95,85.81,12.0,18.73,31.61,13.7,55.8,30.5,1.0,1.0068,1.025,1.0136,1.0455,0.9943,9.29,-0.47,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.9643,27.0,0.918,0.1209,0.0526,0.0031,0.0639,0.1411,0.0091,0.2807,0.3462,0.3845,0.2693,0.1482,0.1323,0.0089,[],False,0.64,1.0,Yes,Yes,6.69,4.63,14.57,19.16,4.51,0.0,Raw,87.6,87.6,87.6,79.1,79.1,73.6,67.9,67.9,59.5,56.2,56.2,48.9,45.4,45.4,40.7,37.4,37.4,34.8,34.8,32.1,30.7,30.7,26.4,25.3,25.3,21.6,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium
