Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-21,Cincinnati Reds @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Arizona Diamondbacks,Gabriel Moreno,Nick Lodolo,0.2,1,5,4.4,1.11,1.28,0.67,1.0,2.95,3.0,1.0,5.0,30.0,5.4,40,99,75.0,4.2,4|6|1|3|7,08/19|08/18|08/17|08/16|08/15,3.4,4|6|1|3|7|2|3|1|4|3,08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09,2.93,4|6|1|3|7|2|3|1|4|3|2|1|4|3|0,08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/02,94.6,77.5,55.2,34.0,18.4,8.8,4.0,3.43,76.5
2026-08-21,Tampa Bay Rays @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.003,79.0,52.0,5.9,E,99.0,0.0,Mainly clear,1.6,2.3,53.5,C,92.0,Baltimore Orioles,Pete Alonso,Freddy Peralta,1.0,1,1,4.4,1.2,1.4,0.69,0.74,2.82,2.0,0.0,6.0,3.16,12.9,40,128,55.0,2.8,2|3|1|4|4,08/20|08/19|08/18|08/17|08/16,3.2,2|3|1|4|4|5|2|3|6|2,08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10,2.93,2|3|1|4|4|5|2|3|6|2|10|1|0|1|0,08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05,87.1,66.3,47.3,31.5,19.8,12.3,7.3,3.05,63.9
2026-08-21,Cleveland Guardians @ Colorado Rockies,Coors Field,1.08,1.017,97.9,10.0,1.8,SSE,150.0,4.0,Overcast,7.5,10.9,66.5,B+,75.0,Cleveland Guardians,Steven Kwan,Tanner Gordon,0.0,0,2,4.4,1.2,1.24,0.82,0.3,2.37,2.0,0.0,5.0,15.47,12.0,40,117,60.0,2.4,3|0|4|0|5,08/20|08/19|08/18|08/16|08/15,2.3,3|0|4|0|5|2|0|2|4|3,08/20|08/19|08/18|08/16|08/15|08/14|08/13|08/12|08/11|08/09,2.33,3|0|4|0|5|2|0|2|4|3|1|6|2|1|2,08/20|08/19|08/18|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/05|08/04|08/02,87.9,66.7,41.6,22.5,10.8,4.6,1.9,2.38,60.9
2026-08-21,Tampa Bay Rays @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.003,79.0,52.0,5.9,E,99.0,0.0,Mainly clear,1.6,2.3,53.5,C,92.0,Tampa Bay Rays,Yandy Díaz,Trevor Rogers,1.0,2,2,4.6,1.01,1.37,0.74,0.57,2.43,2.0,0.0,6.0,2.75,22.7,40,122,57.5,3.2,2|5|3|5|1,08/20|08/19|08/18|08/17|08/16,3.5,2|5|3|5|1|2|1|4|5|7,08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10,3.07,2|5|3|5|1|2|1|4|5|7|6|0|0|4|1,08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/04|08/03,77.3,57.9,40.7,26.4,16.2,10.2,6.2,3.13,61.3
2026-08-21,Athletics @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Athletics,Zack Gelof,Hayden Wesneski,0.0,0,0,4.2,1.16,0.99,0.79,0.57,2.33,2.0,0.0,5.0,13.25,12.2,40,73,70.0,2.2,0|3|2|1|5,08/20|08/19|08/18|08/17|08/16,2.5,0|3|2|1|5|0|1|5|2|6,08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10,1.93,0|3|2|1|5|0|1|5|2|6|0|0|1|2|1,08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|07/09|07/08|07/07|07/05|07/04,87.8,65.1,40.5,21.6,10.9,4.5,1.8,2.64,64.4
2026-08-21,St. Louis Cardinals @ Philadelphia Phillies,Citizens Bank Park,1.028,1.004,79.5,49.0,3.1,E,94.0,0.0,Mainly clear,1.6,2.4,53.6,C,92.0,St. Louis Cardinals,Jordan Walker,Jesús Luzardo,0.2,1,5,4.3,0.85,1.07,0.63,0.72,2.37,2.0,0.0,5.0,4.91,16.1,40,125,67.5,4.0,7|4|2|5|2,08/20|08/19|08/18|08/17|08/17,3.2,7|4|2|5|2|8|0|0|3|1,08/20|08/19|08/18|08/17|08/17|08/16|08/15|08/14|08/12|08/11,2.93,7|4|2|5|2|8|0|0|3|1|2|3|3|1|3,08/20|08/19|08/18|08/17|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/03,83.9,61.7,40.2,24.1,13.4,7.2,3.4,3.2,66.0
2026-08-21,Minnesota Twins @ San Diego Padres,Petco Park,0.965,1.006,82.6,70.0,6.9,WSW,249.0,1.0,Clear,2.5,3.7,55.6,C,75.0,San Diego Padres,Fernando Tatis Jr.,Connor Prielipp,0.0,0,0,4.3,1.18,1.03,0.79,0.71,2.51,2.0,0.0,6.0,1.97,19.9,40,126,57.5,2.6,2|7|1|2|1,08/19|08/18|08/17|08/16|08/15,2.7,2|7|1|2|1|3|1|4|0|6,08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09,2.8,2|7|1|2|1|3|1|4|0|6|2|4|3|3|3,08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04,80.1,58.5,40.2,26.8,17.2,11.0,6.6,2.89,60.0
2026-08-21,Cleveland Guardians @ Colorado Rockies,Coors Field,1.08,1.017,97.9,10.0,1.8,SSE,150.0,4.0,Overcast,7.5,10.9,66.5,B+,75.0,Cleveland Guardians,Chase DeLauter,Tanner Gordon,0.0,0,0,4.3,1.2,1.29,0.65,0.5,2.34,2.0,0.0,5.0,4.29,17.8,40,107,62.5,1.8,0|3|1|2|3,08/16|08/15|08/14|08/13|08/12,2.4,0|3|1|2|3|5|1|1|3|5,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06,2.4,0|3|1|2|3|5|1|1|3|5|0|2|6|4|0,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01|07/31,82.2,60.7,39.4,24.2,13.6,7.0,3.7,2.48,59.5
2026-08-21,San Francisco Giants @ Boston Red Sox,Fenway Park,1.03,1.001,70.4,77.0,3.3,ENE,70.0,1.0,Overcast,0.3,0.5,50.7,C,92.0,Boston Red Sox,Ceddanne Rafaela,Logan Webb,0.0,0,2,4.5,0.86,1.12,0.66,0.55,2.31,2.0,0.0,5.0,5.39,14.9,40,120,70.0,2.0,1|2|6|0|1,08/19|08/18|08/17|08/16|08/15,2.2,1|2|6|0|1|4|1|4|3|0,08/19|08/18|08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09,2.33,1|2|6|0|1|4|1|4|3|0|1|5|2|0|5,08/19|08/18|08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04,85.1,61.2,38.8,22.7,11.9,5.9,2.6,3.0,65.0
2026-08-21,Detroit Tigers @ Kansas City Royals,Kauffman Stadium,0.995,1.01,92.4,44.0,8.4,NNW,340.0,1.0,Clear,4.5,6.5,59.9,B,75.0,Kansas City Royals,Bobby Witt Jr.,Troy Melton,0.5,1,2,4.6,0.85,1.05,0.88,0.45,2.4,2.0,0.0,5.0,1.82,22.0,40,110,57.5,4.4,6|1|2|10|3,08/20|08/19|08/18|08/17|08/16,3.2,6|1|2|10|3|0|3|2|4|1,08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10,2.8,6|1|2|10|3|0|3|2|4|1|0|2|3|5|0,08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05,78.0,56.2,38.4,25.2,15.9,9.8,6.2,3.14,60.6
