player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_fg_made,model_version
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,1,86.09,ELITE,1.975,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,2,58.66,ELITE,1.975,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,3,31.75,ELITE,1.975,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,4,13.87,ELITE,1.975,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,CAR,K,2026,REG,2,5,5.09,ELITE,1.975,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,1,87.65,ELITE,2.099,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,2,61.82,ELITE,2.099,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,3,35.17,ELITE,2.099,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,4,16.38,ELITE,2.099,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,NE,K,2026,REG,2,5,6.4,ELITE,2.099,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,1,85.7,ELITE,1.941,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,2,57.59,ELITE,1.941,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,3,30.72,ELITE,1.941,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,4,13.3,ELITE,1.941,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,MIN,K,2026,REG,2,5,4.86,ELITE,1.941,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,1,93.86,ELITE,2.78,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,2,76.78,ELITE,2.78,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,3,53.05,ELITE,2.78,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,4,30.92,ELITE,2.78,NFL_FG_MADE_V1
00-0031492,Jason Myers,SEA,ARI,K,2026,REG,2,5,15.16,ELITE,2.78,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,1,88.07,ELITE,2.139,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,2,63.13,ELITE,2.139,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,3,36.17,ELITE,2.139,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,4,17.0,ELITE,2.139,NFL_FG_MADE_V1
00-0032569,Wil Lutz,DEN,JAX,K,2026,REG,2,5,6.68,ELITE,2.139,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,1,93.87,ELITE,2.79,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,2,77.05,ELITE,2.79,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,3,53.4,ELITE,2.79,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,4,30.96,ELITE,2.79,NFL_FG_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,2026,REG,2,5,15.35,ELITE,2.79,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,1,91.1,ELITE,2.42,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,2,69.78,ELITE,2.42,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,3,43.83,ELITE,2.42,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,4,22.77,ELITE,2.42,NFL_FG_MADE_V1
00-0033303,Harrison Butker,KC,IND,K,2026,REG,2,5,9.9,ELITE,2.42,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,TEN,K,2026,REG,2,1,76.45,ELITE,1.454,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,TEN,K,2026,REG,2,2,42.56,ELITE,1.454,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,TEN,K,2026,REG,2,3,18.07,ELITE,1.454,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,TEN,K,2026,REG,2,4,6.16,ELITE,1.454,NFL_FG_MADE_V1
00-0033787,Jake Elliott,PHI,TEN,K,2026,REG,2,5,1.71,ELITE,1.454,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,BAL,K,2026,REG,2,1,80.38,ELITE,1.644,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,BAL,K,2026,REG,2,2,48.73,ELITE,1.644,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,BAL,K,2026,REG,2,3,23.08,ELITE,1.644,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,BAL,K,2026,REG,2,4,8.7,ELITE,1.644,NFL_FG_MADE_V1
00-0034161,Daniel Carlson,NO,BAL,K,2026,REG,2,5,2.67,ELITE,1.644,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,MIA,K,2026,REG,2,1,89.89,ELITE,2.298,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,MIA,K,2026,REG,2,2,66.99,ELITE,2.298,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,MIA,K,2026,REG,2,3,40.4,ELITE,2.298,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,MIA,K,2026,REG,2,4,20.14,ELITE,2.298,NFL_FG_MADE_V1
00-0034173,Eddy Pineiro,SF,MIA,K,2026,REG,2,5,8.47,ELITE,2.298,NFL_FG_MADE_V1
00-0034794,Jason Sanders,NYJ,GB,K,2026,REG,2,1,90.6,ELITE,2.362,NFL_FG_MADE_V1
