Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
12,2026-08-07,823750,2026-08-07T23:40:00Z,Scheduled,American Family Field,Minnesota Twins @ Milwaukee Brewers,Home,641343,Jake Bauers,Milwaukee Brewers,Minnesota Twins,1B,L,No,,102,403,344,93,16,2,20,68,64,55,3,103,0.27,0.375,0.503,0.878,8,32,27,12,2,0.444,0.0625,19,74,61,18,4,0.295,0.0541,449,73,9.6,34.2,54.6,17.1,26.6,16.0,30.1,46.3,31.9,9.2,5.3,9.2,50.0,86.0,16.1,0.74,74.9,99.3,113.8,67.5,16.1,19.5,50.1,55.5,Average,3.0,Pull Power,A,Excellent HR swing plane,55.5,Average,1.015,Good,11.0,52.2,100.1,0.832,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.3,17.3,Strong positive regression,Average Pull Power profile. 9.6% barrel rate; 86.0 mph average exit velocity; 30.1% air-ball rate; 46.3% pull-air rate; 9.2% HR-launch rate.,0.0496,0.0456,4.09,6,2,17.2,0.35,34.9,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,61.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,74.0,50.0,45.0,56.2,7.22,1.115,1.0,1.0,1.0,1.015,1.015,0.98,17.37,12.58,72.9,33.8,D,Probable SP unavailable; Lineup unconfirmed
13,2026-08-07,824081,2026-08-08T00:10:00Z,Scheduled,Kauffman Stadium,Chicago Cubs @ Kansas City Royals,Away,621438,Tyrone Taylor,Chicago Cubs,Kansas City Royals,LF,R,No,,70,166,151,36,8,0,10,23,28,9,2,32,0.238,0.29,0.49,0.78,11,28,24,7,3,0.292,0.1071,19,47,40,13,5,0.325,0.1064,218,54,10.3,27.8,53.1,27.8,19.0,21.5,31.3,62.7,31.6,10.5,7.4,10.5,60.1,82.7,18.1,0.627,70.0,95.8,110.5,14.7,13.9,4.9,54.6,45.1,Below Average,3.0,Pull Power,A,Excellent HR swing plane,45.1,Below Average,0.986,Good,14.8,66.7,97.6,0.771,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,18.91,8.91,Strong positive regression,Below Average Pull Power profile. 10.3% barrel rate; 82.7 mph average exit velocity; 31.3% air-ball rate; 62.7% pull-air rate; 10.5% HR-launch rate.,0.0602,0.0484,4.05,6,4,15.1,0.4,39.7,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,60.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,77.7,50.0,45.0,56.0,7.12,1.35,1.0,1.0,1.0,0.986,0.986,1.0,18.2,14.56,57.6,33.3,D,Probable SP unavailable; Lineup unconfirmed
14,2026-08-07,823024,2026-08-08T00:15:00Z,Scheduled,Busch Stadium,Colorado Rockies @ St. Louis Cardinals,Away,666160,Mickey Moniak,Colorado Rockies,St. Louis Cardinals,LF,L,No,,77,289,266,74,13,4,19,40,52,15,3,72,0.278,0.318,0.571,0.889,9,38,35,10,3,0.286,0.0789,18,74,69,19,4,0.275,0.0541,390,102,5.9,26.6,60.9,21.2,17.9,19.2,29.0,61.0,28.3,6.2,4.4,6.2,89.3,82.7,19.6,0.574,73.0,95.3,109.1,46.5,11.3,14.3,52.1,41.6,Below Average,2.5,Pull Power,A,Excellent HR swing plane,41.6,Below Average,0.976,Good,2.9,56.7,93.8,0.526,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,21.66,2.66,Positive regression,Below Average Pull Power profile. 5.9% barrel rate; 82.7 mph average exit velocity; 29.0% air-ball rate; 61.0% pull-air rate; 6.2% HR-launch rate.,0.0657,0.0558,4.15,3,1,14.0,0.21,21.4,Very recent HR,681517.0,Kyle Leahy,R,LHB vs RHP,21,21,107.1,3.44,1.33,12,1.01,7.63,2.93,585.0,6.8,30.8,12.5,44.7,29.6,84.6,97.5,114.9,0.591,12.0,76.7,99.9,0.862,10.3,4-Seam Fastball,L,LHB vs RHP,56.5,233,0.294,0.335,0.621,0.956,17,14,52,0.073,8.0,0.625,233,0.03,7.7,0.654,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,0,60.8,Slight Hitter Advantage,Above average,42.5,5,Pitch-level Statcast · last 5 MLB games,416,4-Seam Fastball,21.39423076923077,89.0,Slider,18.028846153846153,75.0,Curveball,18.028846153846153,75.0,Changeup,14.423076923076923,60.0,Sweeper,14.182692307692308,59.0,Sinker,13.942307692307692,58.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.053,0.993,55.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.5,48.1,76.7,43.7,50.0,45.0,55.6,7.0,1.085,0.986,1.025,1.03,0.976,1.006,0.98,21.22,14.52,78.6,37.8,D+,Lineup unconfirmed
15,2026-08-07,823428,2026-08-07T22:40:00Z,Scheduled,Citizens Bank Park,Toronto Blue Jays @ Philadelphia Phillies,Home,656941,Kyle Schwarber,Philadelphia Phillies,Toronto Blue Jays,DH,L,No,,110,488,407,99,12,1,33,65,64,72,6,170,0.243,0.363,0.521,0.884,10,45,32,6,0,0.188,0.0,21,91,73,14,1,0.192,0.011,541,85,7.8,30.7,56.7,19.0,24.1,13.5,28.1,49.9,29.3,7.2,4.3,7.2,50.7,85.6,20.3,0.711,74.3,97.8,113.1,65.9,14.2,15.7,63.7,49.5,Average,3.0,Pull Power,A-,Elevated power plane,49.5,Average,0.999,Good,3.5,36.0,95.8,0.475,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.7,4.7,Strong positive regression,Average Pull Power profile. 7.8% barrel rate; 85.6 mph average exit velocity; 28.1% air-ball rate; 49.9% pull-air rate; 7.2% HR-launch rate.,0.0676,0.0606,4.09,50,15,12.3,4.05,405.4,Very long drought,667755.0,José Soriano,R,LHB vs RHP,22,22,123.0,3.29,1.25,12,0.88,9.29,4.17,583.0,4.8,23.5,12.2,42.6,28.0,83.3,95.1,112.7,0.538,12.0,78.1,99.8,0.8,13.5,Sinker,L,LHB vs RHP,61.7,299,0.215,0.341,0.494,0.835,21,47,112,0.0702,11.2,0.842,284,0.0352,5.5,0.575,1,1,0,0/1,0.0,0.0,0.0,0.0,0,0,0,64.6,Slight Hitter Advantage,Above average,47.5,5,Pitch-level Statcast · last 5 MLB games,441,Knuckle Curve,29.024943310657598,128.0,Sinker,28.117913832199548,124.0,4-Seam Fastball,23.582766439909296,104.0,Split-Finger,16.3265306122449,72.0,Slider,2.947845804988662,13.0,,,,,,,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.056,0.973,63.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,61.7,34.3,78.1,34.0,64.4,45.0,55.5,6.96,0.758,0.965,1.025,1.03,0.999,1.029,1.06,22.56,13.12,84.3,44.3,C-,Lineup unconfirmed
16,2026-08-07,823266,2026-08-08T01:40:00Z,Scheduled,Petco Park,Houston Astros @ San Diego Padres,Away,670541,Yordan Alvarez,Houston Astros,San Diego Padres,DH,L,No,,114,504,414,136,24,0,35,78,85,81,6,87,0.329,0.442,0.64,1.082,11,53,38,13,1,0.342,0.0189,21,98,75,31,6,0.413,0.0612,621,101,10.1,34.3,49.7,17.5,32.4,19.4,35.1,47.0,33.4,9.5,5.8,9.5,57.1,87.0,24.2,0.89,74.9,99.6,117.5,58.0,17.5,19.9,43.3,59.7,Average,3.5,Pull Power,A-,Elevated power plane,59.7,Average,1.027,Good,9.9,50.0,100.8,0.89,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,54.63,19.63,Strong positive regression,Average Pull Power profile. 10.1% barrel rate; 87.0 mph average exit velocity; 35.1% air-ball rate; 47.0% pull-air rate; 9.5% HR-launch rate.,0.0694,0.0622,4.31,26,7,11.8,2.2,219.8,Very long drought,592662.0,Robbie Ray,L,LHB vs LHP,22,21,122.2,3.08,1.29,15,1.1,7.85,4.18,685.0,4.8,22.5,18.0,34.3,30.1,81.7,93.7,112.9,0.539,15.0,78.5,100.0,0.912,11.2,4-Seam Fastball,L,LHB vs LHP,50.8,128,0.268,0.344,0.527,0.871,9,11,22,0.0703,9.3,0.845,133,0.0075,3.8,0.509,5,3,1,1/3,0.333,0.6,0.333,0.933,0,2,0,60.4,Slight Hitter Advantage,Above average,50.4,5,Pitch-level Statcast · last 5 MLB games,440,Sinker,25.681818181818183,113.0,4-Seam Fastball,20.0,88.0,Knuckle Curve,18.636363636363637,82.0,Changeup,18.181818181818183,80.0,Slider,17.5,77.0,,,,,,,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.057,0.973,65.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.8,27.3,78.5,71.2,39.2,45.0,55.3,6.91,0.854,1.0,0.985,1.08,1.027,1.109,1.06,24.19,14.26,84.8,47.3,C-,Lineup unconfirmed
17,2026-08-07,823836,2026-08-07T23:10:00Z,Scheduled,loanDepot park,Los Angeles Angels @ Miami Marlins,Home,683357,Owen Caissie,Miami Marlins,Los Angeles Angels,RF,L,No,,83,257,228,52,12,0,12,31,50,19,3,100,0.228,0.288,0.439,0.727,3,11,10,0,0,0.0,0.0,3,11,10,0,0,0.0,0.0,288,15,6.8,21.3,39.4,27.2,33.4,15.2,26.0,36.1,31.8,7.6,3.4,7.6,50.0,81.5,21.0,0.627,73.1,93.8,109.7,54.2,11.8,9.1,37.8,34.0,Weak,2.5,Contact-First Profile,A-,Elevated power plane,34.0,Weak,0.955,Good,0.0,33.3,89.1,0.149,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,15.99,3.99,Positive regression,Weak Contact-First Profile profile. 6.8% barrel rate; 81.5 mph average exit velocity; 26.0% air-ball rate; 36.1% pull-air rate; 7.6% HR-launch rate.,0.0467,0.042,3.93,10,4,19.0,0.53,52.6,Recently homered,691946.0,George Klassen,R,LHB vs RHP,2,2,4.2,11.57,3.64,1,1.93,11.57,19.29,29.0,17.2,31.0,10.3,42.9,44.8,84.6,97.0,111.3,0.781,1.0,64.5,100.0,0.767,8.4,4-Seam Fastball,L,LHB vs RHP,57.4,224,0.226,0.286,0.457,0.743,12,17,82,0.0536,8.9,0.757,17,0.0,16.7,0.754,0,0,0,0/0,,,,,0,0,0,58.4,Slight Hitter Advantage,Above average,50.0,2,Pitch-level Statcast · last 5 MLB games,145,4-Seam Fastball,38.62068965517241,56.0,Changeup,24.82758620689655,36.0,Slider,14.482758620689655,21.0,Sinker,11.03448275862069,16.0,Curveball,11.03448275862069,16.0,,,,,,,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.029,1.097,49.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,57.4,75.6,64.5,14.7,39.2,45.0,55.2,6.88,1.0,1.008,1.025,1.0,0.955,0.955,1.0,15.52,11.08,71.2,28.8,F,Lineup unconfirmed; Limited recent games
18,2026-08-07,822699,2026-08-07T22:45:00Z,Scheduled,Nationals Park,Cincinnati Reds @ Washington Nationals,Home,665953,Andrés Chaparro,Washington Nationals,Cincinnati Reds,1B,R,No,,47,111,94,20,6,0,6,18,23,14,3,26,0.213,0.333,0.468,0.801,11,29,25,5,2,0.2,0.069,18,49,43,12,5,0.279,0.102,120,51,8.8,34.9,55.8,32.7,11.5,17.6,27.1,67.6,30.5,11.8,10.1,11.8,74.0,84.3,19.4,0.726,71.8,97.7,109.0,40.6,17.7,14.1,53.3,55.4,Average,3.0,Pull Power,A,Excellent HR swing plane,55.4,Average,1.015,Good,9.8,73.3,99.0,0.794,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.02,4.02,Strong positive regression,Average Pull Power profile. 8.8% barrel rate; 84.3 mph average exit velocity; 27.1% air-ball rate; 67.6% pull-air rate; 11.8% HR-launch rate.,0.0541,0.0426,4.09,15,6,15.7,0.96,95.7,Near normal interval,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,59.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,69.3,50.0,45.0,55.1,6.85,1.289,1.0,1.0,1.0,1.015,1.015,1.0,16.31,13.18,53.8,31.8,D,Probable SP unavailable; Lineup unconfirmed
19,2026-08-07,823024,2026-08-08T00:15:00Z,Scheduled,Busch Stadium,Colorado Rockies @ St. Louis Cardinals,Home,676369,Nelson Velázquez,St. Louis Cardinals,Colorado Rockies,LF,R,No,,34,83,74,16,4,0,4,10,12,7,1,25,0.216,0.289,0.432,0.721,5,9,9,2,0,0.222,0.0,11,20,19,2,0,0.105,0.0,95,20,6.0,31.8,54.6,25.8,19.6,17.2,33.6,59.8,27.1,6.8,6.0,6.8,50.0,84.6,19.7,0.761,73.5,96.8,108.5,48.1,20.0,13.0,53.8,47.4,Below Average,3.0,Pull Power,A,Excellent HR swing plane,47.4,Below Average,0.993,Good,5.0,66.7,93.6,0.712,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,5.59,1.59,Near expected,Below Average Pull Power profile. 6.0% barrel rate; 84.6 mph average exit velocity; 33.6% air-ball rate; 59.8% pull-air rate; 6.8% HR-launch rate.,0.0482,0.0386,3.93,22,12,18.5,1.19,118.9,Near normal interval,663372.0,Ryan Feltner,R,RHB vs RHP,16,16,76.2,5.75,1.46,17,2.0,6.69,3.52,418.0,7.7,27.3,16.7,48.8,26.6,83.3,95.6,111.0,0.626,17.0,63.4,100.0,0.789,6.8,4-Seam Fastball,R,RHB vs RHP,49.5,20,0.263,0.3,0.316,0.616,0,1,6,0.0,4.3,0.652,167,0.0539,6.4,0.622,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,53.5,Neutral Matchup,Average,45.0,5,Pitch-level Statcast · last 5 MLB games,420,4-Seam Fastball,30.714285714285715,129.0,Slider,25.476190476190474,107.0,Changeup,17.61904761904762,74.0,Sinker,13.333333333333334,56.0,Sweeper,7.619047619047619,32.0,Curveball,5.238095238095238,22.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.027,1.002,55.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,49.5,53.0,63.4,47.8,50.0,45.0,55.0,6.81,1.0,1.144,0.985,1.0,0.993,0.993,1.0,14.34,11.1,59.5,29.2,F,Lineup unconfirmed
20,2026-08-07,823024,2026-08-08T00:15:00Z,Scheduled,Busch Stadium,Colorado Rockies @ St. Louis Cardinals,Home,699625,Jimmy Crooks,St. Louis Cardinals,Colorado Rockies,C,L,No,,38,106,96,18,4,0,4,6,11,7,3,35,0.188,0.264,0.354,0.618,7,20,20,4,1,0.2,0.05,15,41,39,9,3,0.231,0.0732,120,49,7.4,31.6,51.6,19.5,27.9,24.1,34.0,54.7,32.2,10.8,5.4,10.8,58.1,86.9,12.8,0.706,70.4,97.7,109.4,14.8,16.7,3.0,37.8,43.6,Below Average,2.5,Pull Power,A,Excellent HR swing plane,43.6,Below Average,0.982,Good,10.2,61.1,99.1,0.766,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,8.85,4.85,Strong positive regression,Below Average Pull Power profile. 7.4% barrel rate; 86.9 mph average exit velocity; 34.0% air-ball rate; 54.7% pull-air rate; 10.8% HR-launch rate.,0.0377,0.0347,3.81,4,1,24.0,0.17,16.7,Very recent HR,663372.0,Ryan Feltner,R,LHB vs RHP,16,16,76.2,5.75,1.46,17,2.0,6.69,3.52,418.0,7.7,27.3,16.7,48.8,26.6,83.3,95.6,111.0,0.626,17.0,47.1,100.0,0.648,5.7,4-Seam Fastball,L,LHB vs RHP,46.4,92,0.19,0.261,0.333,0.594,3,6,28,0.0326,4.8,0.615,168,0.0476,9.1,0.63,0,0,0,0/0,,,,,0,0,0,47.4,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,420,4-Seam Fastball,30.714285714285715,129.0,Slider,25.476190476190474,107.0,Changeup,17.61904761904762,74.0,Sinker,13.333333333333334,56.0,Sweeper,7.619047619047619,32.0,Curveball,5.238095238095238,22.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.994,1.002,57.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,46.4,53.0,47.1,70.4,50.0,45.0,54.8,6.74,1.25,1.144,1.025,0.975,0.982,0.958,0.98,12.59,11.32,62.9,26.9,F,Lineup unconfirmed
21,2026-08-07,824081,2026-08-08T00:10:00Z,Scheduled,Kauffman Stadium,Chicago Cubs @ Kansas City Royals,Away,691718,Pete Crow-Armstrong,Chicago Cubs,Kansas City Royals,CF,L,No,,116,511,436,126,22,7,26,80,69,60,11,136,0.289,0.386,0.55,0.936,13,61,53,17,4,0.321,0.0656,24,111,91,24,5,0.264,0.045,657,145,7.7,28.6,56.2,25.1,18.7,15.6,26.0,62.2,29.6,9.2,5.9,9.2,49.0,83.3,22.6,0.695,72.3,96.3,113.7,45.3,12.3,13.7,46.9,48.0,Average,3.0,Pull Power,A-,Elevated power plane,48.0,Average,0.994,Good,7.6,64.9,94.8,0.7,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,46.53,20.53,Strong positive regression,Average Pull Power profile. 7.7% barrel rate; 83.3 mph average exit velocity; 26.0% air-ball rate; 62.2% pull-air rate; 9.2% HR-launch rate.,0.0509,0.0473,4.31,5,1,16.8,0.3,29.8,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,60.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,56.0,50.0,45.0,54.5,6.63,1.077,1.0,1.0,1.03,0.994,1.024,0.98,18.84,12.75,75.0,35.2,D,Probable SP unavailable; Lineup unconfirmed
22,2026-08-07,824081,2026-08-08T00:10:00Z,Scheduled,Kauffman Stadium,Chicago Cubs @ Kansas City Royals,Away,673548,Seiya Suzuki,Chicago Cubs,Kansas City Royals,RF,R,No,,99,434,374,101,20,0,19,63,64,53,4,111,0.27,0.364,0.476,0.84,12,58,48,14,2,0.292,0.0345,23,109,89,27,5,0.303,0.0459,519,119,7.2,23.7,48.7,23.0,28.3,14.0,28.7,52.0,33.1,7.4,4.4,7.4,54.5,83.4,23.7,0.615,71.6,94.8,112.2,38.0,12.3,10.7,48.3,42.7,Below Average,2.5,Pull Power,A-,Elevated power plane,42.7,Below Average,0.98,Good,9.2,60.0,94.3,0.64,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,33.16,14.16,Strong positive regression,Below Average Pull Power profile. 7.2% barrel rate; 83.4 mph average exit velocity; 28.7% air-ball rate; 52.0% pull-air rate; 7.4% HR-launch rate.,0.0438,0.0412,4.15,11,3,19.7,0.56,55.9,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,58.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,58.7,50.0,45.0,53.7,6.4,0.984,1.0,1.0,1.0,0.98,0.98,1.0,16.03,10.49,75.0,30.1,D,Probable SP unavailable; Lineup unconfirmed
23,2026-08-07,823836,2026-08-07T23:10:00Z,Scheduled,loanDepot park,Los Angeles Angels @ Miami Marlins,Home,682663,Agustín Ramírez,Miami Marlins,Los Angeles Angels,C,R,No,,34,135,119,27,5,1,2,14,14,13,2,31,0.227,0.311,0.336,0.647,3,6,6,1,0,0.167,0.0,3,6,6,1,0,0.167,0.0,160,1,5.0,27.5,40.2,35.6,24.1,8.8,20.6,42.4,27.5,4.4,1.9,4.4,25.0,83.7,19.0,0.411,74.1,97.0,116.0,55.1,9.4,12.8,49.4,34.9,Weak,2.5,Pull Power,A,Excellent HR swing plane,34.9,Weak,0.958,Good,0.0,100.0,92.2,0.033,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,7.22,5.22,Strong positive regression,Weak Pull Power profile. 5.0% barrel rate; 83.7 mph average exit velocity; 20.6% air-ball rate; 42.4% pull-air rate; 4.4% HR-launch rate.,0.0148,0.0229,3.87,38,12,59.5,0.64,63.9,Recently homered,691946.0,George Klassen,R,RHB vs RHP,2,2,4.2,11.57,3.64,1,1.93,11.57,19.29,29.0,17.2,31.0,10.3,42.9,44.8,84.6,97.0,111.3,0.781,1.0,51.2,100.0,0.715,4.3,4-Seam Fastball,R,RHB vs RHP,28.3,93,0.193,0.269,0.253,0.522,1,8,22,0.0108,4.2,0.309,15,0.0667,18.2,0.826,0,0,0,0/0,,,,,0,0,0,40.6,Slight Pitcher Advantage,Below average,50.0,2,Pitch-level Statcast · last 5 MLB games,145,4-Seam Fastball,38.62068965517241,56.0,Changeup,24.82758620689655,36.0,Slider,14.482758620689655,21.0,Sinker,11.03448275862069,16.0,Curveball,11.03448275862069,16.0,,,,,,,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.002,1.097,45.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,28.3,75.6,51.2,38.4,39.2,45.0,53.5,6.36,1.0,1.008,0.985,0.94,0.958,0.9,1.0,8.58,7.07,62.1,20.0,F,Lineup unconfirmed; Limited recent games
