Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-02,Texas Rangers @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Houston Astros,Jeremy Peña,Kumar Rocker,0.4,2,5,4.6,1.0,1.54,1.01,0.7,3.19,3.0,0.0,6.0,4.3,11.2,40,63,65.0,3.4,3|7|3|1|3,08/01|07/31|07/29|07/28|07/27,4.2,3|7|3|1|3|6|5|4|6|4,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21,3.73,3|7|3|1|3|6|5|4|6|4|6|1|4|1|2,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/18|07/17|07/12|07/11,88.8,72.7,54.6,38.4,25.6,16.2,9.8,3.89,74.9
2026-08-02,Boston Red Sox @ Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Boston Red Sox,Ceddanne Rafaela,Emmet Sheehan,0.0,0,2,4.3,1.09,1.32,0.69,0.86,2.7,2.0,0.0,5.0,8.3,13.9,40,104,72.5,4.0,6|7|4|2|1,08/01|07/31|07/30|07/29|07/28,3.3,6|7|4|2|1|6|2|0|5|0,08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22,3.27,6|7|4|2|1|6|2|0|5|0|5|3|3|3|2,08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20|07/19|07/18|07/17,86.1,69.0,48.1,30.3,18.0,9.6,4.7,3.35,71.5
2026-08-02,Pittsburgh Pirates @ Cincinnati Reds,Great American Ball Park,1.045,1.003,73.4,88.0,2.1,SSW,212.0,13.0,Overcast,1.5,2.2,53.3,C,92.0,Cincinnati Reds,Sal Stewart,Mitch Keller,0.167,1,6,4.2,1.1,1.06,0.63,1.12,2.75,2.0,0.0,6.0,2.23,18.6,40,110,55.0,2.2,0|8|2|1|0,08/01|07/31|07/30|07/29|07/28,3.0,0|8|2|1|0|6|3|1|4|5,08/01|07/31|07/30|07/29|07/28|07/28|07/26|07/25|07/24|07/22,2.6,0|8|2|1|0|6|3|1|4|5|1|0|5|0|3,08/01|07/31|07/30|07/29|07/28|07/28|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17,81.4,61.9,44.3,30.6,20.8,13.6,8.6,3.27,63.4
2026-08-02,Arizona Diamondbacks @ Cleveland Guardians,Progressive Field,0.995,1.004,74.0,89.0,3.4,W,266.0,20.0,Overcast,1.7,2.5,53.8,C,92.0,Arizona Diamondbacks,Gabriel Moreno,Gavin Williams,0.0,0,0,4.5,0.87,1.12,0.6,0.71,2.44,2.0,1.0,5.0,30.0,8.3,40,84,72.5,2.4,1|2|5|4|0,08/01|07/31|07/29|07/28|07/27,3.3,1|2|5|4|0|5|3|3|6|4,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/23|07/22,3.0,1|2|5|4|0|5|3|3|6|4|3|1|1|4|3,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18|07/17,91.7,68.2,43.4,23.5,10.4,4.2,1.6,3.22,70.3
2026-08-02,Texas Rangers @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Houston Astros,Yordan Alvarez,Kumar Rocker,0.75,3,4,4.5,1.0,1.21,0.74,0.79,2.63,2.0,0.0,6.0,2.06,21.8,40,110,62.5,3.0,3|4|0|5|3,08/01|07/31|07/29|07/28|07/27,2.7,3|4|0|5|3|0|1|3|5|3,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21,2.87,3|4|0|5|3|0|1|3|5|3|7|2|2|3|2,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17|07/12,78.2,58.9,42.8,29.2,19.4,12.4,8.1,3.32,64.3
2026-08-02,Washington Nationals @ Atlanta Braves,Truist Park,1.008,1.008,84.4,71.0,9.1,SW,216.0,7.0,Overcast,3.6,5.2,57.9,B,92.0,Washington Nationals,CJ Abrams,Unknown,0.0,0,0,4.3,1.0,1.16,0.67,0.92,2.63,2.0,0.0,6.0,2.22,20.2,40,108,60.0,1.8,3|3|0|1|2,08/01|07/31|07/30|07/29|07/28,3.2,3|3|0|1|2|0|8|7|3|5,08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22,3.53,3|3|0|1|2|0|8|7|3|5|8|4|5|0|4,08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17,79.8,60.2,42.7,29.3,19.2,12.2,7.7,3.38,64.6
2026-08-02,New York Yankees @ Chicago Cubs,Wrigley Field,1.018,1.002,70.7,88.0,11.5,N,354.0,0.0,Overcast,1.0,1.5,52.2,C,92.0,Chicago Cubs,Seiya Suzuki,Gerrit Cole,0.167,1,6,4.7,0.88,1.06,0.68,0.78,2.48,2.0,0.0,5.0,4.06,14.6,40,94,72.5,2.8,2|1|1|7|3,08/01|07/30|07/29|07/28|07/27,2.8,2|1|1|7|3|4|3|1|3|3,08/01|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21,2.8,2|1|1|7|3|4|3|1|3|3|4|3|3|2|2,08/01|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17|07/12,85.4,63.5,42.2,25.9,14.7,7.8,4.5,3.34,69.0
2026-08-02,Detroit Tigers @ Athletics,Sutter Health Park,1.01,1.011,99.6,22.0,2.5,WNW,297.0,0.0,Clear,5.1,7.4,61.2,B,92.0,Detroit Tigers,Kevin McGonigle,Gage Jump,0.0,0,0,4.7,1.04,1.26,0.75,0.48,2.5,2.0,0.0,5.0,3.2,13.7,40,107,50.0,4.8,7|5|1|9|2,08/01|07/31|07/29|07/28|07/27,3.0,7|5|1|9|2|3|0|1|1|1,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/23|07/22|07/21,2.53,7|5|1|9|2|3|0|1|1|1|1|3|4|0|0,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/23|07/22|07/21|07/20|07/19|07/18|07/17|07/12,86.3,61.7,41.6,25.7,15.2,8.7,4.8,2.87,59.4
2026-08-02,Kansas City Royals @ Colorado Rockies,Coors Field,1.08,1.018,101.0,7.0,9.3,ENE,63.0,0.0,Clear,8.1,11.8,67.9,B+,92.0,Colorado Rockies,Jake McCarthy,Seth Lugo,0.0,0,2,4.3,1.07,1.11,0.64,0.7,2.54,2.0,0.0,6.0,1.86,17.0,40,92,62.5,1.4,4|0|0|3|0,08/01|07/31|07/29|07/28|07/26,2.0,4|0|0|3|0|3|2|1|4|3,08/01|07/31|07/29|07/28|07/26|07/25|07/24|07/22|07/21|07/20,2.2,4|0|0|3|0|3|2|1|4|3|2|6|1|3|1,08/01|07/31|07/29|07/28|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17|07/12|07/11,83.0,58.1,40.1,26.4,16.8,10.8,6.9,2.73,60.0
2026-08-02,St. Louis Cardinals @ Toronto Blue Jays,Rogers Centre,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Toronto Blue Jays,George Springer,Matthew Liberatore,0.0,0,1,4.3,1.2,1.2,0.63,0.77,2.37,2.0,0.0,5.0,4.25,20.5,40,80,60.0,3.2,5|2|3|5|1,08/01|07/31|07/29|07/28|07/27,2.8,5|2|3|5|1|2|6|0|3|1,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/23|07/22,2.67,5|2|3|5|1|2|6|0|3|1|3|3|2|4|0,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/18|07/17|07/11,79.5,59.7,39.9,25.5,14.8,8.4,4.4,2.86,60.9
