player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_receiving_yards,model_version
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,0.0,100.0,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,5.0,56.66,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,10.0,48.78,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,15.0,40.96,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,20.0,33.43,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,25.0,26.65,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,30.0,20.59,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,35.0,15.34,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,40.0,11.16,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,45.0,7.79,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,50.0,5.31,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,55.0,3.51,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,60.0,2.25,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,65.0,1.35,ELITE,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,70.0,0.82,VERY HIGH,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,75.0,0.45,COIN FLIP,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,80.0,0.24,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,85.0,0.13,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,90.0,0.06,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,95.0,0.03,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,100.0,0.01,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,105.0,0.01,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,110.0,0.0,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,115.0,0.0,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,120.0,0.0,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,125.0,0.0,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,130.0,0.0,VERY LOW,15.353,NFL_RECEIVING_YARDS_V1
