player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_pat_made,model_version
00-0025565,Nick Folk,ATL,MIA,K,2026,PRE,3,1,81.7,ELITE,1.7,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,MIA,K,2026,PRE,3,2,50.8,ELITE,1.7,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,MIA,K,2026,PRE,3,3,24.3,ELITE,1.7,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,MIA,K,2026,PRE,3,4,9.32,ELITE,1.7,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,MIA,K,2026,PRE,3,5,2.91,ELITE,1.7,NFL_PAT_MADE_V1
00-0025565,Nick Folk,ATL,MIA,K,2026,PRE,3,6,0.79,HIGH,1.7,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,BUF,K,2026,PRE,3,1,92.32,ELITE,2.562,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,BUF,K,2026,PRE,3,2,72.46,ELITE,2.562,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,BUF,K,2026,PRE,3,3,47.23,ELITE,2.562,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,BUF,K,2026,PRE,3,4,25.78,ELITE,2.562,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,BUF,K,2026,PRE,3,5,11.81,ELITE,2.562,NFL_PAT_MADE_V1
00-0031136,Chris Boswell,PIT,BUF,K,2026,PRE,3,6,4.6,ELITE,2.562,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,TEN,K,2026,PRE,3,1,91.16,ELITE,2.414,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,TEN,K,2026,PRE,3,2,69.52,ELITE,2.414,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,TEN,K,2026,PRE,3,3,43.46,ELITE,2.414,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,TEN,K,2026,PRE,3,4,22.36,ELITE,2.414,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,TEN,K,2026,PRE,3,5,9.7,ELITE,2.414,NFL_PAT_MADE_V1
00-0031203,Cairo Santos,CHI,TEN,K,2026,PRE,3,6,3.67,ELITE,2.414,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,KC,K,2026,PRE,3,1,93.99,ELITE,2.787,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,KC,K,2026,PRE,3,2,76.81,ELITE,2.787,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,KC,K,2026,PRE,3,3,52.81,ELITE,2.787,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,KC,K,2026,PRE,3,4,30.46,ELITE,2.787,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,KC,K,2026,PRE,3,5,15.02,ELITE,2.787,NFL_PAT_MADE_V1
00-0031492,Jason Myers,SEA,KC,K,2026,PRE,3,6,6.39,ELITE,2.787,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,MIN,K,2026,PRE,3,1,85.11,ELITE,1.901,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,MIN,K,2026,PRE,3,2,56.82,ELITE,1.901,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,MIN,K,2026,PRE,3,3,29.61,ELITE,1.901,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,MIN,K,2026,PRE,3,4,12.52,ELITE,1.901,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,MIN,K,2026,PRE,3,5,4.33,ELITE,1.901,NFL_PAT_MADE_V1
00-0032569,Wil Lutz,DEN,MIN,K,2026,PRE,3,6,1.33,ELITE,1.901,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CAR,K,2026,PRE,3,1,84.65,ELITE,1.877,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CAR,K,2026,PRE,3,2,56.1,ELITE,1.877,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CAR,K,2026,PRE,3,3,28.93,ELITE,1.877,NFL_PAT_MADE_V1
00-0032726,Ka'imi Fairbairn,HOU,CAR,K,2026,PRE,3,4,12.05,ELITE,1.877,NFL_PAT_MADE_V1
