rank,date,game_pk,game_time_utc,game_status,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_confirmed_games,last7_starts,last7_start_rate,last7_median_order,last7_avg_order,last7_most_recent_order,last7_days_since_start,last7_lineup_score,starter_id,starter,starter_hand,expected_pa,starter_pa_share,proj_k,line,play,true_probability,fair_odds,confidence,ai_score,bullpen_k_pa,sim_mean_k,sim_median_k,sim_p0,sim_p1,sim_p2,sim_p3,sim_p4plus,sim_1plus,sim_2plus,sim_3plus,more_0_5,less_0_5,more_1_5,less_1_5,more_2_5,less_2_5,more_3_5,less_3_5,pa,k,k_rate,bat_pitches,bat_swings,bat_whiffs,bat_whiff_rate,bat_csw_rate,bat_chase_rate,bat_contact_rate,bat_zone_contact_rate,bat_two_strike_whiff,l5_games,l5_k,l5_pa,l5_k_per_game,l5_k_rate,l5_1plus,l5_2plus,l10_games,l10_k,l10_pa,l10_k_per_game,l10_k_rate,l10_1plus,l10_2plus,l15_games,l15_k,l15_pa,l15_k_per_game,l15_k_rate,l15_1plus,l15_2plus,split_pa,split_k,split_k_rate,split_whiff,split_csw,split_chase,split_contact,bvp_pa,bvp_k,bvp_k_rate,bvp_k_rate_reg,bvp_pitches,bvp_whiff,bvp_whiff_reg,bvp_csw,bvp_csw_reg,bvp_chase,bvp_contact,bvp_zone_contact,bvp_two_strike_whiff,bvp_last_seen_days,bvp_k_1plus_rate,bvp_k_2plus_rate,sp_pa,sp_k,sp_k_rate,sp_whiff,sp_csw,sp_two_strike_whiff,sp_avg_velo,arsenal_whiff_allowed,arsenal_csw_allowed,arsenal_two_strike_whiff,arsenal_k_pressure,arsenal_coverage,top_pitch,top_pitch_usage,top_pitch_batter_whiff,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw,velo_band_whiff,velo_band_source,bvp_reliability,model_batter_baseline_k_pa,model_recent_k_pa,model_platoon_k_pa,model_starter_k_pa,model_arsenal_k_pa,model_bvp_k_pa,model_two_strike_k_pa,model_velo_k_pa,model_bullpen_k_pa,model_contact_k_pa,model_k_pa,sp_pitch1,sp_pitch1_usage,sp_pitch1_velo,sp_pitch1_whiff,sp_pitch1_csw,sp_pitch2,sp_pitch2_usage,sp_pitch2_velo,sp_pitch2_whiff,sp_pitch2_csw,sp_pitch3,sp_pitch3_usage,sp_pitch3_velo,sp_pitch3_whiff,sp_pitch3_csw,sp_pitch4,sp_pitch4_usage,sp_pitch4_velo,sp_pitch4_whiff,sp_pitch4_csw,sp_pitch5,sp_pitch5_usage,sp_pitch5_velo,sp_pitch5_whiff,sp_pitch5_csw,sp_pitch6,sp_pitch6_usage,sp_pitch6_velo,sp_pitch6_whiff,sp_pitch6_csw,true_probability_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct,sim_1plus_pct,sim_2plus_pct,sim_3plus_pct,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,k_rate_pct,bat_whiff_rate_pct,bat_csw_rate_pct,bat_chase_rate_pct,bat_contact_rate_pct,bat_zone_contact_rate_pct,bat_two_strike_whiff_pct,l5_k_rate_pct,l10_k_rate_pct,l15_k_rate_pct,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,split_k_rate_pct,split_whiff_pct,split_csw_pct,split_chase_pct,split_contact_pct,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_whiff_pct,bvp_whiff_reg_pct,bvp_csw_pct,bvp_csw_reg_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,sp_two_strike_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,arsenal_two_strike_whiff_pct,arsenal_k_pressure_pct,arsenal_coverage_pct,top_pitch_usage_pct,top_pitch_batter_whiff_pct,model_batter_baseline_k_pa_pct,model_recent_k_pa_pct,model_platoon_k_pa_pct,model_starter_k_pa_pct,model_arsenal_k_pa_pct,model_bvp_k_pa_pct,model_two_strike_k_pa_pct,model_velo_k_pa_pct,model_bullpen_k_pa_pct,model_contact_k_pa_pct,model_k_pa_pct,bullpen_k_pa_pct,last7_start_rate_pct,velo_band_whiff_raw_pct,bvp_ff_pitches,bvp_ff_whiff,bvp_ff_csw,bvp_ff_k_pa,bvp_fs_pitches,bvp_fs_whiff,bvp_fs_csw,bvp_fs_k_pa,bvp_st_pitches,bvp_st_whiff,bvp_st_csw,bvp_st_k_pa,bvp_k_1plus_rate_pct,bvp_k_2plus_rate_pct,bvp_sl_pitches,bvp_sl_whiff,bvp_sl_csw,bvp_sl_k_pa,bvp_cu_pitches,bvp_cu_whiff,bvp_cu_csw,bvp_cu_k_pa,bvp_si_pitches,bvp_si_whiff,bvp_si_csw,bvp_si_k_pa,bvp_ch_pitches,bvp_ch_whiff,bvp_ch_csw,bvp_ch_k_pa,bvp_kc_pitches,bvp_kc_whiff,bvp_kc_csw,bvp_kc_k_pa,bvp_fc_pitches,bvp_fc_whiff,bvp_fc_csw,bvp_fc_k_pa,pp_goblin_line,pp_standard_line,pp_devil_line,dk_goblin_line,dk_standard_line,dk_devil_line,fd_goblin_line,fd_standard_line,fd_devil_line,dk_standard_over_odds,dk_standard_under_odds,fd_standard_over_odds,fd_standard_under_odds
51,2026-09-03,823337,2026-09-03T16:35:00Z,Scheduled,SF,PIT,801501,Nate Furman,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,2,0.2857,8.01,8.01,8.01,2.0,0.2857,669199,Lake Bachar,R,1.15,0.42,0.4818,1.5,LESS,0.9395,-1552,60,84,0.2386,0.4818,0.0,0.5788,0.3607,0.0605,0.0,0.0,0.4212,0.0605,0.0,0.4212,0.5788,0.0605,0.9395,0.0,1.0,0.0,1.0,24,6,0.25,87,39,7,0.1795,0.2299,0.3061,0.8205,0.9583,0.25,5,1,10,0.2,0.1,0.2,0.0,10,5,18,0.5,0.2778,0.4,0.1,12,6,24,0.5,0.25,0.4167,0.0833,24,6,0.25,0.1795,0.2299,0.3061,0.8205,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,238,57,0.2395,0.2482,0.2755,0.2303,89.6634,0.1208,0.2808,0.1183,0.2237,0.7189,4-Seam,0.2713,0.0,94.1835,2.5,31,13,0,0.0,0.0785,VELO_BAND_2.5,0.0,0.2379,0.2304,0.241,0.2352,0.2271,0.2379,0.2901,0.2105,0.2386,0.2244,0.2361,4-Seam,0.2713,94.3895,0.1333,0.2054,Slider,0.2419,89.6422,0.2903,0.3261,Curve,0.2082,86.3641,0.3562,0.3636,Sweeper,0.1451,86.642,0.3438,0.3043,Splitter,0.0726,84.6087,0.32,0.1739,Sinker,0.0599,93.2509,0.1212,0.1404,93.9,57.9,36.1,6.0,0.0,0.0,42.1,6.1,0.0,42.1,57.9,6.1,93.9,0.0,100.0,0.0,100.0,25.0,17.9,23.0,30.6,82.1,95.8,25.0,10.0,27.8,25.0,20.0,40.0,41.7,0.0,10.0,8.3,25.0,17.9,23.0,30.6,82.1,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,23.9,24.8,27.5,23.0,12.1,28.1,11.8,22.4,71.9,27.1,0.0,23.8,23.0,24.1,23.5,22.7,23.8,29.0,21.1,23.9,22.4,23.6,23.9,28.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2026-09-03,822853,2026-09-04T00:05:00Z,Scheduled,TEX,TB,695508,Cam Cauley,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,1,0.1429,3.01,3.01,3.01,1.0,0.1771,663556,Shane McClanahan,L,1.15,0.78,0.4868,1.5,LESS,0.9393,-1548,67,86,0.2222,0.4868,0.0,0.5739,0.3654,0.0606,0.0001,0.0,0.4261,0.0607,0.0001,0.4261,0.5739,0.0607,0.9393,0.0001,0.9999,0.0,1.0,65,15,0.2308,237,112,30,0.2679,0.2911,0.2832,0.7321,0.8,0.225,5,3,12,0.6,0.25,0.4,0.2,10,6,21,0.6,0.2857,0.4,0.2,15,10,36,0.6667,0.2778,0.4667,0.2,37,11,0.2973,0.2985,0.2985,0.2969,0.7015,1,0,0.0,0.2201,5,0.0,0.1131,0.2,0.2816,0.5,1.0,0.825,0.0,34.0,0.0,0.0,345,73,0.2116,0.2464,0.284,0.2365,89.7947,0.1841,0.2829,0.1653,0.2494,1.0,4-Seam,0.385,0.2667,95.8059,1.5,38,21,3,0.1429,0.1269,VELO_BAND_1.5,0.0295,0.2353,0.2465,0.2568,0.2146,0.2774,0.2349,0.3361,0.2404,0.2222,0.2278,0.2465,4-Seam,0.385,95.8059,0.1399,0.2276,Changeup,0.2864,86.9473,0.373,0.3033,Curve,0.1714,82.2749,0.2375,0.3881,Slider,0.1573,88.4587,0.2735,0.2736,,,,,,,,,,,93.9,57.4,36.5,6.1,0.0,0.0,42.6,6.1,0.0,42.6,57.4,6.1,93.9,0.0,100.0,0.0,100.0,23.1,26.8,29.1,28.3,73.2,80.0,22.5,25.0,28.6,27.8,40.0,40.0,46.7,20.0,20.0,20.0,29.7,29.9,29.9,29.7,70.1,0.0,22.0,0.0,11.3,20.0,28.2,50.0,100.0,82.5,0.0,21.2,24.6,28.4,23.6,18.4,28.3,16.5,24.9,100.0,38.5,26.7,23.5,24.7,25.7,21.5,27.7,23.5,33.6,24.0,22.2,22.8,24.7,22.2,14.3,14.3,2.0,0.115,0.5,0.225,,,,,,,,,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,,,,1.0,0.115,0.0,0.225,,,,,,,,,,,,,,,,,,,,,
53,2026-09-03,823337,2026-09-03T16:35:00Z,Scheduled,PIT,SF,680779,Henry Davis,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,0,0,0.0,,,,,0.0,694918,Blade Tidwell,R,1.15,0.78,0.4781,1.5,LESS,0.9393,-1547,67,86,0.1984,0.4781,0.0,0.5828,0.3565,0.0606,0.0001,0.0,0.4172,0.0607,0.0001,0.4172,0.5828,0.0607,0.9393,0.0001,0.9999,0.0,1.0,185,42,0.227,703,379,92,0.2427,0.2475,0.3261,0.7573,0.8488,0.1783,5,3,12,0.6,0.25,0.6,0.0,10,7,28,0.7,0.25,0.6,0.1,15,12,47,0.8,0.2553,0.7333,0.0667,116,24,0.2069,0.2412,0.2386,0.3017,0.7588,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,107,21,0.1963,0.1773,0.2605,0.1585,88.446,0.1876,0.2583,0.1357,0.2345,1.0,Sweeper,0.34,0.1818,94.347,1.5,150,85,24,0.2824,0.2409,VELO_BAND_1.5,0.0,0.2344,0.2401,0.2172,0.2101,0.2682,0.2344,0.3072,0.2839,0.1984,0.2409,0.2385,Sweeper,0.34,82.4396,0.3077,0.3182,4-Seam,0.2693,95.059,0.0732,0.2541,Sinker,0.1722,93.2333,0.0526,0.2821,Slider,0.1038,88.4489,0.1481,0.1702,Changeup,0.0618,83.2536,0.0,0.0714,Curve,0.0508,83.6652,0.2727,0.2609,93.9,58.3,35.7,6.1,0.0,0.0,41.7,6.1,0.0,41.7,58.3,6.1,93.9,0.0,100.0,0.0,100.0,22.7,24.3,24.8,32.6,75.7,84.9,17.8,25.0,25.0,25.5,60.0,60.0,73.3,0.0,10.0,6.7,20.7,24.1,23.9,30.2,75.9,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,19.6,17.7,26.0,15.9,18.8,25.8,13.6,23.5,100.0,34.0,18.2,23.4,24.0,21.7,21.0,26.8,23.4,30.7,28.4,19.8,24.1,23.9,19.8,0.0,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2026-09-03,823095,2026-09-04T01:40:00Z,Scheduled,ATH,SEA,675961,Alika Williams,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,3,0.4286,8.0,8.0,7.0,1.0,0.4057,807739,Kade Anderson,L,1.15,0.7593,0.4826,1.5,LESS,0.9385,-1525,64,85,0.2267,0.4826,0.0,0.579,0.3595,0.0614,0.0001,0.0,0.421,0.0615,0.0001,0.421,0.579,0.0615,0.9385,0.0001,0.9999,0.0,1.0,170,41,0.2412,625,335,69,0.206,0.2672,0.3701,0.794,0.9045,0.2222,5,4,16,0.8,0.25,0.8,0.0,10,6,27,0.6,0.2222,0.5,0.1,15,8,39,0.5333,0.2051,0.4667,0.0667,92,20,0.2174,0.1989,0.2449,0.3636,0.8011,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,41,8,0.1951,0.2235,0.247,0.1944,89.0265,0.1944,0.2646,0.1858,0.2514,1.0,4-Seam,0.3916,0.1391,93.9846,1.5,151,92,10,0.1087,0.1102,VELO_BAND_1.5,0.0,0.2422,0.2388,0.2281,0.2163,0.2815,0.2422,0.3488,0.2231,0.2267,0.2531,0.2462,4-Seam,0.3916,93.9846,0.1875,0.2154,Slider,0.253,88.5762,0.24,0.2619,Changeup,0.1867,85.2419,0.1905,0.129,Curve,0.1687,82.3821,0.4286,0.4286,,,,,,,,,,,93.8,57.9,35.9,6.1,0.0,0.0,42.1,6.2,0.0,42.1,57.9,6.2,93.8,0.0,100.0,0.0,100.0,24.1,20.6,26.7,37.0,79.4,90.5,22.2,25.0,22.2,20.5,80.0,50.0,46.7,0.0,10.0,6.7,21.7,19.9,24.5,36.4,80.1,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,19.5,22.4,24.7,19.4,19.4,26.5,18.6,25.1,100.0,39.2,13.9,24.2,23.9,22.8,21.6,28.2,24.2,34.9,22.3,22.7,25.3,24.6,22.7,42.9,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2026-09-03,824388,2026-09-03T17:10:00Z,Scheduled,CLE,TOR,666176,Jo Adell,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,4,0.5714,4.0,4.0,4.0,4.0,0.5371,667755,José Soriano,R,1.15,0.78,0.4868,1.5,LESS,0.9378,-1509,83,90,0.2314,0.4868,0.0,0.5755,0.3623,0.062,0.0001,0.0,0.4245,0.0622,0.0001,0.4245,0.5755,0.0622,0.9378,0.0001,0.9999,0.0,1.0,402,101,0.2512,1572,829,223,0.269,0.2665,0.3483,0.731,0.8383,0.2492,5,2,22,0.4,0.0909,0.2,0.2,10,9,46,0.9,0.1957,0.6,0.3,15,16,62,1.0667,0.2581,0.7333,0.3333,294,73,0.2483,0.2508,0.2564,0.3382,0.7492,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,444,95,0.214,0.2594,0.2784,0.2389,92.2843,0.1655,0.2674,0.1716,0.2326,1.0,Sinker,0.2852,0.1806,96.282,1.5,300,162,28,0.1728,0.1643,VELO_BAND_1.5,0.0,0.2511,0.2045,0.2488,0.216,0.2556,0.2511,0.3422,0.295,0.2314,0.2537,0.244,Sinker,0.2852,95.959,0.1488,0.253,Knuckle Curve,0.2608,85.1715,0.3971,0.3725,4-Seam,0.2153,96.7098,0.1878,0.285,Splitter,0.1943,92.0558,0.3067,0.2047,Slider,0.0438,89.9584,0.3667,0.1818,,,,,,93.8,57.6,36.2,6.2,0.0,0.0,42.4,6.2,0.0,42.4,57.6,6.2,93.8,0.0,100.0,0.0,100.0,25.1,26.9,26.7,34.8,73.1,83.8,24.9,9.1,19.6,25.8,20.0,60.0,73.3,20.0,30.0,33.3,24.8,25.1,25.6,33.8,74.9,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,21.4,25.9,27.8,23.9,16.5,26.7,17.2,23.3,100.0,28.5,18.1,25.1,20.5,24.9,21.6,25.6,25.1,34.2,29.5,23.1,25.4,24.4,23.1,57.1,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2026-09-03,822853,2026-09-04T00:05:00Z,Scheduled,TEX,TB,679822,Justin Foscue,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,3,0.4286,6.01,6.3367,6.0,1.0,0.4057,663556,Shane McClanahan,L,1.15,0.78,0.4824,1.5,LESS,0.9378,-1508,73,87,0.2222,0.4824,0.0,0.5798,0.358,0.0621,0.0001,0.0,0.4202,0.0622,0.0001,0.4202,0.5798,0.0622,0.9378,0.0001,0.9999,0.0,1.0,201,49,0.2438,788,351,63,0.1795,0.2868,0.2601,0.8205,0.8858,0.1973,5,3,13,0.6,0.2308,0.4,0.2,10,6,33,0.6,0.1818,0.4,0.2,15,6,44,0.4,0.1364,0.2667,0.1333,125,29,0.232,0.1705,0.2651,0.2276,0.8295,1,1,1.0,0.2418,4,0.3333,0.1203,0.5,0.2919,1.0,0.6667,1.0,0.5,34.0,1.0,0.0,345,73,0.2116,0.2464,0.284,0.2365,89.7947,0.1454,0.2737,0.154,0.2504,1.0,4-Seam,0.385,0.1788,95.8059,1.5,139,77,16,0.2078,0.183,VELO_BAND_1.5,0.0265,0.2442,0.2264,0.2364,0.2146,0.2538,0.2441,0.325,0.2858,0.2222,0.2062,0.2411,4-Seam,0.385,95.8059,0.1399,0.2276,Changeup,0.2864,86.9473,0.373,0.3033,Curve,0.1714,82.2749,0.2375,0.3881,Slider,0.1573,88.4587,0.2735,0.2736,,,,,,,,,,,93.8,58.0,35.8,6.2,0.0,0.0,42.0,6.2,0.0,42.0,58.0,6.2,93.8,0.0,100.0,0.0,100.0,24.4,17.9,28.7,26.0,82.1,88.6,19.7,23.1,18.2,13.6,40.0,40.0,26.7,20.0,20.0,13.3,23.2,17.1,26.5,22.8,82.9,100.0,24.2,33.3,12.0,50.0,29.2,100.0,66.7,100.0,50.0,21.2,24.6,28.4,23.6,14.5,27.4,15.4,25.0,100.0,38.5,17.9,24.4,22.6,23.6,21.5,25.4,24.4,32.5,28.6,22.2,20.6,24.1,22.2,42.9,20.8,2.0,0.5,0.5,1.0,,,,,,,,,100.0,0.0,,,,,1.0,0.115,1.0,0.225,,,,,1.0,0.0,0.0,0.225,,,,,,,,,,,,,,,,,,,,,
57,2026-09-03,824069,2026-09-03T23:40:00Z,Scheduled,MIA,KC,691788,Joe Mack,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,3,0.4286,9.0,8.6733,9.0,1.0,0.4286,608379,Michael Wacha,R,1.15,0.78,0.4942,1.5,LESS,0.9369,-1485,78,89,0.1924,0.4942,0.0,0.5689,0.368,0.063,0.0,0.0,0.4311,0.0631,0.0,0.4311,0.5689,0.0631,0.9369,0.0,1.0,0.0,1.0,266,67,0.2519,1028,484,112,0.2314,0.2763,0.2764,0.7686,0.8471,0.2686,5,4,13,0.8,0.3077,0.6,0.2,10,8,29,0.8,0.2759,0.5,0.2,15,11,46,0.7333,0.2391,0.5333,0.1333,208,52,0.25,0.2376,0.2728,0.2718,0.7624,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,512,100,0.1953,0.183,0.2533,0.1935,87.0404,0.2008,0.2798,0.1905,0.2363,1.0,4-Seam,0.2665,0.1024,92.3397,1.5,149,79,10,0.1266,0.1236,VELO_BAND_1.5,0.0,0.2501,0.2644,0.25,0.2002,0.2802,0.2501,0.3488,0.2441,0.1924,0.2196,0.2511,4-Seam,0.2665,93.246,0.1527,0.2372,Changeup,0.2507,80.8479,0.2509,0.2773,Cutter,0.1438,89.7125,0.104,0.2491,Sinker,0.1422,93.2974,0.0985,0.2185,Curve,0.1069,76.0128,0.1864,0.2759,Slider,0.089,84.8349,0.3194,0.2722,93.7,56.9,36.8,6.3,0.0,0.0,43.1,6.3,0.0,43.1,56.9,6.3,93.7,0.0,100.0,0.0,100.0,25.2,23.1,27.6,27.6,76.9,84.7,26.9,30.8,27.6,23.9,60.0,50.0,53.3,20.0,20.0,13.3,25.0,23.8,27.3,27.2,76.2,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,19.5,18.3,25.3,19.3,20.1,28.0,19.1,23.6,100.0,26.6,10.2,25.0,26.4,25.0,20.0,28.0,25.0,34.9,24.4,19.2,22.0,25.1,19.2,42.9,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2026-09-03,824388,2026-09-03T17:10:00Z,Scheduled,TOR,CLE,678218,Brandon Valenzuela,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,2,0.2857,5.505,5.505,9.0,6.0,0.2514,676440,Tanner Bibee,R,1.15,0.78,0.4931,1.5,LESS,0.9369,-1485,73,87,0.2487,0.4931,0.0,0.5701,0.3668,0.063,0.0001,0.0,0.4299,0.0631,0.0001,0.4299,0.5701,0.0631,0.9369,0.0001,0.9999,0.0,1.0,188,46,0.2447,771,378,85,0.2249,0.2451,0.2714,0.7751,0.8778,0.2329,5,2,16,0.4,0.125,0.4,0.0,10,10,34,1.0,0.2941,0.5,0.3,15,14,53,0.9333,0.2642,0.5333,0.2667,135,35,0.2593,0.2451,0.261,0.2556,0.7549,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,492,92,0.187,0.2014,0.2664,0.1812,87.7057,0.1604,0.2499,0.1703,0.2225,1.0,Sinker,0.2409,0.1053,90.9348,1.5,80,39,7,0.1795,0.1525,VELO_BAND_1.5,0.0,0.2445,0.2384,0.2542,0.1934,0.2448,0.2445,0.341,0.2753,0.2487,0.2167,0.2416,Sinker,0.2409,93.1135,0.1359,0.3205,Cutter,0.2278,85.6482,0.245,0.3031,4-Seam,0.2268,93.9321,0.1495,0.2206,Changeup,0.1387,80.9063,0.3047,0.2275,Curve,0.0995,78.1175,0.2368,0.2568,Sweeper,0.0663,82.4467,0.1846,0.1967,93.7,57.0,36.7,6.3,0.0,0.0,43.0,6.3,0.0,43.0,57.0,6.3,93.7,0.0,100.0,0.0,100.0,24.5,22.5,24.5,27.1,77.5,87.8,23.3,12.5,29.4,26.4,40.0,50.0,53.3,0.0,30.0,26.7,25.9,24.5,26.1,25.6,75.5,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,18.7,20.1,26.6,18.1,16.0,25.0,17.0,22.3,100.0,24.1,10.5,24.5,23.8,25.4,19.3,24.5,24.5,34.1,27.5,24.9,21.7,24.2,24.9,28.6,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2026-09-03,824632,2026-09-03T23:15:00Z,Scheduled,MIL,CHC,596142,Gary Sánchez,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,3,0.4286,5.0,5.0033,4.01,3.0,0.4057,592332,Kevin Gausman,R,1.15,0.78,0.4878,1.5,LESS,0.9364,-1472,71,87,0.206,0.4878,0.0,0.576,0.3604,0.0634,0.0002,0.0,0.424,0.0636,0.0002,0.424,0.576,0.0636,0.9364,0.0002,0.9998,0.0,1.0,155,33,0.2129,628,236,63,0.2669,0.3217,0.2422,0.7331,0.8129,0.2347,5,5,14,1.0,0.3571,0.8,0.2,10,9,31,0.9,0.2903,0.6,0.3,15,16,48,1.0667,0.3333,0.7333,0.3333,76,19,0.25,0.2479,0.3101,0.2166,0.7521,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,472,113,0.2394,0.247,0.281,0.2032,89.0944,0.1951,0.3125,0.1726,0.2198,1.0,4-Seam,0.4987,0.26,93.9823,1.5,112,40,8,0.2,0.165,VELO_BAND_1.5,0.0,0.2267,0.2616,0.2388,0.2369,0.2738,0.2267,0.3433,0.2769,0.206,0.2115,0.2465,4-Seam,0.4987,93.9823,0.1052,0.3136,Splitter,0.3793,84.2769,0.4011,0.2535,Slider,0.1067,84.0802,0.3671,0.2327,Changeup,0.0143,83.8222,0.2308,0.2593,,,,,,,,,,,93.6,57.6,36.0,6.3,0.0,0.0,42.4,6.4,0.0,42.4,57.6,6.4,93.6,0.0,100.0,0.0,100.0,21.3,26.7,32.2,24.2,73.3,81.3,23.5,35.7,29.0,33.3,80.0,60.0,73.3,20.0,30.0,33.3,25.0,24.8,31.0,21.7,75.2,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,23.9,24.7,28.1,20.3,19.5,31.3,17.3,22.0,100.0,49.9,26.0,22.7,26.2,23.9,23.7,27.4,22.7,34.3,27.7,20.6,21.1,24.6,20.6,42.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2026-09-03,823907,2026-09-04T02:10:00Z,Scheduled,STL,LAD,699024,Leo Bernal,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,7,1,0.1429,6.0,6.0,6.0,1.0,0.1771,669373,Tarik Skubal,L,1.15,0.78,0.4902,1.5,LESS,0.9358,-1457,58,83,0.249,0.4902,0.0,0.5742,0.3616,0.0641,0.0001,0.0,0.4258,0.0642,0.0001,0.4258,0.5742,0.0642,0.9358,0.0001,0.9999,0.0,1.0,5,2,0.4,16,9,3,0.3333,0.3125,0.1667,0.6667,0.75,0.0,1,2,5,2.0,0.4,1.0,1.0,1,2,5,2.0,0.4,1.0,1.0,1,2,5,2.0,0.4,1.0,1.0,4,2,0.5,0.2857,0.2857,0.0,0.7143,0,0,0.225,0.225,0,0.115,0.115,0.285,0.285,0.285,0.755,0.825,0.115,,,,330,108,0.3273,0.3099,0.3102,0.3199,92.6068,0.1146,0.2843,0.1139,0.2409,0.3476,4-Seam,0.3476,0.0,96.876,,8,3,0,0.0,0.1039,HITTER_FASTBALL_FALLBACK,0.0,0.2416,0.2566,0.2556,0.3035,0.2326,0.2416,0.1846,0.2371,0.249,0.2062,0.2478,4-Seam,0.3476,96.8897,0.2364,0.2511,Changeup,0.2697,87.8873,0.4667,0.3439,Sinker,0.191,96.851,0.1947,0.3143,Slider,0.138,89.8469,0.241,0.3559,Curve,0.0538,80.5986,0.4545,0.3913,,,,,,93.6,57.4,36.2,6.4,0.0,0.0,42.6,6.4,0.0,42.6,57.4,6.4,93.6,0.0,100.0,0.0,100.0,40.0,33.3,31.2,16.7,66.7,75.0,0.0,40.0,40.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,28.6,28.6,0.0,71.4,22.5,22.5,11.5,11.5,28.5,28.5,28.5,75.5,82.5,11.5,32.7,31.0,31.0,32.0,11.5,28.4,11.4,24.1,34.8,34.8,0.0,24.2,25.7,25.6,30.3,23.3,24.2,18.5,23.7,24.9,20.6,24.8,24.9,14.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
