player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_pass_tds,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,projected_attempts,pass_td_rate_per_attempt,red_zone_pass_rate,goal_to_go_pass_rate,end_zone_target_rate,qb_pressure_rate,qb_interception_rate,recent_pass_td_per_game,last_5_pass_td_avg,last_10_pass_td_avg,last_15_pass_td_avg,attempt_stability,opp_pass_td_allowed_pg,opp_rz_pass_td_rate,opp_goal_to_go_pass_td_rate,opp_pressure_rate,opp_int_rate_forced,opp_pass_td_factor,preseason_usage_multiplier,data_source,simulations,model_version,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,prob_5_plus
00-0036879,Sam Ehlinger,DEN,KC,QB,QB,ACT,5.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,away,1.047,1.047,1.0,0.0,3.0,1.185,24.0,4.5,,,,,,,,,,55.0,1.207,19.85,32.74,18.81,1.68,0.826,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,59.32,27.72,11.24,4.13,1.56
00-0028986,Case Keenum,CHI,CAR,QB,QB,ACT,14.0,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,away,1.071,1.071,1.0,0.0,3.0,1.223,26.5,3.87,,,,,,0.5,0.5,0.5,0.5,55.0,1.481,24.08,36.63,11.72,1.99,1.014,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,59.22,28.56,11.91,4.61,1.85
00-0037077,Sam Howell,DAL,NYG,QB,QB,ACT,4.0,2026,REG,1,2026 REG W1,401872930,2026-09-14T00:20Z,away,1.011,1.011,1.0,0.0,3.0,1.151,28.82,3.49,,,,,,0.807,0.6,0.8,1.2,80.0,1.353,19.84,30.25,14.96,1.82,0.926,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,58.7,26.33,10.43,3.67,1.3
00-0035264,Jarrett Stidham,DEN,KC,QB,QB,ACT,7.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,away,1.011,1.011,1.0,0.0,3.0,1.159,32.33,3.88,8.41,1.87,1.87,21.5,1.87,1.0,1.0,1.0,1.0,97.4,1.207,19.85,32.74,18.81,1.68,0.826,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,58.34,26.34,10.69,3.76,1.35
00-0040234,Quinn Ewers,JAX,CLE,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,home,0.982,0.982,1.0,0.0,3.0,1.147,20.75,4.17,,,,,,0.75,0.75,0.75,0.75,75.6,1.481,26.84,40.22,18.85,1.94,1.014,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,56.71,25.96,10.22,3.52,1.23
00-0033662,Cooper Rush,ATL,PIT,QB,QB,ACT,9.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,away,0.941,0.941,1.0,0.0,2.0,1.105,24.84,3.3,,,,,,0.69,0.4,1.1,0.8,78.6,1.519,19.8,26.32,16.39,2.44,1.039,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,56.14,24.23,9.09,3.28,1.04
00-0036898,Davis Mills,HOU,BUF,QB,QB,ACT,5.0,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,home,0.963,0.963,1.0,0.0,3.0,1.157,23.72,3.16,19.6,10.4,10.0,10.8,0.4,0.717,1.0,0.5,0.467,53.6,1.362,21.82,31.69,16.87,2.66,0.932,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,55.23,25.26,10.24,3.79,1.22
00-0035993,Tyler Huntley,BAL,IND,QB,QB,ACT,6.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,away,0.921,0.921,1.0,0.0,2.0,1.096,21.12,3.51,20.69,8.62,5.17,21.55,0.0,0.604,0.6,0.6,0.615,77.8,1.412,20.37,28.68,14.9,2.4,0.966,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,55.23,23.37,9.24,3.02,0.94
00-0034771,Mason Rudolph,PIT,ATL,QB,QB,ACT,8.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,home,0.872,0.872,1.0,0.0,2.0,1.069,15.94,4.11,12.0,4.57,4.0,12.0,1.71,0.679,0.4,0.9,0.933,59.0,1.667,21.27,31.53,14.65,2.01,1.141,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,53.07,22.23,7.97,2.81,0.86
00-0028118,Tyrod Taylor,GB,MIN,QB,QB,ACT,15.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,away,0.865,0.865,1.0,0.0,2.0,1.07,23.02,3.94,,,,,,0.862,0.8,1.0,0.867,68.9,1.231,17.36,30.0,16.56,2.3,0.843,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,52.57,22.06,7.9,2.71,0.9
00-0035704,Drew Lock,SEA,NE,QB,QB,ACT,7.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,home,0.842,0.842,1.0,0.0,2.0,1.036,25.73,3.59,6.98,1.16,0.0,8.14,3.49,0.998,1.2,0.9,0.75,64.6,1.345,23.46,32.8,13.76,1.68,0.921,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,52.46,21.22,7.12,2.37,0.81
00-0039376,Spencer Rattler,NO,DET,QB,QB,ACT,2.0,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,away,0.817,0.817,1.0,0.0,2.0,1.024,26.44,2.72,8.94,3.42,3.04,14.07,1.9,0.725,0.6,0.9,0.733,76.7,1.545,18.75,27.63,16.96,2.35,1.058,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,51.21,20.39,7.03,2.21,0.66
00-0033869,Mitchell Trubisky,TEN,NYJ,QB,QB,ACT,9.0,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,home,0.818,0.818,1.0,0.0,2.0,1.047,11.93,5.61,,,,,,0.972,1.2,0.8,0.769,37.5,1.431,22.22,32.77,14.4,1.43,0.98,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,50.35,20.65,7.32,2.29,0.82
00-0040398,Brady Cook,MIA,LV,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,away,0.725,0.725,0.0,0.0,2.0,0.939,30.6,2.28,,,,,,0.4,0.4,0.4,0.4,90.8,1.431,21.6,33.08,14.23,1.74,0.98,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,48.27,16.91,5.29,1.46,0.36
00-0040206,Riley Leonard,IND,BAL,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,home,0.735,0.735,0.0,0.0,2.0,0.969,13.4,4.04,24.29,14.29,12.86,11.43,4.29,0.4,0.4,0.4,0.4,31.8,1.291,15.77,20.78,16.46,1.89,0.884,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,47.76,17.64,5.71,1.79,0.46
00-0036945,Justin Fields,KC,DEN,QB,QB,ACT,5.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,home,0.735,0.735,0.0,0.0,2.0,0.964,20.41,3.33,,,,,,0.66,0.6,0.7,0.733,65.3,1.37,18.15,26.24,19.72,1.85,0.938,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,47.67,17.69,5.9,1.67,0.46
00-0035289,Gardner Minshew,ARI,LAC,QB,QB,ACT,7.0,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,away,0.722,0.722,0.0,0.0,2.0,0.951,24.73,2.96,,,,,,0.66,0.6,0.7,0.667,70.9,1.283,16.88,26.92,15.35,2.39,0.878,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,47.39,17.34,5.32,1.58,0.45
00-0038476,Tommy DeVito,NE,SEA,QB,QB,ACT,3.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,away,0.717,0.717,0.0,0.0,2.0,0.942,20.14,3.71,,,,,,0.422,0.0,0.8,0.727,76.0,1.333,18.31,29.01,16.95,2.23,0.913,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,47.21,17.25,5.33,1.54,0.31
00-0039164,Anthony Richardson,IND,BAL,QB,QB,ACT,3.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,home,0.649,0.649,0.0,0.0,2.0,0.885,20.98,3.31,8.82,3.74,3.74,15.51,3.48,0.589,0.6,0.5,0.667,68.9,1.291,15.77,20.78,16.46,1.89,0.884,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,44.56,14.84,4.07,1.09,0.27
00-0038128,Malik Willis,MIA,LV,QB,QB,ACT,4.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,away,0.578,0.578,0.0,0.0,2.0,0.857,9.13,5.3,,,,,,0.586,0.6,0.6,0.545,52.5,1.431,21.6,33.08,14.23,1.74,0.98,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,39.94,12.77,3.84,0.9,0.23
00-0037013,Zach Wilson,NO,DET,QB,QB,ACT,5.0,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,away,0.546,0.546,0.0,0.0,2.0,0.808,18.44,2.4,,,,,,0.433,0.4,0.4,0.533,58.4,1.545,18.75,27.63,16.96,2.35,1.058,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,39.42,11.22,2.97,0.76,0.18
00-0033949,Joshua Dobbs,DET,NO,QB,QB,ACT,9.0,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,home,0.551,0.551,0.0,0.0,2.0,0.827,16.11,3.32,,,,,,0.519,0.4,0.5,0.733,48.9,1.294,17.86,31.58,13.46,2.38,0.886,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,39.08,11.68,3.22,0.83,0.21
00-0038416,Tyson Bagent,CHI,CAR,QB,QB,ACT,3.0,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,away,0.376,0.376,0.0,0.0,1.0,0.653,12.62,2.82,12.9,4.52,4.52,9.68,3.87,0.183,0.0,0.333,0.333,48.3,1.481,24.08,36.63,11.72,1.99,1.014,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,29.57,6.58,1.18,0.21,0.01
00-0037012,Trey Lance,LAC,ARI,QB,QB,ACT,5.0,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,home,0.346,0.346,0.0,0.0,1.0,0.626,15.89,2.5,6.35,1.59,0.0,14.29,1.59,0.0,0.0,0.0,0.0,31.2,1.627,22.48,33.58,11.88,1.74,1.114,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,27.65,5.7,1.06,0.16,0.0
00-0038102,Kenny Pickett,CAR,CHI,QB,QB,ACT,4.0,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,home,0.257,0.257,0.0,0.0,1.0,0.531,9.84,1.97,,,,,,0.235,0.2,0.3,0.2,39.7,1.585,21.8,35.77,14.98,3.01,1.085,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,21.77,3.41,0.46,0.08,0.0
00-0034577,Kyle Allen,BUF,HOU,QB,QB,ACT,8.0,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,away,0.045,0.045,0.0,0.0,0.0,0.214,1.5,3.6,,,,,,0.0,0.0,0.0,0.0,55.0,1.333,20.81,30.61,17.18,2.97,0.913,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,4.44,0.11,0.0,0.0,0.0
