rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,expected_pa,starter_pa_share,bullpen_k_pa_pct,pp_goblin_line,pp_standard_line,pp_devil_line,dk_goblin_line,dk_standard_line,dk_devil_line,fd_goblin_line,fd_standard_line,fd_devil_line,dk_standard_over_odds,dk_standard_under_odds,fd_standard_over_odds,fd_standard_under_odds,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw_pct,velo_band_source,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
1,2026-09-13,822928,TB,HOU,663611,Nick Madrigal,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,7.01,669713,Hayden Wesneski,R,1.15,0.78,22.9,,,,,,,,,,,,,,0.3314,1.5,LESS,97.0,-3269,63,85,0.2,0.2,0.1333,20.0,20.0,13.3,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,37,5.4,20.0,22.7,27.1,Sweeper,29.7,12.5,9.3,26.6,92.1021,1.5,47,24,1,4.2,VELO_BAND_1.5,30.2,69.8,3.0,97.0,0.0,100.0,0.0,100.0,69.8,27.2,3.0,0.0,0.0
2,2026-09-13,823815,LAD,MIA,500743,Miguel Rojas,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,8.01,691587,Eury Pérez,R,1.15,0.78,21.5,,,,,,,,,,,,,,0.3574,1.5,LESS,96.7,-2967,69,86,0.2,0.3,0.3333,20.0,30.0,26.7,0.0,0.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,42,9.5,25.8,27.4,26.0,4-Seam,31.0,5.5,11.4,23.7,98.0433,1.5,35,20,2,10.0,VELO_BAND_1.5,32.5,67.5,3.3,96.7,0.0,100.0,0.0,100.0,67.5,29.2,3.3,0.0,0.0
3,2026-09-13,822682,LAA,WSH,623168,Tyler Heineman,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,9.0,663623,Jake Irvin,R,1.15,0.78,20.2,,,,,,,,,,,,,,0.3644,1.5,LESS,96.5,-2754,67,86,0.4,0.3,0.2667,20.0,20.0,20.0,20.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,91,11.0,21.2,20.1,25.2,4-Seam,32.8,10.4,12.7,25.7,92.851,1.5,59,27,5,18.5,VELO_BAND_1.5,32.9,67.1,3.5,96.5,0.0,100.0,0.0,100.0,67.1,29.4,3.5,0.0,0.0
4,2026-09-13,823008,CWS,STL,700337,Edgar Quero,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,2,28.6,4.01,700241,Michael McGreevy,R,1.15,0.78,20.7,,,,,,,,,,,,,,0.3772,1.5,LESS,96.2,-2560,69,86,0.2,0.2,0.2,20.0,20.0,20.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,60,18.3,15.8,17.7,24.5,4-Seam,24.8,13.8,12.4,23.7,90.8448,1.5,35,16,0,0.0,VELO_BAND_1.5,34.0,66.0,3.8,96.2,0.0,100.0,0.0,100.0,66.0,30.2,3.7,0.0,0.0
5,2026-09-13,824628,PIT,CHC,693304,Nick Gonzales,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,4,57.1,6.0,571510,Matthew Boyd,L,1.15,0.78,20.7,,,,,,,,,,,,,,0.3716,1.5,LESS,96.2,-2523,80,89,0.2,0.3,0.4,20.0,30.0,33.3,0.0,0.0,6.7,4,0,0.0,20.7,6,0.0,16.7,0.0,100.0,100.0,11.5,0.0623,132,12.9,15.7,18.1,25.9,4-Seam,41.2,13.6,19.0,22.5,92.8355,1.5,287,142,23,16.2,VELO_BAND_1.5,33.3,66.7,3.8,96.2,0.0,100.0,0.0,100.0,66.7,29.5,3.8,0.0,0.0
6,2026-09-13,822928,TB,HOU,663743,Nick Fortes,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,4.03,669713,Hayden Wesneski,R,1.15,0.78,22.9,,,,,,,,,,,,,,0.3743,1.5,LESS,96.2,-2507,68,86,0.8,0.6,0.4667,80.0,60.0,46.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,94,12.8,20.0,22.7,27.1,Sweeper,29.7,8.3,11.0,26.3,92.1021,1.5,90,39,4,10.3,VELO_BAND_1.5,33.6,66.4,3.8,96.2,0.0,100.0,0.0,100.0,66.4,29.8,3.8,0.0,0.0
7,2026-09-13,824869,PHI,ATL,665561,Rafael Marchán,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,3.01,656550,Grant Holmes,R,1.15,0.78,22.5,,,,,,,,,,,,,,0.3782,1.5,LESS,96.2,-2499,66,85,0.2,0.2,0.2308,20.0,20.0,23.1,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,24,4.2,18.7,25.3,26.8,Slider,33.6,37.5,12.8,27.2,93.2564,1.5,32,16,1,6.2,VELO_BAND_1.5,34.0,66.0,3.8,96.2,0.0,100.0,0.0,100.0,66.0,30.1,3.8,0.0,0.0
8,2026-09-13,822928,TB,HOU,680700,Richie Palacios,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,4,57.1,8.0,669713,Hayden Wesneski,R,1.15,0.78,22.9,,,,,,,,,,,,,,0.3911,1.5,LESS,96.0,-2430,75,88,0.4,0.3,0.4,20.0,20.0,26.7,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,238,15.1,20.0,22.7,27.1,Sweeper,29.7,28.0,15.7,26.3,92.1021,1.5,179,84,9,10.7,VELO_BAND_1.5,35.1,64.9,4.0,96.0,0.0,100.0,0.0,100.0,64.9,31.2,3.9,0.0,0.0
9,2026-09-13,824225,COL,DET,664954,Brett Sullivan,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,7.0,695549,Jackson Jobe,R,1.15,0.7716,21.5,,,,,,,,,,,,,,0.3856,1.5,LESS,96.0,-2418,66,85,0.6,0.6,0.5333,40.0,40.0,40.0,20.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,111,17.1,20.8,15.9,21.1,4-Seam,36.3,8.1,11.1,24.9,97.0913,1.5,80,37,2,5.4,VELO_BAND_1.5,34.6,65.4,4.0,96.0,0.0,100.0,0.0,100.0,65.4,30.6,4.0,0.0,0.0
10,2026-09-13,825033,TEX,AZ,670032,Nicky Lopez,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,8.0,593958,Eduardo Rodriguez,L,1.15,0.78,18.4,,,,,,,,,,,,,,0.3902,1.5,LESS,95.9,-2320,72,87,0.4,0.2,0.2667,40.0,20.0,26.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,55,12.7,18.6,20.4,24.3,4-Seam,40.7,14.9,15.3,26.0,91.3614,1.5,126,68,7,10.3,VELO_BAND_1.5,34.9,65.1,4.1,95.9,0.0,100.0,0.0,100.0,65.1,30.7,4.1,0.0,0.0
