player_id,player_name,team,opponent,position,depth_chart_position,status,season,season_type,week,target_slate,game_id,game_date,home_away,projected_fg_made,projected_fg_attempts,fg_make_rate,fg_make_rate_weather_adjusted,fg_weather_stadium,fg_weather_stadium_type,fg_weather_roof,fg_weather_temperature_f,fg_weather_humidity_pct,fg_weather_pressure_hpa,fg_weather_elevation_ft,fg_weather_wind_mph,fg_weather_gust_mph,fg_weather_wind_direction_deg,fg_weather_field_bearing_deg,fg_weather_crosswind_mph,fg_weather_headwind_mph,fg_weather_gust_crosswind_mph,fg_weather_gust_headwind_mph,fg_weather_precip_pct,fg_weather_precip_in,fg_weather_rating,fg_weather_multiplier,fg_weather_short_multiplier,fg_weather_mid_multiplier,fg_weather_long_multiplier,fg_weather_extreme_multiplier,fg_weather_risk,fg_1_19_make_pct_5y,fg_1_19_attempts_5y,fg_1_19_makes_5y,fg_20_29_make_pct_5y,fg_20_29_attempts_5y,fg_20_29_makes_5y,fg_30_39_make_pct_5y,fg_30_39_attempts_5y,fg_30_39_makes_5y,fg_40_49_make_pct_5y,fg_40_49_attempts_5y,fg_40_49_makes_5y,fg_50_59_make_pct_5y,fg_50_59_attempts_5y,fg_50_59_makes_5y,fg_60_plus_make_pct_5y,fg_60_plus_attempts_5y,fg_60_plus_makes_5y,fg_distance_identity_source,fg_1_19_source,fg_20_29_source,fg_30_39_source,fg_40_49_source,fg_50_59_source,fg_60_plus_source,recent_fg_made_pg,recent_fg_attempts_pg,kicker_role_stability,historical_kicking_games,preseason_usage_multiplier,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,data_source,simulations,model_version,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,prob_5_plus
00-0039172,Jake Bates,DET,WAS,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,1.651,2.02,80.91,81.92,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,100.0,10,10,100.0,18,18,84.21,19,16,66.67,15,10,0.0,2,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.75,2.203,66.1,32,0.915,1.651,1.0,0.0,3.0,1.289,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,80.66,49.01,23.0,8.84,2.71
00-0038905,Blake Grupe,IND,ATL,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,home,1.633,2.04,78.95,79.94,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,92.0,25,23,89.66,29,26,75.0,24,18,72.0,25,18,50.0,2,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.823,2.227,71.9,45,0.915,1.633,1.0,0.0,3.0,1.283,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,80.31,48.36,22.6,8.53,2.65
00-0036854,Evan McPherson,CIN,CHI,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,home,1.553,1.87,82.31,83.34,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,100.0,1,1,96.77,31,30,100.0,37,37,80.85,47,38,70.45,44,31,50.0,2,1,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.847,2.047,62.3,42,0.915,1.553,1.0,0.0,3.0,1.248,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,78.56,46.17,20.47,7.36,2.12
00-0035192,Joey Slye,TEN,SEA,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,home,1.4,1.79,77.04,78.0,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,100.0,1,1,93.75,32,30,94.12,34,32,76.19,42,32,72.73,33,24,40.0,5,2,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.53,1.953,66.8,45,0.915,1.4,1.0,0.0,3.0,1.188,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,75.18,40.7,16.72,5.54,1.48
00-0036162,Tyler Bass,BUF,CLE,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,1.374,1.62,83.82,84.87,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,94.44,36,34,90.91,44,40,72.22,36,26,72.22,18,13,100.0,1,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.583,1.767,69.3,35,0.915,1.374,1.0,0.0,3.0,1.175,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,74.68,39.84,15.95,5.16,1.41
00-0038428,Andre Szmyt,CLE,BUF,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,1.339,1.53,86.93,88.02,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,100.0,4,4,90.91,11,10,83.33,6,5,83.33,6,5,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.563,1.677,76.0,16,0.915,1.339,1.0,0.0,3.0,1.161,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,73.69,38.56,15.43,4.66,1.22
00-0033787,Jake Elliott,PHI,NE,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,away,1.318,1.65,79.38,80.37,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,100.0,36,36,94.34,53,50,82.61,46,38,62.5,32,20,50.0,2,1,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,1.32,1.8,65.7,52,0.915,1.318,1.0,0.0,3.0,1.153,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,73.17,37.83,14.7,4.56,1.24
00-0040279,Ryan Fitzgerald,CAR,JAX,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,away,1.252,1.48,83.56,84.6,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,100.0,6,6,88.89,9,8,90.0,10,9,40.0,5,2,,0,0,PLAYER_ID,NO_SAMPLE,PLAYER_ID,PLAYER_ID,PLAYER_ID,PLAYER_ID,NO_SAMPLE,1.3,1.62,68.8,18,0.915,1.252,1.0,0.0,3.0,1.126,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,71.21,35.5,13.26,3.97,0.97
00-0038748,B.T. Potter,TB,KC,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,home,1.211,1.42,84.0,85.05,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,,,55.0,0,0.915,1.211,1.0,0.0,3.0,1.101,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,70.21,34.16,12.27,3.51,0.81
00-0041182,Drew Stevens,WAS,DET,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,away,1.209,1.42,84.0,85.05,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,,,55.0,0,0.915,1.209,1.0,0.0,3.0,1.097,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,70.16,34.14,12.23,3.41,0.78
00-0041145,Dominic Zvada,NYG,MIA,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYG_MIA,,away,1.206,1.42,84.0,85.05,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,,,55.0,0,0.915,1.206,1.0,0.0,3.0,1.102,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,70.04,33.84,12.18,3.56,0.86
00-0041582,Kansei Matsuzawa,LV,HOU,K,K,E14,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,away,1.201,1.42,84.0,85.05,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,,,55.0,0,0.915,1.201,1.0,0.0,3.0,1.094,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,69.96,33.72,12.09,3.38,0.72
00-0040899,Trey Smack,GB,DEN,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,away,1.206,1.42,84.0,85.05,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,,,55.0,0,0.915,1.206,1.0,0.0,3.0,1.102,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,69.89,33.87,12.36,3.48,0.8
00-0041174,Gabriel Plascencia,CHI,CIN,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CHI_CIN,,away,1.205,1.42,84.0,85.05,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,,,55.0,0,0.915,1.205,1.0,0.0,3.0,1.103,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,69.86,33.98,12.16,3.43,0.86
00-0041333,Mason Shipley,NO,LAR,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,away,1.203,1.42,84.0,85.05,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,,,55.0,0,0.915,1.203,1.0,0.0,3.0,1.104,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,69.74,33.83,12.24,3.51,0.85
00-0041262,Laith Marjan,PIT,NYJ,K,K,ACT,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,home,1.199,1.42,84.0,85.05,,OUTDOOR,OUTDOOR,,,,,,,,,,,,,,,96.0,1.0125,1.0048,1.0084,1.0144,1.0216,FAVORABLE,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,LEAGUE_FALLBACK,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,NO_SAMPLE,,,55.0,0,0.915,1.199,1.0,0.0,3.0,1.098,ADVANCED_FG_MADE,50000,NFL_FG_MADE_V1,69.67,33.8,12.01,3.44,0.76
