player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_pass_tds,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,prob_0_5_plus,prob_1_plus,prob_1_5_plus,prob_2_plus,prob_2_5_plus,prob_3_plus,prob_3_5_plus,prob_4_plus,prob_4_5_plus
00-0041149,Haynes King,CAR,ARI,QB,QB,ACT,0.0,2026,PRE,0,2026 PRE W0,2026_HOF_CAR_ARI,2026-08-06T17:00:00-07:00,away,0.881,0.881,1.0,0.0,2.0,1.175,0,,,,,,0.62,1.15,TEAM_LEAGUE_PRIOR,100000,NFL_PASS_TD_V1,50.03,50.03,22.34,22.34,9.41,9.41,3.87,3.87,1.58
00-0039150,Bryce Young,CAR,ARI,QB,QB,ACT,3.0,2026,PRE,0,2026 PRE W0,2026_HOF_CAR_ARI,2026-08-06T17:00:00-07:00,away,0.772,0.772,0.0,0.0,2.0,1.229,46,1.6,1.3,1.467,1.438,27.0,0.48,1.15,PLAYER_HISTORY,100000,NFL_PASS_TD_V1,41.21,41.21,18.98,18.98,9.03,9.03,4.36,4.36,2.12
00-0035251,Will Grier,CAR,ARI,QB,QB,ACT,7.0,2026,PRE,0,2026 PRE W0,2026_HOF_CAR_ARI,2026-08-06T17:00:00-07:00,away,0.675,0.675,0.0,0.0,2.0,1.118,0,,,,,,0.48,1.15,TEAM_LEAGUE_PRIOR,100000,NFL_PASS_TD_V1,38.37,38.37,16.29,16.29,7.14,7.14,3.24,3.24,1.49
00-0038102,Kenny Pickett,CAR,ARI,QB,QB,ACT,4.0,2026,PRE,0,2026 PRE W0,2026_HOF_CAR_ARI,2026-08-06T17:00:00-07:00,away,0.145,0.145,0.0,0.0,1.0,0.416,22,0.2,0.3,0.267,0.167,8.6,0.48,1.15,PLAYER_HISTORY,100000,NFL_PASS_TD_V1,12.37,12.37,1.8,1.8,0.25,0.25,0.04,0.04,0.0
