Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
11,2026-08-13,823995,2026-08-14T02:07:00Z,Scheduled,Angel Stadium,Texas Rangers @ Los Angeles Angels,Home,642350,Jose Siri,Los Angeles Angels,Texas Rangers,CF,R,No,,67,144,130,34,8,0,7,24,21,9,2,45,0.262,0.317,0.485,0.802,12,29,27,7,2,0.259,0.069,23,48,44,12,2,0.273,0.0417,171,55,7.1,28.3,48.7,29.9,20.6,16.4,26.7,50.4,26.5,6.5,5.3,6.5,55.4,82.1,17.5,0.708,70.8,95.3,111.5,39.1,12.1,10.2,49.6,42.0,Below Average,2.5,Pull Power,A,Excellent HR swing plane,42.0,Below Average,0.978,Good,7.3,53.3,95.5,0.749,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.28,3.28,Positive regression,Below Average Pull Power profile. 7.1% barrel rate; 82.1 mph average exit velocity; 26.7% air-ball rate; 50.4% pull-air rate; 6.5% HR-launch rate.,0.0486,0.0411,4.09,9,3,18.6,0.48,48.5,Recently homered,594798,Jacob deGrom,R,RHB vs RHP,22,22,118.2,3.87,1.13,17,1.29,10.92,2.28,623,5.0,26.0,14.3,46.6,31.8,84.1,95.5,114.9,0.585,17,59.8,99.4,0.786,5.1,4-Seam Fastball,R,RHB vs RHP,35.7,73,0.308,0.352,0.477,0.829,2,4,17,0.0274,6.0,0.551,201,0.0299,4.0,0.556,0,0,0,0/0,,,,,0,0,0,47.0,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,446,4-Seam Fastball,41.03139013452915,183,Slider,39.46188340807175,176,Curveball,8.52017937219731,38,Changeup,6.726457399103139,30.0,Sinker,4.260089686098655,19.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.02,0.975,53.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,35.7,39.7,59.8,56.8,50.0,45.0,50.5,5.62,1.152,1.03,0.985,1.0,0.978,0.978,1.0,15.76,11.08,66.1,29.3,F,Lineup unconfirmed,,,,,,
12,2026-08-13,822696,2026-08-13T20:05:00Z,Scheduled,Nationals Park,Chicago Cubs @ Washington Nationals,Home,665953,Andrés Chaparro,Washington Nationals,Chicago Cubs,1B,R,No,,51,121,102,23,8,0,6,20,28,15,4,28,0.225,0.347,0.48,0.827,11,31,25,6,1,0.24,0.0323,20,56,48,14,5,0.292,0.0893,138,65,8.4,36.7,54.6,30.6,14.8,16.8,25.7,59.6,28.1,10.9,8.4,10.9,64.6,84.9,19.2,0.699,72.0,98.4,112.1,43.0,16.8,15.8,52.6,55.2,Average,3.0,Pull Power,A,Excellent HR swing plane,55.2,Average,1.015,Good,9.2,61.1,99.9,0.767,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.88,4.88,Strong positive regression,Average Pull Power profile. 8.4% barrel rate; 84.9 mph average exit velocity; 25.7% air-ball rate; 59.6% pull-air rate; 10.9% HR-launch rate.,0.0496,0.0408,4.09,23,10,17.0,1.35,135.3,Above normal drought,592332,Kevin Gausman,R,RHB vs RHP,24,24,134.1,4.29,1.26,16,1.07,8.78,2.48,772,4.4,23.2,13.0,39.5,31.3,81.3,94.3,112.4,0.528,16,48.4,99.9,0.611,8.2,4-Seam Fastball,R,RHB vs RHP,50.4,18,0.412,0.444,0.882,1.327,2,0,5,0.1111,12.0,0.682,246,0.0366,5.3,0.584,0,0,0,0/0,,,,,0,0,0,49.6,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,481,4-Seam Fastball,51.975051975051976,250,Split-Finger,37.83783783783784,182,Slider,10.187110187110187,49,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.997,0.969,61.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.4,29.4,48.4,69.8,50.0,45.0,50.0,5.52,1.107,0.995,0.985,1.0,1.015,1.015,1.035,15.68,10.75,65.1,31.7,D,Lineup unconfirmed,,,,,,
13,2026-08-13,823915,2026-08-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,Milwaukee Brewers @ Los Angeles Dodgers,Home,571970,Max Muncy,Los Angeles Dodgers,Milwaukee Brewers,3B,L,No,,111,418,366,91,17,1,22,62,56,48,4,106,0.249,0.342,0.481,0.823,11,38,34,7,1,0.206,0.0263,22,82,73,15,5,0.205,0.061,504,100,8.0,27.2,64.6,15.8,19.7,16.0,24.9,62.5,26.8,9.3,6.2,9.3,58.3,83.7,18.8,0.637,69.4,95.8,110.0,15.3,14.1,3.7,46.2,39.7,Below Average,2.5,Pull Power,A,Excellent HR swing plane,39.7,Below Average,0.971,Good,7.0,66.7,95.1,0.602,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.0,15.0,Strong positive regression,Below Average Pull Power profile. 8.0% barrel rate; 83.7 mph average exit velocity; 24.9% air-ball rate; 62.5% pull-air rate; 9.3% HR-launch rate.,0.0526,0.048,4.09,18,6,16.6,1.08,108.2,Near normal interval,675660,Shane Drohan,L,LHB vs LHP,23,13,93.0,3.87,1.25,9,0.87,9.0,2.71,463,5.6,26.1,16.8,38.6,31.3,82.3,95.1,113.6,0.492,9,63.8,100.0,0.748,9.0,4-Seam Fastball,L,LHB vs LHP,39.7,96,0.253,0.323,0.506,0.829,6,7,28,0.0625,6.7,0.611,116,0.0,5.5,0.469,1,1,0,0/1,0.0,0.0,0.0,0.0,0,0,0,49.7,Neutral Matchup,Average,47.5,5,Pitch-level Statcast · last 5 MLB games,445,4-Seam Fastball,27.640449438202246,123,Slider,20.0,89,Sinker,19.10112359550562,85,Curveball,13.932584269662922,62.0,Cutter,13.258426966292134,59.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.028,0.981,54.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,39.7,33.3,63.8,55.4,50.0,45.0,49.8,5.49,0.949,0.963,0.985,1.0,0.971,0.971,1.0,18.23,10.32,83.6,32.3,D,Lineup unconfirmed,Changeup,6.067415730337078,27.0,,,
14,2026-08-13,824561,2026-08-13T18:10:00Z,Scheduled,Rate Field,Cincinnati Reds @ Chicago White Sox,Away,553993,Eugenio Suárez,Cincinnati Reds,Chicago White Sox,DH,R,No,,88,350,314,64,14,0,17,30,44,32,3,128,0.204,0.283,0.411,0.694,10,38,32,7,3,0.219,0.0789,21,83,74,14,6,0.189,0.0723,379,91,8.1,22.7,54.0,21.3,22.9,16.5,26.7,53.4,29.9,7.8,5.3,7.8,65.2,83.6,18.6,0.66,69.1,94.3,111.0,16.9,11.3,4.0,48.8,39.3,Below Average,2.5,Pull Power,A,Excellent HR swing plane,39.3,Below Average,0.97,Good,11.0,54.2,94.8,0.775,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,26.65,9.65,Strong positive regression,Below Average Pull Power profile. 8.1% barrel rate; 83.6 mph average exit velocity; 26.7% air-ball rate; 53.4% pull-air rate; 7.8% HR-launch rate.,0.0486,0.0443,3.99,4,1,18.5,0.22,21.7,Very recent HR,663436,Davis Martin,R,RHB vs RHP,23,23,123.0,4.17,1.33,10,0.73,7.9,2.78,689,4.8,27.7,11.3,41.1,31.3,83.4,96.4,117.2,0.545,10,54.6,98.4,0.682,7.7,4-Seam Fastball,R,RHB vs RHP,34.4,266,0.212,0.286,0.421,0.707,13,22,91,0.0489,6.4,0.565,214,0.014,3.0,0.49,3,2,1,1/2,0.5,0.667,2.0,2.667,1,1,1,46.1,Neutral Matchup,Average,57.5,5,Pitch-level Statcast · last 5 MLB games,393,4-Seam Fastball,29.516539440203562,116,Sinker,21.374045801526716,84,Curveball,17.048346055979643,67,Cutter,11.195928753180661,44.0,Changeup,10.687022900763358,42.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.009,0.973,53.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,34.4,34.9,54.6,63.6,50.0,45.0,49.0,5.33,1.285,0.941,0.985,1.0,0.97,0.97,0.98,16.55,11.15,83.6,30.2,D,Lineup unconfirmed,Slider,10.178117048346056,40.0,,,
15,2026-08-13,824561,2026-08-13T18:10:00Z,Scheduled,Rate Field,Cincinnati Reds @ Chicago White Sox,Away,668709,JJ Bleday,Cincinnati Reds,Chicago White Sox,LF,L,No,,91,381,322,71,12,1,20,45,47,54,2,83,0.22,0.334,0.45,0.784,11,45,37,6,2,0.162,0.0444,24,97,82,13,4,0.159,0.0412,465,113,6.2,24.6,51.9,26.8,20.8,18.4,30.6,54.4,32.1,7.8,5.5,7.8,65.3,83.2,23.6,0.617,72.1,95.4,111.6,32.7,13.3,9.0,52.1,42.1,Below Average,2.5,Pull Power,A-,Elevated power plane,42.1,Below Average,0.978,Good,5.3,50.0,94.9,0.63,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,27.13,7.13,Strong positive regression,Below Average Pull Power profile. 6.2% barrel rate; 83.2 mph average exit velocity; 30.6% air-ball rate; 54.4% pull-air rate; 7.8% HR-launch rate.,0.0525,0.0476,4.05,18,5,16.1,1.12,111.8,Near normal interval,663436,Davis Martin,R,LHB vs RHP,23,23,123.0,4.17,1.33,10,0.73,7.9,2.78,689,4.8,27.7,11.3,41.1,31.3,83.4,96.4,117.2,0.545,10,54.7,98.4,0.663,8.7,4-Seam Fastball,L,LHB vs RHP,46.7,279,0.232,0.353,0.476,0.829,15,42,59,0.0538,7.3,0.656,305,0.023,5.9,0.583,9,8,1,1/8,0.125,0.222,0.5,0.722,1,1,1,50.5,Neutral Matchup,Average,51.9,5,Pitch-level Statcast · last 5 MLB games,393,4-Seam Fastball,29.516539440203562,116,Sinker,21.374045801526716,84,Curveball,17.048346055979643,67,Cutter,11.195928753180661,44.0,Changeup,10.687022900763358,42.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.009,0.973,56.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,46.7,34.9,54.7,49.4,50.0,45.0,48.9,5.3,0.961,0.941,1.025,1.0,0.978,0.978,1.0,17.92,10.15,84.8,31.8,D,Lineup unconfirmed,Slider,10.178117048346056,40.0,,,
16,2026-08-13,823995,2026-08-14T02:07:00Z,Scheduled,Angel Stadium,Texas Rangers @ Los Angeles Angels,Home,545361,Mike Trout,Los Angeles Angels,Texas Rangers,CF,R,No,,102,456,367,88,16,0,20,68,44,82,6,116,0.24,0.386,0.447,0.833,12,51,43,9,2,0.209,0.0392,24,102,84,21,2,0.25,0.0196,528,116,6.4,22.6,37.5,28.2,34.0,15.6,26.7,37.1,28.5,6.8,4.3,6.8,52.2,81.8,21.1,0.686,72.8,94.4,113.2,47.9,10.4,11.8,39.2,36.5,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,36.5,Below Average,0.962,Good,2.6,26.7,93.0,0.557,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,28.13,8.13,Strong positive regression,Below Average Contact-First Profile profile. 6.4% barrel rate; 81.8 mph average exit velocity; 26.7% air-ball rate; 37.1% pull-air rate; 6.8% HR-launch rate.,0.0439,0.0414,4.17,8,2,18.4,0.44,43.6,Recently homered,594798,Jacob deGrom,R,RHB vs RHP,22,22,118.2,3.87,1.13,17,1.29,10.92,2.28,623,5.0,26.0,14.3,46.6,31.8,84.1,95.5,114.9,0.585,17,76.1,99.4,0.858,10.0,4-Seam Fastball,R,RHB vs RHP,48.6,330,0.214,0.364,0.429,0.792,15,58,88,0.0455,8.6,0.776,201,0.0299,4.0,0.556,11,6,2,2/6,0.333,0.545,0.333,0.878,0,4,3,58.1,Slight Hitter Advantage,Above average,47.7,5,Pitch-level Statcast · last 5 MLB games,446,4-Seam Fastball,41.03139013452915,183,Slider,39.46188340807175,176,Curveball,8.52017937219731,38,Changeup,6.726457399103139,30.0,Sinker,4.260089686098655,19.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.052,0.975,49.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,48.6,39.7,76.1,17.6,50.0,45.0,48.8,5.3,0.894,1.03,0.985,1.0,0.962,0.962,1.0,16.16,9.47,85.0,29.8,F,Lineup unconfirmed,,,,,,
17,2026-08-13,823669,2026-08-13T23:30:00Z,Scheduled,Field of Dreams,Philadelphia Phillies @ Minnesota Twins,Home,668904,Royce Lewis,Minnesota Twins,Philadelphia Phillies,1B,R,No,,87,357,319,78,19,1,13,44,43,32,3,91,0.245,0.317,0.433,0.75,12,52,50,20,3,0.4,0.0577,24,101,91,28,3,0.308,0.0297,420,127,7.2,29.5,49.1,29.2,21.7,15.8,29.0,57.6,31.3,7.3,4.9,7.3,39.5,84.5,20.9,0.604,73.0,97.0,111.6,53.2,13.6,14.3,68.9,46.5,Below Average,3.0,Pull Power,A-,Elevated power plane,46.5,Below Average,0.99,Good,6.3,52.8,98.3,0.642,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,27.7,14.7,Strong positive regression,Below Average Pull Power profile. 7.2% barrel rate; 84.5 mph average exit velocity; 29.0% air-ball rate; 57.6% pull-air rate; 7.3% HR-launch rate.,0.0364,0.0353,3.99,27,6,24.5,1.1,110.0,Near normal interval,605400,Aaron Nola,R,RHB vs RHP,24,24,125.0,5.47,1.45,29,2.09,9.29,3.1,671,6.6,26.4,15.8,47.4,29.8,81.9,95.8,113.9,0.577,29,28.7,99.6,0.46,5.9,Knuckle Curve,R,RHB vs RHP,43.9,256,0.237,0.309,0.412,0.721,9,23,69,0.0352,6.3,0.549,204,0.0539,6.8,0.568,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,0,38.3,Slight Pitcher Advantage,Below average,42.5,5,Pitch-level Statcast · last 5 MLB games,469,Knuckle Curve,28.571428571428573,134,Changeup,25.15991471215352,118,4-Seam Fastball,24.520255863539447,115,Sinker,14.925373134328359,70.0,Cutter,6.609808102345416,31.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.957,0.991,56.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,43.9,46.5,28.7,60.3,50.0,45.0,48.7,5.27,1.111,1.158,0.985,1.0,0.99,0.99,1.0,13.36,9.98,85.0,31.0,D,Lineup unconfirmed,Slider,0.21321961620469082,1.0,,,
18,2026-08-13,823508,2026-08-13T17:35:00Z,Scheduled,Yankee Stadium,Seattle Mariners @ New York Yankees,Home,665862,Jazz Chisholm Jr.,New York Yankees,Seattle Mariners,2B,L,No,,111,439,390,85,14,2,17,56,48,45,1,136,0.218,0.298,0.395,0.693,9,34,29,4,1,0.138,0.0294,20,79,71,14,4,0.197,0.0506,504,94,6.2,29.5,60.9,19.8,18.8,12.9,21.2,53.8,24.6,5.6,2.7,5.6,59.0,84.7,18.6,0.605,70.8,96.7,111.4,28.8,9.8,8.9,56.7,39.1,Below Average,2.5,Pull Power,A,Excellent HR swing plane,39.1,Below Average,0.969,Good,6.4,56.2,96.7,0.681,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,29.07,12.07,Strong positive regression,Below Average Pull Power profile. 6.2% barrel rate; 84.7 mph average exit velocity; 21.2% air-ball rate; 53.8% pull-air rate; 5.6% HR-launch rate.,0.0387,0.0373,3.99,14,5,22.9,0.61,61.0,Recently homered,669302,Logan Gilbert,R,LHB vs RHP,23,23,139.1,3.42,1.0,19,1.23,9.37,2.07,718,5.6,24.0,15.2,47.7,31.5,82.8,95.0,115.2,0.561,19,35.9,99.8,0.524,6.3,4-Seam Fastball,L,LHB vs RHP,42.6,296,0.216,0.314,0.405,0.72,13,36,84,0.0439,7.2,0.61,313,0.0351,4.4,0.549,5,5,2,2/5,0.4,0.4,1.0,1.4,1,0,2,44.2,Neutral Matchup,Average,62.5,5,Pitch-level Statcast · last 5 MLB games,475,4-Seam Fastball,40.421052631578945,192,Slider,31.789473684210527,151,Split-Finger,13.052631578947368,62,Sweeper,6.526315789473684,31.0,Changeup,4.631578947368421,22.0,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.972,0.981,54.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,42.6,41.4,35.9,57.2,64.4,45.0,48.6,5.25,1.018,1.021,1.025,1.0,0.969,0.969,1.0,14.07,9.59,83.3,27.7,F,Lineup unconfirmed,Cutter,2.3157894736842106,11.0,Sinker,1.263157894736842,6.0
19,2026-08-13,823829,2026-08-13T17:10:00Z,Scheduled,loanDepot park,Pittsburgh Pirates @ Miami Marlins,Away,680779,Henry Davis,Pittsburgh Pirates,Miami Marlins,C,R,No,,78,243,213,37,5,0,8,28,30,22,6,52,0.174,0.269,0.31,0.579,8,29,26,5,0,0.192,0.0,16,55,50,10,0,0.2,0.0,309,69,7.9,31.2,48.5,31.9,19.5,12.0,24.5,50.1,29.8,8.1,3.5,8.1,22.6,84.7,24.7,0.442,70.4,98.1,112.0,37.5,16.8,12.6,56.7,43.8,Below Average,3.0,Pull Power,A-,Elevated power plane,43.8,Below Average,0.983,Good,8.7,38.9,98.9,0.429,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,21.56,13.56,Strong positive regression,Below Average Pull Power profile. 7.9% barrel rate; 84.7 mph average exit velocity; 24.5% air-ball rate; 50.1% pull-air rate; 8.1% HR-launch rate.,0.0329,0.0326,3.87,50,16,26.6,1.88,187.8,Above normal drought,663969,Tyler Phillips,R,RHB vs RHP,29,13,93.1,3.47,1.36,12,1.16,6.75,3.76,473,5.9,32.6,16.5,39.9,29.8,84.6,97.6,112.9,0.532,12,55.3,100.0,0.627,10.8,Sinker,R,RHB vs RHP,35.6,176,0.181,0.303,0.329,0.632,6,20,36,0.0341,7.2,0.469,179,0.0335,6.0,0.513,0,0,0,0/0,,,,,0,0,0,45.4,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,296,Sinker,26.013513513513512,77,Split-Finger,24.66216216216216,73,Sweeper,22.2972972972973,66,Curveball,16.89189189189189,50.0,4-Seam Fastball,9.121621621621621,27.0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.011,0.984,52.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,35.6,39.5,55.3,54.3,39.2,45.0,48.5,5.24,0.758,1.01,0.985,0.94,0.983,0.924,1.035,12.04,6.59,73.8,26.0,F,Lineup unconfirmed,Slider,1.0135135135135136,3.0,,,
20,2026-08-13,823669,2026-08-13T23:30:00Z,Scheduled,Field of Dreams,Philadelphia Phillies @ Minnesota Twins,Home,605137,Josh Bell,Minnesota Twins,Philadelphia Phillies,DH,S,No,,117,475,432,110,24,1,16,60,72,38,2,100,0.255,0.316,0.426,0.742,11,50,44,16,3,0.364,0.06,23,100,89,25,3,0.281,0.03,675,139,4.9,24.1,49.7,24.6,25.7,12.8,22.4,46.7,26.7,6.6,5.1,6.6,47.2,83.4,18.1,0.547,70.2,95.2,113.7,22.5,12.4,7.2,56.2,35.0,Below Average,2.5,Pull Power,A,Excellent HR swing plane,35.0,Below Average,0.958,Good,4.3,42.3,95.4,0.495,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,32.1,16.1,Strong positive regression,Below Average Pull Power profile. 4.9% barrel rate; 83.4 mph average exit velocity; 22.4% air-ball rate; 46.7% pull-air rate; 6.6% HR-launch rate.,0.0337,0.0333,3.99,8,2,27.0,0.3,29.6,Very recent HR,605400,Aaron Nola,R,Switch vs RHP,24,24,125.0,5.47,1.45,29,2.09,9.29,3.1,671,6.6,26.4,15.8,47.4,29.8,81.9,95.8,113.9,0.577,29,47.1,99.6,0.603,7.9,Knuckle Curve,L,LHB vs RHP,44.6,317,0.239,0.31,0.421,0.731,11,29,70,0.0347,5.5,0.608,341,0.0528,6.4,0.582,37,36,7,7/36,0.194,0.216,0.389,0.605,2,1,5,42.6,Slight Pitcher Advantage,Below average,30.1,5,Pitch-level Statcast · last 5 MLB games,469,Knuckle Curve,28.571428571428573,134,Changeup,25.15991471215352,118,4-Seam Fastball,24.520255863539447,115,Sinker,14.925373134328359,70.0,Cutter,6.609808102345416,31.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.994,0.991,51.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,44.6,46.5,47.1,40.9,50.0,45.0,48.2,5.18,1.158,1.158,1.035,1.0,0.958,0.958,0.98,12.66,10.06,85.0,29.4,F,Lineup unconfirmed,Slider,0.21321961620469082,1.0,,,
21,2026-08-13,822776,2026-08-13T19:07:00Z,Scheduled,Rogers Centre,Boston Red Sox @ Toronto Blue Jays,Away,663330,Jahmai Jones,Boston Red Sox,Toronto Blue Jays,DH,R,No,,70,128,116,23,6,0,4,15,12,12,0,42,0.198,0.273,0.353,0.626,5,8,8,5,0,0.625,0.0,13,23,21,10,2,0.476,0.087,139,24,6.0,33.1,59.3,20.1,17.5,13.8,29.6,73.1,31.1,6.5,5.5,6.5,70.0,84.9,15.0,0.698,71.3,97.3,110.1,30.7,15.6,9.8,53.0,44.8,Below Average,3.0,Pull Power,A,Excellent HR swing plane,44.8,Below Average,0.985,Good,8.3,100.0,98.9,0.863,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,8.65,4.65,Strong positive regression,Below Average Pull Power profile. 6.0% barrel rate; 84.9 mph average exit velocity; 29.6% air-ball rate; 73.1% pull-air rate; 6.5% HR-launch rate.,0.0312,0.0316,3.87,8,5,29.0,0.28,27.6,Very recent HR,453286,Max Scherzer,R,RHB vs RHP,9,9,36.0,7.25,1.53,11,2.75,6.75,3.75,273,5.9,20.5,12.8,59.0,33.7,81.0,93.6,111.5,0.585,11,28.1,99.9,0.5,3.6,4-Seam Fastball,R,RHB vs RHP,46.4,21,0.095,0.095,0.095,0.19,0,0,9,0.0,0.0,0.387,53,0.0755,4.4,0.611,0,0,0,0/0,,,,,0,0,0,40.7,Slight Pitcher Advantage,Below average,50.0,5,Pitch-level Statcast · last 5 MLB games,407,4-Seam Fastball,45.45454545454545,185,Slider,23.587223587223587,96,Changeup,17.444717444717444,71,Curveball,13.267813267813267,54.0,Cutter,0.2457002457002457,1.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.956,0.984,56.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,46.4,43.2,28.1,65.8,50.0,45.0,48.1,5.17,1.0,1.136,0.985,0.975,0.985,0.961,0.98,11.69,8.06,63.0,21.7,F,Lineup unconfirmed,,,,,,
