player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,prob_0_plus,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,prob_155_plus,prob_160_plus,prob_165_plus,prob_170_plus,prob_175_plus,prob_180_plus,prob_185_plus,prob_190_plus,prob_195_plus,prob_200_plus
00-0040563,Efton Chism III,NE,IND,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_IND_NE,,home,22.063,22.063,22.044,15.0,29.175,5.531,2,37.5,37.5,37.5,37.5,1.5,0.68,1.094,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,100.0,99.9,98.6,90.0,64.37,29.64,7.57,1.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041052,Kaelon Black,SF,TEN,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,22.038,22.038,20.765,0.0,44.554,16.523,0,,,,,,0.68,0.967,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.31,72.02,62.17,51.6,41.07,31.02,22.29,15.2,9.59,5.83,3.26,1.79,0.89,0.41,0.19,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040247,Junior Bergen,SF,TEN,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,21.995,21.995,20.812,0.0,44.695,16.535,0,,,,,,0.68,0.967,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.04,71.78,62.31,51.79,40.99,30.87,22.16,15.07,9.74,5.81,3.24,1.73,0.88,0.41,0.17,0.08,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039489,Hayden Rucci,SF,TEN,TE,TE,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,21.982,21.982,20.749,0.0,44.587,16.505,0,,,,,,0.68,0.967,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.14,71.7,62.02,51.58,40.98,31.08,22.22,15.09,9.65,5.72,3.22,1.7,0.84,0.37,0.15,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041357,Khalil Dinkins,SF,TEN,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,21.964,21.964,20.735,0.0,44.64,16.545,0,,,,,,0.68,0.967,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.04,71.66,62.08,51.54,40.88,30.82,22.15,15.02,9.65,5.83,3.34,1.8,0.88,0.4,0.16,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041361,Will Pauling,SF,TEN,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,21.957,21.957,20.7,0.0,44.629,16.511,0,,,,,,0.68,0.967,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.06,71.72,62.03,51.46,40.87,30.97,22.28,15.09,9.65,5.73,3.17,1.67,0.83,0.37,0.16,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041035,De'Zhaun Stribling,SF,TEN,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,21.943,21.943,20.723,0.0,44.524,16.526,0,,,,,,0.68,0.967,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.08,71.57,61.99,51.56,40.94,30.97,22.13,14.92,9.55,5.76,3.33,1.76,0.84,0.37,0.16,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041359,Wesley Grimes,SF,TEN,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,21.926,21.926,20.699,0.0,44.483,16.515,0,,,,,,0.68,0.967,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.01,71.67,62.04,51.57,40.93,30.85,22.03,14.88,9.54,5.75,3.25,1.76,0.89,0.42,0.18,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035535,Darius Slayton,NYG,MIN,WR,WR,ACT,7.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIN_NYG,,home,21.763,21.763,17.883,0.0,51.548,20.8,47,34.4,40.3,35.867,38.429,5.4,0.5,0.974,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,68.97,61.82,54.38,46.76,39.38,32.34,25.83,19.99,15.14,11.09,7.81,5.38,3.6,2.29,1.42,0.84,0.49,0.28,0.17,0.1,0.05,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039361,Bucky Irving,TB,NYJ,RB,RB,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TB_NYJ,,away,21.718,21.718,14.885,0.0,56.554,23.811,25,16.8,27.2,27.8,30.778,3.2,0.68,0.91,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,61.95,55.95,49.86,43.6,37.64,32.06,26.59,21.71,17.54,13.91,10.88,8.34,6.24,4.66,3.38,2.31,1.6,1.08,0.7,0.45,0.28,0.17,0.09,0.04,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041170,Hayden Large,CHI,CLE,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,21.627,21.627,20.38,0.0,43.867,16.27,0,,,,,,0.68,0.96,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.91,71.49,61.57,50.84,40.21,30.04,21.36,14.28,8.95,5.3,2.96,1.52,0.72,0.32,0.13,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039230,Dante Miller,NYG,MIN,RB,RB,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIN_NYG,,home,21.626,21.626,20.479,0.0,43.717,16.127,0,,,,,,0.68,0.974,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.32,71.75,61.78,51.02,39.94,29.94,21.15,14.15,8.79,5.09,2.79,1.47,0.7,0.32,0.12,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040275,JP Richardson,CHI,CLE,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,21.611,21.611,20.394,0.0,43.875,16.255,0,,,,,,0.68,0.96,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.92,71.51,61.62,50.87,40.02,29.94,21.13,14.24,8.97,5.33,2.98,1.53,0.75,0.33,0.15,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041165,Coleman Bennett,CHI,CLE,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,21.549,21.549,20.35,0.0,43.895,16.296,0,,,,,,0.68,0.96,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.76,71.25,61.3,50.81,39.86,29.77,21.15,14.14,8.99,5.27,2.89,1.56,0.76,0.36,0.17,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041042,Malachi Fields,NYG,MIN,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIN_NYG,,home,21.549,21.549,20.337,0.0,43.618,16.143,0,,,,,,0.68,0.974,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.07,71.55,61.61,50.75,39.91,29.75,20.88,13.91,8.76,5.17,2.81,1.44,0.7,0.34,0.14,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038359,Xavier Smith,LAR,KC,WR,WR,ACT,3.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAR_KC,,away,21.534,21.534,14.448,0.0,56.436,23.813,11,43.6,30.3,28.091,30.3,2.8,0.5,0.917,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,61.22,55.35,49.36,43.18,37.3,31.86,26.63,21.81,17.52,13.9,10.78,8.16,6.1,4.47,3.2,2.27,1.61,1.06,0.69,0.44,0.29,0.18,0.11,0.07,0.04,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041168,Omari Kelly,CHI,CLE,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,21.53,21.53,20.272,0.0,43.832,16.312,0,,,,,,0.68,0.96,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.59,71.08,61.31,50.58,39.83,29.91,21.25,14.22,8.97,5.3,2.96,1.55,0.78,0.34,0.12,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039843,Qadir Ismail,CHI,CLE,TE,TE,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,21.514,21.514,20.242,0.0,43.752,16.268,0,,,,,,0.68,0.96,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.66,71.14,61.31,50.57,39.79,29.74,21.16,14.14,8.86,5.2,2.89,1.5,0.76,0.34,0.16,0.07,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041051,Zavion Thomas,CHI,CLE,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,21.514,21.514,20.234,0.0,43.791,16.243,0,,,,,,0.68,0.96,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.75,71.23,61.3,50.5,39.78,29.93,21.2,14.13,8.84,5.18,2.85,1.5,0.72,0.3,0.13,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041407,Kyron Hudson,CHI,CLE,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,21.496,21.496,20.311,0.0,43.677,16.228,0,,,,,,0.68,0.96,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.71,71.15,61.42,50.67,39.86,29.84,21.13,14.06,8.8,5.16,2.85,1.47,0.71,0.34,0.13,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041139,Damon Bankston,NYG,MIN,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIN_NYG,,home,21.495,21.495,20.311,0.0,43.466,16.097,0,,,,,,0.68,0.974,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.15,71.55,61.58,50.74,39.79,29.62,20.84,13.81,8.62,4.98,2.75,1.45,0.7,0.3,0.13,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040431,Dalen Cambre,NYG,MIN,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIN_NYG,,home,21.491,21.491,20.28,0.0,43.522,16.098,0,,,,,,0.68,0.974,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.13,71.59,61.46,50.62,39.62,29.59,20.94,13.96,8.62,5.1,2.81,1.44,0.64,0.27,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040225,Thomas Fidone II,NYG,MIN,TE,TE,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIN_NYG,,home,21.473,21.473,20.281,0.0,43.554,16.106,0,,,,,,0.68,0.974,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.0,71.58,61.32,50.66,39.76,29.6,20.86,13.83,8.66,4.98,2.69,1.38,0.69,0.3,0.13,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041558,Sam Roush,CHI,CLE,TE,TE,RES,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,21.412,21.412,20.22,0.0,43.448,16.131,0,,,,,,0.68,0.96,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.74,71.38,61.37,50.52,39.5,29.48,20.76,13.8,8.59,5.03,2.77,1.43,0.72,0.32,0.14,0.06,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040938,D.J. Rogers,DAL,SEA,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,21.353,21.353,20.282,0.0,42.771,15.695,0,,,,,,0.68,0.997,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.83,72.16,61.87,50.65,39.34,28.98,19.96,13.02,7.92,4.54,2.39,1.15,0.54,0.21,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040894,Malik Benson,LV,ARI,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_ARI_LV,,home,21.312,21.312,20.142,0.0,42.951,15.8,0,,,,,,0.68,0.984,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.44,71.76,61.58,50.35,39.32,29.13,20.18,13.13,8.11,4.6,2.44,1.21,0.57,0.23,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041516,Romello Brinson,DAL,SEA,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,21.311,21.311,20.201,0.0,42.686,15.684,0,,,,,,0.68,0.997,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.74,72.06,61.8,50.49,39.28,28.86,20.03,12.97,7.94,4.52,2.32,1.17,0.52,0.21,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038976,Marvin Mims Jr.,DEN,ATL,WR,WR,ACT,3.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DEN_ATL,,away,21.308,21.308,10.242,0.0,60.665,26.346,45,16.0,21.3,24.867,23.0,3.4,0.5,0.947,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,55.25,50.22,45.11,40.16,35.27,30.74,26.44,22.38,18.75,15.57,12.65,10.27,8.21,6.36,4.96,3.85,2.91,2.17,1.59,1.12,0.78,0.56,0.36,0.24,0.15,0.11,0.07,0.05,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040937,Dominic Richardson,DAL,SEA,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,21.263,21.263,20.222,0.0,42.584,15.678,0,,,,,,0.68,0.997,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.62,71.95,61.75,50.52,39.14,28.63,19.78,12.89,7.81,4.55,2.44,1.17,0.51,0.22,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040934,Jordan Hudson,DAL,SEA,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,21.252,21.252,20.116,0.0,42.714,15.707,0,,,,,,0.68,0.997,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.55,71.88,61.57,50.26,39.06,28.82,19.9,13.02,7.87,4.54,2.35,1.14,0.52,0.22,0.09,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040048,Traeshon Holden,DAL,SEA,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,21.251,21.251,20.171,0.0,42.671,15.704,0,,,,,,0.68,0.997,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.55,71.84,61.5,50.36,39.11,28.82,19.86,12.96,7.87,4.5,2.33,1.16,0.52,0.23,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040900,Anthony Smith,DAL,SEA,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,21.248,21.248,20.168,0.0,42.655,15.674,0,,,,,,0.68,0.997,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.67,71.91,61.57,50.36,39.09,28.84,19.83,12.88,7.85,4.41,2.28,1.15,0.55,0.24,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040769,Jaden Smith,DAL,SEA,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,21.235,21.235,20.091,0.0,42.493,15.667,0,,,,,,0.68,0.997,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.7,71.84,61.51,50.23,39.0,28.73,19.92,12.76,7.75,4.37,2.36,1.18,0.53,0.24,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040939,Michael Trigg,DAL,SEA,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,21.225,21.225,20.161,0.0,42.513,15.649,0,,,,,,0.68,0.997,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.66,71.92,61.59,50.38,39.02,28.59,19.78,12.74,7.76,4.46,2.36,1.16,0.5,0.21,0.09,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041011,E.J. Williams,LV,ARI,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_ARI_LV,,home,21.225,21.225,20.067,0.0,42.863,15.81,0,,,,,,0.68,0.984,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.2,71.52,61.22,50.15,39.03,28.87,20.01,13.14,8.1,4.66,2.47,1.19,0.53,0.22,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040930,Camden Brown,DAL,SEA,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,21.203,21.203,20.057,0.0,42.615,15.67,0,,,,,,0.68,0.997,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.53,71.81,61.47,50.13,38.99,28.56,19.85,12.87,7.83,4.47,2.35,1.16,0.51,0.21,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041029,Jordyn Tyson,NO,JAX,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_JAX_NO,,home,21.189,21.189,20.131,0.0,42.421,15.576,0,,,,,,0.68,1.0,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.76,72.02,61.53,50.29,38.94,28.47,19.67,12.63,7.63,4.29,2.25,1.11,0.5,0.2,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041022,Jonathan Brady,LV,ARI,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_ARI_LV,,home,21.188,21.188,20.099,0.0,42.579,15.745,0,,,,,,0.68,0.984,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.27,71.64,61.28,50.21,39.09,28.65,19.73,12.9,7.84,4.55,2.41,1.21,0.56,0.23,0.1,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041327,Cody Hardy,NO,JAX,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_JAX_NO,,home,21.186,21.186,20.195,0.0,42.481,15.617,0,,,,,,0.68,1.0,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.47,71.89,61.6,50.43,38.99,28.54,19.55,12.7,7.71,4.32,2.31,1.1,0.51,0.22,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037382,Brandon Johnson,LV,ARI,WR,WR,ACT,4.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_ARI_LV,,home,21.184,21.184,12.936,0.0,57.135,24.361,11,34.2,26.2,26.636,9.0,3.6,0.5,0.984,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,59.16,53.43,47.68,41.85,36.31,31.04,26.07,21.56,17.5,14.05,11.14,8.63,6.59,4.93,3.55,2.59,1.86,1.3,0.89,0.6,0.38,0.25,0.15,0.09,0.06,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040601,Jordan Waters,LAR,KC,RB,RB,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAR_KC,,away,21.176,21.176,19.789,0.0,43.828,16.39,0,,,,,,0.68,0.917,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,78.6,70.09,60.08,49.57,38.98,29.14,20.7,13.87,8.96,5.34,2.99,1.57,0.77,0.34,0.14,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041510,Max Klare,LAR,KC,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAR_KC,,away,21.176,21.176,19.79,0.0,43.644,16.368,0,,,,,,0.68,0.917,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,78.64,69.98,60.01,49.54,39.07,29.26,20.77,13.88,8.8,5.29,2.94,1.52,0.74,0.31,0.14,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
