Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
22,2026-08-05,824082,2026-08-05T23:40:00Z,Warmup,Kauffman Stadium,Minnesota Twins @ Kansas City Royals,Home,695506,Jac Caglianone,Kansas City Royals,Minnesota Twins,RF,L,Yes,3.0,105,407,375,95,18,2,18,49,43,27,4,112,0.253,0.31,0.456,0.766,10,40,38,8,2,0.211,0.05,21,84,82,19,4,0.232,0.0476,513,113,7.9,34.6,53.6,27.0,19.4,12.2,25.7,44.1,27.1,5.0,3.3,5.0,44.7,85.4,9.9,0.648,76.1,99.9,115.8,73.2,15.0,22.1,43.6,49.3,Average,3.0,Pull Power,C,Low line-drive plane,49.3,Average,0.998,Good,7.1,42.9,100.0,0.551,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,33.96,15.96,Strong positive regression,Average Pull Power profile. 7.9% barrel rate; 85.4 mph average exit velocity; 25.7% air-ball rate; 44.1% pull-air rate; 5.0% HR-launch rate.,0.0442,0.0414,4.49,8,2,20.8,0.38,38.4,Recently homered,665152,Dean Kremer,R,LHB vs RHP,7,7,36.0,6.5,1.36,12,3.0,9.5,2.75,191.0,5.2,22.0,20.9,59.1,32.5,81.1,92.9,108.6,0.663,12.0,48.7,99.7,0.648,6.5,Split-Finger,L,LHB vs RHP,60.2,290,0.26,0.328,0.473,0.801,13,26,76,0.0448,9.7,0.751,92,0.0761,5.4,0.632,0,0,0,0/0,,,,,0,0,0,54.2,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,421,Split-Finger,24.94061757719715,105.0,4-Seam Fastball,20.902612826603324,88.0,Sinker,19.95249406175772,84.0,Cutter,19.002375296912113,80.0,Curveball,15.20190023752969,64.0,Cloudy,81.0,"5 mph, In From CF",5.0,No,100.0,1.0,0.992,48.2,0.997,0.977,62.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,60.2,43.1,48.7,56.7,48.2,80.0,53.5,6.36,1.072,1.156,1.025,1.0,0.998,0.998,1.0,17.31,12.89,95.0,35.7,D,Good,,,,,,
23,2026-08-05,824646,2026-08-05T18:20:00Z,Final,Wrigley Field,Los Angeles Dodgers @ Chicago Cubs,Home,621438,Tyrone Taylor,Chicago Cubs,Los Angeles Dodgers,LF,R,Yes,9.0,69,166,151,36,8,0,10,23,28,9,2,32,0.238,0.29,0.49,0.78,10,28,24,7,3,0.292,0.1071,19,47,40,13,5,0.325,0.1064,209,45,10.4,28.6,52.5,29.3,18.2,21.6,31.3,62.5,31.4,10.6,8.1,10.6,65.6,83.1,19.0,0.645,70.0,95.7,110.5,14.5,13.2,5.3,54.9,46.1,Below Average,3.0,Pull Power,A,Excellent HR swing plane,46.1,Below Average,0.989,Good,15.6,66.7,97.7,0.813,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,18.5,8.5,Strong positive regression,Below Average Pull Power profile. 10.4% barrel rate; 83.1 mph average exit velocity; 31.3% air-ball rate; 62.5% pull-air rate; 10.6% HR-launch rate.,0.0602,0.0484,3.82,6,3,15.1,0.4,39.7,Recently homered,641778,Eric Lauer,L,RHB vs LHP,18,15,92.0,4.89,1.26,22,2.15,5.58,2.84,554.0,6.1,20.8,18.8,39.2,27.4,81.2,92.9,114.5,0.554,20.0,46.6,99.9,0.555,10.1,4-Seam Fastball,R,RHB vs LHP,52.5,80,0.289,0.299,0.566,0.864,5,1,19,0.0625,6.0,0.578,287,0.0557,6.9,0.581,2,2,1,1/2,0.5,0.5,0.5,1.0,0,0,0,50.1,Neutral Matchup,Average,50.9,5,Pitch-level Statcast · last 5 MLB games,456,4-Seam Fastball,40.78947368421053,186.0,Cutter,23.464912280701753,107.0,Changeup,13.596491228070175,62.0,Curveball,11.842105263157896,54.0,Slider,10.307017543859649,47.0,Overcast,80.0,"9 mph, Out To CF",9.0,No,100.0,1.0,1.075,66.5,0.993,0.986,61.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,52.5,35.3,46.6,79.5,66.5,45.0,53.2,6.28,1.35,1.168,1.025,1.0,0.989,0.989,1.0,17.26,15.93,79.6,38.6,D+,Good,,,,,,
24,2026-08-05,824158,2026-08-05T18:10:00Z,Final,Daikin Park,Toronto Blue Jays @ Houston Astros,Home,665161,Jeremy Peña,Houston Astros,Toronto Blue Jays,SS,R,Yes,1.0,68,295,267,83,12,1,13,54,37,20,6,56,0.311,0.369,0.509,0.878,12,60,55,19,4,0.345,0.0667,20,93,84,29,7,0.345,0.0753,380,112,4.3,28.0,45.8,28.9,25.4,11.7,27.2,46.9,28.8,6.4,3.8,6.4,101.2,83.7,12.1,0.607,70.7,95.7,111.4,12.9,11.9,3.3,56.2,33.0,Weak,2.5,Pull Power,A,Excellent HR swing plane,33.0,Weak,0.952,Good,5.4,48.3,96.7,0.674,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,16.7,3.7,Positive regression,Weak Pull Power profile. 4.3% barrel rate; 83.7 mph average exit velocity; 27.2% air-ball rate; 46.9% pull-air rate; 6.4% HR-launch rate.,0.0441,0.0406,4.69,12,3,20.5,0.58,58.4,Recently homered,592791,Jameson Taillon,R,RHB vs RHP,16,16,80.0,5.96,1.39,26,2.93,8.1,3.26,409.0,9.0,24.0,22.5,47.4,34.5,82.6,95.3,112.4,0.699,25.0,39.8,99.7,0.599,4.5,4-Seam Fastball,R,RHB vs RHP,52.6,231,0.329,0.381,0.552,0.933,12,15,41,0.0519,3.5,0.562,156,0.0705,8.2,0.645,22,21,6,6/21,0.286,0.318,0.286,0.604,0,1,3,40.9,Slight Pitcher Advantage,Below average,16.5,5,Pitch-level Statcast · last 5 MLB games,353,4-Seam Fastball,24.362606232294617,86.0,Changeup,21.246458923512748,75.0,Sweeper,21.246458923512748,75.0,Cutter,11.614730878186968,41.0,Curveball,11.331444759206798,40.0,Roof Closed,73.0,"0 mph, None",0.0,Yes,100.0,1.0,1.0,50.0,0.98,1.015,52.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,52.6,60.9,39.8,51.3,50.0,92.0,53.2,6.28,1.294,1.2,0.985,1.0,0.952,0.952,1.0,17.66,14.59,92.5,39.7,D+,Good,Sinker,10.19830028328612,36.0,,,
25,2026-08-05,823516,2026-08-05T23:05:00Z,Delayed Start,Yankee Stadium,St. Louis Cardinals @ New York Yankees,Away,676475,Alec Burleson,St. Louis Cardinals,New York Yankees,1B,L,Yes,3.0,113,478,431,124,27,1,18,60,77,40,4,75,0.288,0.351,0.48,0.831,13,54,48,17,3,0.354,0.0556,26,106,96,30,4,0.312,0.0377,658,158,8.4,33.1,55.5,19.3,25.0,14.0,26.9,46.2,33.8,7.7,4.2,7.7,32.3,86.4,16.0,0.669,71.7,98.5,112.8,33.4,15.5,13.5,52.8,48.1,Average,3.0,Pull Power,A,Excellent HR swing plane,48.1,Average,0.995,Good,9.5,46.3,99.1,0.695,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,48.55,30.55,Strong positive regression,Average Pull Power profile. 8.4% barrel rate; 86.4 mph average exit velocity; 26.9% air-ball rate; 46.2% pull-air rate; 7.7% HR-launch rate.,0.0377,0.0365,4.55,0,1,23.9,0.0,0.0,Very recent HR,701542,Will Warren,R,LHB vs RHP,22,21,108.2,4.14,1.36,15,1.24,9.03,2.98,581.0,4.3,26.7,12.7,46.5,28.6,84.2,96.3,116.9,0.559,15.0,50.8,99.8,0.662,6.8,4-Seam Fastball,L,LHB vs RHP,48.6,334,0.329,0.404,0.563,0.967,15,34,55,0.0449,8.3,0.7,267,0.0375,5.3,0.561,5,4,2,2/4,0.5,0.6,0.5,1.1,0,1,0,50.6,Neutral Matchup,Average,54.9,5,Pitch-level Statcast · last 5 MLB games,330,4-Seam Fastball,29.09090909090909,96.0,Sinker,23.333333333333332,77.0,Sweeper,18.484848484848484,61.0,Changeup,17.87878787878788,59.0,Curveball,11.212121212121213,37.0,Partly Cloudy,79.0,"8 mph, R To L",8.0,No,108.0,1.08,1.018,68.3,1.002,0.968,58.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,48.6,37.1,50.8,63.5,68.3,80.0,53.1,6.25,1.121,1.022,1.025,1.0,0.995,0.995,0.98,15.57,11.86,95.0,35.0,D,Good,,,,,,
26,2026-08-05,822866,2026-08-05T18:35:00Z,Final,Globe Life Field,San Francisco Giants @ Texas Rangers,Home,679822,Justin Foscue,Texas Rangers,San Francisco Giants,2B,R,Yes,5.0,61,146,133,34,7,1,7,16,21,10,2,39,0.256,0.315,0.481,0.796,9,12,12,1,0,0.083,0.0,21,41,40,9,2,0.225,0.0488,181,50,5.0,20.0,49.7,29.1,21.1,15.3,24.9,55.7,34.1,5.7,3.9,5.7,80.5,82.3,25.2,0.541,69.3,92.7,111.0,7.0,11.4,3.8,53.8,32.7,Weak,2.5,Pull Power,A-,Elevated power plane,32.7,Weak,0.952,Good,4.0,58.3,90.3,0.425,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,8.73,1.73,Near expected,Weak Pull Power profile. 5.0% barrel rate; 82.3 mph average exit velocity; 24.9% air-ball rate; 55.7% pull-air rate; 5.7% HR-launch rate.,0.0479,0.0408,4.29,33,18,19.0,1.74,173.7,Above normal drought,687931,Carson Whisenhunt,L,RHB vs LHP,5,5,22.1,7.25,1.84,4,1.61,8.06,6.04,101.0,8.9,33.7,20.8,54.1,39.6,84.5,98.1,108.6,0.695,4.0,32.6,100.0,0.516,5.0,Changeup,R,RHB vs LHP,56.8,83,0.284,0.361,0.568,0.929,5,8,21,0.0602,6.5,0.618,69,0.058,9.8,0.829,2,2,1,1/2,0.5,0.5,1.5,2.0,0,0,0,47.5,Neutral Matchup,Average,52.5,4,Pitch-level Statcast · last 5 MLB games,324,Changeup,37.65432098765432,122.0,4-Seam Fastball,34.876543209876544,113.0,Slider,24.074074074074073,78.0,Sinker,3.3950617283950617,11.0,,,,Roof Closed,74.0,"0 mph, None",0.0,Yes,104.0,1.04,1.0,57.2,0.965,1.014,55.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.8,64.3,32.6,39.1,57.2,68.0,53.0,6.22,0.924,1.026,1.025,1.0,0.952,0.952,1.035,16.35,10.6,77.7,34.5,D,Good,,,,,,
27,2026-08-05,823753,2026-08-05T23:40:00Z,Warmup,American Family Field,Pittsburgh Pirates @ Milwaukee Brewers,Away,699013,Esmerlyn Valdez,Pittsburgh Pirates,Milwaukee Brewers,RF,R,Yes,4.0,46,180,150,38,9,1,14,28,38,27,1,65,0.253,0.367,0.607,0.974,12,49,37,5,1,0.135,0.0204,24,102,79,16,8,0.203,0.0784,178,94,11.4,27.6,42.5,25.2,32.3,23.2,30.9,44.1,29.4,11.8,7.3,11.8,72.5,84.9,20.3,0.846,72.0,96.8,111.8,43.5,12.5,10.4,49.8,51.6,Average,3.0,Pull Power,A-,Elevated power plane,51.6,Average,1.004,Good,9.6,48.3,96.1,0.801,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,16.84,2.84,Positive regression,Average Pull Power profile. 11.4% barrel rate; 84.9 mph average exit velocity; 30.9% air-ball rate; 44.1% pull-air rate; 11.8% HR-launch rate.,0.0778,0.0595,4.48,27,9,10.7,2.52,252.0,Very long drought,690986,Kyle Harrison,L,RHB vs LHP,17,17,83.2,3.01,1.08,10,1.08,10.86,2.15,475.0,3.4,18.7,13.7,41.2,34.1,82.0,92.9,115.0,0.511,10.0,73.6,69.2,0.844,9.1,4-Seam Fastball,R,RHB vs LHP,59.2,62,0.3,0.435,0.84,1.275,7,12,16,0.1129,13.8,0.883,243,0.037,4.1,0.521,0,0,0,0/0,,,,,0,0,0,62.4,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,399,4-Seam Fastball,54.3859649122807,217.0,Slurve,33.83458646616541,135.0,Changeup,8.521303258145364,34.0,Sinker,3.2581453634085213,13.0,,,,Cloudy,73.0,"6 mph, In From CF",6.0,No,100.0,1.0,0.966,42.6,1.047,0.959,61.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,59.2,26.8,73.6,59.5,42.6,74.0,52.8,6.18,0.914,0.997,1.025,1.08,1.004,1.085,1.06,24.02,14.61,84.9,48.1,C,Good,,,,,,
28,2026-08-05,824889,2026-08-05T23:15:00Z,In Progress,Truist Park,Miami Marlins @ Atlanta Braves,Away,681715,Heriberto Hernández,Miami Marlins,Atlanta Braves,LF,R,Yes,5.0,83,296,266,63,12,1,16,31,43,28,1,78,0.237,0.311,0.47,0.781,10,42,38,7,3,0.184,0.0714,22,89,82,20,5,0.244,0.0562,315,91,9.6,31.4,43.0,29.9,27.1,18.9,31.0,48.1,29.0,11.2,5.6,11.2,55.9,85.2,15.5,0.715,72.5,97.7,110.9,47.2,16.1,10.6,60.7,50.4,Average,3.0,Pull Power,A,Excellent HR swing plane,50.4,Average,1.001,Good,12.1,48.1,97.5,0.762,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,26.57,10.57,Strong positive regression,Average Pull Power profile. 9.6% barrel rate; 85.2 mph average exit velocity; 31.0% air-ball rate; 48.1% pull-air rate; 11.2% HR-launch rate.,0.0541,0.0477,4.35,13,4,16.6,0.78,78.2,Recently homered,693821,Bryce Elder,R,RHB vs RHP,22,22,120.2,3.8,1.23,19,1.42,7.61,2.98,613.0,4.7,27.9,15.5,42.5,30.2,84.3,96.6,113.0,0.508,19.0,53.0,99.9,0.679,7.1,Sinker,R,RHB vs RHP,44.6,189,0.227,0.296,0.401,0.697,7,17,54,0.037,7.5,0.629,192,0.0417,5.9,0.557,3,3,2,2/3,0.667,0.667,1.667,2.334,1,0,0,50.1,Neutral Matchup,Average,57.5,5,Pitch-level Statcast · last 5 MLB games,406,Sinker,35.22167487684729,143.0,Cutter,20.44334975369458,83.0,Slider,18.7192118226601,76.0,4-Seam Fastball,17.980295566502463,73.0,Changeup,7.635467980295567,31.0,Cloudy,76.0,"7 mph, Out To RF",7.0,No,103.0,1.03,1.052,66.9,1.006,0.972,57.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,44.6,34.7,53.0,67.8,66.9,68.0,52.5,6.09,1.142,1.051,0.985,1.0,1.001,1.001,1.0,19.15,13.94,92.3,37.3,D+,Good,,,,,,
29,2026-08-05,824728,2026-08-05T23:10:00Z,In Progress,Fenway Park,Chicago White Sox @ Boston Red Sox,Away,695657,Colson Montgomery,Chicago White Sox,Boston Red Sox,SS,L,Yes,4.0,107,447,400,86,18,0,25,52,63,37,9,145,0.215,0.295,0.448,0.743,11,45,41,7,1,0.171,0.0222,22,91,83,15,2,0.181,0.022,493,91,7.7,26.7,56.4,21.1,21.2,17.4,27.3,53.5,27.7,8.8,5.0,8.8,51.3,83.6,23.3,0.583,74.7,96.4,115.9,64.4,11.3,12.7,51.1,46.6,Below Average,3.0,Pull Power,A-,Elevated power plane,46.6,Below Average,0.99,Good,6.6,52.2,95.5,0.438,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,33.96,8.96,Strong positive regression,Below Average Pull Power profile. 7.7% barrel rate; 83.6 mph average exit velocity; 27.3% air-ball rate; 53.5% pull-air rate; 8.8% HR-launch rate.,0.0559,0.0509,4.48,13,4,16.0,0.81,81.2,Near normal interval,543243,Sonny Gray,R,LHB vs RHP,21,21,114.2,2.9,1.17,12,0.94,7.77,2.43,550.0,4.5,26.2,13.1,47.8,26.7,83.7,95.9,111.1,0.501,12.0,50.2,99.9,0.627,8.2,Sinker,L,LHB vs RHP,47.4,310,0.191,0.274,0.408,0.682,17,28,105,0.0548,8.7,0.666,296,0.027,5.1,0.53,0,0,0,0/0,,,,,0,0,0,48.9,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,424,Sinker,27.59433962264151,117.0,Sweeper,19.339622641509433,82.0,Cutter,17.452830188679247,74.0,Curveball,16.50943396226415,70.0,4-Seam Fastball,12.971698113207546,55.0,Partly Cloudy,84.0,"4 mph, Out To CF",4.0,No,102.0,1.02,1.055,65.6,1.0,0.97,60.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,47.4,36.5,50.2,55.3,65.6,74.0,52.3,6.05,0.777,0.974,1.025,1.0,0.99,0.99,1.0,20.85,10.99,95.0,32.6,D,Good,Changeup,6.132075471698113,26.0,,,
30,2026-08-05,824728,2026-08-05T23:10:00Z,In Progress,Fenway Park,Chicago White Sox @ Boston Red Sox,Away,678246,Miguel Vargas,Chicago White Sox,Boston Red Sox,3B,R,Yes,3.0,112,486,411,97,25,1,24,74,67,62,7,86,0.236,0.342,0.477,0.819,12,51,43,7,3,0.163,0.0588,24,102,91,18,4,0.198,0.0392,629,132,7.6,29.6,51.1,26.6,22.1,19.4,32.6,56.0,32.3,9.1,7.0,9.1,46.8,84.9,24.5,0.628,71.9,97.0,112.4,40.3,16.2,13.4,62.1,49.1,Average,3.0,Pull Power,A-,Elevated power plane,49.1,Average,0.997,Good,6.8,57.8,97.6,0.56,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,44.38,20.38,Strong positive regression,Average Pull Power profile. 7.6% barrel rate; 84.9 mph average exit velocity; 32.6% air-ball rate; 56.0% pull-air rate; 9.1% HR-launch rate.,0.0494,0.0459,4.55,2,2,17.1,0.12,11.7,Very recent HR,543243,Sonny Gray,R,RHB vs RHP,21,21,114.2,2.9,1.17,12,0.94,7.77,2.43,550.0,4.5,26.2,13.1,47.8,26.7,83.7,95.9,111.1,0.501,12.0,54.8,99.9,0.688,7.5,Sinker,R,RHB vs RHP,38.2,337,0.223,0.326,0.449,0.776,15,39,61,0.0445,7.7,0.631,166,0.0241,3.5,0.454,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,0,45.4,Neutral Matchup,Average,45.0,5,Pitch-level Statcast · last 5 MLB games,424,Sinker,27.59433962264151,117.0,Sweeper,19.339622641509433,82.0,Cutter,17.452830188679247,74.0,Curveball,16.50943396226415,70.0,4-Seam Fastball,12.971698113207546,55.0,Partly Cloudy,84.0,"4 mph, Out To CF",4.0,No,102.0,1.02,1.055,65.6,1.01,0.97,56.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,38.2,36.5,54.8,59.8,65.6,80.0,52.3,6.03,1.035,0.974,0.985,1.0,0.997,0.997,0.98,19.26,12.18,95.0,35.3,D,Good,Changeup,6.132075471698113,26.0,,,
31,2026-08-05,823429,2026-08-05T22:40:00Z,In Progress,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Home,547180,Bryce Harper,Philadelphia Phillies,Washington Nationals,1B,L,Yes,3.0,115,481,403,102,21,3,24,69,68,70,1,103,0.253,0.36,0.499,0.859,12,48,40,9,3,0.225,0.0625,24,99,84,16,4,0.19,0.0404,611,128,5.6,23.2,49.0,25.4,25.6,13.8,25.5,38.0,31.3,7.1,4.6,7.1,65.5,83.6,18.9,0.658,72.8,95.1,113.2,43.1,10.3,9.8,45.2,37.1,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,37.1,Below Average,0.964,Good,4.7,36.7,94.0,0.599,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,30.83,6.83,Strong positive regression,Below Average Contact-First Profile profile. 5.6% barrel rate; 83.6 mph average exit velocity; 25.5% air-ball rate; 38.0% pull-air rate; 7.1% HR-launch rate.,0.0499,0.0463,4.49,3,2,16.8,0.18,17.9,Very recent HR,663623,Jake Irvin,R,LHB vs RHP,13,13,57.2,5.46,1.32,9,1.4,9.36,3.9,323.0,7.4,27.6,15.8,46.6,32.5,82.9,95.6,114.9,0.659,9.0,42.7,100.0,0.633,4.2,4-Seam Fastball,L,LHB vs RHP,61.2,295,0.284,0.386,0.608,0.994,20,43,56,0.0678,7.2,0.763,159,0.0314,8.6,0.718,17,13,4,4/13,0.308,0.471,0.385,0.856,0,3,1,51.4,Neutral Matchup,Average,44.5,5,Pitch-level Statcast · last 5 MLB games,393,Curveball,32.06106870229008,126.0,Sinker,24.936386768447836,98.0,4-Seam Fastball,24.173027989821882,95.0,Cutter,7.379134860050891,29.0,Sweeper,6.6157760814249365,26.0,Overcast,81.0,"7 mph, Out To LF",7.0,No,108.0,1.08,1.065,78.8,0.985,0.999,53.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,61.2,51.8,42.7,33.6,78.8,80.0,52.1,5.99,1.054,1.039,1.025,1.0,0.964,0.964,0.98,19.18,13.5,95.0,38.0,D+,Good,Changeup,4.8346055979643765,19.0,,,
32,2026-08-05,824889,2026-08-05T23:15:00Z,In Progress,Truist Park,Miami Marlins @ Atlanta Braves,Away,683357,Owen Caissie,Miami Marlins,Atlanta Braves,RF,L,Yes,6.0,82,253,225,52,12,0,12,30,50,18,3,99,0.231,0.289,0.444,0.733,2,7,7,0,0,0.0,0.0,4,10,9,1,1,0.111,0.1,277,6,9.3,27.5,40.1,29.1,30.9,20.0,32.6,37.0,36.9,10.3,5.3,10.3,53.8,83.0,19.5,0.755,72.7,95.8,112.3,52.1,15.3,11.1,35.5,44.0,Below Average,3.0,Contact-First Profile,A,Excellent HR swing plane,44.0,Below Average,0.983,Good,16.7,40.0,102.8,0.876,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,20.83,8.83,Strong positive regression,Below Average Contact-First Profile profile. 9.3% barrel rate; 83.0 mph average exit velocity; 32.6% air-ball rate; 37.0% pull-air rate; 10.3% HR-launch rate.,0.0474,0.0425,4.2,7,3,18.8,0.37,37.3,Recently homered,693821,Bryce Elder,R,LHB vs RHP,22,22,120.2,3.8,1.23,19,1.42,7.61,2.98,613.0,4.7,27.9,15.5,42.5,30.2,84.3,96.6,113.0,0.508,19.0,52.8,99.9,0.679,7.0,Sinker,L,LHB vs RHP,50.4,220,0.23,0.286,0.464,0.751,12,16,81,0.0545,9.3,0.766,312,0.0353,4.1,0.476,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,50.1,Neutral Matchup,Average,45.0,5,Pitch-level Statcast · last 5 MLB games,406,Sinker,35.22167487684729,143.0,Cutter,20.44334975369458,83.0,Slider,18.7192118226601,76.0,4-Seam Fastball,17.980295566502463,73.0,Changeup,7.635467980295567,31.0,Cloudy,76.0,"7 mph, Out To RF",7.0,No,103.0,1.03,1.052,66.9,1.006,0.972,54.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.4,34.7,52.8,80.9,66.9,62.0,52.1,5.98,1.0,1.051,1.025,1.0,0.983,0.983,1.0,16.66,11.64,82.9,31.5,D,Limited recent games,,,,,,
