rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,opponent,home_away,game_date,roster_status,years_exp,jersey_number,projection_source,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_game_plan_factor,preseason_attempt_share,projected_ypa,projected_passing_yards,model_std,last_5_avg,last_10_avg,last_15_avg,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,ladder_yards,probability_pct,grade
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,200,92.9,ELITE
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,210,90.4,ELITE
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,220,87.4,VERY HIGH
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,230,84.0,VERY HIGH
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,240,79.9,HIGH
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,250,74.9,HIGH
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,260,69.5,SOLID
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,270,63.7,SOLID
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,280,57.4,LEAN
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,290,50.9,LEAN
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,300,44.7,COIN FLIP
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,310,38.4,LOW
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,320,32.4,LOW
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,330,27.2,LOW
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,340,21.6,VERY LOW
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,350,17.3,VERY LOW
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,360,13.6,VERY LOW
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,370,10.5,VERY LOW
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,380,7.8,VERY LOW
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,390,5.7,VERY LOW
1,2026,REG,1,Regular Season Week 1,00-0033106,Jared Goff,DET,NO,home,2026-09-13T17:00Z,ACT,10,16.0,NFL_HISTORY,TEAM_BLEND,30.5,7.32,224.1,51,37.3,37.3,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.82,291.7,61.8,307.8,293.3,267.0,211.4,249.8,291.7,333.7,371.7,82.5,82.5,82.4,81.6,71.9,54.9,QB_3_SEASON_GAME_BOOTSTRAP,1987,400,4.3,VERY LOW
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,100,99.1,ELITE
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,110,98.6,ELITE
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,120,98.1,ELITE
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,130,97.3,ELITE
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,140,96.4,ELITE
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,150,95.4,ELITE
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,160,94.3,ELITE
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,170,92.7,ELITE
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,180,91.0,ELITE
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,190,89.2,VERY HIGH
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,200,86.8,VERY HIGH
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,210,84.3,VERY HIGH
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,220,81.0,VERY HIGH
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,230,77.7,HIGH
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,240,73.9,HIGH
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,250,70.0,HIGH
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,260,65.7,SOLID
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,270,61.3,SOLID
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,280,56.5,LEAN
2,2026,REG,1,Regular Season Week 1,00-0026498,Matthew Stafford,LAR,SF,home,2026-09-11T00:35Z,ACT,17,9.0,NFL_HISTORY,TEAM_BLEND,30.9,7.06,220.0,48,36.6,36.6,FULL_GAME_WORKLOAD,regular,True,QB2,DEPTH ROTATION,,1.0,0.35,7.95,291.4,82.1,326.8,284.1,277.6,185.5,237.2,294.0,349.0,397.9,82.5,82.5,82.5,81.4,75.0,65.3,QB_3_SEASON_GAME_BOOTSTRAP,1962,290,51.7,LEAN
