Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
34,2026-07-19,824739,2026-07-19T17:35:00Z,Scheduled,Fenway Park,Tampa Bay Rays @ Boston Red Sox,Home,575929,Willson Contreras,Boston Red Sox,Tampa Bay Rays,1B,R,No,,89,368,316,90,16,2,21,47,62,35,14,93,0.285,0.378,0.547,0.925,3,11,10,3,1,0.3,0.0909,18,72,63,17,5,0.27,0.0694,0.0571,0.0509,4.17,0,0,15.0,0.0,0.0,Very recent HR,663556.0,Shane McClanahan,L,RHB vs LHP,17,17,86.0,2.83,1.13,6,0.63,8.58,2.93,1.066,0.925,1.025,1.03,0.98,19.58,19.93,82.8,47.6,F,Lineup unconfirmed
35,2026-07-19,825057,2026-07-19T20:10:00Z,Scheduled,Chase Field,St. Louis Cardinals @ Arizona Diamondbacks,Away,691023,Jordan Walker,St. Louis Cardinals,Arizona Diamondbacks,RF,R,No,,94,400,361,106,19,0,22,62,74,33,3,99,0.294,0.355,0.529,0.884,9,36,32,10,2,0.312,0.0556,21,86,73,21,4,0.288,0.0465,0.055,0.0497,4.15,14,4,16.4,0.85,85.3,Near normal interval,593958.0,Eduardo Rodriguez,L,RHB vs LHP,19,19,114.0,2.29,1.17,12,0.95,6.24,3.08,1.014,0.976,1.025,1.03,1.0,19.06,19.86,83.9,47.5,F,Lineup unconfirmed
36,2026-07-19,823764,2026-07-19T18:10:00Z,Scheduled,American Family Field,Miami Marlins @ Milwaukee Brewers,Home,641343,Jake Bauers,Milwaukee Brewers,Miami Marlins,1B,L,No,,88,351,298,79,15,1,18,56,59,49,3,92,0.265,0.373,0.503,0.876,9,37,27,7,2,0.259,0.0541,24,95,79,20,5,0.253,0.0526,0.0513,0.0464,4.09,8,3,16.6,0.48,48.3,Recently homered,691587.0,Eury Pérez,R,LHB vs RHP,16,16,85.2,3.78,1.14,13,1.37,9.98,3.57,1.061,1.043,1.025,1.0,1.0,17.65,19.83,84.6,47.0,F,Lineup unconfirmed
37,2026-07-19,824978,2026-07-19T20:05:00Z,Scheduled,Sutter Health Park,Washington Nationals @ Athletics,Home,691016,Tyler Soderstrom,Athletics,Washington Nationals,LF,L,No,,85,350,302,73,21,2,15,44,44,45,2,63,0.242,0.343,0.474,0.817,5,15,13,3,2,0.231,0.1333,12,41,35,8,2,0.229,0.0488,0.0429,0.0401,4.09,0,0,20.1,0.0,0.0,Very recent HR,656492.0,Foster Griffin,L,LHB vs LHP,19,19,110.1,2.77,1.02,17,1.39,8.89,2.12,1.296,1.046,0.985,1.0,0.98,15.41,19.79,80.3,45.4,F,Lineup unconfirmed
38,2026-07-19,823113,2026-07-19T20:10:00Z,Scheduled,T-Mobile Park,San Francisco Giants @ Seattle Mariners,Home,686527,Dominic Canzone,Seattle Mariners,San Francisco Giants,DH,L,No,,84,258,230,60,13,1,15,33,40,23,3,53,0.261,0.333,0.522,0.855,6,26,25,4,1,0.16,0.0385,16,61,56,11,4,0.196,0.0656,0.0581,0.0498,4.09,11,3,15.3,0.72,71.7,Recently homered,592662.0,Robbie Ray,L,LHB vs LHP,19,18,106.2,3.38,1.27,15,1.27,7.59,4.39,1.007,1.027,0.985,1.03,1.0,18.87,19.72,75.3,45.2,F,Lineup unconfirmed
39,2026-07-19,824007,2026-07-19T20:07:00Z,Scheduled,Angel Stadium,Detroit Tigers @ Los Angeles Angels,Away,679529,Spencer Torkelson,Detroit Tigers,Los Angeles Angels,1B,R,No,,96,375,326,67,18,0,16,38,43,41,5,123,0.206,0.302,0.408,0.71,7,27,26,3,2,0.115,0.0741,22,89,78,17,4,0.218,0.0449,0.0427,0.0401,4.05,11,3,20.4,0.54,54.0,Recently homered,696270.0,Ryan Johnson,R,RHB vs RHP,9,6,33.1,6.75,1.5,9,2.43,6.75,3.51,1.208,1.101,0.985,1.0,1.0,15.27,19.62,84.1,44.1,F,Lineup unconfirmed
40,2026-07-19,824897,2026-07-19T17:35:00Z,Scheduled,Truist Park,Texas Rangers @ Atlanta Braves,Away,694671,Wyatt Langford,Texas Rangers,Atlanta Braves,LF,R,No,,45,194,181,49,8,2,9,26,22,12,1,42,0.271,0.32,0.486,0.806,5,21,19,4,1,0.211,0.0476,12,54,49,15,4,0.306,0.0741,0.0464,0.0409,4.15,11,3,20.1,0.55,54.7,Recently homered,656550.0,Grant Holmes,R,RHB vs RHP,18,17,87.1,3.61,1.32,15,1.55,7.83,4.02,1.182,1.072,0.985,1.0,1.0,15.91,19.54,70.2,43.4,F,Lineup unconfirmed
41,2026-07-19,824330,2026-07-19T19:10:00Z,Scheduled,Coors Field,Cincinnati Reds @ Colorado Rockies,Away,668715,Spencer Steer,Cincinnati Reds,Colorado Rockies,1B,R,No,,92,362,320,80,13,0,16,54,40,34,5,81,0.25,0.33,0.441,0.771,7,30,26,10,2,0.385,0.0667,20,79,71,20,5,0.282,0.0633,0.0442,0.0412,4.05,0,0,20.0,0.0,0.0,Very recent HR,663372.0,Ryan Feltner,R,RHB vs RHP,13,13,63.1,4.55,1.29,11,1.56,6.68,3.41,1.233,1.066,0.985,1.0,0.98,15.65,19.53,83.3,44.7,F,Lineup unconfirmed
42,2026-07-19,824330,2026-07-19T19:10:00Z,Scheduled,Coors Field,Cincinnati Reds @ Colorado Rockies,Away,701398,Sal Stewart,Cincinnati Reds,Colorado Rockies,1B,R,No,,96,419,366,94,23,0,19,51,67,46,2,88,0.257,0.339,0.475,0.814,7,32,27,8,2,0.296,0.0625,22,97,88,25,5,0.284,0.0515,0.0453,0.0424,4.15,19,5,19.3,0.99,98.6,Near normal interval,663372.0,Ryan Feltner,R,RHB vs RHP,13,13,63.1,4.55,1.29,11,1.56,6.68,3.41,1.143,1.066,0.985,1.0,1.0,16.45,19.49,84.8,46.6,F,Lineup unconfirmed
43,2026-07-19,824168,2026-07-19T18:10:00Z,Scheduled,Daikin Park,Baltimore Orioles @ Houston Astros,Away,624413,Pete Alonso,Baltimore Orioles,Houston Astros,1B,R,No,,98,423,364,91,17,0,21,59,66,51,4,106,0.25,0.345,0.47,0.815,7,30,25,6,2,0.24,0.0667,21,91,73,19,4,0.26,0.044,0.0496,0.0457,4.15,8,2,17.3,0.46,46.2,Recently homered,686613.0,Hunter Brown,R,RHB vs RHP,7,7,35.1,3.57,1.39,5,1.27,9.93,5.6,1.094,1.014,0.985,1.0,1.0,17.66,19.16,84.3,44.9,F,Lineup unconfirmed
44,2026-07-19,824739,2026-07-19T17:35:00Z,Scheduled,Fenway Park,Tampa Bay Rays @ Boston Red Sox,Away,683748,Victor Mesa Jr.,Tampa Bay Rays,Boston Red Sox,RF,L,No,,34,104,89,19,2,0,5,13,12,13,0,24,0.213,0.311,0.404,0.715,6,14,13,6,2,0.462,0.1429,18,53,47,11,3,0.234,0.0566,0.0481,0.0395,4.05,3,3,17.8,0.17,16.9,Very recent HR,543243.0,Sonny Gray,R,LHB vs RHP,17,17,95.2,2.54,1.1,10,0.94,8.0,2.26,1.318,0.974,1.025,1.0,0.98,15.05,19.08,63.7,40.4,F,Lineup unconfirmed
45,2026-07-19,824330,2026-07-19T19:10:00Z,Scheduled,Coors Field,Cincinnati Reds @ Colorado Rockies,Home,666160,Mickey Moniak,Colorado Rockies,Cincinnati Reds,LF,L,No,,63,230,212,58,11,3,15,30,38,13,3,58,0.274,0.322,0.566,0.888,7,23,21,5,0,0.238,0.0,20,66,62,16,3,0.258,0.0455,0.0652,0.0538,4.09,30,10,14.1,2.12,212.3,Very long drought,668881.0,Hunter Greene,R,LHB vs RHP,2,2,10.1,6.97,1.45,1,0.87,16.55,4.35,0.829,0.995,1.025,1.03,1.06,20.25,18.81,73.7,50.3,D,Lineup unconfirmed
46,2026-07-19,824086,2026-07-19T18:10:00Z,Scheduled,Kauffman Stadium,San Diego Padres @ Kansas City Royals,Away,592518,Manny Machado,San Diego Padres,Kansas City Royals,3B,R,No,,94,395,344,69,16,0,19,46,55,45,0,87,0.201,0.289,0.413,0.702,7,29,27,9,1,0.333,0.0345,22,94,79,23,7,0.291,0.0745,0.0481,0.0443,3.99,17,4,18.1,0.94,93.9,Near normal interval,702070.0,Noah Cameron,L,RHB vs LHP,18,18,95.2,4.89,1.42,13,1.22,8.56,3.01,1.073,1.019,1.025,1.0,1.0,16.56,18.41,84.5,42.9,F,Lineup unconfirmed
47,2026-07-19,824653,2026-07-19T18:20:00Z,Scheduled,Wrigley Field,Minnesota Twins @ Chicago Cubs,Away,668904,Royce Lewis,Minnesota Twins,Chicago Cubs,3B,R,No,,64,260,232,50,11,0,10,30,29,24,2,70,0.216,0.292,0.392,0.684,7,28,25,5,2,0.2,0.0714,21,90,82,20,3,0.244,0.0333,0.0385,0.0364,4.05,6,2,23.2,0.26,25.9,Very recent HR,684007.0,Shota Imanaga,L,RHB vs LHP,19,19,108.0,4.17,1.12,22,1.83,8.75,2.25,1.196,1.117,1.025,1.0,0.98,13.95,18.37,77.8,40.8,F,Lineup unconfirmed
48,2026-07-19,823113,2026-07-19T20:10:00Z,Scheduled,T-Mobile Park,San Francisco Giants @ Seattle Mariners,Away,669477,Casey Schmitt,San Francisco Giants,Seattle Mariners,LF,R,No,,89,375,355,100,17,1,19,43,50,9,7,72,0.282,0.309,0.496,0.805,8,35,33,9,2,0.273,0.0571,22,90,86,23,4,0.267,0.0444,0.0507,0.0461,4.15,9,2,18.7,0.48,48.2,Recently homered,669302.0,Logan Gilbert,R,RHB vs RHP,19,19,114.0,3.32,0.99,14,1.11,9.39,1.89,1.046,1.002,0.985,1.0,1.0,17.8,18.33,84.2,43.4,F,Lineup unconfirmed
49,2026-07-19,824086,2026-07-19T18:10:00Z,Scheduled,Kauffman Stadium,San Diego Padres @ Kansas City Royals,Home,686475,Tyler Tolbert,Kansas City Royals,San Diego Padres,2B,R,No,,35,60,54,20,1,0,2,17,5,4,0,11,0.37,0.407,0.5,0.907,5,17,17,11,2,0.647,0.1176,12,35,33,16,2,0.485,0.0571,0.0333,0.0324,4.25,6,3,27.0,0.22,22.2,Very recent HR,608566.0,Germán Márquez,R,RHB vs RHP,9,8,41.2,5.18,1.49,10,2.16,6.05,4.32,1.35,1.1,0.985,1.0,0.98,13.08,18.32,59.1,41.4,F,Small season sample; Lineup unconfirmed
50,2026-07-19,824739,2026-07-19T17:35:00Z,Scheduled,Fenway Park,Tampa Bay Rays @ Boston Red Sox,Away,668723,Ryan Vilade,Tampa Bay Rays,Boston Red Sox,RF,R,No,,54,164,145,37,6,1,7,16,31,14,1,32,0.255,0.319,0.455,0.774,4,13,12,2,1,0.167,0.0769,10,37,34,5,3,0.147,0.0811,0.0427,0.0382,4.05,7,2,20.7,0.34,33.8,Very recent HR,543243.0,Sonny Gray,R,RHB vs RHP,17,17,95.2,2.54,1.1,10,0.94,8.0,2.26,1.342,0.974,0.985,1.0,0.98,14.58,18.12,66.7,40.2,F,Lineup unconfirmed
51,2026-07-19,824897,2026-07-19T17:35:00Z,Scheduled,Truist Park,Texas Rangers @ Atlanta Braves,Away,543309,Kyle Higashioka,Texas Rangers,Atlanta Braves,C,R,No,,55,177,159,35,3,0,7,19,17,17,1,46,0.22,0.299,0.371,0.67,5,13,13,4,2,0.308,0.1538,13,45,40,7,2,0.175,0.0444,0.0395,0.0365,4.05,0,0,22.7,0.0,0.0,Very recent HR,656550.0,Grant Holmes,R,RHB vs RHP,18,17,87.1,3.61,1.32,15,1.55,7.83,4.02,1.262,1.072,0.985,1.0,0.98,13.98,17.95,68.2,38.6,F,Lineup unconfirmed
52,2026-07-19,823113,2026-07-19T20:10:00Z,Scheduled,T-Mobile Park,San Francisco Giants @ Seattle Mariners,Away,646240,Rafael Devers,San Francisco Giants,Seattle Mariners,1B,L,No,,97,412,370,91,25,1,19,49,52,38,1,114,0.246,0.316,0.473,0.789,8,35,27,6,1,0.222,0.0286,22,92,79,20,8,0.253,0.087,0.0461,0.0429,4.05,11,3,19.5,0.56,56.5,Recently homered,669302.0,Logan Gilbert,R,LHB vs RHP,19,19,114.0,3.32,0.99,14,1.11,9.39,1.89,1.079,1.002,1.025,1.0,1.0,16.28,17.92,84.4,42.6,F,Lineup unconfirmed
53,2026-07-19,824007,2026-07-19T20:07:00Z,Scheduled,Angel Stadium,Detroit Tigers @ Los Angeles Angels,Away,681481,Kerry Carpenter,Detroit Tigers,Los Angeles Angels,RF,L,No,,74,233,205,45,5,2,13,26,36,18,5,72,0.22,0.294,0.454,0.748,7,15,13,0,0,0.0,0.0,22,67,60,11,3,0.183,0.0448,0.0558,0.0477,4.05,26,11,15.8,1.65,164.9,Above normal drought,696270.0,Ryan Johnson,R,LHB vs RHP,9,6,33.1,6.75,1.5,9,2.43,6.75,3.51,0.85,1.101,1.025,1.0,1.035,17.96,17.83,74.0,44.5,F,Lineup unconfirmed
54,2026-07-19,824653,2026-07-19T18:20:00Z,Scheduled,Wrigley Field,Minnesota Twins @ Chicago Cubs,Home,621020,Dansby Swanson,Chicago Cubs,Minnesota Twins,SS,R,No,,93,359,316,66,11,2,16,59,58,37,1,85,0.209,0.291,0.408,0.699,7,26,26,6,0,0.231,0.0,21,81,79,24,8,0.304,0.0988,0.0446,0.0414,3.99,35,10,19.8,1.77,177.2,Above normal drought,805673.0,Zebby Matthews,R,RHB vs RHP,11,11,67.0,4.57,1.22,14,1.88,7.25,2.42,1.01,1.119,0.985,1.0,1.035,15.53,17.73,83.5,45.5,F,Lineup unconfirmed
55,2026-07-19,824086,2026-07-19T18:10:00Z,Scheduled,Kauffman Stadium,San Diego Padres @ Kansas City Royals,Away,669134,Luis Campusano,San Diego Padres,Kansas City Royals,C,R,No,,27,84,72,21,7,0,4,13,11,11,1,20,0.292,0.393,0.556,0.949,7,20,16,5,1,0.312,0.05,9,26,20,6,1,0.3,0.0385,0.0476,0.0384,4.31,9,4,18.0,0.5,50.0,Recently homered,702070.0,Noah Cameron,L,RHB vs LHP,18,18,95.2,4.89,1.42,13,1.22,8.56,3.01,1.066,1.019,1.025,1.03,1.0,15.54,17.67,60.1,41.2,F,Lineup unconfirmed
56,2026-07-19,824411,2026-07-19T17:40:00Z,Scheduled,Progressive Field,Pittsburgh Pirates @ Cleveland Guardians,Home,672356,Gabriel Arias,Cleveland Guardians,Pittsburgh Pirates,3B,R,No,,32,97,92,22,2,0,5,10,10,5,0,40,0.239,0.278,0.424,0.702,6,15,15,5,1,0.333,0.0667,19,52,49,12,3,0.245,0.0577,0.0515,0.0407,3.93,8,3,18.4,0.43,43.5,Recently homered,694973.0,Paul Skenes,R,RHB vs RHP,20,20,108.1,3.57,1.02,11,0.91,10.8,1.99,1.211,0.97,0.985,1.0,1.0,15.08,17.28,63.1,37.3,F,Lineup unconfirmed
57,2026-07-19,824007,2026-07-19T20:07:00Z,Scheduled,Angel Stadium,Detroit Tigers @ Los Angeles Angels,Away,693307,Dillon Dingler,Detroit Tigers,Los Angeles Angels,C,R,No,,88,365,328,86,19,2,19,48,60,23,9,78,0.262,0.325,0.506,0.831,5,17,15,3,0,0.2,0.0,20,82,77,20,3,0.26,0.0366,0.0521,0.0471,4.15,52,14,17.3,3.01,301.2,Very long drought,696270.0,Ryan Johnson,R,RHB vs RHP,9,6,33.1,6.75,1.5,9,2.43,6.75,3.51,0.817,1.101,0.985,1.0,1.06,18.14,17.11,83.6,49.8,F,Lineup unconfirmed
58,2026-07-19,823521,2026-07-19T23:20:00Z,Scheduled,Yankee Stadium,Los Angeles Dodgers @ New York Yankees,Home,502671,Paul Goldschmidt,New York Yankees,Los Angeles Dodgers,1B,R,No,,69,266,243,62,9,1,15,32,42,19,3,63,0.255,0.316,0.486,0.802,7,27,25,3,1,0.12,0.037,20,73,69,11,4,0.159,0.0548,0.0564,0.0488,4.09,4,2,16.2,0.25,24.7,Very recent HR,808967.0,Yoshinobu Yamamoto,R,RHB vs RHP,17,17,110.2,2.85,0.91,12,0.98,8.62,2.03,0.969,0.981,0.985,1.0,0.98,18.51,17.09,76.8,40.4,F,Lineup unconfirmed
59,2026-07-19,824653,2026-07-19T18:20:00Z,Scheduled,Wrigley Field,Minnesota Twins @ Chicago Cubs,Away,665019,Kody Clemens,Minnesota Twins,Chicago Cubs,1B,L,No,,84,336,305,73,18,3,16,45,46,22,5,77,0.239,0.299,0.475,0.774,7,30,27,5,0,0.185,0.0,20,88,80,16,5,0.2,0.0568,0.0476,0.0435,4.05,31,8,19.1,1.63,162.6,Above normal drought,684007.0,Shota Imanaga,L,LHB vs LHP,19,19,108.0,4.17,1.12,22,1.83,8.75,2.25,0.912,1.117,0.985,1.0,1.035,16.49,17.08,83.0,44.8,F,Lineup unconfirmed
60,2026-07-19,824978,2026-07-19T20:05:00Z,Scheduled,Sutter Health Park,Washington Nationals @ Athletics,Away,665953,Andrés Chaparro,Washington Nationals,Athletics,1B,R,No,,32,71,59,13,3,0,3,13,15,11,1,18,0.22,0.352,0.424,0.776,4,11,10,5,2,0.5,0.1818,13,33,30,8,3,0.267,0.0909,0.0423,0.0358,4.05,0,0,19.7,0.0,0.0,Very recent HR,682052.0,Jacob Lopez,L,RHB vs LHP,14,11,55.1,6.83,1.79,11,1.79,6.99,5.53,1.153,1.087,1.025,1.0,0.98,13.73,17.04,59.7,37.5,F,Small season sample; Lineup unconfirmed
61,2026-07-19,824086,2026-07-19T18:10:00Z,Scheduled,Kauffman Stadium,San Diego Padres @ Kansas City Royals,Home,695506,Jac Caglianone,Kansas City Royals,San Diego Padres,RF,L,No,,91,353,323,84,15,2,15,44,35,25,4,102,0.26,0.32,0.458,0.778,8,36,36,10,1,0.278,0.0278,20,86,82,19,5,0.232,0.0581,0.0425,0.0398,3.99,12,3,21.5,0.56,55.7,Recently homered,608566.0,Germán Márquez,R,LHB vs RHP,9,8,41.2,5.18,1.49,10,2.16,6.05,4.32,1.016,1.1,1.025,1.0,1.0,14.97,17.0,83.9,40.9,F,Lineup unconfirmed
62,2026-07-19,824007,2026-07-19T20:07:00Z,Scheduled,Angel Stadium,Detroit Tigers @ Los Angeles Angels,Away,690993,Colt Keith,Detroit Tigers,Los Angeles Angels,3B,L,No,,87,273,254,62,9,2,8,35,22,15,3,54,0.244,0.293,0.39,0.683,6,16,14,2,2,0.143,0.125,19,59,55,10,4,0.182,0.0678,0.0293,0.0301,4.05,5,3,31.8,0.16,15.7,Very recent HR,696270.0,Ryan Johnson,R,LHB vs RHP,9,6,33.1,6.75,1.5,9,2.43,6.75,3.51,1.35,1.101,1.025,1.0,0.98,11.65,17.0,76.2,38.4,F,Lineup unconfirmed
63,2026-07-19,823521,2026-07-19T23:20:00Z,Scheduled,Yankee Stadium,Los Angeles Dodgers @ New York Yankees,Home,642708,Amed Rosario,New York Yankees,Los Angeles Dodgers,3B,R,No,,57,166,152,36,4,1,9,20,27,11,0,40,0.237,0.283,0.454,0.737,6,11,10,1,0,0.1,0.0,18,49,45,9,3,0.2,0.0612,0.0542,0.0449,3.93,12,8,16.9,0.71,71.1,Recently homered,808967.0,Yoshinobu Yamamoto,R,RHB vs RHP,17,17,110.2,2.85,0.91,12,0.98,8.62,2.03,1.065,0.981,0.985,1.0,1.0,16.52,16.97,67.8,37.9,F,Lineup unconfirmed
64,2026-07-19,823439,2026-07-19T17:35:00Z,Scheduled,Citizens Bank Park,New York Mets @ Philadelphia Phillies,Home,656537,Derek Hill,Philadelphia Phillies,New York Mets,RF,R,No,,73,145,132,34,3,0,7,21,16,9,1,52,0.258,0.31,0.439,0.749,6,20,19,7,1,0.368,0.05,17,43,40,14,3,0.35,0.0698,0.0483,0.0409,3.99,7,2,18.9,0.37,37.1,Recently homered,690997.0,Nolan McLean,R,RHB vs RHP,19,19,107.1,3.52,1.12,10,0.84,10.48,3.27,1.176,0.958,0.985,1.0,1.0,15.35,16.92,65.8,37.8,F,Lineup unconfirmed
65,2026-07-19,824411,2026-07-19T17:40:00Z,Scheduled,Progressive Field,Pittsburgh Pirates @ Cleveland Guardians,Away,680779,Henry Davis,Pittsburgh Pirates,Cleveland Guardians,C,R,No,,63,188,163,27,5,0,8,24,27,18,5,38,0.166,0.267,0.344,0.611,6,16,12,3,1,0.25,0.0625,15,38,33,9,3,0.273,0.0789,0.0426,0.0384,3.87,0,1,20.4,0.0,0.0,Very recent HR,676282.0,Joey Cantillo,L,RHB vs LHP,20,20,101.0,3.56,1.4,12,1.07,9.36,4.37,1.291,0.995,1.025,0.94,0.98,14.08,16.87,68.5,36.6,F,Lineup unconfirmed
66,2026-07-19,822786,2026-07-19T16:15:00Z,Scheduled,Rogers Centre,Chicago White Sox @ Toronto Blue Jays,Home,678218,Brandon Valenzuela,Toronto Blue Jays,Chicago White Sox,C,S,No,,58,188,166,40,6,0,8,20,21,20,0,49,0.241,0.321,0.422,0.743,3,12,12,4,1,0.333,0.0833,10,35,32,5,1,0.156,0.0286,0.0426,0.0384,3.99,0,0,20.8,0.0,0.0,Very recent HR,680732.0,Sean Burke,R,Switch vs RHP,19,15,105.2,3.41,1.17,13,1.11,9.79,2.81,1.154,1.002,1.035,1.0,0.98,14.48,16.81,68.2,37.8,F,Lineup unconfirmed
67,2026-07-19,823439,2026-07-19T17:35:00Z,Scheduled,Citizens Bank Park,New York Mets @ Philadelphia Phillies,Away,621438,Tyrone Taylor,New York Mets,Philadelphia Phillies,CF,R,No,,56,130,121,26,6,0,6,14,17,5,0,24,0.215,0.246,0.413,0.659,7,11,10,3,1,0.3,0.0909,13,26,24,8,3,0.333,0.1154,0.0462,0.0394,3.99,7,4,20.2,0.35,34.7,Very recent HR,660604.0,Alan Rangel,R,RHB vs RHP,5,2,19.1,4.19,1.4,3,1.4,10.24,4.19,1.153,1.013,0.985,1.0,0.98,14.8,16.57,63.4,35.5,F,Lineup unconfirmed
68,2026-07-19,825057,2026-07-19T20:10:00Z,Scheduled,Chase Field,St. Louis Cardinals @ Arizona Diamondbacks,Home,694374,Tim Tawa,Arizona Diamondbacks,St. Louis Cardinals,LF,R,No,,40,103,88,20,6,0,4,10,16,10,0,22,0.227,0.303,0.432,0.735,6,23,22,9,3,0.409,0.1304,11,33,29,10,3,0.345,0.0909,0.0388,0.0352,3.99,0,0,22.0,0.0,0.0,Very recent HR,669467.0,Andre Pallante,R,RHB vs RHP,18,18,100.0,3.96,1.26,10,0.9,6.48,2.61,1.35,0.968,0.985,1.0,0.98,13.31,16.56,62.0,36.4,F,Lineup unconfirmed
69,2026-07-19,823113,2026-07-19T20:10:00Z,Scheduled,T-Mobile Park,San Francisco Giants @ Seattle Mariners,Away,805811,Bryce Eldridge,San Francisco Giants,Seattle Mariners,DH,L,No,,55,222,193,52,13,0,9,29,22,28,0,55,0.269,0.36,0.477,0.837,8,33,29,7,2,0.241,0.0606,21,87,76,16,3,0.211,0.0345,0.0405,0.0375,4.15,0,0,21.4,0.0,0.0,Very recent HR,669302.0,Logan Gilbert,R,LHB vs RHP,19,19,114.0,3.32,0.99,14,1.11,9.39,1.89,1.12,1.002,1.025,1.0,0.98,14.68,16.43,74.8,39.6,F,Lineup unconfirmed
70,2026-07-19,824897,2026-07-19T17:35:00Z,Scheduled,Truist Park,Texas Rangers @ Atlanta Braves,Away,669394,Jake Burger,Texas Rangers,Atlanta Braves,1B,R,No,,93,376,342,81,14,0,16,41,58,29,3,100,0.237,0.301,0.418,0.719,7,27,25,3,1,0.12,0.037,20,81,72,14,4,0.194,0.0494,0.0426,0.04,4.05,10,3,21.4,0.47,46.8,Recently homered,656550.0,Grant Holmes,R,RHB vs RHP,18,17,87.1,3.61,1.32,15,1.55,7.83,4.02,1.026,1.072,0.985,1.0,1.0,15.24,16.42,83.5,39.0,F,Lineup unconfirmed
71,2026-07-19,822786,2026-07-19T16:15:00Z,Scheduled,Rogers Centre,Chicago White Sox @ Toronto Blue Jays,Away,678246,Miguel Vargas,Chicago White Sox,Toronto Blue Jays,3B,R,No,,95,414,347,85,20,1,21,65,59,56,6,69,0.245,0.356,0.49,0.846,7,30,27,6,1,0.222,0.0333,22,95,81,21,5,0.259,0.0526,0.0507,0.0465,4.15,12,3,16.5,0.73,72.6,Recently homered,702056.0,Trey Yesavage,R,RHB vs RHP,14,14,75.0,3.72,1.16,7,0.84,8.28,4.68,0.961,0.958,0.985,1.0,1.0,17.94,16.39,84.6,41.0,F,Lineup unconfirmed
72,2026-07-19,823764,2026-07-19T18:10:00Z,Scheduled,American Family Field,Miami Marlins @ Milwaukee Brewers,Away,669065,Kyle Stowers,Miami Marlins,Milwaukee Brewers,LF,L,No,,73,309,272,64,16,3,12,36,42,28,6,99,0.235,0.318,0.449,0.767,7,27,25,3,1,0.12,0.037,21,90,79,21,5,0.266,0.0556,0.0388,0.0369,4.05,18,5,22.7,0.79,79.4,Recently homered,688107.0,Robert Gasser,L,LHB vs LHP,9,9,46.1,5.24,1.27,10,1.94,8.35,2.72,1.092,1.089,0.985,1.0,1.0,14.13,16.38,81.3,39.5,F,Lineup unconfirmed
73,2026-07-19,824897,2026-07-19T17:35:00Z,Scheduled,Truist Park,Texas Rangers @ Atlanta Braves,Away,677649,Ezequiel Duran,Texas Rangers,Atlanta Braves,SS,R,No,,88,328,299,80,15,2,10,40,50,24,1,76,0.268,0.321,0.431,0.752,7,27,24,5,3,0.208,0.1111,22,86,81,19,5,0.235,0.0581,0.0305,0.0309,4.05,5,2,29.9,0.17,16.7,Very recent HR,656550.0,Grant Holmes,R,RHB vs RHP,18,17,87.1,3.61,1.32,15,1.55,7.83,4.02,1.35,1.072,0.985,1.0,0.98,11.93,16.36,82.3,39.2,F,Lineup unconfirmed
74,2026-07-19,824897,2026-07-19T17:35:00Z,Scheduled,Truist Park,Texas Rangers @ Atlanta Braves,Home,663698,Joey Bart,Atlanta Braves,Texas Rangers,C,R,No,,34,97,89,19,2,0,4,12,12,3,4,27,0.213,0.268,0.371,0.639,6,13,12,1,1,0.083,0.0769,13,35,31,4,2,0.129,0.0571,0.0412,0.0361,3.81,6,3,22.2,0.27,27.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.314,1.0,1.0,0.975,0.98,13.08,16.22,51.7,33.2,F,Probable SP unavailable; Lineup unconfirmed
75,2026-07-19,824330,2026-07-19T19:10:00Z,Scheduled,Coors Field,Cincinnati Reds @ Colorado Rockies,Away,682622,Noelvi Marte,Cincinnati Reds,Colorado Rockies,RF,R,No,,42,137,128,25,5,0,6,15,13,9,0,35,0.195,0.248,0.375,0.623,6,17,16,3,1,0.188,0.0588,20,70,65,12,3,0.185,0.0429,0.0438,0.0383,3.87,11,5,21.3,0.52,51.6,Recently homered,663372.0,Ryan Feltner,R,RHB vs RHP,13,13,63.1,4.55,1.29,11,1.56,6.68,3.41,1.139,1.066,0.985,0.975,1.0,14.02,16.21,67.4,35.4,F,Lineup unconfirmed
