date,game_pk,game_time_pt,game_status,abstract_game_state,team,opponent,home_away,player_id,player_name,position,batting_order,plate_appearances,at_bats,hits,singles,doubles,triples,home_runs,runs,rbi,walks,hit_by_pitch,stolen_bases,fantasy_score,last_updated_pt
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,681624,Andy Pages,CF,,2,2,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,669016,Brandon Marsh,RF,,2,2,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,547180,Bryce Harper,DH,,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,682928,CJ Abrams,SS,,2,2,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,682998,Corbin Carroll,LF,,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,686948,Drake Baldwin,C,,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,518692,Freddie Freeman,1B,,2,1,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,665742,Juan Soto,LF,,2,2,1,1,0,0,0,0,0,0,0,0,3,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,656941,Kyle Schwarber,DH,,2,2,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,571970,Max Muncy,3B,,2,2,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,645277,Ozzie Albies,2B,,2,2,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
2026-07-14,823443,5:00 PM,Final,Final,National League All-Stars,American League All-Stars,home,661388,William Contreras,C,,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:31:05 PM
