Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
11,2026-07-29,824567,2026-07-29T23:40:00Z,Scheduled,Rate Field,New York Yankees @ Chicago White Sox,Away,700250,Ben Rice,New York Yankees,Chicago White Sox,1B,L,No,,102,437,382,104,18,3,31,69,73,50,3,107,0.272,0.359,0.579,0.938,11,47,45,10,2,0.222,0.0426,23,99,88,25,9,0.284,0.0909,26,26,11.5,30.8,46.7,33.3,20.0,15.4,30.8,37.5,46.2,7.7,7.7,7.7,66.7,85.8,11.7,0.72,71.0,41.5,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,41.5,Below Average,0.976,Good,2.36,-28.64,Strong negative regression,Below Average Contact-First Profile profile. 11.5% barrel rate; 85.8 mph average exit velocity; 30.8% air-ball rate; 37.5% pull-air rate; 7.7% HR-launch rate.,0.0709,0.0625,4.23,8,2,12.3,0.65,64.9,Recently homered,663436.0,Davis Martin,R,LHB vs RHP,20,20,111.0,3.49,1.27,6,0.49,8.11,2.68,1.011,0.902,1.025,1.03,0.976,1.005,1.0,23.91,22.62,84.9,52.4,C,Lineup unconfirmed
12,2026-07-29,822702,2026-07-29T17:05:00Z,Scheduled,Nationals Park,Toronto Blue Jays @ Washington Nationals,Home,671277,Luis García Jr.,Washington Nationals,Toronto Blue Jays,1B,L,No,,100,358,341,96,18,4,22,47,73,16,0,58,0.282,0.313,0.551,0.864,10,39,38,10,2,0.263,0.0513,21,84,80,23,6,0.288,0.0714,34,34,17.6,26.5,68.8,18.8,12.5,8.8,20.6,100.0,20.6,11.8,8.8,11.8,16.7,81.5,8.9,0.729,72.1,50.5,Average,3.0,Pull Power,C,Low line-drive plane,50.5,Average,1.001,Good,4.67,-17.33,Strong negative regression,Average Pull Power profile. 17.6% barrel rate; 81.5 mph average exit velocity; 20.6% air-ball rate; 100.0% pull-air rate; 11.8% HR-launch rate.,0.0615,0.0541,4.09,0,0,15.5,0.0,0.0,Very recent HR,702056.0,Trey Yesavage,R,LHB vs RHP,16,16,85.0,3.92,1.18,10,1.06,9.21,4.45,1.047,0.994,1.025,1.03,1.001,1.031,0.98,20.33,21.76,83.7,49.7,C,Lineup unconfirmed
13,2026-07-29,824242,2026-07-29T17:10:00Z,Scheduled,Comerica Park,Baltimore Orioles @ Detroit Tigers,Away,691723,Coby Mayo,Baltimore Orioles,Detroit Tigers,3B,R,No,,83,270,247,49,10,0,14,36,38,19,3,91,0.198,0.263,0.409,0.672,9,24,24,6,2,0.25,0.0833,16,39,37,9,4,0.243,0.1026,13,13,0.0,46.2,57.1,28.6,14.3,23.1,30.8,50.0,38.5,0.0,0.0,0.0,,90.8,18.9,0.487,74.7,41.2,Below Average,2.5,Pull Power,A,Excellent HR swing plane,41.2,Below Average,0.975,Small Statcast sample,0.17,-13.83,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 90.8 mph average exit velocity; 30.8% air-ball rate; 50.0% pull-air rate; 0.0% HR-launch rate.,0.0519,0.0457,3.99,3,1,17.6,0.17,17.0,Very recent HR,669373.0,Tarik Skubal,L,RHB vs LHP,15,15,90.0,2.7,0.92,10,1.0,11.0,1.3,1.334,0.984,1.025,1.0,0.975,0.975,0.98,17.04,21.48,74.4,45.1,C-,Lineup unconfirmed
14,2026-07-29,822702,2026-07-29T17:05:00Z,Scheduled,Nationals Park,Toronto Blue Jays @ Washington Nationals,Home,695578,James Wood,Washington Nationals,Toronto Blue Jays,RF,L,No,,108,508,416,112,25,1,30,97,72,85,4,148,0.269,0.396,0.55,0.946,11,54,47,9,2,0.191,0.037,22,108,86,27,9,0.314,0.0833,23,23,13.0,30.4,47.1,17.6,35.3,21.7,39.1,11.1,34.8,4.3,0.0,4.3,66.7,89.6,9.8,0.871,73.1,30.4,Weak,2.0,Contact-First Profile,C,Low line-drive plane,30.4,Weak,0.945,Good,2.23,-27.77,Strong negative regression,Weak Contact-First Profile profile. 13.0% barrel rate; 89.6 mph average exit velocity; 39.1% air-ball rate; 11.1% pull-air rate; 4.3% HR-launch rate.,0.0591,0.0539,4.25,7,2,13.9,0.5,50.5,Recently homered,702056.0,Trey Yesavage,R,LHB vs RHP,16,16,85.0,3.92,1.18,10,1.06,9.21,4.45,1.03,0.994,1.025,1.03,0.945,0.973,1.0,20.98,21.37,85.0,50.5,C,Lineup unconfirmed
15,2026-07-29,824567,2026-07-29T23:40:00Z,Scheduled,Rate Field,New York Yankees @ Chicago White Sox,Home,808959,Munetaka Murakami,Chicago White Sox,New York Yankees,1B,L,No,,71,308,250,60,9,0,22,54,48,56,1,100,0.24,0.38,0.54,0.92,11,49,39,11,2,0.282,0.0408,14,62,50,12,2,0.24,0.0323,25,25,16.0,44.0,56.2,31.2,6.2,20.0,40.0,60.0,44.0,16.0,12.0,16.0,50.0,87.6,27.4,1.027,71.3,69.4,Above Average,4.0,Barrel Machine,A-,Elevated power plane,69.4,Above Average,1.054,Good,3.47,-18.53,Strong negative regression,Above Average Barrel Machine profile. 16.0% barrel rate; 87.6 mph average exit velocity; 40.0% air-ball rate; 60.0% pull-air rate; 16.0% HR-launch rate.,0.0714,0.0604,4.25,7,2,11.4,0.62,61.6,Recently homered,693645.0,Cam Schlittler,R,LHB vs RHP,22,22,130.1,2.07,0.93,12,0.83,10.84,1.73,0.845,0.957,1.025,1.03,1.054,1.086,1.0,23.25,21.13,79.0,48.9,C,Lineup unconfirmed
16,2026-07-29,822947,2026-07-29T22:40:00Z,Scheduled,Tropicana Field,Texas Rangers @ Tampa Bay Rays,Home,683748,Victor Mesa Jr.,Tampa Bay Rays,Texas Rangers,RF,L,No,,41,129,112,25,2,0,8,17,17,15,0,32,0.223,0.313,0.455,0.768,8,25,23,6,3,0.261,0.12,18,58,51,13,5,0.255,0.0862,15,15,0.0,26.7,40.0,40.0,20.0,0.0,6.7,0.0,26.7,6.7,0.0,6.7,,78.5,13.8,0.393,68.9,19.2,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,19.2,Weak,0.914,Small Statcast sample,0.11,-7.89,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 78.5 mph average exit velocity; 6.7% air-ball rate; 0.0% pull-air rate; 6.7% HR-launch rate.,0.062,0.0476,3.99,11,4,14.0,0.79,78.6,Recently homered,669022.0,MacKenzie Gore,L,LHB vs LHP,22,22,115.2,4.82,1.31,14,1.09,9.88,3.42,1.35,0.998,0.985,1.0,0.914,0.914,1.0,17.67,21.11,65.9,44.9,C-,Lineup unconfirmed
17,2026-07-29,824973,2026-07-30T01:40:00Z,Scheduled,Sutter Health Park,Boston Red Sox @ Athletics,Away,575929,Willson Contreras,Boston Red Sox,Athletics,1B,R,No,,99,408,344,98,18,2,22,54,66,43,18,102,0.285,0.39,0.541,0.931,11,44,32,9,2,0.281,0.0455,18,73,57,17,4,0.298,0.0548,24,24,8.3,33.3,30.0,40.0,30.0,20.8,29.2,42.9,20.8,4.2,0.0,4.2,0.0,85.4,18.7,0.269,75.7,25.7,Weak,2.0,Pull Power,A,Excellent HR swing plane,25.7,Weak,0.932,Good,1.62,-20.38,Strong negative regression,Weak Pull Power profile. 8.3% barrel rate; 85.4 mph average exit velocity; 29.2% air-ball rate; 42.9% pull-air rate; 4.2% HR-launch rate.,0.0539,0.0489,4.31,23,8,15.6,1.47,147.1,Above normal drought,682052.0,Jacob Lopez,L,RHB vs LHP,16,13,64.2,6.12,1.67,11,1.53,7.38,5.57,1.006,1.063,1.025,1.03,0.932,0.96,1.035,19.45,21.03,82.8,52.7,C,Lineup unconfirmed
18,2026-07-29,822702,2026-07-29T17:05:00Z,Scheduled,Nationals Park,Toronto Blue Jays @ Washington Nationals,Home,665953,Andrés Chaparro,Washington Nationals,Toronto Blue Jays,1B,R,No,,39,89,76,17,5,0,5,16,19,12,1,21,0.224,0.337,0.487,0.824,8,24,22,8,4,0.364,0.1667,15,35,33,10,5,0.303,0.1429,9,9,11.1,55.6,57.1,28.6,14.3,44.4,55.6,40.0,33.3,22.2,11.1,22.2,100.0,86.9,27.8,1.075,69.6,58.5,Average,3.5,Fly Ball Specialist,A-,Elevated power plane,58.5,Average,1.024,Small Statcast sample,0.97,-4.03,Strong negative regression,Average Fly Ball Specialist profile. 11.1% barrel rate; 86.9 mph average exit velocity; 55.6% air-ball rate; 40.0% pull-air rate; 22.2% HR-launch rate.,0.0562,0.0423,4.09,0,0,15.2,0.0,0.0,Very recent HR,702056.0,Trey Yesavage,R,RHB vs RHP,16,16,85.0,3.92,1.18,10,1.06,9.21,4.45,1.35,0.994,0.985,1.0,1.024,1.024,0.98,16.2,21.02,61.2,44.8,C-,Lineup unconfirmed
19,2026-07-29,823273,2026-07-29T20:10:00Z,Scheduled,Petco Park,Colorado Rockies @ San Diego Padres,Home,592518,Manny Machado,San Diego Padres,Colorado Rockies,3B,R,No,,104,442,385,83,18,0,23,55,64,50,0,95,0.216,0.302,0.442,0.744,11,52,45,14,4,0.311,0.0769,23,103,89,28,8,0.315,0.0777,36,36,11.1,27.8,60.0,15.0,25.0,16.7,33.3,50.0,41.7,11.1,5.6,11.1,75.0,85.6,26.9,0.71,72.3,45.6,Below Average,3.0,Pull Power,A-,Elevated power plane,45.6,Below Average,0.988,Good,3.41,-19.59,Strong negative regression,Below Average Pull Power profile. 11.1% barrel rate; 85.6 mph average exit velocity; 33.3% air-ball rate; 50.0% pull-air rate; 11.1% HR-launch rate.,0.052,0.0478,3.99,4,1,16.7,0.24,23.9,Very recent HR,687312.0,Gabriel Hughes,R,RHB vs RHP,4,3,19.1,2.79,1.14,0,0.0,8.84,2.79,1.247,1.0,0.985,1.0,0.988,0.988,0.98,17.74,20.8,85.0,46.6,C-,Lineup unconfirmed
20,2026-07-29,823596,2026-07-29T17:10:00Z,Scheduled,Citi Field,Atlanta Braves @ New York Mets,Away,686948,Drake Baldwin,Atlanta Braves,New York Mets,C,L,No,,83,371,322,89,6,0,20,58,56,41,7,79,0.276,0.369,0.481,0.85,11,52,43,18,5,0.419,0.0962,24,110,91,30,6,0.33,0.0545,40,40,2.5,27.5,36.8,10.5,52.6,12.5,25.0,30.0,30.0,2.5,2.5,2.5,200.0,83.6,11.6,0.522,72.3,13.5,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,13.5,Weak,0.898,Good,1.0,-19.0,Strong negative regression,Weak Contact-First Profile profile. 2.5% barrel rate; 83.6 mph average exit velocity; 25.0% air-ball rate; 30.0% pull-air rate; 2.5% HR-launch rate.,0.0539,0.0486,4.15,11,3,16.1,0.68,68.3,Recently homered,640455.0,Sean Manaea,L,LHB vs LHP,22,8,85.2,4.52,1.35,12,1.26,8.82,2.94,1.238,1.026,0.985,1.0,0.898,0.898,1.0,18.66,20.76,85.0,48.1,C,Lineup unconfirmed
21,2026-07-29,823598,2026-07-29T23:10:00Z,Scheduled,Citi Field,Atlanta Braves @ New York Mets,Away,686948,Drake Baldwin,Atlanta Braves,New York Mets,C,L,No,,83,371,322,89,6,0,20,58,56,41,7,79,0.276,0.369,0.481,0.85,11,52,43,18,5,0.419,0.0962,24,110,91,30,6,0.33,0.0545,40,40,2.5,27.5,36.8,10.5,52.6,12.5,25.0,30.0,30.0,2.5,2.5,2.5,200.0,83.6,11.6,0.522,72.3,13.5,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,13.5,Weak,0.898,Good,1.0,-19.0,Strong negative regression,Weak Contact-First Profile profile. 2.5% barrel rate; 83.6 mph average exit velocity; 25.0% air-ball rate; 30.0% pull-air rate; 2.5% HR-launch rate.,0.0539,0.0486,4.15,11,3,16.1,0.68,68.3,Recently homered,681035.0,Christian Scott,R,LHB vs RHP,14,14,63.1,3.13,1.26,7,0.99,11.08,4.12,1.238,0.984,1.025,1.0,0.898,0.898,1.0,18.66,20.73,85.0,48.1,C,Lineup unconfirmed
22,2026-07-29,823837,2026-07-29T16:10:00Z,Scheduled,loanDepot park,Philadelphia Phillies @ Miami Marlins,Home,665052,Griffin Conine,Miami Marlins,Philadelphia Phillies,RF,L,No,,41,126,111,30,5,0,8,18,18,13,2,37,0.27,0.357,0.532,0.889,11,35,32,9,3,0.281,0.0857,23,76,67,20,5,0.299,0.0658,28,28,7.1,32.1,46.2,30.8,23.1,14.3,25.0,57.1,32.1,10.7,3.6,10.7,50.0,84.5,7.6,0.578,70.6,36.4,Below Average,2.5,Pull Power,C,Low line-drive plane,36.4,Below Average,0.962,Good,1.95,-6.05,Strong negative regression,Below Average Pull Power profile. 7.1% barrel rate; 84.5 mph average exit velocity; 25.0% air-ball rate; 57.1% pull-air rate; 10.7% HR-launch rate.,0.0635,0.0481,4.09,2,1,13.9,0.14,14.4,Very recent HR,666200.0,Jesús Luzardo,L,LHB vs LHP,21,21,122.1,3.31,1.17,11,0.81,11.18,2.8,1.238,0.954,0.985,1.03,0.962,0.991,0.98,18.27,20.43,67.1,45.7,C-,Lineup unconfirmed
23,2026-07-29,823273,2026-07-29T20:10:00Z,Scheduled,Petco Park,Colorado Rockies @ San Diego Padres,Away,666160,Mickey Moniak,Colorado Rockies,San Diego Padres,LF,L,No,,70,260,240,67,12,3,17,36,46,14,3,66,0.279,0.323,0.567,0.89,8,33,31,9,2,0.29,0.0606,20,77,71,23,5,0.324,0.0649,23,23,0.0,21.7,70.0,30.0,0.0,13.0,21.7,60.0,17.4,0.0,0.0,0.0,,82.3,12.0,0.349,72.3,19.2,Weak,2.0,Pull Power,A,Excellent HR swing plane,19.2,Weak,0.914,Good,0.31,-16.69,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 82.3 mph average exit velocity; 21.7% air-ball rate; 60.0% pull-air rate; 0.0% HR-launch rate.,0.0654,0.0548,4.15,0,0,14.1,0.0,0.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.056,1.0,1.0,1.03,0.914,0.941,0.98,20.87,20.38,66.7,45.5,C-,Probable SP unavailable; Lineup unconfirmed
