Overall Rank,Date,Player,Team,Opponent,Game,Side,Position,Analytical Projected FS,Projected FS,Model Uncertainty,Model Uncertainty Tag,Uncertainty-Adjusted Probability %,Adaptive Weight Source,V7 Segment,Sim Mean,Sim Median,Historical FS Std,Target FS Std,Raw Sim Std,Volatility-Calibrated Sim Std,Volatility Multiplier,Last 5 Avg FS,Last 10 Avg FS,Last 15 Avg FS,Last 5 Fantasy Scores,Last 10 Fantasy Scores,Last 15 Fantasy Scores,P Over 2.5 FS %,P Over 3.0 FS %,P Over 3.5 FS %,P Over 4.0 FS %,P Over 4.5 FS %,P Over 5.0 FS %,P Over 5.5 FS %,P Over 6.0 FS %,P Over 6.5 FS %,P Over 7.0 FS %,P Over 7.5 FS %,P Over 8.0 FS %,P Over 8.5 FS %,P Over 9.0 FS %,P Over 9.5 FS %,P Over 10.0 FS %,P Over 10.5 FS %,P Over 11.0 FS %,P Over 11.5 FS %,P Over 12.0 FS %,P Over 12.5 FS %,P Over 13.0 FS %,P Over 13.5 FS %,P Over 14.0 FS %,P Over 14.5 FS %,P Over 15.0 FS %,P Over 15.5 FS %,AI Score,Grade,Suggested Lean,Recommended Direction,Recommended Line,Recommended Probability %,Projection Edge,Even-Money EV %,Recommendation Strength,Lineup Spot,Lineup Source,Today Lineup Spot,Last 7 Mode Spot,Starts in Last 7,Last 7 Lineup Spots,Lineup Consistency %,Start Probability %,Expected PA,Rest/Usage Note,Recent Start Guess 14,Usage Factor,Opp Pitcher,Opp Pitcher Hand,Pitcher ERA,Pitcher WHIP,Pitcher H/BF,Pitcher HR/BF,Pitcher BB/BF,Pitching Plan,Bullpen Game Detected,Bullpen Game Reason,Opener Exposure %,Bullpen Exposure %,Bullpen Arms Modeled,Likely Bullpen Arms,Projected RHP Exposure %,Projected LHP Exposure %,Bullpen ERA,Bullpen WHIP,Bullpen H/BF,Bullpen HR/BF,Venue,Park Factor,Weather Factor,Temp F,Wind MPH,Wind Direction,Precip %,Weather Note,PA,AB,AVG,OBP,SLG,OPS,Hand Split PA,Hand Split OPS,Season H,Season 2B,Season 3B,Season HR,Season R,Season RBI,Season BB,Season HBP,Season SB,Last 5 Fantasy Score Details,Last 10 Fantasy Score Details,Last 15 Fantasy Score Details,Recent FS Games Available,Historical Volatility Games,Historical FS Mean,Historical FS Median,Volatility Source,Last 7 FS/G,Last 14 FS/G,Last 14 AVG,14-Game Batter Status,Last 30 FS/G,Last 14 FS/PA,Last 14 Hit Rate,Last 14 XBH Rate,Last 14 HR Rate,Last 14 BB Rate,Last 14 SB Rate,Season Projected FS,Last 30 Projected FS,Last 14 Projected FS,Last 7 Projected FS,Hand Split Projected FS,Season Weight %,Last 30 Weight %,Last 14 Weight %,Last 7 Weight %,Hand Split Weight %,V7 PA Adjustment,V7 Bias Correction,Statcast Samples,Avg Exit Velo,Hard Hit %,Barrel %,Sweet Spot %,Statcast xwOBA,Statcast Quality Factor,V7 Statcast EWMA Factor,V7 Statcast Reliability,V7 Recent 10 BBE EV,V7 Recent 25 BBE EV,V7 Matchup Expected xwOBA,V7 Matchup xwOBA Factor,V7 Bullpen Availability %,V7 Bullpen Availability Factor,Elite Single Floor Boost,Walk Floor Boost,Run Scoring Boost,Pitch-Type Matchup Factor,Pitch-Type Samples,Pitch-Type Data Source,Release/Movement Matchup Factor,Release/Movement Samples,Release/Movement Source,Contact Quality Samples,Contact EV Mean,Contact EV Std,Contact LA Mean,Contact LA Std,Pull %,Center %,Oppo %,Directional Weather Factor,Park Single Factor,Park Double Factor,Park Triple Factor,Park HR Factor,EWMA Form Factor,EWMA Fantasy Score,EWMA Trend,Umpire,Umpire Source,Umpire Run Factor,Umpire BB Factor,Umpire K Factor,Defense Factor,Outfield Defense Factor,Infield Defense Factor,Defense Source,Bullpen Fatigue Factor,Bullpen Recent Games,Bullpen Recent Innings Proxy,Running Matchup Factor,Sprint Speed,Matchup DNA Factor,Single Rate,Double Rate,Triple Rate,HR Rate,BB Rate,HBP Rate,K Rate Model,Groundout Share,Flyout Share,Lineout Share,Run Rate Model,RBI Rate Model,SB Rate,_bullpen_arm_rates,_bullpen_game,_opener_weight,_run_scoring_boost,V7 Testing Model,Confirmed Starter,Sim Std,P25,P75,P90,Simulated PA,Zero PA Probability %,Probability Calibration,Raw P Over 2.5 FS %,Raw P Over 3.0 FS %,Raw P Over 3.5 FS %,Raw P Over 4.0 FS %,Raw P Over 4.5 FS %,Raw P Over 5.0 FS %,Raw P Over 5.5 FS %,Raw P Over 6.0 FS %,Raw P Over 6.5 FS %,Raw P Over 7.0 FS %,Raw P Over 7.5 FS %,Raw P Over 8.0 FS %,Raw P Over 8.5 FS %,Raw P Over 9.0 FS %,Raw P Over 9.5 FS %,Raw P Over 10.0 FS %,Raw P Over 10.5 FS %,Raw P Over 11.0 FS %,Raw P Over 11.5 FS %,Raw P Over 12.0 FS %,Raw P Over 12.5 FS %,Raw P Over 13.0 FS %,Raw P Over 13.5 FS %,Raw P Over 14.0 FS %,Raw P Over 14.5 FS %,Raw P Over 15.0 FS %,Raw P Over 15.5 FS %,Floor Uplift 2.5 FS,Floor Uplift 3.0 FS,Floor Uplift 3.5 FS,Floor Uplift 4.0 FS,Floor Uplift 4.5 FS,Floor Uplift 5.0 FS,Floor Uplift 5.5 FS,Floor Uplift 6.0 FS,Floor Uplift 6.5 FS,Floor Uplift 7.0 FS,Floor Uplift 7.5 FS,Floor Uplift 8.0 FS,Floor Uplift 8.5 FS,Floor Uplift 9.0 FS,Floor Uplift 9.5 FS,Floor Uplift 10.0 FS,Floor Uplift 10.5 FS,Floor Uplift 11.0 FS,Floor Uplift 11.5 FS,Floor Uplift 12.0 FS,Floor Uplift 12.5 FS,Floor Uplift 13.0 FS,Floor Uplift 13.5 FS,Floor Uplift 14.0 FS,Floor Uplift 14.5 FS,Floor Uplift 15.0 FS,Floor Uplift 15.5 FS,Confidence
1,2026-08-17,Shohei Ohtani,LAD,COL,LAD @ COL,AWAY,TWP,14.52,14.11,1.073,MEDIUM,60.1,Manual — insufficient V7 history,projected|top4|RHP,14.11,12.54,8.06,7.36,9.88,7.36,0.745,7.8,6.9,8.33,3|10|2|5|19,3|10|2|5|19|2|19|0|5|4,3|10|2|5|19|2|19|0|5|4|33|3|8|7|5,100.0,100.0,100.0,94.1,94.1,94.1,91.2,86.6,86.6,85.0,78.1,78.1,75.7,70.0,70.0,65.7,62.2,62.2,57.0,54.3,54.3,49.7,47.3,47.3,42.2,40.0,40.0,312.17,A+,MORE 11.0 | 62.2% | Edge +3.1,MORE,11.0,62.2,3.11,24.4,Good,1,Last 7 Confirmed,,1,7,1-1-1-1-1-1-1,100.0,97.0,5.18,Regular,14,1.04,Tomoyuki Sugano,R,4.43,1.25,0.2447,0.0506,0.0549,Normal Starter,No,"Normal starter profile: 21/21 GS, 5.41 IP/app",64.0,36.0,0,,100.0,0.0,5.47,1.52,0.2561,0.0351,Coors Field,1.15,1.01,78.4,11.1,144.0,11.0,light wind,525,443,0.289,0.388,0.54,0.928,348,0.925,128,24,3,27,77,75,70,5,7,2026-08-16 vs Milwaukee Brewers: 3 FS|2026-08-15 vs Milwaukee Brewers: 10 FS|2026-08-14 vs Milwaukee Brewers: 2 FS|2026-08-13 vs Milwaukee Brewers: 5 FS|2026-08-12 vs Kansas City Royals: 19 FS,2026-08-16 vs Milwaukee Brewers: 3 FS|2026-08-15 vs Milwaukee Brewers: 10 FS|2026-08-14 vs Milwaukee Brewers: 2 FS|2026-08-13 vs Milwaukee Brewers: 5 FS|2026-08-12 vs Kansas City Royals: 19 FS|2026-08-11 vs Kansas City Royals: 2 FS|2026-08-10 vs Kansas City Royals: 19 FS|2026-08-09 @ Arizona Diamondbacks: 0 FS|2026-08-08 @ Arizona Diamondbacks: 5 FS|2026-08-07 @ Arizona Diamondbacks: 4 FS,2026-08-16 vs Milwaukee Brewers: 3 FS|2026-08-15 vs Milwaukee Brewers: 10 FS|2026-08-14 vs Milwaukee Brewers: 2 FS|2026-08-13 vs Milwaukee Brewers: 5 FS|2026-08-12 vs Kansas City Royals: 19 FS|2026-08-11 vs Kansas City Royals: 2 FS|2026-08-10 vs Kansas City Royals: 19 FS|2026-08-09 @ Arizona Diamondbacks: 0 FS|2026-08-08 @ Arizona Diamondbacks: 5 FS|2026-08-07 @ Arizona Diamondbacks: 4 FS|2026-08-05 @ Chicago Cubs: 33 FS|2026-08-04 @ Chicago Cubs: 3 FS|2026-08-03 @ Chicago Cubs: 8 FS|2026-08-02 vs Boston Red Sox: 7 FS|2026-08-01 vs Boston Red Sox: 5 FS,15,30,8.9,5.0,Last 30 games + shrinkage,8.57,8.57,0.273,Neutral,8.9,2.0,0.25,0.1,0.05,0.0833,0.0167,14.24,13.96,13.56,13.73,12.87,28.0,16.0,20.0,16.0,20.0,0.057,0.814,221,86.83,33.94,1.36,36.2,0.487,1.082,1.017,1.0,81.07,90.05,0.43,1.0978,79.8,1.1116,1.0,1.0,1.0,0.9931,477,Statcast,1.0734,53,Statcast,221,86.83,12.0,18.02,31.59,15.4,54.8,29.9,1.0389,1.0597,1.2032,1.2223,1.2687,0.9928,8.3,-0.6,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.1163,27.0,1.0,0.196,0.0929,0.0095,0.078,0.0837,0.0069,0.2017,0.4331,0.3149,0.252,0.1314,0.1163,0.0134,[],False,0.64,1.0,Yes,Projected,7.36,8.82,18.5,23.71,4.75,0.0,Raw,100.0,100.0,100.0,94.1,94.1,94.1,91.2,86.6,86.6,85.0,78.1,78.1,75.7,70.0,70.0,65.7,62.2,62.2,57.0,54.3,54.3,49.7,47.3,47.3,42.2,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2,2026-08-17,Alec Burleson,STL,CIN,STL @ CIN,AWAY,1B,14.6,12.8,1.073,MEDIUM,57.9,Manual — insufficient V7 history,projected|top4|RHP,12.8,10.69,7.79,7.17,9.53,7.17,0.752,14.6,12.0,12.67,30|22|0|18|3,30|22|0|18|3|18|18|4|2|5,30|22|0|18|3|18|18|4|2|5|2|48|5|8|7,100.0,100.0,93.9,93.9,93.9,89.5,83.7,83.7,81.1,73.5,73.5,70.3,63.9,63.9,59.5,54.9,54.9,50.0,47.0,47.0,43.2,41.0,41.0,36.6,34.7,34.7,30.8,308.61,A+,MORE 9.5 | 59.5% | Edge +3.3,MORE,9.5,59.5,3.3,19.0,Playable,3,Last 7 Confirmed,,3,7,3-4-3-3-4-3-3,71.4,97.0,4.98,Regular,13,1.04,Rhett Lowder,R,5.15,1.48,0.2364,0.0284,0.0946,Normal Starter,No,"Normal starter profile: 18/21 GS, 4.49 IP/app",64.0,36.0,0,,100.0,0.0,4.51,1.4,0.214,0.0323,Great American Ball Park,1.08,1.01,77.0,9.1,350.0,28.0,humid,521,468,0.288,0.355,0.494,0.849,362,0.992,135,31,1,21,70,90,45,5,3,2026-08-16 @ Chicago Cubs: 30 FS|2026-08-15 @ Chicago Cubs: 22 FS|2026-08-14 @ Chicago Cubs: 0 FS|2026-08-12 vs Philadelphia Phillies: 18 FS|2026-08-11 vs Philadelphia Phillies: 3 FS,2026-08-16 @ Chicago Cubs: 30 FS|2026-08-15 @ Chicago Cubs: 22 FS|2026-08-14 @ Chicago Cubs: 0 FS|2026-08-12 vs Philadelphia Phillies: 18 FS|2026-08-11 vs Philadelphia Phillies: 3 FS|2026-08-10 vs Philadelphia Phillies: 18 FS|2026-08-09 vs Colorado Rockies: 18 FS|2026-08-08 vs Colorado Rockies: 4 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 5 FS,2026-08-16 @ Chicago Cubs: 30 FS|2026-08-15 @ Chicago Cubs: 22 FS|2026-08-14 @ Chicago Cubs: 0 FS|2026-08-12 vs Philadelphia Phillies: 18 FS|2026-08-11 vs Philadelphia Phillies: 3 FS|2026-08-10 vs Philadelphia Phillies: 18 FS|2026-08-09 vs Colorado Rockies: 18 FS|2026-08-08 vs Colorado Rockies: 4 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 5 FS|2026-08-04 @ New York Yankees: 2 FS|2026-08-03 @ New York Yankees: 48 FS|2026-08-02 @ Toronto Blue Jays: 5 FS|2026-08-01 @ Toronto Blue Jays: 8 FS|2026-07-31 @ Toronto Blue Jays: 7 FS,15,30,9.8,7.5,Last 30 games + shrinkage,15.57,13.07,0.34,Hot,9.8,3.102,0.2881,0.1695,0.1017,0.1356,0.0,13.22,14.08,14.41,14.54,13.11,28.0,16.0,20.0,16.0,20.0,0.058,0.814,323,86.95,33.75,1.55,34.06,0.432,1.0777,1.0517,1.0,87.14,87.82,0.43,1.0978,79.8,1.062,1.0,1.0,1.0,1.0644,612,Statcast,1.1003,65,Statcast,323,86.95,12.0,15.79,30.74,9.3,66.2,24.5,0.9689,1.0087,1.0396,0.9359,1.1375,1.037,12.88,3.08,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8625,27.0,1.0,0.1951,0.0938,0.0035,0.0758,0.1097,0.0136,0.1737,0.4758,0.2553,0.2689,0.1455,0.196,0.0072,[],False,0.64,1.0,Yes,Projected,7.17,6.93,17.46,22.73,4.44,0.0,Raw,100.0,100.0,93.9,93.9,93.9,89.5,83.7,83.7,81.1,73.5,73.5,70.3,63.9,63.9,59.5,54.9,54.9,50.0,47.0,47.0,43.2,41.0,41.0,36.6,34.7,34.7,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
3,2026-08-17,Jac Caglianone,KC,ATH,ATH @ KC,HOME,RF,13.46,11.03,1.073,MEDIUM,60.6,Manual — insufficient V7 history,projected|top4|RHP,11.03,9.32,8.17,7.43,8.8,7.43,0.844,12.4,14.3,12.13,2|8|30|5|17,2|8|30|5|17|21|3|42|8|7,2|8|30|5|17|21|3|42|8|7|3|15|5|16|0,90.7,90.7,86.0,86.0,77.6,77.6,75.3,66.5,66.5,62.8,62.8,56.9,51.2,51.2,47.5,47.5,42.6,42.6,40.0,36.5,36.5,34.3,34.3,29.9,28.0,28.0,24.5,278.93,A+,MORE 7.5 | 62.8% | Edge +3.5,MORE,7.5,62.8,3.53,25.6,Good,3,Last 7 Confirmed,,3,7,3-3-3-3-3-3-3,100.0,97.0,4.9,Regular,14,1.04,Mason Barnett,R,6.16,1.45,0.2096,0.0659,0.1198,Bullpen Game,Yes,Opener profile: 3/17 GS (18%),28.0,72.0,7,Jack Perkins (R) 24% | Scott Blewett (R) 17% | Gage Jump (L) 15% | Brady Basso (L) 12% | J.T. Ginn (R) 12% | Hayden Juenger (R) 11% | Seth Johnson (R) 10%,80.4,19.6,5.27,1.55,0.2449,0.0224,Kauffman Stadium,0.99,1.055,91.0,3.5,333.0,1.0,hot,450,416,0.272,0.324,0.49,0.814,314,0.848,113,21,2,22,56,58,29,4,6,2026-08-16 @ Los Angeles Angels: 2 FS|2026-08-15 @ Los Angeles Angels: 8 FS|2026-08-14 @ Los Angeles Angels: 30 FS|2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS,2026-08-16 @ Los Angeles Angels: 2 FS|2026-08-15 @ Los Angeles Angels: 8 FS|2026-08-14 @ Los Angeles Angels: 30 FS|2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS,2026-08-16 @ Los Angeles Angels: 2 FS|2026-08-15 @ Los Angeles Angels: 8 FS|2026-08-14 @ Los Angeles Angels: 30 FS|2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS|2026-08-05 vs Minnesota Twins: 3 FS|2026-08-04 vs Minnesota Twins: 15 FS|2026-08-02 @ Colorado Rockies: 5 FS|2026-08-01 @ Colorado Rockies: 16 FS|2026-07-31 @ Colorado Rockies: 0 FS,15,30,9.2,6.0,Last 30 games + shrinkage,12.29,13.0,0.407,Hot,9.2,3.25,0.3929,0.1607,0.0893,0.0357,0.0536,12.09,13.22,14.35,12.91,11.07,28.0,16.0,20.0,16.0,20.0,-0.023,0.814,265,86.96,36.23,1.89,26.79,0.464,1.1495,1.0855,1.0,94.98,89.45,0.43,1.0978,79.8,1.1084,1.0,1.0,1.0,1.0613,451,Statcast,1.0499,28,Statcast,265,86.96,12.0,9.4,32.12,9.8,59.2,30.9,1.0067,1.0059,1.0287,1.0119,1.0466,1.0293,11.64,2.44,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.0919,27.0,1.0,0.2158,0.0772,0.0045,0.0597,0.0856,0.0099,0.2428,0.5461,0.2411,0.2127,0.1353,0.1837,0.0176,"[{'pitcher_id': 678022, 'name': 'Jack Perkins', 'hand': 'R', 'weight': 0.24174402905041079, 'availability': 1.0, 'rates': {'triple': 0.0049744074443993655, 'hr': 0.078, 'sb': 0.017568344997180872, 'expected_rbi_rate': 0.18773160845783235, 'expected_run_rate': 0.13826034994624867, 'hbp': 0.008471225054172065, 'double': 0.07401439742712045, 'bb': 0.07331693421977002, 'single': 0.2122273594328124, 'run': 0.11043467664531251, 'rbi': 0.1499495660484377, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.2562, 'groundout_share': 0.5461379439954895, 'flyout_share': 0.2411200902086074, 'lineout_share': 0.21274196579590307, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 656240, 'name': 'Scott Blewett', 'hand': 'R', 'weight': 0.1663951001689452, 'availability': 1.0, 'rates': {'triple': 0.004198219445309818, 'hr': 0.040553580691679136, 'sb': 0.017568344997180872, 'expected_rbi_rate': 0.15433034262054285, 'expected_run_rate': 0.11366102572350531, 'hbp': 0.008580766757458775, 'double': 0.06801402938983547, 'bb': 0.07426499802433602, 'single': 0.179112193192122, 'run': 0.11043467664531251, 'rbi': 0.1499495660484377, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.20051034482758623, 'groundout_share': 0.5461379439954895, 'flyout_share': 0.2411200902086074, 'lineout_share': 0.21274196579590307, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 695611, 'name': 'Gage Jump', 'hand': 'L', 'weight': 0.14826377201260493, 'availability': 0.85, 'rates': {'triple': 0.003701772359484625, 'hr': 0.052047082557820555, 'sb': 0.01814093881283024, 'expected_rbi_rate': 0.1420245729499623, 'expected_run_rate': 0.10931084240385955, 'hbp': 0.012742549690138272, 'double': 0.067076375767137, 'bb': 0.08489698733006962, 'single': 0.1772467351250871, 'run': 0.11535273002050875, 'rbi': 0.14987463145921742, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.2567621301775148, 'groundout_share': 0.5461379439954895, 'flyout_share': 0.2411200902086074, 'lineout_share': 0.21274196579590307, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 669620, 'name': 'Brady Basso', 'hand': 'L', 'weight': 0.12435359573201075, 'availability': 0.9916666666666667, 'rates': {'triple': 0.00465260336290029, 'hr': 0.04861372188340952, 'sb': 0.01814093881283024, 'expected_rbi_rate': 0.16459178946252617, 'expected_run_rate': 0.1266799595676039, 'hbp': 0.006926092346442453, 'double': 0.08573374946219538, 'bb': 0.04614495438364947, 'single': 0.222774032496393, 'run': 0.11535273002050875, 'rbi': 0.14987463145921742, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.23636483516483517, 'groundout_share': 0.5461379439954895, 'flyout_share': 0.2411200902086074, 'lineout_share': 0.21274196579590307, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 669372, 'name': 'J.T. Ginn', 'hand': 'R', 'weight': 0.1152834686997558, 'availability': 0.6, 'rates': {'triple': 0.0033209103659196547, 'hr': 0.05300669509336565, 'sb': 0.017568344997180872, 'expected_rbi_rate': 0.09598286717717104, 'expected_run_rate': 0.07068934695534117, 'hbp': 0.00989766492023575, 'double': 0.05232469806530581, 'bb': 0.08566251554476884, 'single': 0.1416828126263957, 'run': 0.11043467664531251, 'rbi': 0.1499495660484377, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.24247579737335836, 'groundout_share': 0.5461379439954895, 'flyout_share': 0.2411200902086074, 'lineout_share': 0.21274196579590307, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 696522, 'name': 'Hayden Juenger', 'hand': 'R', 'weight': 0.10886030599922025, 'availability': 1.0, 'rates': {'triple': 0.006243464352825351, 'hr': 0.04978320443820444, 'sb': 0.017568344997180872, 'expected_rbi_rate': 0.18795428356341426, 'expected_run_rate': 0.13842434544106696, 'hbp': 0.009790514201952963, 'double': 0.10072643763082047, 'bb': 0.08473514528678339, 'single': 0.26637020954221585, 'run': 0.11043467664531251, 'rbi': 0.1499495660484377, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.19857704918032787, 'groundout_share': 0.5461379439954895, 'flyout_share': 0.2411200902086074, 'lineout_share': 0.21274196579590307, 'matchup_dna_factor': 1.0}}, {'pitcher_id': 686751, 'name': 'Seth Johnson', 'hand': 'R', 'weight': 0.09509972833705232, 'availability': 1.0, 'rates': {'triple': 0.004558117733696237, 'hr': 0.07623674638607503, 'sb': 0.017568344997180872, 'expected_rbi_rate': 0.18387190662774555, 'expected_run_rate': 0.13541776136939834, 'hbp': 0.011421858630853375, 'double': 0.0757477342738922, 'bb': 0.0988541388701937, 'single': 0.19446683879812968, 'run': 0.11043467664531251, 'rbi': 0.1499495660484377, 'elite_single_boost': 1.0, 'walk_floor_boost': 1.0, 'run_scoring_boost': 1.0, 'strikeout': 0.25525940594059404, 'groundout_share': 0.5461379439954895, 'flyout_share': 0.2411200902086074, 'lineout_share': 0.21274196579590307, 'matchup_dna_factor': 1.0}}]",True,0.28,1.0,Yes,Projected,7.43,5.94,15.23,21.14,4.4,0.0,Raw,90.7,90.7,86.0,86.0,77.6,77.6,75.3,66.5,66.5,62.8,62.8,56.9,51.2,51.2,47.5,47.5,42.6,42.6,40.0,36.5,36.5,34.3,34.3,29.9,28.0,28.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
4,2026-08-17,Alec Burleson,STL,CIN,STL @ CIN,AWAY,1B,13.31,11.1,1.623,HIGH,59.3,Manual — insufficient V7 history,projected|top4|RHP,11.1,9.43,7.79,7.17,8.99,7.17,0.797,14.6,12.0,12.67,30|22|0|18|3,30|22|0|18|3|18|18|4|2|5,30|22|0|18|3|18|18|4|2|5|2|48|5|8|7,90.4,90.4,90.4,84.7,84.7,77.4,74.3,74.3,65.6,65.6,62.5,55.9,55.9,51.4,47.2,47.2,42.7,42.7,40.4,37.1,37.1,35.1,30.5,30.5,29.1,29.1,25.1,273.79,A+,MORE 7.5 | 62.5% | Edge +3.6,MORE,7.5,62.5,3.6,25.0,Good,3,Last 7 Confirmed,,3,7,3-4-3-3-4-3-3,71.4,97.0,4.97,Regular,13,1.04,TBD,R,4.2,1.25,0.224,0.03,0.085,Normal Starter,No,Insufficient pitcher usage sample,64.0,36.0,0,,100.0,0.0,4.51,1.4,0.214,0.0323,Great American Ball Park,1.08,1.01,78.7,5.2,277.0,25.0,humid,521,468,0.288,0.355,0.494,0.849,362,0.992,135,31,1,21,70,90,45,5,3,2026-08-16 @ Chicago Cubs: 30 FS|2026-08-15 @ Chicago Cubs: 22 FS|2026-08-14 @ Chicago Cubs: 0 FS|2026-08-12 vs Philadelphia Phillies: 18 FS|2026-08-11 vs Philadelphia Phillies: 3 FS,2026-08-16 @ Chicago Cubs: 30 FS|2026-08-15 @ Chicago Cubs: 22 FS|2026-08-14 @ Chicago Cubs: 0 FS|2026-08-12 vs Philadelphia Phillies: 18 FS|2026-08-11 vs Philadelphia Phillies: 3 FS|2026-08-10 vs Philadelphia Phillies: 18 FS|2026-08-09 vs Colorado Rockies: 18 FS|2026-08-08 vs Colorado Rockies: 4 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 5 FS,2026-08-16 @ Chicago Cubs: 30 FS|2026-08-15 @ Chicago Cubs: 22 FS|2026-08-14 @ Chicago Cubs: 0 FS|2026-08-12 vs Philadelphia Phillies: 18 FS|2026-08-11 vs Philadelphia Phillies: 3 FS|2026-08-10 vs Philadelphia Phillies: 18 FS|2026-08-09 vs Colorado Rockies: 18 FS|2026-08-08 vs Colorado Rockies: 4 FS|2026-08-07 vs Colorado Rockies: 2 FS|2026-08-05 @ New York Yankees: 5 FS|2026-08-04 @ New York Yankees: 2 FS|2026-08-03 @ New York Yankees: 48 FS|2026-08-02 @ Toronto Blue Jays: 5 FS|2026-08-01 @ Toronto Blue Jays: 8 FS|2026-07-31 @ Toronto Blue Jays: 7 FS,15,30,9.8,7.5,Last 30 games + shrinkage,15.57,13.07,0.34,Hot,9.8,3.102,0.2881,0.1695,0.1017,0.1356,0.0,11.88,12.65,13.42,13.23,11.74,28.0,16.0,20.0,16.0,20.0,0.053,0.814,323,86.95,33.75,1.55,34.06,0.432,1.0777,1.0517,1.0,87.14,87.82,0.373,1.0497,79.8,1.062,1.0,1.0,1.0,1.0,0,Fallback,1.0,0,Fallback,323,86.95,12.0,15.79,30.74,9.3,66.2,24.5,0.997,1.0087,1.0698,0.9359,1.1705,1.037,12.88,3.08,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8625,27.0,1.0,0.1647,0.0779,0.0032,0.0689,0.1029,0.0127,0.183,0.4758,0.2553,0.2689,0.1417,0.1909,0.0072,[],False,0.64,1.0,Yes,Projected,7.17,5.44,15.8,20.59,4.38,0.0,Raw,90.4,90.4,90.4,84.7,84.7,77.4,74.3,74.3,65.6,65.6,62.5,55.9,55.9,51.4,47.2,47.2,42.7,42.7,40.4,37.1,37.1,35.1,30.5,30.5,29.1,29.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
