date,rank,gamePk,player,mlb player id,team,opponent,lineup spot,lineup samples,probable pitcher,probable pitcher id,pitcher hand,batter side,park,projected pa,recent start rate,usage factor,hand split available,total bases line,best more line,best more threshold,projected tb,median tb,floor tb,ceiling tb,iqr upper tb,edge,fair line,more probability,push probability,less probability,recommendation,model confidence,ai score,tier,p 0 tb,p 1 tb,p 2 tb,p 3 tb,p 4 plus tb,p 1+ tb,p 2+ tb,p 3+ tb,p 4+ tb,p 5+ tb,p 6+ tb,single probability,double probability,triple probability,hr probability,season pa,season hits,season doubles,season triples,season hr,season slg,recent games used,last 14 total bases,last 14 avg tb,last 7 avg tb,last 30 avg tb,starter contribution,bullpen contribution,park contribution,weather contribution,matchup context score,park factor,weather factor,weather note,temperature f,wind mph,humidity %,precip %,pitcher era,pitcher whip,pitcher h9,pitcher hr9,simulation count,model version,more 0.5 %,push 0.5 %,less 0.5 %,side 0.5,confidence 0.5 %,ai score 0.5,tier 0.5,more 1.0 %,push 1.0 %,less 1.0 %,side 1.0,confidence 1.0 %,ai score 1.0,tier 1.0,more 1.5 %,push 1.5 %,less 1.5 %,side 1.5,confidence 1.5 %,ai score 1.5,tier 1.5,more 2.0 %,push 2.0 %,less 2.0 %,side 2.0,confidence 2.0 %,ai score 2.0,tier 2.0,more 2.5 %,push 2.5 %,less 2.5 %,side 2.5,confidence 2.5 %,ai score 2.5,tier 2.5,more 3.0 %,push 3.0 %,less 3.0 %,side 3.0,confidence 3.0 %,ai score 3.0,tier 3.0,more 3.5 %,push 3.5 %,less 3.5 %,side 3.5,confidence 3.5 %,ai score 3.5,tier 3.5,more 4.0 %,push 4.0 %,less 4.0 %,side 4.0,confidence 4.0 %,ai score 4.0,tier 4.0,more 4.5 %,push 4.5 %,less 4.5 %,side 4.5,confidence 4.5 %,ai score 4.5,tier 4.5
2026-08-11,106,823019,Kyle Schwarber,656941,PHI,STL,,0,Andre Pallante,669467,R,L,Busch Stadium,4.08,100.0,1.025,True,0.5,0.5,1+ TB,1.546,1.0,0.0,4.0,2.0,1.046,1.0,59.51,0.0,40.49,MORE,59.51,77,Silver,40.49,23.42,12.45,4.35,19.29,59.51,36.09,23.64,19.29,8.57,3.94,11.69,3.59,0.27,4.71,503,103,13,1,35,0.535,30,"8,1,2,2,0,0,0,0,0,0,1,1,3,2",1.429,1.857,1.433,49.2,50.2,47.9,67.5,44.5,0.995,1.035,hot,101.5,11.6,27.0,0.0,3.63,1.22,8.27,0.73,10000,TB_V3_ADVANCED,59.51,0.0,40.49,MORE,59.51,77,Silver,36.09,23.42,40.49,PASS,36.09,62,Pass,36.09,0.0,63.91,PASS,36.09,58,Pass,23.64,12.45,63.91,PASS,23.64,58,Pass,23.64,0.0,76.36,PASS,23.64,58,Pass,19.29,4.35,76.36,PASS,19.29,58,Pass,19.29,0.0,80.71,PASS,19.29,58,Pass,8.57,10.72,80.71,PASS,8.57,58,Pass,8.57,0.0,91.43,PASS,8.57,58,Pass
2026-08-11,107,824886,Marcus Semien,543760,NYM,ATL,,0,Martín Pérez,527048,L,R,Truist Park,3.87,78.6,1.0,True,0.5,0.5,1+ TB,1.424,1.0,0.0,4.0,2.0,0.924,1.0,59.41,0.0,40.59,MORE,59.41,76,Silver,40.59,26.36,12.23,4.42,16.4,59.41,33.05,20.82,16.4,7.07,2.91,13.44,3.35,0.4,3.84,392,76,9,1,14,0.362,30,"1,0,4,7,0,0,1,1,0,1,0,0,6,4",1.786,1.857,1.4,41.2,48.1,56.3,67.5,39.9,1.015,1.035,hot,92.1,9.1,42.0,30.0,3.14,1.15,6.73,0.99,10000,TB_V3_ADVANCED,59.41,0.0,40.59,MORE,59.41,76,Silver,33.05,26.36,40.59,PASS,33.05,61,Pass,33.05,0.0,66.95,PASS,33.05,58,Pass,20.82,12.23,66.95,PASS,20.82,58,Pass,20.82,0.0,79.18,PASS,20.82,58,Pass,16.4,4.42,79.18,PASS,16.4,58,Pass,16.4,0.0,83.6,PASS,16.4,58,Pass,7.07,9.33,83.6,PASS,7.07,58,Pass,7.07,0.0,92.93,PASS,7.07,58,Pass
2026-08-11,108,823832,Jakob Marsee,805300,MIA,PIT,,0,Paul Skenes,694973,R,L,loanDepot park,3.8,71.4,1.0,True,0.5,0.5,1+ TB,1.256,1.0,0.0,4.0,2.0,0.756,1.0,59.09,0.0,40.91,MORE,59.09,75,Pass,40.91,27.11,15.22,6.42,10.34,59.09,31.98,16.76,10.34,4.45,1.76,13.94,4.07,0.65,2.17,451,78,14,4,6,0.312,30,"2,3,2,0,2,1,0,0,2,4,0,0,3,0",1.357,1.429,1.1,46.2,50.1,35.3,50.0,43.9,0.965,1.0,Indoor/retractable,,,,,3.96,1.12,7.57,0.9,10000,TB_V3_ADVANCED,59.09,0.0,40.91,MORE,59.09,75,Pass,31.98,27.11,40.91,PASS,31.98,60,Pass,31.98,0.0,68.02,PASS,31.98,58,Pass,16.76,15.22,68.02,PASS,16.76,58,Pass,16.76,0.0,83.24,PASS,16.76,58,Pass,10.34,6.42,83.24,PASS,10.34,58,Pass,10.34,0.0,89.66,PASS,10.34,58,Pass,4.45,5.89,89.66,PASS,4.45,58,Pass,4.45,0.0,95.55,PASS,4.45,58,Pass
2026-08-11,109,823264,Xander Bogaerts,593428,SD,MIL,,0,Kyle Harrison,690986,L,R,Petco Park,3.98,100.0,1.025,True,0.5,0.5,1+ TB,1.215,1.0,0.0,4.0,2.0,0.715,1.0,58.92,0.0,41.08,MORE,58.92,74,Pass,41.08,29.11,14.25,5.55,10.01,58.92,29.81,15.56,10.01,4.33,1.7,14.2,3.72,0.25,2.08,450,86,11,0,9,0.318,30,"0,0,0,2,0,3,1,0,3,1,1,0,1,1",0.929,0.857,0.867,39.1,46.2,29.0,50.0,37.0,0.95,1.0,Neutral,75.7,6.5,75.0,2.0,2.84,1.04,7.21,1.02,10000,TB_V3_ADVANCED,58.92,0.0,41.08,MORE,58.92,74,Pass,29.81,29.11,41.08,PASS,29.81,60,Pass,29.81,0.0,70.19,PASS,29.81,58,Pass,15.56,14.25,70.19,PASS,15.56,58,Pass,15.56,0.0,84.44,PASS,15.56,58,Pass,10.01,5.55,84.44,PASS,10.01,58,Pass,10.01,0.0,89.99,PASS,10.01,58,Pass,4.33,5.68,89.99,PASS,4.33,58,Pass,4.33,0.0,95.67,PASS,4.33,58,Pass
2026-08-11,110,823673,Coby Mayo,691723,BAL,MIN,,0,Bailey Ober,641927,R,R,Target Field,3.73,71.4,1.0,True,0.5,0.5,1+ TB,1.447,1.0,0.0,4.0,2.0,0.947,1.0,58.88,0.0,41.12,MORE,58.88,76,Silver,41.12,24.59,12.4,5.81,16.08,58.88,34.29,21.89,16.08,7.25,3.32,13.04,3.86,1.06,3.76,298,58,10,3,15,0.436,30,"5,0,1,0,5,3,0,0,4,0,5,0,0,2",1.786,2.0,1.5,51.9,51.9,43.7,60.0,53.7,0.985,1.02,warm,89.5,6.6,42.0,6.0,4.45,1.22,8.61,1.35,10000,TB_V3_ADVANCED,58.88,0.0,41.12,MORE,58.88,76,Silver,34.29,24.59,41.12,PASS,34.29,61,Pass,34.29,0.0,65.71,PASS,34.29,58,Pass,21.89,12.4,65.71,PASS,21.89,58,Pass,21.89,0.0,78.11,PASS,21.89,58,Pass,16.08,5.81,78.11,PASS,16.08,58,Pass,16.08,0.0,83.92,PASS,16.08,58,Pass,7.25,8.83,83.92,PASS,7.25,58,Pass,7.25,0.0,92.75,PASS,7.25,58,Pass
2026-08-11,111,823673,Leody Taveras,665750,BAL,MIN,,0,Bailey Ober,641927,R,S,Target Field,3.86,78.6,1.0,True,0.5,0.5,1+ TB,1.343,1.0,0.0,4.0,2.0,0.843,1.0,58.78,0.0,41.22,MORE,58.78,75,Pass,41.22,25.13,14.96,5.48,13.21,58.78,33.65,18.69,13.21,5.62,2.47,12.68,4.32,0.66,2.89,359,70,12,5,6,0.351,30,"3,0,3,0,4,0,0,0,0,1,0,4,0,0",1.071,1.429,0.933,51.9,51.9,43.7,60.0,53.7,0.985,1.02,warm,89.5,6.6,42.0,6.0,4.45,1.22,8.61,1.35,10000,TB_V3_ADVANCED,58.78,0.0,41.22,MORE,58.78,75,Pass,33.65,25.13,41.22,PASS,33.65,60,Pass,33.65,0.0,66.35,PASS,33.65,58,Pass,18.69,14.96,66.35,PASS,18.69,58,Pass,18.69,0.0,81.31,PASS,18.69,58,Pass,13.21,5.48,81.31,PASS,13.21,58,Pass,13.21,0.0,86.79,PASS,13.21,58,Pass,5.62,7.59,86.79,PASS,5.62,58,Pass,5.62,0.0,94.38,PASS,5.62,58,Pass
2026-08-11,112,824970,Lawrence Butler,671732,ATH,TB,,0,Nick Martinez,607259,R,L,Sutter Health Park,3.96,85.7,1.025,True,0.5,0.5,1+ TB,1.32,1.0,0.0,4.0,2.0,0.82,1.0,58.54,0.0,41.46,MORE,58.54,74,Pass,41.46,25.16,15.3,5.25,12.83,58.54,33.38,18.08,12.83,5.14,2.42,11.96,4.44,0.35,2.79,351,62,13,1,7,0.319,30,"0,0,0,1,4,0,1,2,0,4,6,2,0,0",1.429,0.857,1.1,43.3,47.9,50.0,67.5,41.6,1.0,1.035,hot,92.8,11.9,24.0,0.0,2.65,1.1,8.51,1.05,10000,TB_V3_ADVANCED,58.54,0.0,41.46,MORE,58.54,74,Pass,33.38,25.16,41.46,PASS,33.38,60,Pass,33.38,0.0,66.62,PASS,33.38,58,Pass,18.08,15.3,66.62,PASS,18.08,58,Pass,18.08,0.0,81.92,PASS,18.08,58,Pass,12.83,5.25,81.92,PASS,12.83,58,Pass,12.83,0.0,87.17,PASS,12.83,58,Pass,5.14,7.69,87.17,PASS,5.14,58,Pass,5.14,0.0,94.86,PASS,5.14,58,Pass
2026-08-11,113,823512,Trent Grisham,663757,NYY,SEA,,0,Bryan Woo,693433,R,L,Yankee Stadium,3.99,85.7,1.025,True,0.5,0.5,1+ TB,1.417,1.0,0.0,4.0,2.0,0.917,1.0,58.29,0.0,41.71,MORE,58.29,75,Pass,41.71,23.22,14.57,5.16,15.34,58.29,35.07,20.5,15.34,6.35,3.32,10.76,4.84,0.37,3.53,390,72,17,2,13,0.391,30,"6,2,0,0,1,6,0,0,0,2,0,1,0,0",1.286,2.143,1.2,46.5,48.5,68.9,60.0,44.4,1.045,1.02,warm,89.3,4.1,41.0,13.0,4.31,1.12,8.13,0.92,10000,TB_V3_ADVANCED,58.29,0.0,41.71,MORE,58.29,75,Pass,35.07,23.22,41.71,PASS,35.07,61,Pass,35.07,0.0,64.93,PASS,35.07,58,Pass,20.5,14.57,64.93,PASS,20.5,58,Pass,20.5,0.0,79.5,PASS,20.5,58,Pass,15.34,5.16,79.5,PASS,15.34,58,Pass,15.34,0.0,84.66,PASS,15.34,58,Pass,6.35,8.99,84.66,PASS,6.35,58,Pass,6.35,0.0,93.65,PASS,6.35,58,Pass
2026-08-11,114,822778,Jarren Duran,680776,BOS,TOR,,0,Dylan Cease,656302,R,L,Rogers Centre,4.02,100.0,1.025,True,0.5,0.5,1+ TB,1.372,1.0,0.0,4.0,2.0,0.872,1.0,58.03,0.0,41.97,MORE,58.03,74,Pass,41.97,25.82,12.25,4.76,15.2,58.03,32.21,19.96,15.2,6.76,2.66,12.68,3.11,0.48,3.52,467,85,11,3,16,0.355,30,"0,0,4,0,3,5,4,1,2,0,0,2,0,3",1.714,2.286,1.333,37.7,49.5,50.0,50.0,31.9,1.0,1.0,Indoor/retractable,,,,,2.28,1.04,5.7,0.5,10000,TB_V3_ADVANCED,58.03,0.0,41.97,MORE,58.03,74,Pass,32.21,25.82,41.97,PASS,32.21,61,Pass,32.21,0.0,67.79,PASS,32.21,58,Pass,19.96,12.25,67.79,PASS,19.96,58,Pass,19.96,0.0,80.04,PASS,19.96,58,Pass,15.2,4.76,80.04,PASS,15.2,58,Pass,15.2,0.0,84.8,PASS,15.2,58,Pass,6.76,8.44,84.8,PASS,6.76,58,Pass,6.76,0.0,93.24,PASS,6.76,58,Pass
2026-08-11,115,824563,JJ Bleday,668709,CIN,CWS,,0,Sean Burke,680732,R,L,Rate Field,4.01,92.9,1.025,True,0.5,0.5,1+ TB,1.443,1.0,0.0,4.0,2.0,0.943,1.0,57.96,0.0,42.04,MORE,57.96,75,Pass,42.04,24.36,12.07,4.31,17.22,57.96,33.6,21.53,17.22,7.26,3.36,11.39,3.6,0.32,4.14,373,71,12,1,20,0.46,30,"2,0,0,5,0,1,1,0,4,0,0,0,4,0",1.214,1.286,1.433,43.7,49.7,50.0,50.0,41.8,1.0,1.0,Neutral,,,,,3.08,1.12,7.34,0.98,10000,TB_V3_ADVANCED,57.96,0.0,42.04,MORE,57.96,75,Pass,33.6,24.36,42.04,PASS,33.6,61,Pass,33.6,0.0,66.4,PASS,33.6,58,Pass,21.53,12.07,66.4,PASS,21.53,58,Pass,21.53,0.0,78.47,PASS,21.53,58,Pass,17.22,4.31,78.47,PASS,17.22,58,Pass,17.22,0.0,82.78,PASS,17.22,58,Pass,7.26,9.96,82.78,PASS,7.26,58,Pass,7.26,0.0,92.74,PASS,7.26,58,Pass
2026-08-11,116,823512,Jazz Chisholm Jr.,665862,NYY,SEA,,0,Bryan Woo,693433,R,L,Yankee Stadium,4.01,100.0,1.025,True,0.5,0.5,1+ TB,1.396,1.0,0.0,4.0,2.0,0.896,1.0,57.19,0.0,42.81,MORE,57.19,73,Pass,42.81,23.46,13.31,4.66,15.76,57.19,33.73,20.42,15.76,6.82,3.09,11.79,3.76,0.33,3.66,431,83,14,2,17,0.396,30,"1,0,0,4,0,0,0,1,1,0,3,0,0,1",0.786,0.714,1.3,46.5,48.5,68.9,60.0,44.4,1.045,1.02,warm,89.3,4.1,41.0,13.0,4.31,1.12,8.13,0.92,10000,TB_V3_ADVANCED,57.19,0.0,42.81,MORE,57.19,73,Pass,33.73,23.46,42.81,PASS,33.73,61,Pass,33.73,0.0,66.27,PASS,33.73,58,Pass,20.42,13.31,66.27,PASS,20.42,58,Pass,20.42,0.0,79.58,PASS,20.42,58,Pass,15.76,4.66,79.58,PASS,15.76,58,Pass,15.76,0.0,84.24,PASS,15.76,58,Pass,6.82,8.94,84.24,PASS,6.82,58,Pass,6.82,0.0,93.18,PASS,6.82,58,Pass
2026-08-11,117,823673,Gunnar Henderson,683002,BAL,MIN,,0,Bailey Ober,641927,R,L,Target Field,4.03,92.9,1.025,True,0.5,0.5,1+ TB,1.314,1.0,0.0,4.0,2.0,0.814,1.0,56.44,0.0,43.56,MORE,56.44,72,Pass,43.56,24.56,13.26,5.23,13.39,56.44,31.88,18.62,13.39,6.16,2.55,11.66,3.58,0.57,2.95,531,101,19,4,18,0.384,30,"0,0,0,0,1,0,0,1,3,1,0,1,0,4",0.786,0.143,1.067,51.9,51.9,43.7,60.0,53.7,0.985,1.02,warm,89.5,6.6,42.0,6.0,4.45,1.22,8.61,1.35,10000,TB_V3_ADVANCED,56.44,0.0,43.56,MORE,56.44,72,Pass,31.88,24.56,43.56,PASS,31.88,60,Pass,31.88,0.0,68.12,PASS,31.88,58,Pass,18.62,13.26,68.12,PASS,18.62,58,Pass,18.62,0.0,81.38,PASS,18.62,58,Pass,13.39,5.23,81.38,PASS,13.39,58,Pass,13.39,0.0,86.61,PASS,13.39,58,Pass,6.16,7.23,86.61,PASS,6.16,58,Pass,6.16,0.0,93.84,PASS,6.16,58,Pass
2026-08-11,118,824886,Brett Baty,683146,NYM,ATL,,0,Martín Pérez,527048,L,L,Truist Park,3.81,71.4,1.0,True,0.5,0.5,1+ TB,1.246,1.0,0.0,4.0,2.0,0.746,1.0,56.03,0.0,43.97,MORE,56.03,71,Pass,43.97,25.57,13.21,4.98,12.27,56.03,30.46,17.25,12.27,4.96,2.12,12.6,3.93,0.32,2.91,375,72,13,1,7,0.321,30,"0,0,1,0,4,0,0,0,1,0,1,4,0,1",0.857,0.714,1.233,41.2,48.1,56.3,67.5,39.9,1.015,1.035,hot,92.1,9.1,42.0,30.0,3.14,1.15,6.73,0.99,10000,TB_V3_ADVANCED,56.03,0.0,43.97,MORE,56.03,71,Pass,30.46,25.57,43.97,PASS,30.46,60,Pass,30.46,0.0,69.54,PASS,30.46,58,Pass,17.25,13.21,69.54,PASS,17.25,58,Pass,17.25,0.0,82.75,PASS,17.25,58,Pass,12.27,4.98,82.75,PASS,12.27,58,Pass,12.27,0.0,87.73,PASS,12.27,58,Pass,4.96,7.31,87.73,PASS,4.96,58,Pass,4.96,0.0,95.04,PASS,4.96,58,Pass
2026-08-11,119,824563,Matt McLain,680574,CIN,CWS,,0,Sean Burke,680732,R,R,Rate Field,3.77,78.6,1.0,True,0.5,0.5,1+ TB,1.242,1.0,0.0,4.0,2.0,0.742,1.0,53.68,0.0,46.32,PASS,53.68,68,Pass,46.32,22.47,13.85,4.36,13.0,53.68,31.21,17.36,13.0,5.05,2.3,10.8,4.7,0.26,3.05,344,58,15,0,10,0.346,30,"1,0,6,0,4,2,0,0,1,1,0,0,0,0",1.071,1.857,0.767,43.7,49.7,50.0,50.0,41.8,1.0,1.0,Neutral,,,,,3.08,1.12,7.34,0.98,10000,TB_V3_ADVANCED,53.68,0.0,46.32,PASS,53.68,68,Pass,31.21,22.47,46.32,PASS,31.21,60,Pass,31.21,0.0,68.79,PASS,31.21,58,Pass,17.36,13.85,68.79,PASS,17.36,58,Pass,17.36,0.0,82.64,PASS,17.36,58,Pass,13.0,4.36,82.64,PASS,13.0,58,Pass,13.0,0.0,87.0,PASS,13.0,58,Pass,5.05,7.95,87.0,PASS,5.05,58,Pass,5.05,0.0,94.95,PASS,5.05,58,Pass
2026-08-11,120,823997,Oswald Peraza,672724,LAA,TEX,,0,TBD,,,R,Angel Stadium,3.15,42.9,0.84,False,0.5,0.5,1+ TB,1.038,1.0,0.0,3.0,2.0,0.538,1.0,51.83,0.0,48.17,PASS,51.83,64,Pass,48.17,26.49,12.38,4.22,8.74,51.83,25.34,12.96,8.74,3.07,1.14,14.26,3.93,0.41,2.49,304,66,11,2,7,0.359,30,"0,1,0,0,0,0,0,0,0,1,0,0,2,0",0.286,0.143,0.433,50.5,51.1,50.0,50.0,51.0,1.0,1.0,Neutral,79.7,9.2,62.0,1.0,0.0,0.0,0.0,0.0,10000,TB_V3_ADVANCED,51.83,0.0,48.17,PASS,51.83,64,Pass,25.34,26.49,48.17,PASS,25.34,58,Pass,25.34,0.0,74.66,PASS,25.34,58,Pass,12.96,12.38,74.66,PASS,12.96,58,Pass,12.96,0.0,87.04,PASS,12.96,58,Pass,8.74,4.22,87.04,PASS,8.74,58,Pass,8.74,0.0,91.26,PASS,8.74,58,Pass,3.07,5.67,91.26,PASS,3.07,58,Pass,3.07,0.0,96.93,PASS,3.07,58,Pass
