date,rank,gamePk,player,mlb player id,team,opponent,lineup spot,lineup samples,probable pitcher,probable pitcher id,pitcher hand,batter side,park,projected pa,recent start rate,usage factor,hand split available,total bases line,best more line,best more threshold,projected tb,median tb,floor tb,ceiling tb,iqr upper tb,edge,fair line,more probability,push probability,less probability,recommendation,model confidence,ai score,tier,p 0 tb,p 1 tb,p 2 tb,p 3 tb,p 4 plus tb,p 1+ tb,p 2+ tb,p 3+ tb,p 4+ tb,p 5+ tb,p 6+ tb,single probability,double probability,triple probability,hr probability,season pa,season hits,season doubles,season triples,season hr,season slg,recent games used,last 14 total bases,last 14 avg tb,last 7 avg tb,last 30 avg tb,starter contribution,bullpen contribution,park contribution,weather contribution,matchup context score,park factor,weather factor,weather note,temperature f,wind mph,humidity %,precip %,pitcher era,pitcher whip,pitcher h9,pitcher hr9,simulation count,model version,more 0.5 %,push 0.5 %,less 0.5 %,side 0.5,confidence 0.5 %,ai score 0.5,tier 0.5,more 1.0 %,push 1.0 %,less 1.0 %,side 1.0,confidence 1.0 %,ai score 1.0,tier 1.0,more 1.5 %,push 1.5 %,less 1.5 %,side 1.5,confidence 1.5 %,ai score 1.5,tier 1.5,more 2.0 %,push 2.0 %,less 2.0 %,side 2.0,confidence 2.0 %,ai score 2.0,tier 2.0,more 2.5 %,push 2.5 %,less 2.5 %,side 2.5,confidence 2.5 %,ai score 2.5,tier 2.5,more 3.0 %,push 3.0 %,less 3.0 %,side 3.0,confidence 3.0 %,ai score 3.0,tier 3.0,more 3.5 %,push 3.5 %,less 3.5 %,side 3.5,confidence 3.5 %,ai score 3.5,tier 3.5,more 4.0 %,push 4.0 %,less 4.0 %,side 4.0,confidence 4.0 %,ai score 4.0,tier 4.0,more 4.5 %,push 4.5 %,less 4.5 %,side 4.5,confidence 4.5 %,ai score 4.5,tier 4.5
2026-08-11,83,823917,Carter Jensen,695600,KC,LAD,,0,Blake Snell,605483,L,L,UNIQLO Field at Dodger Stadium,4.02,92.9,1.025,True,0.5,0.5,1+ TB,1.503,1.0,0.0,4.0,2.0,1.003,1.0,62.04,0.0,37.96,MORE,62.04,80,Silver,37.96,24.07,16.1,6.51,15.36,62.04,37.97,21.87,15.36,6.92,3.48,12.34,5.11,0.52,3.2,436,88,24,1,16,0.419,30,"0,4,1,0,0,0,3,4,0,2,0,0,2,0",1.143,1.143,1.367,78.1,47.6,50.0,50.0,75.1,1.0,1.0,Neutral,,,,,12.0,2.67,18.0,0.0,10000,TB_V3_ADVANCED,62.04,0.0,37.96,MORE,62.04,80,Silver,37.97,24.07,37.96,PASS,37.97,62,Pass,37.97,0.0,62.03,PASS,37.97,58,Pass,21.87,16.1,62.03,PASS,21.87,58,Pass,21.87,0.0,78.13,PASS,21.87,58,Pass,15.36,6.51,78.13,PASS,15.36,58,Pass,15.36,0.0,84.64,PASS,15.36,58,Pass,6.92,8.44,84.64,PASS,6.92,58,Pass,6.92,0.0,93.08,PASS,6.92,58,Pass
2026-08-11,84,823673,Brooks Lee,686797,MIN,BAL,,0,Brandon Young,687064,R,S,Target Field,3.99,100.0,1.025,True,0.5,0.5,1+ TB,1.476,1.0,0.0,4.0,2.0,0.976,1.0,62.01,0.0,37.99,MORE,62.01,80,Silver,37.99,25.17,15.29,6.23,15.32,62.01,36.84,21.55,15.32,6.52,2.86,13.46,4.23,0.5,3.39,453,100,17,3,17,0.417,30,"5,0,1,0,0,0,3,4,0,0,2,1,0,0",1.143,1.286,1.333,50.8,50.5,43.7,60.0,48.5,0.985,1.02,warm,89.5,6.6,42.0,6.0,3.43,1.31,8.61,1.0,10000,TB_V3_ADVANCED,62.01,0.0,37.99,MORE,62.01,80,Silver,36.84,25.17,37.99,PASS,36.84,61,Pass,36.84,0.0,63.16,PASS,36.84,58,Pass,21.55,15.29,63.16,PASS,21.55,58,Pass,21.55,0.0,78.45,PASS,21.55,58,Pass,15.32,6.23,78.45,PASS,15.32,58,Pass,15.32,0.0,84.68,PASS,15.32,58,Pass,6.52,8.8,84.68,PASS,6.52,58,Pass,6.52,0.0,93.48,PASS,6.52,58,Pass
2026-08-11,85,824563,Colson Montgomery,695657,CWS,CIN,,0,Nick Lodolo,666157,L,L,Rate Field,4.06,100.0,1.025,True,0.5,0.5,1+ TB,1.556,1.0,0.0,4.0,2.0,1.056,1.0,61.95,0.0,38.05,MORE,61.95,80,Silver,38.05,25.11,13.98,5.24,17.62,61.95,36.84,22.86,17.62,8.08,4.19,12.74,4.26,0.26,4.02,469,90,18,0,26,0.445,30,"4,1,0,2,0,1,2,0,4,0,0,0,3,1",1.286,1.429,1.4,57.1,52.2,50.0,50.0,58.6,1.0,1.0,Neutral,,,,,4.6,1.47,9.34,1.29,10000,TB_V3_ADVANCED,61.95,0.0,38.05,MORE,61.95,80,Silver,36.84,25.11,38.05,PASS,36.84,62,Pass,36.84,0.0,63.16,PASS,36.84,58,Pass,22.86,13.98,63.16,PASS,22.86,58,Pass,22.86,0.0,77.14,PASS,22.86,58,Pass,17.62,5.24,77.14,PASS,17.62,58,Pass,17.62,0.0,82.38,PASS,17.62,58,Pass,8.08,9.54,82.38,PASS,8.08,58,Pass,8.08,0.0,91.92,PASS,8.08,58,Pass
2026-08-11,86,824970,Tyler Soderstrom,691016,ATH,TB,,0,Nick Martinez,607259,R,L,Sutter Health Park,4.02,100.0,1.025,True,0.5,0.5,1+ TB,1.601,1.0,0.0,4.0,2.0,1.101,1.0,61.91,0.0,38.09,MORE,61.91,81,Silver,38.09,22.37,15.16,6.35,18.03,61.91,39.54,24.38,18.03,8.29,4.37,11.51,5.45,0.61,3.87,439,94,25,3,19,0.475,30,"3,4,4,1,1,2,2,3,0,0,0,0,4,3",1.929,2.429,1.7,43.3,47.9,50.0,67.5,41.6,1.0,1.035,hot,92.8,11.9,24.0,0.0,2.65,1.1,8.51,1.05,10000,TB_V3_ADVANCED,61.91,0.0,38.09,MORE,61.91,81,Silver,39.54,22.37,38.09,PASS,39.54,62,Pass,39.54,0.0,60.46,PASS,39.54,59,Pass,24.38,15.16,60.46,PASS,24.38,58,Pass,24.38,0.0,75.62,PASS,24.38,58,Pass,18.03,6.35,75.62,PASS,18.03,58,Pass,18.03,0.0,81.97,PASS,18.03,58,Pass,8.29,9.74,81.97,PASS,8.29,58,Pass,8.29,0.0,91.71,PASS,8.29,58,Pass
2026-08-11,87,825046,Nolan Arenado,571448,AZ,COL,,0,Tomoyuki Sugano,608372,R,R,Chase Field,4.01,92.9,1.025,True,0.5,0.5,1+ TB,1.531,1.0,0.0,4.0,2.0,1.031,1.0,61.75,0.0,38.25,MORE,61.75,80,Silver,38.25,25.38,13.89,5.16,17.32,61.75,36.37,22.48,17.32,8.16,3.77,12.89,4.3,0.25,4.08,434,92,20,0,17,0.424,30,"0,1,4,0,4,1,0,5,0,0,4,0,0,0",1.357,1.429,1.733,57.9,57.3,50.0,50.0,64.4,1.0,1.0,Indoor/retractable,,,,,4.51,1.26,9.2,1.84,10000,TB_V3_ADVANCED,61.75,0.0,38.25,MORE,61.75,80,Silver,36.37,25.38,38.25,PASS,36.37,62,Pass,36.37,0.0,63.63,PASS,36.37,58,Pass,22.48,13.89,63.63,PASS,22.48,58,Pass,22.48,0.0,77.52,PASS,22.48,58,Pass,17.32,5.16,77.52,PASS,17.32,58,Pass,17.32,0.0,82.68,PASS,17.32,58,Pass,8.16,9.16,82.68,PASS,8.16,58,Pass,8.16,0.0,91.84,PASS,8.16,58,Pass
2026-08-11,88,822778,Wilyer Abreu,677800,BOS,TOR,,0,Dylan Cease,656302,R,L,Rogers Centre,4.06,100.0,1.025,True,0.5,0.5,1+ TB,1.579,1.0,0.0,4.0,2.0,1.079,1.0,61.71,0.0,38.29,MORE,61.71,80,Silver,38.29,23.97,13.56,5.57,18.61,61.71,37.74,24.18,18.61,8.25,3.84,12.02,4.17,0.4,4.25,496,111,23,3,20,0.46,30,"0,3,1,5,8,5,0,1,4,0,1,0,2,0",2.143,3.143,2.033,37.7,49.5,50.0,50.0,31.9,1.0,1.0,Indoor/retractable,,,,,2.28,1.04,5.7,0.5,10000,TB_V3_ADVANCED,61.71,0.0,38.29,MORE,61.71,80,Silver,37.74,23.97,38.29,PASS,37.74,62,Pass,37.74,0.0,62.26,PASS,37.74,59,Pass,24.18,13.56,62.26,PASS,24.18,58,Pass,24.18,0.0,75.82,PASS,24.18,58,Pass,18.61,5.57,75.82,PASS,18.61,58,Pass,18.61,0.0,81.39,PASS,18.61,58,Pass,8.25,10.36,81.39,PASS,8.25,58,Pass,8.25,0.0,91.75,PASS,8.25,58,Pass
2026-08-11,89,823264,Garrett Mitchell,669003,MIL,SD,,0,Walker Buehler,621111,R,L,Petco Park,4.02,100.0,1.025,True,0.5,0.5,1+ TB,1.372,1.0,0.0,4.0,2.0,0.872,1.0,61.39,0.0,38.61,MORE,61.39,78,Silver,38.61,25.19,17.35,7.0,11.85,61.39,36.2,18.85,11.85,5.26,2.15,13.12,5.32,0.41,2.2,395,87,24,3,8,0.413,30,"1,0,1,2,0,0,0,0,0,3,0,1,0,0",0.571,0.571,1.0,56.7,50.3,29.0,50.0,56.8,0.95,1.0,Neutral,75.7,6.5,75.0,2.0,5.07,1.46,9.39,1.16,10000,TB_V3_ADVANCED,61.39,0.0,38.61,MORE,61.39,78,Silver,36.2,25.19,38.61,PASS,36.2,61,Pass,36.2,0.0,63.8,PASS,36.2,58,Pass,18.85,17.35,63.8,PASS,18.85,58,Pass,18.85,0.0,81.15,PASS,18.85,58,Pass,11.85,7.0,81.15,PASS,11.85,58,Pass,11.85,0.0,88.15,PASS,11.85,58,Pass,5.26,6.59,88.15,PASS,5.26,58,Pass,5.26,0.0,94.74,PASS,5.26,58,Pass
2026-08-11,90,824886,Austin Riley,663586,ATL,NYM,,0,Nolan McLean,690997,R,R,Truist Park,3.98,100.0,1.025,True,0.5,0.5,1+ TB,1.451,1.0,0.0,4.0,2.0,0.951,1.0,61.2,0.0,38.8,MORE,61.2,79,Silver,38.8,25.38,15.2,5.44,15.18,61.2,35.82,20.62,15.18,6.67,3.15,13.13,4.48,0.28,3.51,471,93,17,1,14,0.365,30,"0,1,4,0,3,5,2,3,1,0,0,0,2,0",1.5,2.143,1.6,44.5,49.6,56.3,67.5,42.8,1.015,1.035,hot,92.1,9.1,42.0,30.0,3.51,1.16,7.16,0.96,10000,TB_V3_ADVANCED,61.2,0.0,38.8,MORE,61.2,79,Silver,35.82,25.38,38.8,PASS,35.82,61,Pass,35.82,0.0,64.18,PASS,35.82,58,Pass,20.62,15.2,64.18,PASS,20.62,58,Pass,20.62,0.0,79.38,PASS,20.62,58,Pass,15.18,5.44,79.38,PASS,15.18,58,Pass,15.18,0.0,84.82,PASS,15.18,58,Pass,6.67,8.51,84.82,PASS,6.67,58,Pass,6.67,0.0,93.33,PASS,6.67,58,Pass
2026-08-11,91,823997,Zach Neto,687263,LAA,TEX,,0,TBD,,,R,Angel Stadium,4.06,100.0,1.025,False,0.5,0.5,1+ TB,1.408,1.0,0.0,4.0,2.0,0.908,1.0,61.2,0.0,38.8,MORE,61.2,78,Silver,38.8,26.15,15.18,5.77,14.1,61.2,35.05,19.87,14.1,5.85,2.62,12.71,4.16,0.44,3.09,515,103,22,3,20,0.418,30,"2,0,0,5,0,1,1,0,1,0,1,1,0,0",0.857,1.286,1.367,50.5,51.1,50.0,50.0,51.0,1.0,1.0,Neutral,79.7,9.2,62.0,1.0,0.0,0.0,0.0,0.0,10000,TB_V3_ADVANCED,61.2,0.0,38.8,MORE,61.2,78,Silver,35.05,26.15,38.8,PASS,35.05,61,Pass,35.05,0.0,64.95,PASS,35.05,58,Pass,19.87,15.18,64.95,PASS,19.87,58,Pass,19.87,0.0,80.13,PASS,19.87,58,Pass,14.1,5.77,80.13,PASS,14.1,58,Pass,14.1,0.0,85.9,PASS,14.1,58,Pass,5.85,8.25,85.9,PASS,5.85,58,Pass,5.85,0.0,94.15,PASS,5.85,58,Pass
2026-08-11,92,825046,Ezequiel Tovar,678662,COL,AZ,,0,Mitch Bratt,683352,L,R,Chase Field,3.96,85.7,1.025,True,0.5,0.5,1+ TB,1.388,1.0,0.0,4.0,2.0,0.888,1.0,61.16,0.0,38.84,MORE,61.16,78,Silver,38.84,26.49,15.52,5.72,13.43,61.16,34.67,19.15,13.43,6.19,2.63,13.62,4.73,0.27,2.78,401,75,19,0,9,0.329,30,"0,1,0,1,3,7,0,0,0,0,2,1,1,0",1.143,1.714,1.033,52.3,50.5,50.0,50.0,53.6,1.0,1.0,Indoor/retractable,,,,,3.9,1.52,7.81,1.3,10000,TB_V3_ADVANCED,61.16,0.0,38.84,MORE,61.16,78,Silver,34.67,26.49,38.84,PASS,34.67,61,Pass,34.67,0.0,65.33,PASS,34.67,58,Pass,19.15,15.52,65.33,PASS,19.15,58,Pass,19.15,0.0,80.85,PASS,19.15,58,Pass,13.43,5.72,80.85,PASS,13.43,58,Pass,13.43,0.0,86.57,PASS,13.43,58,Pass,6.19,7.24,86.57,PASS,6.19,58,Pass,6.19,0.0,93.81,PASS,6.19,58,Pass
2026-08-11,93,823186,Bryce Eldridge,805811,SF,HOU,,0,Hunter Brown,686613,R,L,Oracle Park,3.97,92.9,1.025,True,0.5,0.5,1+ TB,1.367,1.0,0.0,4.0,2.0,0.867,1.0,61.02,0.0,38.98,MORE,61.02,78,Silver,38.98,28.0,14.44,4.97,13.61,61.02,33.02,18.58,13.61,6.14,2.55,13.79,3.83,0.25,3.05,306,66,14,0,11,0.425,30,"1,0,0,1,1,1,2,0,2,0,4,0,0,0",0.857,0.857,1.367,44.3,52.0,29.0,50.0,45.6,0.95,1.0,Neutral,64.6,13.2,75.0,1.0,3.53,1.24,6.29,1.07,10000,TB_V3_ADVANCED,61.02,0.0,38.98,MORE,61.02,78,Silver,33.02,28.0,38.98,PASS,33.02,61,Pass,33.02,0.0,66.98,PASS,33.02,58,Pass,18.58,14.44,66.98,PASS,18.58,58,Pass,18.58,0.0,81.42,PASS,18.58,58,Pass,13.61,4.97,81.42,PASS,13.61,58,Pass,13.61,0.0,86.39,PASS,13.61,58,Pass,6.14,7.47,86.39,PASS,6.14,58,Pass,6.14,0.0,93.86,PASS,6.14,58,Pass
2026-08-11,94,823512,Ben Rice,700250,NYY,SEA,,0,Bryan Woo,693433,R,L,Yankee Stadium,4.04,92.9,1.025,True,0.5,0.5,1+ TB,1.648,1.0,0.0,4.0,3.0,1.148,1.0,60.98,0.0,39.02,MORE,60.98,80,Silver,39.02,22.1,13.35,5.12,20.41,60.98,38.88,25.53,20.41,9.23,4.49,11.26,4.17,0.44,4.91,483,108,19,3,32,0.545,30,"0,4,1,0,0,0,0,0,1,0,2,0,2,6",1.143,0.714,1.867,46.5,48.5,68.9,60.0,44.4,1.045,1.02,warm,89.3,4.1,41.0,13.0,4.31,1.12,8.13,0.92,10000,TB_V3_ADVANCED,60.98,0.0,39.02,MORE,60.98,80,Silver,38.88,22.1,39.02,PASS,38.88,63,Pass,38.88,0.0,61.12,PASS,38.88,59,Pass,25.53,13.35,61.12,PASS,25.53,58,Pass,25.53,0.0,74.47,PASS,25.53,58,Pass,20.41,5.12,74.47,PASS,20.41,58,Pass,20.41,0.0,79.59,PASS,20.41,58,Pass,9.23,11.18,79.59,PASS,9.23,58,Pass,9.23,0.0,90.77,PASS,9.23,58,Pass
2026-08-11,95,823997,Mike Trout,545361,LAA,TEX,,0,TBD,,,R,Angel Stadium,4.02,100.0,1.025,False,0.5,0.5,1+ TB,1.425,1.0,0.0,4.0,2.0,0.925,1.0,60.86,0.0,39.14,MORE,60.86,78,Silver,39.14,26.45,14.12,5.33,14.96,60.86,34.41,20.29,14.96,6.66,2.93,13.23,4.07,0.25,3.37,442,84,16,0,19,0.44,30,"0,0,4,0,0,1,1,2,0,2,1,0,5,2",1.286,0.857,1.567,50.5,51.1,50.0,50.0,51.0,1.0,1.0,Neutral,79.7,9.2,62.0,1.0,0.0,0.0,0.0,0.0,10000,TB_V3_ADVANCED,60.86,0.0,39.14,MORE,60.86,78,Silver,34.41,26.45,39.14,PASS,34.41,61,Pass,34.41,0.0,65.59,PASS,34.41,58,Pass,20.29,14.12,65.59,PASS,20.29,58,Pass,20.29,0.0,79.71,PASS,20.29,58,Pass,14.96,5.33,79.71,PASS,14.96,58,Pass,14.96,0.0,85.04,PASS,14.96,58,Pass,6.66,8.3,85.04,PASS,6.66,58,Pass,6.66,0.0,93.34,PASS,6.66,58,Pass
2026-08-11,96,824563,Miguel Vargas,678246,CWS,CIN,,0,Nick Lodolo,666157,L,R,Rate Field,4.08,100.0,1.025,True,0.5,0.5,1+ TB,1.537,1.0,0.0,4.0,2.0,1.037,1.0,60.69,0.0,39.31,MORE,60.69,79,Silver,39.31,22.98,14.88,5.24,17.59,60.69,37.71,22.83,17.59,7.67,3.9,11.45,4.9,0.33,3.87,509,101,26,1,24,0.467,30,"2,1,0,0,2,0,4,0,4,0,1,1,2,4",1.5,1.286,1.5,57.1,52.2,50.0,50.0,58.6,1.0,1.0,Neutral,,,,,4.6,1.47,9.34,1.29,10000,TB_V3_ADVANCED,60.69,0.0,39.31,MORE,60.69,79,Silver,37.71,22.98,39.31,PASS,37.71,62,Pass,37.71,0.0,62.29,PASS,37.71,58,Pass,22.83,14.88,62.29,PASS,22.83,58,Pass,22.83,0.0,77.17,PASS,22.83,58,Pass,17.59,5.24,77.17,PASS,17.59,58,Pass,17.59,0.0,82.41,PASS,17.59,58,Pass,7.67,9.92,82.41,PASS,7.67,58,Pass,7.67,0.0,92.33,PASS,7.67,58,Pass
2026-08-11,97,823264,Manny Machado,592518,SD,MIL,,0,Kyle Harrison,690986,L,R,Petco Park,4.04,100.0,1.025,True,0.5,0.5,1+ TB,1.409,1.0,0.0,4.0,2.0,0.909,1.0,60.63,0.0,39.37,MORE,60.63,78,Silver,39.37,25.65,15.15,5.48,14.35,60.63,34.98,19.83,14.35,6.22,2.59,12.58,4.37,0.24,3.19,492,91,20,0,23,0.42,30,"1,1,1,0,0,4,0,0,0,2,0,1,3,6",1.357,1.0,1.8,39.1,46.2,29.0,50.0,37.0,0.95,1.0,Neutral,75.7,6.5,75.0,2.0,2.84,1.04,7.21,1.02,10000,TB_V3_ADVANCED,60.63,0.0,39.37,MORE,60.63,78,Silver,34.98,25.65,39.37,PASS,34.98,61,Pass,34.98,0.0,65.02,PASS,34.98,58,Pass,19.83,15.15,65.02,PASS,19.83,58,Pass,19.83,0.0,80.17,PASS,19.83,58,Pass,14.35,5.48,80.17,PASS,14.35,58,Pass,14.35,0.0,85.65,PASS,14.35,58,Pass,6.22,8.13,85.65,PASS,6.22,58,Pass,6.22,0.0,93.78,PASS,6.22,58,Pass
2026-08-11,98,823512,Taylor Ward,621493,SEA,NYY,,0,Ryan Weathers,677960,L,R,Yankee Stadium,4.01,92.9,1.025,True,0.5,0.5,1+ TB,1.277,1.0,0.0,4.0,2.0,0.777,1.0,60.54,0.0,39.46,MORE,60.54,77,Silver,39.46,28.65,15.55,5.34,11.0,60.54,31.89,16.34,11.0,4.67,1.72,14.34,3.68,0.48,2.38,529,105,20,1,7,0.342,30,"3,1,0,1,1,0,1,0,0,1,0,0,2,1",0.786,1.0,1.1,46.4,46.3,68.9,60.0,46.0,1.045,1.02,warm,89.3,4.1,41.0,13.0,3.79,1.22,8.48,1.26,10000,TB_V3_ADVANCED,60.54,0.0,39.46,MORE,60.54,77,Silver,31.89,28.65,39.46,PASS,31.89,60,Pass,31.89,0.0,68.11,PASS,31.89,58,Pass,16.34,15.55,68.11,PASS,16.34,58,Pass,16.34,0.0,83.66,PASS,16.34,58,Pass,11.0,5.34,83.66,PASS,11.0,58,Pass,11.0,0.0,89.0,PASS,11.0,58,Pass,4.67,6.33,89.0,PASS,4.67,58,Pass,4.67,0.0,95.33,PASS,4.67,58,Pass
2026-08-11,99,823673,Kody Clemens,665019,MIN,BAL,,0,Brandon Young,687064,R,L,Target Field,4.03,100.0,1.025,True,0.5,0.5,1+ TB,1.509,1.0,0.0,4.0,2.0,1.009,1.0,60.15,0.0,39.85,MORE,60.15,78,Silver,39.85,23.05,14.04,6.34,16.72,60.15,37.1,23.06,16.72,7.27,3.43,11.62,4.33,0.82,3.8,420,89,20,5,20,0.465,30,"4,0,1,0,1,0,1,0,0,4,1,2,7,0",1.5,1.0,1.767,50.8,50.5,43.7,60.0,48.5,0.985,1.02,warm,89.5,6.6,42.0,6.0,3.43,1.31,8.61,1.0,10000,TB_V3_ADVANCED,60.15,0.0,39.85,MORE,60.15,78,Silver,37.1,23.05,39.85,PASS,37.1,62,Pass,37.1,0.0,62.9,PASS,37.1,58,Pass,23.06,14.04,62.9,PASS,23.06,58,Pass,23.06,0.0,76.94,PASS,23.06,58,Pass,16.72,6.34,76.94,PASS,16.72,58,Pass,16.72,0.0,83.28,PASS,16.72,58,Pass,7.27,9.45,83.28,PASS,7.27,58,Pass,7.27,0.0,92.73,PASS,7.27,58,Pass
2026-08-11,100,823186,Willy Adames,642715,SF,HOU,,0,Hunter Brown,686613,R,R,Oracle Park,4.02,100.0,1.025,True,0.5,0.5,1+ TB,1.421,1.0,0.0,4.0,2.0,0.921,1.0,60.14,0.0,39.86,MORE,60.14,77,Silver,39.86,24.75,14.81,5.33,15.25,60.14,35.39,20.58,15.25,6.21,2.6,12.64,4.23,0.27,3.36,473,97,24,1,19,0.413,30,"1,1,4,0,1,0,1,0,0,1,1,1,1,2",1.0,1.143,1.3,44.3,52.0,29.0,50.0,45.6,0.95,1.0,Neutral,64.6,13.2,75.0,1.0,3.53,1.24,6.29,1.07,10000,TB_V3_ADVANCED,60.14,0.0,39.86,MORE,60.14,77,Silver,35.39,24.75,39.86,PASS,35.39,61,Pass,35.39,0.0,64.61,PASS,35.39,58,Pass,20.58,14.81,64.61,PASS,20.58,58,Pass,20.58,0.0,79.42,PASS,20.58,58,Pass,15.25,5.33,79.42,PASS,15.25,58,Pass,15.25,0.0,84.75,PASS,15.25,58,Pass,6.21,9.04,84.75,PASS,6.21,58,Pass,6.21,0.0,93.79,PASS,6.21,58,Pass
2026-08-11,101,825046,Ketel Marte,606466,AZ,COL,,0,Tomoyuki Sugano,608372,R,S,Chase Field,4.07,100.0,1.025,True,0.5,0.5,1+ TB,1.428,1.0,0.0,4.0,2.0,0.928,1.0,60.08,0.0,39.92,MORE,60.08,77,Silver,39.92,25.0,14.38,5.69,15.01,60.08,35.08,20.7,15.01,6.73,2.94,12.55,4.29,0.46,3.41,500,111,22,3,20,0.438,30,"4,0,0,1,0,0,0,2,1,1,2,1,4,0",1.143,0.714,1.2,57.9,57.3,50.0,50.0,64.4,1.0,1.0,Indoor/retractable,,,,,4.51,1.26,9.2,1.84,10000,TB_V3_ADVANCED,60.08,0.0,39.92,MORE,60.08,77,Silver,35.08,25.0,39.92,PASS,35.08,61,Pass,35.08,0.0,64.92,PASS,35.08,58,Pass,20.7,14.38,64.92,PASS,20.7,58,Pass,20.7,0.0,79.3,PASS,20.7,58,Pass,15.01,5.69,79.3,PASS,15.01,58,Pass,15.01,0.0,84.99,PASS,15.01,58,Pass,6.73,8.28,84.99,PASS,6.73,58,Pass,6.73,0.0,93.27,PASS,6.73,58,Pass
2026-08-11,102,823019,JJ Wetherholt,802139,STL,PHI,,0,Cristopher Sánchez,650911,L,L,Busch Stadium,4.07,100.0,1.025,True,0.5,0.5,1+ TB,1.309,1.0,0.0,4.0,2.0,0.809,1.0,60.07,0.0,39.93,MORE,60.07,76,Silver,39.93,27.76,14.92,5.43,11.96,60.07,32.31,17.39,11.96,5.24,2.1,14.05,3.61,0.24,2.81,507,108,12,0,16,0.387,30,"3,1,0,2,0,1,0,0,5,0,1,1,0,0",1.0,1.0,1.133,48.8,51.0,47.9,67.5,44.5,0.995,1.035,hot,101.5,11.6,27.0,0.0,2.65,1.22,8.84,0.78,10000,TB_V3_ADVANCED,60.07,0.0,39.93,MORE,60.07,76,Silver,32.31,27.76,39.93,PASS,32.31,60,Pass,32.31,0.0,67.69,PASS,32.31,58,Pass,17.39,14.92,67.69,PASS,17.39,58,Pass,17.39,0.0,82.61,PASS,17.39,58,Pass,11.96,5.43,82.61,PASS,11.96,58,Pass,11.96,0.0,88.04,PASS,11.96,58,Pass,5.24,6.72,88.04,PASS,5.24,58,Pass,5.24,0.0,94.76,PASS,5.24,58,Pass
2026-08-11,103,825046,Corbin Carroll,682998,AZ,COL,,0,Tomoyuki Sugano,608372,R,L,Chase Field,4.08,100.0,1.025,True,0.5,0.5,1+ TB,1.504,1.0,0.0,4.0,2.0,1.004,1.0,59.83,0.0,40.17,MORE,59.83,77,Silver,40.17,22.41,14.28,7.01,16.13,59.83,37.42,23.14,16.13,7.27,3.57,10.72,4.78,1.26,3.05,499,104,23,13,16,0.464,30,"0,3,0,2,2,0,0,0,5,0,2,1,1,2",1.286,1.0,1.367,57.9,57.3,50.0,50.0,64.4,1.0,1.0,Indoor/retractable,,,,,4.51,1.26,9.2,1.84,10000,TB_V3_ADVANCED,59.83,0.0,40.17,MORE,59.83,77,Silver,37.42,22.41,40.17,PASS,37.42,62,Pass,37.42,0.0,62.58,PASS,37.42,58,Pass,23.14,14.28,62.58,PASS,23.14,58,Pass,23.14,0.0,76.86,PASS,23.14,58,Pass,16.13,7.01,76.86,PASS,16.13,58,Pass,16.13,0.0,83.87,PASS,16.13,58,Pass,7.27,8.86,83.87,PASS,7.27,58,Pass,7.27,0.0,92.73,PASS,7.27,58,Pass
2026-08-11,104,824240,Jo Adell,666176,CLE,DET,,0,Drew Anderson,623454,R,R,Comerica Park,4.01,92.9,1.025,True,0.5,0.5,1+ TB,1.339,1.0,0.0,4.0,2.0,0.839,1.0,59.68,0.0,40.32,MORE,59.68,76,Silver,40.32,26.39,14.99,5.16,13.14,59.68,33.29,18.3,13.14,5.57,2.27,12.86,4.27,0.3,2.83,483,104,18,1,16,0.387,30,"0,2,0,0,0,3,0,0,0,2,0,2,4,1",1.0,0.714,1.3,47.8,46.8,39.5,53.0,47.2,0.975,1.006,humid,76.5,5.6,86.0,40.0,4.01,1.29,8.29,1.2,10000,TB_V3_ADVANCED,59.68,0.0,40.32,MORE,59.68,76,Silver,33.29,26.39,40.32,PASS,33.29,60,Pass,33.29,0.0,66.71,PASS,33.29,58,Pass,18.3,14.99,66.71,PASS,18.3,58,Pass,18.3,0.0,81.7,PASS,18.3,58,Pass,13.14,5.16,81.7,PASS,13.14,58,Pass,13.14,0.0,86.86,PASS,13.14,58,Pass,5.57,7.57,86.86,PASS,5.57,58,Pass,5.57,0.0,94.43,PASS,5.57,58,Pass
2026-08-11,105,822697,Nasim Nuñez,683083,WSH,CHC,,0,Shota Imanaga,684007,L,S,Nationals Park,4.0,100.0,1.025,True,0.5,0.5,1+ TB,1.192,1.0,0.0,3.0,2.0,0.692,1.0,59.59,0.0,40.41,MORE,59.59,75,Pass,40.41,30.23,14.93,5.25,9.18,59.59,29.36,14.43,9.18,3.94,1.49,14.98,2.83,0.39,1.9,392,78,4,3,1,0.268,30,"1,0,0,0,0,1,0,1,0,0,0,0,2,0",0.357,0.286,0.833,45.0,51.2,50.0,45.5,50.9,1.0,0.991,"humid, rain risk",79.3,3.8,83.0,61.0,3.6,1.09,7.87,1.7,10000,TB_V3_ADVANCED,59.59,0.0,40.41,MORE,59.59,75,Pass,29.36,30.23,40.41,PASS,29.36,59,Pass,29.36,0.0,70.64,PASS,29.36,58,Pass,14.43,14.93,70.64,PASS,14.43,58,Pass,14.43,0.0,85.57,PASS,14.43,58,Pass,9.18,5.25,85.57,PASS,9.18,58,Pass,9.18,0.0,90.82,PASS,9.18,58,Pass,3.94,5.24,90.82,PASS,3.94,58,Pass,3.94,0.0,96.06,PASS,3.94,58,Pass
