Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
24,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Away,700250,Ben Rice,New York Yankees,Baltimore Orioles,DH,L,No,,120,513,446,111,20,3,33,76,78,61,4,129,0.249,0.343,0.529,0.872,10,43,39,5,2,0.128,0.0465,25,107,94,12,4,0.128,0.0374,32,32,6.2,34.4,60.0,20.0,20.0,18.8,28.1,55.6,31.2,6.2,3.1,6.2,50.0,86.6,20.4,0.666,72.3,35.7,Below Average,2.5,Pull Power,A-,Elevated power plane,35.7,Below Average,0.96,Good,1.95,-31.05,Strong negative regression,Below Average Pull Power profile. 6.2% barrel rate; 86.6 mph average exit velocity; 28.1% air-ball rate; 55.6% pull-air rate; 6.2% HR-launch rate.,0.0643,0.0582,4.15,3,1,13.5,0.22,22.2,Very recent HR,605135.0,Chris Bassitt,R,LHB vs RHP,13,11,61.2,5.11,1.62,6,0.88,5.84,3.65,0.891,0.969,1.025,1.03,0.96,0.989,0.98,22.03,19.15,85.0,45.9,C-,Lineup unconfirmed
25,2026-08-19,824318,2026-08-20T00:40:00Z,Scheduled,Coors Field,Los Angeles Dodgers @ Colorado Rockies,Home,664954,Brett Sullivan,Colorado Rockies,Los Angeles Dodgers,C,L,No,,66,180,165,40,11,1,7,21,27,10,1,31,0.242,0.285,0.448,0.733,9,26,22,7,3,0.318,0.1154,15,42,38,12,3,0.316,0.0714,27,27,7.4,18.5,60.0,20.0,20.0,14.8,29.6,62.5,25.9,11.1,11.1,11.1,100.0,81.7,16.5,0.78,67.4,41.9,Below Average,2.5,Pull Power,A,Excellent HR swing plane,41.9,Below Average,0.977,Good,1.86,-5.14,Strong negative regression,Below Average Pull Power profile. 7.4% barrel rate; 81.7 mph average exit velocity; 29.6% air-ball rate; 62.5% pull-air rate; 11.1% HR-launch rate.,0.0389,0.0361,3.93,3,2,23.6,0.13,12.7,Very recent HR,808963.0,Roki Sasaki,R,LHB vs RHP,21,21,111.0,4.46,1.29,21,1.7,8.76,3.65,1.35,1.096,1.025,1.0,0.977,0.977,0.98,13.47,19.09,68.2,41.3,D+,Lineup unconfirmed
26,2026-08-19,824155,2026-08-20T00:10:00Z,Scheduled,Daikin Park,Los Angeles Angels @ Houston Astros,Home,670541,Yordan Alvarez,Houston Astros,Los Angeles Angels,DH,L,No,,124,547,450,143,25,0,36,82,88,86,7,94,0.318,0.431,0.613,1.044,10,43,36,7,1,0.194,0.0233,24,109,86,25,3,0.291,0.0275,18,18,5.6,33.3,42.9,14.3,42.9,38.9,66.7,41.7,50.0,16.7,11.1,16.7,100.0,90.3,23.0,0.564,73.7,58.2,Average,3.5,Balanced Power,A-,Elevated power plane,58.2,Average,1.023,Small Statcast sample,1.26,-34.74,Strong negative regression,Average Balanced Power profile. 5.6% barrel rate; 90.3 mph average exit velocity; 66.7% air-ball rate; 41.7% pull-air rate; 16.7% HR-launch rate.,0.0658,0.0597,4.25,11,3,12.5,0.88,88.0,Near normal interval,700712.0,Walbert Ureña,R,LHB vs RHP,22,20,107.2,2.67,1.25,6,0.5,8.53,4.76,0.769,0.904,1.025,1.08,1.023,1.105,1.0,23.03,18.5,85.0,48.0,C,Lineup unconfirmed
27,2026-08-19,824318,2026-08-20T00:40:00Z,Scheduled,Coors Field,Los Angeles Dodgers @ Colorado Rockies,Home,666160,Mickey Moniak,Colorado Rockies,Los Angeles Dodgers,LF,L,No,,87,327,299,78,14,4,19,41,57,18,3,84,0.261,0.303,0.525,0.828,10,38,33,4,0,0.121,0.0,22,88,78,17,4,0.218,0.0455,25,25,8.0,24.0,40.0,20.0,40.0,16.0,24.0,33.3,28.0,8.0,0.0,8.0,0.0,83.7,19.3,0.46,73.0,23.3,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,23.3,Weak,0.925,Good,1.63,-17.37,Strong negative regression,Weak Contact-First Profile profile. 8.0% barrel rate; 83.7 mph average exit velocity; 24.0% air-ball rate; 33.3% pull-air rate; 8.0% HR-launch rate.,0.0581,0.0511,4.09,36,11,15.7,2.29,228.8,Very long drought,808963.0,Roki Sasaki,R,LHB vs RHP,21,21,111.0,4.46,1.29,21,1.7,8.76,3.65,0.837,1.096,1.025,1.03,0.925,0.953,1.06,19.31,18.41,82.4,50.7,C,Lineup unconfirmed
28,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Home,681297,Colton Cowser,Baltimore Orioles,New York Yankees,CF,L,No,,112,297,256,55,4,0,11,34,33,37,1,90,0.215,0.314,0.359,0.673,12,28,27,8,3,0.296,0.1071,24,54,45,11,3,0.244,0.0556,14,14,14.3,35.7,42.9,42.9,14.3,21.4,35.7,40.0,28.6,7.1,7.1,7.1,100.0,83.8,28.3,0.873,73.8,45.0,Below Average,3.0,Contact-First Profile,C+,High fly-ball plane,45.0,Below Average,0.986,Small Statcast sample,1.46,-9.54,Strong negative regression,Below Average Contact-First Profile profile. 14.3% barrel rate; 83.8 mph average exit velocity; 35.7% air-ball rate; 40.0% pull-air rate; 7.1% HR-launch rate.,0.037,0.0356,3.99,3,2,23.3,0.13,12.9,Very recent HR,701542.0,Will Warren,R,LHB vs RHP,24,23,118.0,4.42,1.41,18,1.37,8.92,3.13,1.35,1.043,1.025,1.0,0.986,0.986,0.98,13.46,18.38,77.5,40.6,D+,Lineup unconfirmed
29,2026-08-19,823664,2026-08-19T17:40:00Z,Scheduled,Target Field,Atlanta Braves @ Minnesota Twins,Away,660670,Ronald Acuña Jr.,Atlanta Braves,Minnesota Twins,RF,R,No,,74,325,278,67,12,1,13,43,34,40,5,75,0.241,0.345,0.432,0.777,12,51,49,12,4,0.245,0.0784,21,89,83,18,6,0.217,0.0674,27,27,3.7,11.1,50.0,25.0,25.0,14.8,29.6,37.5,37.0,7.4,3.7,7.4,100.0,81.6,27.1,0.672,73.6,25.2,Weak,2.0,Contact-First Profile,A-,Elevated power plane,25.2,Weak,0.931,Good,1.02,-11.98,Strong negative regression,Weak Contact-First Profile profile. 3.7% barrel rate; 81.6 mph average exit velocity; 29.6% air-ball rate; 37.5% pull-air rate; 7.4% HR-launch rate.,0.04,0.0378,4.05,12,3,21.4,0.56,56.1,Recently homered,671737.0,Taj Bradley,R,RHB vs RHP,24,24,135.2,3.98,1.29,19,1.26,10.02,3.91,1.35,1.026,0.985,1.0,0.931,0.931,1.0,14.46,18.07,82.3,42.3,C-,Lineup unconfirmed
30,2026-08-19,823748,2026-08-19T23:40:00Z,Scheduled,American Family Field,Seattle Mariners @ Milwaukee Brewers,Home,596142,Gary Sánchez,Milwaukee Brewers,Seattle Mariners,C,R,No,,69,220,177,39,8,1,10,32,29,39,3,44,0.22,0.368,0.446,0.814,9,27,23,6,2,0.261,0.0741,13,39,34,7,2,0.206,0.0513,19,19,5.3,21.1,77.8,11.1,11.1,5.3,15.8,66.7,36.8,5.3,5.3,5.3,100.0,79.2,10.9,0.676,70.1,33.5,Weak,2.5,Pull Power,A,Excellent HR swing plane,33.5,Weak,0.954,Small Statcast sample,0.97,-9.03,Strong negative regression,Weak Pull Power profile. 5.3% barrel rate; 79.2 mph average exit velocity; 15.8% air-ball rate; 66.7% pull-air rate; 5.3% HR-launch rate.,0.0455,0.0407,4.09,12,4,17.7,0.68,67.8,Recently homered,669302.0,Logan Gilbert,R,RHB vs RHP,24,24,145.1,3.28,0.99,19,1.18,9.41,2.04,1.227,1.013,0.985,1.0,0.954,0.954,1.0,15.63,18.06,70.8,41.3,D+,Lineup unconfirmed
31,2026-08-19,823342,2026-08-19T16:35:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Home,665833,Oneil Cruz,Pittsburgh Pirates,Detroit Tigers,CF,L,No,,65,286,253,67,10,0,15,46,46,30,3,100,0.265,0.35,0.482,0.832,1,3,3,1,1,0.333,0.3333,1,3,3,1,1,0.333,0.3333,0,0,,,,,,,,,,,,,,,,,,50.0,Average,3.0,Contact-First Profile,Unknown,No tracked launch-angle sample,50.0,Average,1.0,Small Statcast sample,,,Unknown,Average Contact-First Profile profile. .,0.0524,0.0464,4.09,0,0,16.9,0.0,0.0,Very recent HR,695549.0,Jackson Jobe,R,LHB vs RHP,2,2,8.2,6.23,1.38,2,2.08,8.31,2.08,1.0,1.018,1.025,1.0,1.0,1.0,0.98,17.66,18.04,72.7,41.8,D+,Lineup unconfirmed; Limited recent games
32,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Home,691723,Coby Mayo,Baltimore Orioles,New York Yankees,3B,R,No,,100,327,299,64,12,3,17,45,47,24,3,105,0.214,0.278,0.445,0.723,12,39,36,10,2,0.278,0.0513,22,69,64,18,4,0.281,0.058,24,24,8.3,33.3,53.8,23.1,23.1,16.7,33.3,50.0,45.8,8.3,8.3,8.3,50.0,79.9,26.1,0.85,75.3,44.6,Below Average,3.0,Pull Power,A-,Elevated power plane,44.6,Below Average,0.985,Good,1.64,-15.36,Strong negative regression,Below Average Pull Power profile. 8.3% barrel rate; 79.9 mph average exit velocity; 33.3% air-ball rate; 50.0% pull-air rate; 8.3% HR-launch rate.,0.052,0.0466,3.93,0,0,17.6,0.0,0.0,Very recent HR,701542.0,Will Warren,R,RHB vs RHP,24,23,118.0,4.42,1.41,18,1.37,8.92,3.13,1.066,1.043,0.985,1.0,0.985,0.985,0.98,17.11,18.01,80.9,41.2,D+,Lineup unconfirmed
33,2026-08-19,824394,2026-08-19T22:40:00Z,Scheduled,Progressive Field,San Francisco Giants @ Cleveland Guardians,Home,666176,Jo Adell,Cleveland Guardians,San Francisco Giants,RF,R,No,,124,510,469,111,20,1,19,52,73,21,16,124,0.237,0.29,0.405,0.695,11,43,37,8,3,0.216,0.0698,24,95,82,18,5,0.22,0.0526,23,23,21.7,39.1,57.1,28.6,14.3,17.4,30.4,71.4,39.1,8.7,8.7,8.7,20.0,88.1,9.3,0.654,73.4,62.8,Above Average,3.5,Pull Power,C,Low line-drive plane,62.8,Above Average,1.036,Good,3.96,-15.04,Strong negative regression,Above Average Pull Power profile. 21.7% barrel rate; 88.1 mph average exit velocity; 30.4% air-ball rate; 71.4% pull-air rate; 8.7% HR-launch rate.,0.0373,0.0363,3.99,0,0,24.7,0.0,0.0,Very recent HR,683363.0,Matt Wilkinson,L,RHB vs LHP,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.285,1.0,1.025,1.0,1.036,1.036,0.98,13.7,17.98,74.6,39.9,D+,Probable SP unavailable; Lineup unconfirmed
34,2026-08-19,823342,2026-08-19T16:35:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Home,664040,Brandon Lowe,Pittsburgh Pirates,Detroit Tigers,2B,L,No,,119,526,472,119,25,1,26,74,79,45,2,152,0.252,0.316,0.475,0.791,12,50,47,11,3,0.234,0.06,26,111,104,29,5,0.279,0.045,34,34,5.9,32.4,47.1,17.6,35.3,17.6,29.4,50.0,29.4,5.9,2.9,5.9,50.0,84.8,15.2,0.597,70.7,30.5,Weak,2.0,Pull Power,A,Excellent HR swing plane,30.5,Weak,0.945,Good,1.87,-24.13,Strong negative regression,Weak Pull Power profile. 5.9% barrel rate; 84.8 mph average exit velocity; 29.4% air-ball rate; 50.0% pull-air rate; 5.9% HR-launch rate.,0.0494,0.0462,3.99,16,4,18.2,0.88,88.1,Near normal interval,695549.0,Jackson Jobe,R,LHB vs RHP,2,2,8.2,6.23,1.38,2,2.08,8.31,2.08,1.061,1.018,1.025,1.0,0.945,0.945,1.0,17.2,17.95,85.0,43.3,C-,Lineup unconfirmed
35,2026-08-19,824640,2026-08-19T18:20:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Home,673548,Seiya Suzuki,Chicago Cubs,Chicago White Sox,RF,R,No,,109,478,415,112,24,0,22,71,74,56,4,123,0.27,0.36,0.487,0.847,11,49,45,11,3,0.244,0.0612,25,117,100,26,6,0.26,0.0513,33,33,9.1,21.2,47.1,23.5,29.4,18.2,27.3,55.6,33.3,6.1,6.1,6.1,66.7,79.7,19.3,0.741,71.3,37.5,Below Average,2.5,Pull Power,A,Excellent HR swing plane,37.5,Below Average,0.965,Good,2.36,-19.64,Strong negative regression,Below Average Pull Power profile. 9.1% barrel rate; 79.7 mph average exit velocity; 27.3% air-ball rate; 55.6% pull-air rate; 6.1% HR-launch rate.,0.046,0.0432,4.09,4,1,18.9,0.21,21.2,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.125,1.0,1.0,1.0,0.965,0.965,0.98,16.53,17.51,75.0,41.5,D+,Probable SP unavailable; Lineup unconfirmed
36,2026-08-19,824476,2026-08-19T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,663886,Tyler Stephenson,Cincinnati Reds,St. Louis Cardinals,C,R,No,,98,347,306,75,16,0,12,33,39,37,2,91,0.245,0.329,0.415,0.744,12,39,36,7,3,0.194,0.0769,22,79,68,17,4,0.25,0.0506,25,25,8.0,32.0,21.4,14.3,64.3,24.0,40.0,20.0,40.0,16.0,8.0,16.0,100.0,86.4,26.1,0.615,68.1,35.5,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,35.5,Below Average,0.959,Good,1.87,-10.13,Strong negative regression,Below Average Contact-First Profile profile. 8.0% barrel rate; 86.4 mph average exit velocity; 40.0% air-ball rate; 20.0% pull-air rate; 16.0% HR-launch rate.,0.0346,0.0339,3.99,7,3,25.5,0.27,27.5,Very recent HR,669461.0,Matthew Liberatore,L,RHB vs LHP,24,24,119.0,5.07,1.48,20,1.51,8.77,3.33,1.35,1.066,1.025,1.0,0.959,0.959,0.98,12.86,17.48,83.1,41.0,D+,Lineup unconfirmed
37,2026-08-19,822860,2026-08-20T00:05:00Z,Scheduled,Globe Life Field,Washington Nationals @ Texas Rangers,Away,682928,CJ Abrams,Washington Nationals,Texas Rangers,SS,L,No,,123,529,465,130,24,3,29,77,91,46,12,123,0.28,0.355,0.531,0.886,11,49,44,8,1,0.182,0.0204,26,115,102,30,7,0.294,0.0609,28,28,0.0,7.1,63.6,27.3,9.1,7.1,10.7,66.7,14.3,0.0,0.0,0.0,,77.0,20.6,0.195,71.9,18.9,Weak,2.0,Pull Power,A-,Elevated power plane,18.9,Weak,0.913,Good,0.41,-28.59,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 77.0 mph average exit velocity; 10.7% air-ball rate; 66.7% pull-air rate; 0.0% HR-launch rate.,0.0548,0.0506,4.15,21,6,16.0,1.31,131.0,Near normal interval,677958.0,Kumar Rocker,R,LHB vs RHP,23,21,116.0,4.5,1.4,16,1.24,8.22,3.65,0.905,1.022,1.025,1.03,0.913,0.94,1.0,19.39,17.44,85.0,45.9,C-,Lineup unconfirmed
38,2026-08-19,823342,2026-08-19T16:35:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Away,701162,Ben Malgeri,Detroit Tigers,Pittsburgh Pirates,RF,R,No,,30,69,57,15,2,0,3,9,10,10,1,15,0.263,0.377,0.456,0.833,9,19,16,4,2,0.25,0.1053,16,38,31,8,3,0.258,0.0789,20,20,10.0,25.0,40.0,50.0,10.0,10.0,35.0,42.9,45.0,10.0,10.0,10.0,100.0,84.0,20.0,0.71,66.7,42.3,Below Average,2.5,Pull Power,A,Excellent HR swing plane,42.3,Below Average,0.978,Good,1.65,-1.35,Near expected,Below Average Pull Power profile. 10.0% barrel rate; 84.0 mph average exit velocity; 35.0% air-ball rate; 42.9% pull-air rate; 10.0% HR-launch rate.,0.0435,0.0362,4.15,4,3,19.0,0.21,21.1,Very recent HR,694973.0,Paul Skenes,R,RHB vs RHP,25,25,134.2,3.88,1.12,14,0.94,11.09,2.47,1.35,0.974,0.985,1.0,0.978,0.978,0.98,14.18,17.38,60.0,39.0,D+,Small season sample; Lineup unconfirmed
39,2026-08-19,823664,2026-08-19T17:40:00Z,Scheduled,Target Field,Atlanta Braves @ Minnesota Twins,Home,621439,Byron Buxton,Minnesota Twins,Atlanta Braves,CF,R,No,,87,382,347,90,17,1,25,59,45,27,6,93,0.259,0.322,0.53,0.852,5,20,16,3,0,0.188,0.0,11,44,38,5,0,0.132,0.0,16,16,0.0,43.8,60.0,30.0,10.0,6.2,12.5,100.0,18.8,0.0,0.0,0.0,,89.5,14.8,0.279,74.8,34.1,Weak,2.5,Pull Power,A,Excellent HR swing plane,34.1,Weak,0.955,Small Statcast sample,0.41,-24.59,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 89.5 mph average exit velocity; 12.5% air-ball rate; 100.0% pull-air rate; 0.0% HR-launch rate.,0.0654,0.0575,4.09,67,19,13.9,4.83,482.7,Very long drought,700363.0,AJ Smith-Shawver,R,RHB vs RHP,1,1,4.1,4.15,1.38,0,0.0,8.31,4.15,0.758,1.0,0.985,1.03,0.955,0.984,1.06,21.49,17.08,80.5,49.6,C,Lineup unconfirmed
40,2026-08-19,823424,2026-08-19T22:05:00Z,Scheduled,Citizens Bank Park,Miami Marlins @ Philadelphia Phillies,Away,683357,Owen Caissie,Miami Marlins,Philadelphia Phillies,RF,L,No,,92,286,253,57,13,0,13,38,52,22,4,110,0.225,0.29,0.431,0.721,9,29,25,5,1,0.2,0.0345,12,40,35,5,1,0.143,0.025,12,12,16.7,33.3,100.0,0.0,0.0,16.7,25.0,100.0,25.0,16.7,16.7,16.7,50.0,87.8,14.8,0.915,73.2,58.8,Average,3.5,Barrel Machine,A,Excellent HR swing plane,58.8,Average,1.025,Small Statcast sample,1.85,-11.15,Strong negative regression,Average Barrel Machine profile. 16.7% barrel rate; 87.8 mph average exit velocity; 25.0% air-ball rate; 100.0% pull-air rate; 16.7% HR-launch rate.,0.0455,0.0415,4.05,8,3,19.5,0.41,41.1,Recently homered,605400.0,Aaron Nola,R,LHB vs RHP,25,25,130.0,5.33,1.45,30,2.08,9.55,3.18,0.891,1.157,1.025,1.0,1.025,1.025,1.0,15.77,16.98,75.6,38.8,D+,Lineup unconfirmed
41,2026-08-19,824476,2026-08-19T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,701398,Sal Stewart,Cincinnati Reds,St. Louis Cardinals,1B,R,No,,126,544,480,124,24,0,26,68,91,53,4,119,0.258,0.333,0.471,0.804,13,54,52,15,2,0.288,0.037,27,112,101,29,6,0.287,0.0536,34,34,2.9,20.6,30.4,30.4,39.1,20.6,41.2,28.6,32.4,5.9,2.9,5.9,100.0,84.3,17.7,0.619,68.1,16.3,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,16.3,Weak,0.906,Good,1.07,-24.93,Strong negative regression,Weak Contact-First Profile profile. 2.9% barrel rate; 84.3 mph average exit velocity; 41.2% air-ball rate; 28.6% pull-air rate; 5.9% HR-launch rate.,0.0478,0.0449,4.09,24,6,18.5,1.3,130.0,Near normal interval,669461.0,Matthew Liberatore,L,RHB vs LHP,24,24,119.0,5.07,1.48,20,1.51,8.77,3.33,0.996,1.066,1.025,1.0,0.906,0.906,1.0,17.14,16.91,85.0,43.8,C-,Lineup unconfirmed
42,2026-08-19,824318,2026-08-20T00:40:00Z,Scheduled,Coors Field,Los Angeles Dodgers @ Colorado Rockies,Away,681624,Andy Pages,Los Angeles Dodgers,Colorado Rockies,CF,R,No,,126,543,487,133,25,2,21,71,80,45,6,105,0.273,0.339,0.462,0.801,12,52,46,15,3,0.326,0.0577,26,114,104,31,4,0.298,0.0351,36,36,8.3,38.9,34.8,17.4,47.8,16.7,33.3,25.0,27.8,8.3,5.6,8.3,66.7,84.9,15.3,0.541,72.4,29.5,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,29.5,Weak,0.943,Good,2.42,-18.58,Strong negative regression,Weak Contact-First Profile profile. 8.3% barrel rate; 84.9 mph average exit velocity; 33.3% air-ball rate; 25.0% pull-air rate; 8.3% HR-launch rate.,0.0387,0.0375,4.15,9,2,23.2,0.39,38.8,Recently homered,607536.0,Kyle Freeland,L,RHB vs LHP,22,22,120.2,6.27,1.44,22,1.64,7.31,2.01,1.107,1.086,1.025,1.0,0.943,0.943,1.0,14.66,16.87,85.0,41.2,D+,Lineup unconfirmed
43,2026-08-19,823587,2026-08-19T17:10:00Z,Scheduled,Citi Field,San Diego Padres @ New York Mets,Away,701538,Jackson Merrill,San Diego Padres,New York Mets,CF,L,No,,124,519,479,116,20,2,19,65,63,33,2,127,0.242,0.293,0.411,0.704,12,49,45,12,3,0.267,0.0612,27,108,100,33,7,0.33,0.0648,34,34,0.0,26.5,64.3,21.4,14.3,14.7,29.4,70.0,35.3,5.9,2.9,5.9,,82.9,14.5,0.528,71.0,26.1,Weak,2.0,Pull Power,A,Excellent HR swing plane,26.1,Weak,0.933,Good,0.76,-18.24,Strong negative regression,Weak Pull Power profile. 0.0% barrel rate; 82.9 mph average exit velocity; 29.4% air-ball rate; 70.0% pull-air rate; 5.9% HR-launch rate.,0.0366,0.0357,4.05,25,7,25.2,0.99,99.2,Near normal interval,476594.0,Robert Stock,R,LHB vs RHP,3,3,12.1,6.57,1.86,1,0.73,9.49,5.84,1.303,0.99,1.025,1.0,0.933,0.933,1.0,13.71,16.69,85.0,40.5,D+,Lineup unconfirmed
44,2026-08-19,824476,2026-08-19T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Away,677592,Everson Pereira,St. Louis Cardinals,Cincinnati Reds,RF,R,No,,36,105,94,22,5,0,5,10,12,6,4,35,0.234,0.305,0.447,0.752,9,17,14,4,1,0.286,0.0588,15,28,25,6,2,0.24,0.0714,10,10,0.0,20.0,16.7,50.0,33.3,0.0,10.0,0.0,30.0,0.0,0.0,0.0,,82.3,-6.9,0.283,71.2,26.9,Weak,2.0,Contact-First Profile,D,Ground-ball heavy,26.9,Weak,0.935,Small Statcast sample,0.0,-5.0,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 82.3 mph average exit velocity; 10.0% air-ball rate; 0.0% pull-air rate; 0.0% HR-launch rate.,0.0476,0.0393,4.05,9,6,18.8,0.48,47.9,Recently homered,695505.0,Chase Burns,R,RHB vs RHP,23,23,131.0,2.47,1.09,13,0.89,10.37,3.16,1.257,0.966,0.985,1.0,0.935,0.935,1.0,14.98,16.64,61.7,36.8,D+,Lineup unconfirmed
45,2026-08-19,824801,2026-08-19T22:35:00Z,Scheduled,Oriole Park at Camden Yards,New York Yankees @ Baltimore Orioles,Away,671277,Luis García Jr.,New York Yankees,Baltimore Orioles,1B,L,No,,116,424,403,111,23,5,24,51,79,19,0,70,0.275,0.307,0.536,0.843,9,38,35,7,0,0.2,0.0,23,96,91,24,4,0.264,0.0417,22,22,4.5,36.4,33.3,33.3,33.3,27.3,36.4,12.5,13.6,9.1,4.5,9.1,0.0,86.0,12.1,0.4,73.9,20.7,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,20.7,Weak,0.918,Good,0.93,-23.07,Strong negative regression,Weak Contact-First Profile profile. 4.5% barrel rate; 86.0 mph average exit velocity; 36.4% air-ball rate; 12.5% pull-air rate; 9.1% HR-launch rate.,0.0566,0.0512,4.15,42,11,16.8,2.5,250.1,Very long drought,605135.0,Chris Bassitt,R,LHB vs RHP,13,11,61.2,5.11,1.62,6,0.88,5.84,3.65,0.824,0.969,1.025,1.03,0.918,0.945,1.06,19.59,16.3,84.7,48.8,C,Lineup unconfirmed
46,2026-08-19,824476,2026-08-19T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Away,676475,Alec Burleson,St. Louis Cardinals,Cincinnati Reds,1B,L,No,,126,534,481,139,33,1,21,71,92,45,5,89,0.289,0.354,0.493,0.847,12,52,46,14,3,0.304,0.0577,28,118,105,35,6,0.333,0.0508,43,43,4.7,34.9,42.9,28.6,28.6,11.6,30.2,30.8,32.6,7.0,4.7,7.0,100.0,87.7,22.8,0.85,72.6,29.4,Weak,2.0,Contact-First Profile,A-,Elevated power plane,29.4,Weak,0.942,Good,2.0,-19.0,Strong negative regression,Weak Contact-First Profile profile. 4.7% barrel rate; 87.7 mph average exit velocity; 30.2% air-ball rate; 30.8% pull-air rate; 7.0% HR-launch rate.,0.0393,0.038,4.15,13,3,22.9,0.57,56.8,Recently homered,695505.0,Chase Burns,R,LHB vs RHP,23,23,131.0,2.47,1.09,13,0.89,10.37,3.16,1.175,0.966,1.025,1.0,0.942,0.942,1.0,14.84,16.19,85.0,40.8,D+,Lineup unconfirmed
47,2026-08-19,822860,2026-08-20T00:05:00Z,Scheduled,Globe Life Field,Washington Nationals @ Texas Rangers,Away,665953,Andrés Chaparro,Washington Nationals,Texas Rangers,1B,R,No,,55,132,112,26,9,0,7,23,29,16,4,31,0.232,0.348,0.5,0.848,9,25,22,7,1,0.318,0.04,21,54,47,12,3,0.255,0.0556,18,18,5.6,27.8,25.0,50.0,25.0,22.2,27.8,40.0,33.3,5.6,5.6,5.6,100.0,80.7,21.8,0.493,71.1,28.3,Weak,2.0,Contact-First Profile,A-,Elevated power plane,28.3,Weak,0.939,Small Statcast sample,0.84,-6.16,Strong negative regression,Weak Contact-First Profile profile. 5.6% barrel rate; 80.7 mph average exit velocity; 27.8% air-ball rate; 40.0% pull-air rate; 5.6% HR-launch rate.,0.053,0.043,4.15,4,2,16.0,0.25,25.0,Very recent HR,677958.0,Kumar Rocker,R,RHB vs RHP,23,21,116.0,4.5,1.4,16,1.24,8.22,3.65,1.037,1.022,0.985,1.0,0.939,0.939,0.98,16.68,16.08,65.7,37.9,D+,Lineup unconfirmed
