rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,expected_pa,starter_pa_share,bullpen_k_pa_pct,pp_goblin_line,pp_standard_line,pp_devil_line,dk_goblin_line,dk_standard_line,dk_devil_line,fd_goblin_line,fd_standard_line,fd_devil_line,dk_standard_over_odds,dk_standard_under_odds,fd_standard_over_odds,fd_standard_under_odds,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw_pct,velo_band_source,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
1,2026-09-14,824465,LAD,CIN,500743,Miguel Rojas,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,8.01,666157,Nick Lodolo,L,1.15,0.78,20.6,,,,,,,,,,,,,,0.3516,1.5,LESS,96.6,-2841,72,87,0.2,0.3,0.3333,20.0,30.0,26.7,0.0,0.0,6.7,2,0,0.0,21.5,7,25.0,28.6,66.7,75.0,82.5,0.0,0.0484,108,11.1,18.4,20.9,25.4,4-Seam,27.8,5.5,12.5,24.6,93.7265,1.5,118,65,2,3.1,VELO_BAND_1.5,31.8,68.2,3.4,96.6,0.0,100.0,0.0,100.0,68.2,28.4,3.4,0.0,0.0
2,2026-09-14,825034,MIA,AZ,669364,Xavier Edwards,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,5.0,669203,Corbin Burnes,R,1.15,0.4815,18.4,,,,,,,,,,,,,,0.3658,1.5,LESS,96.4,-2687,75,88,0.4,0.5,0.6,20.0,30.0,40.0,20.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,283,14.5,15.4,18.5,22.8,Cutter,56.1,6.4,13.3,26.1,92.8389,1.5,234,121,14,11.6,VELO_BAND_1.5,33.0,67.0,3.6,96.4,0.0,100.0,0.0,100.0,67.0,29.4,3.6,0.0,0.0
3,2026-09-14,823981,LAA,SEA,623168,Tyler Heineman,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,9.0,807739,Kade Anderson,L,1.15,0.78,22.8,,,,,,,,,,,,,,0.3791,1.5,LESS,96.2,-2540,62,84,0.4,0.3,0.2667,20.0,20.0,20.0,20.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,29,10.3,18.4,21.6,24.5,4-Seam,40.8,10.8,14.2,25.7,93.5602,1.5,73,36,9,25.0,VELO_BAND_1.5,34.1,65.9,3.8,96.2,0.0,100.0,0.0,100.0,65.9,30.3,3.8,0.0,0.0
4,2026-09-14,824308,COL,SD,664954,Brett Sullivan,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,2,28.6,8.0,663554,Casey Mize,R,1.15,0.78,21.9,,,,,,,,,,,,,,0.3875,1.5,LESS,96.2,-2526,70,87,0.6,0.6,0.5333,40.0,40.0,40.0,20.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,111,17.1,19.9,21.0,26.4,4-Seam,35.5,8.1,11.5,25.5,93.4733,1.5,92,42,5,11.9,VELO_BAND_1.5,34.9,65.1,3.8,96.2,0.0,100.0,0.0,100.0,65.1,31.1,3.8,0.0,0.0
5,2026-09-14,824465,LAD,CIN,672613,Eliezer Alfonzo,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,2.01,666157,Nick Lodolo,L,1.15,0.78,20.6,,,,,,,,,,,,,,0.3885,1.5,LESS,96.1,-2443,63,85,0.2,0.3,0.2308,20.0,30.0,23.1,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,14,7.1,18.4,20.9,25.4,4-Seam,27.8,9.5,11.3,27.0,93.7265,1.5,39,20,1,5.0,VELO_BAND_1.5,34.9,65.1,3.9,96.1,0.0,100.0,0.0,100.0,65.1,31.0,3.9,0.0,0.0
6,2026-09-14,824308,SD,COL,687957,Dustin Harris,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,0,0.0,,608372,Tomoyuki Sugano,R,1.15,0.78,17.4,,,,,,,,,,,,,,0.3981,1.5,LESS,95.8,-2279,66,85,0.4,0.4,0.4167,40.0,40.0,41.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,35,14.3,14.9,17.7,22.6,Splitter,22.0,33.3,13.5,27.6,91.9155,2.5,21,14,1,7.1,VELO_BAND_2.5,35.6,64.4,4.2,95.8,0.0,100.0,0.0,100.0,64.4,31.4,4.2,0.0,0.0
7,2026-09-14,824629,ATL,CHC,642086,Dominic Smith,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,2,28.6,3.01,656849,David Peterson,L,1.15,0.7685,20.6,,,,,,,,,,,,,,0.3957,1.5,LESS,95.7,-2243,71,87,0.2,0.5,0.6667,20.0,40.0,40.0,0.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,29,10.3,17.9,19.3,25.3,Sinker,29.4,6.2,15.5,25.3,92.4198,1.5,130,55,3,5.5,VELO_BAND_1.5,35.3,64.7,4.3,95.7,0.0,100.0,0.0,100.0,64.7,31.0,4.3,0.0,0.0
8,2026-09-14,825034,AZ,MIA,663457,Lars Nootbaar,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,7.01,645261,Sandy Alcantara,R,1.15,0.78,21.5,,,,,,,,,,,,,,0.4081,1.5,LESS,95.6,-2194,79,89,0.2,0.4,0.4667,20.0,40.0,40.0,0.0,0.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,235,18.3,17.3,17.2,24.1,Sinker,27.9,7.4,13.7,28.1,95.4337,1.5,230,87,13,14.9,VELO_BAND_1.5,36.4,63.6,4.4,95.6,0.0,100.0,0.0,100.0,63.6,32.1,4.4,0.0,0.0
9,2026-09-14,824386,CLE,CWS,800050,Chase DeLauter,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,3.0,656794,Sean Newcomb,L,1.15,0.42,21.7,,,,,,,,,,,,,,0.4201,1.5,LESS,95.6,-2152,75,88,0.6,0.7,0.8,60.0,50.0,53.3,0.0,20.0,26.7,4,2,50.0,24.7,13,14.3,38.5,50.0,85.7,100.0,50.0,0.0893,109,24.8,22.7,21.4,28.8,4-Seam,44.1,11.3,12.9,26.0,94.5822,1.5,249,126,17,13.5,VELO_BAND_1.5,37.6,62.4,4.4,95.6,0.0,100.0,0.0,100.0,62.4,33.1,4.4,0.0,0.0
10,2026-09-14,823981,SEA,LAA,645302,Victor Robles,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,2,28.6,3.01,672282,Reid Detmers,L,1.15,0.78,23.4,,,,,,,,,,,,,,0.4128,1.5,LESS,95.4,-2097,69,86,0.0,0.3,0.3333,0.0,30.0,33.3,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,39,17.9,30.1,26.7,30.1,4-Seam,47.6,15.0,17.1,25.3,94.1254,1.5,111,57,6,10.5,VELO_BAND_1.5,36.7,63.3,4.6,95.4,0.0,100.0,0.0,100.0,63.3,32.2,4.5,0.0,0.0
