Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-09-26,824219,2026-09-26T17:10:00Z,Scheduled,Comerica Park,Pittsburgh Pirates @ Detroit Tigers,Away,804668,Rafael Flores Jr.,Pittsburgh Pirates,Detroit Tigers,C,R,No,,46,159,144,39,6,0,11,17,25,15,0,44,0.271,0.34,0.542,0.882,9,36,32,11,3,0.344,0.0833,21,81,75,22,5,0.293,0.0617,173,93,7.5,27.8,53.4,27.7,18.9,19.5,30.5,49.4,29.7,10.2,7.1,10.2,69.8,84.7,17.5,0.728,72.0,96.6,110.2,36.1,13.9,8.1,53.8,45.9,Below Average,3.0,Pull Power,A,Excellent HR swing plane,45.9,Below Average,0.989,Good,6.5,46.4,97.1,0.728,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,12.07,1.07,Near expected,Below Average Pull Power profile. 7.5% barrel rate; 84.7 mph average exit velocity; 30.5% air-ball rate; 49.4% pull-air rate; 10.2% HR-launch rate.,0.0692,0.0532,4.15,0,0,13.1,0.0,0.0,Very recent HR,434378.0,Justin Verlander,R,RHB vs RHP,1,1,3.2,12.27,2.18,1,2.45,2.45,4.91,32.0,9.4,37.5,18.8,66.7,21.9,88.9,100.8,115.7,0.733,1.0,76.5,100.0,0.851,10.2,4-Seam Fastball,R,RHB vs RHP,57.9,79,0.274,0.329,0.534,0.863,5,6,22,0.0633,8.4,0.789,6,0.0,7.7,0.421,0,0,0,0/0,,,,,0,0,0,62.8,Slight Hitter Advantage,Above average,50.0,1,Pitch-level Statcast · last 5 MLB games,80,4-Seam Fastball,42.5,34.0,Slider,27.5,22.0,Curveball,17.5,14.0,Changeup,10.0,8.0,Sweeper,2.5,2.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.053,1.019,59.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,57.9,70.1,76.5,52.8,50.0,45.0,63.7,10.83,1.154,1.01,0.985,1.03,0.989,1.018,0.98,20.29,16.96,69.8,40.4,D+,Lineup unconfirmed,,,
2,2026-09-26,824219,2026-09-26T17:10:00Z,Scheduled,Comerica Park,Pittsburgh Pirates @ Detroit Tigers,Away,665833,Oneil Cruz,Pittsburgh Pirates,Detroit Tigers,CF,L,No,,96,418,367,103,14,1,20,65,67,47,4,138,0.281,0.368,0.488,0.856,10,43,37,13,2,0.351,0.0465,24,104,91,32,3,0.352,0.0288,427,106,7.4,29.0,49.1,26.7,23.6,11.1,24.1,45.2,25.7,5.3,2.9,5.3,55.2,83.8,9.9,0.699,74.9,97.4,118.4,62.8,11.8,12.4,37.9,42.7,Below Average,2.5,Pull Power,C,Low line-drive plane,42.7,Below Average,0.98,Good,4.7,41.7,94.4,0.577,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,26.31,6.31,Strong positive regression,Below Average Pull Power profile. 7.4% barrel rate; 83.8 mph average exit velocity; 24.1% air-ball rate; 45.2% pull-air rate; 5.3% HR-launch rate.,0.0478,0.0443,4.15,10,3,18.4,0.54,54.5,Recently homered,434378.0,Justin Verlander,R,LHB vs RHP,1,1,3.2,12.27,2.18,1,2.45,2.45,4.91,32.0,9.4,37.5,18.8,66.7,21.9,88.9,100.8,115.7,0.733,1.0,66.0,100.0,0.777,8.7,4-Seam Fastball,L,LHB vs RHP,61.2,278,0.256,0.363,0.496,0.859,16,37,86,0.0576,9.6,0.797,13,0.0769,10.5,0.92,4,4,0,0/4,0.0,0.0,0.0,0.0,0,0,2,58.7,Slight Hitter Advantage,Above average,40.0,1,Pitch-level Statcast · last 5 MLB games,80,4-Seam Fastball,42.5,34.0,Slider,27.5,22.0,Curveball,17.5,14.0,Changeup,10.0,8.0,Sweeper,2.5,2.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.032,1.019,63.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,61.2,70.1,66.0,39.1,50.0,45.0,62.2,9.97,0.948,1.01,1.025,1.0,0.98,0.98,1.0,17.15,13.28,85.0,36.2,D+,Lineup unconfirmed,,,
3,2026-09-26,824219,2026-09-26T17:10:00Z,Scheduled,Comerica Park,Pittsburgh Pirates @ Detroit Tigers,Away,664040,Brandon Lowe,Pittsburgh Pirates,Detroit Tigers,2B,L,No,,149,652,580,151,29,1,34,93,95,62,3,189,0.26,0.331,0.49,0.821,11,46,40,12,5,0.3,0.1087,24,99,86,28,7,0.326,0.0707,778,113,7.0,28.4,54.4,22.4,23.2,17.1,29.0,59.6,26.9,7.0,5.3,7.0,70.6,83.7,15.5,0.703,70.5,96.6,111.0,34.3,12.2,8.5,42.5,42.2,Below Average,2.5,Pull Power,A,Excellent HR swing plane,42.2,Below Average,0.978,Good,8.0,59.4,97.1,0.788,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,50.18,16.18,Strong positive regression,Below Average Pull Power profile. 7.0% barrel rate; 83.7 mph average exit velocity; 29.0% air-ball rate; 59.6% pull-air rate; 7.0% HR-launch rate.,0.0521,0.049,4.15,7,2,17.1,0.41,41.0,Recently homered,434378.0,Justin Verlander,R,LHB vs RHP,1,1,3.2,12.27,2.18,1,2.45,2.45,4.91,32.0,9.4,37.5,18.8,66.7,21.9,88.9,100.8,115.7,0.733,1.0,62.2,100.0,0.75,8.1,4-Seam Fastball,L,LHB vs RHP,54.6,438,0.281,0.361,0.548,0.909,26,48,108,0.0594,6.4,0.682,13,0.0769,10.5,0.92,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,1,54.8,Neutral Matchup,Average,42.5,1,Pitch-level Statcast · last 5 MLB games,80,4-Seam Fastball,42.5,34.0,Slider,27.5,22.0,Curveball,17.5,14.0,Changeup,10.0,8.0,Sweeper,2.5,2.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.024,1.019,59.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,54.6,70.1,62.2,61.5,50.0,45.0,61.9,9.8,1.344,1.01,1.025,1.0,0.978,0.978,1.0,18.83,17.03,84.9,41.7,D+,Lineup unconfirmed,,,
4,2026-09-26,824543,2026-09-26T23:10:00Z,Scheduled,Rate Field,Colorado Rockies @ Chicago White Sox,Home,808959,Munetaka Murakami,Chicago White Sox,Colorado Rockies,1B,L,No,,125,544,445,93,15,1,35,81,77,92,6,193,0.209,0.351,0.483,0.834,12,52,40,9,4,0.225,0.0769,27,115,93,16,6,0.172,0.0522,493,101,10.4,29.7,60.7,18.4,20.4,18.1,25.5,53.1,25.9,8.3,5.2,8.3,54.6,85.8,21.7,0.746,72.4,98.1,113.4,44.8,10.6,8.9,42.7,49.6,Average,3.0,Pull Power,A-,Elevated power plane,49.6,Average,0.999,Good,8.9,60.9,96.2,0.638,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,43.42,8.42,Strong positive regression,Average Pull Power profile. 10.4% barrel rate; 85.8 mph average exit velocity; 25.5% air-ball rate; 53.1% pull-air rate; 8.3% HR-launch rate.,0.0643,0.0585,4.09,0,0,12.7,0.0,0.0,Very recent HR,500779.0,Jose Quintana,L,LHB vs LHP,10,10,45.0,5.4,1.51,8,1.6,4.4,3.6,269.0,6.3,24.2,19.3,48.9,29.7,82.3,95.0,115.8,0.547,8.0,82.6,85.0,0.914,13.3,4-Seam Fastball,L,LHB vs LHP,57.8,163,0.181,0.356,0.378,0.734,7,33,58,0.0429,7.6,0.801,47,0.0638,9.0,0.698,0,0,0,0/0,,,,,0,0,0,64.9,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,344,4-Seam Fastball,26.162790697674417,90.0,Sinker,21.511627906976745,74.0,Changeup,20.348837209302324,70.0,Curveball,16.27906976744186,56.0,Slurve,15.69767441860465,54.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.065,0.988,65.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,57.8,44.6,82.6,61.8,50.0,45.0,60.9,9.27,1.05,1.051,0.985,1.0,0.999,0.999,0.98,21.85,15.99,85.0,40.3,D+,Lineup unconfirmed,,,
5,2026-09-26,823407,2026-09-26T23:15:00Z,Scheduled,Citizens Bank Park,Tampa Bay Rays @ Philadelphia Phillies,Home,656941,Kyle Schwarber,Philadelphia Phillies,Tampa Bay Rays,DH,L,No,,154,691,573,133,19,1,45,94,95,103,8,218,0.232,0.354,0.504,0.858,11,50,36,6,1,0.167,0.02,26,118,95,17,5,0.179,0.0424,795,154,8.0,29.1,61.2,20.3,18.3,14.0,25.5,57.5,28.2,8.0,4.8,8.0,60.4,85.1,18.7,0.724,74.3,97.6,114.2,67.5,13.2,16.8,63.3,51.1,Average,3.0,Pull Power,A,Excellent HR swing plane,51.1,Average,1.003,Good,5.2,55.6,96.4,0.6,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,57.96,12.96,Strong positive regression,Average Pull Power profile. 8.0% barrel rate; 85.1 mph average exit velocity; 25.5% air-ball rate; 57.5% pull-air rate; 8.0% HR-launch rate.,0.0651,0.0602,4.09,29,9,12.7,2.28,227.7,Very long drought,643377.0,Griffin Jax,R,LHB vs RHP,33,22,109.1,3.62,1.19,15,1.23,9.47,2.88,521.0,6.1,25.5,13.8,46.5,29.4,82.0,95.1,111.1,0.576,15.0,69.4,99.5,0.778,10.3,Sweeper,L,LHB vs RHP,62.5,432,0.215,0.336,0.497,0.834,30,66,149,0.0694,10.9,0.819,273,0.0366,5.7,0.607,3,2,0,0/2,0.0,0.333,0.0,0.333,0,1,0,60.9,Slight Hitter Advantage,Above average,42.5,5,Pitch-level Statcast · last 5 MLB games,352,Sinker,27.84090909090909,98.0,Sweeper,23.863636363636363,84.0,4-Seam Fastball,21.306818181818183,75.0,Changeup,19.602272727272727,69.0,Curveball,7.386363636363637,26.0,,,,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.039,0.986,65.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,62.5,43.4,69.4,53.9,64.4,45.0,58.8,8.25,0.804,1.021,1.025,1.0,1.003,1.003,1.06,22.43,14.54,85.0,45.3,C-,Lineup unconfirmed,,,
6,2026-09-26,824219,2026-09-26T17:10:00Z,Scheduled,Comerica Park,Pittsburgh Pirates @ Detroit Tigers,Away,668804,Bryan Reynolds,Pittsburgh Pirates,Detroit Tigers,LF,S,No,,160,693,590,153,40,2,17,102,71,88,11,161,0.259,0.364,0.42,0.784,11,44,37,7,0,0.189,0.0,25,106,91,22,2,0.242,0.0189,829,133,7.5,30.2,38.8,28.8,32.3,15.5,28.4,40.5,31.8,9.1,4.5,9.1,25.9,85.2,14.8,0.624,70.6,96.9,112.8,26.2,16.7,6.1,46.1,39.1,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,39.1,Below Average,0.969,Good,9.0,45.2,97.5,0.649,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,55.34,38.34,Strong positive regression,Below Average Contact-First Profile profile. 7.5% barrel rate; 85.2 mph average exit velocity; 28.4% air-ball rate; 40.5% pull-air rate; 9.1% HR-launch rate.,0.0245,0.0256,4.05,42,12,34.7,1.21,121.0,Near normal interval,434378.0,Justin Verlander,R,Switch vs RHP,1,1,3.2,12.27,2.18,1,2.45,2.45,4.91,32.0,9.4,37.5,18.8,66.7,21.9,88.9,100.8,115.7,0.733,1.0,49.9,100.0,0.634,7.8,4-Seam Fastball,L,LHB vs RHP,42.8,452,0.251,0.366,0.41,0.776,10,61,107,0.0221,6.4,0.623,13,0.0769,10.5,0.92,3,3,1,1/3,0.333,0.333,0.333,0.666,0,0,1,46.0,Neutral Matchup,Average,46.0,1,Pitch-level Statcast · last 5 MLB games,80,4-Seam Fastball,42.5,34.0,Slider,27.5,22.0,Curveball,17.5,14.0,Changeup,10.0,8.0,Sweeper,2.5,2.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.019,51.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,42.8,70.1,49.9,58.2,50.0,45.0,56.6,7.35,0.809,1.01,1.035,1.0,0.969,0.969,1.0,9.98,7.82,85.0,28.5,F,Lineup unconfirmed,,,
7,2026-09-26,823407,2026-09-26T23:15:00Z,Scheduled,Citizens Bank Park,Tampa Bay Rays @ Philadelphia Phillies,Away,691406,Junior Caminero,Tampa Bay Rays,Philadelphia Phillies,3B,R,No,,160,696,611,168,25,1,41,97,99,78,4,127,0.275,0.359,0.52,0.879,12,49,45,10,1,0.222,0.0204,27,117,104,26,6,0.25,0.0513,835,154,8.6,33.4,45.3,29.5,25.2,12.2,24.4,51.9,24.7,7.2,3.7,7.2,52.7,86.1,15.0,0.606,77.6,99.3,114.9,76.2,13.8,20.8,60.6,52.9,Average,3.0,Pull Power,A,Excellent HR swing plane,52.9,Average,1.008,Good,8.4,43.2,97.7,0.583,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,63.4,22.4,Strong positive regression,Average Pull Power profile. 8.6% barrel rate; 86.1 mph average exit velocity; 24.4% air-ball rate; 51.9% pull-air rate; 7.2% HR-launch rate.,0.0589,0.055,4.15,37,10,14.9,2.48,248.3,Very long drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,1.0,62.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,55.6,64.4,45.0,56.2,7.19,0.85,1.0,1.0,1.03,1.008,1.038,1.06,20.91,13.45,75.0,43.4,C-,Probable SP unavailable; Lineup unconfirmed,,,
8,2026-09-26,822759,2026-09-26T19:07:00Z,Scheduled,Rogers Centre,Cincinnati Reds @ Toronto Blue Jays,Away,682829,Elly De La Cruz,Cincinnati Reds,Toronto Blue Jays,SS,S,No,,141,627,551,157,30,5,30,99,79,71,2,172,0.285,0.367,0.521,0.888,12,51,42,13,4,0.31,0.0784,26,111,94,36,9,0.383,0.0811,656,111,12.4,36.8,44.4,26.5,27.1,14.7,28.9,38.8,32.6,9.4,5.3,9.4,46.6,87.4,12.8,0.839,75.0,101.2,117.4,60.7,18.2,16.6,49.5,59.5,Average,3.5,Balanced Power,A,Excellent HR swing plane,59.5,Average,1.027,Good,17.1,48.4,103.1,1.023,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,66.88,36.88,Strong positive regression,Average Balanced Power profile. 12.4% barrel rate; 87.4 mph average exit velocity; 28.9% air-ball rate; 38.8% pull-air rate; 9.4% HR-launch rate.,0.0478,0.0453,4.15,4,1,18.4,0.22,21.8,Very recent HR,702056.0,Trey Yesavage,R,Switch vs RHP,19,19,95.2,3.67,1.13,11,1.03,8.84,4.33,487.0,3.7,20.7,15.0,39.7,29.8,81.6,93.4,111.0,0.459,11.0,75.1,100.0,0.815,11.3,4-Seam Fastball,L,LHB vs RHP,44.3,438,0.265,0.352,0.483,0.835,20,51,120,0.0457,9.2,0.754,223,0.0224,3.4,0.473,0,0,0,0/0,,,,,0,0,0,56.2,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,352,4-Seam Fastball,49.71590909090909,175.0,Split-Finger,26.988636363636363,95.0,Slider,23.295454545454547,82.0,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.05,0.962,62.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,44.3,24.6,75.1,90.2,50.0,45.0,55.1,6.84,1.303,0.989,1.035,1.03,1.027,1.057,0.98,17.5,14.45,85.0,38.6,D+,Lineup unconfirmed,,,
9,2026-09-26,824219,2026-09-26T17:10:00Z,Scheduled,Comerica Park,Pittsburgh Pirates @ Detroit Tigers,Away,680779,Henry Davis,Pittsburgh Pirates,Detroit Tigers,C,R,No,,96,295,253,42,6,0,10,32,38,28,8,62,0.166,0.268,0.308,0.576,5,16,13,2,1,0.154,0.0625,11,33,26,4,2,0.154,0.0606,378,46,8.8,32.1,48.8,30.9,20.3,14.9,23.7,55.6,33.4,10.8,5.2,10.8,36.4,85.0,23.4,0.491,69.6,98.2,112.2,34.8,16.6,11.0,55.6,48.3,Average,3.0,Pull Power,A-,Elevated power plane,48.3,Average,0.995,Good,10.9,54.5,98.9,0.563,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,30.34,20.34,Strong positive regression,Average Pull Power profile. 8.8% barrel rate; 85.0 mph average exit velocity; 23.7% air-ball rate; 55.6% pull-air rate; 10.8% HR-launch rate.,0.0339,0.0333,3.87,7,3,25.3,0.28,27.7,Very recent HR,434378.0,Justin Verlander,R,RHB vs RHP,1,1,3.2,12.27,2.18,1,2.45,2.45,4.91,32.0,9.4,37.5,18.8,66.7,21.9,88.9,100.8,115.7,0.733,1.0,21.1,100.0,0.372,6.4,4-Seam Fastball,R,RHB vs RHP,39.8,205,0.182,0.315,0.335,0.651,7,25,39,0.0341,7.3,0.47,6,0.0,7.7,0.421,0,0,0,0/0,,,,,0,0,0,35.3,Slight Pitcher Advantage,Below average,50.0,1,Pitch-level Statcast · last 5 MLB games,80,4-Seam Fastball,42.5,34.0,Slider,27.5,22.0,Curveball,17.5,14.0,Changeup,10.0,8.0,Sweeper,2.5,2.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.942,1.019,57.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,39.8,70.1,21.1,71.6,50.0,45.0,54.8,6.75,1.339,1.01,0.985,0.94,0.995,0.936,0.98,12.3,10.15,75.7,26.8,F,Lineup unconfirmed,,,
10,2026-09-26,822678,2026-09-26T16:35:00Z,Scheduled,Nationals Park,New York Mets @ Washington Nationals,Away,665742,Juan Soto,New York Mets,Washington Nationals,LF,L,No,,109,472,391,108,11,2,27,63,68,78,0,64,0.276,0.395,0.522,0.917,12,55,46,13,2,0.283,0.0364,25,113,98,25,6,0.255,0.0531,544,123,9.1,33.3,54.7,23.2,21.6,18.4,29.7,50.4,26.9,9.5,5.3,9.5,54.1,86.6,18.7,0.666,70.7,99.1,113.4,28.9,14.7,9.8,68.4,49.2,Average,3.0,Pull Power,A,Excellent HR swing plane,49.2,Average,0.998,Good,9.8,50.0,99.5,0.628,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,44.74,17.74,Strong positive regression,Average Pull Power profile. 9.1% barrel rate; 86.6 mph average exit velocity; 29.7% air-ball rate; 50.4% pull-air rate; 9.5% HR-launch rate.,0.0572,0.0521,4.31,7,2,14.5,0.48,48.3,Recently homered,813349.0,Connelly Early,L,LHB vs LHP,17,17,91.2,3.44,1.25,15,1.47,9.13,3.34,506.0,6.3,25.1,15.2,41.7,26.9,83.3,95.3,113.3,0.561,15.0,65.1,99.9,0.727,10.7,4-Seam Fastball,L,LHB vs LHP,34.7,159,0.262,0.342,0.433,0.774,6,17,24,0.0377,6.3,0.552,107,0.0374,3.5,0.433,0,0,0,0/0,,,,,0,0,0,48.4,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,444,4-Seam Fastball,35.585585585585584,158.0,Sinker,20.72072072072072,92.0,Changeup,12.612612612612613,56.0,Sweeper,12.387387387387387,55.0,Slider,10.81081081081081,48.0,Curveball,7.882882882882883,35.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.03,0.988,57.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,34.7,40.6,65.1,68.3,50.0,45.0,54.2,6.57,0.937,1.059,0.985,1.03,0.998,1.028,1.0,20.59,13.07,85.0,36.8,D+,Lineup unconfirmed,,,
