Overall Rank,Date,Player,Team,Opponent,Game,Side,Position,Analytical Projected FS,Projected FS,Sim Mean,Sim Median,Historical FS Std,Target FS Std,Raw Sim Std,Volatility-Calibrated Sim Std,Volatility Multiplier,Last 5 Avg FS,Last 10 Avg FS,Last 15 Avg FS,Last 5 Fantasy Scores,Last 10 Fantasy Scores,Last 15 Fantasy Scores,P Over 2.5 FS %,P Over 3.0 FS %,P Over 3.5 FS %,P Over 4.0 FS %,P Over 4.5 FS %,P Over 5.0 FS %,P Over 5.5 FS %,P Over 6.0 FS %,P Over 6.5 FS %,P Over 7.0 FS %,P Over 7.5 FS %,P Over 8.0 FS %,P Over 8.5 FS %,P Over 9.0 FS %,P Over 9.5 FS %,P Over 10.0 FS %,P Over 10.5 FS %,P Over 11.0 FS %,P Over 11.5 FS %,P Over 12.0 FS %,P Over 12.5 FS %,P Over 13.0 FS %,P Over 13.5 FS %,P Over 14.0 FS %,P Over 14.5 FS %,P Over 15.0 FS %,P Over 15.5 FS %,AI Score,Grade,Suggested Lean,Recommended Direction,Recommended Line,Recommended Probability %,Projection Edge,Even-Money EV %,Recommendation Strength,Lineup Spot,Lineup Source,Today Lineup Spot,Last 7 Mode Spot,Starts in Last 7,Last 7 Lineup Spots,Lineup Consistency %,Start Probability %,Expected PA,Rest/Usage Note,Recent Start Guess 14,Usage Factor,Opp Pitcher,Opp Pitcher Hand,Pitcher ERA,Pitcher WHIP,Pitcher H/BF,Pitcher HR/BF,Pitcher BB/BF,Bullpen ERA,Bullpen WHIP,Bullpen H/BF,Bullpen HR/BF,Venue,Park Factor,Weather Factor,Temp F,Wind MPH,Wind Direction,Precip %,Weather Note,PA,AB,AVG,OBP,SLG,OPS,Hand Split PA,Hand Split OPS,Season H,Season 2B,Season 3B,Season HR,Season R,Season RBI,Season BB,Season HBP,Season SB,Last 5 Fantasy Score Details,Last 10 Fantasy Score Details,Last 15 Fantasy Score Details,Recent FS Games Available,Historical Volatility Games,Historical FS Mean,Historical FS Median,Volatility Source,Last 7 FS/G,Last 14 FS/G,Last 14 AVG,14-Game Batter Status,Last 30 FS/G,Last 14 FS/PA,Last 14 Hit Rate,Last 14 XBH Rate,Last 14 HR Rate,Last 14 BB Rate,Last 14 SB Rate,Season Projected FS,Last 30 Projected FS,Last 14 Projected FS,Last 7 Projected FS,Hand Split Projected FS,Season Weight %,Last 30 Weight %,Last 14 Weight %,Last 7 Weight %,Hand Split Weight %,Statcast Samples,Avg Exit Velo,Hard Hit %,Barrel %,Sweet Spot %,Statcast xwOBA,Statcast Quality Factor,Elite Single Floor Boost,Walk Floor Boost,Run Scoring Boost,Pitch-Type Matchup Factor,Pitch-Type Samples,Pitch-Type Data Source,Release/Movement Matchup Factor,Release/Movement Samples,Release/Movement Source,Contact Quality Samples,Contact EV Mean,Contact EV Std,Contact LA Mean,Contact LA Std,Pull %,Center %,Oppo %,Directional Weather Factor,Park Single Factor,Park Double Factor,Park Triple Factor,Park HR Factor,EWMA Form Factor,EWMA Fantasy Score,EWMA Trend,Umpire,Umpire Source,Umpire Run Factor,Umpire BB Factor,Umpire K Factor,Defense Factor,Outfield Defense Factor,Infield Defense Factor,Defense Source,Bullpen Fatigue Factor,Bullpen Recent Games,Bullpen Recent Innings Proxy,Running Matchup Factor,Sprint Speed,Matchup DNA Factor,Single Rate,Double Rate,Triple Rate,HR Rate,BB Rate,HBP Rate,K Rate Model,Groundout Share,Flyout Share,Lineout Share,Run Rate Model,RBI Rate Model,SB Rate,_run_scoring_boost,Confirmed Starter,Sim Std,P25,P75,P90,Simulated PA,Zero PA Probability %,Probability Calibration,Raw P Over 2.5 FS %,Raw P Over 3.0 FS %,Raw P Over 3.5 FS %,Raw P Over 4.0 FS %,Raw P Over 4.5 FS %,Raw P Over 5.0 FS %,Raw P Over 5.5 FS %,Raw P Over 6.0 FS %,Raw P Over 6.5 FS %,Raw P Over 7.0 FS %,Raw P Over 7.5 FS %,Raw P Over 8.0 FS %,Raw P Over 8.5 FS %,Raw P Over 9.0 FS %,Raw P Over 9.5 FS %,Raw P Over 10.0 FS %,Raw P Over 10.5 FS %,Raw P Over 11.0 FS %,Raw P Over 11.5 FS %,Raw P Over 12.0 FS %,Raw P Over 12.5 FS %,Raw P Over 13.0 FS %,Raw P Over 13.5 FS %,Raw P Over 14.0 FS %,Raw P Over 14.5 FS %,Raw P Over 15.0 FS %,Raw P Over 15.5 FS %,Floor Uplift 2.5 FS,Floor Uplift 3.0 FS,Floor Uplift 3.5 FS,Floor Uplift 4.0 FS,Floor Uplift 4.5 FS,Floor Uplift 5.0 FS,Floor Uplift 5.5 FS,Floor Uplift 6.0 FS,Floor Uplift 6.5 FS,Floor Uplift 7.0 FS,Floor Uplift 7.5 FS,Floor Uplift 8.0 FS,Floor Uplift 8.5 FS,Floor Uplift 9.0 FS,Floor Uplift 9.5 FS,Floor Uplift 10.0 FS,Floor Uplift 10.5 FS,Floor Uplift 11.0 FS,Floor Uplift 11.5 FS,Floor Uplift 12.0 FS,Floor Uplift 12.5 FS,Floor Uplift 13.0 FS,Floor Uplift 13.5 FS,Floor Uplift 14.0 FS,Floor Uplift 14.5 FS,Floor Uplift 15.0 FS,Floor Uplift 15.5 FS,Confidence,Full Game Projected FS
1,2026-08-06,Elly De La Cruz,CIN,ATH,ATH @ CIN,HOME,SS,12.99,13.02,13.02,11.44,8.21,7.46,9.55,7.46,0.781,9.2,10.3,11.13,14|10|13|9|0,14|10|13|9|0|14|33|2|0|8,14|10|13|9|0|14|33|2|0|8|19|5|17|7|16,99.5,96.1,95.9,95.8,92.5,92.0,88.5,84.7,84.2,77.2,76.7,72.2,64.6,64.6,60.7,56.2,56.2,52.0,48.8,48.8,45.1,45.1,42.8,37.8,37.8,35.9,32.0,310.1,A+,MORE 9.5 | 60.7% | Edge +3.5,MORE,9.5,60.7,3.52,21.4,Playable,1,Today Posted,1.0,1.0,7,1-1-1-1-1-1-1,100.0,100.0,5.13,Regular,14,1.04,Mason Barnett,R,5.56,1.38,0.2041,0.0544,0.1156,5.41,1.49,0.2341,0.0399,Great American Ball Park,1.08,1.04,82.1,4.7,145.0,1.0,"warm, humid",427,377,0.276,0.356,0.501,0.857,309,0.767,104,18,5,19,65,53,46,2,21,2026-08-06 vs Athletics: 14 FS|2026-08-05 vs Athletics: 10 FS|2026-08-04 vs Athletics: 13 FS|2026-08-02 vs Pittsburgh Pirates: 9 FS|2026-08-01 vs Pittsburgh Pirates: 0 FS,2026-08-06 vs Athletics: 14 FS|2026-08-05 vs Athletics: 10 FS|2026-08-04 vs Athletics: 13 FS|2026-08-02 vs Pittsburgh Pirates: 9 FS|2026-08-01 vs Pittsburgh Pirates: 0 FS|2026-07-31 vs Pittsburgh Pirates: 14 FS|2026-07-30 vs Pittsburgh Pirates: 33 FS|2026-07-29 vs Cleveland Guardians: 2 FS|2026-07-28 vs Cleveland Guardians: 0 FS|2026-07-28 vs Cleveland Guardians: 8 FS,2026-08-06 vs Athletics: 14 FS|2026-08-05 vs Athletics: 10 FS|2026-08-04 vs Athletics: 13 FS|2026-08-02 vs Pittsburgh Pirates: 9 FS|2026-08-01 vs Pittsburgh Pirates: 0 FS|2026-07-31 vs Pittsburgh Pirates: 14 FS|2026-07-30 vs Pittsburgh Pirates: 33 FS|2026-07-29 vs Cleveland Guardians: 2 FS|2026-07-28 vs Cleveland Guardians: 0 FS|2026-07-28 vs Cleveland Guardians: 8 FS|2026-07-26 @ St. Louis Cardinals: 19 FS|2026-07-25 @ St. Louis Cardinals: 5 FS|2026-07-24 @ St. Louis Cardinals: 17 FS|2026-07-22 @ Seattle Mariners: 7 FS|2026-07-21 @ Seattle Mariners: 16 FS,15,30,11.0,9.0,Last 30 games + shrinkage,13.29,10.79,0.255,Neutral,11.0,2.323,0.2154,0.0923,0.0308,0.1538,0.0923,13.63,13.53,13.14,13.61,10.99,28.0,16.0,20.0,16.0,20.0,177,86.35,32.2,0.56,32.2,0.45,1.0186,1.0,1.0,1.0,1.0623,500,Statcast,1.14,32,Statcast,177,86.35,12.0,12.76,30.87,14.7,59.9,25.4,1.0143,1.0057,1.0771,0.9305,1.1689,1.0016,11.14,0.14,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,1.0,0.1533,0.0623,0.0076,0.0737,0.1389,0.01,0.2562,0.49,0.2,0.31,0.1473,0.1072,0.0367,1.0,Yes,7.46,6.76,17.69,23.15,4.87,0.0,Raw,100.0,93.5,93.5,93.5,89.3,89.3,85.1,80.9,80.9,74.2,74.2,71.2,64.6,64.6,60.7,56.2,56.2,52.0,48.8,48.8,45.1,45.1,42.8,37.8,37.8,35.9,32.0,0.0,2.6,2.4,2.3,3.2,2.7,3.4,3.8,3.3,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,
2,2026-08-06,Tyler Stephenson,CIN,ATH,ATH @ CIN,HOME,C,11.7,12.37,12.37,10.66,6.37,6.24,9.56,6.89,0.72,12.2,9.2,9.13,14|0|25|13|9,14|0|25|13|9|5|12|2|0|12,14|0|25|13|9|5|12|2|0|12|7|0|35|3|0,99.5,99.5,95.4,95.2,94.8,90.2,89.9,85.5,81.7,81.2,73.1,68.6,67.6,60.8,57.0,52.4,52.4,48.4,45.5,45.5,41.9,39.9,39.9,35.5,34.0,29.7,29.7,289.96,A+,MORE 9.0 | 60.8% | Edge +3.4,MORE,9.0,60.8,3.37,21.6,Playable,4,Today Posted,4.0,4.0,5,4-4-4-4-5,80.0,100.0,4.73,Regular,13,1.04,Mason Barnett,R,5.56,1.38,0.2041,0.0544,0.1156,5.41,1.49,0.2341,0.0399,Great American Ball Park,1.08,1.04,82.1,4.7,145.0,1.0,"warm, humid",312,274,0.252,0.337,0.42,0.757,242,0.79,69,16,0,10,27,33,35,1,0,2026-08-06 vs Athletics: 14 FS|2026-08-04 vs Athletics: 0 FS|2026-08-02 vs Pittsburgh Pirates: 25 FS|2026-07-31 vs Pittsburgh Pirates: 13 FS|2026-07-30 vs Pittsburgh Pirates: 9 FS,2026-08-06 vs Athletics: 14 FS|2026-08-04 vs Athletics: 0 FS|2026-08-02 vs Pittsburgh Pirates: 25 FS|2026-07-31 vs Pittsburgh Pirates: 13 FS|2026-07-30 vs Pittsburgh Pirates: 9 FS|2026-07-29 vs Cleveland Guardians: 5 FS|2026-07-28 vs Cleveland Guardians: 12 FS|2026-07-26 @ St. Louis Cardinals: 2 FS|2026-07-25 @ St. Louis Cardinals: 0 FS|2026-07-24 @ St. Louis Cardinals: 12 FS,2026-08-06 vs Athletics: 14 FS|2026-08-04 vs Athletics: 0 FS|2026-08-02 vs Pittsburgh Pirates: 25 FS|2026-07-31 vs Pittsburgh Pirates: 13 FS|2026-07-30 vs Pittsburgh Pirates: 9 FS|2026-07-29 vs Cleveland Guardians: 5 FS|2026-07-28 vs Cleveland Guardians: 12 FS|2026-07-26 @ St. Louis Cardinals: 2 FS|2026-07-25 @ St. Louis Cardinals: 0 FS|2026-07-24 @ St. Louis Cardinals: 12 FS|2026-07-22 @ Seattle Mariners: 7 FS|2026-07-20 @ Seattle Mariners: 0 FS|2026-07-19 @ Colorado Rockies: 35 FS|2026-07-17 @ Colorado Rockies: 3 FS|2026-07-12 vs Chicago Cubs: 0 FS,15,30,7.57,5.0,Last 30 games + shrinkage,11.14,9.79,0.319,Hot,7.57,2.491,0.2727,0.1818,0.0727,0.1273,0.0,11.02,12.29,12.61,12.35,10.76,28.0,16.0,20.0,16.0,20.0,164,84.44,27.44,0.61,31.1,0.478,1.0029,1.0,1.0,1.0,1.052,388,Statcast,1.1221,70,Statcast,164,84.44,12.0,18.1,31.38,20.1,65.2,14.6,1.0176,1.0029,1.0694,0.9253,1.1511,1.0194,9.19,1.62,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8625,27.0,1.0,0.1512,0.0781,0.0029,0.0747,0.1271,0.0122,0.2462,0.3572,0.2976,0.3452,0.1221,0.1547,0.0071,1.0,Yes,6.89,7.06,16.42,21.46,4.63,0.0,Raw,100.0,100.0,92.6,92.6,92.6,87.0,87.0,81.9,78.2,78.2,70.6,67.6,67.6,60.8,57.0,52.4,52.4,48.4,45.5,45.5,41.9,39.9,39.9,35.5,34.0,29.7,29.7,0.0,0.0,2.8,2.6,2.2,3.2,2.9,3.6,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,
3,2026-08-06,Sal Stewart,CIN,ATH,ATH @ CIN,HOME,1B,12.22,11.92,11.92,9.65,8.28,7.51,9.65,7.51,0.778,10.2,11.8,10.53,19|5|9|14|4,19|5|9|14|4|25|9|3|0|30,19|5|9|14|4|25|9|3|0|30|7|3|10|18|2,99.5,94.5,94.3,94.1,89.4,84.7,84.2,78.8,78.3,70.4,66.8,65.3,57.4,53.9,53.9,49.5,46.0,46.0,43.4,40.4,40.4,38.9,38.9,34.1,33.0,33.0,28.7,289.72,A+,MORE 8.0 | 65.3% | Edge +3.9,MORE,8.0,65.3,3.92,30.6,Good,2,Today Posted,2.0,2.0,7,2-2-2-2-2-2-2,100.0,100.0,5.02,Regular,13,1.04,Mason Barnett,R,5.56,1.38,0.2041,0.0544,0.1156,5.41,1.49,0.2341,0.0399,Great American Ball Park,1.08,1.04,82.1,4.7,145.0,1.0,"warm, humid",494,432,0.257,0.336,0.484,0.82,375,0.791,111,23,0,25,63,87,52,3,12,2026-08-06 vs Athletics: 19 FS|2026-08-05 vs Athletics: 5 FS|2026-08-04 vs Athletics: 9 FS|2026-08-02 vs Pittsburgh Pirates: 14 FS|2026-08-01 vs Pittsburgh Pirates: 4 FS,2026-08-06 vs Athletics: 19 FS|2026-08-05 vs Athletics: 5 FS|2026-08-04 vs Athletics: 9 FS|2026-08-02 vs Pittsburgh Pirates: 14 FS|2026-08-01 vs Pittsburgh Pirates: 4 FS|2026-07-31 vs Pittsburgh Pirates: 25 FS|2026-07-30 vs Pittsburgh Pirates: 9 FS|2026-07-29 vs Cleveland Guardians: 3 FS|2026-07-28 vs Cleveland Guardians: 0 FS|2026-07-28 vs Cleveland Guardians: 30 FS,2026-08-06 vs Athletics: 19 FS|2026-08-05 vs Athletics: 5 FS|2026-08-04 vs Athletics: 9 FS|2026-08-02 vs Pittsburgh Pirates: 14 FS|2026-08-01 vs Pittsburgh Pirates: 4 FS|2026-07-31 vs Pittsburgh Pirates: 25 FS|2026-07-30 vs Pittsburgh Pirates: 9 FS|2026-07-29 vs Cleveland Guardians: 3 FS|2026-07-28 vs Cleveland Guardians: 0 FS|2026-07-28 vs Cleveland Guardians: 30 FS|2026-07-26 @ St. Louis Cardinals: 7 FS|2026-07-25 @ St. Louis Cardinals: 3 FS|2026-07-24 @ St. Louis Cardinals: 10 FS|2026-07-22 @ Seattle Mariners: 18 FS|2026-07-21 @ Seattle Mariners: 2 FS,15,30,9.3,7.5,Last 30 games + shrinkage,12.14,11.14,0.32,Hot,9.3,2.69,0.2759,0.0862,0.0862,0.1034,0.0172,12.59,12.14,12.79,12.48,10.96,28.0,16.0,20.0,16.0,20.0,266,84.86,24.44,3.01,30.08,0.395,0.9556,1.0,1.0,1.0,0.9853,592,Statcast,1.0132,77,Statcast,266,84.86,12.0,18.98,28.01,20.3,65.0,14.7,1.0176,1.0044,1.0752,0.928,1.1624,1.0151,10.56,1.26,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,1.0,0.1386,0.0476,0.0026,0.078,0.1195,0.0139,0.226,0.4605,0.3309,0.2086,0.1412,0.1733,0.0167,1.0,Yes,7.51,5.75,16.65,22.1,4.79,0.0,Raw,100.0,90.9,90.9,90.9,84.9,79.7,79.7,74.8,74.8,67.4,64.3,64.3,57.4,53.9,53.9,49.5,46.0,46.0,43.4,40.4,40.4,38.9,38.9,34.1,33.0,33.0,28.7,0.0,3.6,3.4,3.2,4.5,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,
4,2026-08-06,JJ Bleday,CIN,ATH,ATH @ CIN,HOME,LF,10.86,10.79,10.79,8.78,6.6,6.38,9.18,6.61,0.72,7.0,7.3,7.07,19|0|5|11|0,19|0|5|11|0|20|2|2|14|0,19|0|5|11|0|20|2|2|14|0|2|12|5|14|0,99.5,99.5,93.7,93.4,87.0,86.1,81.0,74.0,73.5,66.0,61.3,59.8,52.1,48.6,48.6,44.1,41.0,38.2,38.2,36.0,34.4,34.4,30.4,29.5,29.5,24.9,23.3,258.9,A+,MORE 8.0 | 59.8% | Edge +2.8,MORE,8.0,59.8,2.79,19.6,Playable,3,Today Posted,3.0,3.0,6,6-3-3-3-3-3,83.3,100.0,4.92,Regular,13,1.04,Mason Barnett,R,5.56,1.38,0.2041,0.0544,0.1156,5.41,1.49,0.2341,0.0399,Great American Ball Park,1.08,1.04,82.1,4.7,145.0,1.0,"warm, humid",361,304,0.23,0.344,0.47,0.814,267,0.859,70,11,1,20,45,47,52,2,6,2026-08-06 vs Athletics: 19 FS|2026-08-05 vs Athletics: 0 FS|2026-08-04 vs Athletics: 5 FS|2026-08-02 vs Pittsburgh Pirates: 11 FS|2026-08-01 vs Pittsburgh Pirates: 0 FS,2026-08-06 vs Athletics: 19 FS|2026-08-05 vs Athletics: 0 FS|2026-08-04 vs Athletics: 5 FS|2026-08-02 vs Pittsburgh Pirates: 11 FS|2026-08-01 vs Pittsburgh Pirates: 0 FS|2026-07-31 vs Pittsburgh Pirates: 20 FS|2026-07-30 vs Pittsburgh Pirates: 2 FS|2026-07-29 vs Cleveland Guardians: 2 FS|2026-07-28 vs Cleveland Guardians: 14 FS|2026-07-28 vs Cleveland Guardians: 0 FS,2026-08-06 vs Athletics: 19 FS|2026-08-05 vs Athletics: 0 FS|2026-08-04 vs Athletics: 5 FS|2026-08-02 vs Pittsburgh Pirates: 11 FS|2026-08-01 vs Pittsburgh Pirates: 0 FS|2026-07-31 vs Pittsburgh Pirates: 20 FS|2026-07-30 vs Pittsburgh Pirates: 2 FS|2026-07-29 vs Cleveland Guardians: 2 FS|2026-07-28 vs Cleveland Guardians: 14 FS|2026-07-28 vs Cleveland Guardians: 0 FS|2026-07-26 @ St. Louis Cardinals: 2 FS|2026-07-25 @ St. Louis Cardinals: 12 FS|2026-07-24 @ St. Louis Cardinals: 5 FS|2026-07-22 @ Seattle Mariners: 14 FS|2026-07-21 @ Seattle Mariners: 0 FS,15,30,7.33,5.0,Last 30 games + shrinkage,8.14,7.57,0.196,Cold,7.33,1.86,0.1579,0.0702,0.0702,0.193,0.0175,11.37,10.91,10.86,10.66,10.29,28.0,16.0,20.0,16.0,20.0,257,83.01,23.74,1.95,33.07,0.364,0.9,1.0,1.0,1.0,0.9895,574,Statcast,0.9751,45,Statcast,257,83.01,12.0,22.93,31.87,10.5,65.0,24.5,1.0176,1.0011,1.0625,0.922,1.1377,1.0041,7.68,0.34,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,0.9977,0.1163,0.0358,0.0032,0.0704,0.1588,0.0109,0.2215,0.3084,0.3916,0.3,0.1322,0.1312,0.0169,1.0,Yes,6.61,5.9,14.54,19.58,4.7,0.0,Raw,100.0,100.0,89.9,89.9,81.5,81.5,76.5,70.0,70.0,63.0,58.8,58.8,52.1,48.6,48.6,44.1,41.0,38.2,38.2,36.0,34.4,34.4,30.4,29.5,29.5,24.9,23.3,0.0,0.0,3.8,3.5,5.6,4.6,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,
5,2026-08-06,Pete Alonso,BAL,LAA,LAA @ BAL,HOME,1B,10.94,9.78,9.78,7.72,6.29,6.18,8.32,6.18,0.742,3.0,7.2,7.27,5|0|7|3|0,5|0|7|3|0|23|3|2|10|19,5|0|7|3|0|23|3|2|10|19|7|8|7|10|5,99.5,93.3,93.0,92.7,86.8,79.5,73.9,73.4,64.1,59.9,59.4,50.5,45.3,45.3,40.4,36.5,36.5,33.8,30.8,30.8,29.1,25.0,25.0,23.9,20.1,20.1,18.2,241.12,A+,MORE 7.5 | 59.4% | Edge +2.3,MORE,7.5,59.4,2.28,18.8,Playable,2,Today Posted,2.0,2.0,7,2-2-2-4-2-2-2,85.7,100.0,5.02,Regular,13,1.04,Ryan Johnson,R,7.11,1.6,0.2424,0.0563,0.1082,4.46,1.36,0.2018,0.0288,Oriole Park at Camden Yards,1.01,1.03,88.5,6.0,182.0,0.0,warm,498,430,0.249,0.343,0.458,0.801,353,0.851,107,21,0,23,68,71,57,7,5,2026-08-06 vs Los Angeles Angels: 5 FS|2026-08-05 vs Los Angeles Angels: 0 FS|2026-08-04 vs Los Angeles Angels: 7 FS|2026-08-02 vs Philadelphia Phillies: 3 FS|2026-08-01 vs Philadelphia Phillies: 0 FS,2026-08-06 vs Los Angeles Angels: 5 FS|2026-08-05 vs Los Angeles Angels: 0 FS|2026-08-04 vs Los Angeles Angels: 7 FS|2026-08-02 vs Philadelphia Phillies: 3 FS|2026-08-01 vs Philadelphia Phillies: 0 FS|2026-07-31 vs Philadelphia Phillies: 23 FS|2026-07-29 @ Detroit Tigers: 3 FS|2026-07-28 @ Detroit Tigers: 2 FS|2026-07-27 @ Detroit Tigers: 10 FS|2026-07-26 vs Atlanta Braves: 19 FS,2026-08-06 vs Los Angeles Angels: 5 FS|2026-08-05 vs Los Angeles Angels: 0 FS|2026-08-04 vs Los Angeles Angels: 7 FS|2026-08-02 vs Philadelphia Phillies: 3 FS|2026-08-01 vs Philadelphia Phillies: 0 FS|2026-07-31 vs Philadelphia Phillies: 23 FS|2026-07-29 @ Detroit Tigers: 3 FS|2026-07-28 @ Detroit Tigers: 2 FS|2026-07-27 @ Detroit Tigers: 10 FS|2026-07-26 vs Atlanta Braves: 19 FS|2026-07-25 vs Atlanta Braves: 7 FS|2026-07-24 vs Atlanta Braves: 8 FS|2026-07-22 @ Boston Red Sox: 7 FS|2026-07-22 @ Boston Red Sox: 10 FS|2026-07-20 @ Boston Red Sox: 5 FS,15,30,7.6,7.0,Last 30 games + shrinkage,5.86,7.43,0.268,Neutral,7.6,1.733,0.25,0.1,0.0333,0.05,0.0167,11.71,10.73,10.66,10.3,10.81,28.0,16.0,20.0,16.0,20.0,281,84.67,28.83,2.14,36.3,0.498,1.037,1.0,1.0,1.0,1.0315,533,Statcast,0.9465,28,Statcast,281,84.67,12.0,19.98,29.6,13.5,73.3,13.2,1.0354,1.0043,1.0517,1.0086,1.0651,0.9898,6.75,-0.85,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.9817,27.0,0.9808,0.1459,0.055,0.0029,0.0578,0.1213,0.0179,0.2263,0.4052,0.319,0.2759,0.1308,0.1352,0.0115,1.0,Yes,6.18,4.75,12.91,18.11,4.56,0.0,Raw,100.0,88.8,88.8,88.8,81.1,74.5,69.4,69.4,60.6,56.9,56.9,49.5,45.3,45.3,40.4,36.5,36.5,33.8,30.8,30.8,29.1,25.0,25.0,23.9,20.1,20.1,18.2,0.0,4.5,4.2,3.9,5.7,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,
6,2026-08-06,Bryce Harper,PHI,WSH,WSH @ PHI,HOME,1B,10.74,9.46,9.46,7.69,5.21,5.52,8.52,6.14,0.72,10.8,11.0,9.13,4|6|16|16|12,4|6|16|16|12|5|12|3|22|14,4|6|16|16|12|5|12|3|22|14|2|0|2|7|16,99.5,91.2,90.8,90.4,83.6,74.9,74.4,69.8,60.3,56.9,56.4,48.0,43.5,43.5,39.6,35.8,35.8,33.7,31.1,31.1,29.6,24.7,23.7,23.7,20.0,18.1,18.1,238.8,A,MORE 6.5 | 60.3% | Edge +3.0,MORE,6.5,60.3,2.96,20.6,Playable,3,Today Posted,3.0,3.0,7,3-3-3-3-3-3-3,100.0,100.0,4.92,Regular,14,1.04,Miles Mikolas,R,5.67,1.35,0.2684,0.0563,0.0476,4.75,1.4,0.2286,0.0355,Citizens Bank Park,1.04,1.03,87.1,7.3,192.0,10.0,warm,485,405,0.252,0.361,0.496,0.857,298,0.989,102,21,3,24,69,68,72,1,6,2026-08-05 vs Washington Nationals: 4 FS|2026-08-04 vs Washington Nationals: 6 FS|2026-08-03 vs Washington Nationals: 16 FS|2026-08-02 @ Baltimore Orioles: 16 FS|2026-08-01 @ Baltimore Orioles: 12 FS,2026-08-05 vs Washington Nationals: 4 FS|2026-08-04 vs Washington Nationals: 6 FS|2026-08-03 vs Washington Nationals: 16 FS|2026-08-02 @ Baltimore Orioles: 16 FS|2026-08-01 @ Baltimore Orioles: 12 FS|2026-07-31 @ Baltimore Orioles: 5 FS|2026-07-29 @ Miami Marlins: 12 FS|2026-07-28 @ Miami Marlins: 3 FS|2026-07-27 @ Miami Marlins: 22 FS|2026-07-26 vs New York Yankees: 14 FS,2026-08-05 vs Washington Nationals: 4 FS|2026-08-04 vs Washington Nationals: 6 FS|2026-08-03 vs Washington Nationals: 16 FS|2026-08-02 @ Baltimore Orioles: 16 FS|2026-08-01 @ Baltimore Orioles: 12 FS|2026-07-31 @ Baltimore Orioles: 5 FS|2026-07-29 @ Miami Marlins: 12 FS|2026-07-28 @ Miami Marlins: 3 FS|2026-07-27 @ Miami Marlins: 22 FS|2026-07-26 vs New York Yankees: 14 FS|2026-07-25 vs New York Yankees: 2 FS|2026-07-24 vs New York Yankees: 0 FS|2026-07-22 vs Los Angeles Dodgers: 2 FS|2026-07-21 vs Los Angeles Dodgers: 7 FS|2026-07-20 vs Los Angeles Dodgers: 16 FS,15,30,7.07,6.0,Last 30 games + shrinkage,10.14,8.64,0.204,Neutral,7.07,2.017,0.1667,0.1167,0.05,0.1667,0.0167,11.31,9.67,10.62,10.81,10.84,28.0,16.0,20.0,16.0,20.0,281,83.52,24.2,1.78,29.89,0.423,0.9498,1.0,1.0,1.0,1.0174,638,Statcast,0.9539,30,Statcast,281,83.52,12.0,18.43,30.52,10.3,66.9,22.8,1.037,1.0005,1.0389,1.001,1.0405,1.0193,8.67,1.61,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.1862,27.0,1.0,0.1287,0.0592,0.0071,0.0592,0.1024,0.0063,0.1871,0.4539,0.3,0.2462,0.1321,0.1524,0.0131,1.0,Yes,6.14,4.81,12.73,17.77,4.43,0.0,Raw,100.0,85.3,85.3,85.3,77.6,69.9,69.9,65.8,56.8,53.9,53.9,47.0,43.5,43.5,39.6,35.8,35.8,33.7,31.1,31.1,29.6,24.7,23.7,23.7,20.0,18.1,18.1,0.0,5.9,5.5,5.1,6.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,
