Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-22,Cincinnati Reds @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Arizona Diamondbacks,Gabriel Moreno,Rhett Lowder,0.667,2,3,4.4,1.2,1.38,0.67,1.06,3.13,3.0,1.0,6.0,30.0,5.0,40,100,75.0,3.4,3|4|6|1|3,08/21|08/19|08/18|08/17|08/16,3.4,3|4|6|1|3|7|2|3|1|4,08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10,3.13,3|4|6|1|3|7|2|3|1|4|3|2|1|4|3,08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05,95.0,80.9,59.4,37.8,21.4,10.6,4.8,3.44,78.1
2026-08-22,Cincinnati Reds @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Arizona Diamondbacks,Corbin Carroll,Rhett Lowder,0.333,1,3,4.4,1.2,0.97,0.83,0.38,2.11,2.0,0.0,5.0,4.27,20.5,40,125,52.5,1.6,4|2|1|0|1,08/21|08/19|08/18|08/17|08/16,2.4,4|2|1|0|1|3|2|5|3|3,08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10,2.27,4|2|1|0|1|3|2|5|3|3|1|2|0|2|5,08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05,79.5,56.2,34.7,19.9,10.6,5.5,2.6,2.35,54.1
2026-08-22,Cincinnati Reds @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Arizona Diamondbacks,Nolan Arenado,Rhett Lowder,0.5,1,2,4.1,1.2,0.94,0.6,0.82,2.08,2.0,0.0,5.0,2.06,29.5,40,120,57.5,3.2,3|4|0|9|0,08/21|08/19|08/16|08/15|08/14,2.6,3|4|0|9|0|0|2|7|0|1,08/21|08/19|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08,2.33,3|4|0|9|0|0|2|7|0|1|3|0|4|2|0,08/21|08/19|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/04|08/03|08/02,70.5,50.1,33.3,21.5,13.4,8.1,4.7,2.65,54.6
2026-08-22,Athletics @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Athletics,Zack Gelof,Hunter Brown,0.0,0,5,4.2,0.92,0.84,0.65,0.46,1.95,2.0,0.0,4.0,8.45,15.9,40,74,70.0,1.2,0|0|3|2|1,08/21|08/20|08/19|08/18|08/17,1.9,0|0|3|2|1|5|0|1|5|2,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11,1.87,0|0|3|2|1|5|0|1|5|2|6|0|0|1|2,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|07/09|07/08|07/07|07/05,84.1,54.6,30.7,15.0,6.4,2.5,1.0,2.5,58.7
2026-08-22,Athletics @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Athletics,Jeff McNeil,Hunter Brown,0.333,1,3,3.8,0.92,0.99,0.36,0.53,1.89,1.0,0.0,5.0,1.51,30.0,40,113,47.5,2.4,1|0|5|3|3,08/21|08/20|08/19|08/18|08/17,2.5,1|0|5|3|3|0|0|8|1|4,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/11|08/10,2.2,1|0|5|3|3|0|0|8|1|4|2|1|0|3|2,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/11|08/10|08/09|08/08|08/05|08/04|08/02,70.0,45.7,28.7,17.3,10.9,6.8,4.0,2.35,48.1
2026-08-22,Athletics @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Athletics,Lawrence Butler,Hunter Brown,0.0,0,2,3.8,0.92,0.83,0.42,0.36,1.56,1.0,0.0,4.0,3.99,28.3,40,116,45.0,1.4,0|3|2|1|1,08/21|08/20|08/19|08/18|08/17,2.2,0|3|2|1|1|5|0|3|3|4,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11,1.8,0|3|2|1|1|5|0|3|3|4|2|0|1|0|2,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06,71.7,43.6,22.1,10.8,4.3,2.0,0.9,2.02,44.3
2026-08-22,Atlanta Braves @ Milwaukee Brewers,American Family Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Atlanta Braves,Matt Olson,Logan Henderson,0.0,0,0,4.2,0.85,0.8,0.57,0.46,1.76,1.0,0.0,4.0,2.25,28.7,40,129,52.5,0.8,1|0|2|0|1,08/21|08/20|08/19|08/18|08/17,1.7,1|0|2|0|1|5|3|0|0|5,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11,2.07,1|0|2|0|1|5|3|0|0|5|2|3|0|3|6,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06,71.3,45.0,26.9,15.2,8.1,4.5,2.4,2.45,49.7
2026-08-22,Atlanta Braves @ Milwaukee Brewers,American Family Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Atlanta Braves,Michael Harris II,Logan Henderson,0.0,0,0,3.9,0.85,1.0,0.35,0.35,1.71,1.0,0.0,4.0,1.96,25.1,40,123,47.5,2.2,3|2|2|3|1,08/21|08/20|08/19|08/18|08/17,1.5,3|2|2|3|1|1|1|1|0|1,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11,1.93,3|2|2|3|1|1|1|1|0|1|3|2|1|0|8,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06,74.9,43.1,24.9,13.6,7.4,3.8,1.8,2.16,45.7
2026-08-22,Atlanta Braves @ Milwaukee Brewers,American Family Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Atlanta Braves,Drake Baldwin,Logan Henderson,0.0,0,0,4.3,0.85,0.94,0.45,0.38,1.82,1.0,0.0,5.0,1.18,29.7,40,106,55.0,1.4,0|0|0|4|3,08/21|08/20|08/19|08/18|08/17,1.8,0|0|0|4|3|3|2|1|4|1,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11,1.8,0|0|0|4|3|3|2|1|4|1|4|0|1|2|2,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06,70.3,42.3,26.3,16.7,10.2,6.1,3.9,2.29,48.1
2026-08-22,Tampa Bay Rays @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.003,74.6,78.0,8.8,ESE,117.0,11.0,Overcast,1.2,1.7,52.6,C,92.0,Baltimore Orioles,Pete Alonso,Shane McClanahan,0.333,1,3,4.4,0.85,1.24,0.59,0.71,2.54,2.0,0.0,5.0,2.78,14.1,40,129,57.5,3.2,6|2|3|1|4,08/21|08/20|08/19|08/18|08/17,3.6,6|2|3|1|4|4|5|2|3|6,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11,3.33,6|2|3|1|4|4|5|2|3|6|2|10|1|0|1,08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06,85.9,60.9,41.3,26.7,16.4,9.7,5.8,3.33,64.0
