Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
12,2026-08-17,822939,2026-08-17T22:05:00Z,Scheduled,Tropicana Field,Baltimore Orioles @ Tampa Bay Rays,Away,687952,Christian Encarnacion-Strand,Baltimore Orioles,Tampa Bay Rays,3B,R,No,,23,83,76,19,4,0,5,7,18,4,1,20,0.25,0.293,0.5,0.793,12,40,38,8,2,0.211,0.05,22,78,71,18,5,0.254,0.0641,123,112,10.9,24.1,40.4,30.4,29.2,15.1,27.4,46.0,33.5,9.3,5.0,9.3,38.5,83.5,17.9,0.848,71.6,95.5,111.0,30.7,13.5,7.8,49.8,46.6,Below Average,3.0,Pull Power,A,Excellent HR swing plane,46.6,Below Average,0.99,Good,11.6,46.9,95.9,0.879,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.7,5.7,Strong positive regression,Below Average Pull Power profile. 10.9% barrel rate; 83.5 mph average exit velocity; 27.4% air-ball rate; 46.0% pull-air rate; 9.3% HR-launch rate.,0.0602,0.0435,4.05,5,1,15.2,0.33,32.9,Very recent HR,663556.0,Shane McClanahan,L,RHB vs LHP,20,20,99.0,3.09,1.12,7,0.64,8.27,3.18,78.9,100.0,1.061,11.5,4-Seam Fastball,R,RHB vs LHP,49.6,31,0.37,0.433,0.852,1.285,4,3,10,0.129,17.8,1.341,318,0.0157,4.8,0.52,0,0,0,0/0,,,,,0,0,0,59.9,Slight Hitter Advantage,Above average,50.0,5,361,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.058,0.975,58.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,49.6,33.8,78.9,62.4,50.0,45.0,54.8,6.74,1.118,0.926,1.025,1.0,0.99,0.99,0.98,16.5,11.56,64.2,29.6,F,Lineup unconfirmed,500.0,5.0,23.8,15.2,41.5,27.2,82.1,94.8,112.2,0.531,7.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,38.227146814404435,138.0,Changeup,32.40997229916898,117.0,Slider,15.512465373961218,56.0,Curveball,13.850415512465373,50.0,,,,,,,,,
13,2026-08-17,824514,2026-08-17T17:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,553993,Eugenio Suárez,Cincinnati Reds,St. Louis Cardinals,DH,R,No,,92,367,327,67,15,0,18,31,49,34,4,131,0.205,0.286,0.416,0.702,12,47,38,9,4,0.237,0.0851,23,92,79,15,6,0.19,0.0652,393,95,7.1,23.4,54.0,21.5,22.8,17.4,28.0,54.0,30.3,7.3,4.7,7.3,73.1,83.8,18.1,0.619,69.3,94.3,111.0,16.9,11.2,4.3,49.6,37.7,Below Average,2.5,Pull Power,A,Excellent HR swing plane,37.7,Below Average,0.966,Good,8.4,55.6,94.7,0.686,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,25.07,7.07,Strong positive regression,Below Average Pull Power profile. 7.1% barrel rate; 83.8 mph average exit velocity; 28.0% air-ball rate; 54.0% pull-air rate; 7.3% HR-launch rate.,0.049,0.0448,3.93,10,3,18.2,0.55,55.0,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,56.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,57.7,71.6,45.0,54.7,6.72,1.279,1.0,1.0,1.0,0.966,0.966,1.0,16.5,13.71,74.4,33.1,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2026-08-17,824478,2026-08-17T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,553993,Eugenio Suárez,Cincinnati Reds,St. Louis Cardinals,DH,R,No,,92,367,327,67,15,0,18,31,49,34,4,131,0.205,0.286,0.416,0.702,12,47,38,9,4,0.237,0.0851,23,92,79,15,6,0.19,0.0652,393,95,7.1,23.4,54.0,21.5,22.8,17.4,28.0,54.0,30.3,7.3,4.7,7.3,73.1,83.8,18.1,0.619,69.3,94.3,111.0,16.9,11.2,4.3,49.6,37.7,Below Average,2.5,Pull Power,A,Excellent HR swing plane,37.7,Below Average,0.966,Good,8.4,55.6,94.7,0.686,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,25.07,7.07,Strong positive regression,Below Average Pull Power profile. 7.1% barrel rate; 83.8 mph average exit velocity; 28.0% air-ball rate; 54.0% pull-air rate; 7.3% HR-launch rate.,0.049,0.0448,3.93,10,3,18.2,0.55,55.0,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,56.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,57.7,71.6,45.0,54.7,6.72,1.279,1.0,1.0,1.0,0.966,0.966,1.0,16.5,13.71,74.4,33.1,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2026-08-17,824725,2026-08-17T23:10:00Z,Scheduled,Fenway Park,Arizona Diamondbacks @ Boston Red Sox,Away,682998,Corbin Carroll,Arizona Diamondbacks,Boston Red Sox,RF,L,No,,121,526,455,113,26,15,18,76,57,61,7,115,0.248,0.344,0.49,0.834,12,52,45,13,2,0.289,0.0385,26,120,103,25,4,0.243,0.0333,621,144,8.3,33.2,51.6,20.2,27.4,17.8,30.1,50.5,29.5,8.4,5.0,8.4,34.6,85.6,22.1,0.598,74.0,97.6,111.9,52.9,15.2,15.8,61.0,49.6,Average,3.0,Pull Power,A-,Elevated power plane,49.6,Average,0.999,Good,9.0,44.9,98.4,0.594,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,45.99,27.99,Strong positive regression,Average Pull Power profile. 8.3% barrel rate; 85.6 mph average exit velocity; 30.1% air-ball rate; 50.5% pull-air rate; 8.4% HR-launch rate.,0.0342,0.0338,4.15,11,3,25.3,0.44,43.5,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.0,1.0,58.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,59.8,53.6,45.0,54.3,6.59,1.028,1.0,1.0,1.0,0.999,0.999,1.0,13.3,9.88,75.0,29.1,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2026-08-17,824514,2026-08-17T17:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Away,676475,Alec Burleson,St. Louis Cardinals,Cincinnati Reds,1B,L,No,,123,521,468,135,31,1,21,70,90,45,5,85,0.288,0.355,0.494,0.849,11,44,37,11,3,0.297,0.0682,27,114,101,34,6,0.337,0.0526,718,164,7.4,31.9,54.5,21.1,24.3,13.3,25.7,43.3,33.8,8.1,4.6,8.1,38.7,86.1,16.0,0.687,71.9,98.2,113.4,36.6,15.1,12.9,51.1,46.2,Below Average,3.0,Pull Power,A,Excellent HR swing plane,46.2,Below Average,0.989,Good,7.3,38.5,98.1,0.734,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,48.39,27.39,Strong positive regression,Below Average Pull Power profile. 7.4% barrel rate; 86.1 mph average exit velocity; 25.7% air-ball rate; 43.3% pull-air rate; 8.1% HR-launch rate.,0.0403,0.0388,4.15,0,0,22.3,0.0,0.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,57.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,49.3,71.6,45.0,54.3,6.58,1.232,1.0,1.0,1.0,0.989,0.989,0.98,15.13,12.54,75.0,33.5,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2026-08-17,824514,2026-08-17T17:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,668709,JJ Bleday,Cincinnati Reds,St. Louis Cardinals,LF,L,No,,95,398,336,73,13,1,20,45,47,57,2,84,0.217,0.332,0.44,0.772,12,48,41,6,1,0.146,0.0208,26,106,89,13,4,0.146,0.0377,487,125,5.8,25.9,53.3,24.7,21.5,19.5,31.6,56.1,31.4,7.3,5.2,7.3,65.3,83.9,24.6,0.582,72.0,95.9,111.7,33.3,13.0,9.3,51.7,41.2,Below Average,2.5,Pull Power,A-,Elevated power plane,41.2,Below Average,0.975,Good,4.8,52.6,96.0,0.562,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,27.6,7.6,Strong positive regression,Below Average Pull Power profile. 5.8% barrel rate; 83.9 mph average exit velocity; 31.6% air-ball rate; 56.1% pull-air rate; 7.3% HR-launch rate.,0.0503,0.046,3.99,32,9,16.8,1.9,190.5,Above normal drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,56.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,52.1,71.6,45.0,54.3,6.58,0.847,1.0,1.0,1.0,0.975,0.975,1.035,17.14,11.02,75.0,35.2,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2026-08-17,824478,2026-08-17T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,668709,JJ Bleday,Cincinnati Reds,St. Louis Cardinals,LF,L,No,,95,398,336,73,13,1,20,45,47,57,2,84,0.217,0.332,0.44,0.772,12,48,41,6,1,0.146,0.0208,26,106,89,13,4,0.146,0.0377,487,125,5.8,25.9,53.3,24.7,21.5,19.5,31.6,56.1,31.4,7.3,5.2,7.3,65.3,83.9,24.6,0.582,72.0,95.9,111.7,33.3,13.0,9.3,51.7,41.2,Below Average,2.5,Pull Power,A-,Elevated power plane,41.2,Below Average,0.975,Good,4.8,52.6,96.0,0.562,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,27.6,7.6,Strong positive regression,Below Average Pull Power profile. 5.8% barrel rate; 83.9 mph average exit velocity; 31.6% air-ball rate; 56.1% pull-air rate; 7.3% HR-launch rate.,0.0503,0.046,3.99,32,9,16.8,1.9,190.5,Above normal drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,56.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,52.1,71.6,45.0,54.3,6.58,0.847,1.0,1.0,1.0,0.975,0.975,1.035,17.14,11.02,75.0,35.2,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2026-08-17,824320,2026-08-18T00:40:00Z,Scheduled,Coors Field,Los Angeles Dodgers @ Colorado Rockies,Away,605141,Mookie Betts,Los Angeles Dodgers,Colorado Rockies,SS,R,No,,88,367,339,80,13,0,15,47,40,26,1,44,0.236,0.292,0.407,0.699,12,45,42,13,2,0.31,0.0444,27,104,98,24,4,0.245,0.0385,469,125,5.1,27.4,46.6,26.1,27.4,22.3,39.4,48.8,33.8,7.7,5.4,7.7,62.3,85.1,20.3,0.506,67.9,96.0,108.9,9.1,14.6,2.1,56.8,34.0,Weak,2.5,Pull Power,A-,Elevated power plane,34.0,Weak,0.955,Good,4.8,57.1,95.9,0.518,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,24.59,9.59,Strong positive regression,Weak Pull Power profile. 5.1% barrel rate; 85.1 mph average exit velocity; 39.4% air-ball rate; 48.8% pull-air rate; 7.7% HR-launch rate.,0.0409,0.0387,4.05,13,4,22.6,0.58,57.5,Recently homered,608372.0,Tomoyuki Sugano,R,RHB vs RHP,21,21,113.2,4.43,1.25,24,1.9,5.23,2.06,44.4,99.8,0.577,7.9,Split-Finger,R,RHB vs RHP,41.8,244,0.251,0.303,0.445,0.748,12,16,33,0.0492,5.0,0.477,217,0.0323,7.9,0.612,2,2,1,1/2,0.5,0.5,2.0,2.5,1,0,1,45.3,Neutral Matchup,Average,55.0,5,431,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,0.989,1.013,49.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,41.8,58.8,44.4,52.0,82.4,45.0,53.9,6.46,1.032,1.128,0.985,1.0,0.955,0.955,1.0,14.77,12.01,85.0,31.9,D,Lineup unconfirmed,633.0,8.8,30.2,18.8,44.8,31.0,85.0,97.8,116.7,0.664,24.0,Pitch-level Statcast · last 5 MLB games,Split-Finger,25.52204176334107,110.0,Sinker,20.417633410672853,88.0,4-Seam Fastball,16.241299303944317,70.0,Cutter,15.777262180974478,68.0,Sweeper,9.048723897911833,39.0,Curveball,7.65661252900232,33.0,Slider,5.336426914153132,23.0
20,2026-08-17,824514,2026-08-17T17:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Away,671056,Iván Herrera,St. Louis Cardinals,Cincinnati Reds,DH,R,No,,123,549,462,115,23,1,13,76,52,56,27,95,0.249,0.361,0.387,0.748,11,51,45,15,1,0.333,0.0196,26,116,107,29,2,0.271,0.0172,718,149,4.3,28.9,42.2,29.6,27.7,8.2,21.4,49.6,32.2,4.8,2.2,4.8,38.1,83.7,13.7,0.497,71.2,96.9,113.5,37.7,13.3,10.0,41.9,35.9,Below Average,2.5,Pull Power,A,Excellent HR swing plane,35.9,Below Average,0.961,Good,4.0,60.6,97.5,0.526,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,30.82,17.82,Strong positive regression,Below Average Pull Power profile. 4.3% barrel rate; 83.7 mph average exit velocity; 21.4% air-ball rate; 49.6% pull-air rate; 4.8% HR-launch rate.,0.0237,0.0252,4.05,32,8,35.5,0.9,90.0,Near normal interval,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,54.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,53.4,71.6,45.0,53.7,6.41,0.895,1.0,1.0,1.0,0.961,0.961,1.0,9.81,7.78,75.0,25.1,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2026-08-17,824725,2026-08-17T23:10:00Z,Scheduled,Fenway Park,Arizona Diamondbacks @ Boston Red Sox,Away,606466,Ketel Marte,Arizona Diamondbacks,Boston Red Sox,2B,S,No,,118,519,469,117,23,3,21,65,67,41,5,78,0.249,0.314,0.446,0.76,10,40,32,8,2,0.25,0.05,24,105,90,19,4,0.211,0.0381,668,120,6.8,28.8,51.3,29.0,19.2,17.6,30.7,48.4,26.6,6.8,3.9,6.8,47.2,84.5,15.5,0.527,73.7,97.5,115.0,45.3,13.1,11.7,57.9,42.8,Below Average,2.5,Pull Power,A,Excellent HR swing plane,42.8,Below Average,0.98,Good,6.7,47.4,95.8,0.457,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,40.82,19.82,Strong positive regression,Below Average Pull Power profile. 6.8% barrel rate; 84.5 mph average exit velocity; 30.7% air-ball rate; 48.4% pull-air rate; 6.8% HR-launch rate.,0.0405,0.0389,4.05,7,3,22.3,0.31,31.3,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.0,1.0,57.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,51.6,53.6,45.0,53.1,6.24,1.059,1.0,1.0,1.0,0.98,0.98,0.98,14.83,10.34,75.0,28.7,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2026-08-17,824725,2026-08-17T23:10:00Z,Scheduled,Fenway Park,Arizona Diamondbacks @ Boston Red Sox,Home,575929,Willson Contreras,Boston Red Sox,Arizona Diamondbacks,1B,R,No,,113,464,388,108,19,2,24,60,72,51,21,118,0.278,0.389,0.523,0.912,10,40,32,7,1,0.219,0.025,23,92,70,18,3,0.257,0.0326,542,93,9.1,27.8,46.1,26.3,27.1,16.6,28.9,50.3,31.7,7.9,3.9,7.9,43.7,83.0,18.1,0.698,74.7,97.0,116.5,65.9,11.9,14.6,46.2,49.3,Average,3.0,Pull Power,A,Excellent HR swing plane,49.3,Average,0.998,Good,8.6,48.4,96.2,0.651,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,40.6,16.6,Strong positive regression,Average Pull Power profile. 9.1% barrel rate; 83.0 mph average exit velocity; 28.9% air-ball rate; 50.3% pull-air rate; 7.9% HR-launch rate.,0.0517,0.0477,4.25,10,3,16.2,0.62,61.9,Recently homered,683352.0,Mitch Bratt,L,RHB vs LHP,7,7,33.2,3.74,1.4,5,1.34,6.68,5.08,58.6,74.1,0.704,8.6,4-Seam Fastball,R,RHB vs LHP,53.8,120,0.276,0.408,0.551,0.959,7,19,22,0.0583,12.9,0.805,103,0.0291,3.4,0.433,0,0,0,0/0,,,,,0,0,0,54.7,Neutral Matchup,Average,50.0,5,428,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.017,0.971,64.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,53.8,31.0,58.6,57.6,53.6,45.0,52.7,6.15,0.838,1.018,1.025,1.03,0.998,1.028,1.0,18.75,11.08,84.4,33.5,D,Lineup unconfirmed,196.0,4.6,21.4,16.8,47.3,32.1,81.5,93.1,114.1,0.442,5.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,40.18691588785047,172.0,Slurve,25.46728971962617,109.0,Changeup,12.149532710280374,52.0,Slider,10.280373831775702,44.0,Sinker,8.177570093457945,35.0,Curveball,3.7383177570093458,16.0,,,
23,2026-08-17,824478,2026-08-17T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Away,676475,Alec Burleson,St. Louis Cardinals,Cincinnati Reds,1B,L,No,,123,521,468,135,31,1,21,70,90,45,5,85,0.288,0.355,0.494,0.849,11,44,37,11,3,0.297,0.0682,27,114,101,34,6,0.337,0.0526,718,164,7.4,31.9,54.5,21.1,24.3,13.3,25.7,43.3,33.8,8.1,4.6,8.1,38.7,86.1,16.0,0.687,71.9,98.2,113.4,36.6,15.1,12.9,51.1,46.2,Below Average,3.0,Pull Power,A,Excellent HR swing plane,46.2,Below Average,0.989,Good,7.3,38.5,98.1,0.734,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,48.39,27.39,Strong positive regression,Below Average Pull Power profile. 7.4% barrel rate; 86.1 mph average exit velocity; 25.7% air-ball rate; 43.3% pull-air rate; 8.1% HR-launch rate.,0.0403,0.0388,4.15,0,0,22.3,0.0,0.0,Very recent HR,695076.0,Rhett Lowder,R,LHB vs RHP,21,18,94.1,5.15,1.48,12,1.14,7.35,3.82,53.7,99.7,0.676,7.6,Sinker,L,LHB vs RHP,55.4,359,0.326,0.404,0.573,0.977,17,37,60,0.0474,8.2,0.715,270,0.0407,7.6,0.666,6,5,0,0/5,0.0,0.167,0.0,0.167,0,1,2,50.7,Neutral Matchup,Average,35.0,5,403,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.007,0.983,58.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,55.4,39.5,53.7,49.3,71.6,45.0,52.6,6.12,1.232,1.006,1.025,1.0,0.989,0.989,0.98,15.13,12.47,85.0,34.8,D,Lineup unconfirmed,514.0,5.8,25.1,16.3,41.2,32.1,84.3,95.8,116.0,0.577,12.0,Pitch-level Statcast · last 5 MLB games,Slider,29.77667493796526,120.0,Sinker,26.550868486352357,107.0,Changeup,21.09181141439206,85.0,4-Seam Fastball,15.384615384615385,62.0,Curveball,6.947890818858561,28.0,Sweeper,0.24813895781637718,1.0,,,
24,2026-08-17,824514,2026-08-17T17:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Away,677592,Everson Pereira,St. Louis Cardinals,Cincinnati Reds,RF,R,No,,33,100,89,21,5,0,5,10,12,6,4,34,0.236,0.31,0.461,0.771,6,12,9,3,1,0.333,0.0833,12,23,20,5,2,0.25,0.087,112,24,8.8,25.0,42.5,13.3,44.2,14.4,23.1,43.6,29.4,9.4,6.9,9.4,63.8,81.9,14.4,0.803,71.5,94.5,108.0,42.6,13.8,8.2,63.6,43.7,Below Average,2.5,Pull Power,A,Excellent HR swing plane,43.7,Below Average,0.982,Good,12.5,33.3,94.5,1.078,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,7.97,2.97,Positive regression,Below Average Pull Power profile. 8.8% barrel rate; 81.9 mph average exit velocity; 23.1% air-ball rate; 43.6% pull-air rate; 9.4% HR-launch rate.,0.05,0.0402,4.05,4,3,17.8,0.22,22.5,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,52.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,48.8,71.6,45.0,52.6,6.1,1.184,1.0,1.0,1.0,0.982,0.982,0.98,15.3,12.0,51.0,28.2,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
