rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,opponent,home_away,game_date,roster_status,years_exp,jersey_number,projection_source,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,preseason_game_plan_status,preseason_game_plan_note,projected_ypa,projected_passing_yards,model_std,last_5_avg,last_10_avg,last_15_avg,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,ladder_yards,probability_pct,grade
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,100,90.8,ELITE
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,110,88.7,VERY HIGH
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,120,86.1,VERY HIGH
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,130,83.2,VERY HIGH
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,140,80.0,VERY HIGH
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,150,76.5,HIGH
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,160,72.6,HIGH
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,170,68.5,SOLID
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,180,64.0,SOLID
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,190,59.4,LEAN
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,200,54.8,LEAN
