rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,opponent,home_away,game_date,roster_status,years_exp,jersey_number,projection_source,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,preseason_game_plan_status,preseason_game_plan_note,projected_ypa,projected_passing_yards,model_std,last_5_avg,last_10_avg,last_15_avg,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,ladder_yards,probability_pct,grade
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,210,50.0,LEAN
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,220,45.3,COIN FLIP
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,230,40.5,COIN FLIP
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,240,35.8,LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,250,31.3,LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,260,27.2,LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,270,23.3,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,280,19.9,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,290,16.7,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,300,13.9,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,310,11.4,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,320,9.2,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,330,7.3,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,340,5.8,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,350,4.6,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,360,3.5,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,370,2.6,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,380,2.0,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,390,1.5,VERY LOW
1,2026,PRE,2,Preseason Week 2,00-0038128,Malik Willis,MIA,NYG,home,,ACT,4,2.0,NFL_HISTORY,TEAM_BLEND,29.2,6.82,200.4,5,17.0,20.0,AUTO_PRESEASON_USAGE,young_backup,,,10.5,210.0,82.4,173.8,173.8,173.8,104.0,153.9,210.0,265.5,316.1,75.0,60.0,60.0,60.0,60.0,60.0,QB_3_SEASON_GAME_BOOTSTRAP,110,400,1.1,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,100,89.2,VERY HIGH
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,110,85.1,VERY HIGH
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,120,80.1,VERY HIGH
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,130,74.0,HIGH
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,140,67.4,SOLID
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,150,60.1,SOLID
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,160,52.5,LEAN
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,170,44.6,COIN FLIP
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,180,37.1,LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,190,29.8,LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,200,23.3,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,210,17.8,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,220,13.1,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,230,9.4,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,240,6.6,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,250,4.4,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,260,2.9,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,270,1.8,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,280,1.1,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,290,0.7,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,300,0.4,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,310,0.2,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,320,0.1,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,330,0.1,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,340,0.0,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,350,0.0,VERY LOW
2,2026,PRE,2,Preseason Week 2,00-0034796,Lamar Jackson,BAL,MIN,away,,ACT,8,8.0,NFL_HISTORY,TEAM_BLEND,27.1,7.29,194.5,46,22.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,9.06,163.0,51.0,190.8,182.7,195.6,97.8,128.4,163.1,197.3,228.2,82.5,82.3,80.8,70.6,57.5,45.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,360,0.0,VERY LOW
