Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-17,Arizona Diamondbacks @ Boston Red Sox,Fenway Park,1.03,1.002,71.6,94.0,3.6,NE,43.0,15.0,Overcast,0.9,1.3,52.0,C,92.0,Arizona Diamondbacks,Gabriel Moreno,Unknown,0.0,0,0,4.4,1.0,1.27,0.64,0.75,2.66,2.0,1.0,5.0,30.0,7.6,40,96,72.5,3.2,3|7|2|3|1,08/16|08/15|08/14|08/12|08/11,3.0,3|7|2|3|1|4|3|2|1|4,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06,2.73,3|7|2|3|1|4|3|2|1|4|3|0|1|2|5,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/02|08/01|07/31|07/29,92.4,73.3,48.4,28.1,13.9,6.1,2.5,3.17,72.2
2026-08-17,Chicago White Sox @ Chicago Cubs,Wrigley Field,1.018,1.003,73.5,73.0,3.1,ESE,111.0,2.0,Clear,1.2,1.8,52.7,C,75.0,Chicago Cubs,Seiya Suzuki,Luis Castillo,0.5,1,2,4.4,1.14,1.16,0.78,0.92,2.73,2.0,0.0,6.0,4.7,14.9,40,107,75.0,3.2,2|2|6|0|6,08/16|08/15|08/14|08/13|08/12,2.7,2|2|6|0|6|5|0|4|0|2,08/16|08/15|08/14|08/13|08/12|08/11|08/08|08/07|08/06|08/05,2.67,2|2|6|0|6|5|0|4|0|2|2|5|3|2|1,08/16|08/15|08/14|08/13|08/12|08/11|08/08|08/07|08/06|08/05|08/04|08/03|08/02|08/01|07/30,85.1,66.4,47.1,30.4,18.6,11.0,6.5,3.24,70.2
2026-08-17,St. Louis Cardinals @ Cincinnati Reds,Great American Ball Park,1.045,1.004,77.0,82.0,9.1,N,350.0,25.0,Overcast,2.0,2.9,54.3,C,92.0,St. Louis Cardinals,Alec Burleson,Rhett Lowder,0.0,0,5,4.3,1.2,1.25,0.84,1.1,2.86,2.0,0.0,7.0,1.49,25.4,40,123,50.0,4.4,9|6|0|6|1,08/16|08/15|08/14|08/12|08/11,3.4,9|6|0|6|1|6|4|1|0|1,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05,3.33,9|6|0|6|1|6|4|1|0|1|0|12|1|2|1,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05|08/04|08/03|08/02|08/01|07/31,74.6,57.8,43.8,31.9,22.8,16.2,11.5,3.49,61.8
2026-08-17,St. Louis Cardinals @ Cincinnati Reds,Great American Ball Park,1.045,1.004,77.0,82.0,9.1,N,350.0,25.0,Overcast,2.0,2.9,54.3,C,92.0,St. Louis Cardinals,Jordan Walker,Rhett Lowder,0.167,1,6,4.2,1.2,1.13,0.63,0.8,2.52,2.0,0.0,5.0,4.07,15.8,40,120,67.5,2.4,8|0|0|3|1,08/16|08/15|08/14|08/12|08/11,2.4,8|0|0|3|1|2|3|3|1|3,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/03,2.4,8|0|0|3|1|2|3|3|1|3|4|2|2|1|3,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/03|08/02|08/01|07/31|07/30|07/29,84.2,63.7,42.9,26.8,16.1,9.1,4.7,2.77,64.0
2026-08-17,Arizona Diamondbacks @ Boston Red Sox,Fenway Park,1.03,1.002,71.6,94.0,3.6,NE,43.0,15.0,Overcast,0.9,1.3,52.0,C,92.0,Boston Red Sox,Ceddanne Rafaela,Mitch Bratt,0.0,0,0,4.6,0.98,1.22,0.65,0.67,2.44,2.0,0.0,5.0,6.0,15.5,40,117,70.0,2.0,0|1|4|1|4,08/16|08/15|08/13|08/12|08/11,2.1,0|1|4|1|4|3|0|1|5|2,08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06,2.93,0|1|4|1|4|3|0|1|5|2|0|5|5|6|7,08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01|07/31,84.5,63.7,42.8,26.0,14.1,7.2,3.4,3.05,66.5
2026-08-17,St. Louis Cardinals @ Cincinnati Reds,Great American Ball Park,1.045,1.004,76.5,89.0,6.0,WSW,255.0,34.0,Drizzle,2.0,2.8,54.3,C,92.0,St. Louis Cardinals,Alec Burleson,Unknown,0.0,0,0,4.3,1.0,1.16,0.75,0.97,2.72,2.0,0.0,7.0,1.35,26.5,40,123,50.0,4.4,9|6|0|6|1,08/16|08/15|08/14|08/12|08/11,3.4,9|6|0|6|1|6|4|1|0|1,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05,3.33,9|6|0|6|1|6|4|1|0|1|0|12|1|2|1,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05|08/04|08/03|08/02|08/01|07/31,73.5,55.1,41.3,30.3,21.4,15.4,10.5,3.49,60.6
2026-08-17,San Diego Padres @ New York Mets,Citi Field,1.0,1.005,81.5,74.0,5.8,NNE,23.0,8.0,Overcast,2.5,3.6,55.4,C,92.0,New York Mets,Carson Benge,Walker Buehler,0.0,0,0,4.3,1.15,1.29,0.57,0.59,2.36,2.0,0.0,5.0,6.57,15.3,40,118,55.0,1.8,0|3|2|2|2,08/16|08/15|08/14|08/12|08/11,2.8,0|3|2|2|2|1|3|5|6|4,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/07|08/06|08/05,2.47,0|3|2|2|2|1|3|5|6|4|3|0|1|3|2,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/07|08/06|08/05|08/04|08/02|08/01|07/31|07/30,84.7,63.0,40.9,23.9,12.5,6.0,2.8,2.69,60.0
2026-08-17,St. Louis Cardinals @ Cincinnati Reds,Great American Ball Park,1.045,1.004,76.5,89.0,6.0,WSW,255.0,34.0,Drizzle,2.0,2.8,54.3,C,92.0,Cincinnati Reds,Sal Stewart,Unknown,0.0,0,0,4.3,1.0,1.09,0.64,0.79,2.49,2.0,0.0,6.0,2.44,19.4,40,123,57.5,3.0,0|4|1|8|2,08/16|08/15|08/14|08/13|08/12,2.4,0|4|1|8|2|1|1|2|0|5,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06,2.67,0|4|1|8|2|1|1|2|0|5|2|3|3|0|8,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01|07/31,80.6,59.2,40.4,26.6,17.0,10.7,6.2,3.02,61.1
2026-08-17,St. Louis Cardinals @ Cincinnati Reds,Great American Ball Park,1.045,1.004,77.0,82.0,9.1,N,350.0,25.0,Overcast,2.0,2.9,54.3,C,92.0,Cincinnati Reds,Sal Stewart,Unknown,0.0,0,0,4.3,1.0,1.09,0.64,0.79,2.48,2.0,0.0,6.0,2.44,19.1,40,123,57.5,3.0,0|4|1|8|2,08/16|08/15|08/14|08/13|08/12,2.4,0|4|1|8|2|1|1|2|0|5,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06,2.67,0|4|1|8|2|1|1|2|0|5|2|3|3|0|8,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01|07/31,81.0,58.9,40.3,26.3,16.7,10.4,6.2,3.02,61.0
2026-08-17,Detroit Tigers @ Pittsburgh Pirates,PNC Park,0.982,1.005,78.1,71.0,5.4,NNW,336.0,20.0,Overcast,2.2,3.2,54.9,C,92.0,Detroit Tigers,Eduardo Valencia,Carmen Mlodzinski,0.0,0,0,3.2,1.03,1.2,0.62,0.93,2.65,2.0,0.0,6.0,1.38,24.6,18,18,61.1,2.4,0|5|3|3|1,08/16|08/15|08/14|08/13|08/09,2.5,0|5|3|3|1|4|0|0|7|2,08/16|08/15|08/14|08/13|08/09|08/08|08/07|08/05|08/02|08/01,2.6,0|5|3|3|1|4|0|0|7|2|1|2|11|0|0,08/16|08/15|08/14|08/13|08/09|08/08|08/07|08/05|08/02|08/01|07/31|07/29|07/28|07/17|07/12,75.4,56.1,40.3,28.7,20.3,13.8,9.7,3.37,63.0
