Date,GamePk,Pitcher,PitcherID,Opponent,Pitcher Team,Venue,Pitcher Hand,Starter Sample,Limited Starter Sample,Season Data Fallback,Games Started,Games Played,Starter Ratio,Season BF,K,ERA,Pitcher K9,Base Model K%,Lineup Model K%,Final Model K%,Skill Workload Anchor K,Projection Sanity Ratio,Lineup Source,Lineup Reliability,Pitch-Type Matchup Score,Shape Matchup Score,Sequence Advantage Score,Avg Zone Contact%,Avg Chase Contact%,Avg 2Strike Foul%,Avg 2Strike Contact%,Expected BF,Expected Pitches,Hook Aggression,Manager Factor,Bullpen Factor,Park Factor,Weather Factor,Workload Context Factor,Proj K,Sim Mean K,Fair Line,Line,LineSource,Edge,Recommendation,Recommendation Tier,MORE Probability,LESS Probability,Best Side %,Best MORE Line,Best MORE Probability,Best MORE Tier,Best MORE Qualified,Over %,Under %,Raw Over %,Raw Under %,MORE 2.5 %,LESS 2.5 %,MORE 3.0 %,LESS 3.0 %,PUSH 3.0 %,MORE 3.5 %,LESS 3.5 %,MORE 4.0 %,LESS 4.0 %,PUSH 4.0 %,MORE 4.5 %,LESS 4.5 %,MORE 5.0 %,LESS 5.0 %,PUSH 5.0 %,MORE 5.5 %,LESS 5.5 %,MORE 6.0 %,LESS 6.0 %,PUSH 6.0 %,MORE 6.5 %,LESS 6.5 %,MORE 7.0 %,LESS 7.0 %,PUSH 7.0 %,MORE 7.5 %,LESS 7.5 %,MORE 8.0 %,LESS 8.0 %,PUSH 8.0 %,MORE 8.5 %,LESS 8.5 %,MORE 9.0 %,LESS 9.0 %,PUSH 9.0 %,MORE 9.5 %,LESS 9.5 %,MORE 10.0 %,LESS 10.0 %,PUSH 10.0 %,MORE 10.5 %,LESS 10.5 %,MORE 11.0 %,LESS 11.0 %,PUSH 11.0 %,Ladder 3+,Ladder 4+,Ladder 5+,Ladder 6+,Ladder 7+,Ladder 8+,Ladder 9+,Ladder 10+,Ladder 11+,Ladder 12+,Ladder 13+,K State Floor%,K State Median%,K State Strong%,K State Dominant%,K State Peak%,P Floor State,P Median State,P Strong State,P Dominant State,P Peak State,K Ceiling Score,Elite K Index,Peak K Index,Historical K Volatility,Historical K Volatility Starts,Historical P90 K%,Recent Peak Skill Score,Recent Peak Whiff%,Recent Peak CSW%,Recent Peak 2Strike Whiff%,Recent Peak PutAway%,K State Expected%,Whiff%,Chase%,CSW%,FirstStrike%,2Strike Whiff%,PutAway Proxy%,Stuff Score,Pitcher K Talent Score,Today K Environment Score,Workload Opportunity Score,K Opportunity Score,Velo Change,Whiff Change,Arsenal Change Score,Umpire,Catcher,Official Combined Factor,Sim SD,Model Confidence,Probability Calibration,Projection Calibration N,Actual K,Projection Error,Absolute Error,Side Result,ModelVersion,Actionable
2026-09-20,823329,Lake Bachar,669199,Kansas City Royals,Pittsburgh Pirates,PNC Park,R,Limited Starter Sample,True,False,10,50,0.2,339.0,-,3.5,9.4,23.38,22.26,23.04,4.05,0.967,Projected roster,0.62,-0.278,-0.384,0.0,89.8,62.7,22.3,79.2,16.88,65.8,0.6,1.0,1.0,1.0,1.0,1.0,3.92,3.92,4.5,3.5,Model fallback,0.42,MORE,SLIGHT MORE,54.9,45.1,54.9,3.5,54.9,SLIGHT MORE,True,54.945,45.055,54.9,45.1,73.6,26.4,54.9,26.4,18.7,54.9,45.1,36.5,45.1,18.4,36.5,63.5,21.3,63.5,15.3,21.3,78.7,11.2,78.7,10.1,11.2,88.8,5.3,88.8,5.9,5.3,94.7,2.2,94.7,3.0,2.2,97.8,0.8,97.8,1.4,0.8,99.2,0.3,99.2,0.5,0.3,99.7,0.1,99.7,0.2,73.6,54.9,36.5,21.3,11.2,5.3,2.2,0.8,0.3,0.1,0.0,18.7,23.0,27.1,30.9,37.7,17.6,50.1,22.4,9.2,0.7,49.2,-0.03,-0.016,0.0746,8,36.7,0.44,27.8,27.3,30.8,26.9,24.02,23.9,25.29,26.95,63.93,21.62,10.74,52.4,45.1,31.2,16.7,33.9,-0.07,8.9,0.729,-,Rafael Flores Jr.,1.0,2.06,64.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,1
2026-09-20,824300,Tomoyuki Sugano,608372,Seattle Mariners,Colorado Rockies,Coors Field,R,Established Starter Sample,False,False,27,27,1.0,614.0,-,5.49,5.43,13.27,12.03,12.9,3.22,0.915,Projected roster,0.62,-0.828,-0.256,0.041,86.3,64.1,25.1,80.4,23.56,89.3,0.645,1.0,1.0,1.0,1.0,1.0,2.95,2.95,3.5,2.5,Model fallback,0.45,PASS,PASS,53.2,46.8,53.2,2.5,53.2,PASS,False,53.192499999999995,46.807500000000005,53.2,46.8,53.2,46.8,34.5,46.8,18.7,34.5,65.5,20.4,65.5,14.0,20.4,79.5,11.1,79.5,9.4,11.1,88.9,5.6,88.9,5.5,5.6,94.4,2.5,94.4,3.1,2.5,97.5,1.1,97.5,1.4,1.1,98.9,0.4,98.9,0.7,0.4,99.6,0.2,99.6,0.3,0.2,99.8,0.1,99.8,0.1,53.2,34.5,20.4,11.1,5.6,2.5,1.1,0.4,0.2,0.1,0.0,9.2,12.9,16.4,19.6,22.8,18.0,50.0,22.4,9.1,0.5,27.9,-0.693,-0.71,0.0497,18,21.7,-0.706,20.4,22.3,22.2,17.4,13.67,17.75,29.8,22.01,60.78,17.39,10.53,37.8,22.4,24.2,50.0,28.6,0.8,2.13,0.416,-,Brett Sullivan,1.0,2.0,90.1,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-09-20,824381,Jack Perkins,678022,Cleveland Guardians,Athletics,Progressive Field,R,Limited Starter Sample,True,False,15,35,0.429,497.0,-,6.14,10.39,23.98,21.88,23.36,5.33,0.922,Projected roster,0.62,-0.41,-0.562,0.052,90.1,64.6,27.0,81.8,21.29,82.8,0.67,1.0,1.0,1.0,1.0,1.0,4.91,4.91,5.5,4.5,Model fallback,0.41,PASS,PASS,52.3,47.7,52.3,3.5,67.8,ELITE MORE,True,52.295,47.705,52.3,47.7,81.9,18.1,67.8,18.1,14.1,67.8,32.2,52.3,32.2,15.5,52.3,47.7,37.8,47.7,14.5,37.8,62.2,25.2,62.2,12.6,25.2,74.8,15.9,74.8,9.3,15.9,84.1,9.4,84.1,6.5,9.4,90.5,5.3,90.5,4.2,5.3,94.7,2.8,94.7,2.5,2.8,97.2,1.3,97.2,1.5,81.9,67.8,52.3,37.8,25.2,15.9,9.4,5.3,2.8,1.3,0.6,16.7,23.4,29.6,35.8,42.2,17.3,49.2,22.8,9.7,1.0,52.6,0.06,0.085,0.0887,18,36.5,1.015,32.4,32.7,33.6,24.2,25.03,24.88,33.67,27.86,56.22,23.97,14.52,52.4,46.7,31.4,40.3,39.3,0.01,-2.9,-0.285,-,Shea Langeliers,1.0,2.59,77.2,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-09-20,824546,Davis Martin,663436,Detroit Tigers,Chicago White Sox,Rate Field,R,Established Starter Sample,False,False,26,27,0.963,592.0,-,3.96,7.34,15.63,14.13,15.19,3.14,0.917,Projected roster,0.62,-0.87,-0.108,0.0,87.3,55.7,24.6,79.1,19.2,73.2,0.585,1.0,1.0,1.0,1.0,1.0,2.88,2.88,3.5,2.5,Model fallback,0.38,PASS,PASS,51.7,48.3,51.7,2.5,51.7,PASS,False,51.68000000000001,48.32,51.7,48.3,51.7,48.3,33.2,48.3,18.5,33.2,66.8,19.6,66.8,13.6,19.6,80.4,10.5,80.4,9.1,10.5,89.5,5.4,89.5,5.2,5.4,94.6,2.6,94.6,2.8,2.6,97.4,1.2,97.4,1.4,1.2,98.8,0.5,98.8,0.7,0.5,99.5,0.2,99.5,0.3,0.2,99.8,0.1,99.8,0.1,51.7,33.2,19.6,10.5,5.4,2.6,1.2,0.5,0.2,0.1,0.0,9.0,15.2,20.9,26.3,31.6,18.2,51.0,21.8,8.7,0.3,26.8,-0.596,-0.743,0.0822,18,24.9,-0.979,19.0,26.2,9.6,15.2,16.33,13.95,27.91,23.13,51.97,11.83,7.24,37.6,21.8,21.4,32.3,23.7,0.09,-0.73,-0.129,-,Jake Rogers,1.0,2.02,88.2,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-09-20,825028,Corbin Burnes,669203,New York Yankees,Arizona Diamondbacks,Chase Field,R,Limited Starter Sample,True,False,2,2,1.0,32.0,-,5.87,7.04,18.58,19.56,18.87,3.77,1.01,Projected roster,0.62,0.209,0.195,0.125,83.6,58.0,25.6,75.7,19.14,73.9,0.5,1.0,1.0,1.0,1.0,1.0,3.8,3.8,4.5,3.5,Model fallback,0.3,PASS,PASS,51.0,49.0,51.0,2.5,69.5,ELITE MORE,True,51.042500000000004,48.957499999999996,51.0,49.0,69.5,30.5,51.0,30.5,18.4,51.0,49.0,34.2,49.0,16.8,34.2,65.8,21.0,65.8,13.3,21.0,79.0,11.8,79.0,9.2,11.8,88.2,6.1,88.2,5.7,6.1,93.9,2.9,93.9,3.2,2.9,97.1,1.2,97.1,1.7,1.2,98.8,0.5,98.8,0.7,0.5,99.5,0.2,99.5,0.3,69.5,51.0,34.2,21.0,11.8,6.1,2.9,1.2,0.5,0.2,0.1,15.5,18.9,22.0,24.9,27.9,17.2,49.4,23.0,9.6,0.8,46.9,-0.221,-0.031,0.045,0,,0.0,25.0,28.5,24.0,20.0,19.67,27.94,34.21,25.76,50.0,20.0,12.2,53.2,39.0,37.5,32.6,37.1,0.0,0.0,0.0,-,James McCann,1.0,2.2,45.8,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-09-20,824789,Jacob Misiorowski,694819,Baltimore Orioles,Milwaukee Brewers,Oriole Park at Camden Yards,R,Established Starter Sample,False,False,28,28,1.0,636.0,-,1.89,13.15,38.86,43.18,40.14,10.3,1.025,Projected roster,0.62,0.334,0.252,0.0,83.0,55.2,24.9,73.9,22.97,94.4,0.46,1.0,1.0,1.0,1.0,1.0,10.56,10.56,11.5,10.5,Model fallback,0.06,PASS,PASS,50.2,49.8,50.2,9.5,61.8,STRONG MORE,True,50.1625,49.8375,50.2,49.8,99.7,0.3,98.8,0.3,0.8,98.8,1.2,97.2,1.2,1.7,97.2,2.8,94.0,2.8,3.1,94.0,6.0,88.9,6.0,5.1,88.9,11.1,81.8,11.1,7.1,81.8,18.1,72.6,18.1,9.2,72.6,27.4,61.8,27.4,10.9,61.8,38.2,50.2,38.2,11.6,50.2,49.8,38.5,49.8,11.7,99.7,98.8,97.2,94.0,88.9,81.8,72.6,61.8,50.2,38.5,28.1,33.0,40.1,47.9,55.3,63.3,13.5,40.0,25.7,14.3,6.5,94.5,1.147,1.158,0.095,18,51.7,2.0,39.1,38.6,40.0,50.5,44.86,34.11,37.53,32.35,61.62,34.52,23.11,69.3,76.6,63.8,50.3,66.2,-1.38,-5.05,-0.701,-,Gary Sánchez,1.0,3.29,80.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-09-20,824139,Hunter Brown,686613,Atlanta Braves,Houston Astros,Daikin Park,R,Established Starter Sample,False,False,18,18,1.0,406.0,-,3.43,10.21,26.69,25.71,26.4,6.99,0.962,Projected roster,0.62,-0.563,-0.353,0.0,85.8,63.7,27.8,79.2,24.25,95.6,0.565,1.0,1.0,1.0,1.0,1.0,6.73,6.73,6.5,6.5,Model fallback,0.23,PASS,PASS,49.5,50.5,49.5,5.5,62.0,STRONG MORE,True,49.515,50.485,49.5,50.5,92.4,7.6,84.8,7.6,7.6,84.8,15.2,74.3,15.2,10.4,74.3,25.7,62.0,25.7,12.3,62.0,38.0,49.5,38.0,12.5,49.5,50.5,37.7,50.5,11.8,37.7,62.3,27.1,62.3,10.6,27.1,72.9,18.6,72.9,8.5,18.6,81.4,12.3,81.4,6.3,12.3,87.7,7.7,87.7,4.6,92.4,84.8,74.3,62.0,49.5,37.7,27.1,18.6,12.3,7.7,4.5,19.3,26.4,33.3,40.0,47.1,16.4,46.8,23.6,10.9,2.3,61.1,0.26,0.277,0.095,18,40.3,1.212,31.2,30.7,36.4,37.1,28.82,24.52,29.27,29.13,56.33,27.27,15.69,53.3,52.6,39.1,52.5,47.2,-0.3,7.98,0.492,-,Yainer Diaz,1.0,3.14,82.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-09-20,823329,Michael Wacha,608379,Pittsburgh Pirates,Kansas City Royals,PNC Park,R,Established Starter Sample,False,False,30,30,1.0,760.0,-,3.34,7.11,18.14,17.35,17.9,4.91,0.959,Projected roster,0.62,-0.567,-0.28,0.0,86.6,59.6,24.0,79.2,25.13,96.7,0.455,1.0,1.0,1.0,1.0,1.0,4.71,4.71,4.5,4.5,Model fallback,0.21,PASS,PASS,48.7,51.3,48.7,3.5,63.4,STRONG MORE,True,48.662499999999994,51.337500000000006,48.7,51.3,77.8,22.2,63.4,22.2,14.4,63.4,36.6,48.7,36.6,14.8,48.7,51.3,35.0,51.3,13.6,35.0,65.0,23.8,65.0,11.3,23.8,76.2,15.2,76.2,8.6,15.2,84.8,9.2,84.8,6.0,9.2,90.8,5.2,90.8,3.9,5.2,94.8,2.8,94.8,2.5,2.8,97.2,1.5,97.2,1.3,77.8,63.4,48.7,35.0,23.8,15.2,9.2,5.2,2.8,1.5,0.7,11.6,17.9,23.8,29.4,35.3,17.1,48.3,23.4,10.0,1.2,39.3,-0.429,-0.395,0.0839,18,27.2,0.584,27.0,30.4,30.0,28.6,19.55,19.66,27.88,24.92,66.0,18.13,10.69,42.5,32.0,31.5,59.9,37.4,0.42,6.29,0.532,-,Luke Maile,1.0,2.69,88.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-09-20,824381,Gavin Williams,668909,Athletics,Cleveland Guardians,Progressive Field,R,Established Starter Sample,False,False,30,30,1.0,705.0,-,3.78,12.16,38.92,41.13,39.58,10.5,0.996,Projected roster,0.62,0.224,0.107,0.002,84.2,56.6,24.3,76.5,23.67,96.9,0.495,1.0,1.0,1.0,1.0,1.0,10.45,10.45,10.5,10.5,Model fallback,-0.05,PASS,PASS,48.6,51.4,48.6,9.5,59.7,MORE,True,48.57,51.43,48.6,51.4,99.6,0.4,98.5,0.4,1.0,98.5,1.5,96.4,1.5,2.1,96.4,3.6,92.8,3.6,3.6,92.8,7.2,87.5,7.2,5.4,87.5,12.6,79.9,12.6,7.6,79.9,20.1,70.3,20.1,9.5,70.3,29.7,59.7,29.7,10.6,59.7,40.3,48.6,40.3,11.1,48.6,51.4,37.6,51.4,11.0,99.6,98.5,96.4,92.8,87.4,79.9,70.3,59.7,48.6,37.6,27.3,32.5,39.6,47.5,55.0,63.1,13.5,40.0,25.6,14.5,6.3,99.3,1.306,1.329,0.095,18,50.6,2.0,42.5,37.8,51.1,42.3,44.36,36.21,35.77,34.32,60.91,36.23,22.52,66.0,79.7,61.3,53.8,67.2,-0.14,10.21,0.599,-,Patrick Bailey,1.0,3.43,84.6,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-09-20,823975,Ryan Johnson,696270,Minnesota Twins,Los Angeles Angels,Angel Stadium,R,Established Starter Sample,False,False,17,20,0.85,388.0,-,4.88,6.97,16.44,15.09,16.04,4.06,0.927,Projected roster,0.62,-0.546,-0.177,0.0,88.6,60.4,24.8,79.7,23.14,88.5,0.57,1.0,1.0,1.0,1.0,1.0,3.77,3.77,3.5,3.5,Model fallback,0.27,PASS,PASS,48.5,51.5,48.5,2.5,65.2,ELITE MORE,True,48.51,51.49,48.5,51.5,65.2,34.8,48.5,34.8,16.6,48.5,51.5,33.7,51.5,14.8,33.7,66.3,22.5,66.3,11.3,22.5,77.5,14.0,77.5,8.5,14.0,86.0,8.2,86.0,5.7,8.2,91.8,4.7,91.8,3.6,4.7,95.3,2.5,95.3,2.2,2.5,97.5,1.2,97.5,1.3,1.2,98.8,0.6,98.8,0.7,65.2,48.5,33.7,22.5,14.0,8.2,4.7,2.5,1.2,0.6,0.3,8.9,16.0,22.7,28.9,35.2,17.8,50.0,22.4,9.2,0.6,34.2,-0.483,-0.503,0.095,16,29.0,0.128,25.5,30.1,17.0,29.0,17.56,19.62,26.41,27.61,59.36,17.14,10.17,44.9,29.7,25.9,48.9,32.0,-0.32,-0.68,-0.274,-,Tyler Heineman,1.0,2.49,84.1,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
