Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-02,Arizona Diamondbacks @ Cleveland Guardians,Progressive Field,0.995,1.004,74.0,89.0,3.4,W,266.0,20.0,Overcast,1.7,2.5,53.8,C,92.0,Arizona Diamondbacks,Gabriel Moreno,Gavin Williams,0.0,0,0,4.5,0.87,1.12,0.6,0.71,2.44,2.0,1.0,5.0,30.0,8.3,40,84,72.5,2.4,1|2|5|4|0,08/01|07/31|07/29|07/28|07/27,3.3,1|2|5|4|0|5|3|3|6|4,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/23|07/22,3.0,1|2|5|4|0|5|3|3|6|4|3|1|1|4|3,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18|07/17,91.7,68.2,43.4,23.5,10.4,4.2,1.6,3.22,70.3
2026-08-02,Arizona Diamondbacks @ Cleveland Guardians,Progressive Field,0.995,1.004,74.0,89.0,3.4,W,266.0,20.0,Overcast,1.7,2.5,53.8,C,92.0,Arizona Diamondbacks,Ketel Marte,Gavin Williams,0.0,0,3,4.6,0.87,0.94,0.48,0.47,1.89,2.0,0.0,4.0,13.6,17.0,40,106,60.0,1.4,2|2|1|1|1,08/01|07/31|07/29|07/28|07/27,1.8,2|2|1|1|1|3|0|3|3|2,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21,2.0,2|2|1|1|1|3|0|3|3|2|4|3|4|1|0,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17|07/12,83.0,54.5,29.4,13.7,5.5,2.0,0.8,2.46,55.9
2026-08-02,Arizona Diamondbacks @ Cleveland Guardians,Progressive Field,0.995,1.004,74.0,89.0,3.4,W,266.0,20.0,Overcast,1.7,2.5,53.8,C,92.0,Arizona Diamondbacks,Ryan Waldschmidt,Gavin Williams,0.0,0,0,3.5,0.87,1.04,0.52,0.24,1.81,1.0,0.0,4.0,3.95,22.4,40,45,45.0,3.0,4|3|3|1|4,08/01|07/31|07/28|07/27|07/26,2.6,4|3|3|1|4|2|0|6|1|2,08/01|07/31|07/28|07/27|07/26|07/25|07/23|07/22|07/20|07/19,2.0,4|3|3|1|4|2|0|6|1|2|2|1|0|1|0,08/01|07/31|07/28|07/27|07/26|07/25|07/23|07/22|07/20|07/19|07/18|07/12|07/10|06/13|06/12,77.6,49.3,27.8,14.0,6.9,3.1,1.4,2.24,48.4
2026-08-02,Detroit Tigers @ Athletics,Sutter Health Park,1.01,1.011,99.6,22.0,2.5,WNW,297.0,0.0,Clear,5.1,7.4,61.2,B,92.0,Athletics,Jacob Wilson,Keider Montero,0.0,0,0,4.3,0.85,0.99,0.4,0.38,1.79,1.0,0.0,4.0,3.34,20.3,40,71,50.0,2.0,3|2|3|1|1,08/01|07/31|07/30|07/29|07/28,1.2,3|2|3|1|1|0|1|0|0|1,08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22,2.2,3|2|3|1|1|0|1|0|0|1|4|4|3|8|2,08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17,79.7,47.5,26.5,13.3,6.6,3.2,1.5,2.25,48.9
2026-08-02,Detroit Tigers @ Athletics,Sutter Health Park,1.01,1.011,99.6,22.0,2.5,WNW,297.0,0.0,Clear,5.1,7.4,61.2,B,92.0,Athletics,Donovan Walton,Keider Montero,0.333,1,3,3.2,0.85,0.84,0.46,0.3,1.56,1.0,0.0,4.0,2.52,31.3,40,40,47.5,1.2,1|0|2|0|3,08/01|07/31|07/30|07/29|07/26,1.1,1|0|2|0|3|0|1|2|2|0,08/01|07/31|07/30|07/29|07/26|07/25|07/24|07/22|07/21|07/20,1.07,1|0|2|0|3|0|1|2|2|0|0|2|0|2|1,08/01|07/31|07/30|07/29|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17|07/05|07/04,68.7,41.2,23.0,11.8,5.8,2.8,1.3,2.04,44.0
2026-08-02,Detroit Tigers @ Athletics,Sutter Health Park,1.01,1.011,99.6,22.0,2.5,WNW,297.0,0.0,Clear,5.1,7.4,61.2,B,92.0,Athletics,Jonah Heim,Keider Montero,0.0,0,0,4.0,0.85,0.81,0.34,0.53,1.67,1.0,0.0,4.0,1.23,34.7,40,64,45.0,2.0,0|2|3|5|0,08/01|07/31|07/30|07/29|07/28,1.9,0|2|3|5|0|3|0|0|4|2,08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/22|07/21,1.53,0|2|3|5|0|3|0|0|4|2|0|1|2|1|0,08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/22|07/21|07/20|07/19|07/18|07/12|07/11,65.3,40.8,24.3,15.1,8.8,5.3,3.1,2.22,44.4
2026-08-02,Washington Nationals @ Atlanta Braves,Truist Park,1.008,1.008,84.4,71.0,9.1,SW,216.0,7.0,Overcast,3.6,5.2,57.9,B,92.0,Atlanta Braves,Matt Olson,Cade Cavalli,0.667,2,3,4.3,0.96,0.93,0.75,0.58,2.17,2.0,0.0,5.0,2.57,22.9,40,111,50.0,3.0,4|5|0|2|4,08/01|07/31|07/30|07/29|07/29,2.5,4|5|0|2|4|1|2|1|6|0,08/01|07/31|07/30|07/29|07/29|07/27|07/26|07/25|07/24|07/23,2.2,4|5|0|2|4|1|2|1|6|0|4|1|0|3|0,08/01|07/31|07/30|07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18,77.1,54.5,35.1,21.3,12.7,7.4,4.3,2.79,55.6
2026-08-02,Washington Nationals @ Atlanta Braves,Truist Park,1.008,1.008,84.4,71.0,9.1,SW,216.0,7.0,Overcast,3.6,5.2,57.9,B,92.0,Atlanta Braves,Ozzie Albies,Cade Cavalli,0.5,1,2,4.3,0.96,1.0,0.53,0.63,2.1,2.0,0.0,5.0,2.74,23.2,40,111,60.0,1.6,1|3|3|1|0,08/01|07/31|07/30|07/29|07/29,2.3,1|3|3|1|0|6|0|3|2|4,08/01|07/31|07/30|07/29|07/29|07/27|07/26|07/25|07/24|07/23,2.07,1|3|3|1|0|6|0|3|2|4|3|0|4|0|1,08/01|07/31|07/30|07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18,76.8,52.9,33.7,20.7,11.7,6.6,3.5,2.67,56.6
2026-08-02,Washington Nationals @ Atlanta Braves,Truist Park,1.008,1.008,84.4,71.0,9.1,SW,216.0,7.0,Overcast,3.6,5.2,57.9,B,92.0,Atlanta Braves,Mauricio Dubón,Cade Cavalli,0.0,0,2,4.1,0.96,0.89,0.49,0.36,1.76,1.0,0.0,4.0,7.61,18.7,40,106,52.5,1.2,4|0|1|1|0,07/31|07/30|07/29|07/29|07/27,1.5,4|0|1|1|0|0|2|2|2|3,07/31|07/30|07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22,1.67,4|0|1|1|0|0|2|2|2|3|1|1|1|4|3,07/31|07/30|07/29|07/29|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18|07/17,81.3,49.9,25.8,11.7,4.6,1.7,0.5,2.09,49.5
2026-08-02,Philadelphia Phillies @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.006,84.8,61.0,8.3,ESE,114.0,18.0,Overcast,2.8,4.1,56.3,C,92.0,Baltimore Orioles,Pete Alonso,Zack Wheeler,0.5,1,2,4.5,0.85,0.88,0.59,0.47,1.96,1.0,0.0,5.0,1.83,25.6,40,111,50.0,2.0,0|6|1|0|3,08/01|07/31|07/29|07/28|07/27,2.2,0|6|1|0|3|4|1|2|2|3,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22,1.87,0|6|1|0|3|4|1|2|2|3|1|1|1|1|2,08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/22|07/20|07/19|07/18|07/17|07/12,74.4,49.0,30.5,18.4,10.6,5.9,3.2,2.56,51.6
