Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Field Elevation Ft,Projected Roof Status,Roof Status Basis,Weather Conditions,Weather Code WMO,Weather Condition Source,Data Quality,Data Quality Issues,Data Quality Issue Count,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game P Effective Outward 5+ %,Game P Effective Outward 10+ %,Game P Effective Inward 5+ %,Game Wind Direction Confidence %,Game Wind Impact Confidence %,Game HR Trajectory Carry Ft,Wind Regime,Probability Direction Flips During Game %,Inning Wind Regimes,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Game Wind Profile Source,Game Avg Wind Profile Alpha,Game Avg Wind Field 10ft MPH,Game Avg Wind 50ft MPH,Game Avg Wind 100ft MPH,Game Avg Wind 200ft MPH,Game Avg Wind 300ft MPH,Game Avg Effective Wind Field 10ft MPH,Game Avg Effective Wind 50ft MPH,Game Avg Effective Wind 100ft MPH,Game Avg Effective Wind 200ft MPH,Game Avg Effective Wind 300ft MPH,Game Flight Weighted Wind MPH,Game Flight Weighted Effective Wind MPH,Forecast Trend,Carry Score Change Since Last Run,Temp Change Since Last Run F,Wind Toward CF Change Since Last Run MPH,Precip Change Since Last Run Pct,Wind Out Probability Change Since Last Run Pct,Previous Forecast Run UTC,Forecast Trend Carry Change,Forecast Trend CF Wind Change MPH,Forecast Trend Temperature Change F,Forecast Trend Precip Probability Change %,Previous CF Wind MPH,Previous Temperature F,Previous Precip Probability %,Current CF Wind MPH,Current Temperature F,Current Precip Probability %,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-09-11,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates @ Chicago Cubs,11:20 AM,01:20 PM CDT,Wrigley Field,600,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,71.6,60.6,🟡 9.0 mph Cross (RF → LF),7.9,ESE,2.8,-2.4,-6.3,-9.0,,FORECAST MODEL,0.0,52.7,B,Density 63 | Wind 44 | Temp 50 | Altitude 58 | Confidence 82%,2,1,0.8,82.2,🟨 Neutral,-1.8,-1,0.0,90.5,0.0,0.0,11.3,95.6,97.5,-3.5,STABLE,21.8,1st-3rd: CROSS RF → LF -0.7 mph | 4th-5th: CROSS RF → LF -1.4 mph | 6th-7th: CROSS RF → LF -3.1 mph | 8th-9th: CROSS RF → LF -3.8 mph,4.0,0.5,1.1831,995.0,1009.1,57.3,72.0,60.6,MODEL_VERTICAL_PROFILE,0.137,8.7,10.8,11.9,13.1,13.9,-1.4,-1.8,-1.9,-2.1,-2.2,10.8,-1.8,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-4.1,72.0,0.0,1.42,26,LOW,0.0,LOW,14.4,2026-09-10 07:46:42 PM PDT,65.6,5
2026-09-11,Colorado Rockies,Detroit Tigers,Colorado Rockies @ Detroit Tigers,03:40 PM,06:40 PM EDT,Comerica Park,600,OPEN,OPEN-AIR PARK,Mostly clear,1,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,74.3,57.1,🔴 5.8 mph In from LF,5.2,SE,-5.8,-5.5,-3.0,2.7,,FORECAST MODEL,0.0,49.7,C,Density 68 | Wind 36 | Temp 49 | Altitude 61 | Confidence 95%,0,0,-0.1,94.7,🟧 Below Average,-4.7,-4,0.0,100.0,0.0,0.0,83.6,90.4,97.3,-8.9,STABLE,18.6,1st-3rd: IN FROM LF -4.8 mph | 4th-5th: IN FROM LF -5.0 mph | 6th-7th: IN FROM LF -4.5 mph | 8th-9th: IN FROM LF -3.6 mph,12.2,0.8,1.1656,1495.0,993.1,58.2,71.3,64.9,MODEL_VERTICAL_PROFILE,0.132,5.1,6.4,7.0,7.7,8.1,-3.7,-4.6,-5.1,-5.7,-6.1,6.4,-4.7,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-5.4,71.3,0.0,-0.69,25,LOW,0.0,LOW,4.8,2026-09-10 07:47:04 PM PDT,57.4,5
2026-09-11,Los Angeles Angels,Washington Nationals,Los Angeles Angels @ Washington Nationals,03:45 PM,06:45 PM EDT,Nationals Park,25,OPEN,OPEN-AIR PARK,Partly cloudy,2,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,79.5,62.3,⚪ Light Variable,3.5,E,1.1,-1.2,-3.1,-3.9,,FORECAST MODEL,4.4,55.0,B,Density 66 | Wind 49 | Temp 55 | Altitude 59 | Confidence 91%,3,2,1.5,90.9,🟨 Neutral,-0.4,0,0.0,47.5,0.0,0.0,0.1,77.3,90.7,-1.0,STABLE,17.0,1st-3rd: CROSS RF → LF -0.4 mph | 4th-5th: CROSS RF → LF -0.3 mph | 6th-7th: CROSS RF → LF -0.2 mph | 8th-9th: CROSS RF → LF -0.7 mph,18.6,0.8,1.1729,1239.0,1011.7,65.2,76.9,69.0,MODEL_VERTICAL_PROFILE,0.123,3.1,3.8,4.1,4.5,4.7,-0.3,-0.4,-0.4,-0.5,-0.5,3.8,-0.4,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-1.0,76.9,4.4,0.47,25,LOW,2.8,LOW,12.5,2026-09-10 07:47:21 PM PDT,174.0,5
2026-09-11,New York Mets,New York Yankees,New York Mets @ New York Yankees,04:05 PM,07:05 PM EDT,Yankee Stadium,55,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,76.5,41.7,🟡 5.6 mph Cross (LF → RF),4.7,NNW,-2.6,0.4,3.3,5.6,,FORECAST MODEL,0.0,53.9,B,Density 62 | Wind 50 | Temp 52 | Altitude 57 | Confidence 95%,2,2,1.2,95.4,🟨 Neutral,0.0,0,0.0,0.0,0.0,0.0,0.0,94.4,78.3,0.1,STABLE,15.8,1st-3rd: CROSS LF → RF +0.1 mph | 4th-5th: CROSS LF → RF -0.1 mph | 6th-7th: CROSS LF → RF +0.0 mph | 8th-9th: CROSS LF → RF -0.0 mph,2.9,0.1,1.1856,969.0,1014.0,51.4,74.0,47.0,MODEL_VERTICAL_PROFILE,0.125,4.0,4.9,5.3,5.8,6.1,0.0,0.0,0.0,0.0,0.1,4.9,0.0,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.1,74.0,0.0,0.07,26,LOW,0.0,LOW,10.3,2026-09-10 07:47:34 PM PDT,59.0,5
2026-09-11,Baltimore Orioles,Toronto Blue Jays,Baltimore Orioles @ Toronto Blue Jays,04:07 PM,07:07 PM EDT,Rogers Centre,250,OPEN,PROJECTED: FAVORABLE,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,67.5,62.4,⚪ Light Variable,2.5,ESE,2.7,2.1,0.5,-2.2,,FORECAST MODEL,0.0,52.2,B,Density 59 | Wind 52 | Temp 43 | Altitude 55 | Confidence 94%,1,1,0.7,94.0,🟨 Neutral,0.7,0,43.8,6.7,0.0,0.0,0.0,64.7,74.6,1.1,STABLE,24.0,1st-3rd: OUT TO LF +1.6 mph | 4th-5th: CROSS RF → LF +0.1 mph | 6th-7th: CROSS RF → LF +0.1 mph | 8th-9th: CROSS RF → LF +0.1 mph,39.9,1.1,1.1951,659.0,1006.2,54.8,65.4,69.2,MODEL_VERTICAL_PROFILE,0.147,2.2,2.7,3.0,3.3,3.6,0.5,0.6,0.8,0.9,1.0,2.8,0.7,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,1.0,65.4,0.0,-1.19,23,LOW,0.0,LOW,1.9,2026-09-10 07:47:46 PM PDT,0.0,4
2026-09-11,Kansas City Royals,Boston Red Sox,Kansas City Royals @ Boston Red Sox,04:10 PM,07:10 PM EDT,Fenway Park,20,OPEN,OPEN-AIR PARK,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,71.4,39.7,🟡 6.9 mph Cross (LF → RF),5.8,NW,-3.1,0.3,3.7,6.9,,FORECAST MODEL,0.0,51.9,B,Density 58 | Wind 50 | Temp 46 | Altitude 54 | Confidence 92%,1,1,0.6,91.5,🟨 Neutral,0.0,0,0.0,0.0,0.0,0.0,0.0,96.1,66.2,0.0,STABLE,15.4,1st-3rd: CROSS LF → RF +0.1 mph | 4th-5th: CROSS LF → RF +0.0 mph | 6th-7th: CROSS LF → RF -0.1 mph | 8th-9th: CROSS LF → RF -0.1 mph,6.3,0.1,1.1989,615.0,1013.8,45.1,68.6,44.6,MODEL_VERTICAL_PROFILE,0.13,5.2,6.4,7.0,7.7,8.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,68.6,0.0,0.06,27,LOW,0.0,LOW,10.4,2026-09-10 07:47:59 PM PDT,48.6,5
2026-09-11,Houston Astros,Tampa Bay Rays,Houston Astros @ Tampa Bay Rays,04:10 PM,07:10 PM EDT,Tropicana Field,45,INDOOR,FIXED ROOF,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,81.9,81.5,⚪ Calm,0.0,SE,0.0,0.0,0.0,0.0,,FORECAST MODEL,32.0,50.0,B,Density 61 | Wind 50 | Temp 59 | Altitude 56 | Confidence 83%,0,0,0.0,82.9,🟨 Neutral,0.0,0,0.0,0.0,0.0,0.0,0.0,75.9,100.0,0.0,STABLE,15.0,1st-3rd: CROSS RF → LF +0.0 mph | 4th-5th: CROSS RF → LF +0.0 mph | 6th-7th: CROSS RF → LF +0.0 mph | 8th-9th: CROSS RF → LF +0.0 mph,29.4,0.0,1.1896,858.0,1014.3,75.3,81.0,83.3,MODEL_VERTICAL_PROFILE,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,81.0,32.0,0.13,25,NONE (ROOF),0.0,LOW,17.8,2026-09-10 07:48:11 PM PDT,175.8,5
2026-09-11,Los Angeles Dodgers,Miami Marlins,Los Angeles Dodgers @ Miami Marlins,04:10 PM,07:10 PM EDT,loanDepot park,10,OPEN,PROJECTED: FAVORABLE,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,82.9,82.8,⚪ Calm,1.6,ESE,-1.7,-1.8,-1.1,0.7,,FORECAST MODEL,26.6,54.0,B,Density 69 | Wind 48 | Temp 60 | Altitude 60 | Confidence 82%,3,2,1.2,82.1,🟨 Neutral,-0.6,0,49.5,28.3,0.0,0.0,0.0,21.9,87.5,-0.5,STABLE,24.0,1st-3rd: IN FROM LF -1.5 mph | 4th-5th: LIGHT / VARIABLE +0.0 mph | 6th-7th: LIGHT / VARIABLE +0.3 mph | 8th-9th: LIGHT / VARIABLE -0.5 mph,82.9,1.4,1.1629,1416.0,1015.0,76.4,81.4,85.4,MODEL_VERTICAL_PROFILE,0.151,0.8,1.0,1.1,1.2,1.3,-0.4,-0.6,-0.7,-0.8,-0.9,1.0,-0.6,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-0.7,81.4,26.6,-0.39,27,MODERATE,27.1,MEDIUM,25.6,2026-09-10 07:48:12 PM PDT,386.5,5
2026-09-11,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies @ Atlanta Braves,04:15 PM,07:15 PM EDT,Truist Park,1000,OPEN,OPEN-AIR PARK,Overcast,3,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,83.9,66.3,🔴 5.4 mph In from CF,4.8,S,-3.4,-5.4,-5.2,-1.6,,FORECAST MODEL,33.8,54.4,B,Density 80 | Wind 37 | Temp 60 | Altitude 69 | Confidence 83%,3,2,1.3,82.7,🟨 Neutral,-4.2,-4,0.0,100.0,0.0,0.0,66.9,77.8,96.1,-8.3,STABLE,18.6,1st-3rd: IN FROM RF -4.8 mph | 4th-5th: IN FROM RF -4.3 mph | 6th-7th: IN FROM RF -3.4 mph | 8th-9th: IN FROM RF -3.3 mph,32.4,1.4,1.1257,2574.0,980.6,71.1,81.1,74.2,MODEL_VERTICAL_PROFILE,0.136,4.3,5.3,5.9,6.5,6.9,-3.3,-4.2,-4.6,-5.2,-5.5,5.3,-4.2,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-4.7,81.1,33.8,0.3,30,MODERATE,36.5,LOW,14.7,2026-09-10 07:48:23 PM PDT,311.6,5
2026-09-11,Cincinnati Reds,Milwaukee Brewers,Cincinnati Reds @ Milwaukee Brewers,04:45 PM,06:45 PM CDT,American Family Field,635,OPEN,PROJECTED: FAVORABLE,Clear,0,OPEN-METEO MODEL CONSENSUS,GOOD DATA,,0,71.4,59.0,🔴 5.2 mph In from CF,4.7,SE,-3.2,-5.2,-5.0,-1.7,,FORECAST MODEL,0.0,50.4,B,Density 68 | Wind 39 | Temp 47 | Altitude 61 | Confidence 94%,0,0,0.1,93.8,🟨 Neutral,-3.7,-3,0.0,100.0,0.0,0.0,50.8,96.7,97.7,-7.4,STABLE,19.4,1st-3rd: IN FROM RF -4.6 mph | 4th-5th: IN FROM RF -3.5 mph | 6th-7th: IN FROM RF -2.9 mph | 8th-9th: IN FROM RF -2.7 mph,2.8,0.4,1.1639,1549.0,987.2,56.7,69.0,65.9,MODEL_VERTICAL_PROFILE,0.147,4.3,5.5,6.0,6.7,7.1,-2.8,-3.7,-4.2,-4.8,-5.2,5.5,-3.7,FIRST RUN,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-4.3,69.0,0.0,-0.48,28,LOW,0.0,LOW,8.6,2026-09-10 07:48:34 PM PDT,14.7,5
