Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-08-16,824236,2026-08-16T17:40:00Z,Scheduled,Comerica Park,Chicago White Sox @ Detroit Tigers,Home,680664,Eduardo Valencia,Detroit Tigers,Chicago White Sox,C,R,No,,18,54,52,21,6,0,6,12,17,1,1,14,0.404,0.426,0.865,1.291,7,22,21,7,2,0.333,0.0909,13,41,40,16,4,0.4,0.0976,67,51,16.8,33.0,47.9,17.6,34.5,16.2,31.4,59.0,45.9,15.2,9.3,15.2,41.2,85.1,12.7,0.812,70.9,97.7,112.4,27.3,20.4,9.5,55.3,65.6,Above Average,3.5,Pull Power,A,Excellent HR swing plane,65.6,Above Average,1.044,Good,17.6,62.5,97.9,0.785,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.16,3.16,Positive regression,Above Average Pull Power profile. 16.8% barrel rate; 85.1 mph average exit velocity; 31.4% air-ball rate; 59.0% pull-air rate; 15.2% HR-launch rate.,0.1111,0.0566,4.25,0,0,8.7,0.0,0.0,Very recent HR,680732,Sean Burke,R,RHB vs RHP,24,20,135.2,2.99,1.08,15,1.0,10.08,2.59,732,4.8,22.7,14.5,50.0,34.2,83.2,94.4,113.4,0.532,15,88.4,79.3,0.859,16.2,4-Seam Fastball,R,RHB vs RHP,46.8,28,0.423,0.464,0.769,1.234,2,1,4,0.0714,17.6,0.724,224,0.0223,4.0,0.496,0,0,0,0/0,,,,,0,0,0,62.0,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,476,4-Seam Fastball,36.76470588235294,175,Slider,21.84873949579832,104,Knuckle Curve,18.69747899159664,89,Sinker,12.394957983193278,59,Cutter,9.243697478991596,44.0,Changeup,1.050420168067227,5.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.077,0.973,70.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,46.8,38.1,88.4,84.5,50.0,45.0,63.6,10.79,1.264,0.984,0.985,1.08,1.044,1.127,0.98,21.92,19.39,59.1,45.3,C-,Small season sample; Lineup unconfirmed,,,
2,2026-08-16,824236,2026-08-16T17:40:00Z,Scheduled,Comerica Park,Chicago White Sox @ Detroit Tigers,Away,808959,Munetaka Murakami,Chicago White Sox,Detroit Tigers,1B,L,No,,87,378,310,73,13,0,27,63,55,65,2,126,0.235,0.37,0.539,0.909,11,47,39,7,3,0.179,0.0638,26,114,95,23,7,0.242,0.0614,344,97,12.8,36.8,49.5,26.0,23.1,22.3,33.4,46.0,31.9,8.4,4.7,8.4,59.7,86.5,19.4,0.863,72.3,99.8,113.9,41.7,15.6,11.0,44.1,56.0,Average,3.0,Pull Power,A,Excellent HR swing plane,56.0,Average,1.017,Good,13.4,47.4,99.2,0.869,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,35.49,8.49,Strong positive regression,Average Pull Power profile. 12.8% barrel rate; 86.5 mph average exit velocity; 33.4% air-ball rate; 46.0% pull-air rate; 8.4% HR-launch rate.,0.0714,0.0619,4.23,4,1,11.5,0.35,34.8,Very recent HR,623454,Drew Anderson,R,LHB vs RHP,42,4,71.1,3.91,1.3,10,1.26,10.35,3.41,374,4.5,24.3,12.6,36.9,31.6,83.4,95.0,115.3,0.51,10,84.8,99.8,0.962,14.4,4-Seam Fastball,L,LHB vs RHP,62.1,253,0.256,0.391,0.614,1.005,22,44,79,0.087,15.0,0.919,155,0.0258,3.7,0.437,0,0,0,0/0,,,,,0,0,0,67.7,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,186,4-Seam Fastball,42.473118279569896,79,Changeup,28.49462365591398,53,Curveball,24.731182795698924,46,Slider,2.6881720430107525,5,Sinker,1.6129032258064515,3.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.07,0.97,68.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,62.1,28.4,84.8,73.3,50.0,45.0,58.7,8.2,1.005,1.026,1.025,1.03,1.017,1.047,0.98,23.69,16.36,85.0,42.0,C-,Lineup unconfirmed,,,
3,2026-08-16,823670,2026-08-16T18:10:00Z,Scheduled,Target Field,Philadelphia Phillies @ Minnesota Twins,Away,656941,Kyle Schwarber,Philadelphia Phillies,Minnesota Twins,DH,L,No,,118,526,437,108,14,1,37,71,72,79,6,179,0.247,0.368,0.538,0.906,12,56,44,11,4,0.25,0.0714,24,108,83,18,5,0.217,0.0463,577,101,9.6,31.3,63.1,17.2,19.4,14.5,27.6,59.7,30.7,9.1,6.4,9.1,61.3,85.7,19.5,0.813,74.4,98.1,113.1,66.0,15.6,15.5,62.7,55.9,Average,3.0,Pull Power,A,Excellent HR swing plane,55.9,Average,1.017,Good,7.9,60.7,96.7,0.732,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,49.48,12.48,Strong positive regression,Average Pull Power profile. 9.6% barrel rate; 85.7 mph average exit velocity; 27.6% air-ball rate; 59.7% pull-air rate; 9.1% HR-launch rate.,0.0703,0.0632,4.23,5,1,11.8,0.42,42.3,Recently homered,665152,Dean Kremer,R,LHB vs RHP,9,9,48.0,5.25,1.17,12,2.25,8.81,2.63,251,5.2,21.9,19.9,55.1,30.7,80.7,92.8,108.6,0.604,12,68.7,99.7,0.791,9.3,Split-Finger,L,LHB vs RHP,68.3,332,0.23,0.353,0.529,0.883,25,52,120,0.0753,11.6,0.858,117,0.0598,5.3,0.58,3,1,0,0/1,0.0,0.333,0.0,0.333,0,1,0,63.3,Slight Hitter Advantage,Above average,42.5,5,Pitch-level Statcast · last 5 MLB games,427,4-Seam Fastball,27.40046838407494,117,Split-Finger,22.716627634660423,97,Cutter,20.843091334894613,89,Sinker,13.817330210772834,59,Curveball,13.583138173302109,58.0,Slider,1.639344262295082,7.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.037,0.977,68.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,68.3,40.3,68.7,60.5,50.0,45.0,58.3,8.04,0.98,1.126,1.025,1.03,1.017,1.047,1.0,24.14,17.2,85.0,43.3,C-,Lineup unconfirmed,,,
4,2026-08-16,824477,2026-08-16T17:40:00Z,Scheduled,Great American Ball Park,Miami Marlins @ Cincinnati Reds,Away,665052,Griffin Conine,Miami Marlins,Cincinnati Reds,RF,L,No,,57,185,161,44,6,0,13,26,28,21,3,56,0.273,0.368,0.553,0.921,11,42,35,10,3,0.286,0.0714,26,92,80,22,7,0.275,0.0761,195,91,10.2,33.6,49.3,29.6,21.1,14.8,28.5,49.5,34.3,10.9,7.1,10.9,69.0,86.1,16.7,0.874,72.1,98.9,115.0,42.9,13.6,11.6,44.8,56.7,Average,3.5,Pull Power,A,Excellent HR swing plane,56.7,Average,1.019,Good,11.0,41.4,99.5,0.923,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,17.46,4.46,Strong positive regression,Average Pull Power profile. 10.2% barrel rate; 86.1 mph average exit velocity; 28.5% air-ball rate; 49.5% pull-air rate; 10.9% HR-launch rate.,0.0703,0.0552,4.23,9,3,12.4,0.73,72.7,Recently homered,666157,Nick Lodolo,L,LHB vs LHP,13,13,66.2,4.86,1.46,12,1.62,7.43,3.65,382,6.3,24.9,13.4,36.4,32.5,83.4,96.0,115.9,0.613,12,70.4,100.0,0.825,8.5,4-Seam Fastball,L,LHB vs LHP,36.2,28,0.192,0.25,0.192,0.442,0,1,8,0.0,2.9,0.554,77,0.013,1.1,0.528,0,0,0,0/0,,,,,0,0,0,50.9,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,416,4-Seam Fastball,28.60576923076923,119,Sinker,26.682692307692307,111,Changeup,22.35576923076923,93,Curveball,22.35576923076923,93,,,,,,,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.041,0.988,60.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.2,39.5,70.4,63.1,71.6,45.0,57.4,7.67,1.133,1.079,0.985,1.03,1.019,1.049,1.0,21.36,17.64,72.6,42.4,C-,Lineup unconfirmed,,,
5,2026-08-16,823912,2026-08-16T20:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,Milwaukee Brewers @ Los Angeles Dodgers,Home,660271,Shohei Ohtani,Los Angeles Dodgers,Milwaukee Brewers,TWP,L,No,,118,521,439,127,24,3,27,77,75,70,5,121,0.289,0.389,0.542,0.931,12,51,48,13,3,0.271,0.0588,25,111,100,29,5,0.29,0.045,573,118,9.5,32.6,56.4,15.8,26.3,17.7,32.5,45.5,36.0,9.5,4.8,9.5,47.8,85.8,17.4,0.784,72.8,98.9,116.0,43.0,17.0,13.7,47.6,53.8,Average,3.0,Pull Power,A,Excellent HR swing plane,53.8,Average,1.011,Good,8.5,43.9,99.2,0.767,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,47.16,20.16,Strong positive regression,Average Pull Power profile. 9.5% barrel rate; 85.8 mph average exit velocity; 32.5% air-ball rate; 45.5% pull-air rate; 9.5% HR-launch rate.,0.0518,0.0481,4.25,11,3,16.3,0.68,67.7,Recently homered,701656,Logan Henderson,R,LHB vs RHP,11,11,56.1,2.88,0.91,9,1.44,11.02,1.76,302,5.3,20.5,12.6,49.3,29.8,80.8,93.0,111.1,0.504,9,77.1,100.0,0.85,10.6,4-Seam Fastball,L,LHB vs RHP,53.1,343,0.286,0.406,0.514,0.921,15,57,77,0.0437,10.0,0.784,146,0.0411,5.7,0.531,3,2,1,1/2,0.5,0.667,0.5,1.167,0,1,1,61.7,Slight Hitter Advantage,Above average,53.8,5,Pitch-level Statcast · last 5 MLB games,420,4-Seam Fastball,49.285714285714285,207,Changeup,31.904761904761905,134,Cutter,16.904761904761905,71,Sweeper,1.9047619047619047,8,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.054,0.978,63.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,53.1,37.2,77.1,59.2,50.0,45.0,57.1,7.53,1.038,1.044,1.025,1.03,1.011,1.041,1.0,18.91,14.12,85.0,38.7,D+,Lineup unconfirmed,,,
6,2026-08-16,824477,2026-08-16T17:40:00Z,Scheduled,Great American Ball Park,Miami Marlins @ Cincinnati Reds,Away,681715,Heriberto Hernández,Miami Marlins,Cincinnati Reds,LF,R,No,,92,333,300,69,13,1,17,33,49,31,1,93,0.23,0.303,0.45,0.753,10,41,37,8,1,0.216,0.0244,24,101,93,20,4,0.215,0.0396,355,103,8.9,31.0,47.6,31.0,21.4,15.6,26.0,54.9,27.0,10.9,5.4,10.9,50.8,85.4,14.9,0.68,72.2,97.5,110.9,45.3,14.5,9.6,62.1,49.1,Average,3.0,Pull Power,A,Excellent HR swing plane,49.1,Average,0.997,Good,9.7,65.0,97.1,0.67,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,28.89,11.89,Strong positive regression,Average Pull Power profile. 8.9% barrel rate; 85.4 mph average exit velocity; 26.0% air-ball rate; 54.9% pull-air rate; 10.9% HR-launch rate.,0.0511,0.046,4.05,7,2,17.6,0.4,39.7,Recently homered,666157,Nick Lodolo,L,RHB vs LHP,13,13,66.2,4.86,1.46,12,1.62,7.43,3.65,382,6.3,24.9,13.4,36.4,32.5,83.4,96.0,115.9,0.613,12,55.3,100.0,0.692,7.6,4-Seam Fastball,R,RHB vs LHP,68.3,112,0.242,0.321,0.566,0.887,9,11,27,0.0804,9.1,0.776,222,0.0495,7.8,0.644,2,2,1,1/2,0.5,0.5,0.5,1.0,0,0,0,60.3,Slight Hitter Advantage,Above average,50.9,5,Pitch-level Statcast · last 5 MLB games,416,4-Seam Fastball,28.60576923076923,119,Sinker,26.682692307692307,111,Changeup,22.35576923076923,93,Curveball,22.35576923076923,93,,,,,,,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.011,0.988,65.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,68.3,39.5,55.3,65.2,71.6,45.0,56.6,7.37,0.872,1.079,1.025,1.0,0.997,0.997,1.0,17.37,12.41,83.8,33.1,D,Lineup unconfirmed,,,
7,2026-08-16,824156,2026-08-16T23:20:00Z,Scheduled,Daikin Park,Seattle Mariners @ Houston Astros,Home,670541,Yordan Alvarez,Houston Astros,Seattle Mariners,DH,L,No,,122,539,442,142,25,0,36,82,88,86,7,91,0.321,0.436,0.622,1.058,11,50,39,9,1,0.231,0.02,25,114,90,29,5,0.322,0.0439,662,119,9.4,33.0,51.3,16.3,32.0,19.8,35.0,47.0,32.6,8.5,5.5,8.5,53.0,86.6,23.9,0.817,74.8,99.1,118.5,56.5,17.4,18.5,42.2,56.7,Average,3.5,Pull Power,A-,Elevated power plane,56.7,Average,1.019,Good,8.4,50.0,99.6,0.726,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,54.31,18.31,Strong positive regression,Average Pull Power profile. 9.4% barrel rate; 86.6 mph average exit velocity; 35.0% air-ball rate; 47.0% pull-air rate; 8.5% HR-launch rate.,0.0668,0.0605,4.25,3,1,12.3,0.24,24.4,Very recent HR,693433,Bryan Woo,R,LHB vs RHP,23,23,132.1,4.15,1.1,13,0.88,8.98,1.9,760,3.7,25.8,14.3,36.4,30.3,83.8,95.0,114.3,0.522,13,76.0,99.9,0.894,10.0,4-Seam Fastball,L,LHB vs RHP,56.8,392,0.349,0.474,0.679,1.154,27,72,67,0.0689,10.4,0.894,322,0.028,3.9,0.549,5,4,2,2/4,0.5,0.6,1.25,1.85,1,1,2,64.6,Slight Hitter Advantage,Above average,62.5,5,Pitch-level Statcast · last 5 MLB games,467,4-Seam Fastball,44.96788008565311,210,Sinker,20.556745182012847,96,Slider,16.916488222698074,79,Curveball,6.638115631691649,31,Changeup,6.423982869379015,30.0,Sweeper,4.496788008565311,21.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.052,0.962,66.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.8,26.4,76.0,65.6,50.0,45.0,55.6,7.01,0.808,0.965,1.025,1.08,1.019,1.1,0.98,23.28,13.1,85.0,38.9,D+,Lineup unconfirmed,,,
8,2026-08-16,823991,2026-08-16T20:07:00Z,Scheduled,Angel Stadium,Kansas City Royals @ Los Angeles Angels,Home,642350,Jose Siri,Los Angeles Angels,Kansas City Royals,CF,R,No,,70,149,135,36,8,0,7,25,23,9,2,47,0.267,0.32,0.481,0.801,12,28,27,8,2,0.296,0.0714,25,52,48,13,2,0.271,0.0385,179,62,7.5,27.2,47.3,28.6,23.4,16.2,26.1,51.5,25.9,7.0,5.9,7.0,49.0,82.1,17.3,0.719,71.2,95.2,111.5,39.6,12.1,9.9,49.7,43.1,Below Average,2.5,Pull Power,A,Excellent HR swing plane,43.1,Below Average,0.981,Good,8.1,56.2,95.6,0.765,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,11.36,4.36,Strong positive regression,Below Average Pull Power profile. 7.5% barrel rate; 82.1 mph average exit velocity; 26.1% air-ball rate; 51.5% pull-air rate; 7.0% HR-launch rate.,0.047,0.0403,4.09,14,6,19.3,0.73,72.6,Recently homered,702070,Noah Cameron,L,RHB vs LHP,23,22,129.1,4.45,1.29,14,0.97,8.21,2.92,705,5.4,25.5,13.6,45.9,31.9,82.6,95.5,115.9,0.556,14,76.2,99.9,0.887,10.1,4-Seam Fastball,R,RHB vs LHP,52.3,72,0.212,0.278,0.485,0.763,5,5,28,0.0694,8.7,0.887,413,0.0242,4.5,0.538,0,0,0,0/0,,,,,0,0,0,60.2,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,491,Cutter,22.810590631364562,112,Changeup,21.9959266802444,108,4-Seam Fastball,19.75560081466395,97,Curveball,16.90427698574338,83,Slider,15.478615071283096,76.0,Sinker,3.054989816700611,15.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.052,0.979,58.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,52.3,39.9,76.2,58.6,50.0,45.0,55.6,7.01,1.162,0.979,1.025,1.0,0.981,0.981,1.0,15.48,11.97,66.8,30.8,D,Lineup unconfirmed,,,
9,2026-08-16,824880,2026-08-16T17:35:00Z,Scheduled,Truist Park,Arizona Diamondbacks @ Atlanta Braves,Home,621566,Matt Olson,Atlanta Braves,Arizona Diamondbacks,1B,L,No,,123,537,478,126,30,0,35,87,74,53,3,135,0.264,0.339,0.546,0.885,11,46,42,10,4,0.238,0.087,27,116,104,25,9,0.24,0.0776,740,149,9.1,28.2,49.4,25.3,25.1,15.8,25.1,47.2,32.4,9.3,6.1,9.3,56.5,84.7,22.0,0.742,72.6,97.2,111.7,44.3,14.0,13.7,45.7,49.2,Average,3.0,Pull Power,A-,Elevated power plane,49.2,Average,0.998,Good,10.1,44.4,95.8,0.778,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,57.96,22.96,Strong positive regression,Average Pull Power profile. 9.1% barrel rate; 84.7 mph average exit velocity; 25.1% air-ball rate; 47.2% pull-air rate; 9.3% HR-launch rate.,0.0652,0.0591,4.09,12,3,13.7,0.88,87.9,Near normal interval,647336,Michael Soroka,R,LHB vs RHP,16,16,86.1,2.92,1.1,6,0.63,8.65,2.08,499,5.4,20.0,13.8,45.7,32.3,81.3,93.1,115.5,0.554,6,69.3,100.0,0.807,8.8,Slurve,L,LHB vs RHP,56.4,309,0.263,0.35,0.57,0.92,22,36,77,0.0712,9.8,0.786,215,0.0186,4.4,0.601,5,4,1,1/4,0.25,0.4,0.5,0.9,0,1,1,59.6,Slight Hitter Advantage,Above average,49.6,5,Pitch-level Statcast · last 5 MLB games,379,Slurve,32.71767810026385,124,4-Seam Fastball,31.662269129287598,120,Changeup,16.094986807387862,61,Cutter,9.49868073878628,36,Sinker,8.443271767810026,32.0,Sweeper,1.5831134564643798,6.0,Unknown,,Unknown,,No,103.0,1.03,1.0,55.4,1.039,0.979,61.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.4,36.9,69.3,56.4,55.4,45.0,54.8,6.75,1.16,0.925,1.025,1.03,0.998,1.028,1.0,22.06,15.26,85.0,40.4,D+,Lineup unconfirmed,,,
10,2026-08-16,823912,2026-08-16T20:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,Milwaukee Brewers @ Los Angeles Dodgers,Home,571970,Max Muncy,Los Angeles Dodgers,Milwaukee Brewers,3B,L,No,,114,427,374,93,18,1,23,63,59,49,4,110,0.249,0.342,0.487,0.829,11,37,33,6,2,0.182,0.0541,24,87,78,16,5,0.205,0.0575,515,102,9.8,28.4,66.4,16.2,17.4,15.9,25.1,65.2,27.8,11.2,6.7,11.2,47.1,84.0,18.8,0.646,69.4,96.4,110.7,15.0,15.3,3.3,45.5,43.2,Below Average,2.5,Pull Power,A,Excellent HR swing plane,43.2,Below Average,0.981,Good,10.8,72.7,96.5,0.611,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,45.22,22.22,Strong positive regression,Below Average Pull Power profile. 9.8% barrel rate; 84.0 mph average exit velocity; 25.1% air-ball rate; 65.2% pull-air rate; 11.2% HR-launch rate.,0.0539,0.0491,4.09,6,2,16.3,0.37,36.9,Recently homered,701656,Logan Henderson,R,LHB vs RHP,11,11,56.1,2.88,0.91,9,1.44,11.02,1.76,302,5.3,20.5,12.6,49.3,29.8,80.8,93.0,111.1,0.504,9,61.9,100.0,0.712,9.9,4-Seam Fastball,L,LHB vs RHP,51.6,324,0.249,0.349,0.484,0.833,17,41,80,0.0525,9.7,0.677,146,0.0411,5.7,0.531,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,53.9,Neutral Matchup,Average,45.0,5,Pitch-level Statcast · last 5 MLB games,420,4-Seam Fastball,49.285714285714285,207,Changeup,31.904761904761905,134,Cutter,16.904761904761905,71,Sweeper,1.9047619047619047,8,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.024,0.978,60.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,51.6,37.2,61.9,66.4,50.0,45.0,53.7,6.42,1.053,1.044,1.025,1.0,0.981,0.981,1.0,18.6,12.72,84.0,34.8,D,Lineup unconfirmed,,,
