Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-09-16,825031,2026-09-17T01:40:00Z,Scheduled,Chase Field,Miami Marlins @ Arizona Diamondbacks,Away,665052,Griffin Conine,Miami Marlins,Arizona Diamondbacks,RF,L,No,,84,286,248,65,8,0,16,41,38,33,5,85,0.262,0.36,0.488,0.848,12,48,43,13,2,0.302,0.0417,25,96,83,20,3,0.241,0.0312,300,95,7.6,27.8,54.1,24.3,21.6,12.7,26.4,56.5,33.2,8.2,4.4,8.2,50.7,84.3,19.1,0.675,72.1,96.8,114.7,39.1,12.5,8.9,51.8,46.1,Below Average,3.0,Pull Power,A,Excellent HR swing plane,46.1,Below Average,0.989,Good,6.3,58.3,95.2,0.561,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,20.82,4.82,Strong positive regression,Below Average Pull Power profile. 7.6% barrel rate; 84.3 mph average exit velocity; 26.4% air-ball rate; 56.5% pull-air rate; 8.2% HR-launch rate.,0.0559,0.0489,4.15,0,0,15.5,0.0,0.0,Very recent HR,518876,Merrill Kelly,R,LHB vs RHP,27,27,152.0,4.97,1.46,27,1.6,6.04,3.97,883,7.4,27.7,14.7,47.9,30.5,83.5,96.4,114.6,0.633,27,60.2,99.6,0.742,7.5,Changeup,L,LHB vs RHP,63.5,226,0.267,0.381,0.524,0.904,14,31,67,0.0619,9.4,0.776,400,0.045,7.9,0.663,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,58.7,Slight Hitter Advantage,Above average,45.0,5,Pitch-level Statcast · last 5 MLB games,459,4-Seam Fastball,31.59041394335512,145,Changeup,29.41176470588235,135,Slider,10.239651416122005,47,Curveball,9.803921568627452,45,Sinker,9.586056644880175,44.0,Cutter,8.932461873638344,41.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.02,0.999,65.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,63.5,52.4,60.2,54.0,50.0,45.0,58.5,8.13,0.903,1.08,1.025,1.0,0.989,0.989,0.98,18.77,12.82,80.1,34.7,D,Lineup unconfirmed,Pitch Out,0.4357298474945534,2.0
2,2026-09-16,825031,2026-09-17T01:40:00Z,Scheduled,Chase Field,Miami Marlins @ Arizona Diamondbacks,Away,681715,Heriberto Hernández,Miami Marlins,Arizona Diamondbacks,LF,R,No,,120,460,408,92,16,1,24,47,63,47,4,124,0.225,0.311,0.446,0.757,12,56,50,9,2,0.18,0.0357,26,117,101,22,6,0.218,0.0513,497,128,9.4,30.3,53.5,30.0,16.5,18.1,28.4,60.7,28.1,10.2,7.2,10.2,50.8,85.4,15.7,0.692,71.8,97.8,113.3,39.7,14.3,11.2,61.5,51.4,Average,3.0,Pull Power,A,Excellent HR swing plane,51.4,Average,1.004,Good,10.2,71.4,97.9,0.696,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,42.48,18.48,Strong positive regression,Average Pull Power profile. 9.4% barrel rate; 85.4 mph average exit velocity; 28.4% air-ball rate; 60.7% pull-air rate; 10.2% HR-launch rate.,0.0522,0.048,4.05,34,8,17.0,2.0,200.0,Very long drought,518876,Merrill Kelly,R,RHB vs RHP,27,27,152.0,4.97,1.46,27,1.6,6.04,3.97,883,7.4,27.7,14.7,47.9,30.5,83.5,96.4,114.6,0.633,27,57.0,99.6,0.685,8.8,Changeup,R,RHB vs RHP,47.9,300,0.221,0.307,0.416,0.722,14,31,90,0.0467,8.1,0.637,263,0.0342,6.5,0.585,4,4,1,1/4,0.25,0.25,0.25,0.5,0,0,3,49.7,Neutral Matchup,Average,41.1,5,Pitch-level Statcast · last 5 MLB games,459,4-Seam Fastball,31.59041394335512,145,Changeup,29.41176470588235,135,Slider,10.239651416122005,47,Curveball,9.803921568627452,45,Sinker,9.586056644880175,44.0,Cutter,8.932461873638344,41.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.014,0.999,61.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,47.9,52.4,57.0,68.0,50.0,45.0,57.7,7.79,0.956,1.08,0.985,1.0,1.004,1.004,1.06,18.06,13.13,85.0,40.2,D+,Lineup unconfirmed,Pitch Out,0.4357298474945534,2.0
3,2026-09-16,825031,2026-09-17T01:40:00Z,Scheduled,Chase Field,Miami Marlins @ Arizona Diamondbacks,Away,669065,Kyle Stowers,Miami Marlins,Arizona Diamondbacks,1B,L,No,,114,482,422,101,26,4,19,53,61,48,9,156,0.239,0.328,0.455,0.783,11,49,41,7,1,0.171,0.0204,20,83,71,16,3,0.225,0.0361,559,91,8.2,32.7,61.9,18.2,19.9,15.7,25.8,61.3,27.8,7.1,4.6,7.1,41.8,85.2,20.8,0.689,73.0,98.0,112.9,49.1,13.2,13.1,49.9,48.8,Average,3.0,Pull Power,A-,Elevated power plane,48.8,Average,0.997,Good,9.9,71.4,98.3,0.705,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,41.47,22.47,Strong positive regression,Average Pull Power profile. 8.2% barrel rate; 85.2 mph average exit velocity; 25.8% air-ball rate; 61.3% pull-air rate; 7.1% HR-launch rate.,0.0394,0.0379,4.05,34,9,22.2,1.53,153.1,Above normal drought,518876,Merrill Kelly,R,LHB vs RHP,27,27,152.0,4.97,1.46,27,1.6,6.04,3.97,883,7.4,27.7,14.7,47.9,30.5,83.5,96.4,114.6,0.633,27,54.2,99.6,0.684,7.4,Changeup,L,LHB vs RHP,56.4,370,0.251,0.341,0.486,0.828,17,37,122,0.0459,8.2,0.728,400,0.045,7.9,0.663,5,5,2,2/5,0.4,0.4,1.2,1.6,1,0,1,56.9,Neutral Matchup,Average,62.5,5,Pitch-level Statcast · last 5 MLB games,459,4-Seam Fastball,31.59041394335512,145,Changeup,29.41176470588235,135,Slider,10.239651416122005,47,Curveball,9.803921568627452,45,Sinker,9.586056644880175,44.0,Cutter,8.932461873638344,41.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.008,0.999,63.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.4,52.4,54.2,68.2,50.0,45.0,57.7,7.77,0.89,1.08,1.025,1.0,0.997,0.997,1.035,14.5,10.94,83.6,34.8,D,Lineup unconfirmed,Pitch Out,0.4357298474945534,2.0
4,2026-09-16,823655,2026-09-16T17:40:00Z,Scheduled,Target Field,New York Yankees @ Minnesota Twins,Away,592450,Aaron Judge,New York Yankees,Minnesota Twins,RF,R,No,,65,283,235,57,10,0,18,45,41,43,2,83,0.243,0.363,0.515,0.878,6,22,21,4,1,0.19,0.0455,6,22,21,4,1,0.19,0.0455,326,26,8.3,28.0,47.6,25.2,27.2,15.4,26.3,48.0,25.1,8.3,3.9,8.3,68.2,85.2,21.7,0.838,74.5,96.6,112.6,57.2,11.8,12.4,49.5,47.2,Below Average,3.0,Pull Power,A-,Elevated power plane,47.2,Below Average,0.992,Good,3.8,57.1,93.0,0.727,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,23.72,5.72,Strong positive regression,Below Average Pull Power profile. 8.3% barrel rate; 85.2 mph average exit velocity; 26.3% air-ball rate; 48.0% pull-air rate; 8.3% HR-launch rate.,0.0636,0.0542,4.15,0,0,13.1,0.0,0.0,Very recent HR,805673,Zebby Matthews,R,RHB vs RHP,21,21,119.1,4.98,1.27,23,1.73,7.47,2.79,671,6.6,27.0,14.8,47.8,30.7,85.0,96.4,112.8,0.56,23,76.1,100.0,0.87,10.0,4-Seam Fastball,R,RHB vs RHP,58.6,202,0.243,0.345,0.503,0.848,12,25,61,0.0594,10.4,0.894,213,0.0469,5.5,0.515,6,4,1,1/4,0.25,0.333,0.25,0.583,0,1,2,60.8,Slight Hitter Advantage,Above average,39.3,5,Pitch-level Statcast · last 5 MLB games,440,4-Seam Fastball,32.27272727272727,142,Slider,24.09090909090909,106,Cutter,16.59090909090909,73,Changeup,12.727272727272727,56,Curveball,7.5,33.0,Sinker,6.818181818181818,30.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.052,0.991,60.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,58.6,46.9,76.1,44.1,50.0,45.0,57.0,7.52,0.965,1.101,0.985,1.0,0.992,0.992,0.98,20.64,13.93,74.0,36.1,D+,Lineup unconfirmed,,,
5,2026-09-16,823979,2026-09-17T01:38:00Z,Scheduled,Angel Stadium,Seattle Mariners @ Los Angeles Angels,Away,663728,Cal Raleigh,Seattle Mariners,Los Angeles Angels,C,S,No,,117,490,419,75,13,0,22,46,63,65,3,153,0.179,0.292,0.368,0.66,12,53,46,11,2,0.239,0.0377,26,106,89,23,9,0.258,0.0849,661,128,10.5,27.6,58.6,20.4,21.0,18.1,25.8,60.2,30.3,8.9,3.9,8.9,42.8,85.7,25.4,0.711,72.8,97.2,116.5,46.0,12.5,12.6,45.7,51.0,Average,3.0,Pull Power,A-,Elevated power plane,51.0,Average,1.003,Good,12.5,66.7,98.3,0.859,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,60.08,38.08,Strong positive regression,Average Pull Power profile. 10.5% barrel rate; 85.7 mph average exit velocity; 25.8% air-ball rate; 60.2% pull-air rate; 8.9% HR-launch rate.,0.0449,0.0424,4.05,4,1,19.0,0.21,21.0,Very recent HR,579328,Yusei Kikuchi,L,Switch vs LHP,11,11,53.0,4.75,1.49,7,1.19,9.17,3.91,306,5.6,28.4,12.1,50.6,34.0,84.8,96.9,116.2,0.589,7,50.5,100.0,0.603,9.6,4-Seam Fastball,R,RHB vs LHP,44.8,177,0.159,0.271,0.318,0.589,8,23,62,0.0452,7.5,0.58,178,0.0337,5.5,0.615,11,10,3,3/10,0.3,0.364,0.4,0.764,0,1,2,46.1,Neutral Matchup,Average,41.0,5,Pitch-level Statcast · last 5 MLB games,393,4-Seam Fastball,50.38167938931298,198,Slider,26.717557251908396,105,Curveball,12.213740458015268,48,Split-Finger,10.687022900763358,42,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.001,0.981,64.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,44.8,46.0,50.5,73.8,50.0,45.0,56.3,7.23,1.129,1.011,1.035,1.0,1.003,1.003,0.98,16.08,12.15,85.0,31.5,D,Lineup unconfirmed,,,
6,2026-09-16,824626,2026-09-16T23:40:00Z,Scheduled,Wrigley Field,Atlanta Braves @ Chicago Cubs,Home,691718,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,CF,L,No,,152,682,588,164,29,7,42,112,102,77,12,177,0.279,0.372,0.566,0.938,12,55,49,13,4,0.265,0.0727,26,121,108,29,12,0.269,0.0992,893,159,8.3,31.2,57.4,24.2,17.8,15.7,27.4,65.3,30.1,8.7,6.6,8.7,67.9,84.6,23.8,0.782,72.9,97.8,114.2,51.3,13.1,14.8,49.9,52.9,Average,3.0,Pull Power,A-,Elevated power plane,52.9,Average,1.008,Good,8.8,71.7,98.8,0.881,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,68.46,26.46,Strong positive regression,Average Pull Power profile. 8.3% barrel rate; 84.6 mph average exit velocity; 27.4% air-ball rate; 65.3% pull-air rate; 8.7% HR-launch rate.,0.0616,0.0572,4.17,5,1,14.0,0.36,35.7,Recently homered,702275,JR Ritchie,R,LHB vs RHP,14,8,58.0,4.5,1.43,9,1.4,8.22,5.59,294,5.4,26.2,16.3,49.4,23.8,82.6,95.2,111.9,0.543,9,59.1,99.6,0.746,6.7,Curveball,L,LHB vs RHP,58.1,462,0.276,0.367,0.588,0.955,31,54,115,0.0671,9.3,0.79,158,0.038,4.9,0.561,2,1,0,0/1,0.0,0.5,0.0,0.5,0,1,0,55.9,Neutral Matchup,Average,45.5,5,Pitch-level Statcast · last 5 MLB games,267,Curveball,32.95880149812734,88,Sinker,25.093632958801496,67,Changeup,15.730337078651685,42,4-Seam Fastball,15.355805243445692,41,Cutter,10.486891385767791,28.0,Slider,0.37453183520599254,1.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.018,0.979,65.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,58.1,41.6,59.1,66.6,50.0,45.0,56.2,7.21,1.192,1.04,1.025,1.03,1.008,1.038,1.0,21.76,16.49,85.0,42.6,C-,Lineup unconfirmed,,,
7,2026-09-16,823655,2026-09-16T17:40:00Z,Scheduled,Target Field,New York Yankees @ Minnesota Twins,Away,671277,Luis García Jr.,New York Yankees,Minnesota Twins,1B,L,No,,140,515,490,140,26,5,30,66,91,23,0,88,0.286,0.317,0.543,0.86,10,37,37,11,2,0.297,0.0541,25,95,91,29,6,0.319,0.0632,731,124,8.5,30.8,58.9,19.2,21.4,13.8,27.6,52.3,26.5,7.9,4.8,7.9,51.7,85.0,14.2,0.654,73.1,97.4,114.1,44.0,15.9,14.1,62.2,49.2,Average,3.0,Pull Power,A,Excellent HR swing plane,49.2,Average,0.998,Good,9.7,55.6,97.7,0.721,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,54.15,24.15,Strong positive regression,Average Pull Power profile. 8.5% barrel rate; 85.0 mph average exit velocity; 27.6% air-ball rate; 52.3% pull-air rate; 7.9% HR-launch rate.,0.0583,0.0533,4.15,16,4,16.3,0.98,98.0,Near normal interval,805673,Zebby Matthews,R,LHB vs RHP,21,21,119.1,4.98,1.27,23,1.73,7.47,2.79,671,6.6,27.0,14.8,47.8,30.7,85.0,96.4,112.8,0.56,23,52.1,100.0,0.645,8.3,4-Seam Fastball,L,LHB vs RHP,56.2,428,0.295,0.325,0.58,0.905,27,19,72,0.0631,8.3,0.654,288,0.0451,7.3,0.595,2,2,1,1/2,0.5,0.5,1.0,1.5,0,0,0,54.0,Neutral Matchup,Average,52.5,5,Pitch-level Statcast · last 5 MLB games,440,4-Seam Fastball,32.27272727272727,142,Slider,24.09090909090909,106,Cutter,16.59090909090909,73,Changeup,12.727272727272727,56,Curveball,7.5,33.0,Sinker,6.818181818181818,30.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.004,0.991,63.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.2,46.9,52.1,66.5,50.0,45.0,55.7,7.04,1.036,1.101,1.025,1.03,0.998,1.028,1.0,20.33,14.63,84.6,39.4,D+,Lineup unconfirmed,,,
8,2026-09-16,824306,2026-09-17T00:40:00Z,Scheduled,Coors Field,San Diego Padres @ Colorado Rockies,Away,665487,Fernando Tatis Jr.,San Diego Padres,Colorado Rockies,RF,R,No,,149,659,587,169,29,3,23,89,78,60,5,121,0.288,0.356,0.465,0.821,11,50,44,15,4,0.341,0.08,25,113,106,35,10,0.33,0.0885,745,134,9.5,38.4,32.9,35.1,32.0,12.9,28.5,32.3,29.5,8.1,3.7,8.1,43.3,86.6,10.1,0.678,73.8,101.0,116.7,59.4,16.7,19.8,52.4,50.8,Average,3.0,Contact-First Profile,A,Excellent HR swing plane,50.8,Average,1.002,Good,11.2,38.5,101.9,0.784,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,58.52,35.52,Strong positive regression,Average Contact-First Profile profile. 9.5% barrel rate; 86.6 mph average exit velocity; 28.5% air-ball rate; 32.3% pull-air rate; 8.1% HR-launch rate.,0.0349,0.0345,4.15,0,0,25.5,0.0,0.0,Very recent HR,690279,Mason Adams,R,RHB vs RHP,4,4,18.2,3.38,1.45,5,2.41,10.61,4.34,98,6.1,32.7,15.3,42.3,24.5,85.2,97.6,111.5,0.677,5,53.9,100.0,0.656,8.6,4-Seam Fastball,R,RHB vs RHP,48.3,499,0.283,0.343,0.431,0.774,14,39,91,0.0281,8.6,0.615,36,0.0833,7.4,0.807,0,0,0,0/0,,,,,0,0,0,50.6,Neutral Matchup,Average,50.0,4,Pitch-level Statcast · last 5 MLB games,304,4-Seam Fastball,33.88157894736842,103,Sinker,25.657894736842106,78,Curveball,18.42105263157895,56,Sweeper,11.513157894736842,35,Changeup,5.2631578947368425,16.0,Cutter,5.2631578947368425,16.0,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,1.008,0.986,55.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,48.3,46.8,53.9,65.5,82.4,45.0,55.7,7.03,1.35,1.054,0.985,1.0,1.002,1.002,0.98,13.54,13.39,85.0,35.9,D,Lineup unconfirmed,,,
9,2026-09-16,823655,2026-09-16T17:40:00Z,Scheduled,Target Field,New York Yankees @ Minnesota Twins,Away,700250,Ben Rice,New York Yankees,Minnesota Twins,DH,L,No,,144,622,539,141,22,3,38,98,92,75,6,151,0.262,0.357,0.525,0.882,10,45,37,14,3,0.378,0.0667,25,113,96,30,5,0.312,0.0442,748,129,7.8,28.9,51.7,22.9,25.3,17.2,29.6,42.7,31.4,9.4,5.2,9.4,59.9,84.8,16.0,0.7,70.8,96.9,110.7,22.1,13.6,6.2,53.5,41.1,Below Average,2.5,Pull Power,A,Excellent HR swing plane,41.1,Below Average,0.975,Good,6.2,36.6,96.0,0.688,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,51.84,13.84,Strong positive regression,Below Average Pull Power profile. 7.8% barrel rate; 84.8 mph average exit velocity; 29.6% air-ball rate; 42.7% pull-air rate; 9.4% HR-launch rate.,0.0611,0.0564,4.15,9,2,14.2,0.63,63.5,Recently homered,805673,Zebby Matthews,R,LHB vs RHP,21,21,119.1,4.98,1.27,23,1.73,7.47,2.79,671,6.6,27.0,14.8,47.8,30.7,85.0,96.4,112.8,0.56,23,72.8,100.0,0.814,10.2,4-Seam Fastball,L,LHB vs RHP,62.2,411,0.264,0.37,0.562,0.931,28,58,94,0.0681,10.0,0.74,288,0.0451,7.3,0.595,6,6,4,4/6,0.667,0.667,1.333,2.0,1,0,0,66.5,Slight Hitter Advantage,Above average,65.0,5,Pitch-level Statcast · last 5 MLB games,440,4-Seam Fastball,32.27272727272727,142,Slider,24.09090909090909,106,Cutter,16.59090909090909,73,Changeup,12.727272727272727,56,Curveball,7.5,33.0,Sinker,6.818181818181818,30.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.046,0.991,57.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,62.2,46.9,72.8,41.0,50.0,45.0,55.2,6.87,1.001,1.101,1.025,1.03,0.975,1.004,1.0,21.41,14.92,85.0,39.3,D+,Lineup unconfirmed,,,
10,2026-09-16,822763,2026-09-16T19:07:00Z,Scheduled,Rogers Centre,Detroit Tigers @ Toronto Blue Jays,Away,682985,Riley Greene,Detroit Tigers,Toronto Blue Jays,LF,L,No,,130,549,475,135,30,2,20,75,72,65,4,147,0.284,0.372,0.482,0.854,11,47,43,19,4,0.442,0.0851,13,57,53,20,4,0.377,0.0702,687,68,8.9,26.3,49.7,19.1,31.2,18.5,33.6,43.1,38.5,8.5,5.1,8.5,43.2,83.0,19.6,0.83,74.0,96.5,112.1,53.4,14.7,12.1,36.9,47.3,Below Average,3.0,Pull Power,A,Excellent HR swing plane,47.3,Below Average,0.992,Good,10.3,46.4,96.8,1.01,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,49.91,29.91,Strong positive regression,Below Average Pull Power profile. 8.9% barrel rate; 83.0 mph average exit velocity; 33.6% air-ball rate; 43.1% pull-air rate; 8.5% HR-launch rate.,0.0364,0.0356,4.15,8,2,23.8,0.34,33.7,Very recent HR,453286,Max Scherzer,R,LHB vs RHP,15,15,67.2,6.38,1.37,14,1.86,6.78,3.72,450,5.3,20.4,15.8,50.9,31.1,81.2,93.5,111.9,0.516,14,76.4,99.9,0.872,10.2,4-Seam Fastball,L,LHB vs RHP,50.7,376,0.293,0.37,0.497,0.867,15,40,101,0.0399,9.4,0.767,192,0.0469,5.4,0.496,2,2,1,1/2,0.5,0.5,0.5,1.0,0,0,0,59.7,Slight Hitter Advantage,Above average,50.9,5,Pitch-level Statcast · last 5 MLB games,421,4-Seam Fastball,48.21852731591449,203,Curveball,15.914489311163896,67,Changeup,14.489311163895486,61,Slider,13.776722090261282,58,Cutter,7.600950118764845,32.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.053,0.978,57.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.7,38.7,76.4,60.8,50.0,45.0,55.2,6.85,1.35,1.117,1.025,1.0,0.992,0.992,0.98,13.98,13.21,81.6,35.6,D,Lineup unconfirmed,,,
