Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-24,Chicago Cubs @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Arizona Diamondbacks,Gabriel Moreno,Kevin Gausman,0.0,0,0,4.4,1.08,1.22,0.57,0.94,2.73,2.0,1.0,5.0,30.0,5.9,40,102,72.5,3.0,1|1|3|4|6,08/23|08/22|08/21|08/19|08/18,3.1,1|1|3|4|6|1|3|7|2|3,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12,2.8,1|1|3|4|6|1|3|7|2|3|1|4|3|2|1,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,94.1,74.0,49.9,29.3,14.8,6.9,2.9,3.21,72.8
2026-08-24,Chicago Cubs @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Chicago Cubs,Seiya Suzuki,Merrill Kelly,0.333,1,3,4.5,1.2,1.09,0.79,0.71,2.5,2.0,0.0,5.0,5.84,15.1,40,113,70.0,1.4,5|1|1|0|0,08/23|08/22|08/21|08/19|08/18,2.1,5|1|1|0|0|4|2|2|6|0,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13,2.4,5|1|1|0|0|4|2|2|6|0|6|5|0|4|0,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/08|08/07|08/06,84.9,64.8,43.3,26.4,14.9,7.8,4.2,2.85,65.7
2026-08-24,Pittsburgh Pirates @ San Diego Padres,Petco Park,0.965,1.005,80.3,67.0,7.6,WSW,251.0,3.0,Clear,2.1,3.0,54.6,C,75.0,San Diego Padres,Fernando Tatis Jr.,Braxton Ashcraft,0.0,0,0,4.3,0.89,1.17,0.74,0.74,2.64,2.0,0.0,6.0,1.81,18.5,40,129,60.0,5.6,10|4|5|2|7,08/23|08/22|08/21|08/19|08/18,3.6,10|4|5|2|7|1|2|1|3|1,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12,3.47,10|4|5|2|7|1|2|1|3|1|4|0|6|2|4,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,81.5,58.8,41.7,28.5,19.0,12.3,7.8,3.54,65.1
2026-08-24,Cincinnati Reds @ San Francisco Giants,Oracle Park,0.965,0.999,64.6,83.0,12.1,W,272.0,1.0,Mainly clear,-0.6,-0.9,48.7,C,75.0,Cincinnati Reds,Sal Stewart,Unknown,0.0,0,0,4.4,1.0,1.15,0.6,0.78,2.52,2.0,0.0,5.0,2.66,17.2,40,131,55.0,4.0,4|6|1|4|5,08/23|08/22|08/21|08/20|08/19,2.7,4|6|1|4|5|1|1|1|0|4,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/17|08/16|08/15,2.67,4|6|1|4|5|1|1|1|0|4|1|8|2|1|1,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09,82.8,61.1,41.6,27.0,16.5,9.9,5.7,3.16,62.3
2026-08-24,Boston Red Sox @ Miami Marlins,loanDepot park,0.978,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Boston Red Sox,Ceddanne Rafaela,Sandy Alcantara,0.0,0,2,4.5,0.9,1.24,0.55,0.57,2.38,2.0,0.0,5.0,4.87,14.7,40,123,67.5,2.2,5|1|2|1|2,08/23|08/22|08/21|08/19|08/18,2.3,5|1|2|1|2|6|0|1|4|1,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/13|08/12,2.4,5|1|2|1|2|6|0|1|4|1|4|3|0|1|5,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07,85.3,62.5,40.8,23.8,12.9,6.8,3.2,3.03,65.2
2026-08-24,Chicago Cubs @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Chicago Cubs,Alex Bregman,Merrill Kelly,0.0,0,8,4.5,1.2,1.17,0.78,0.93,2.7,2.0,0.0,7.0,1.25,27.2,40,128,57.5,3.8,4|3|8|0|4,08/23|08/22|08/21|08/19|08/18,2.3,4|3|8|0|4|3|0|1|0|0,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13,3.4,4|3|8|0|4|3|0|1|0|0|13|6|6|1|2,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,72.8,54.3,40.4,29.3,21.3,14.9,10.7,3.24,60.4
2026-08-24,Tampa Bay Rays @ Detroit Tigers,Comerica Park,0.982,1.003,76.5,42.0,10.2,WNW,293.0,3.0,Clear,1.4,2.0,53.1,C,92.0,Tampa Bay Rays,Yandy Díaz,Framber Valdez,0.333,3,9,4.5,1.08,1.31,0.73,0.48,2.39,2.0,0.0,5.0,3.01,21.4,40,125,60.0,2.4,2|3|0|2|5,08/23|08/22|08/21|08/20|08/19,2.4,2|3|0|2|5|3|5|1|2|1,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14,3.07,2|3|0|2|5|3|5|1|2|1|4|5|7|6|0,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08,78.6,58.5,40.0,25.2,15.7,9.3,5.5,2.88,60.5
2026-08-24,Chicago Cubs @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Chicago Cubs,Pete Crow-Armstrong,Merrill Kelly,0.333,1,3,4.5,1.2,1.09,0.87,0.9,2.57,2.0,0.0,6.0,1.59,27.4,40,131,60.0,2.8,7|1|3|0|3,08/23|08/22|08/21|08/19|08/18,2.7,7|1|3|0|3|9|4|0|0|0,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13,2.73,7|1|3|0|3|9|4|0|0|0|3|3|3|0|5,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,72.6,54.2,39.3,28.2,20.0,13.8,9.6,3.2,60.7
2026-08-24,Tampa Bay Rays @ Detroit Tigers,Comerica Park,0.982,1.003,76.5,42.0,10.2,WNW,293.0,3.0,Clear,1.4,2.0,53.1,C,92.0,Tampa Bay Rays,Junior Caminero,Framber Valdez,0.0,0,3,4.3,1.08,1.04,0.59,0.7,2.25,2.0,0.0,5.0,3.83,20.2,40,130,65.0,2.6,3|2|3|2|3,08/23|08/22|08/21|08/20|08/19,2.0,3|2|3|2|3|2|1|0|2|2,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14,2.4,3|2|3|2|3|2|1|0|2|2|5|5|5|1|0,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08,79.8,57.8,37.6,22.8,13.1,7.0,3.6,2.77,60.7
2026-08-24,Minnesota Twins @ Athletics,Sutter Health Park,1.01,1.009,93.4,19.0,10.8,SW,230.0,1.0,Clear,3.9,5.6,58.5,B,75.0,Athletics,Zack Gelof,Zebby Matthews,0.0,0,0,4.2,1.15,0.85,0.8,0.5,2.17,2.0,0.0,4.0,7.33,15.1,40,76,65.0,1.0,1|1|0|0|3,08/23|08/22|08/21|08/20|08/19,1.4,1|1|0|0|3|2|1|5|0|1,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14,1.8,1|1|0|0|3|2|1|5|0|1|5|2|6|0|0,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|07/09|07/08,84.9,60.6,36.3,18.9,9.1,4.2,1.7,2.41,59.6
