Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-08-24,822695,2026-08-24T22:45:00Z,Scheduled,Nationals Park,Colorado Rockies @ Washington Nationals,Home,665953,Andrés Chaparro,Washington Nationals,Colorado Rockies,1B,R,No,,59,148,125,30,10,0,8,26,32,18,5,33,0.24,0.358,0.512,0.87,10,33,27,7,2,0.259,0.0606,22,63,53,14,4,0.264,0.0635,171,72,9.1,36.0,52.0,33.6,14.5,16.5,24.6,54.3,26.5,9.9,6.9,9.9,54.7,85.4,19.2,0.672,71.8,98.9,112.1,44.4,15.6,17.0,52.4,54.4,Average,3.0,Pull Power,A,Excellent HR swing plane,54.4,Average,1.012,Good,9.7,47.1,100.3,0.666,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,13.94,5.94,Strong positive regression,Average Pull Power profile. 9.1% barrel rate; 85.4 mph average exit velocity; 24.6% air-ball rate; 54.3% pull-air rate; 9.9% HR-launch rate.,0.0541,0.0442,4.09,9,3,15.6,0.58,57.6,Recently homered,663372.0,Ryan Feltner,R,RHB vs RHP,19,19,92.0,5.97,1.53,19,1.86,6.26,3.82,518.0,7.5,26.3,17.6,49.0,27.0,83.1,95.3,111.1,0.605,19.0,76.1,100.0,0.805,12.3,4-Seam Fastball,R,RHB vs RHP,56.5,35,0.364,0.4,0.727,1.127,3,1,8,0.0857,9.8,0.631,195,0.0513,6.5,0.61,0,0,0,0/0,,,,,0,0,0,62.1,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,436,4-Seam Fastball,31.65137614678899,138.0,Changeup,20.642201834862384,90.0,Slider,19.954128440366972,87.0,Sinker,13.990825688073395,61.0,Curveball,8.256880733944953,36.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.052,1.0,63.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.5,51.7,76.1,67.0,50.0,45.0,61.3,9.43,1.16,1.122,0.985,1.0,1.012,1.012,1.0,16.87,15.3,67.6,37.2,D+,Lineup unconfirmed,Sweeper,5.504587155963303,24.0,,,
2,2026-08-24,822695,2026-08-24T22:45:00Z,Scheduled,Nationals Park,Colorado Rockies @ Washington Nationals,Home,694673,Abimelec Ortiz,Washington Nationals,Colorado Rockies,1B,L,No,,20,65,62,13,2,0,5,8,9,3,0,15,0.21,0.246,0.484,0.73,12,42,40,7,3,0.175,0.0714,19,63,60,12,5,0.2,0.0794,98,93,11.1,34.9,60.6,20.9,18.5,18.7,26.7,54.6,33.6,11.1,4.2,11.1,47.0,87.4,17.6,0.728,73.6,98.9,111.2,56.6,14.8,17.7,50.0,57.7,Average,3.5,Pull Power,A,Excellent HR swing plane,57.7,Average,1.022,Good,10.8,56.0,98.3,0.732,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.68,4.68,Strong positive regression,Average Pull Power profile. 11.1% barrel rate; 87.4 mph average exit velocity; 26.7% air-ball rate; 54.6% pull-air rate; 11.1% HR-launch rate.,0.0769,0.0478,3.93,22,6,12.4,1.77,177.4,Above normal drought,663372.0,Ryan Feltner,R,LHB vs RHP,19,19,92.0,5.97,1.53,19,1.86,6.26,3.82,518.0,7.5,26.3,17.6,49.0,27.0,83.1,95.3,111.1,0.605,19.0,60.2,92.4,0.731,8.0,4-Seam Fastball,L,LHB vs RHP,62.6,56,0.245,0.286,0.566,0.852,5,3,10,0.0893,11.8,0.739,214,0.0421,8.6,0.599,0,0,0,0/0,,,,,0,0,0,59.2,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,436,4-Seam Fastball,31.65137614678899,138.0,Changeup,20.642201834862384,90.0,Slider,19.954128440366972,87.0,Sinker,13.990825688073395,61.0,Curveball,8.256880733944953,36.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.02,1.0,67.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,62.6,51.7,60.2,70.0,50.0,45.0,60.4,9.01,1.228,1.122,1.025,1.0,1.022,1.022,1.035,17.5,16.52,61.7,41.0,D+,Small season sample; Lineup unconfirmed,Sweeper,5.504587155963303,24.0,,,
3,2026-08-24,824557,2026-08-24T23:40:00Z,Scheduled,Rate Field,Texas Rangers @ Chicago White Sox,Home,808959,Munetaka Murakami,Chicago White Sox,Texas Rangers,1B,L,No,,95,415,341,76,13,0,29,68,58,71,2,139,0.223,0.359,0.516,0.875,13,56,46,6,3,0.13,0.0536,27,121,103,21,9,0.204,0.0744,373,102,12.5,37.3,47.3,28.3,23.8,20.8,29.6,45.6,29.3,8.7,4.7,8.7,65.2,86.5,17.7,0.859,72.0,100.0,113.9,42.5,14.4,10.4,45.7,55.3,Average,3.0,Pull Power,A,Excellent HR swing plane,55.3,Average,1.015,Good,12.7,45.2,100.0,0.864,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.82,8.82,Strong positive regression,Average Pull Power profile. 12.5% barrel rate; 86.5 mph average exit velocity; 29.6% air-ball rate; 45.6% pull-air rate; 8.7% HR-launch rate.,0.0699,0.0614,4.09,20,5,11.8,1.7,170.1,Above normal drought,677958.0,Kumar Rocker,R,LHB vs RHP,24,22,121.0,4.46,1.4,17,1.26,8.11,3.57,685.0,4.4,27.2,12.8,46.2,29.3,83.8,96.2,113.6,0.558,17.0,74.4,99.9,0.803,11.5,Slider,L,LHB vs RHP,69.6,281,0.242,0.377,0.58,0.957,23,48,89,0.0819,14.2,0.887,294,0.0374,5.1,0.635,3,2,1,1/2,0.5,0.667,0.5,1.167,0,1,0,68.1,Slight Hitter Advantage,Above average,53.8,5,Pitch-level Statcast · last 5 MLB games,431,Slider,40.37122969837587,174.0,Sinker,28.53828306264501,123.0,4-Seam Fastball,16.705336426914155,72.0,Cutter,12.296983758700696,53.0,Split-Finger,2.0881670533642693,9.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.049,0.969,69.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,69.6,37.0,74.4,71.4,50.0,45.0,59.6,8.62,1.01,1.026,1.025,1.0,1.015,1.015,1.035,22.82,16.23,85.0,45.6,C-,Lineup unconfirmed,,,,,,
4,2026-08-24,825041,2026-08-25T01:40:00Z,Scheduled,Chase Field,Chicago Cubs @ Arizona Diamondbacks,Away,691718,Pete Crow-Armstrong,Chicago Cubs,Arizona Diamondbacks,CF,L,No,,131,584,499,140,26,7,33,93,83,70,11,155,0.281,0.379,0.559,0.938,12,57,52,12,7,0.231,0.1228,27,129,111,27,10,0.243,0.0775,760,179,7.3,28.7,57.1,20.4,22.5,17.3,26.9,58.3,30.6,8.6,5.3,8.6,62.1,83.3,24.3,0.672,72.5,96.2,114.2,45.2,12.5,13.2,49.1,47.3,Below Average,3.0,Pull Power,A-,Elevated power plane,47.3,Below Average,0.992,Good,6.7,56.0,95.0,0.659,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,50.82,17.82,Strong positive regression,Below Average Pull Power profile. 7.3% barrel rate; 83.3 mph average exit velocity; 26.9% air-ball rate; 58.3% pull-air rate; 8.6% HR-launch rate.,0.0565,0.0523,4.23,0,0,15.1,0.0,0.0,Very recent HR,518876.0,Merrill Kelly,R,LHB vs RHP,23,23,129.0,5.37,1.52,26,1.81,5.86,3.98,751.0,8.1,29.4,14.9,48.4,31.4,83.7,96.9,114.6,0.667,26.0,49.1,99.6,0.652,6.4,Changeup,L,LHB vs RHP,63.8,391,0.268,0.362,0.56,0.921,23,46,103,0.0588,9.0,0.733,343,0.0525,8.5,0.695,4,3,1,1/3,0.333,0.5,0.667,1.167,0,1,0,56.9,Neutral Matchup,Average,55.0,5,Pitch-level Statcast · last 5 MLB games,426,Changeup,32.394366197183096,138.0,4-Seam Fastball,28.4037558685446,121.0,Curveball,11.502347417840376,49.0,Sinker,10.56338028169014,45.0,Cutter,10.56338028169014,45.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.998,1.006,64.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,63.8,57.5,49.1,54.4,50.0,45.0,57.6,7.73,1.35,1.114,1.025,1.03,0.992,1.022,0.98,20.34,17.79,85.0,44.7,C-,Lineup unconfirmed,Slider,6.338028169014085,27.0,Pitch Out,0.2347417840375587,1.0
5,2026-08-24,823097,2026-08-25T01:40:00Z,Scheduled,T-Mobile Park,Philadelphia Phillies @ Seattle Mariners,Away,656941,Kyle Schwarber,Philadelphia Phillies,Seattle Mariners,DH,L,No,,125,560,466,114,15,1,39,76,78,82,6,186,0.245,0.361,0.532,0.893,11,52,46,9,4,0.196,0.0769,24,113,87,19,6,0.218,0.0531,622,117,9.8,31.2,62.9,18.6,18.3,15.2,27.5,60.4,29.9,9.5,6.6,9.5,55.5,85.4,20.1,0.801,74.2,98.0,113.4,66.8,15.3,16.3,62.9,56.0,Average,3.0,Pull Power,A-,Elevated power plane,56.0,Average,1.017,Good,8.5,62.5,96.5,0.743,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,54.02,15.02,Strong positive regression,Average Pull Power profile. 9.8% barrel rate; 85.4 mph average exit velocity; 27.5% air-ball rate; 60.4% pull-air rate; 9.5% HR-launch rate.,0.0696,0.063,4.15,0,0,11.9,0.0,0.0,Very recent HR,669302.0,Logan Gilbert,R,LHB vs RHP,25,25,150.1,3.35,1.01,20,1.2,9.4,2.22,774.0,5.4,23.8,14.7,46.7,32.2,82.7,94.8,115.2,0.554,20.0,72.0,99.8,0.799,10.6,4-Seam Fastball,L,LHB vs RHP,60.7,353,0.229,0.349,0.524,0.873,26,54,126,0.0737,11.9,0.851,340,0.0324,4.2,0.545,14,14,4,4/14,0.286,0.286,0.571,0.857,1,0,7,64.1,Slight Hitter Advantage,Above average,58.0,5,Pitch-level Statcast · last 5 MLB games,479,4-Seam Fastball,37.78705636743215,181.0,Slider,29.853862212943632,143.0,Split-Finger,15.657620041753653,75.0,Changeup,9.18580375782881,44.0,Sweeper,5.427974947807933,26.0,Unknown,,Unknown,,No,92.0,0.92,1.0,35.6,1.044,0.979,66.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,60.7,39.7,72.0,61.5,35.6,45.0,56.9,7.47,1.02,1.016,1.025,1.03,1.017,1.047,0.98,23.67,15.01,85.0,39.6,D+,Lineup unconfirmed,Cutter,1.8789144050104385,9.0,Sinker,0.20876826722338204,1.0
6,2026-08-24,823260,2026-08-25T01:40:00Z,Scheduled,Petco Park,Pittsburgh Pirates @ San Diego Padres,Away,665833,Oneil Cruz,Pittsburgh Pirates,San Diego Padres,CF,L,No,,69,300,264,70,10,1,16,48,51,33,3,105,0.265,0.353,0.492,0.845,5,17,14,4,2,0.286,0.1176,5,17,14,4,2,0.286,0.1176,303,17,11.8,31.6,55.6,23.0,20.5,12.6,25.5,54.8,30.6,8.7,6.7,8.7,54.8,84.6,13.2,0.958,76.0,99.0,117.9,66.1,15.2,13.2,38.3,57.9,Average,3.5,Pull Power,A,Excellent HR swing plane,57.9,Average,1.022,Good,17.6,75.0,92.1,1.406,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,29.02,13.02,Strong positive regression,Average Pull Power profile. 11.8% barrel rate; 84.6 mph average exit velocity; 25.5% air-ball rate; 54.8% pull-air rate; 8.7% HR-launch rate.,0.0533,0.0472,4.15,5,2,16.5,0.3,30.3,Very recent HR,592662.0,Robbie Ray,L,LHB vs LHP,25,24,137.2,3.2,1.31,18,1.18,7.65,4.45,769.0,4.9,22.8,17.7,34.2,29.5,81.9,93.9,112.9,0.542,18.0,74.9,100.0,0.831,10.4,4-Seam Fastball,L,LHB vs LHP,45.4,88,0.305,0.352,0.512,0.864,4,5,38,0.0455,11.8,0.868,150,0.0067,3.4,0.487,3,3,1,1/3,0.333,0.333,0.333,0.666,0,0,1,55.9,Neutral Matchup,Average,46.0,5,Pitch-level Statcast · last 5 MLB games,433,4-Seam Fastball,25.17321016166282,109.0,Changeup,24.249422632794456,105.0,Sinker,20.323325635103927,88.0,Slider,15.935334872979215,69.0,Knuckle Curve,14.318706697459584,62.0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.05,0.974,67.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,45.4,28.0,74.9,73.1,39.2,45.0,55.9,7.11,1.264,1.013,0.985,1.0,1.022,1.022,0.98,18.19,13.7,74.8,35.3,D,Lineup unconfirmed,,,,,,
7,2026-08-24,824557,2026-08-24T23:40:00Z,Scheduled,Rate Field,Texas Rangers @ Chicago White Sox,Home,695657,Colson Montgomery,Chicago White Sox,Texas Rangers,SS,L,No,,123,519,465,99,20,0,27,58,72,42,10,175,0.213,0.291,0.43,0.721,12,50,47,9,1,0.191,0.02,25,108,98,19,3,0.194,0.0278,574,123,7.9,27.3,56.0,25.6,17.9,15.7,25.0,55.0,30.0,8.4,5.1,8.4,49.0,83.8,21.6,0.643,74.5,96.6,115.9,64.6,12.4,12.7,50.4,47.9,Below Average,3.0,Pull Power,A-,Elevated power plane,47.9,Below Average,0.994,Good,7.3,56.0,96.1,0.599,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,40.23,13.23,Strong positive regression,Below Average Pull Power profile. 7.9% barrel rate; 83.8 mph average exit velocity; 25.0% air-ball rate; 55.0% pull-air rate; 8.4% HR-launch rate.,0.052,0.0483,3.99,9,2,17.2,0.52,52.3,Recently homered,677958.0,Kumar Rocker,R,LHB vs RHP,24,22,121.0,4.46,1.4,17,1.26,8.11,3.57,685.0,4.4,27.2,12.8,46.2,29.3,83.8,96.2,113.6,0.558,17.0,69.7,99.9,0.762,11.2,Slider,L,LHB vs RHP,51.9,352,0.194,0.273,0.4,0.673,18,30,126,0.0511,8.8,0.677,294,0.0374,5.1,0.635,0,0,0,0/0,,,,,0,0,0,57.7,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,431,Slider,40.37122969837587,174.0,Sinker,28.53828306264501,123.0,4-Seam Fastball,16.705336426914155,72.0,Cutter,12.296983758700696,53.0,Split-Finger,2.0881670533642693,9.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.039,0.969,62.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,51.9,37.0,69.7,57.9,50.0,45.0,55.1,6.84,0.795,1.026,1.025,1.0,0.994,0.994,1.0,17.91,10.59,85.0,29.9,F,Lineup unconfirmed,,,,,,
8,2026-08-24,825041,2026-08-25T01:40:00Z,Scheduled,Chase Field,Chicago Cubs @ Arizona Diamondbacks,Away,664023,Ian Happ,Chicago Cubs,Arizona Diamondbacks,LF,S,No,,127,536,459,100,23,2,22,75,57,68,7,165,0.218,0.327,0.42,0.747,12,46,38,9,2,0.237,0.0435,27,105,92,19,4,0.207,0.0381,632,119,6.3,24.1,50.5,23.5,26.1,15.3,24.2,53.5,29.9,8.8,5.2,8.8,48.3,82.2,17.9,0.564,70.1,94.3,110.5,17.9,11.2,3.6,43.1,36.0,Below Average,2.5,Pull Power,A,Excellent HR swing plane,36.0,Below Average,0.961,Good,5.9,51.9,94.0,0.479,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,36.99,14.99,Strong positive regression,Below Average Pull Power profile. 6.3% barrel rate; 82.2 mph average exit velocity; 24.2% air-ball rate; 53.5% pull-air rate; 8.8% HR-launch rate.,0.041,0.0394,4.05,0,0,20.9,0.0,0.0,Very recent HR,518876.0,Merrill Kelly,R,Switch vs RHP,23,23,129.0,5.37,1.52,26,1.81,5.86,3.98,751.0,8.1,29.4,14.9,48.4,31.4,83.7,96.9,114.6,0.667,26.0,49.0,99.6,0.646,6.7,Changeup,L,LHB vs RHP,54.6,398,0.236,0.354,0.457,0.811,17,58,118,0.0427,6.9,0.648,343,0.0525,8.5,0.695,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,50.7,Neutral Matchup,Average,45.0,5,Pitch-level Statcast · last 5 MLB games,426,Changeup,32.394366197183096,138.0,4-Seam Fastball,28.4037558685446,121.0,Curveball,11.502347417840376,49.0,Sinker,10.56338028169014,45.0,Cutter,10.56338028169014,45.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.998,1.006,56.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,54.6,57.5,49.0,50.6,50.0,45.0,54.1,6.54,1.017,1.114,1.035,1.0,0.961,0.961,0.98,15.02,11.04,85.0,31.0,D,Lineup unconfirmed,Slider,6.338028169014085,27.0,Pitch Out,0.2347417840375587,1.0
9,2026-08-24,824235,2026-08-24T22:40:00Z,Scheduled,Comerica Park,Tampa Bay Rays @ Detroit Tigers,Home,680664,Eduardo Valencia,Detroit Tigers,Tampa Bay Rays,DH,R,No,,23,68,66,22,6,0,6,12,17,1,1,19,0.333,0.353,0.697,1.05,8,25,25,6,2,0.24,0.08,17,55,54,17,4,0.315,0.0727,86,70,14.1,31.4,45.7,21.6,32.7,13.6,26.4,58.1,41.2,12.8,7.0,12.8,46.5,85.0,13.8,0.734,71.4,97.6,112.4,30.0,18.1,10.6,53.2,59.2,Average,3.5,Pull Power,A,Excellent HR swing plane,59.2,Average,1.026,Good,14.3,61.1,97.7,0.702,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.99,3.99,Positive regression,Average Pull Power profile. 14.1% barrel rate; 85.0 mph average exit velocity; 26.4% air-ball rate; 58.1% pull-air rate; 12.8% HR-launch rate.,0.0882,0.0523,4.17,14,5,11.0,1.27,127.3,Near normal interval,656876.0,Drew Rasmussen,R,RHB vs RHP,24,24,134.1,3.01,0.95,13,0.87,9.25,1.67,726.0,3.4,20.4,11.2,41.8,28.4,81.9,93.5,111.9,0.485,13.0,59.5,93.4,0.68,10.3,4-Seam Fastball,R,RHB vs RHP,43.1,33,0.355,0.394,0.645,1.039,2,1,5,0.0606,14.3,0.627,202,0.0198,4.1,0.468,0,0,0,0/0,,,,,0,0,0,50.2,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,444,4-Seam Fastball,37.387387387387385,166.0,Sinker,25.45045045045045,113.0,Cutter,21.396396396396398,95.0,Changeup,12.162162162162161,54.0,Sweeper,2.027027027027027,9.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.019,0.959,66.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,43.1,27.0,59.5,76.7,50.0,45.0,53.6,6.38,1.186,0.963,0.985,1.08,1.026,1.108,1.0,20.08,14.33,61.3,39.9,D+,Small season sample; Lineup unconfirmed,Curveball,1.5765765765765767,7.0,,,
10,2026-08-24,824964,2026-08-25T01:40:00Z,Scheduled,Sutter Health Park,Minnesota Twins @ Athletics,Away,621439,Byron Buxton,Minnesota Twins,Athletics,CF,R,No,,91,399,362,91,17,1,25,61,46,29,6,97,0.251,0.316,0.511,0.827,9,37,31,4,0,0.129,0.0,11,44,38,4,0,0.105,0.0,488,46,6.1,32.7,53.1,31.5,15.4,14.8,25.1,62.2,25.7,6.0,4.4,6.0,54.3,85.0,21.3,0.572,72.6,97.6,110.4,36.5,13.9,11.3,54.1,42.6,Below Average,2.5,Pull Power,A-,Elevated power plane,42.6,Below Average,0.979,Good,0.0,75.0,97.5,0.384,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,29.18,4.18,Strong positive regression,Below Average Pull Power profile. 6.1% barrel rate; 85.0 mph average exit velocity; 25.1% air-ball rate; 62.2% pull-air rate; 6.0% HR-launch rate.,0.0627,0.0556,4.15,82,23,14.5,5.66,566.3,Very long drought,605488.0,Jeffrey Springs,L,RHB vs LHP,23,23,113.2,6.02,1.48,29,2.3,7.05,3.72,652.0,6.1,22.4,18.7,44.7,34.0,81.8,94.0,114.1,0.573,29.0,69.2,100.0,0.747,11.8,4-Seam Fastball,R,RHB vs LHP,56.5,108,0.253,0.315,0.414,0.729,4,8,26,0.037,12.0,0.704,356,0.059,6.3,0.585,7,7,0,0/7,0.0,0.0,0.0,0.0,0,0,2,56.1,Neutral Matchup,Average,32.5,5,Pitch-level Statcast · last 5 MLB games,377,4-Seam Fastball,45.62334217506631,172.0,Changeup,27.851458885941646,105.0,Slider,18.03713527851459,68.0,Sweeper,5.835543766578249,22.0,Cutter,2.6525198938992043,10.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.038,0.986,57.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.5,40.7,69.2,48.9,50.0,45.0,53.5,6.36,0.758,1.192,1.025,1.0,0.979,0.979,1.06,21.12,12.87,80.5,42.5,C-,Lineup unconfirmed,,,,,,
