rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,expected_pa,starter_pa_share,bullpen_k_pa_pct,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw_pct,velo_band_source,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
187,2026-08-31,823982,NYY,LAA,682987,Spencer Jones,L,7.0,OFFICIAL,STARTER,True,6,85.7,3.01,700712,Walbert Ureña,R,4.09,0.78,23.4,1.2216,0.5,MORE,75.6,-310,81,90,0.6,0.9,1.2,60.0,70.0,73.3,0.0,10.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,161,37.3,22.5,26.1,28.7,Changeup,33.9,58.5,28.1,30.1,97.7877,1.5,126,69,16,23.2,VELO_BAND_1.5,75.6,24.4,35.7,64.3,9.6,90.4,1.2,98.8,24.4,39.9,26.1,8.5,1.2
188,2026-08-31,824314,BAL,COL,665750,Leody Taveras,S,9.0,OFFICIAL,STARTER,True,7,100.0,6.0,685299,Tanner Gordon,R,3.88,0.78,17.3,0.9494,1.5,LESS,75.6,-310,86,91,1.4,1.1,0.9333,60.0,60.0,60.0,60.0,40.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,231,23.4,17.1,18.0,25.3,4-Seam,45.2,17.5,20.1,26.0,92.5737,1.5,203,92,16,17.4,VELO_BAND_1.5,65.1,34.9,24.4,75.6,4.9,95.1,0.5,99.5,34.9,40.7,19.4,4.4,0.5
189,2026-08-31,824911,SF,ATL,806367,Turner Hill,L,1.01,OFFICIAL,STARTER,True,5,71.4,5.0,693821,Bryce Elder,R,4.72,0.78,22.7,0.9478,1.5,LESS,75.5,-309,73,87,0.2,0.3,0.4167,20.0,20.0,33.3,0.0,10.0,8.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,34,14.7,18.9,19.9,25.5,Sinker,29.4,0.0,10.4,28.2,90.8002,2.5,44,13,1,7.7,VELO_BAND_2.5,64.0,36.0,24.5,75.5,5.6,94.4,0.7,99.3,36.0,39.5,18.9,4.9,0.7
190,2026-08-31,825040,AZ,PHI,663457,Lars Nootbaar,L,5.0,OFFICIAL,STARTER,True,3,42.9,1.0,605400,Aaron Nola,R,4.31,0.78,26.0,0.9495,1.5,LESS,75.5,-308,84,91,0.6,0.3,0.5333,40.0,20.0,40.0,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,212,18.4,24.7,26.5,29.4,Knuckle Curve,33.9,33.3,12.8,28.1,91.3611,1.5,134,49,6,12.2,VELO_BAND_1.5,64.3,35.7,24.5,75.5,5.5,94.5,0.7,99.3,35.7,39.8,19.0,4.8,0.7
191,2026-08-31,822689,WSH,MIA,687605,Andrew Pinckney,R,9.0,OFFICIAL,STARTER,True,2,28.6,8.02,687473,Ryan Gusto,R,3.88,0.537,21.9,0.9535,1.5,LESS,75.5,-308,69,86,0.8,0.7,0.7,60.0,60.0,60.0,20.0,10.0,10.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,10,50.0,18.8,18.3,27.7,4-Seam,27.7,27.3,14.8,29.4,92.8869,,37,17,3,17.6,HITTER_FASTBALL_FALLBACK,65.7,34.3,24.5,75.5,4.7,95.3,0.5,99.5,34.3,41.2,19.8,4.2,0.5
192,2026-08-31,824314,COL,BAL,678662,Ezequiel Tovar,R,9.0,OFFICIAL,STARTER,True,3,42.9,9.0,700249,Cade Povich,L,3.88,0.642,20.8,0.9504,1.5,LESS,75.5,-308,76,88,1.0,0.8,0.6667,80.0,60.0,53.3,20.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,111,27.9,19.2,14.9,24.0,4-Seam,54.2,20.2,21.2,25.0,91.5496,1.5,202,116,18,15.5,VELO_BAND_1.5,65.2,34.8,24.5,75.5,4.8,95.2,0.5,99.5,34.8,40.7,19.7,4.4,0.5
193,2026-08-31,824314,BAL,COL,691723,Coby Mayo,R,4.0,OFFICIAL,STARTER,True,6,85.7,4.0,685299,Tanner Gordon,R,4.42,0.78,17.3,1.247,0.5,MORE,75.4,-307,82,90,1.4,1.3,1.2,80.0,80.0,80.0,60.0,40.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,168,36.3,17.1,18.0,25.3,4-Seam,45.2,15.2,24.2,28.6,92.5737,1.5,176,82,13,15.9,VELO_BAND_1.5,75.4,24.6,36.6,63.4,10.8,89.2,1.7,98.3,24.6,38.9,25.8,9.0,1.7
194,2026-08-31,824149,CWS,HOU,695731,Braden Montgomery,S,5.0,OFFICIAL,STARTER,True,7,100.0,5.0,663567,Peter Lambert,R,4.31,0.78,22.8,0.9471,1.5,LESS,75.4,-307,84,91,0.0,0.4,0.6,0.0,40.0,53.3,0.0,0.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,203,17.7,22.2,21.7,25.2,4-Seam,31.4,20.4,20.6,24.8,93.2471,1.5,202,94,17,18.1,VELO_BAND_1.5,64.1,35.9,24.6,75.4,5.3,94.7,0.6,99.4,35.9,39.6,19.2,4.7,0.6
195,2026-08-31,824635,CHC,MIL,624424,Michael Conforto,L,1.01,OFFICIAL,STARTER,True,3,42.9,1.01,690986,Kyle Harrison,L,4.72,0.7593,25.9,1.2568,0.5,MORE,75.4,-306,76,88,0.4,0.6,0.8,40.0,60.0,66.7,0.0,0.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,7,14.3,30.3,26.7,31.4,4-Seam,57.5,16.3,15.2,27.5,94.8844,1.5,177,88,12,13.6,VELO_BAND_1.5,75.4,24.6,36.9,63.1,11.4,88.6,1.8,98.2,24.6,38.4,25.5,9.7,1.8
196,2026-08-31,823663,MIN,DET,605137,Josh Bell,S,5.0,OFFICIAL,STARTER,True,6,85.7,5.0,695549,Jackson Jobe,R,4.31,0.7407,21.7,0.9552,1.5,LESS,75.3,-306,84,91,0.4,0.6,0.6,40.0,60.0,60.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,285,22.1,18.8,16.7,21.5,4-Seam,36.3,16.8,16.4,23.6,97.3129,1.5,203,124,19,15.3,VELO_BAND_1.5,64.7,35.3,24.7,75.3,5.4,94.6,0.7,99.3,35.3,40.1,19.3,4.7,0.7
197,2026-08-31,822855,TEX,ATH,670032,Nicky Lopez,L,2.01,OFFICIAL,STARTER,True,2,28.6,6.02,695611,Gage Jump,L,4.6,0.78,21.3,0.9529,1.5,LESS,75.3,-305,79,89,0.2,0.5,0.4667,20.0,40.0,40.0,0.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,54,13.0,25.1,23.3,27.7,4-Seam,46.3,15.2,15.7,26.3,96.188,1.5,147,82,11,13.4,VELO_BAND_1.5,64.3,35.7,24.7,75.3,5.5,94.5,0.7,99.3,35.7,39.6,19.2,4.8,0.7
198,2026-08-31,824635,MIL,CHC,800325,Luis Lara,S,6.01,OFFICIAL,STARTER,True,7,100.0,7.01,605280,Clay Holmes,R,4.2,0.78,20.7,0.9565,1.5,LESS,75.2,-303,74,88,1.2,0.9,0.8,60.0,60.0,60.0,60.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,103,22.3,18.6,17.0,24.9,Sinker,52.6,15.2,15.8,29.8,92.0455,1.5,64,28,3,10.7,VELO_BAND_1.5,64.9,35.1,24.8,75.2,5.3,94.7,0.6,99.4,35.1,40.1,19.5,4.7,0.6
199,2026-08-31,823982,LAA,NYY,687093,Vaughn Grissom,R,4.0,OFFICIAL,STARTER,True,6,85.7,3.0,695684,Elmer Rodríguez,R,4.42,0.78,24.1,0.964,1.5,LESS,75.1,-301,80,89,0.6,0.6,1.0,60.0,60.0,73.3,0.0,0.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,198,21.2,15.3,25.4,29.4,Sinker,47.2,13.6,16.0,26.6,95.5028,1.5,301,152,24,15.8,VELO_BAND_1.5,65.1,34.9,24.9,75.1,5.6,94.4,0.8,99.2,34.9,40.1,19.4,4.8,0.8
200,2026-08-31,824149,CWS,HOU,678246,Miguel Vargas,R,3.0,OFFICIAL,STARTER,True,7,100.0,3.0,663567,Peter Lambert,R,4.49,0.78,22.8,0.9599,1.5,LESS,75.0,-300,91,92,1.0,0.7,0.7333,80.0,60.0,60.0,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,314,18.2,22.2,21.7,25.2,4-Seam,31.4,19.0,16.8,24.7,93.2471,1.5,373,167,26,15.6,VELO_BAND_1.5,64.7,35.3,25.0,75.0,5.5,94.5,0.7,99.3,35.3,39.7,19.5,4.8,0.7
201,2026-08-31,824149,CWS,HOU,805367,Chase Meidroth,R,7.0,OFFICIAL,STARTER,True,6,85.7,7.0,663567,Peter Lambert,R,4.09,0.78,22.8,0.969,1.5,LESS,75.0,-300,90,92,0.8,0.7,0.8,60.0,60.0,53.3,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,292,24.0,22.2,21.7,25.2,4-Seam,31.4,13.4,17.9,29.3,93.2471,1.5,387,160,20,12.5,VELO_BAND_1.5,66.1,33.9,25.0,75.0,5.3,94.7,0.4,99.6,33.9,41.1,19.7,4.9,0.4
202,2026-08-31,825040,PHI,AZ,669016,Brandon Marsh,L,7.0,OFFICIAL,STARTER,True,6,85.7,6.01,694297,Brandon Pfaadt,R,4.09,0.6343,18.2,0.9812,1.5,LESS,74.7,-295,89,92,0.8,0.7,0.6667,60.0,50.0,53.3,20.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,299,22.4,16.1,18.0,25.5,4-Seam,29.0,16.1,20.6,27.0,92.5174,1.5,227,110,20,18.2,VELO_BAND_1.5,66.8,33.2,25.3,74.7,5.4,94.6,0.5,99.5,33.2,41.4,19.9,4.9,0.5
203,2026-08-31,825040,AZ,PHI,571448,Nolan Arenado,R,6.0,OFFICIAL,STARTER,True,6,85.7,4.0,605400,Aaron Nola,R,4.2,0.78,26.0,0.9705,1.5,LESS,74.7,-295,90,92,0.4,0.9,0.8,40.0,60.0,46.7,0.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,288,20.1,24.7,26.5,29.4,Knuckle Curve,33.9,66.7,19.3,27.6,91.3611,1.5,164,74,12,16.2,VELO_BAND_1.5,65.5,34.5,25.3,74.7,5.6,94.4,0.6,99.4,34.5,40.2,19.8,4.9,0.6
204,2026-08-31,824635,MIL,CHC,596142,Gary Sánchez,R,4.01,OFFICIAL,STARTER,True,3,42.9,6.0,605280,Clay Holmes,R,4.42,0.78,20.7,0.9727,1.5,LESS,74.6,-294,73,87,0.8,0.9,1.0,60.0,60.0,66.7,20.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,78,23.1,18.6,17.0,24.9,Sinker,52.6,7.5,14.0,28.3,92.0455,1.5,87,28,3,10.7,VELO_BAND_1.5,65.4,34.6,25.4,74.6,5.7,94.3,0.7,99.3,34.6,40.1,19.6,5.0,0.7
205,2026-08-31,824149,HOU,CWS,662139,Daulton Varsho,L,5.0,OFFICIAL,STARTER,True,7,100.0,6.0,641743,Anthony Kay,L,4.31,0.78,21.9,0.9751,1.5,LESS,74.6,-294,84,91,0.6,0.9,1.0,40.0,60.0,73.3,20.0,20.0,20.0,2,1,50.0,23.7,11,14.3,18.2,57.1,85.7,100.0,20.0,0.0598,82,20.7,19.9,22.7,25.7,Sweeper,23.8,23.5,16.2,24.3,94.474,1.5,301,166,25,15.1,VELO_BAND_1.5,65.7,34.3,25.4,74.6,5.7,94.3,0.7,99.3,34.3,40.3,19.7,4.9,0.7
206,2026-08-31,822932,NYM,TB,676724,Jared Young,L,5.0,OFFICIAL,STARTER,True,6,85.7,5.0,693855,Ian Seymour,L,4.31,0.6667,22.3,0.9801,1.5,LESS,74.6,-293,80,89,0.8,0.7,0.7333,60.0,50.0,53.3,20.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,50,24.0,28.9,25.5,29.6,Changeup,29.0,20.8,20.8,26.8,90.948,1.5,116,55,8,14.5,VELO_BAND_1.5,66.0,34.0,25.4,74.6,5.8,94.2,0.7,99.3,34.0,40.6,19.6,5.1,0.7
207,2026-08-31,824314,COL,BAL,696100,Hunter Goodman,R,3.0,OFFICIAL,STARTER,True,6,85.7,3.0,700249,Cade Povich,L,4.49,0.642,20.8,1.2181,0.5,MORE,74.5,-292,78,89,0.8,0.6,1.0,60.0,50.0,66.7,20.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,124,32.3,19.2,14.9,24.0,4-Seam,54.2,31.0,28.2,29.0,91.5496,1.5,200,106,30,28.3,VELO_BAND_1.5,74.5,25.5,35.4,64.6,10.2,89.8,1.6,98.4,25.5,39.1,25.2,8.7,1.6
208,2026-08-31,822689,MIA,WSH,681715,Heriberto Hernández,R,1.0,OFFICIAL,STARTER,True,7,100.0,1.0,702021,Will Dion,L,4.72,0.42,20.0,1.2187,0.5,MORE,74.5,-292,79,89,1.2,0.9,1.1333,60.0,60.0,73.3,40.0,20.0,33.3,1,0,0.0,22.0,6,50.0,33.3,0.0,50.0,50.0,0.0,0.0322,107,23.4,29.3,26.4,29.2,4-Seam,42.2,26.7,27.3,30.4,90.4891,1.5,116,59,15,25.4,VELO_BAND_1.5,74.5,25.5,35.1,64.9,10.3,89.7,1.8,98.2,25.5,39.4,24.8,8.5,1.8
209,2026-08-31,822689,MIA,WSH,669065,Kyle Stowers,L,5.0,OFFICIAL,STARTER,True,4,57.1,1.0,702021,Will Dion,L,4.31,0.42,20.0,1.1969,0.5,MORE,74.4,-291,79,89,1.4,1.2,1.2,80.0,70.0,73.3,40.0,40.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,85,32.9,29.3,26.4,29.2,4-Seam,42.2,27.4,27.6,27.4,90.4891,1.5,136,60,11,18.3,VELO_BAND_1.5,74.4,25.6,34.7,65.3,9.2,90.8,1.3,98.7,25.6,39.7,25.4,8.0,1.3
210,2026-08-31,824473,SD,CIN,665487,Fernando Tatis Jr.,R,1.0,OFFICIAL,STARTER,True,5,71.4,1.0,663903,Brady Singer,R,4.72,0.78,20.5,0.9809,1.5,LESS,74.3,-289,93,93,1.0,0.8,0.7333,40.0,40.0,46.7,40.0,30.0,20.0,3,1,33.3,23.2,11,0.0,27.3,33.3,100.0,100.0,0.0,0.0724,346,17.1,20.0,24.8,28.5,Sinker,49.7,12.5,19.0,27.5,90.8289,1.5,176,64,13,20.3,VELO_BAND_1.5,65.3,34.7,25.7,74.3,6.1,93.9,0.9,99.1,34.7,39.6,19.6,5.2,0.9
211,2026-08-31,822855,TEX,ATH,694671,Wyatt Langford,R,3.0,OFFICIAL,STARTER,True,7,100.0,3.0,695611,Gage Jump,L,4.49,0.78,21.3,0.9807,1.5,LESS,74.3,-289,83,90,0.4,0.4,0.4667,20.0,30.0,26.7,20.0,10.0,13.3,3,0,0.0,21.1,17,11.1,17.6,40.0,88.9,100.0,0.0,0.0881,94,21.3,25.1,23.3,27.7,4-Seam,46.3,14.1,16.5,24.2,96.188,1.5,185,79,6,7.6,VELO_BAND_1.5,65.6,34.4,25.7,74.3,6.0,94.0,0.8,99.2,34.4,39.9,19.7,5.2,0.8
212,2026-08-31,824719,BOS,SEA,657136,Connor Wong,R,9.0,OFFICIAL,STARTER,True,3,42.9,8.0,669923,George Kirby,R,3.88,0.78,22.7,0.9802,1.5,LESS,74.2,-288,79,89,0.8,0.9,0.8667,60.0,60.0,53.3,20.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,113,31.9,20.9,21.8,26.6,Sweeper,31.1,41.9,18.2,28.8,96.4808,1.5,122,55,8,14.5,VELO_BAND_1.5,66.4,33.6,25.8,74.2,5.4,94.6,0.5,99.5,33.6,40.7,20.4,4.9,0.5
213,2026-08-31,824473,CIN,SD,667472,Dane Myers,R,8.01,OFFICIAL,STARTER,True,5,71.4,1.0,650633,Michael King,R,3.98,0.78,21.6,0.9854,1.5,LESS,74.2,-288,82,90,1.2,0.8,0.6667,80.0,60.0,53.3,40.0,20.0,13.3,3,0,0.0,21.1,12,0.0,8.3,33.3,100.0,100.0,0.0,0.0754,141,28.4,20.1,21.8,27.3,Sinker,28.6,13.5,15.9,27.0,93.6201,1.5,193,75,15,20.0,VELO_BAND_1.5,66.7,33.3,25.8,74.2,5.5,94.5,0.5,99.5,33.3,40.9,20.3,5.0,0.5
214,2026-08-31,824719,BOS,SEA,678882,Ceddanne Rafaela,R,3.0,OFFICIAL,STARTER,True,7,100.0,2.0,669923,George Kirby,R,4.49,0.78,22.7,0.9884,1.5,LESS,74.1,-286,92,93,0.8,0.8,1.0,60.0,70.0,66.7,20.0,10.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,324,18.5,20.9,21.8,26.6,Sweeper,31.1,24.0,19.2,27.0,96.4808,1.5,300,182,39,21.4,VELO_BAND_1.5,66.1,33.9,25.9,74.1,5.9,94.1,0.8,99.2,33.9,40.2,20.1,5.0,0.8
215,2026-08-31,822689,MIA,WSH,665052,Griffin Conine,L,3.01,OFFICIAL,STARTER,True,6,85.7,5.01,702021,Will Dion,L,4.49,0.42,20.0,1.2021,0.5,MORE,74.0,-285,74,88,1.2,1.4,1.2667,60.0,70.0,73.3,60.0,60.0,46.7,2,1,50.0,23.7,5,33.3,60.0,100.0,66.7,100.0,100.0,0.0413,41,34.1,29.3,26.4,29.2,4-Seam,42.2,30.4,27.2,30.7,90.4891,1.5,68,31,6,19.4,VELO_BAND_1.5,74.0,26.0,34.7,65.3,9.7,90.3,1.6,98.4,26.0,39.3,25.0,8.2,1.6
216,2026-08-31,822689,MIA,WSH,640459,Brian Navarreto,R,9.0,OFFICIAL,STARTER,True,4,57.1,9.02,702021,Will Dion,L,3.88,0.42,20.0,0.9878,1.5,LESS,74.0,-285,68,86,1.0,1.1,0.9333,80.0,90.0,73.3,20.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,29,34.5,29.3,26.4,29.2,4-Seam,42.2,13.0,19.8,29.7,90.4891,2.5,27,14,2,14.3,VELO_BAND_2.5,66.9,33.1,26.0,74.0,5.4,94.6,0.5,99.5,33.1,40.9,20.6,4.9,0.5
217,2026-08-31,822855,TEX,ATH,643376,Danny Jansen,R,9.0,OFFICIAL,STARTER,True,3,42.9,7.0,695611,Gage Jump,L,3.88,0.78,21.3,0.9951,1.5,LESS,74.0,-284,74,88,1.0,1.2,1.2,80.0,80.0,80.0,20.0,40.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,25,40.0,25.1,23.3,27.7,4-Seam,46.3,21.3,17.4,27.8,96.188,1.5,60,29,5,17.2,VELO_BAND_1.5,67.5,32.5,26.0,74.0,5.5,94.5,0.5,99.5,32.5,41.5,20.5,5.0,0.5
218,2026-08-31,823663,MIN,DET,656577,Alex Jackson,R,4.01,OFFICIAL,STARTER,True,0,0.0,,695549,Jackson Jobe,R,4.42,0.7407,21.7,1.1866,0.5,MORE,73.9,-283,68,86,1.4,1.0,0.8667,80.0,70.0,66.7,40.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,45,24.4,18.8,16.7,21.5,4-Seam,36.3,23.4,18.8,28.4,97.3129,1.5,42,25,4,16.0,VELO_BAND_1.5,73.9,26.1,34.0,66.0,9.3,90.7,1.4,98.6,26.1,39.9,24.7,7.9,1.4
219,2026-08-31,822932,NYM,TB,666182,Bo Bichette,R,2.0,OFFICIAL,STARTER,True,5,71.4,3.0,693855,Ian Seymour,L,4.6,0.6667,22.3,0.9805,1.5,LESS,73.9,-283,87,91,0.6,0.8,0.7333,60.0,70.0,60.0,0.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,113,15.9,28.9,25.5,29.6,Changeup,29.0,22.1,16.9,24.9,90.948,1.5,176,84,10,11.9,VELO_BAND_1.5,65.1,34.9,26.1,73.9,6.0,94.0,0.7,99.3,34.9,39.0,20.1,5.4,0.7
220,2026-08-31,822855,TEX,ATH,677649,Ezequiel Duran,R,1.0,OFFICIAL,STARTER,True,7,100.0,5.0,695611,Gage Jump,L,4.72,0.78,21.3,1.1994,0.5,MORE,73.8,-282,87,91,1.2,0.9,1.1333,80.0,60.0,66.7,40.0,30.0,46.7,3,0,0.0,21.1,15,0.0,26.7,0.0,100.0,100.0,0.0,0.0833,112,25.0,25.1,23.3,27.7,4-Seam,46.3,22.6,23.8,28.8,96.188,1.5,305,167,27,16.2,VELO_BAND_1.5,73.8,26.2,34.4,65.6,10.0,90.0,1.5,98.5,26.2,39.4,24.4,8.5,1.5
221,2026-08-31,825040,PHI,AZ,547180,Bryce Harper,L,3.0,OFFICIAL,STARTER,True,4,57.1,3.0,694297,Brandon Pfaadt,R,4.49,0.6343,18.2,0.9951,1.5,LESS,73.7,-280,91,92,1.0,1.0,0.8667,60.0,60.0,53.3,40.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,279,18.3,16.1,18.0,25.5,4-Seam,29.0,28.6,22.7,24.0,92.5174,1.5,252,101,17,16.8,VELO_BAND_1.5,66.5,33.5,26.3,73.7,5.9,94.1,0.7,99.3,33.5,40.2,20.4,5.2,0.7
222,2026-08-31,822689,WSH,MIA,695734,Daylen Lile,L,1.0,OFFICIAL,STARTER,True,6,85.7,4.0,687473,Ryan Gusto,R,4.72,0.537,21.9,0.9976,1.5,LESS,73.7,-280,90,91,0.4,0.5,0.9333,40.0,50.0,60.0,0.0,0.0,20.0,3,0,0.0,21.1,13,9.1,7.7,60.0,90.9,87.5,0.0,0.0782,316,18.0,18.8,18.3,27.7,4-Seam,27.7,17.9,18.3,23.8,92.8869,1.5,313,167,30,18.0,VELO_BAND_1.5,66.4,33.6,26.3,73.7,6.2,93.8,0.8,99.2,33.6,40.2,20.1,5.4,0.8
223,2026-08-31,822689,WSH,MIA,665953,Andrés Chaparro,R,3.0,OFFICIAL,STARTER,True,5,71.4,3.0,687473,Ryan Gusto,R,4.49,0.537,21.9,1.0032,1.5,LESS,73.7,-280,76,87,0.4,0.4,0.5333,40.0,30.0,46.7,0.0,10.0,6.7,2,0,0.0,21.5,9,25.0,22.2,0.0,75.0,75.0,0.0,0.0545,52,17.3,18.8,18.3,27.7,4-Seam,27.7,18.0,20.9,27.5,92.8869,1.5,83,55,5,9.1,VELO_BAND_1.5,66.5,33.5,26.3,73.7,6.4,93.6,1.0,99.0,33.5,40.2,19.9,5.5,1.0
224,2026-08-31,823663,MIN,DET,694224,Gabriel Gonzalez,R,1.01,OFFICIAL,STARTER,True,0,0.0,,695549,Jackson Jobe,R,4.72,0.7407,21.7,0.9905,1.5,LESS,73.7,-280,60,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,1,0.0,18.8,16.7,21.5,4-Seam,36.3,0.0,10.8,26.6,97.3129,,16,8,0,0.0,HITTER_FASTBALL_FALLBACK,65.4,34.6,26.3,73.7,6.3,93.7,0.9,99.1,34.6,39.1,20.0,5.4,0.9
225,2026-08-31,823663,MIN,DET,668904,Royce Lewis,R,7.0,OFFICIAL,STARTER,True,7,100.0,7.0,695549,Jackson Jobe,R,4.09,0.7407,21.7,1.0001,1.5,LESS,73.5,-278,81,88,0.8,0.5,0.7333,60.0,40.0,53.3,20.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,245,25.3,18.8,16.7,21.5,4-Seam,36.3,24.4,25.4,29.0,97.3129,1.5,195,101,19,18.8,VELO_BAND_1.5,67.1,32.9,26.5,73.5,5.8,94.2,0.6,99.4,32.9,40.6,20.7,5.2,0.6
226,2026-08-31,823663,DET,MIN,814430,Brett Callahan,L,5.0,OFFICIAL,STARTER,True,4,57.1,5.0,671737,Taj Bradley,R,4.31,0.78,21.6,0.9993,1.5,LESS,73.4,-276,70,85,0.4,0.6,0.6364,40.0,50.0,54.5,0.0,10.0,9.1,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,29,24.1,27.6,23.6,27.0,4-Seam,47.1,4.2,11.3,26.8,94.7702,1.5,27,14,1,7.1,VELO_BAND_1.5,66.7,33.3,26.6,73.4,5.9,94.1,0.7,99.3,33.3,40.1,20.7,5.1,0.7
227,2026-08-31,823982,LAA,NYY,685133,Wade Meckler,L,3.0,OFFICIAL,STARTER,True,3,42.9,1.0,695684,Elmer Rodríguez,R,4.49,0.78,24.1,1.0028,1.5,LESS,73.3,-275,78,87,0.4,0.8,0.8667,40.0,60.0,60.0,0.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,207,20.8,15.3,25.4,29.4,Sinker,47.2,14.0,15.8,28.4,95.5028,1.5,160,70,6,8.6,VELO_BAND_1.5,66.3,33.7,26.7,73.3,6.4,93.6,0.8,99.2,33.7,39.6,20.3,5.5,0.8
228,2026-08-31,823663,DET,MIN,690993,Colt Keith,L,2.0,OFFICIAL,STARTER,True,5,71.4,2.0,671737,Taj Bradley,R,4.6,0.78,21.6,1.0038,1.5,LESS,73.3,-274,87,89,1.0,0.7,0.5333,80.0,60.0,46.7,20.0,10.0,6.7,2,0,0.0,21.5,10,0.0,20.0,14.3,100.0,100.0,11.5,0.0572,265,18.9,27.6,23.6,27.0,4-Seam,47.1,11.0,14.0,26.9,94.7702,1.5,214,92,7,7.6,VELO_BAND_1.5,66.0,34.0,26.7,73.3,6.6,93.4,1.0,99.0,34.0,39.3,20.1,5.7,1.0
