Overall Rank,Date,Player,Team,Opponent,Game,Side,Position,Analytical Projected FS,Projected FS,Model Uncertainty,Model Uncertainty Tag,Uncertainty-Adjusted Probability %,Adaptive Weight Source,V7 Segment,Sim Mean,Sim Median,Historical FS Std,Target FS Std,Raw Sim Std,Volatility-Calibrated Sim Std,Volatility Multiplier,Last 5 Avg FS,Last 10 Avg FS,Last 15 Avg FS,Last 5 Fantasy Scores,Last 10 Fantasy Scores,Last 15 Fantasy Scores,P Over 2.5 FS %,P Over 3.0 FS %,P Over 3.5 FS %,P Over 4.0 FS %,P Over 4.5 FS %,P Over 5.0 FS %,P Over 5.5 FS %,P Over 6.0 FS %,P Over 6.5 FS %,P Over 7.0 FS %,P Over 7.5 FS %,P Over 8.0 FS %,P Over 8.5 FS %,P Over 9.0 FS %,P Over 9.5 FS %,P Over 10.0 FS %,P Over 10.5 FS %,P Over 11.0 FS %,P Over 11.5 FS %,P Over 12.0 FS %,P Over 12.5 FS %,P Over 13.0 FS %,P Over 13.5 FS %,P Over 14.0 FS %,P Over 14.5 FS %,P Over 15.0 FS %,P Over 15.5 FS %,AI Score,Grade,Suggested Lean,Recommended Direction,Recommended Line,Recommended Probability %,Projection Edge,Even-Money EV %,Recommendation Strength,Lineup Spot,Lineup Source,Today Lineup Spot,Last 7 Mode Spot,Starts in Last 7,Last 7 Lineup Spots,Lineup Consistency %,Start Probability %,Expected PA,Rest/Usage Note,Recent Start Guess 14,Usage Factor,Opp Pitcher,Opp Pitcher Hand,Pitcher ERA,Pitcher WHIP,Pitcher H/BF,Pitcher HR/BF,Pitcher BB/BF,Pitching Plan,Bullpen Game Detected,Bullpen Game Reason,Opener Exposure %,Bullpen Exposure %,Bullpen Arms Modeled,Likely Bullpen Arms,Projected RHP Exposure %,Projected LHP Exposure %,Bullpen ERA,Bullpen WHIP,Bullpen H/BF,Bullpen HR/BF,Venue,Park Factor,Weather Factor,Temp F,Wind MPH,Wind Direction,Precip %,Weather Note,PA,AB,AVG,OBP,SLG,OPS,Hand Split PA,Hand Split OPS,Season H,Season 2B,Season 3B,Season HR,Season R,Season RBI,Season BB,Season HBP,Season SB,Last 5 Fantasy Score Details,Last 10 Fantasy Score Details,Last 15 Fantasy Score Details,Recent FS Games Available,Historical Volatility Games,Historical FS Mean,Historical FS Median,Volatility Source,Last 7 FS/G,Last 14 FS/G,Last 14 AVG,14-Game Batter Status,Last 30 FS/G,Last 14 FS/PA,Last 14 Hit Rate,Last 14 XBH Rate,Last 14 HR Rate,Last 14 BB Rate,Last 14 SB Rate,Season Projected FS,Last 30 Projected FS,Last 14 Projected FS,Last 7 Projected FS,Hand Split Projected FS,Season Weight %,Last 30 Weight %,Last 14 Weight %,Last 7 Weight %,Hand Split Weight %,V7 PA Adjustment,V7 Bias Correction,Statcast Samples,Avg Exit Velo,Hard Hit %,Barrel %,Sweet Spot %,Statcast xwOBA,Statcast Quality Factor,V7 Statcast EWMA Factor,V7 Statcast Reliability,V7 Recent 10 BBE EV,V7 Recent 25 BBE EV,V7 Matchup Expected xwOBA,V7 Matchup xwOBA Factor,V7 Bullpen Availability %,V7 Bullpen Availability Factor,Elite Single Floor Boost,Walk Floor Boost,Run Scoring Boost,Pitch-Type Matchup Factor,Pitch-Type Samples,Pitch-Type Data Source,Release/Movement Matchup Factor,Release/Movement Samples,Release/Movement Source,Contact Quality Samples,Contact EV Mean,Contact EV Std,Contact LA Mean,Contact LA Std,Pull %,Center %,Oppo %,Directional Weather Factor,Park Single Factor,Park Double Factor,Park Triple Factor,Park HR Factor,EWMA Form Factor,EWMA Fantasy Score,EWMA Trend,Umpire,Umpire Source,Umpire Run Factor,Umpire BB Factor,Umpire K Factor,Defense Factor,Outfield Defense Factor,Infield Defense Factor,Defense Source,Bullpen Fatigue Factor,Bullpen Recent Games,Bullpen Recent Innings Proxy,Running Matchup Factor,Sprint Speed,Matchup DNA Factor,Single Rate,Double Rate,Triple Rate,HR Rate,BB Rate,HBP Rate,K Rate Model,Groundout Share,Flyout Share,Lineout Share,Run Rate Model,RBI Rate Model,SB Rate,_bullpen_arm_rates,_bullpen_game,_opener_weight,_run_scoring_boost,V7 Testing Model,Confirmed Starter,Sim Std,P25,P75,P90,Simulated PA,Zero PA Probability %,Probability Calibration,Raw P Over 2.5 FS %,Raw P Over 3.0 FS %,Raw P Over 3.5 FS %,Raw P Over 4.0 FS %,Raw P Over 4.5 FS %,Raw P Over 5.0 FS %,Raw P Over 5.5 FS %,Raw P Over 6.0 FS %,Raw P Over 6.5 FS %,Raw P Over 7.0 FS %,Raw P Over 7.5 FS %,Raw P Over 8.0 FS %,Raw P Over 8.5 FS %,Raw P Over 9.0 FS %,Raw P Over 9.5 FS %,Raw P Over 10.0 FS %,Raw P Over 10.5 FS %,Raw P Over 11.0 FS %,Raw P Over 11.5 FS %,Raw P Over 12.0 FS %,Raw P Over 12.5 FS %,Raw P Over 13.0 FS %,Raw P Over 13.5 FS %,Raw P Over 14.0 FS %,Raw P Over 14.5 FS %,Raw P Over 15.0 FS %,Raw P Over 15.5 FS %,Confidence,Floor Uplift 2.5 FS,Floor Uplift 3.0 FS,Floor Uplift 3.5 FS,Floor Uplift 4.0 FS,Floor Uplift 4.5 FS,Floor Uplift 5.0 FS,Floor Uplift 5.5 FS,Floor Uplift 6.0 FS,Floor Uplift 6.5 FS,Floor Uplift 7.0 FS,Floor Uplift 7.5 FS,Floor Uplift 8.0 FS,Floor Uplift 8.5 FS,Floor Uplift 9.0 FS,Floor Uplift 9.5 FS,Floor Uplift 10.0 FS,Floor Uplift 10.5 FS,Floor Uplift 11.0 FS,Floor Uplift 11.5 FS,Floor Uplift 12.0 FS,Floor Uplift 12.5 FS,Floor Uplift 13.0 FS,Floor Uplift 13.5 FS,Floor Uplift 14.0 FS,Floor Uplift 14.5 FS,Floor Uplift 15.0 FS,Floor Uplift 15.5 FS
1,2026-08-15,Kyle Schwarber,PHI,MIN,PHI @ MIN,AWAY,DH,12.45,10.9,1.073,MEDIUM,58.7,Manual — insufficient V7 history,projected|top4|LHP,10.9,8.7,7.45,6.94,9.13,6.94,0.76,18.8,11.8,9.53,30|0|5|16|43,30|0|5|16|43|5|7|8|4|0,30|0|5|16|43|5|7|8|4|0|4|4|4|6|7,100.0,89.8,89.8,89.8,82.5,76.5,76.5,71.6,63.9,63.9,60.5,53.6,53.6,49.9,45.4,45.4,41.6,39.2,39.2,36.4,34.8,34.8,30.3,30.3,29.1,25.0,25.0,263.04,A+,MORE 7.5 | 60.5% | Edge +3.4,MORE,7.5,60.5,3.4,21.0,Playable,1,Last 7 Confirmed,,1,7,1-1-1-1-1-1-1,100.0,97.0,5.18,Regular,14,1.04,Connor Prielipp,L,4.79,1.32,0.2163,0.0309,0.0899,Normal Starter,No,"Normal starter profile: 16/16 GS, 5.17 IP/app",64.0,36.0,0,,0.0,100.0,4.62,1.38,0.2216,0.0304,Target Field,0.98,1.03,80.4,3.7,213.0,22.0,warm,521,432,0.25,0.371,0.544,0.915,190,0.966,108,14,1,37,71,72,79,6,3,2026-08-13 @ Minnesota Twins: 30 FS|2026-08-12 @ St. Louis Cardinals: 0 FS|2026-08-11 @ St. Louis Cardinals: 5 FS|2026-08-10 @ St. Louis Cardinals: 16 FS|2026-08-09 vs Toronto Blue Jays: 43 FS,2026-08-13 @ Minnesota Twins: 30 FS|2026-08-12 @ St. Louis Cardinals: 0 FS|2026-08-11 @ St. Louis Cardinals: 5 FS|2026-08-10 @ St. Louis Cardinals: 16 FS|2026-08-09 vs Toronto Blue Jays: 43 FS|2026-08-08 vs Toronto Blue Jays: 5 FS|2026-08-07 vs Toronto Blue Jays: 7 FS|2026-08-06 vs Washington Nationals: 8 FS|2026-08-05 vs Washington Nationals: 4 FS|2026-08-04 vs Washington Nationals: 0 FS,2026-08-13 @ Minnesota Twins: 30 FS|2026-08-12 @ St. Louis Cardinals: 0 FS|2026-08-11 @ St. Louis Cardinals: 5 FS|2026-08-10 @ St. Louis Cardinals: 16 FS|2026-08-09 vs Toronto Blue Jays: 43 FS|2026-08-08 vs Toronto Blue Jays: 5 FS|2026-08-07 vs Toronto Blue Jays: 7 FS|2026-08-06 vs Washington Nationals: 8 FS|2026-08-05 vs Washington Nationals: 4 FS|2026-08-04 vs Washington Nationals: 0 FS|2026-08-03 vs Washington Nationals: 4 FS|2026-08-02 @ Baltimore Orioles: 4 FS|2026-08-01 @ Baltimore Orioles: 4 FS|2026-07-31 @ Baltimore Orioles: 6 FS|2026-07-27 @ Miami Marlins: 7 FS,15,30,8.53,5.0,Last 30 games + shrinkage,15.14,9.71,0.234,Neutral,8.53,2.125,0.1719,0.0938,0.0625,0.2188,0.0156,11.98,11.31,11.44,12.73,11.06,28.0,16.0,20.0,16.0,20.0,0.056,0.748,225,85.84,32.89,2.67,29.78,0.508,1.1433,1.0634,1.0,88.85,88.42,0.404,1.0756,79.8,1.0635,1.0,1.0,1.0,1.0505,649,Statcast,0.9322,28,Statcast,225,85.84,12.0,19.0,35.0,7.1,64.0,28.9,1.0141,1.007,1.0402,1.0141,1.0616,1.032,11.2,2.67,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8976,27.0,0.9844,0.137,0.052,0.0034,0.0713,0.1387,0.013,0.3001,0.3298,0.3298,0.3404,0.1361,0.1201,0.0098,[],False,0.64,1.0,Yes,Projected,6.94,5.66,14.97,20.1,4.59,0.0,Raw,100.0,89.8,89.8,89.8,82.5,76.5,76.5,71.6,63.9,63.9,60.5,53.6,53.6,49.9,45.4,45.4,41.6,39.2,39.2,36.4,34.8,34.8,30.3,30.3,29.1,25.0,25.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2026-08-15,Griffin Conine,MIA,CIN,MIA @ CIN,AWAY,RF,12.77,10.84,1.073,MEDIUM,58.5,Manual — insufficient V7 history,projected|top4|RHP,10.84,8.49,8.55,7.69,9.3,7.69,0.827,13.8,8.4,8.4,0|3|29|5|32,0|3|29|5|32|8|0|5|0|2,0|3|29|5|32|8|0|5|0|2|0|19|7|0|16,87.3,87.3,87.3,81.7,74.4,74.4,71.5,71.5,63.3,60.3,60.3,54.1,49.5,49.5,45.4,45.4,41.1,39.0,39.0,35.9,35.9,34.5,30.3,30.3,29.0,29.0,25.3,256.98,A+,MORE 7.5 | 60.3% | Edge +3.3,MORE,7.5,60.3,3.34,20.6,Playable,4,Last 7 Confirmed,,4,7,4-4-3-3-4-5-3,42.9,97.0,4.79,Regular,13,1.04,Brady Singer,R,4.66,1.43,0.2472,0.0415,0.0755,Normal Starter,No,"Normal starter profile: 23/23 GS, 5.20 IP/app",64.0,36.0,0,,100.0,0.0,4.47,1.4,0.2134,0.0321,Great American Ball Park,1.08,1.01,78.9,4.6,293.0,22.0,humid,180,157,0.274,0.367,0.561,0.928,152,1.022,43,6,0,13,26,27,21,2,2,2026-08-14 @ Cincinnati Reds: 0 FS|2026-08-13 vs Pittsburgh Pirates: 3 FS|2026-08-12 vs Pittsburgh Pirates: 29 FS|2026-08-11 vs Pittsburgh Pirates: 5 FS|2026-08-09 vs Los Angeles Angels: 32 FS,2026-08-14 @ Cincinnati Reds: 0 FS|2026-08-13 vs Pittsburgh Pirates: 3 FS|2026-08-12 vs Pittsburgh Pirates: 29 FS|2026-08-11 vs Pittsburgh Pirates: 5 FS|2026-08-09 vs Los Angeles Angels: 32 FS|2026-08-08 vs Los Angeles Angels: 8 FS|2026-08-07 vs Los Angeles Angels: 0 FS|2026-08-06 @ Atlanta Braves: 5 FS|2026-08-05 @ Atlanta Braves: 0 FS|2026-08-04 @ Atlanta Braves: 2 FS,2026-08-14 @ Cincinnati Reds: 0 FS|2026-08-13 vs Pittsburgh Pirates: 3 FS|2026-08-12 vs Pittsburgh Pirates: 29 FS|2026-08-11 vs Pittsburgh Pirates: 5 FS|2026-08-09 vs Los Angeles Angels: 32 FS|2026-08-08 vs Los Angeles Angels: 8 FS|2026-08-07 vs Los Angeles Angels: 0 FS|2026-08-06 @ Atlanta Braves: 5 FS|2026-08-05 @ Atlanta Braves: 0 FS|2026-08-04 @ Atlanta Braves: 2 FS|2026-08-02 @ New York Mets: 0 FS|2026-08-01 @ New York Mets: 19 FS|2026-07-31 @ New York Mets: 7 FS|2026-07-30 @ New York Mets: 0 FS|2026-07-29 vs Philadelphia Phillies: 16 FS,15,30,8.17,4.5,Last 30 games + shrinkage,11.0,7.86,0.267,Neutral,8.17,2.075,0.2264,0.0943,0.0755,0.1509,0.0,12.14,12.17,11.84,12.51,11.54,28.0,16.0,20.0,16.0,20.0,0.055,0.748,166,84.86,31.33,1.2,31.33,0.516,1.163,1.1046,1.0,95.19,89.82,0.421,1.0901,79.8,1.0606,1.0,1.0,1.0,1.0154,398,Statcast,1.0,10,Fallback,166,84.86,12.0,15.98,34.88,8.4,66.3,25.3,0.9936,1.0031,1.0451,0.9257,1.1257,1.0056,8.63,0.46,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.9637,27.0,0.9992,0.1719,0.0632,0.0034,0.078,0.1063,0.0095,0.2637,0.443,0.2785,0.2785,0.1323,0.1636,0.0098,[],False,0.64,1.0,Yes,Projected,7.69,4.36,15.93,20.89,4.23,3.6,Raw,87.3,87.3,87.3,81.7,74.4,74.4,71.5,71.5,63.3,60.3,60.3,54.1,49.5,49.5,45.4,45.4,41.1,39.0,39.0,35.9,35.9,34.5,30.3,30.3,29.0,29.0,25.3,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2026-08-15,Rafael Devers,SF,COL,COL @ SF,HOME,1B,12.06,9.64,1.073,MEDIUM,58.9,Manual — insufficient V7 history,projected|top4|RHP,9.64,8.24,7.98,7.3,8.55,7.3,0.854,4.6,4.7,6.27,7|2|6|2|6,7|2|6|2|6|0|16|6|2|0,7|2|6|2|6|0|16|6|2|0|18|10|2|13|4,82.3,82.3,78.0,71.4,71.4,68.7,68.7,60.7,60.7,57.7,50.9,50.9,46.4,46.4,42.2,36.8,36.8,34.4,34.4,30.2,30.2,28.1,24.6,24.6,22.9,22.9,19.8,235.3,A+,MORE 6.5 | 60.7% | Edge +3.1,MORE,6.5,60.7,3.14,21.4,Playable,4,Last 7 Confirmed,,4,7,2-4-4-4-4-4-4,85.7,97.0,4.8,Regular,14,1.04,Michael Lorenzen,R,6.83,1.88,0.302,0.0331,0.0847,Normal Starter,No,"Normal starter profile: 24/25 GS, 4.48 IP/app",64.0,36.0,0,,100.0,0.0,5.44,1.51,0.256,0.0353,Oracle Park,0.94,1.0,65.9,8.9,260.0,0.0,neutral,515,458,0.245,0.32,0.467,0.787,345,0.908,112,28,1,24,62,65,52,1,0,2026-08-14 vs Colorado Rockies: 7 FS|2026-08-12 vs Houston Astros: 2 FS|2026-08-11 vs Houston Astros: 6 FS|2026-08-10 vs Houston Astros: 2 FS|2026-08-09 vs Detroit Tigers: 6 FS,2026-08-14 vs Colorado Rockies: 7 FS|2026-08-12 vs Houston Astros: 2 FS|2026-08-11 vs Houston Astros: 6 FS|2026-08-10 vs Houston Astros: 2 FS|2026-08-09 vs Detroit Tigers: 6 FS|2026-08-08 vs Detroit Tigers: 0 FS|2026-08-07 vs Detroit Tigers: 16 FS|2026-08-05 @ Texas Rangers: 6 FS|2026-08-04 @ Texas Rangers: 2 FS|2026-08-03 @ Texas Rangers: 0 FS,2026-08-14 vs Colorado Rockies: 7 FS|2026-08-12 vs Houston Astros: 2 FS|2026-08-11 vs Houston Astros: 6 FS|2026-08-10 vs Houston Astros: 2 FS|2026-08-09 vs Detroit Tigers: 6 FS|2026-08-08 vs Detroit Tigers: 0 FS|2026-08-07 vs Detroit Tigers: 16 FS|2026-08-05 @ Texas Rangers: 6 FS|2026-08-04 @ Texas Rangers: 2 FS|2026-08-03 @ Texas Rangers: 0 FS|2026-08-02 @ San Diego Padres: 18 FS|2026-08-01 @ San Diego Padres: 10 FS|2026-07-31 @ San Diego Padres: 2 FS|2026-07-30 @ San Diego Padres: 13 FS|2026-07-29 vs Milwaukee Brewers: 4 FS,15,30,7.73,4.5,Last 30 games + shrinkage,5.57,6.43,0.255,Neutral,7.73,1.607,0.2143,0.0536,0.0357,0.1429,0.0,11.56,11.52,10.91,10.76,11.63,28.0,16.0,20.0,16.0,20.0,-0.019,0.748,267,86.02,31.84,1.87,29.21,0.432,1.0206,1.0097,1.0,88.06,88.42,0.428,1.0963,79.8,1.1093,1.0,1.0,1.0,1.0303,646,Statcast,1.0571,65,Statcast,267,86.02,12.0,20.14,32.42,14.2,63.7,22.1,0.9938,1.008,1.0639,1.2497,0.9213,0.9809,6.14,-1.59,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8625,27.0,0.991,0.2043,0.0765,0.005,0.0503,0.1023,0.0069,0.225,0.433,0.3937,0.1732,0.123,0.1618,0.0065,[],False,0.64,1.0,Yes,Projected,7.3,3.97,13.36,19.34,4.0,9.7,Raw,82.3,82.3,78.0,71.4,71.4,68.7,68.7,60.7,60.7,57.7,50.9,50.9,46.4,46.4,42.2,36.8,36.8,34.4,34.4,30.2,30.2,28.1,24.6,24.6,22.9,22.9,19.8,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2026-08-15,Jac Caglianone,KC,LAA,KC @ LAA,AWAY,RF,11.91,8.73,1.073,MEDIUM,59.6,Manual — insufficient V7 history,projected|top4|LHP,8.73,6.32,8.09,7.37,8.36,7.37,0.882,15.2,15.1,13.27,30|5|17|21|3,30|5|17|21|3|42|8|7|3|15,30|5|17|21|3|42|8|7|3|15|5|16|0|19|8,81.8,75.2,75.2,63.8,63.8,61.6,52.1,52.1,48.5,48.5,42.9,42.9,38.7,36.1,36.1,32.7,32.7,31.1,31.1,28.8,27.5,27.5,23.2,23.2,22.3,22.3,18.7,232.67,A+,MORE 5.0 | 61.6% | Edge +3.7,MORE,5.0,61.6,3.73,23.2,Playable,3,Last 7 Confirmed,,3,7,3-3-3-3-3-3-3,100.0,97.0,4.97,Regular,14,1.04,Reid Detmers,L,4.0,1.1,0.1913,0.0307,0.0776,Normal Starter,No,"Normal starter profile: 24/24 GS, 5.62 IP/app",64.0,36.0,0,,0.0,100.0,4.45,1.37,0.2037,0.0282,Angel Stadium,1.0,1.0,79.9,9.4,230.0,0.0,neutral,443,410,0.273,0.325,0.495,0.82,133,0.743,112,21,2,22,56,58,28,4,5,2026-08-14 @ Los Angeles Angels: 30 FS|2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS,2026-08-14 @ Los Angeles Angels: 30 FS|2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS|2026-08-05 vs Minnesota Twins: 3 FS|2026-08-04 vs Minnesota Twins: 15 FS,2026-08-14 @ Los Angeles Angels: 30 FS|2026-08-12 @ Los Angeles Dodgers: 5 FS|2026-08-11 @ Los Angeles Dodgers: 17 FS|2026-08-10 @ Los Angeles Dodgers: 21 FS|2026-08-09 vs Chicago Cubs: 3 FS|2026-08-08 vs Chicago Cubs: 42 FS|2026-08-07 vs Chicago Cubs: 8 FS|2026-08-06 vs Minnesota Twins: 7 FS|2026-08-05 vs Minnesota Twins: 3 FS|2026-08-04 vs Minnesota Twins: 15 FS|2026-08-02 @ Colorado Rockies: 5 FS|2026-08-01 @ Colorado Rockies: 16 FS|2026-07-31 @ Colorado Rockies: 0 FS|2026-07-30 @ Minnesota Twins: 19 FS|2026-07-29 @ Minnesota Twins: 8 FS,15,30,9.33,7.0,Last 30 games + shrinkage,18.0,13.64,0.411,Hot,9.33,3.351,0.4035,0.1754,0.1053,0.0175,0.0351,10.36,11.49,12.79,12.73,9.13,28.0,16.0,20.0,16.0,20.0,0.051,0.748,269,86.43,34.94,1.86,25.65,0.451,1.0848,1.0443,1.0,88.15,87.99,0.407,1.0778,79.8,1.0562,1.0,1.0,1.0,1.1,392,Statcast,0.959,16,Statcast,269,86.43,12.0,9.31,32.54,9.3,60.2,30.5,1.0192,1.0045,1.0359,1.0089,1.0496,1.0491,13.43,4.09,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.0539,27.0,1.0,0.1509,0.0585,0.0031,0.0625,0.0653,0.0104,0.2614,0.55,0.2287,0.2214,0.1358,0.1772,0.0146,[],False,0.64,1.0,Yes,Projected,7.37,3.68,13.38,19.55,4.22,0.0,Raw,81.8,75.2,75.2,63.8,63.8,61.6,52.1,52.1,48.5,48.5,42.9,42.9,38.7,36.1,36.1,32.7,32.7,31.1,31.1,28.8,27.5,27.5,23.2,23.2,22.3,22.3,18.7,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2026-08-15,Elly De La Cruz,CIN,MIA,MIA @ CIN,HOME,SS,11.26,8.97,1.073,MEDIUM,63.7,Manual — insufficient V7 history,projected|top4|RHP,8.97,7.19,7.67,7.09,7.84,7.09,0.905,3.6,7.3,8.73,2|7|0|9|0,2|7|0|9|0|0|18|14|10|13,2|7|0|9|0|0|18|14|10|13|9|0|14|33|2,86.0,79.5,79.5,70.1,66.5,66.5,56.5,56.5,53.0,53.0,46.0,46.0,41.6,38.0,38.0,33.8,33.8,31.6,31.6,28.6,28.6,26.9,26.9,21.8,20.3,20.3,17.5,229.5,A+,MORE 5.0 | 66.5% | Edge +4.0,MORE,5.0,66.5,3.97,33.0,Good,1,Last 7 Confirmed,,1,7,1-1-1-1-1-1-1,100.0,97.0,5.09,Regular,14,1.04,Ryan Gusto,R,4.78,1.33,0.2361,0.0278,0.0648,Normal Starter,No,"Normal starter profile: 10/15 GS, 3.27 IP/app",64.0,36.0,0,,100.0,0.0,3.96,1.25,0.2053,0.0272,Great American Ball Park,1.08,1.01,78.9,4.6,293.0,22.0,humid,457,402,0.266,0.348,0.485,0.833,333,0.749,107,18,5,20,68,56,50,2,21,2026-08-14 vs Miami Marlins: 2 FS|2026-08-13 @ Chicago White Sox: 7 FS|2026-08-12 @ Chicago White Sox: 0 FS|2026-08-11 @ Chicago White Sox: 9 FS|2026-08-09 @ Washington Nationals: 0 FS,2026-08-14 vs Miami Marlins: 2 FS|2026-08-13 @ Chicago White Sox: 7 FS|2026-08-12 @ Chicago White Sox: 0 FS|2026-08-11 @ Chicago White Sox: 9 FS|2026-08-09 @ Washington Nationals: 0 FS|2026-08-08 @ Washington Nationals: 0 FS|2026-08-07 @ Washington Nationals: 18 FS|2026-08-06 vs Athletics: 14 FS|2026-08-05 vs Athletics: 10 FS|2026-08-04 vs Athletics: 13 FS,2026-08-14 vs Miami Marlins: 2 FS|2026-08-13 @ Chicago White Sox: 7 FS|2026-08-12 @ Chicago White Sox: 0 FS|2026-08-11 @ Chicago White Sox: 9 FS|2026-08-09 @ Washington Nationals: 0 FS|2026-08-08 @ Washington Nationals: 0 FS|2026-08-07 @ Washington Nationals: 18 FS|2026-08-06 vs Athletics: 14 FS|2026-08-05 vs Athletics: 10 FS|2026-08-04 vs Athletics: 13 FS|2026-08-02 vs Pittsburgh Pirates: 9 FS|2026-08-01 vs Pittsburgh Pirates: 0 FS|2026-07-31 vs Pittsburgh Pirates: 14 FS|2026-07-30 vs Pittsburgh Pirates: 33 FS|2026-07-29 vs Cleveland Guardians: 2 FS,15,30,9.8,8.5,Last 30 games + shrinkage,5.14,9.21,0.216,Neutral,9.8,2.081,0.1774,0.0968,0.0323,0.1613,0.0484,11.69,11.2,10.73,9.46,8.94,28.0,16.0,20.0,16.0,20.0,-0.036,0.748,212,86.23,31.13,0.47,30.66,0.424,1.0105,1.0169,1.0,89.66,87.05,0.43,1.0978,79.8,1.0236,1.0,1.0,1.0,1.0495,586,Statcast,1.14,51,Statcast,212,86.23,12.0,11.4,31.38,16.0,59.4,24.5,0.9948,1.0048,1.0528,0.9289,1.1397,0.9714,7.42,-2.38,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,0.9879,0.1509,0.055,0.0066,0.0481,0.0912,0.0066,0.2433,0.5083,0.2083,0.2834,0.1351,0.1014,0.0285,[],False,0.64,1.0,Yes,Projected,7.09,3.57,13.52,18.95,4.5,0.0,Raw,86.0,79.5,79.5,70.1,66.5,66.5,56.5,56.5,53.0,53.0,46.0,46.0,41.6,38.0,38.0,33.8,33.8,31.6,31.6,28.6,28.6,26.9,26.9,21.8,20.3,20.3,17.5,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
