rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_rotation_factor,preseason_game_plan_factor,preseason_attempt_share,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
33,2026,PRE,1,Preseason Week 1,00-0040415,Connor Bazelak,TB,ACT,1,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bac9zwjhpy5rbcr6zrug",TEAM_BLEND,30.3,6.93,211.4,0,,,,,,,,,,,,,30.3,6.93,211.4,76.75703374112926,TEAM_PRIOR_NO_NFL_HISTORY,30.3,10.6,AUTO_PRESEASON_USAGE,starter_like,73.5,51.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.931,6.931,4.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,6.5,37.9,73.3,108.7,140.4,30.9,LOW,24.1,VERY LOW,18.7,VERY LOW,14.0,VERY LOW,10.1,VERY LOW,7.2,VERY LOW,4.9,VERY LOW,3.1,VERY LOW,2.0,VERY LOW,1.3,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.7,75.2,63.6,52.2,33.8,23.1,TEAM_3_SEASON_GAME_BOOTSTRAP,1933,54,35.8,36.4,NYJ,away,2026_PRE_W1_TB_NYJ,,TB at NYJ
34,2026,PRE,1,Preseason Week 1,00-0041251,Jalon Daniels,TB,ACT,0,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwhfl6i5drktwjvslfpn",TEAM_BLEND,30.3,6.93,211.4,0,,,,,,,,,,,,,30.3,6.93,211.4,76.75703374112926,TEAM_PRIOR_NO_NFL_HISTORY,30.3,10.6,AUTO_PRESEASON_USAGE,rookie,73.5,69.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.931,6.931,4.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,26.7,72.7,119.1,162.1,34.7,LOW,29.4,LOW,24.6,VERY LOW,20.2,VERY LOW,16.2,VERY LOW,13.4,VERY LOW,10.6,VERY LOW,8.1,VERY LOW,6.3,VERY LOW,4.8,VERY LOW,3.6,VERY LOW,2.5,VERY LOW,1.7,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.4,74.7,63.5,51.8,33.2,22.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1933,54,35.8,36.4,NYJ,away,2026_PRE_W1_TB_NYJ,,TB at NYJ
35,2026,PRE,1,Preseason Week 1,00-0040464,DJ Uiagalelei,LAC,ACT,1,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e8mdfuh7skuez3kdmm4r",TEAM_BLEND,30.0,6.98,209.8,0,,,,,,,,,,,,,30.0,6.98,209.8,74.76524452996912,TEAM_PRIOR_NO_NFL_HISTORY,30.0,10.5,AUTO_PRESEASON_USAGE,young_backup,73.1,64.9,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.978,6.978,4.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,28.1,72.0,116.6,156.4,33.3,LOW,28.4,LOW,23.2,VERY LOW,19.1,VERY LOW,15.3,VERY LOW,12.0,VERY LOW,9.1,VERY LOW,6.7,VERY LOW,5.1,VERY LOW,3.8,VERY LOW,2.8,VERY LOW,1.9,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.4,74.7,62.9,46.9,34.2,21.6,TEAM_3_SEASON_GAME_BOOTSTRAP,1935,53,36.5,40.5,HOU,away,2026_PRE_W1_LAC_HOU,,LAC at HOU
36,2026,PRE,1,Preseason Week 1,00-0035704,Drew Lock,SEA,ACT,7,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e0xz0hu8s0lpbwlr0bzj",TEAM_BLEND,29.1,7.24,209.5,8,2024.0,212.4,193.1,193.1,178.0,238.5,34.4,30.5,30.0,6.75,6.19,5.75,32.0,6.44,203.7,84.02786820020978,NFL_HISTORY,32.0,11.2,AUTO_PRESEASON_USAGE,starter_like,72.2,47.4,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.443,6.443,4.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,11.3,40.2,72.9,104.8,133.6,28.1,LOW,21.7,VERY LOW,15.9,VERY LOW,11.2,VERY LOW,7.7,VERY LOW,5.0,VERY LOW,3.2,VERY LOW,2.0,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,67.0,55.4,44.7,31.9,24.4,20.0,QB_3_SEASON_GAME_BOOTSTRAP,280,12,23.3,25.4,DAL,home,2026_PRE_W1_DAL_SEA,,DAL at SEA
37,2026,PRE,1,Preseason Week 1,00-0035228,Kyler Murray,MIN,ACT,7,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flezsremqighwuiyu77f",TEAM_BLEND,28.9,6.87,199.7,30,2025.0,192.4,221.0,232.1,192.4,226.5,32.2,34.4,32.2,6.19,6.51,6.19,32.5,6.36,207.2,38.290570835239706,NFL_HISTORY,32.5,11.4,AUTO_PRESEASON_USAGE,starter_like,72.2,16.6,True,GAME STARTER / LIMITED,USER WEEK 1 UPDATE,"Named Week 1 starter. Exact duration not supplied, so share is inferred.",1.0,0.35,0.35,0.0,6.356,6.356,4.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,51.2,61.2,72.4,83.8,93.8,4.8,VERY LOW,1.1,VERY LOW,0.2,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,81.2,76.5,64.1,46.7,31.8,22.0,QB_3_SEASON_GAME_BOOTSTRAP,1039,30,34.6,33.9,NYG,away,2026_PRE_W1_MIN_NYG,,MIN at NYG
38,2026,PRE,1,Preseason Week 1,00-0041172,Miller Moss,CHI,ACT,0,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p86kdskm2q45zetkrx03",TEAM_BLEND,30.5,6.76,206.8,0,,,,,,,,,,,,,30.5,6.76,206.8,67.7388097714107,TEAM_PRIOR_NO_NFL_HISTORY,30.5,10.7,AUTO_PRESEASON_USAGE,rookie,72.2,61.4,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.765,6.765,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,30.5,72.1,113.9,151.5,32.5,LOW,27.1,LOW,21.9,VERY LOW,17.3,VERY LOW,13.6,VERY LOW,10.4,VERY LOW,7.8,VERY LOW,5.7,VERY LOW,3.9,VERY LOW,2.8,VERY LOW,1.9,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.4,74.7,62.0,47.0,35.0,20.0,TEAM_3_SEASON_GAME_BOOTSTRAP,1904,53,35.9,33.8,CLE,home,2026_PRE_W1_CLE_CHI,,CLE at CHI
39,2026,PRE,1,Preseason Week 1,00-0039534,Carter Bradley,JAX,ACT,2,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kw2ogega4ojum3hyecya",TEAM_BLEND,29.9,6.86,205.6,0,,,,,,,,,,,,,29.9,6.86,205.6,67.62900909900132,TEAM_PRIOR_NO_NFL_HISTORY,29.9,10.5,AUTO_PRESEASON_USAGE,young_backup,71.9,58.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.856,6.856,4.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,33.6,72.2,113.0,148.5,32.3,LOW,26.8,LOW,21.3,VERY LOW,16.3,VERY LOW,12.5,VERY LOW,9.6,VERY LOW,6.8,VERY LOW,4.8,VERY LOW,3.3,VERY LOW,2.0,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,81.0,75.7,63.7,50.7,31.9,22.4,TEAM_3_SEASON_GAME_BOOTSTRAP,1887,52,36.3,38.6,NO,away,2026_PRE_W1_JAX_NO,,JAX at NO
40,2026,PRE,1,Preseason Week 1,00-0041203,Joey Aguilar,JAX,ACT,0,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ftafwh4qrzhpxp8kq0ca",TEAM_BLEND,29.9,6.86,205.6,0,,,,,,,,,,,,,29.9,6.86,205.6,67.62900909900132,TEAM_PRIOR_NO_NFL_HISTORY,29.9,10.5,AUTO_PRESEASON_USAGE,rookie,71.9,61.9,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.856,6.856,4.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,29.9,70.9,112.7,151.7,31.7,LOW,26.3,LOW,21.6,VERY LOW,17.2,VERY LOW,13.7,VERY LOW,10.5,VERY LOW,8.0,VERY LOW,6.0,VERY LOW,4.5,VERY LOW,3.1,VERY LOW,2.2,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.6,75.7,63.4,50.6,32.4,22.6,TEAM_3_SEASON_GAME_BOOTSTRAP,1887,52,36.3,38.6,NO,away,2026_PRE_W1_JAX_NO,,JAX at NO
41,2026,PRE,1,Preseason Week 1,00-0041194,Jack Strand,ATL,ACT,0,18.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oadw9h9otuauaiv1vxvz",TEAM_BLEND,29.6,6.91,205.1,0,,,,,,,,,,,,,29.6,6.91,205.1,70.84972775572558,TEAM_PRIOR_NO_NFL_HISTORY,29.6,10.4,AUTO_PRESEASON_USAGE,rookie,71.6,65.2,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.908,6.908,4.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,28.1,72.3,116.8,154.1,33.8,LOW,28.1,LOW,23.3,VERY LOW,18.4,VERY LOW,14.5,VERY LOW,11.3,VERY LOW,8.4,VERY LOW,6.5,VERY LOW,4.7,VERY LOW,3.4,VERY LOW,2.5,VERY LOW,1.8,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.8,76.4,65.3,48.2,32.8,23.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1740,51,34.1,38.9,DEN,home,2026_PRE_W1_DEN_ATL,,DEN at ATL
42,2026,PRE,1,Preseason Week 1,00-0040014,Kyle McCord,GB,ACT,1,18.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hkbbhsm1fmmkfn87rdyl",TEAM_BLEND,28.0,7.26,201.2,0,,,,,,,,,,,,,28.0,7.26,201.2,72.53875558920684,TEAM_PRIOR_NO_NFL_HISTORY,28.0,9.8,AUTO_PRESEASON_USAGE,young_backup,71.0,65.2,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.257,7.257,4.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,25.6,70.8,115.3,154.9,33.2,LOW,27.7,LOW,22.7,VERY LOW,18.2,VERY LOW,14.6,VERY LOW,11.4,VERY LOW,8.7,VERY LOW,6.3,VERY LOW,4.6,VERY LOW,3.3,VERY LOW,2.3,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.5,74.5,66.1,52.6,42.7,32.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1777,55,32.3,41.4,PIT,away,2026_PRE_W1_GB_PIT,,GB at PIT
43,2026,PRE,1,Preseason Week 1,00-0040942,Kyron Drones,GB,ACT,0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qlvry48nzkxeiqlwv55z",TEAM_BLEND,28.0,7.26,201.2,0,,,,,,,,,,,,,28.0,7.26,201.2,72.53875558920684,TEAM_PRIOR_NO_NFL_HISTORY,28.0,9.8,AUTO_PRESEASON_USAGE,rookie,71.0,68.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.257,7.257,4.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,24.0,70.4,116.4,157.0,33.4,LOW,28.3,LOW,23.3,VERY LOW,18.8,VERY LOW,15.0,VERY LOW,11.7,VERY LOW,9.3,VERY LOW,7.1,VERY LOW,5.2,VERY LOW,3.8,VERY LOW,2.7,VERY LOW,1.9,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.5,74.6,66.2,53.2,43.9,34.0,TEAM_3_SEASON_GAME_BOOTSTRAP,1777,55,32.3,41.4,PIT,away,2026_PRE_W1_GB_PIT,,GB at PIT
44,2026,PRE,1,Preseason Week 1,00-0032268,Marcus Mariota,WAS,ACT,11,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va",TEAM_BLEND,28.2,6.88,194.2,12,2025.0,205.2,182.6,181.6,185.0,183.0,27.0,24.1,24.8,8.11,7.85,7.73,25.9,7.81,190.9,68.00483760466776,NFL_HISTORY,25.9,9.1,AUTO_PRESEASON_USAGE,veteran_backup,70.9,52.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.811,7.811,5.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,4.3,35.8,71.2,106.5,137.1,29.2,LOW,22.9,VERY LOW,17.9,VERY LOW,12.9,VERY LOW,9.1,VERY LOW,6.4,VERY LOW,4.6,VERY LOW,2.9,VERY LOW,1.8,VERY LOW,1.1,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,75.3,72.4,58.3,41.2,29.3,15.6,QB_3_SEASON_GAME_BOOTSTRAP,320,15,21.3,29.1,MIA,home,2026_PRE_W1_MIA_WAS,,MIA at WAS
45,2026,PRE,1,Preseason Week 1,00-0040906,Garrett Nussmeier,KC,ACT,0,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uyidfkzfhuqaks3pmdeo",TEAM_BLEND,30.5,6.63,205.2,0,,,,,,,,,,,,,30.5,6.63,205.2,76.608431349728,TEAM_PRIOR_NO_NFL_HISTORY,30.5,10.7,AUTO_PRESEASON_USAGE,rookie,70.8,69.5,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.631,6.631,4.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,25.0,71.6,118.0,159.3,33.8,LOW,28.7,LOW,24.3,VERY LOW,19.8,VERY LOW,16.1,VERY LOW,12.8,VERY LOW,9.8,VERY LOW,7.5,VERY LOW,5.9,VERY LOW,4.2,VERY LOW,3.1,VERY LOW,2.3,VERY LOW,1.6,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.8,75.7,61.7,47.3,35.1,24.9,TEAM_3_SEASON_GAME_BOOTSTRAP,2192,58,37.8,37.7,LAR,home,2026_PRE_W1_LAR_KC,,LAR at KC
46,2026,PRE,1,Preseason Week 1,00-0040203,Will Howard,PIT,ACT,1,18.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nao2wr6j5irfvk43ssgy",TEAM_BLEND,29.5,6.83,201.6,0,,,,,,,,,,,,,29.5,6.83,201.6,68.74960730582022,TEAM_PRIOR_NO_NFL_HISTORY,29.5,10.3,AUTO_PRESEASON_USAGE,young_backup,70.6,60.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.834,6.834,4.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,30.7,70.7,111.3,146.6,31.4,LOW,25.7,LOW,20.1,VERY LOW,15.5,VERY LOW,12.1,VERY LOW,9.2,VERY LOW,6.6,VERY LOW,4.7,VERY LOW,3.1,VERY LOW,2.2,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.6,74.0,60.1,45.6,34.6,25.4,TEAM_3_SEASON_GAME_BOOTSTRAP,1789,54,33.1,38.4,GB,home,2026_PRE_W1_GB_PIT,,GB at PIT
47,2026,PRE,1,Preseason Week 1,00-0038476,Tommy DeVito,NE,ACT,3,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iazdkuygt4kb7j6dgygi",TEAM_BLEND,29.5,7.26,212.2,9,2024.0,129.4,149.4,149.4,128.5,155.4,23.0,23.7,22.0,5.5,6.28,5.66,23.6,5.95,139.1,68.40447563612601,NFL_HISTORY,23.6,11.8,AUTO_PRESEASON_USAGE,young_backup,70.4,41.7,True,STARTER / FIRST HALF,USER WEEK 1 UPDATE,Starts and is projected to handle the first half.,1.0,0.5,0.5,0.0,5.953,5.953,4.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,15.3,41.4,70.1,99.8,124.6,24.9,VERY LOW,17.7,VERY LOW,11.9,VERY LOW,7.9,VERY LOW,5.1,VERY LOW,3.1,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,74.1,59.1,43.1,34.6,24.8,15.3,QB_3_SEASON_GAME_BOOTSTRAP,265,11,24.1,24.4,IND,home,2026_PRE_W1_IND_NE,,IND at NE
48,2026,PRE,1,Preseason Week 1,00-0037012,Trey Lance,LAC,ACT,5,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gu6ewpdscaswlet6pbq0",TEAM_BLEND,30.0,6.98,209.8,3,2025.0,139.0,139.0,139.0,86.5,244.0,28.7,28.7,26.0,4.96,4.96,3.86,28.3,4.96,144.2,96.82679711583316,LIMITED_NFL_HISTORY,28.3,14.2,AUTO_PRESEASON_USAGE,veteran_backup,70.3,50.8,True,GAME STARTER / BULK,USER WEEK 1 UPDATE,Gets the start. Share is inferred because exact duration was not supplied.,1.0,0.5,0.5,0.0,4.962,4.962,3.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,5.5,35.5,69.6,103.4,134.5,27.1,LOW,21.2,VERY LOW,16.0,VERY LOW,11.6,VERY LOW,8.2,VERY LOW,5.5,VERY LOW,3.8,VERY LOW,2.4,VERY LOW,1.5,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,70.5,55.5,42.0,33.7,22.4,9.2,QB_3_SEASON_GAME_BOOTSTRAP,108,7,15.4,17.1,HOU,away,2026_PRE_W1_LAC_HOU,,LAC at HOU
