rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_rotation_factor,preseason_game_plan_factor,preseason_attempt_share,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
103,2026,PRE,1,Preseason Week 1,00-0023459,Aaron Rodgers,PIT,ACT,21,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",TEAM_BLEND,29.5,6.83,201.6,33,2025.0,247.2,205.2,205.2,207.6,229.2,37.6,32.6,31.1,6.74,6.41,6.79,34.3,6.67,224.0,57.002767585606556,NFL_HISTORY,34.3,0.0,AUTO_PRESEASON_USAGE,starter_like,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Aaron Rodgers considered unlikely to take preseason Week 1 snaps.,1.0,0.0,0.0,0.0,6.675,6.675,4.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,49.5,33.7,21.0,12.9,8.2,4.3,QB_3_SEASON_GAME_BOOTSTRAP,1195,35,34.1,35.7,GB,home,2026_PRE_W1_GB_PIT,,GB at PIT
104,2026,PRE,1,Preseason Week 1,00-0034855,Baker Mayfield,TB,ACT,8,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i2uufyghiphx4oihgucm",TEAM_BLEND,30.3,6.93,211.4,51,2025.0,218.6,192.6,220.7,217.2,264.7,31.2,29.8,31.9,6.98,6.28,6.83,30.9,6.76,220.3,88.81745737748746,NFL_HISTORY,30.9,0.0,AUTO_PRESEASON_USAGE,starter_like,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Baker Mayfield sits; reserve quarterbacks handle the game.,1.0,0.0,0.0,0.0,6.756,6.756,4.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,51.4,33.8,23.3,15.5,8.7,5.9,QB_3_SEASON_GAME_BOOTSTRAP,1913,54,35.4,36.1,NYJ,away,2026_PRE_W1_TB_NYJ,,TB at NYJ
105,2026,PRE,1,Preseason Week 1,00-0037834,Brock Purdy,SF,ACT,4,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xykdxnvxpf9pobxvkjfj",TEAM_BLEND,30.4,7.1,217.1,40,2025.0,237.6,254.4,238.5,240.8,257.6,30.6,31.9,31.6,7.64,7.87,7.55,31.1,7.62,244.7,79.48218087976373,NFL_HISTORY,31.1,0.0,AUTO_PRESEASON_USAGE,starter_like,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Brock Purdy sits; Brandon Allen and deeper roster depth execute the game plan.,1.0,0.0,0.0,0.0,7.616,7.616,5.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,54.7,40.2,26.5,18.9,12.7,8.8,QB_3_SEASON_GAME_BOOTSTRAP,1430,45,31.8,39.3,TEN,home,2026_PRE_W1_TEN_SF,,TEN at SF
106,2026,PRE,1,Preseason Week 1,00-0039163,C.J. Stroud,HOU,ACT,3,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt4zrtxlhifaljhj0rn7",TEAM_BLEND,29.7,6.74,200.6,45,2025.0,212.6,220.9,215.1,217.2,229.8,29.2,30.6,30.2,7.38,7.46,7.42,29.8,7.33,218.0,52.70732331180857,NFL_HISTORY,29.8,0.0,AUTO_PRESEASON_USAGE,young_backup,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,"C.J. Stroud sits; Davis Mills first half, Graham Mertz second half.",1.0,0.0,0.0,0.0,7.333,7.333,4.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,51.5,35.2,23.1,15.1,10.1,6.7,QB_3_SEASON_GAME_BOOTSTRAP,1785,52,34.3,40.8,LAC,home,2026_PRE_W1_LAC_HOU,,LAC at HOU
107,2026,PRE,1,Preseason Week 1,00-0035710,Daniel Jones,IND,ACT,7,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhuiypfjzpkisxllinyv",TEAM_BLEND,29.9,6.94,207.5,28,2025.0,250.2,245.3,244.6,253.4,207.0,32.6,31.4,31.4,7.86,7.92,8.16,31.8,7.83,242.8,53.869345324666604,NFL_HISTORY,31.8,0.0,AUTO_PRESEASON_USAGE,starter_like,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,"Daniel Jones sits; Anthony Richardson Sr. opens, followed by Riley Leonard.",1.0,0.0,0.0,0.0,7.832,7.832,5.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,52.5,32.7,21.0,10.9,6.6,3.9,QB_3_SEASON_GAME_BOOTSTRAP,977,29,33.7,33.0,NE,away,2026_PRE_W1_IND_NE,,IND at NE
108,2026,PRE,1,Preseason Week 1,00-0039851,Drake Maye,NE,ACT,2,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1",TEAM_BLEND,29.5,7.26,212.2,28,2025.0,252.8,265.0,258.5,258.5,204.8,27.4,29.0,28.9,9.45,9.33,9.27,28.3,9.12,249.7,66.29900016615508,NFL_HISTORY,28.3,0.0,AUTO_PRESEASON_USAGE,young_backup,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Drake Maye sits/minimal; Tommy DeVito and Behren Morton split the game.,1.0,0.0,0.0,0.0,9.118,9.118,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,50.3,34.2,22.8,14.9,9.7,6.6,QB_3_SEASON_GAME_BOOTSTRAP,1057,34,31.1,34.2,IND,home,2026_PRE_W1_IND_NE,,IND at NE
109,2026,PRE,1,Preseason Week 1,00-0036389,Jalen Hurts,PHI,ACT,6,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",TEAM_BLEND,28.3,7.09,198.5,47,2025.0,188.0,205.2,204.8,201.5,206.6,29.2,28.2,28.4,6.93,7.71,7.29,28.7,7.24,198.6,62.37746915382416,NFL_HISTORY,28.7,0.0,AUTO_PRESEASON_USAGE,veteran_backup,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Jalen Hurts sits; deep reserve development takes priority.,1.0,0.0,0.0,0.0,7.236,7.236,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,51.1,33.1,21.7,13.5,9.1,5.7,QB_3_SEASON_GAME_BOOTSTRAP,1641,54,30.4,36.9,BAL,away,2026_PRE_W1_PHI_BAL,,PHI at BAL
110,2026,PRE,1,Preseason Week 1,00-0033106,Jared Goff,DET,ACT,10,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",TEAM_BLEND,30.5,7.32,224.1,51,2025.0,307.8,293.3,267.0,268.5,272.3,40.0,37.5,34.0,7.75,7.95,8.07,37.3,7.82,287.6,57.85076309335684,NFL_HISTORY,37.3,0.0,AUTO_PRESEASON_USAGE,starter_like,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,"Jared Goff rests; Luke Altmyer starts, Joshua Dobbs follows late.",1.0,0.0,0.0,0.0,7.821,7.821,5.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,56.2,40.3,27.3,18.7,11.3,6.8,QB_3_SEASON_GAME_BOOTSTRAP,1987,55,36.1,38.9,CIN,away,2026_PRE_W1_DET_CIN,,DET at CIN
111,2026,PRE,1,Preseason Week 1,00-0034857,Josh Allen,BUF,ACT,8,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",TEAM_BLEND,29.1,7.09,208.5,49,2025.0,191.8,227.1,218.3,229.2,233.2,26.6,28.2,28.8,7.11,8.03,7.93,27.7,7.53,215.2,67.87908643150404,NFL_HISTORY,27.7,0.0,AUTO_PRESEASON_USAGE,veteran_backup,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Josh Allen sits; Kyle Allen and Shane Buechele handle the bulk of the game.,1.0,0.0,0.0,0.0,7.529,7.529,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,51.1,34.4,23.5,14.4,9.5,6.3,QB_3_SEASON_GAME_BOOTSTRAP,1850,56,33.0,39.4,CAR,home,2026_PRE_W1_CAR_BUF,,CAR at BUF
112,2026,PRE,1,Preseason Week 1,00-0034796,Lamar Jackson,BAL,ACT,8,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",TEAM_BLEND,27.1,7.29,194.5,46,2025.0,190.8,182.7,195.6,196.1,245.4,21.4,22.7,23.2,9.95,8.64,8.91,22.6,9.06,198.9,52.86009001439921,NFL_HISTORY,22.6,0.0,AUTO_PRESEASON_USAGE,veteran_backup,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Lamar Jackson out; Josh Johnson and rookie depth handle the game.,1.0,0.0,0.0,0.0,9.058,9.058,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,51.6,36.7,25.4,15.6,10.2,6.9,QB_3_SEASON_GAME_BOOTSTRAP,1451,50,29.0,41.2,PHI,home,2026_PRE_W1_PHI_BAL,,PHI at BAL
113,2026,PRE,1,Preseason Week 1,00-0026498,Matthew Stafford,LAR,ACT,17,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svxl2pk2cuqf26zrhii4",TEAM_BLEND,30.9,7.06,220.0,48,2025.0,326.8,284.1,277.6,276.9,235.1,39.2,35.5,35.1,8.33,7.93,7.8,36.6,7.95,289.6,84.91829389759904,NFL_HISTORY,36.6,0.0,AUTO_PRESEASON_USAGE,starter_like,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Matthew Stafford sits; Stetson Bennett IV starts ahead of Ty Simpson.,1.0,0.0,0.0,0.0,7.954,7.954,5.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,54.7,38.4,27.8,19.3,11.0,8.1,QB_3_SEASON_GAME_BOOTSTRAP,1962,54,36.3,40.7,KC,away,2026_PRE_W1_LAR_KC,,LAR at KC
114,2026,PRE,1,Preseason Week 1,00-0033873,Patrick Mahomes,KC,ACT,9,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iireqbn32cpg9fn4sfy7",TEAM_BLEND,30.5,6.63,205.2,46,2025.0,247.6,264.8,260.5,256.2,245.5,37.2,36.0,35.9,6.61,7.37,7.15,36.0,6.93,253.7,62.13703558380061,NFL_HISTORY,36.0,0.0,AUTO_PRESEASON_USAGE,starter_like,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Patrick Mahomes sits for preseason Week 1.,1.0,0.0,0.0,0.0,6.933,6.933,4.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,53.0,36.1,23.0,15.0,10.1,6.8,QB_3_SEASON_GAME_BOOTSTRAP,2034,53,38.4,38.3,LAR,home,2026_PRE_W1_LAR_KC,,LAR at KC
115,2026,PRE,1,Preseason Week 1,00-0036971,Trevor Lawrence,JAX,ACT,5,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d75srntioly7fq0z8vip",TEAM_BLEND,29.9,6.86,205.6,43,2025.0,274.2,238.7,237.2,235.7,204.5,33.0,30.1,32.9,8.36,7.91,7.27,31.9,7.82,245.2,44.9261910134389,NFL_HISTORY,31.9,0.0,AUTO_PRESEASON_USAGE,starter_like,0.0,0.0,False,OUT,USER WEEK 1 UPDATE,Trevor Lawrence sits; unnamed backups absorb the game.,1.0,0.0,0.0,0.0,7.822,7.822,5.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,51.5,35.6,22.8,15.8,8.8,5.7,QB_3_SEASON_GAME_BOOTSTRAP,1542,44,35.0,38.2,NO,away,2026_PRE_W1_JAX_NO,,JAX at NO
