player_id,player_name,team,opponent,position,depth_chart_position,rushing_depth_role,receiving_depth_role,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,projected_targets,target_share,projected_receptions,catch_rate,yards_per_target,yards_per_reception,team_target_budget,team_receiving_yard_budget,receiving_allocation_source,target_projection_mean,target_projection_median,target_projection_floor,target_projection_ceiling,target_model_std,target_model_source,target_prob_1_plus,target_prob_2_plus,target_prob_3_plus,target_prob_4_plus,target_prob_5_plus,target_prob_6_plus,target_prob_7_plus,target_prob_8_plus,target_prob_9_plus,target_prob_10_plus
00-0034351,Dallas Goedert,PHI,TEN,TE,TE,,TE1,ACT,8.0,2026,REG,2,2026 REG W2,401872939,2026-09-20T17:00Z,away,37.408,37.953,37.474,7.697,67.17,22.089,40,53.0,40.7,41.6,77.0,6.2,1.0,0.965,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.94,88.11,83.25,77.36,70.54,62.62,54.24,45.68,37.25,29.4,22.44,16.59,11.75,7.99,5.21,3.25,1.97,1.12,0.62,0.33,0.16,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,5.782,20.48,4.082,70.59,7.341,9.165,25.97,178.42,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.797,6.0,2.0,9.0,2.69,PLAYER_HISTORY_BLEND,97.42,94.25,88.77,79.96,68.16,54.1,39.49,26.35,15.75,8.48
00-0035719,Deebo Samuel Sr.,SF,MIA,WR,WR,,WR2,ACT,7.0,2026,REG,2,2026 REG W2,401872942,2026-09-20T20:25Z,home,37.312,37.821,37.235,7.535,67.041,22.097,45,42.8,44.9,43.6,48.0,5.0,1.0,0.922,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.75,88.01,83.2,77.21,70.21,62.43,53.94,45.38,36.93,29.21,22.27,16.47,11.67,7.91,5.13,3.21,1.92,1.13,0.62,0.33,0.16,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,5.474,18.31,3.981,72.73,7.432,9.372,27.51,204.81,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.471,5.0,3.0,8.0,2.058,PLAYER_HISTORY_BLEND,99.2,97.39,92.64,83.22,68.33,49.34,30.76,16.1,6.9,2.37
00-0040667,Matthew Golden,GB,NYJ,WR,WR,,WR3,ACT,1.0,2026,REG,2,2026 REG W2,401872936,2026-09-20T17:00Z,away,37.279,37.737,37.229,7.649,66.843,22.044,15,34.0,24.4,30.4,95.0,4.6,1.0,0.914,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.83,88.13,83.14,77.24,70.1,62.14,53.74,45.18,36.87,28.93,22.08,16.16,11.43,7.79,5.13,3.25,1.96,1.13,0.62,0.33,0.17,0.08,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.0,4.622,16.56,2.898,62.71,8.881,12.862,25.68,216.07,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.653,5.0,1.0,8.0,2.455,PLAYER_HISTORY_BLEND,95.03,89.4,80.22,67.18,51.94,36.19,22.67,12.51,6.15,2.6
00-0040718,Travis Hunter,JAX,DEN,WR,WR,,WR3,ACT,1.0,2026,REG,2,2026 REG W2,401872940,2026-09-20T20:05Z,away,36.991,37.422,36.916,7.371,66.228,21.884,8,46.0,38.25,38.25,8.0,6.0,1.0,0.914,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.69,87.82,82.92,76.96,69.91,61.89,53.39,44.71,36.19,28.45,21.48,15.67,10.96,7.46,4.79,3.03,1.86,1.04,0.6,0.31,0.15,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.686,18.53,3.585,63.04,6.652,10.318,28.23,222.27,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.766,6.0,1.0,10.0,3.444,PLAYER_HISTORY_BLEND,92.52,87.66,81.0,72.55,62.71,51.98,40.97,30.77,21.84,14.47
00-0031610,Darren Waller,CAR,ATL,TE,TE,,TE1,ACT,11.0,2026,REG,2,2026 REG W2,401872933,2026-09-20T17:00Z,away,36.794,37.292,36.748,7.565,66.057,21.794,21,29.4,35.6,38.733,28.0,4.2,1.0,0.945,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.82,88.02,83.06,76.9,69.61,61.54,52.91,44.4,35.82,28.08,21.25,15.55,10.85,7.37,4.75,2.96,1.77,1.0,0.56,0.28,0.14,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,4.983,16.87,3.611,72.46,8.42,10.189,27.18,196.34,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.996,5.0,2.0,8.0,2.102,PLAYER_HISTORY_BLEND,98.35,95.14,88.23,76.16,59.29,40.52,23.71,11.45,4.65,1.58
00-0038997,Josh Downs,IND,KC,WR,WR,,WR2,ACT,3.0,2026,REG,2,2026 REG W2,401872945,2026-09-21T00:20Z,away,36.376,36.792,36.312,8.702,63.97,20.695,48,42.0,34.7,36.0,37.0,5.4,1.0,0.934,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.77,88.89,83.9,77.69,70.12,61.66,52.59,43.3,34.51,26.42,19.41,13.59,9.15,5.98,3.71,2.16,1.19,0.66,0.32,0.15,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.914,19.03,3.797,64.2,6.667,9.581,28.59,192.29,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.93,6.0,3.0,9.0,2.237,PLAYER_HISTORY_BLEND,99.28,97.64,93.78,86.19,74.0,57.66,39.8,24.1,12.37,5.33
00-0034829,Mike Gesicki,CIN,HOU,TE,TE,,TE1,ACT,8.0,2026,REG,2,2026 REG W2,401872934,2026-09-20T17:00Z,away,36.37,36.85,36.407,7.215,65.317,21.52,44,36.8,34.7,35.933,78.0,3.4,1.0,1.006,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.57,87.79,82.77,76.51,69.27,61.21,52.51,43.62,35.09,27.31,20.4,14.62,10.24,6.77,4.33,2.64,1.52,0.82,0.43,0.22,0.12,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,4.763,13.35,3.421,71.83,7.592,10.631,32.82,242.67,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.813,5.0,1.0,8.0,2.705,PLAYER_HISTORY_BLEND,93.61,87.88,79.12,67.43,53.71,39.57,26.74,16.48,9.11,4.46
00-0040663,Harold Fannin Jr.,CLE,TB,TE,TE,,TE1,ACT,1.0,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,away,36.021,36.457,36.021,7.33,64.339,21.262,17,49.4,46.2,42.733,21.0,7.2,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.71,87.77,82.6,76.21,68.78,60.53,51.8,42.99,34.41,26.55,19.74,13.99,9.48,6.23,3.93,2.36,1.38,0.77,0.42,0.21,0.1,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,6.347,23.03,4.099,64.58,6.677,8.787,25.36,165.19,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.369,6.0,3.0,10.0,2.971,PLAYER_HISTORY_BLEND,97.5,94.75,90.03,82.85,73.07,61.11,48.06,35.11,23.7,14.69
00-0033090,Hunter Henry,NE,PIT,TE,TE,,TE1,ACT,10.0,2026,REG,2,2026 REG W2,401872946,2026-09-20T17:00Z,home,35.627,36.171,35.635,7.306,64.155,21.127,47,36.8,47.7,41.933,26.0,4.2,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.73,87.66,82.47,76.12,68.45,60.03,51.13,42.26,33.7,25.8,19.07,13.62,9.39,6.08,3.85,2.31,1.3,0.71,0.36,0.17,0.09,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,4.961,17.13,3.451,69.57,8.638,10.324,26.64,197.29,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.973,5.0,2.0,8.0,2.25,PLAYER_HISTORY_BLEND,97.54,93.73,86.17,74.17,58.19,40.62,24.83,13.06,5.84,2.18
00-0033307,Kendrick Bourne,ARI,SEA,WR,WR,,WR3,ACT,9.0,2026,REG,2,2026 REG W2,401872943,2026-09-20T20:25Z,home,35.543,36.119,35.579,7.309,63.927,21.111,35,28.8,25.5,41.733,75.0,3.6,1.0,1.011,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.72,87.67,82.42,75.9,68.33,59.96,51.09,42.16,33.71,25.87,19.11,13.46,9.19,6.0,3.77,2.23,1.31,0.69,0.37,0.2,0.1,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.962,11.17,2.773,70.0,9.9,12.816,32.64,228.53,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.063,4.0,0.0,8.0,2.633,PLAYER_HISTORY_BLEND,89.22,81.12,69.93,56.51,42.46,29.18,18.2,10.25,5.32,2.46
00-0038563,Tre Tucker,LV,LAC,WR,WR,,WR1,ACT,3.0,2026,REG,2,2026 REG W2,401872941,2026-09-20T20:05Z,away,35.341,35.84,35.257,7.539,63.372,20.837,47,29.8,29.6,34.133,27.0,4.8,1.0,0.909,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.86,87.82,82.5,75.88,68.09,59.53,50.45,41.37,32.89,25.18,18.43,13.01,8.75,5.64,3.45,2.07,1.17,0.66,0.34,0.14,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.272,22.34,3.796,60.53,6.737,9.309,25.83,154.49,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.282,6.0,3.0,9.0,2.23,PLAYER_HISTORY_BLEND,99.55,98.44,95.58,89.56,78.91,63.7,46.09,29.18,15.76,7.31
00-0036259,Jauan Jennings,MIN,CHI,WR,WR,,WR2,ACT,6.0,2026,REG,2,2026 REG W2,401872937,2026-09-20T17:00Z,away,35.299,35.8,35.543,8.903,61.953,19.91,43,37.0,43.1,41.8,0.0,4.4,1.0,1.03,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.94,89.0,83.72,77.14,69.3,60.5,51.04,41.31,32.14,24.03,17.17,11.79,7.61,4.72,2.8,1.53,0.82,0.44,0.21,0.09,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.787,18.38,2.932,61.25,7.275,12.038,23.96,166.61,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.795,5.0,2.0,8.0,2.219,PLAYER_HISTORY_BLEND,97.25,92.92,84.72,71.77,55.02,37.35,22.14,11.21,4.76,1.7
00-0038621,DeMario Douglas,NE,PIT,WR,WR,,WR3,ACT,3.0,2026,REG,2,2026 REG W2,401872946,2026-09-20T17:00Z,home,35.201,35.705,35.134,7.297,63.191,20.799,46,19.6,34.9,31.267,20.0,3.4,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.78,87.62,82.38,75.73,67.96,59.3,50.26,41.27,32.66,24.98,18.35,12.83,8.63,5.55,3.45,1.99,1.08,0.57,0.31,0.15,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.233,14.62,3.199,75.56,10.0,11.005,26.64,197.29,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.25,4.0,2.0,7.0,1.938,PLAYER_HISTORY_BLEND,97.3,92.17,81.79,64.8,44.4,25.68,12.19,4.7,1.46,0.38
00-0040867,Makai Lemon,PHI,TEN,WR,WR,,WR2,ACT,0.0,2026,REG,2,2026 REG W2,401872939,2026-09-20T17:00Z,away,34.921,34.904,34.883,22.047,47.704,10.005,1,-5.0,-5.0,-5.0,-5.0,4.0,1.0,0.965,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,99.87,99.4,97.7,93.14,83.8,68.83,49.55,30.5,15.68,6.57,2.22,0.61,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.892,17.33,3.669,75.0,8.1,9.517,25.97,178.42,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.898,5.0,2.0,8.0,2.204,COUNT_PRIOR,97.57,93.73,86.04,73.72,56.97,38.94,23.17,11.77,5.22,1.89
00-0039890,Adonai Mitchell,NYJ,GB,WR,WR,,WR2,ACT,2.0,2026,REG,2,2026 REG W2,401872936,2026-09-20T17:00Z,home,34.463,34.918,34.511,6.972,61.929,20.396,34,36.6,36.8,31.467,60.0,6.0,1.0,0.973,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.5,87.32,81.77,74.97,66.98,58.29,49.06,39.8,31.09,23.34,16.79,11.63,7.71,4.82,2.84,1.62,0.86,0.46,0.24,0.11,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.852,20.39,2.638,45.07,6.648,13.066,26.41,149.99,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.871,6.0,2.0,10.0,3.075,PLAYER_HISTORY_BLEND,95.51,91.52,85.52,76.98,66.43,54.21,41.67,29.93,19.7,12.18
00-0039847,Theo Johnson,NYG,LAR,TE,TE,,TE1,ACT,2.0,2026,REG,2,2026 REG W2,401872947,2026-09-22T00:15Z,away,34.325,34.781,34.245,7.073,61.608,20.287,26,37.4,41.1,35.467,9.0,4.0,1.0,1.115,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.66,87.38,81.87,74.87,66.94,58.06,48.62,39.29,30.61,23.0,16.55,11.35,7.42,4.74,2.84,1.59,0.86,0.46,0.23,0.1,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.608,16.05,2.88,62.5,7.389,11.918,26.42,182.58,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.604,5.0,2.0,7.0,2.125,PLAYER_HISTORY_BLEND,97.23,92.64,83.67,69.57,51.63,33.69,18.63,8.64,3.37,1.05
00-0033280,Christian McCaffrey,SF,MIA,RB,RB,,RB1,ACT,9.0,2026,REG,2,2026 REG W2,401872942,2026-09-20T20:25Z,home,34.311,34.685,34.155,7.004,61.564,20.302,38,27.6,38.5,48.733,20.0,6.0,1.0,0.922,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.46,87.24,81.63,74.78,66.61,57.63,48.36,39.39,30.63,22.89,16.57,11.31,7.38,4.67,2.75,1.55,0.84,0.42,0.21,0.11,0.05,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.594,18.71,4.464,79.8,6.687,7.686,27.51,204.81,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.606,6.0,3.0,9.0,2.402,PLAYER_HISTORY_BLEND,98.32,95.58,90.13,80.75,67.69,51.65,35.36,21.47,11.33,5.18
00-0041438,Carnell Tate,TEN,PHI,WR,WR,,WR2,ACT,0.0,2026,REG,2,2026 REG W2,401872939,2026-09-20T17:00Z,home,34.041,34.027,34.019,17.731,50.238,12.655,1,38.0,38.0,38.0,38.0,6.0,1.0,0.85,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,98.87,97.03,93.21,86.48,76.12,62.6,46.94,31.85,19.36,10.35,4.84,2.05,0.72,0.22,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.118,20.23,4.078,66.67,6.333,8.347,27.82,167.74,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.117,6.0,3.0,9.0,2.48,COUNT_PRIOR,98.79,96.82,92.74,85.42,74.27,59.96,43.77,28.61,16.73,8.54
00-0036849,Tutu Atwell,LAR,NYG,WR,WR,,WR3,ACT,5.0,2026,REG,2,2026 REG W2,401872947,2026-09-22T00:15Z,home,32.622,33.125,32.64,6.561,58.821,19.386,37,37.6,24.1,25.467,24.0,2.4,1.0,0.933,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.31,86.73,80.68,73.35,64.68,55.15,45.3,35.95,27.36,19.66,13.61,9.04,5.6,3.3,1.84,0.96,0.47,0.22,0.11,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.419,9.71,2.089,61.11,10.528,15.615,32.41,249.24,PRIMARY_ROTATION_TEAM_CONSTRAINED,3.44,3.0,1.0,6.0,1.772,PLAYER_HISTORY_BLEND,94.86,85.82,69.67,48.22,27.51,12.29,4.23,1.14,0.2,0.03
00-0040134,Pat Bryant,DEN,JAX,WR,WR,,WR3,ACT,1.0,2026,REG,2,2026 REG W2,401872940,2026-09-20T20:05Z,home,32.586,32.962,32.571,6.674,58.272,19.216,13,37.8,38.0,32.308,42.0,6.0,1.0,1.028,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.33,86.8,80.81,73.3,64.55,55.08,45.17,35.48,26.67,19.3,13.13,8.6,5.34,3.14,1.76,0.93,0.46,0.23,0.09,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.963,15.22,3.28,66.1,7.695,9.934,30.0,184.82,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.965,5.0,2.0,8.0,2.299,PLAYER_HISTORY_BLEND,97.29,93.28,85.57,73.61,57.82,40.43,25.0,13.57,6.3,2.51
00-0036309,Darnell Mooney,NYG,LAR,WR,WR,,WR2,ACT,6.0,2026,REG,2,2026 REG W2,401872947,2026-09-22T00:15Z,away,31.792,32.179,31.714,6.468,57.093,18.845,46,28.2,29.7,30.0,27.0,4.0,1.0,1.115,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.27,86.36,79.98,72.33,63.38,53.4,43.43,33.76,25.11,17.79,11.99,7.73,4.65,2.67,1.39,0.72,0.34,0.14,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.906,17.09,2.243,45.71,6.429,14.176,26.42,182.58,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.94,5.0,2.0,8.0,2.535,PLAYER_HISTORY_BLEND,95.55,90.62,82.5,70.85,56.44,41.05,26.95,15.81,8.23,3.74
00-0038619,Andrei Iosivas,CIN,HOU,WR,WR,,WR3,ACT,3.0,2026,REG,2,2026 REG W2,401872934,2026-09-20T17:00Z,away,31.359,31.812,31.351,6.351,56.41,18.603,42,16.8,27.7,29.0,12.0,2.8,1.0,1.006,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.13,86.33,79.9,71.99,62.76,52.84,42.62,32.96,24.17,16.91,11.28,7.14,4.27,2.42,1.26,0.61,0.28,0.13,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.013,11.25,2.437,60.71,7.768,12.869,32.82,242.67,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,95.21,88.35,76.24,59.35,40.81,23.86,11.71,4.75,1.58,0.43
00-0032775,Demarcus Robinson,SF,MIA,WR,WR,,WR3,ACT,10.0,2026,REG,2,2026 REG W2,401872942,2026-09-20T20:25Z,home,30.942,31.408,31.03,6.324,55.442,18.336,40,32.6,21.8,21.733,50.0,2.6,1.0,0.922,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.16,86.13,79.6,71.53,62.3,52.08,41.75,32.01,23.39,16.1,10.4,6.57,3.86,2.12,1.1,0.55,0.24,0.11,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.293,11.01,2.403,72.97,10.243,12.874,27.51,204.81,PRIMARY_ROTATION_TEAM_CONSTRAINED,3.309,3.0,1.0,5.0,1.657,PLAYER_HISTORY_BLEND,95.26,85.96,68.32,45.28,23.66,9.18,2.62,0.57,0.08,0.01
00-0039793,AJ Barner,SEA,ARI,TE,TE,,TE1,ACT,2.0,2026,REG,2,2026 REG W2,401872943,2026-09-20T20:25Z,away,30.71,31.087,30.697,6.954,54.308,17.704,31,29.2,32.0,33.733,13.0,4.0,1.0,1.005,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.77,86.82,80.18,72.08,62.32,51.52,40.76,30.62,21.89,14.84,9.38,5.77,3.18,1.68,0.85,0.38,0.17,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.232,15.07,3.299,77.94,7.618,9.309,25.83,199.61,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.272,4.0,1.0,7.0,2.344,PLAYER_HISTORY_BLEND,94.03,87.33,76.41,61.89,45.49,29.97,17.41,8.71,3.79,1.49
00-0035229,T.J. Hockenson,MIN,CHI,TE,TE,,TE1,ACT,7.0,2026,REG,2,2026 REG W2,401872937,2026-09-20T17:00Z,away,30.589,31.019,30.595,6.285,54.941,18.108,41,35.0,27.8,30.6,36.0,4.0,1.0,1.03,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.13,86.14,79.33,70.99,61.49,51.32,40.81,31.1,22.46,15.43,9.95,6.09,3.52,1.84,0.92,0.44,0.2,0.09,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.405,16.91,3.419,77.61,6.851,8.946,23.96,166.61,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.425,4.0,2.0,7.0,2.046,PLAYER_HISTORY_BLEND,97.2,92.22,82.44,67.12,48.35,29.88,15.43,6.65,2.35,0.69
00-0035662,Marquise Brown,PHI,TEN,WR,WR,,WR3,ACT,7.0,2026,REG,2,2026 REG W2,401872939,2026-09-20T17:00Z,away,30.094,30.416,29.989,6.003,53.932,17.807,31,29.6,28.5,32.533,36.688,3.2,1.0,0.965,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,90.91,85.78,78.94,70.39,60.56,49.97,39.41,29.54,21.15,14.22,9.0,5.36,3.04,1.66,0.8,0.38,0.16,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.059,14.38,2.729,67.24,8.414,11.027,25.97,178.42,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.084,4.0,2.0,7.0,1.967,PLAYER_HISTORY_BLEND,96.36,90.31,78.74,61.32,41.32,23.66,10.99,4.1,1.22,0.29
00-0040727,Tre Harris,LAC,LV,WR,WR,,WR3,ACT,1.0,2026,REG,2,2026 REG W2,401872941,2026-09-20T20:05Z,home,29.896,30.045,29.96,10.821,49.034,14.553,17,31.8,24.1,19.933,20.0,4.6,1.0,0.97,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,95.35,90.95,84.22,74.87,63.09,49.87,36.64,24.81,15.52,8.88,4.53,2.12,0.87,0.34,0.12,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.474,14.74,3.046,68.09,6.787,9.814,27.92,189.25,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.473,4.0,2.0,7.0,1.99,PLAYER_HISTORY_BLEND,97.69,93.18,83.72,68.6,49.36,30.27,15.37,6.35,2.08,0.52
00-0037291,Jalen Nailor,LV,LAC,WR,WR,,WR2,ACT,4.0,2026,REG,2,2026 REG W2,401872941,2026-09-20T20:05Z,away,29.663,30.091,29.67,6.104,53.165,17.554,35,24.6,29.3,25.0,27.0,3.2,1.0,0.909,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.05,85.76,78.64,70.0,59.98,49.28,38.74,28.79,20.29,13.34,8.36,5.01,2.78,1.41,0.69,0.31,0.14,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.256,15.16,2.364,55.56,8.333,12.546,25.83,154.49,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.254,4.0,2.0,7.0,1.837,PLAYER_HISTORY_BLEND,97.89,93.31,83.01,65.99,44.61,24.69,10.99,3.73,0.95,0.2
00-0036407,Jerry Jeudy,CLE,TB,WR,WR,,WR1,ACT,6.0,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,away,29.5,29.923,29.514,6.111,52.827,17.404,51,26.2,37.1,32.933,26.0,5.0,1.0,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,91.06,85.7,78.65,69.96,59.76,48.94,38.27,28.28,19.86,13.04,8.12,4.74,2.57,1.31,0.63,0.27,0.11,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.253,22.69,2.951,47.19,5.551,9.997,25.36,165.19,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.272,6.0,2.0,10.0,2.961,PLAYER_HISTORY_BLEND,97.22,94.37,89.46,82.02,72.2,60.0,46.71,33.77,22.66,13.91
00-0036919,Kenny Gainwell,TB,CLE,RB,RB,,RB1,ACT,5.0,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,home,29.375,29.777,29.356,5.902,52.733,17.397,46,40.6,37.0,30.6,3.0,5.6,1.0,0.958,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,90.85,85.5,78.41,69.7,59.52,48.64,37.8,28.2,19.76,12.86,7.91,4.61,2.51,1.29,0.6,0.27,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,16.33,4.302,85.53,5.921,6.828,28.33,205.66,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.046,5.0,2.0,8.0,2.36,PLAYER_HISTORY_BLEND,97.14,93.12,85.81,74.06,58.7,42.14,26.71,14.97,7.32,3.11
00-0037252,Greg Dulcich,MIA,SF,TE,TE,,TE1,ACT,4.0,2026,REG,2,2026 REG W2,401872942,2026-09-20T20:25Z,away,29.278,29.55,29.318,7.326,50.946,16.399,15,39.8,35.3,27.067,18.0,3.4,1.0,1.011,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.23,86.93,79.83,70.75,59.96,48.37,36.93,26.45,17.78,11.03,6.51,3.5,1.77,0.84,0.39,0.15,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.161,15.67,2.937,70.59,7.961,9.968,24.42,187.25,PRIMARY_ROTATION_TEAM_CONSTRAINED,4.179,4.0,2.0,7.0,2.009,PLAYER_HISTORY_BLEND,96.57,90.64,79.51,62.7,43.54,25.46,12.35,4.96,1.62,0.44
