player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_receiving_yards,model_version
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,5.0,97.96,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,10.0,97.43,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,15.0,96.71,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,20.0,95.89,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,25.0,94.96,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,30.0,93.86,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,35.0,92.47,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,40.0,90.84,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,45.0,89.01,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,50.0,86.96,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,55.0,84.68,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,60.0,82.06,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,65.0,79.3,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,70.0,76.16,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,75.0,72.84,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,80.0,69.44,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,85.0,65.77,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,90.0,61.96,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,95.0,58.1,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,100.0,54.11,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,105.0,50.09,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,110.0,46.07,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,115.0,41.96,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,120.0,38.0,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,125.0,34.29,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,130.0,30.7,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,135.0,27.25,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,140.0,23.9,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,145.0,20.88,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0039075,Puka Nacua,LAR,NYG,WR,2026,REG,2,150.0,18.05,ELITE,105.136,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,5.0,99.86,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,10.0,99.77,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,15.0,99.61,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,20.0,99.38,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,25.0,98.98,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,30.0,98.45,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,35.0,97.63,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,40.0,96.49,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,45.0,94.9,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,50.0,92.8,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,55.0,90.09,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,60.0,86.59,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,65.0,82.45,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,70.0,77.55,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,75.0,71.86,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,80.0,65.81,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,85.0,59.27,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,90.0,52.4,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,95.0,45.38,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,100.0,38.61,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,105.0,32.13,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,110.0,26.19,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,115.0,20.67,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,120.0,15.96,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,125.0,12.03,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,130.0,8.87,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,135.0,6.37,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,140.0,4.41,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,145.0,3.0,ELITE,91.476,NFL_RECEIVING_YARDS_V1
00-0041523,Caleb Douglas,MIA,SF,WR,2026,REG,2,150.0,1.95,ELITE,91.476,NFL_RECEIVING_YARDS_V1
