player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_fg_made,model_version
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,0.5,64.55,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,1.0,64.55,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,1.5,32.49,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,2.0,32.49,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,2.5,14.05,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,3.0,14.05,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,3.5,5.5,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,4.0,5.5,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,4.5,2.0,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,5.0,2.0,ELITE,1.197,NFL_FG_MADE_V1
00-0040279,Ryan Fitzgerald,CAR,ARI,K,2026,PRE,0,5.5,0.72,HIGH,1.197,NFL_FG_MADE_V1
