Date,Away,Home,Game,First Pitch PT,First Pitch Local,Stadium,Projected Roof Status,Roof Status Basis,Weather Conditions,First Pitch Temperature F,First Pitch Relative Humidity %,First Pitch Wind,First Pitch Wind Speed MPH,First Pitch Wind Direction,First Pitch Wind Toward LF MPH,First Pitch Wind Toward CF MPH,First Pitch Wind Toward RF MPH,First Pitch Crosswind MPH,Official MLB Wind Text,Wind Data Source,First Pitch Precipitation %,Ball Flight AI Score,Ball Flight Grade,Ball Flight AI Summary,Estimated HR Distance Change,Estimated Fly Ball Distance Change,Expected HR Boost (%),Weather Confidence (%),HR Weather Rating,Game Effective Wind Vector MPH,Estimated FT Change by Wind2,Game Probability Wind Blowing Out %,Game Probability Wind Blowing In %,Game Wind Direction Spread Degrees,Game Wind Toward CF Spread MPH,Game Avg Air Density kg/m3,Game Avg Density Altitude Ft,Game Avg Pressure hPa,Game Avg Dew Point F,Game Avg Temp F,Game Avg RH %,Forecast Trend,Carry Score Change Since Last Run,Park Learned Calibration Points,Park Calibration Settled Games,Max Delay Risk,Max Delay Risk Score,Forecast Uncertainty,Forecast Uncertainty Score,Forecast Run PT,Forecast Age Minutes,Models Available
2026-08-09,Cincinnati Reds,Washington Nationals,Cincinnati Reds @ Washington Nationals,09:15 AM,12:15 PM EDT,Nationals Park,OPEN,OPEN-AIR PARK,Mostly clear,90.2,53.4,🟡 6.2 mph Cross (LF → RF),6.4,WNW,-3.4,-0.3,3.1,6.2,,FORECAST MODEL,1.6,59.8,B,Density 75 | Wind 52 | Temp 71 | Altitude 65 | Confidence 94%,6,5,2.9,94.3,🟨 Neutral,0.9,1,56.2,0.0,16.1,1.0,1.1413,2178.0,1012.8,68.9,91.8,48.9,FIRST RUN,0.0,0.39,11,LOW,12.9,LOW,5.5,2026-08-08 08:09:31 PM PDT,16.2,5
2026-08-09,Athletics,Boston Red Sox,Athletics @ Boston Red Sox,10:35 AM,01:35 PM EDT,Fenway Park,OPEN,OPEN-AIR PARK,Clear,90.3,47.1,🟡 6.1 mph Cross (LF → RF),9.9,W,1.9,6.3,7.6,6.1,,FORECAST MODEL,7.2,63.8,B+,Density 75 | Wind 65 | Temp 70 | Altitude 65 | Confidence 91%,9,6,4.1,91.4,🟢 Good,5.7,4,100.0,0.0,6.2,1.3,1.1418,2200.0,1010.1,64.7,90.7,43.3,FIRST RUN,0.0,-0.21,14,LOW,14.8,LOW,9.8,2026-08-08 08:09:32 PM PDT,286.9,5
2026-08-09,New York Mets,Pittsburgh Pirates,New York Mets @ Pittsburgh Pirates,10:35 AM,01:35 PM EDT,PNC Park,OPEN,OPEN-AIR PARK,Clear,85.1,46.5,⚪ Light Variable,5.2,W,4.3,4.2,2.0,-2.5,,FORECAST MODEL,0.0,64.2,B+,Density 80 | Wind 60 | Temp 65 | Altitude 70 | Confidence 94%,9,7,4.3,94.5,🟢 Good,3.9,3,100.0,0.0,12.2,1.0,1.1249,2729.0,986.3,59.9,86.4,43.4,FIRST RUN,0.0,-0.58,11,LOW,0.5,LOW,6.8,2026-08-08 08:09:33 PM PDT,302.7,5
2026-08-09,Toronto Blue Jays,Philadelphia Phillies,Toronto Blue Jays @ Philadelphia Phillies,10:35 AM,01:35 PM EDT,Citizens Bank Park,OPEN,OPEN-AIR PARK,Code 13,91.4,49.1,🟡 5.9 mph Cross (LF → RF),6.2,W,-2.2,1.3,4.2,5.9,,FORECAST MODEL,0.3,59.1,B,Density 75 | Wind 51 | Temp 71 | Altitude 65 | Confidence 90%,6,4,2.7,89.7,🟨 Neutral,0.5,0,56.2,10.0,18.8,1.9,1.1419,2177.0,1013.2,67.5,92.0,46.6,FIRST RUN,0.0,0.0,16,LOW,12.6,LOW,9.9,2026-08-08 08:09:34 PM PDT,299.3,5
2026-08-09,Atlanta Braves,New York Yankees,Atlanta Braves @ New York Yankees,10:35 AM,01:35 PM EDT,Yankee Stadium,OPEN,OPEN-AIR PARK,Clear,91.4,43.8,🟢 7.0 mph Out to RF,7.9,WNW,3.2,6.5,7.0,3.4,,FORECAST MODEL,3.5,64.7,B+,Density 75 | Wind 65 | Temp 71 | Altitude 65 | Confidence 94%,9,7,4.4,93.5,🟢 Good,5.8,4,100.0,0.0,8.2,1.7,1.1418,2210.0,1012.0,64.2,91.9,40.7,FIRST RUN,0.0,-0.04,10,LOW,10.6,LOW,3.9,2026-08-08 08:09:36 PM PDT,135.0,5
2026-08-09,Los Angeles Angels,Miami Marlins,Los Angeles Angels @ Miami Marlins,10:40 AM,01:40 PM EDT,loanDepot park,CLOSED,PROJECTED: TEMPERATURE,Code 13,86.9,74.1,⚪ Calm,0.0,ESE,-0.0,-0.0,-0.0,0.0,,FORECAST MODEL,18.0,49.9,C,Density 61 | Wind 50 | Temp 66 | Altitude 56 | Confidence 87%,0,0,-0.0,87.3,🟧 Below Average,0.0,0,0.0,100.0,3.9,0.5,1.1896,858.0,1018.0,77.1,87.4,72.4,FIRST RUN,0.0,-0.28,11,NONE (ROOF),0.0,LOW,11.6,2026-08-08 08:09:37 PM PDT,187.4,5
2026-08-09,Chicago Cubs,Kansas City Royals,Chicago Cubs @ Kansas City Royals,11:10 AM,01:10 PM CDT,Kauffman Stadium,OPEN,OPEN-AIR PARK,Partly cloudy,93.8,48.7,🟢 12.7 mph Out to LF,13.6,SSW,12.7,12.2,6.4,-5.8,,FORECAST MODEL,0.8,76.4,A-,Density 89 | Wind 80 | Temp 75 | Altitude 76 | Confidence 91%,16,12,7.9,91.2,🟢 Very Good,11.6,10,100.0,0.0,4.1,1.9,1.0944,3608.0,979.1,69.7,95.9,44.8,FIRST RUN,0.0,-0.19,11,LOW,15.1,LOW,15.3,2026-08-08 08:09:38 PM PDT,12.1,5
2026-08-09,Cleveland Guardians,Chicago White Sox,Cleveland Guardians @ Chicago White Sox,11:10 AM,01:10 PM CDT,Rate Field,OPEN,OPEN-AIR PARK,Code 24,82.7,67.5,🟡 12.0 mph Cross (RF → LF),12.5,SSW,4.9,-1.9,-7.8,-12.0,,FORECAST MODEL,36.0,55.7,B,Density 76 | Wind 43 | Temp 60 | Altitude 66 | Confidence 74%,4,3,1.7,74.3,🟨 Neutral,-2.2,-2,15.6,41.2,12.3,0.9,1.1379,2219.0,992.6,70.9,82.0,70.8,FIRST RUN,0.0,-0.08,12,ELEVATED,56.0,HIGH,36.6,2026-08-08 08:09:39 PM PDT,52.8,5
2026-08-09,Minnesota Twins,Milwaukee Brewers,Minnesota Twins @ Milwaukee Brewers,11:10 AM,01:10 PM CDT,American Family Field,CLOSED,PROJECTED: WEATHER,Code 77,75.4,82.5,⚪ Calm,0.0,SW,0.0,0.0,-0.0,-0.0,,FORECAST MODEL,44.3,49.9,C,Density 61 | Wind 50 | Temp 53 | Altitude 57 | Confidence 74%,0,0,-0.0,74.5,🟧 Below Average,0.0,0,33.7,22.5,21.3,1.9,1.1896,858.0,988.1,69.3,74.9,81.5,FIRST RUN,0.0,-0.34,15,NONE (ROOF),0.0,MEDIUM,25.0,2026-08-08 08:09:40 PM PDT,22.7,5
2026-08-09,Colorado Rockies,St. Louis Cardinals,Colorado Rockies @ St. Louis Cardinals,11:15 AM,01:15 PM CDT,Busch Stadium,OPEN,OPEN-AIR PARK,Partly cloudy,91.3,57.0,🟡 8.7 mph Cross (RF → LF),10.0,S,8.1,4.6,-1.1,-8.7,,FORECAST MODEL,1.0,64.9,B+,Density 81 | Wind 61 | Temp 71 | Altitude 69 | Confidence 91%,9,7,4.5,90.7,🟢 Good,4.3,3,100.0,0.0,9.9,1.0,1.1225,2695.0,998.6,73.2,92.4,55.0,FIRST RUN,0.0,-0.93,13,LOW,15.1,LOW,6.7,2026-08-08 08:09:41 PM PDT,28.5,5
