Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-09-18,823005,2026-09-19T00:15:00Z,Scheduled,Busch Stadium,Washington Nationals @ St. Louis Cardinals,Away,695578,James Wood,Washington Nationals,St. Louis Cardinals,RF,L,No,,126,585,479,127,29,1,30,102,75,98,4,166,0.265,0.391,0.518,0.909,10,41,33,8,0,0.242,0.0,12,50,42,11,0,0.262,0.0,597,55,9.0,37.3,44.3,22.0,33.5,9.5,23.1,45.9,30.1,7.2,3.1,7.2,30.0,87.9,10.8,0.759,73.6,101.3,115.6,59.6,14.8,20.3,37.9,54.1,Average,3.0,Pull Power,A,Excellent HR swing plane,54.1,Average,1.011,Good,5.5,75.0,102.3,0.556,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,47.31,17.31,Strong positive regression,Average Pull Power profile. 9.0% barrel rate; 87.9 mph average exit velocity; 23.1% air-ball rate; 45.9% pull-air rate; 7.2% HR-launch rate.,0.0513,0.048,4.31,70,20,16.0,4.38,438.4,Very long drought,681517.0,Kyle Leahy,R,LHB vs RHP,28,28,135.0,3.33,1.31,14,0.93,8.53,2.53,736.0,6.2,29.1,13.0,45.2,29.9,84.0,96.8,114.9,0.587,14.0,80.0,100.0,0.922,12.0,4-Seam Fastball,L,LHB vs RHP,60.4,388,0.266,0.415,0.536,0.951,21,77,103,0.0541,12.0,0.933,310,0.029,7.1,0.644,1,1,0,0/1,0.0,0.0,0.0,0.0,0,0,1,64.7,Slight Hitter Advantage,Above average,47.5,5,Pitch-level Statcast · last 5 MLB games,297,4-Seam Fastball,21.21212121212121,63.0,Changeup,18.51851851851852,55.0,Slider,16.835016835016834,50.0,Curveball,16.161616161616163,48.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.06,0.988,65.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,60.4,45.3,80.0,66.2,50.0,45.0,61.1,9.32,0.758,0.973,1.025,1.0,1.011,1.011,1.06,19.1,12.51,81.0,43.2,C-,Lineup unconfirmed,Sweeper,14.141414141414142,42.0,Sinker,13.131313131313131,39.0,,,
2,2026-09-18,824303,2026-09-19T00:10:00Z,Scheduled,Coors Field,Seattle Mariners @ Colorado Rockies,Away,663728,Cal Raleigh,Seattle Mariners,Colorado Rockies,C,S,No,,118,495,422,77,14,0,22,47,66,66,3,154,0.182,0.295,0.372,0.667,11,49,42,10,1,0.238,0.0204,25,104,88,25,9,0.284,0.0865,674,131,10.6,27.5,58.8,20.8,20.4,18.0,26.2,61.1,30.9,8.8,3.8,8.8,41.2,85.6,25.1,0.712,72.9,97.1,117.1,46.9,13.3,12.2,45.3,51.1,Average,3.0,Pull Power,A-,Elevated power plane,51.1,Average,1.003,Good,13.0,68.4,98.1,0.865,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,61.81,39.81,Strong positive regression,Average Pull Power profile. 10.6% barrel rate; 85.6 mph average exit velocity; 26.2% air-ball rate; 61.1% pull-air rate; 8.8% HR-launch rate.,0.0444,0.042,4.05,7,2,19.2,0.36,36.5,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,1.0,1.0,66.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,74.6,82.4,45.0,60.7,9.14,1.04,1.0,1.0,1.0,1.003,1.003,1.0,15.96,13.74,75.0,32.7,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
3,2026-09-18,823572,2026-09-18T23:15:00Z,Scheduled,Citi Field,Philadelphia Phillies @ New York Mets,Away,656941,Kyle Schwarber,Philadelphia Phillies,New York Mets,DH,L,No,,147,660,552,130,17,1,45,90,95,95,6,213,0.236,0.351,0.514,0.865,12,55,47,10,5,0.213,0.0909,25,115,98,19,8,0.194,0.0696,757,150,9.5,29.9,62.5,20.5,16.9,13.9,25.8,58.8,29.2,8.9,5.6,8.9,60.5,85.6,17.9,0.787,74.4,98.0,114.2,68.4,14.5,17.0,64.8,54.9,Average,3.0,Pull Power,A,Excellent HR swing plane,54.9,Average,1.014,Good,8.7,58.3,97.3,0.743,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,63.64,18.64,Strong positive regression,Average Pull Power profile. 9.5% barrel rate; 85.6 mph average exit velocity; 25.8% air-ball rate; 58.8% pull-air rate; 8.9% HR-launch rate.,0.0682,0.0626,4.15,8,2,12.3,0.65,65.2,Recently homered,804267.0,Zac Thornton,L,LHB vs LHP,13,13,73.1,3.44,1.16,12,1.47,6.75,1.96,444.0,6.3,26.6,14.6,44.6,30.9,82.7,96.0,116.1,0.561,12.0,71.4,99.7,0.806,9.9,Cutter,L,LHB vs LHP,54.7,242,0.266,0.38,0.532,0.912,15,34,67,0.062,7.5,0.776,94,0.0426,5.5,0.498,3,2,1,1/2,0.5,0.667,0.5,1.167,0,1,0,60.3,Slight Hitter Advantage,Above average,53.8,5,Pitch-level Statcast · last 5 MLB games,448,Cutter,31.919642857142858,143.0,4-Seam Fastball,26.339285714285715,118.0,Sweeper,19.419642857142858,87.0,Curveball,8.258928571428571,37.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.043,0.988,65.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,54.7,43.4,71.4,63.5,50.0,45.0,58.6,8.13,1.119,1.059,0.985,1.0,1.014,1.014,1.0,23.54,17.11,85.0,42.5,C-,Lineup unconfirmed,Sinker,6.026785714285714,27.0,Changeup,5.357142857142857,24.0,Slider,2.6785714285714284,12.0
4,2026-09-18,822923,2026-09-18T23:10:00Z,Scheduled,Tropicana Field,Boston Red Sox @ Tampa Bay Rays,Away,663330,Jahmai Jones,Boston Red Sox,Tampa Bay Rays,DH,R,No,,88,164,144,30,6,1,5,18,15,16,4,51,0.208,0.305,0.368,0.673,7,17,15,1,0,0.067,0.0,16,33,26,6,1,0.231,0.0303,171,29,10.6,39.8,62.8,16.6,19.9,18.7,32.7,67.5,27.5,7.8,3.9,7.8,34.1,87.3,20.7,0.704,71.8,100.5,112.3,36.4,17.6,15.5,55.4,55.8,Average,3.0,Pull Power,A-,Elevated power plane,55.8,Average,1.016,Good,17.2,72.7,104.4,0.796,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,16.25,11.25,Strong positive regression,Average Pull Power profile. 10.6% barrel rate; 87.3 mph average exit velocity; 32.7% air-ball rate; 67.5% pull-air rate; 7.8% HR-launch rate.,0.0305,0.0311,4.05,16,8,28.8,0.56,55.6,Recently homered,693855.0,Ian Seymour,L,RHB vs LHP,44,14,122.1,4.27,1.14,23,1.69,11.04,2.5,670.0,5.7,20.7,14.8,52.6,31.8,80.1,92.8,112.2,0.58,23.0,60.2,99.2,0.762,6.5,Changeup,R,RHB vs LHP,47.5,138,0.227,0.333,0.42,0.754,5,15,42,0.0362,8.1,0.694,335,0.0388,5.7,0.594,2,2,1,1/2,0.5,0.5,2.0,2.5,1,0,0,53.5,Neutral Matchup,Average,55.0,5,Pitch-level Statcast · last 5 MLB games,420,4-Seam Fastball,28.333333333333332,119.0,Sinker,25.238095238095237,106.0,Changeup,23.571428571428573,99.0,Slider,14.047619047619047,59.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.02,0.982,63.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,47.5,41.4,60.2,93.9,50.0,45.0,58.0,7.91,0.852,1.094,1.025,1.0,1.016,1.016,1.0,12.02,9.62,66.4,25.0,F,Lineup unconfirmed,Sweeper,8.80952380952381,37.0,,,,,,
5,2026-09-18,824463,2026-09-18T22:40:00Z,Scheduled,Great American Ball Park,Chicago Cubs @ Cincinnati Reds,Away,691718,Pete Crow-Armstrong,Chicago Cubs,Cincinnati Reds,CF,L,No,,153,687,592,167,29,8,44,115,105,78,12,178,0.282,0.375,0.581,0.956,11,51,45,14,5,0.311,0.098,25,117,105,31,13,0.295,0.1111,910,165,8.7,31.9,58.1,23.3,18.0,15.7,27.6,66.0,30.4,9.3,7.3,9.3,67.1,84.7,23.0,0.813,72.9,98.2,114.2,51.7,13.9,15.5,49.5,54.9,Average,3.0,Pull Power,A-,Elevated power plane,54.9,Average,1.014,Good,9.7,72.9,99.5,0.951,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,72.8,28.8,Strong positive regression,Average Pull Power profile. 8.7% barrel rate; 84.7 mph average exit velocity; 27.6% air-ball rate; 66.0% pull-air rate; 9.3% HR-launch rate.,0.064,0.0593,4.23,0,0,13.5,0.0,0.0,Very recent HR,695505.0,Chase Burns,R,LHB vs RHP,28,28,151.1,2.8,1.15,16,0.95,10.76,3.21,759.0,4.6,22.8,14.5,43.9,32.4,84.0,94.5,113.1,0.516,16.0,66.4,100.0,0.765,9.4,4-Seam Fastball,L,LHB vs RHP,58.2,467,0.281,0.371,0.609,0.981,33,55,115,0.0707,9.5,0.804,393,0.0331,5.1,0.54,4,4,1,1/4,0.25,0.25,1.0,1.25,1,0,0,61.4,Slight Hitter Advantage,Above average,60.0,5,Pitch-level Statcast · last 5 MLB games,368,4-Seam Fastball,51.08695652173913,188.0,Slider,40.48913043478261,149.0,Changeup,5.434782608695652,20.0,Sinker,2.989130434782609,11.0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.033,0.971,65.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,58.2,33.0,66.4,70.1,71.6,45.0,57.4,7.64,1.297,0.976,1.025,1.055,1.014,1.069,0.98,22.78,19.08,85.0,47.0,C-,Lineup unconfirmed,,,,,,,,,
6,2026-09-18,824547,2026-09-18T23:40:00Z,Scheduled,Rate Field,Detroit Tigers @ Chicago White Sox,Away,682985,Riley Greene,Detroit Tigers,Chicago White Sox,LF,L,No,,132,557,483,137,30,2,20,75,73,65,4,149,0.284,0.37,0.478,0.848,12,51,48,21,4,0.438,0.0784,15,65,61,22,4,0.361,0.0615,698,79,8.9,26.5,48.6,20.2,31.3,18.3,32.4,43.3,37.6,8.5,5.3,8.5,40.3,83.0,20.3,0.803,74.0,96.4,112.1,53.9,14.3,12.3,37.3,46.8,Below Average,3.0,Pull Power,A-,Elevated power plane,46.8,Below Average,0.991,Good,10.1,46.7,96.5,0.94,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,50.44,30.44,Strong positive regression,Below Average Pull Power profile. 8.9% barrel rate; 83.0 mph average exit velocity; 32.4% air-ball rate; 43.3% pull-air rate; 8.5% HR-launch rate.,0.0359,0.0352,4.15,16,4,24.2,0.66,66.3,Recently homered,689818.0,David Sandlin,R,LHB vs RHP,6,4,30.1,5.64,1.19,6,1.78,8.6,3.56,159.0,5.7,24.5,13.2,64.3,30.8,82.5,93.8,111.5,0.496,6.0,78.6,100.0,0.968,11.3,4-Seam Fastball,L,LHB vs RHP,56.8,383,0.293,0.371,0.494,0.865,15,41,102,0.0392,9.4,0.763,76,0.0658,7.6,0.567,0,0,0,0/0,,,,,0,0,0,63.1,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,418,4-Seam Fastball,31.818181818181817,133.0,Curveball,24.16267942583732,101.0,Cutter,19.138755980861244,80.0,Sinker,10.526315789473685,44.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.057,0.982,59.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.8,39.7,78.6,60.1,50.0,45.0,56.4,7.26,1.35,1.047,1.025,1.0,0.991,0.991,1.0,13.82,13.01,82.2,35.3,D,Lineup unconfirmed,Sweeper,7.416267942583732,31.0,Changeup,6.937799043062201,29.0,,,
7,2026-09-18,824547,2026-09-18T23:40:00Z,Scheduled,Rate Field,Detroit Tigers @ Chicago White Sox,Away,680664,Eduardo Valencia,Detroit Tigers,Chicago White Sox,DH,R,No,,33,105,100,32,10,0,6,16,18,3,1,26,0.32,0.346,0.6,0.946,4,15,12,5,0,0.417,0.0,12,44,41,11,0,0.268,0.0,141,56,8.8,26.6,45.4,23.7,30.9,9.9,25.8,52.6,44.8,10.5,4.9,10.5,26.0,83.1,15.8,0.644,71.4,95.7,110.6,27.5,15.0,8.4,54.5,46.7,Below Average,3.0,Pull Power,A,Excellent HR swing plane,46.7,Below Average,0.991,Good,5.4,50.0,94.4,0.572,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.76,4.76,Strong positive regression,Below Average Pull Power profile. 8.8% barrel rate; 83.1 mph average exit velocity; 25.8% air-ball rate; 52.6% pull-air rate; 10.5% HR-launch rate.,0.0571,0.0437,4.23,48,15,16.7,2.88,288.0,Very long drought,689818.0,David Sandlin,R,RHB vs RHP,6,4,30.1,5.64,1.19,6,1.78,8.6,3.56,159.0,5.7,24.5,13.2,64.3,30.8,82.5,93.8,111.5,0.496,6.0,84.2,100.0,0.84,14.6,4-Seam Fastball,R,RHB vs RHP,43.6,58,0.34,0.386,0.547,0.933,2,3,9,0.0345,11.1,0.645,50,0.02,1.9,0.361,0,0,0,0/0,,,,,0,0,0,59.1,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,418,4-Seam Fastball,31.818181818181817,133.0,Curveball,24.16267942583732,101.0,Cutter,19.138755980861244,80.0,Sinker,10.526315789473685,44.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.068,0.982,58.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,43.6,39.7,84.2,48.3,50.0,45.0,56.2,7.2,0.762,1.047,0.985,1.055,0.991,1.045,1.06,17.23,11.08,63.0,39.0,D+,Lineup unconfirmed,Sweeper,7.416267942583732,31.0,Changeup,6.937799043062201,29.0,,,
8,2026-09-18,823572,2026-09-18T23:15:00Z,Scheduled,Citi Field,Philadelphia Phillies @ New York Mets,Home,665742,Juan Soto,New York Mets,Philadelphia Phillies,LF,L,No,,102,439,363,98,10,2,25,58,61,73,0,60,0.27,0.39,0.515,0.905,12,57,49,11,2,0.224,0.0351,18,80,70,15,4,0.214,0.05,514,93,8.6,33.4,55.0,24.0,20.6,18.4,30.5,51.3,27.5,9.5,5.0,9.5,54.4,86.7,18.8,0.662,70.7,99.1,113.4,29.4,15.5,9.8,68.0,49.1,Average,3.0,Pull Power,A,Excellent HR swing plane,49.1,Average,0.997,Good,8.6,51.9,99.5,0.614,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,40.56,15.56,Strong positive regression,Average Pull Power profile. 8.6% barrel rate; 86.7 mph average exit velocity; 30.5% air-ball rate; 51.3% pull-air rate; 9.5% HR-launch rate.,0.0569,0.0516,4.25,18,5,14.5,1.24,124.0,Near normal interval,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,61.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,67.5,50.0,45.0,55.7,7.05,0.924,1.0,1.0,1.0,0.997,0.997,1.0,20.16,12.29,73.4,36.0,D+,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
9,2026-09-18,824303,2026-09-19T00:10:00Z,Scheduled,Coors Field,Seattle Mariners @ Colorado Rockies,Away,686527,Dominic Canzone,Seattle Mariners,Colorado Rockies,DH,L,No,,137,492,443,114,25,4,22,55,69,42,5,106,0.257,0.327,0.481,0.808,11,48,46,13,1,0.283,0.0208,25,111,104,25,3,0.24,0.027,603,141,7.1,26.3,45.2,29.9,24.9,14.5,25.7,46.7,30.6,7.5,5.1,7.5,43.4,83.5,12.5,0.622,72.2,96.5,114.5,36.1,12.6,9.1,51.9,41.9,Below Average,2.5,Pull Power,A,Excellent HR swing plane,41.9,Below Average,0.977,Good,6.4,50.0,95.5,0.604,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.38,15.38,Strong positive regression,Below Average Pull Power profile. 7.1% barrel rate; 83.5 mph average exit velocity; 25.7% air-ball rate; 46.7% pull-air rate; 7.5% HR-launch rate.,0.0447,0.0422,4.15,16,4,20.1,0.79,79.5,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,1.0,1.0,57.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,52.8,82.4,45.0,55.5,6.96,0.824,1.0,1.0,1.0,0.977,0.977,1.0,16.39,10.86,75.0,30.5,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
10,2026-09-18,823331,2026-09-18T22:40:00Z,Scheduled,PNC Park,Kansas City Royals @ Pittsburgh Pirates,Home,665833,Oneil Cruz,Pittsburgh Pirates,Kansas City Royals,CF,L,No,,90,393,345,94,12,1,19,58,66,45,3,134,0.272,0.361,0.478,0.839,11,46,42,13,2,0.31,0.0435,24,103,89,26,4,0.292,0.0388,392,99,9.0,29.9,54.4,24.3,20.7,10.5,23.7,50.2,28.1,5.9,3.5,5.9,50.9,84.4,10.9,0.746,76.0,98.1,118.4,67.7,12.7,13.1,38.2,48.8,Average,3.0,Pull Power,A,Excellent HR swing plane,48.8,Average,0.997,Good,8.1,52.4,95.3,0.673,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,28.87,9.87,Strong positive regression,Average Pull Power profile. 9.0% barrel rate; 84.4 mph average exit velocity; 23.7% air-ball rate; 50.2% pull-air rate; 5.9% HR-launch rate.,0.0483,0.0445,4.09,5,1,18.2,0.28,27.5,Very recent HR,677976.0,Randy Dobnak,R,LHB vs RHP,13,11,69.1,2.73,1.27,6,0.78,6.1,2.99,393.0,3.1,28.8,12.5,45.0,28.8,84.5,96.9,113.7,0.474,6.0,69.3,100.0,0.778,10.2,Sinker,L,LHB vs RHP,51.1,264,0.252,0.36,0.487,0.847,15,36,83,0.0568,9.8,0.804,182,0.0275,3.9,0.484,0,0,0,0/0,,,,,0,0,0,57.2,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,439,Sinker,40.31890660592255,177.0,Sweeper,23.462414578587698,103.0,Changeup,19.362186788154897,85.0,4-Seam Fastball,10.022779043280183,44.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.039,0.956,65.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,51.1,32.8,69.3,58.1,50.0,45.0,55.0,6.81,0.972,0.949,1.025,1.0,0.997,0.997,0.98,17.0,10.8,85.0,32.0,D,Lineup unconfirmed,Slider,6.83371298405467,30.0,,,,,,
