date,game_pk,game_time_pt,game_status,abstract_game_state,team,opponent,home_away,player_id,player_name,position,batting_order,plate_appearances,at_bats,hits,singles,doubles,triples,home_runs,runs,rbi,walks,hit_by_pitch,stolen_bases,fantasy_score,last_updated_pt
2026-07-18,822790,12:07 PM,Final,Final,Toronto Blue Jays,Chicago White Sox,home,664770,Nathan Lukes,RF,2,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,822790,12:07 PM,Final,Final,Toronto Blue Jays,Chicago White Sox,home,665489,Vladimir Guerrero Jr.,1B,3,4,3,2,1,1,0,0,1,0,1,0,0,12,2026-07-19 08:30:50 PM
2026-07-18,822790,12:07 PM,Final,Final,Toronto Blue Jays,Chicago White Sox,home,543807,George Springer,DH,4,4,4,1,1,0,0,0,0,1,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,822790,12:07 PM,Final,Final,Toronto Blue Jays,Chicago White Sox,home,672960,Kazuma Okamoto,3B,5,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,822790,12:07 PM,Final,Final,Toronto Blue Jays,Chicago White Sox,home,662139,Daulton Varsho,CF,6,3,3,1,0,1,0,0,0,0,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,822790,12:07 PM,Final,Final,Toronto Blue Jays,Chicago White Sox,home,672386,Alejandro Kirk,C,7,3,2,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,822790,12:07 PM,Final,Final,Toronto Blue Jays,Chicago White Sox,home,665926,Andrés Giménez,SS,8,3,3,1,1,0,0,0,0,0,0,0,1,8,2026-07-19 08:30:50 PM
2026-07-18,822790,12:07 PM,Final,Final,Toronto Blue Jays,Chicago White Sox,home,664702,Myles Straw,LF,9,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,822790,12:07 PM,Final,Final,Toronto Blue Jays,Chicago White Sox,home,682729,Jonatan Clase,LF,,2,1,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,San Francisco Giants,Seattle Mariners,away,650333,Luis Arraez,2B,1,5,4,1,1,0,0,0,0,0,1,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,San Francisco Giants,Seattle Mariners,away,805811,Bryce Eldridge,DH,2,5,4,2,2,0,0,0,0,0,1,0,0,8,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,San Francisco Giants,Seattle Mariners,away,669477,Casey Schmitt,3B,3,5,4,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,San Francisco Giants,Seattle Mariners,away,646240,Rafael Devers,1B,4,5,5,1,0,0,0,1,1,1,0,0,0,14,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,San Francisco Giants,Seattle Mariners,away,808982,Jung Hoo Lee,RF,6,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,San Francisco Giants,Seattle Mariners,away,642715,Willy Adames,SS,7,4,4,1,0,0,0,1,1,1,0,0,0,14,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,San Francisco Giants,Seattle Mariners,away,687551,Drew Gilbert,CF,8,4,4,1,1,0,0,0,1,0,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,San Francisco Giants,Seattle Mariners,away,691740,Daniel Susac,C,,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,San Francisco Giants,Seattle Mariners,away,671218,Heliot Ramos,LF,,4,4,1,1,0,0,0,0,0,0,0,0,3,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,641487,J.P. Crawford,3B,1,5,3,0,0,0,0,0,0,0,2,0,0,4,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,677594,Julio Rodríguez,DH,2,5,4,0,0,0,0,0,0,1,0,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,686527,Dominic Canzone,RF,3,4,4,1,1,0,0,0,0,0,0,0,0,3,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,668227,Randy Arozarena,LF,4,4,2,0,0,0,0,0,1,0,0,2,0,6,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,647304,Josh Naylor,1B,5,4,3,0,0,0,0,0,1,0,1,0,0,4,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,663728,Cal Raleigh,C,6,4,3,0,0,0,0,0,0,0,0,1,0,2,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,702284,Cole Young,2B,7,4,4,2,1,0,0,1,1,3,0,0,0,21,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,806068,Colt Emerson,SS,9,4,3,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,670042,Luke Raley,CF,,3,3,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823116,5:08 PM,Final,Final,Seattle Mariners,San Francisco Giants,home,641598,Mitch Garver,PH,,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,New York Mets,Philadelphia Phillies,away,596019,Francisco Lindor,SS,1,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,New York Mets,Philadelphia Phillies,away,665742,Juan Soto,DH,2,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,New York Mets,Philadelphia Phillies,away,666182,Bo Bichette,3B,3,4,3,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,New York Mets,Philadelphia Phillies,away,682626,Francisco Alvarez,C,4,4,3,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,New York Mets,Philadelphia Phillies,away,701807,Carson Benge,RF,5,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,New York Mets,Philadelphia Phillies,away,543760,Marcus Semien,2B,6,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,New York Mets,Philadelphia Phillies,away,621438,Tyrone Taylor,LF,7,3,3,2,1,0,0,1,1,1,0,0,0,17,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,New York Mets,Philadelphia Phillies,away,805999,A.J. Ewing,CF,8,3,3,1,1,0,0,0,0,0,0,0,1,8,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,New York Mets,Philadelphia Phillies,away,676572,Eric Wagaman,1B,9,3,3,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,607208,Trea Turner,SS,1,5,4,3,2,0,0,1,3,1,1,0,1,31,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,656941,Kyle Schwarber,DH,2,5,3,1,0,0,0,1,2,2,2,0,0,22,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,547180,Bryce Harper,1B,3,5,4,1,1,0,0,0,0,2,0,1,0,9,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,664761,Alec Bohm,3B,4,5,5,2,2,0,0,0,0,1,0,0,0,8,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,702222,Justin Crawford,CF,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,669016,Brandon Marsh,LF,6,5,4,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,592663,J.T. Realmuto,C,7,4,3,2,2,0,0,0,0,0,1,0,0,8,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,656537,Derek Hill,RF,8,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,681082,Bryson Stott,2B,9,4,4,1,0,0,1,0,1,0,0,0,0,10,2026-07-19 08:30:50 PM
2026-07-18,823441,12:05 PM,Final,Final,Philadelphia Phillies,New York Mets,home,624641,Edmundo Sosa,LF,,4,4,2,2,0,0,0,0,0,0,0,0,6,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,660271,Shohei Ohtani,DH,1,5,5,2,1,1,0,0,1,2,0,0,0,14,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,681624,Andy Pages,CF,2,5,4,1,0,1,0,0,0,1,0,1,0,9,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,518692,Freddie Freeman,1B,3,5,4,1,1,0,0,0,0,2,0,0,0,7,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,605141,Mookie Betts,SS,4,5,3,0,0,0,0,0,0,0,2,0,0,4,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,571970,Max Muncy,3B,5,5,4,2,1,1,0,0,1,0,1,0,0,12,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,663656,Kyle Tucker,RF,6,5,5,1,1,0,0,0,1,0,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,669743,Alex Call,LF,7,1,0,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,687221,Dalton Rushing,C,8,5,2,0,0,0,0,0,1,0,3,0,0,8,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,669242,Tommy Edman,2B,9,5,4,2,2,0,0,0,3,2,0,1,0,18,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,Los Angeles Dodgers,New York Yankees,away,606192,Teoscar Hernández,LF,,4,4,1,0,1,0,0,1,1,0,0,0,9,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,New York Yankees,Los Angeles Dodgers,home,663757,Trent Grisham,CF,1,4,4,1,0,0,0,1,1,1,0,0,0,14,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,New York Yankees,Los Angeles Dodgers,home,700250,Ben Rice,1B,2,4,4,1,0,1,0,0,0,0,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,New York Yankees,Los Angeles Dodgers,home,691176,Jasson Domínguez,DH,3,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,New York Yankees,Los Angeles Dodgers,home,641355,Cody Bellinger,LF,4,3,3,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,New York Yankees,Los Angeles Dodgers,home,680474,Max Schuemann,RF,5,3,3,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,New York Yankees,Los Angeles Dodgers,home,665862,Jazz Chisholm Jr.,2B,6,3,3,1,0,1,0,0,1,0,0,0,0,7,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,New York Yankees,Los Angeles Dodgers,home,683011,Anthony Volpe,SS,7,3,3,1,1,0,0,0,0,1,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,New York Yankees,Los Angeles Dodgers,home,641857,Ryan McMahon,3B,8,3,3,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-19,823523,5:08 PM,Postponed,Final,New York Yankees,Los Angeles Dodgers,home,645305,Ali Sánchez,C,9,3,3,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,672640,Otto Lopez,SS,1,5,4,1,1,0,0,0,0,1,0,0,1,10,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,681715,Heriberto Hernández,LF,2,5,4,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,669065,Kyle Stowers,1B,3,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,669364,Xavier Edwards,2B,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,691594,Javier Sanoja,CF,5,4,4,1,0,1,0,0,1,0,0,0,0,7,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,689414,Liam Hicks,DH,6,4,3,1,1,0,0,0,2,0,0,1,0,9,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,677870,Leo Jiménez,3B,7,4,2,1,1,0,0,0,2,1,1,1,0,13,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,665052,Griffin Conine,RF,8,2,2,1,0,0,0,1,1,3,0,0,0,18,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,691788,Joe Mack,C,9,4,4,1,1,0,0,0,0,1,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Miami Marlins,Milwaukee Brewers,away,665923,Esteury Ruiz,CF,,2,2,1,1,0,0,0,0,0,0,0,0,3,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Milwaukee Brewers,Miami Marlins,home,592885,Christian Yelich,DH,1,5,3,1,0,1,0,0,1,2,2,0,1,20,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Milwaukee Brewers,Miami Marlins,home,694192,Jackson Chourio,LF,2,5,3,1,1,0,0,0,2,2,2,0,2,25,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Milwaukee Brewers,Miami Marlins,home,641343,Jake Bauers,1B,3,5,5,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Milwaukee Brewers,Miami Marlins,home,661388,William Contreras,C,4,5,5,1,0,1,0,0,0,1,0,0,0,7,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Milwaukee Brewers,Miami Marlins,home,669003,Garrett Mitchell,CF,5,5,5,3,2,1,0,0,1,2,0,0,1,22,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Milwaukee Brewers,Miami Marlins,home,800325,Luis Lara,RF,6,5,4,1,1,0,0,0,0,0,1,0,1,10,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Milwaukee Brewers,Miami Marlins,home,806198,Cooper Pratt,SS,7,5,5,1,1,0,0,0,1,0,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Milwaukee Brewers,Miami Marlins,home,669699,Braden Shewmake,2B,8,4,3,2,1,1,0,0,2,1,0,0,1,19,2026-07-19 08:30:50 PM
2026-07-18,823763,1:10 PM,Final,Final,Milwaukee Brewers,Miami Marlins,home,687401,Joey Ortiz,3B,9,4,2,0,0,0,0,0,1,0,2,0,1,11,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,805808,Kevin McGonigle,SS,1,5,5,2,1,1,0,0,2,0,0,0,0,12,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,693307,Dillon Dingler,C,2,5,3,1,0,1,0,0,1,0,0,2,0,11,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,690993,Colt Keith,3B,3,5,4,4,4,0,0,0,1,2,0,0,0,18,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,701162,Ben Malgeri,RF,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,679529,Spencer Torkelson,1B,5,4,4,2,0,0,0,2,2,4,0,0,0,32,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,681481,Kerry Carpenter,DH,6,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,656716,Zach McKinstry,2B,7,4,3,1,0,1,0,0,0,0,1,0,0,7,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,663837,Matt Vierling,LF,8,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,681546,James Outman,CF,9,4,4,1,1,0,0,0,1,0,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Detroit Tigers,Los Angeles Angels,away,682985,Riley Greene,LF,,4,3,0,0,0,0,0,0,1,0,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,687263,Zach Neto,SS,1,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,545361,Mike Trout,CF,2,4,3,1,1,0,0,0,0,0,1,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,687093,Vaughn Grissom,2B,3,4,4,1,1,0,0,0,0,0,0,0,0,3,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,624585,Jorge Soler,DH,4,4,4,1,1,0,0,0,0,0,0,0,0,3,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,666176,Jo Adell,RF,5,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,694384,Nolan Schanuel,1B,6,4,4,1,1,0,0,0,0,0,0,0,0,3,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,694203,Denzer Guzman,3B,7,4,4,1,1,0,0,0,0,0,0,0,0,3,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,685133,Wade Meckler,LF,8,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,681351,Logan O'Hoppe,C,9,3,2,2,2,0,0,0,0,0,1,0,0,8,2026-07-19 08:30:50 PM
2026-07-18,824008,7:07 PM,Final,Final,Los Angeles Angels,Detroit Tigers,home,642350,Jose Siri,LF,,2,2,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,San Diego Padres,Kansas City Royals,away,665487,Fernando Tatis Jr.,RF,1,4,2,1,0,0,0,1,1,1,2,0,1,23,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,San Diego Padres,Kansas City Royals,away,701538,Jackson Merrill,CF,2,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,San Diego Padres,Kansas City Royals,away,593428,Xander Bogaerts,SS,3,4,3,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,San Diego Padres,Kansas City Royals,away,592518,Manny Machado,3B,4,4,3,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,San Diego Padres,Kansas City Royals,away,657757,Gavin Sheets,LF,5,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,San Diego Padres,Kansas City Royals,away,664034,Ty France,1B,6,4,3,2,0,2,0,0,0,0,1,0,0,12,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,San Diego Padres,Kansas City Royals,away,630105,Jake Cronenworth,2B,7,4,4,2,1,1,0,0,0,0,0,0,0,8,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,San Diego Padres,Kansas City Royals,away,609280,Miguel Andujar,DH,8,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,San Diego Padres,Kansas City Royals,away,666023,Freddy Fermin,C,9,3,3,1,0,1,0,0,0,0,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,Kansas City Royals,San Diego Padres,home,695600,Carter Jensen,C,1,4,3,2,1,1,0,0,2,0,1,0,0,14,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,Kansas City Royals,San Diego Padres,home,677951,Bobby Witt Jr.,SS,2,4,4,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,Kansas City Royals,San Diego Padres,home,695506,Jac Caglianone,RF,3,4,4,1,0,1,0,0,0,1,0,0,0,7,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,Kansas City Royals,San Diego Padres,home,657041,Lane Thomas,CF,4,4,4,2,0,1,0,1,1,2,0,0,0,21,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,Kansas City Royals,San Diego Padres,home,686469,Vinnie Pasquantino,1B,5,4,4,1,1,0,0,0,1,0,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,Kansas City Royals,San Diego Padres,home,521692,Salvador Perez,DH,6,4,4,1,0,0,0,1,1,2,0,0,0,16,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,Kansas City Royals,San Diego Padres,home,686681,Michael Massey,2B,7,4,3,1,1,0,0,0,1,0,1,0,0,7,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,Kansas City Royals,San Diego Padres,home,679845,Nick Loftin,3B,8,3,3,0,0,0,0,0,0,0,0,0,0,0,2026-07-19 08:30:50 PM
2026-07-18,824088,1:10 PM,Final,Final,Kansas City Royals,San Diego Padres,home,686555,Isaac Collins,LF,9,3,3,1,1,0,0,0,0,1,0,0,0,5,2026-07-19 08:30:50 PM
2026-07-18,824169,1:10 PM,Final,Final,Baltimore Orioles,Houston Astros,away,668939,Adley Rutschman,DH,1,5,4,0,0,0,0,0,0,0,1,0,0,2,2026-07-19 08:30:50 PM
