game_pk,game_date,game_time_utc,venue,home_away,player_id,player_name,team,team_id,opponent,opponent_id,handedness,probable_status,pitcher_role,season_games,season_starts,season_ip,season_k_pct,season_bb_pct,season_er9,recent_ip,recent_pitches,recent_bf,recent_k_pct,recent_bb_pct,recent_er9,recent_6ip_rate,last_pitches,days_rest,long_layoff,projected_ip,projected_outs,projected_bf,projected_pitches,bear_outs,base_outs,bull_outs,bear_pitches,base_pitches,bull_pitches,bear_prob,base_prob,bull_prob,manager_hook_factor,lineup_source,lineup_names,lineup_k_pct,lineup_bb_pct,lineup_hr_pct,lineup_ops,lineup_sample_pa,park_run_factor,weather_run_factor,weather_delay_risk,weather_source,defense_run_factor,team_win_probability,opposing_starter_er9,umpire_k_factor,catcher_k_factor,statcast_stuff_factor,arsenal_matchup_factor,umpire_source,catcher_source,statcast_source,arsenal_source,model_line,next_model_line,model_line_more_probability_pct,next_line_more_probability_pct,model_line_target_probability_pct,projection,median,floor_p10,floor_p25,ceiling_p75,ceiling_p90,sim_avg_ip,sim_avg_outs,sim_avg_bf,sim_avg_pitches,sim_avg_k,sim_avg_er,sim_avg_bb,sim_avg_hits,model_k_pct,model_bb_pct,model_hit_pct,model_er9,win_probability_pct,quality_start_probability_pct,five_inning_probability_pct,six_inning_probability_pct,seven_inning_probability_pct,fs_outs_component,fs_k_component,fs_er_component,fs_win_component,fs_qs_component,data_quality_score,data_quality_flags,model_confidence_pct,simulations,more_8_0_pct,more_8_5_pct,more_9_0_pct,more_9_5_pct,more_10_0_pct,more_10_5_pct,more_11_0_pct,more_11_5_pct,more_12_0_pct,more_12_5_pct,more_13_0_pct,more_13_5_pct,more_14_0_pct,more_14_5_pct,more_15_0_pct,more_15_5_pct,more_16_0_pct,more_16_5_pct,more_17_0_pct,more_17_5_pct,more_18_0_pct,more_18_5_pct,more_19_0_pct,more_19_5_pct,more_20_0_pct,more_20_5_pct,more_21_0_pct,more_21_5_pct,more_22_0_pct,more_22_5_pct,more_23_0_pct,more_23_5_pct,more_24_0_pct,more_24_5_pct,more_25_0_pct,more_25_5_pct,more_26_0_pct,more_26_5_pct,more_27_0_pct,more_27_5_pct,more_28_0_pct,more_28_5_pct,more_29_0_pct,more_29_5_pct,more_30_0_pct,more_30_5_pct,more_31_0_pct,more_31_5_pct,more_32_0_pct,more_32_5_pct,more_33_0_pct,more_33_5_pct,more_34_0_pct,more_34_5_pct,more_35_0_pct,more_35_5_pct,more_36_0_pct,more_36_5_pct,more_37_0_pct,more_37_5_pct,more_38_0_pct,more_38_5_pct,more_3_5_pct,more_4_0_pct,more_4_5_pct,more_5_0_pct,more_5_5_pct,more_6_0_pct,more_6_5_pct,more_7_0_pct,more_7_5_pct,more_neg2_0_pct,more_neg1_5_pct,more_neg1_0_pct,more_neg0_5_pct,more_0_0_pct,more_0_5_pct,more_1_0_pct,more_1_5_pct,more_2_0_pct,more_2_5_pct,more_3_0_pct,more_39_0_pct,more_39_5_pct,more_40_0_pct,more_40_5_pct,more_41_0_pct,more_41_5_pct,more_42_0_pct,more_42_5_pct,more_43_0_pct,more_43_5_pct,more_44_0_pct,more_44_5_pct,more_45_0_pct,more_45_5_pct,more_46_0_pct,more_46_5_pct,more_47_0_pct,more_47_5_pct,more_48_0_pct,more_48_5_pct,more_49_0_pct,more_49_5_pct,more_50_0_pct,more_50_5_pct,more_51_0_pct,more_51_5_pct,more_52_0_pct,more_52_5_pct,more_53_0_pct,more_53_5_pct
824397,2026-08-16,2026-08-16T17:40:00Z,Progressive Field,HOME,676440,Tanner Bibee,Cleveland Guardians,114,San Diego Padres,135,R,MLB Probable,STARTER,26,26,150.33333333333334,0.19086460032626426,0.0701468189233279,4.011086474501108,6.266666666666667,99.4,26.2,0.19083969465648856,0.061068702290076333,4.595744680851064,0.8,96.0,-1.0,0,5.975897435897437,17.92769230769231,24.626153846153848,95.22192307692308,13.927692307692311,17.92769230769231,21.42769230769231,78.08197692307692,95.22192307692308,104.7441153846154,0.25,0.5,0.25,0.9440000000000001,CONFIRMED_MLB,Fernando Tatis Jr. | Jake Cronenworth | Manny Machado | Ty France | Jackson Merrill | Luis Rengifo | Sung-Mun Song | Gavin Sheets | Jase Bowen,0.2092130518234165,0.09021113243761997,0.03166986564299424,0.7106948176583492,3126,0.99,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,1.0030000000000001,0.48517837521799406,3.1764705882352944,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,21.5,22.0,60.3,57.1,57.99999999999999,24.61,25.0,9.0,16.0,33.0,41.0,5.16,15.48,24.27,93.4,4.74,2.55,1.77,4.91,19.54,7.23,20.24,4.1,26.8,23.4,61.7,26.4,5.6,15.48,14.23,-7.64,1.61,0.94,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,59.1,20000,,,,88.9,87.3,87.3,85.7,85.7,83.9,83.9,81.9,81.9,79.6,79.6,77.4,77.4,74.8,74.8,71.9,71.9,69.4,69.4,66.4,66.4,62.9,62.9,60.3,60.3,57.1,57.1,53.7,53.7,51.2,51.2,47.5,47.5,44.0,44.0,41.5,41.5,38.2,38.2,34.9,34.9,32.8,32.8,29.3,29.3,26.5,26.5,24.8,24.8,21.9,21.9,19.1,19.1,17.6,17.6,15.3,15.3,13.4,13.4,,,,,,,,,,,,,,,,,,,,,12.2,12.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
822940,2026-08-16,2026-08-16T16:15:00Z,Tropicana Field,AWAY,669432,Trevor Rogers,Baltimore Orioles,110,Tampa Bay Rays,139,L,MLB Probable,STARTER,23,23,125.66666666666667,0.20415879017013233,0.0661625708884688,4.153846153846153,5.8,90.4,24.0,0.25833333333333336,0.025,3.7241379310344827,0.8,98.0,-1.0,0,5.598260869565218,16.794782608695655,23.4,89.88739130434783,12.794782608695655,16.794782608695655,20.294782608695655,73.70766086956522,89.88739130434783,98.87613043478262,0.25,0.5,0.25,0.9440000000000001,CONFIRMED_MLB,Yandy Díaz | Jonathan Aranda | Junior Caminero | Richie Palacios | Ryan Vilade | Chandler Simpson | Jonny DeLuca | Jorge Mateo | Nick Fortes,0.17520969245107176,0.08418763591177385,0.030444237340789066,0.7772239826032928,3219,0.97,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,1.009,0.5031443395583912,5.2734375,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,20.5,21.0,60.2,57.2,57.99999999999999,23.48,23.0,8.9,16.0,31.0,38.0,4.83,14.49,23.01,88.0,4.77,2.41,1.4,5.11,20.78,6.15,22.13,4.25,22.2,14.8,49.8,16.3,2.5,14.49,14.31,-7.24,1.33,0.59,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,59.0,20000,90.0,90.0,88.6,88.6,87.2,87.2,85.5,85.5,83.7,83.7,81.4,81.4,78.7,78.7,76.2,76.2,73.2,73.2,70.1,70.1,67.2,67.2,63.8,63.8,60.2,60.2,57.2,57.2,53.7,53.7,49.9,49.9,46.9,46.9,43.2,43.2,39.5,39.5,36.7,36.7,33.2,33.2,30.1,30.1,28.0,28.0,24.8,24.8,22.0,22.0,20.2,20.2,17.3,17.3,15.1,15.1,13.8,13.8,11.6,11.6,9.9,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823344,2026-08-16,2026-08-16T17:35:00Z,PNC Park,AWAY,663776,Patrick Sandoval,Boston Red Sox,111,Pittsburgh Pirates,134,L,MLB Probable,STARTER,7,7,34.0,0.21875,0.1,4.764705882352941,4.933333333333334,87.6,23.6,0.211864406779661,0.11864406779661017,4.743243243243243,0.2,89.0,-1.0,0,4.887619047619047,14.662857142857142,23.154285714285713,85.40142857142857,10.662857142857142,14.662857142857142,18.162857142857142,70.02917142857142,85.40142857142857,93.94157142857144,0.25,0.5,0.25,1.076,CONFIRMED_MLB,Jared Triolo | Esmerlyn Valdez | Bryan Reynolds | Brandon Lowe | Rafael Flores Jr. | Jake Mangum | Nick Yorke | Billy Cook | Henry Davis,0.24936921783010935,0.09840201850294365,0.031118587047939444,0.7493402018502945,2378,0.96,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,0.997,0.47177866997271667,3.8009708737864076,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,19.5,20.0,60.2,56.4,57.99999999999999,22.05,22.0,8.0,15.0,29.0,36.0,4.31,12.93,22.83,83.8,5.13,2.43,2.37,4.88,22.5,10.34,21.34,4.74,12.9,5.7,30.8,6.2,0.4,12.93,15.4,-7.28,0.77,0.23,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,59.0,20000,88.9,88.9,87.3,87.3,85.5,85.5,83.6,83.6,81.5,81.5,79.1,79.1,76.2,76.2,73.4,73.4,70.3,70.3,67.0,67.0,63.8,63.8,60.2,60.2,56.4,56.4,52.9,52.9,49.2,49.2,45.1,45.1,41.4,41.4,37.8,37.8,33.7,33.7,30.7,30.7,27.6,27.6,24.7,24.7,22.2,22.2,19.5,19.5,17.1,17.1,15.2,15.2,13.1,13.1,11.3,11.3,10.0,10.0,8.4,8.4,,,,,,,,,,90.3,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823590,2026-08-16,2026-08-16T17:40:00Z,Citi Field,AWAY,663623,Jake Irvin,Washington Nationals,120,New York Mets,121,R,MLB Probable,STARTER,15,15,71.33333333333333,0.23003194888178913,0.09904153354632587,5.80373831775701,4.933333333333334,82.0,20.2,0.2079207920792079,0.09900990099009901,5.837837837837837,0.2,98.0,-1.0,0,4.826666666666666,14.479999999999999,20.6,83.47,10.479999999999999,14.479999999999999,17.979999999999997,68.44539999999999,83.47,91.81700000000001,0.25,0.5,0.25,1.076,CONFIRMED_MLB,A.J. Ewing | Francisco Lindor | Bo Bichette | Carson Benge | Jared Young | Luis Robert Jr. | Brett Baty | Jorge Polanco | Luis Torrens,0.22003514938488578,0.08119507908611599,0.026362038664323375,0.6946478031634447,2845,0.96,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,1.012,0.5040317784606119,3.5078740157480315,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,16.5,17.0,60.1,56.1,57.99999999999999,18.74,19.0,4.0,12.0,26.0,33.0,4.08,12.25,20.28,81.8,4.53,2.62,1.93,4.01,22.31,9.55,19.78,5.45,10.6,3.3,23.0,3.5,0.1,12.25,13.58,-7.86,0.64,0.13,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,58.9,20000,83.1,83.1,81.1,81.1,78.7,78.7,76.2,76.2,73.5,73.5,70.4,70.4,67.0,67.0,63.8,63.8,60.1,60.1,56.1,56.1,52.7,52.7,48.6,48.6,44.7,44.7,40.8,40.8,37.0,37.0,33.0,33.0,29.9,29.9,26.6,26.6,23.5,23.5,21.0,21.0,18.6,18.6,16.0,16.0,14.1,14.1,12.2,12.2,10.6,10.6,9.1,9.1,7.6,,,,,,,,,,90.7,89.6,89.6,88.0,88.0,86.5,86.5,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823912,2026-08-16,2026-08-16T20:10:00Z,UNIQLO Field at Dodger Stadium,HOME,669373,Tarik Skubal,Los Angeles Dodgers,119,Milwaukee Brewers,158,L,MLB Probable,STARTER,19,19,113.66666666666667,0.30269058295964124,0.04484304932735426,2.8504398826979473,6.2,94.4,25.0,0.296,0.072,2.903225806451613,0.8,109.0,-1.0,0,6.069473684210527,18.20842105263158,24.084210526315786,92.65684210526317,14.208421052631579,18.20842105263158,21.70842105263158,75.97861052631579,92.65684210526317,101.9225263157895,0.25,0.5,0.25,0.9440000000000001,CONFIRMED_MLB,William Contreras | Luis Lara | Jackson Chourio | Jake Bauers | Andrew Vaughn | David Hamilton | Gary Sánchez | Brandon Lockridge | Joey Ortiz,0.20422801057002643,0.11098527746319366,0.027935069837674593,0.7589244998112494,2649,1.0,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,0.991,0.5259082268001768,2.6999999999999997,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,29.5,30.0,59.9,57.4,57.99999999999999,32.91,33.0,17.0,25.0,41.0,49.0,5.22,15.67,23.72,90.8,6.58,1.82,1.5,5.16,27.67,6.35,21.61,2.99,32.1,26.0,63.8,27.9,5.6,15.67,19.74,-5.46,1.93,1.04,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,58.7,20000,,,,,,,,,,,,,,,,,,,,89.9,88.5,88.5,86.8,86.8,84.5,84.5,82.6,82.6,80.2,80.2,77.5,77.5,75.3,75.3,72.3,72.3,69.2,69.2,66.6,66.6,63.4,63.4,59.9,59.9,57.4,57.4,54.1,54.1,50.5,50.5,48.0,48.0,44.5,44.5,41.1,41.1,39.0,39.0,35.5,35.5,32.3,32.3,,,,,,,,,,,,,,,,,,,,,30.3,30.3,27.1,27.1,24.1,24.1,22.3,22.3,19.5,19.5,17.2,17.2,15.9,15.9,13.6,13.6,11.7,11.7,10.7,,,,,,,,,,,
824965,2026-08-16,2026-08-16T20:05:00Z,Sutter Health Park,HOME,682052,Jacob Lopez,Athletics,133,Texas Rangers,140,L,MLB Probable,STARTER,20,17,88.0,0.20454545454545456,0.11616161616161616,5.215909090909092,5.666666666666666,92.2,23.0,0.2782608695652174,0.08695652173913043,2.223529411764706,0.4,93.0,-1.0,0,5.372549019607844,16.11764705882353,23.176470588235293,93.01000000000002,12.117647058823529,16.11764705882353,19.61764705882353,76.26820000000001,93.01000000000002,102.31100000000004,0.25,0.5,0.25,1.032,CONFIRMED_MLB,Wyatt Langford | Ezequiel Duran | Brandon Nimmo | Jake Burger | Justin Foscue | Jarred Kelenic | Nicky Lopez | Cody Freeman | Elias Díaz,0.23581336696090793,0.06977721731820093,0.031525851197982346,0.7276645649432534,2379,1.06,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,0.997,0.4834405693106316,2.9347826086956523,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,20.5,21.0,59.6,56.2,57.99999999999999,23.27,23.0,8.0,16.0,31.0,38.0,4.58,13.75,22.82,91.1,5.17,2.49,2.3,4.72,22.71,10.1,20.72,4.61,18.2,9.6,41.3,10.4,1.1,13.75,15.5,-7.46,1.09,0.39,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,58.4,20000,89.7,89.7,88.4,88.4,86.8,86.8,85.0,85.0,83.1,83.1,80.9,80.9,78.5,78.5,75.8,75.8,73.1,73.1,69.9,69.9,66.8,66.8,63.5,63.5,59.6,59.6,56.2,56.2,52.6,52.6,48.6,48.6,45.6,45.6,42.1,42.1,38.7,38.7,35.7,35.7,32.3,32.3,29.1,29.1,26.6,26.6,23.7,23.7,21.0,21.0,19.2,19.2,16.7,16.7,14.6,14.6,13.2,13.2,11.3,11.3,9.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824477,2026-08-16,2026-08-16T17:40:00Z,Great American Ball Park,AWAY,691587,Eury Pérez,Miami Marlins,146,Cincinnati Reds,113,R,MLB Probable,STARTER,22,22,122.66666666666667,0.2692307692307692,0.09919028340080972,3.2282608695652173,6.2,98.4,24.6,0.23577235772357724,0.0975609756097561,2.32258064516129,0.8,100.0,-1.0,0,5.825454545454546,17.476363636363637,23.312727272727273,94.8859090909091,13.476363636363637,17.476363636363637,20.976363636363637,77.80644545454545,94.8859090909091,104.37450000000001,0.25,0.5,0.25,0.9440000000000001,CONFIRMED_MLB,Elly De La Cruz | Sal Stewart | JJ Bleday | Eugenio Suárez | Michael Toglia | Matt McLain | Jose Trevino | Noelvi Marte | TJ Friedl,0.2566206639313689,0.0999627004848937,0.04028347631480791,0.713306602014174,2681,1.07,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,1.009,0.5329762658800709,4.520930232558139,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,26.5,27.0,59.1,56.0,57.99999999999999,29.52,29.0,15.0,22.0,37.0,45.0,4.92,14.77,22.93,93.0,5.95,1.8,2.27,4.66,25.94,9.9,20.31,3.16,26.5,17.2,53.4,18.1,2.8,14.77,17.86,-5.39,1.59,0.69,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,57.9,20000,,,,,,,,,,,,,,90.8,89.3,89.3,87.5,87.5,85.5,85.5,83.4,83.4,81.0,81.0,78.1,78.1,75.4,75.4,72.3,72.3,69.0,69.0,66.3,66.3,62.7,62.7,59.1,59.1,56.0,56.0,52.3,52.3,48.9,48.9,45.9,45.9,42.3,42.3,38.7,38.7,36.2,36.2,32.6,32.6,29.6,29.6,27.5,27.5,24.5,24.5,21.6,21.6,,,,,,,,,,,,,,,,,,,,,20.0,20.0,17.2,17.2,15.1,15.1,13.9,13.9,11.8,11.8,10.2,10.2,9.3,,,,,,,,,,,,,,,,,
824236,2026-08-16,2026-08-16T17:40:00Z,Comerica Park,AWAY,680732,Sean Burke,Chicago White Sox,145,Detroit Tigers,116,R,MLB Probable,STARTER,25,21,140.0,0.26970227670753066,0.07355516637478109,3.15,5.533333333333333,90.0,22.6,0.3008849557522124,0.07079646017699115,2.927710843373494,0.6,72.0,-1.0,0,6.213333333333333,18.64,25.354285714285716,97.84285714285716,14.64,18.64,22.0,80.23114285714286,97.84285714285716,107.62714285714289,0.25,0.5,0.25,0.9880000000000001,CONFIRMED_MLB,Gleyber Torres | Kevin McGonigle | Dillon Dingler | Colt Keith | Eduardo Valencia | Zach McKinstry | Hao-Yu Lee | Spencer Torkelson | Brett Callahan,0.20611510791366908,0.09712230215827339,0.03273381294964029,0.7659107913669064,2780,0.96,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,1.0,0.5122051622638049,4.008733624454149,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,29.5,30.0,59.0,56.4,57.99999999999999,32.61,32.0,17.0,24.0,41.0,49.0,5.34,16.02,24.97,95.8,6.47,1.99,1.95,5.45,26.0,7.77,21.81,3.15,32.5,29.8,67.9,32.4,7.5,16.02,19.42,-5.97,1.95,1.19,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,57.8,20000,,,,,,,,,,,,,,,,,,,,88.8,87.3,87.3,85.5,85.5,83.3,83.3,81.3,81.3,78.9,78.9,76.1,76.1,74.0,74.0,71.3,71.3,68.1,68.1,65.6,65.6,62.3,62.3,59.0,59.0,56.4,56.4,53.2,53.2,49.6,49.6,47.2,47.2,43.9,43.9,40.5,40.5,38.5,38.5,35.0,35.0,31.6,31.6,,,,,,,,,,,,,,,,,,,,,29.7,29.7,26.7,26.7,23.8,23.8,22.2,22.2,19.6,19.6,17.1,17.1,15.9,15.9,13.7,13.7,11.8,11.8,10.7,,,,,,,,,,,
824880,2026-08-16,2026-08-16T17:35:00Z,Truist Park,HOME,693821,Bryce Elder,Atlanta Braves,144,Arizona Diamondbacks,109,R,MLB Probable,STARTER,24,24,137.66666666666666,0.19516407599309155,0.07944732297063903,3.922518159806296,5.8,91.0,24.4,0.1885245901639344,0.10655737704918032,3.413793103448276,0.6,75.0,-1.0,0,5.761666666666667,17.285,24.235,88.73125,13.285,17.285,20.785,72.759625,88.73125,97.604375,0.25,0.5,0.25,0.9880000000000001,CONFIRMED_MLB,Geraldo Perdomo | Corbin Carroll | Gabriel Moreno | Ketel Marte | Max Kepler | Nolan Arenado | Ildemaro Vargas | Tim Tawa | James McCann,0.17050691244239632,0.09615975422427035,0.030414746543778803,0.765068817204301,3255,1.01,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,0.994,0.5034185829014228,2.9347826086956523,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,20.5,21.0,59.0,55.9,57.99999999999999,23.23,23.0,8.0,16.0,31.0,38.0,4.9,14.71,23.88,87.0,4.47,2.34,2.11,5.23,18.77,8.82,21.78,4.02,23.7,17.1,52.4,18.9,3.0,14.71,13.42,-7.01,1.42,0.68,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,57.8,20000,89.5,89.5,88.2,88.2,86.4,86.4,84.6,84.6,82.5,82.5,80.3,80.3,77.7,77.7,75.3,75.3,72.1,72.1,68.9,68.9,65.9,65.9,62.5,62.5,59.0,59.0,55.9,55.9,52.4,52.4,48.4,48.4,45.6,45.6,42.1,42.1,38.5,38.5,36.0,36.0,32.7,32.7,29.5,29.5,27.3,27.3,24.5,24.5,21.6,21.6,20.1,20.1,17.4,17.4,14.9,14.9,13.6,13.6,11.6,11.6,9.9,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824965,2026-08-16,2026-08-16T20:05:00Z,Sutter Health Park,AWAY,674003,Cody Bradford,Texas Rangers,140,Athletics,133,L,MLB Probable,SPOT_STARTER,3,3,15.333333333333334,0.15384615384615385,0.06153846153846154,2.9347826086956523,5.111111111111112,75.33333333333333,21.666666666666668,0.15384615384615385,0.06153846153846154,2.9347826086956523,0.3333333333333333,81.0,-1.0,0,5.111111111111112,15.333333333333336,21.666666666666668,75.33333333333334,12.333333333333336,15.333333333333336,17.0,61.77333333333334,75.33333333333334,82.86666666666669,0.3,0.5,0.2,1.12,CONFIRMED_MLB,Henry Bolte | Zack Gelof | Jacob Wilson | Jonah Heim | Tommy White | Lawrence Butler | Max Muncy | Alika Williams | Darell Hernaiz,0.22376329172445678,0.06888580674988443,0.026814609338881183,0.6910374479889043,2163,1.06,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,0.991,0.5240469230352068,5.215909090909092,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,18.5,19.0,60.5,55.8,57.99999999999999,20.87,21.0,10.0,15.0,27.0,33.0,4.52,13.56,21.07,72.8,3.61,1.53,1.32,4.15,17.13,6.3,19.68,2.96,14.7,4.9,37.4,4.9,0.0,13.56,10.84,-4.6,0.88,0.2,82.0,SMALL_START_SAMPLE|UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,57.8,20000,92.2,92.2,90.7,90.7,88.7,88.7,86.3,86.3,83.7,83.7,80.6,80.6,77.0,77.0,73.5,73.5,69.5,69.5,64.8,64.8,60.5,60.5,55.8,55.8,50.9,50.9,46.6,46.6,41.9,41.9,37.3,37.3,33.6,33.6,29.3,29.3,25.5,25.5,22.6,22.6,19.3,19.3,16.7,16.7,14.7,14.7,11.8,11.8,10.2,10.2,8.8,8.8,6.7,6.7,5.7,5.7,4.9,,,,,,,,,,95.4,94.5,94.5,93.5,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824880,2026-08-16,2026-08-16T17:35:00Z,Truist Park,AWAY,647336,Michael Soroka,Arizona Diamondbacks,109,Atlanta Braves,144,R,MLB Probable,STARTER,17,17,92.0,0.23466666666666666,0.056,2.9347826086956523,5.0,71.8,19.0,0.23157894736842105,0.06315789473684211,1.44,0.4,80.0,-1.0,0,5.247058823529412,15.741176470588236,20.83529411764706,77.79294117647059,11.741176470588236,15.741176470588236,19.241176470588236,63.79021176470588,77.79294117647059,85.57223529411766,0.25,0.5,0.25,1.032,CONFIRMED_MLB,Drake Baldwin | Ronald Acuña Jr. | Matt Olson | Michael Harris II | Mike Yastrzemski | Ozzie Albies | Dominic Smith | Austin Riley | Jim Jarvis,0.21689497716894976,0.08276255707762557,0.04052511415525114,0.7628321917808217,3504,1.01,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,0.985,0.5040812731829296,3.922518159806296,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,22.5,23.0,58.8,54.1,57.99999999999999,25.02,25.0,13.0,18.0,31.0,38.0,4.53,13.6,20.54,76.3,4.69,1.36,1.29,4.47,22.96,6.28,21.72,2.62,18.2,7.9,38.2,8.1,0.6,13.6,14.07,-4.07,1.09,0.32,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,57.7,20000,,,,,94.0,94.0,92.7,92.7,91.2,91.2,89.4,89.4,86.9,86.9,84.5,84.5,81.6,81.6,78.2,78.2,74.9,74.9,71.0,71.0,66.6,66.6,62.9,62.9,58.8,58.8,54.1,54.1,50.1,50.1,45.9,45.9,41.6,41.6,38.0,38.0,34.4,34.4,30.7,30.7,27.7,27.7,24.2,24.2,21.2,21.2,19.0,19.0,16.3,16.3,14.3,14.3,12.6,12.6,10.7,10.7,9.2,9.2,,,,,,,,,,,,,,,,,,,,,8.0,8.0,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,
822940,2026-08-16,2026-08-16T16:15:00Z,Tropicana Field,HOME,642547,Freddy Peralta,Tampa Bay Rays,139,Baltimore Orioles,110,R,MLB Probable,STARTER,25,25,128.0,0.21465968586387435,0.0924956369982548,5.2734375,4.733333333333333,89.0,21.4,0.17757009345794392,0.08411214953271028,7.985915492957746,0.2,76.0,-1.0,0,4.965333333333334,14.896,22.312,91.03399999999999,10.896,14.896,18.396,74.64787999999999,91.03399999999999,100.1374,0.25,0.5,0.25,1.076,CONFIRMED_MLB,Jackson Holliday | Pete Alonso | Christian Franklin | Gunnar Henderson | Jeremiah Jackson | Christian Encarnacion-Strand | Dylan Beavers | Leody Taveras | Colton Cowser,0.24238921001926783,0.09942196531791908,0.03314065510597303,0.717238535645472,2595,0.97,1.0,0.0,mlb_weather_professional_v5_backtest_history.csv,1.006,0.5043555088173779,4.153846153846153,1.0,1.0,1.0,1.0,MISSING,MISSING,MISSING,MISSING,16.5,17.0,58.8,55.0,57.99999999999999,18.61,19.0,2.0,11.0,27.0,34.0,4.23,12.7,21.97,89.2,4.69,3.04,2.02,4.5,21.42,9.22,20.42,5.92,12.6,5.1,28.7,5.6,0.3,12.7,14.07,-9.13,0.76,0.21,92.0,UMPIRE_NEUTRAL|CATCHER_NEUTRAL|STATCAST_NEUTRAL|ARSENAL_NEUTRAL,57.6,20000,80.5,80.5,78.6,78.6,76.1,76.1,73.6,73.6,71.2,71.2,68.4,68.4,65.2,65.2,62.0,62.0,58.8,58.8,55.0,55.0,52.0,52.0,48.6,48.6,44.9,44.9,41.7,41.7,38.2,38.2,34.6,34.6,31.9,31.9,28.7,28.7,25.6,25.6,23.1,23.1,20.4,20.4,18.1,18.1,16.1,16.1,13.9,13.9,12.0,12.0,10.5,10.5,9.0,,,,,,,,,,88.7,87.3,87.3,85.8,85.8,84.2,84.2,82.5,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
