player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,game_id,game_date,home_away,season,season_type,week,projected_role
00-0025565,Nick Folk,ATL,CAR,K,K,ACT,19.0,401872933,2026-09-20T17:00Z,home,2026,REG,2,K
00-0031136,Chris Boswell,PIT,NE,K,K,ACT,12.0,401872946,2026-09-20T17:00Z,away,2026,REG,2,K
00-0031203,Cairo Santos,CHI,MIN,K,K,ACT,12.0,401872937,2026-09-20T17:00Z,home,2026,REG,2,K
00-0031492,Jason Myers,SEA,ARI,K,K,ACT,11.0,401872943,2026-09-20T20:25Z,away,2026,REG,2,K
00-0032569,Wil Lutz,DEN,JAX,K,K,ACT,10.0,401872940,2026-09-20T20:05Z,home,2026,REG,2,K
00-0032726,Ka'imi Fairbairn,HOU,CIN,K,K,ACT,10.0,401872934,2026-09-20T17:00Z,home,2026,REG,2,K
00-0033303,Harrison Butker,KC,IND,K,K,ACT,9.0,401872945,2026-09-21T00:20Z,home,2026,REG,2,K
00-0033787,Jake Elliott,PHI,TEN,K,K,ACT,9.0,401872939,2026-09-20T17:00Z,away,2026,REG,2,K
00-0034161,Daniel Carlson,NO,BAL,K,K,ACT,8.0,401872938,2026-09-20T17:00Z,away,2026,REG,2,K
00-0034173,Eddy Pineiro,SF,MIA,K,K,ACT,8.0,401872942,2026-09-20T20:25Z,home,2026,REG,2,K
00-0034794,Jason Sanders,NYJ,GB,K,K,ACT,8.0,401872936,2026-09-20T17:00Z,home,2026,REG,2,K
00-0035192,Joey Slye,TEN,PHI,K,K,ACT,7.0,401872939,2026-09-20T17:00Z,home,2026,REG,2,K
00-0035269,Matt Gay,LV,LAC,K,K,ACT,7.0,401872941,2026-09-20T20:05Z,away,2026,REG,2,K
00-0035358,Chase McLaughlin,TB,CLE,K,K,ACT,7.0,401872935,2026-09-20T17:00Z,home,2026,REG,2,K
00-0036162,Tyler Bass,BUF,DET,K,K,ACT,6.0,401872932,2026-09-18T00:15Z,home,2026,REG,2,K
00-0036816,Riley Patterson,MIA,SF,K,K,ACT,5.0,401872942,2026-09-20T20:25Z,away,2026,REG,2,K
00-0036854,Evan McPherson,CIN,HOU,K,K,ACT,5.0,401872934,2026-09-20T17:00Z,away,2026,REG,2,K
00-0037224,Cameron Dicker,LAC,LV,K,K,ACT,4.0,401872941,2026-09-20T20:05Z,home,2026,REG,2,K
00-0037692,Brandon Aubrey,DAL,WAS,K,K,ACT,4.0,401872944,2026-09-20T20:25Z,home,2026,REG,2,K
00-0038428,Andre Szmyt,CLE,TB,K,K,ACT,3.0,401872935,2026-09-20T17:00Z,away,2026,REG,2,K
00-0038567,Chad Ryland,ARI,SEA,K,K,ACT,3.0,401872943,2026-09-20T20:25Z,home,2026,REG,2,K
00-0039172,Jake Bates,DET,BUF,K,K,ACT,3.0,401872932,2026-09-18T00:15Z,away,2026,REG,2,K
00-0039404,Will Reichard,MIN,CHI,K,K,ACT,2.0,401872937,2026-09-20T17:00Z,away,2026,REG,2,K
00-0039409,Cam Little,JAX,DEN,K,K,ACT,2.0,401872940,2026-09-20T20:05Z,away,2026,REG,2,K
00-0039498,Harrison Mevis,LAR,NYG,K,K,ACT,2.0,401872947,2026-09-22T00:15Z,home,2026,REG,2,K
00-0039576,Spencer Shrader,IND,KC,K,K,ACT,2.0,401872945,2026-09-21T00:20Z,away,2026,REG,2,K
00-0040074,Tyler Loop,BAL,NO,K,K,ACT,1.0,401872938,2026-09-20T17:00Z,home,2026,REG,2,K
00-0040200,Andy Borregales,NE,PIT,K,K,ACT,1.0,401872946,2026-09-20T17:00Z,home,2026,REG,2,K
00-0040279,Ryan Fitzgerald,CAR,ATL,K,K,ACT,1.0,401872933,2026-09-20T17:00Z,away,2026,REG,2,K
00-0040899,Trey Smack,GB,NYJ,K,K,ACT,0.0,401872936,2026-09-20T17:00Z,away,2026,REG,2,K
00-0041145,Dominic Zvada,NYG,LAR,K,K,ACT,0.0,401872947,2026-09-22T00:15Z,away,2026,REG,2,K
00-0041182,Drew Stevens,WAS,DAL,K,K,ACT,0.0,401872944,2026-09-20T20:25Z,away,2026,REG,2,K
