Overall Rank,Date,Player,Team,Opponent,Game,Side,Position,Analytical Projected FS,Projected FS,Sim Mean,Sim Median,Historical FS Std,Target FS Std,Raw Sim Std,Volatility-Calibrated Sim Std,Volatility Multiplier,Last 5 Avg FS,Last 10 Avg FS,Last 15 Avg FS,Last 5 Fantasy Scores,Last 10 Fantasy Scores,Last 15 Fantasy Scores,P Over 2.5 FS %,P Over 3.0 FS %,P Over 3.5 FS %,P Over 4.0 FS %,P Over 4.5 FS %,P Over 5.0 FS %,P Over 5.5 FS %,P Over 6.0 FS %,P Over 6.5 FS %,P Over 7.0 FS %,P Over 7.5 FS %,P Over 8.0 FS %,P Over 8.5 FS %,P Over 9.0 FS %,P Over 9.5 FS %,P Over 10.0 FS %,P Over 10.5 FS %,P Over 11.0 FS %,P Over 11.5 FS %,P Over 12.0 FS %,P Over 12.5 FS %,P Over 13.0 FS %,P Over 13.5 FS %,P Over 14.0 FS %,P Over 14.5 FS %,P Over 15.0 FS %,P Over 15.5 FS %,AI Score,Grade,Suggested Lean,Recommended Direction,Recommended Line,Recommended Probability %,Projection Edge,Even-Money EV %,Recommendation Strength,Lineup Spot,Lineup Source,Today Lineup Spot,Last 7 Mode Spot,Starts in Last 7,Last 7 Lineup Spots,Lineup Consistency %,Start Probability %,Expected PA,Rest/Usage Note,Recent Start Guess 14,Usage Factor,Opp Pitcher,Opp Pitcher Hand,Pitcher ERA,Pitcher WHIP,Pitcher H/BF,Pitcher HR/BF,Pitcher BB/BF,Bullpen ERA,Bullpen WHIP,Bullpen H/BF,Bullpen HR/BF,Venue,Park Factor,Weather Factor,Temp F,Wind MPH,Wind Direction,Precip %,Weather Note,PA,AB,AVG,OBP,SLG,OPS,Hand Split PA,Hand Split OPS,Season H,Season 2B,Season 3B,Season HR,Season R,Season RBI,Season BB,Season HBP,Season SB,Last 5 Fantasy Score Details,Last 10 Fantasy Score Details,Last 15 Fantasy Score Details,Recent FS Games Available,Historical Volatility Games,Historical FS Mean,Historical FS Median,Volatility Source,Last 7 FS/G,Last 14 FS/G,Last 14 AVG,14-Game Batter Status,Last 30 FS/G,Last 14 FS/PA,Last 14 Hit Rate,Last 14 XBH Rate,Last 14 HR Rate,Last 14 BB Rate,Last 14 SB Rate,Season Projected FS,Last 30 Projected FS,Last 14 Projected FS,Last 7 Projected FS,Hand Split Projected FS,Season Weight %,Last 30 Weight %,Last 14 Weight %,Last 7 Weight %,Hand Split Weight %,Model Version,Starter Expected BF,Starter Exposure %,Bullpen Exposure %,Starter Workload Source,Opener Risk,Recent Contact Reliability %,Recent Power Reliability %,Hand Split Reliability %,Statcast Reliability %,Pitch Location Matchup Factor,Pitch Location Samples,Pitcher Velo Trend,V6 Park Walk Factor,V6 Park Run Factor,V6 Weather HR Factor,V6 Weather Confidence,Statcast Samples,Avg Exit Velo,Hard Hit %,Barrel %,Sweet Spot %,Statcast xwOBA,Statcast Quality Factor,Elite Single Floor Boost,Walk Floor Boost,Run Scoring Boost,Pitch-Type Matchup Factor,Pitch-Type Samples,Pitch-Type Data Source,Release/Movement Matchup Factor,Release/Movement Samples,Release/Movement Source,Contact Quality Samples,Contact EV Mean,Contact EV Std,Contact LA Mean,Contact LA Std,Pull %,Center %,Oppo %,Directional Weather Factor,Park Single Factor,Park Double Factor,Park Triple Factor,Park HR Factor,EWMA Form Factor,EWMA Fantasy Score,EWMA Trend,Umpire,Umpire Source,Umpire Run Factor,Umpire BB Factor,Umpire K Factor,Defense Factor,Outfield Defense Factor,Infield Defense Factor,Defense Source,Bullpen Fatigue Factor,Bullpen Recent Games,Bullpen Recent Innings Proxy,Running Matchup Factor,Sprint Speed,Matchup DNA Factor,Single Rate,Double Rate,Triple Rate,HR Rate,BB Rate,HBP Rate,K Rate Model,Groundout Share,Flyout Share,Lineout Share,Run Rate Model,RBI Rate Model,SB Rate,_run_scoring_boost,Confirmed Starter,Sim Std,P25,P75,P90,Simulated PA,Zero PA Probability %,Probability Calibration,Raw P Over 2.5 FS %,Raw P Over 3.0 FS %,Raw P Over 3.5 FS %,Raw P Over 4.0 FS %,Raw P Over 4.5 FS %,Raw P Over 5.0 FS %,Raw P Over 5.5 FS %,Raw P Over 6.0 FS %,Raw P Over 6.5 FS %,Raw P Over 7.0 FS %,Raw P Over 7.5 FS %,Raw P Over 8.0 FS %,Raw P Over 8.5 FS %,Raw P Over 9.0 FS %,Raw P Over 9.5 FS %,Raw P Over 10.0 FS %,Raw P Over 10.5 FS %,Raw P Over 11.0 FS %,Raw P Over 11.5 FS %,Raw P Over 12.0 FS %,Raw P Over 12.5 FS %,Raw P Over 13.0 FS %,Raw P Over 13.5 FS %,Raw P Over 14.0 FS %,Raw P Over 14.5 FS %,Raw P Over 15.0 FS %,Raw P Over 15.5 FS %,Floor Uplift 2.5 FS,Floor Uplift 3.0 FS,Floor Uplift 3.5 FS,Floor Uplift 4.0 FS,Floor Uplift 4.5 FS,Floor Uplift 5.0 FS,Floor Uplift 5.5 FS,Floor Uplift 6.0 FS,Floor Uplift 6.5 FS,Floor Uplift 7.0 FS,Floor Uplift 7.5 FS,Floor Uplift 8.0 FS,Floor Uplift 8.5 FS,Floor Uplift 9.0 FS,Floor Uplift 9.5 FS,Floor Uplift 10.0 FS,Floor Uplift 10.5 FS,Floor Uplift 11.0 FS,Floor Uplift 11.5 FS,Floor Uplift 12.0 FS,Floor Uplift 12.5 FS,Floor Uplift 13.0 FS,Floor Uplift 13.5 FS,Floor Uplift 14.0 FS,Floor Uplift 14.5 FS,Floor Uplift 15.0 FS,Floor Uplift 15.5 FS,Confidence
1,2026-07-22,James Wood,WSH,COL,WSH @ COL,AWAY,RF,13.08,13.62,13.62,12.34,8.56,7.7,9.76,7.7,0.789,5.4,11.7,14.13,2|16|9|0|0,2|16|9|0|0|13|18|20|24|15,2|16|9|0|0|13|18|20|24|15|21|35|6|18|15,99.5,96.9,96.8,96.6,93.1,92.6,90.0,89.7,85.6,79.9,79.4,74.8,67.1,67.1,64.0,58.5,58.5,54.5,54.5,51.0,47.3,47.3,45.0,40.0,40.0,38.2,33.7,320.36,A+,MORE 10.5 | 58.5% | Edge +3.1,MORE,10.5,58.5,3.12,17.0,Playable,1,Today Posted,1,1.0,7,1-1-1-1-1-1-1,100.0,100.0,5.13,Regular,14,1.04,Gabriel Hughes,R,2.79,1.14,0.2078,0.0,0.0779,5.49,1.52,0.2562,0.0362,Coors Field,1.15,1.055,92.8,3.9,31.0,1.0,hot,484,396,0.27,0.397,0.551,0.948,322,0.998,107,25,1,28,94,69,81,4,15,2026-07-22 @ Colorado Rockies: 2 FS|2026-07-21 @ Colorado Rockies: 16 FS|2026-07-20 @ Colorado Rockies: 9 FS|2026-07-19 @ Athletics: 0 FS|2026-07-18 @ Athletics: 0 FS,2026-07-22 @ Colorado Rockies: 2 FS|2026-07-21 @ Colorado Rockies: 16 FS|2026-07-20 @ Colorado Rockies: 9 FS|2026-07-19 @ Athletics: 0 FS|2026-07-18 @ Athletics: 0 FS|2026-07-17 @ Athletics: 13 FS|2026-07-12 vs New York Yankees: 18 FS|2026-07-11 vs New York Yankees: 20 FS|2026-07-10 vs New York Yankees: 24 FS|2026-07-08 vs Houston Astros: 15 FS,2026-07-22 @ Colorado Rockies: 2 FS|2026-07-21 @ Colorado Rockies: 16 FS|2026-07-20 @ Colorado Rockies: 9 FS|2026-07-19 @ Athletics: 0 FS|2026-07-18 @ Athletics: 0 FS|2026-07-17 @ Athletics: 13 FS|2026-07-12 vs New York Yankees: 18 FS|2026-07-11 vs New York Yankees: 20 FS|2026-07-10 vs New York Yankees: 24 FS|2026-07-08 vs Houston Astros: 15 FS|2026-07-07 vs Houston Astros: 21 FS|2026-07-06 vs Houston Astros: 35 FS|2026-07-05 vs Pittsburgh Pirates: 6 FS|2026-07-04 vs Pittsburgh Pirates: 18 FS|2026-07-03 vs Pittsburgh Pirates: 15 FS,15,30,10.53,10.0,Last 30 games + shrinkage,8.29,14.07,0.288,Neutral,10.53,2.897,0.2206,0.1324,0.0882,0.2206,0.0294,14.11,13.26,14.09,11.72,12.07,28.0,16.0,20.0,16.0,20.0,6.0,20.34,59.8,40.2,Recent workload,No,53.2,41.4,65.4,70.0,1.15,125,1.47,1.0,1.08,1.0,75.0,257,85.91,32.68,3.89,33.85,0.565,1.1279,1.0,1.0,1.0,1.1122,692,Statcast,1.0708,49,Statcast,257,85.91,12.0,10.51,31.72,16.0,63.4,20.6,1.0083,1.0537,1.1441,1.2085,1.1871,1.0103,11.39,0.86,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,1.0,0.1319,0.0923,0.0064,0.078,0.1724,0.0055,0.2642,0.4444,0.2698,0.2857,0.0883,0.1515,0.0054,1.0,Yes,7.7,7.61,17.87,24.18,4.69,0.0,Raw (calibration off),100.0,94.8,94.8,94.8,90.1,90.1,87.1,87.1,82.6,76.9,76.9,73.8,67.1,67.1,64.0,58.5,58.5,54.5,54.5,51.0,47.3,47.3,45.0,40.0,40.0,38.2,33.7,0.0,2.1,2.0,1.8,3.0,2.5,2.9,2.6,3.0,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
2,2026-07-22,Yordan Alvarez,HOU,MIA,MIA @ HOU,HOME,DH,13.18,13.23,13.23,11.27,9.06,8.05,9.14,8.05,0.88,11.6,12.6,12.13,3|8|31|7|9,3|8|31|7|9|14|10|27|17|0,3|8|31|7|9|14|10|27|17|0|0|3|0|39|14,97.8,97.8,95.3,95.1,91.3,90.7,88.3,81.8,81.3,77.2,76.7,69.0,68.0,62.4,62.4,57.9,52.3,52.3,48.8,48.8,44.8,44.8,42.2,38.1,38.1,36.0,36.0,305.56,A+,MORE 9.5 | 62.4% | Edge +3.7,MORE,9.5,62.4,3.73,24.8,Good,2,Today Posted,2,2.0,7,2-2-2-2-2-2-2,100.0,100.0,5.02,Regular,13,1.04,Sandy Alcantara,R,3.89,1.23,0.2305,0.0243,0.0659,4.05,1.25,0.2034,0.0271,Daikin Park,1.0,1.0,,,,,Weather unavailable,443,369,0.328,0.433,0.65,1.083,327,1.16,121,20,0,33,68,75,66,5,1,2026-07-22 vs Miami Marlins: 3 FS|2026-07-21 vs Miami Marlins: 8 FS|2026-07-20 vs Miami Marlins: 31 FS|2026-07-19 vs Baltimore Orioles: 7 FS|2026-07-18 vs Baltimore Orioles: 9 FS,2026-07-22 vs Miami Marlins: 3 FS|2026-07-21 vs Miami Marlins: 8 FS|2026-07-20 vs Miami Marlins: 31 FS|2026-07-19 vs Baltimore Orioles: 7 FS|2026-07-18 vs Baltimore Orioles: 9 FS|2026-07-17 vs Baltimore Orioles: 14 FS|2026-07-12 @ Texas Rangers: 10 FS|2026-07-11 @ Texas Rangers: 27 FS|2026-07-10 @ Texas Rangers: 17 FS|2026-07-08 @ Washington Nationals: 0 FS,2026-07-22 vs Miami Marlins: 3 FS|2026-07-21 vs Miami Marlins: 8 FS|2026-07-20 vs Miami Marlins: 31 FS|2026-07-19 vs Baltimore Orioles: 7 FS|2026-07-18 vs Baltimore Orioles: 9 FS|2026-07-17 vs Baltimore Orioles: 14 FS|2026-07-12 @ Texas Rangers: 10 FS|2026-07-11 @ Texas Rangers: 27 FS|2026-07-10 @ Texas Rangers: 17 FS|2026-07-08 @ Washington Nationals: 0 FS|2026-07-07 @ Washington Nationals: 0 FS|2026-07-06 @ Washington Nationals: 3 FS|2026-07-05 vs Tampa Bay Rays: 0 FS|2026-07-04 vs Tampa Bay Rays: 39 FS|2026-07-03 vs Tampa Bay Rays: 14 FS,15,30,10.17,8.5,Last 30 games + shrinkage,11.71,12.0,0.385,Hot,10.17,2.8,0.3333,0.1667,0.1,0.1167,0.0,12.8,12.44,12.67,11.85,12.01,28.0,16.0,20.0,16.0,20.0,6.0,23.25,68.4,31.6,Recent workload,No,49.8,38.2,65.8,72.6,1.15,183,-2.6,1.0,1.0,1.0,75.0,291,85.67,29.55,2.06,31.62,0.559,1.0963,1.0,1.0,1.0,1.1254,687,Statcast,1.14,145,Statcast,291,85.67,12.0,26.6,28.64,17.9,62.2,19.9,1.0,1.0076,1.0278,1.0152,1.0506,1.0146,11.39,1.22,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,0.8625,27.0,1.0,0.2081,0.0875,0.0001,0.078,0.1517,0.0035,0.1818,0.2971,0.4348,0.268,0.0561,0.179,0.0001,1.0,Yes,8.05,6.87,18.31,24.47,4.67,0.0,Raw (calibration off),96.4,96.4,92.5,92.5,87.6,87.6,84.9,77.8,77.8,74.2,74.2,68.0,68.0,62.4,62.4,57.9,52.3,52.3,48.8,48.8,44.8,44.8,42.2,38.1,38.1,36.0,36.0,1.4,1.4,2.8,2.6,3.7,3.1,3.4,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
3,2026-07-22,CJ Abrams,WSH,COL,WSH @ COL,AWAY,SS,12.65,12.16,12.16,10.45,8.43,7.61,9.64,7.61,0.789,18.8,13.5,12.67,21|34|16|23|0,21|34|16|23|0|12|3|3|5|18,21|34|16|23|0|12|3|3|5|18|9|31|5|0|10,99.5,94.5,94.3,94.1,90.6,84.6,84.1,81.0,80.5,71.3,68.1,66.6,59.8,55.4,55.4,52.1,47.5,47.5,45.3,45.3,41.6,39.6,39.6,35.0,33.4,33.4,29.3,291.26,A+,MORE 8.5 | 59.8% | Edge +3.7,MORE,8.5,59.8,3.66,19.6,Playable,4,Today Posted,4,4.0,7,4-4-4-4-4-4-4,100.0,100.0,4.82,Regular,14,1.04,Gabriel Hughes,R,2.79,1.14,0.2078,0.0,0.0779,5.49,1.52,0.2562,0.0362,Coors Field,1.15,1.055,92.8,3.9,31.0,1.0,hot,423,371,0.286,0.359,0.544,0.903,299,0.986,106,20,2,24,62,76,36,10,16,2026-07-22 @ Colorado Rockies: 21 FS|2026-07-21 @ Colorado Rockies: 34 FS|2026-07-20 @ Colorado Rockies: 16 FS|2026-07-19 @ Athletics: 23 FS|2026-07-18 @ Athletics: 0 FS,2026-07-22 @ Colorado Rockies: 21 FS|2026-07-21 @ Colorado Rockies: 34 FS|2026-07-20 @ Colorado Rockies: 16 FS|2026-07-19 @ Athletics: 23 FS|2026-07-18 @ Athletics: 0 FS|2026-07-17 @ Athletics: 12 FS|2026-07-12 vs New York Yankees: 3 FS|2026-07-11 vs New York Yankees: 3 FS|2026-07-10 vs New York Yankees: 5 FS|2026-07-08 vs Houston Astros: 18 FS,2026-07-22 @ Colorado Rockies: 21 FS|2026-07-21 @ Colorado Rockies: 34 FS|2026-07-20 @ Colorado Rockies: 16 FS|2026-07-19 @ Athletics: 23 FS|2026-07-18 @ Athletics: 0 FS|2026-07-17 @ Athletics: 12 FS|2026-07-12 vs New York Yankees: 3 FS|2026-07-11 vs New York Yankees: 3 FS|2026-07-10 vs New York Yankees: 5 FS|2026-07-08 vs Houston Astros: 18 FS|2026-07-07 vs Houston Astros: 9 FS|2026-07-06 vs Houston Astros: 31 FS|2026-07-05 vs Pittsburgh Pirates: 5 FS|2026-07-04 vs Pittsburgh Pirates: 0 FS|2026-07-03 vs Pittsburgh Pirates: 10 FS,15,30,10.03,9.0,Last 30 games + shrinkage,15.57,12.86,0.357,Hot,10.03,2.812,0.3125,0.1562,0.0938,0.0781,0.0312,12.6,12.23,12.69,12.66,11.16,28.0,16.0,20.0,16.0,20.0,6.0,20.34,59.8,40.2,Recent workload,No,50.1,38.4,63.8,71.1,1.1395,127,1.47,1.0,1.08,1.0,75.0,270,84.09,26.67,2.22,30.37,0.396,0.948,1.0,1.0,1.0,1.0089,569,Statcast,1.14,19,Statcast,270,84.09,12.0,24.06,33.75,11.5,61.5,27.0,1.0114,1.0546,1.1511,1.2106,1.1974,1.0451,13.79,3.76,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.3,27.0,1.0,0.185,0.0721,0.0036,0.078,0.0745,0.0205,0.2169,0.3249,0.3751,0.3,0.0604,0.2483,0.0191,1.0,Yes,7.61,6.51,16.77,22.29,4.43,0.0,Raw (calibration off),100.0,90.9,90.9,90.9,86.6,79.6,79.6,77.0,77.0,68.3,65.6,65.6,59.8,55.4,55.4,52.1,47.5,47.5,45.3,45.3,41.6,39.6,39.6,35.0,33.4,33.4,29.3,0.0,3.6,3.4,3.2,4.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
4,2026-07-22,Shohei Ohtani,LAD,PHI,LAD @ PHI,AWAY,TWP,11.62,12.56,12.56,10.72,6.9,6.58,9.17,6.6,0.72,4.8,6.2,7.87,2|3|2|3|14,2|3|2|3|14|0|21|3|14|0,2|3|2|3|14|0|21|3|14|0|16|28|7|0|5,99.5,99.5,99.5,96.4,96.2,92.9,92.6,87.9,84.7,84.2,76.5,72.0,71.0,63.9,59.2,54.8,54.8,49.4,46.2,46.2,41.9,39.3,39.3,35.0,33.1,33.1,29.7,290.06,A+,MORE 9.5 | 59.2% | Edge +3.1,MORE,9.5,59.2,3.06,18.4,Playable,1,Today Posted,1,1.0,7,1-1-1-1-1-1-1,100.0,100.0,5.13,Regular,14,1.04,Aaron Nola,R,5.82,1.45,0.2547,0.0526,0.0758,4.24,1.31,0.2299,0.032,Citizens Bank Park,1.04,1.03,84.6,8.9,270.0,5.0,warm,432,359,0.284,0.393,0.526,0.919,296,0.94,102,17,2,22,66,60,62,5,6,2026-07-22 @ Philadelphia Phillies: 2 FS|2026-07-21 @ Philadelphia Phillies: 3 FS|2026-07-20 @ Philadelphia Phillies: 2 FS|2026-07-19 @ New York Yankees: 3 FS|2026-07-19 @ New York Yankees: 14 FS,2026-07-22 @ Philadelphia Phillies: 2 FS|2026-07-21 @ Philadelphia Phillies: 3 FS|2026-07-20 @ Philadelphia Phillies: 2 FS|2026-07-19 @ New York Yankees: 3 FS|2026-07-19 @ New York Yankees: 14 FS|2026-07-17 @ New York Yankees: 0 FS|2026-07-12 vs Arizona Diamondbacks: 21 FS|2026-07-11 vs Arizona Diamondbacks: 3 FS|2026-07-10 vs Arizona Diamondbacks: 14 FS|2026-07-08 vs Colorado Rockies: 0 FS,2026-07-22 @ Philadelphia Phillies: 2 FS|2026-07-21 @ Philadelphia Phillies: 3 FS|2026-07-20 @ Philadelphia Phillies: 2 FS|2026-07-19 @ New York Yankees: 3 FS|2026-07-19 @ New York Yankees: 14 FS|2026-07-17 @ New York Yankees: 0 FS|2026-07-12 vs Arizona Diamondbacks: 21 FS|2026-07-11 vs Arizona Diamondbacks: 3 FS|2026-07-10 vs Arizona Diamondbacks: 14 FS|2026-07-08 vs Colorado Rockies: 0 FS|2026-07-07 vs Colorado Rockies: 16 FS|2026-07-06 vs Colorado Rockies: 28 FS|2026-07-05 vs San Diego Padres: 7 FS|2026-07-03 vs San Diego Padres: 0 FS|2026-07-02 vs San Diego Padres: 5 FS,15,30,7.9,5.5,Last 30 games + shrinkage,6.43,8.07,0.25,Neutral,7.9,1.982,0.2281,0.1053,0.0702,0.0877,0.0,13.28,11.98,12.35,12.24,11.99,28.0,16.0,20.0,16.0,20.0,6.0,23.19,68.2,31.8,Recent workload,No,49.6,38.0,63.5,67.9,1.15,139,-0.09,1.0,1.0,1.0,75.0,233,86.78,35.19,3.0,34.76,0.516,1.102,1.0,1.0,1.0,1.1415,556,Statcast,1.0,32,Statcast,233,86.78,12.0,18.89,31.7,14.2,57.1,28.8,1.0129,1.0095,1.0482,1.019,1.0771,0.9876,6.87,-1.03,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.1061,27.0,1.0,0.1957,0.0546,0.0054,0.0734,0.1311,0.0041,0.2342,0.4219,0.3125,0.2656,0.0496,0.1295,0.0001,1.0,Yes,6.6,7.12,16.48,21.52,4.73,0.0,Raw (calibration off),100.0,100.0,100.0,94.5,94.5,90.5,90.5,84.9,81.4,81.4,74.0,71.0,71.0,63.9,59.2,54.8,54.8,49.4,46.2,46.2,41.9,39.3,39.3,35.0,33.1,33.1,29.7,0.0,0.0,0.0,1.9,1.7,2.4,2.1,3.0,3.3,2.8,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
5,2026-07-22,Luis García Jr.,WSH,COL,WSH @ COL,AWAY,1B,12.22,12.3,12.3,10.24,10.5,9.0,10.04,9.0,0.897,6.0,7.4,9.87,16|11|3|0|0,16|11|3|0|0|2|3|0|33|6,16|11|3|0|0|2|3|0|33|6|9|24|0|32|9,92.7,92.7,90.8,85.0,84.0,81.5,81.0,71.7,71.2,68.6,68.1,61.1,55.6,55.6,52.7,52.7,48.0,48.0,46.0,46.0,42.4,40.7,40.7,35.7,35.7,34.0,34.0,283.93,A+,MORE 8.0 | 61.1% | Edge +4.3,MORE,8.0,61.1,4.3,22.2,Playable,2,Today Posted,2,2.0,5,2-8-2-2-2,80.0,100.0,4.94,Regular,13,1.04,Gabriel Hughes,R,2.79,1.14,0.2078,0.0,0.0779,5.49,1.52,0.2562,0.0362,Coors Field,1.15,1.055,92.8,3.9,31.0,1.0,hot,338,322,0.28,0.311,0.55,0.861,293,0.9,90,16,4,21,46,70,15,0,4,2026-07-22 @ Colorado Rockies: 16 FS|2026-07-21 @ Colorado Rockies: 11 FS|2026-07-20 @ Colorado Rockies: 3 FS|2026-07-19 @ Athletics: 0 FS|2026-07-18 @ Athletics: 0 FS,2026-07-22 @ Colorado Rockies: 16 FS|2026-07-21 @ Colorado Rockies: 11 FS|2026-07-20 @ Colorado Rockies: 3 FS|2026-07-19 @ Athletics: 0 FS|2026-07-18 @ Athletics: 0 FS|2026-07-12 vs New York Yankees: 2 FS|2026-07-11 vs New York Yankees: 3 FS|2026-07-10 vs New York Yankees: 0 FS|2026-07-08 vs Houston Astros: 33 FS|2026-07-07 vs Houston Astros: 6 FS,2026-07-22 @ Colorado Rockies: 16 FS|2026-07-21 @ Colorado Rockies: 11 FS|2026-07-20 @ Colorado Rockies: 3 FS|2026-07-19 @ Athletics: 0 FS|2026-07-18 @ Athletics: 0 FS|2026-07-12 vs New York Yankees: 2 FS|2026-07-11 vs New York Yankees: 3 FS|2026-07-10 vs New York Yankees: 0 FS|2026-07-08 vs Houston Astros: 33 FS|2026-07-07 vs Houston Astros: 6 FS|2026-07-06 vs Houston Astros: 9 FS|2026-07-05 vs Pittsburgh Pirates: 24 FS|2026-07-04 vs Pittsburgh Pirates: 0 FS|2026-07-03 vs Pittsburgh Pirates: 32 FS|2026-07-01 @ Boston Red Sox: 9 FS,15,30,10.43,7.5,Last 30 games + shrinkage,5.0,9.93,0.278,Neutral,10.43,2.439,0.2632,0.1228,0.0877,0.0526,0.0351,11.78,12.5,11.27,9.47,10.92,28.0,16.0,20.0,16.0,20.0,6.0,20.34,59.8,40.2,Recent workload,No,46.7,35.3,63.3,69.8,1.15,82,1.47,1.0,1.08,1.0,75.0,254,84.24,27.17,3.15,29.13,0.449,0.9978,1.0,1.0,1.0,1.1408,458,Statcast,1.0111,30,Statcast,254,84.24,12.0,13.93,34.39,9.4,61.8,28.7,1.0097,1.0506,1.1331,1.2013,1.1654,0.9855,9.22,-1.21,Unknown/neutral,Neutral fallback,1.0,1.0,1.0,1.0,1.0,1.0,Neutral fallback,1.072,3,27.0,1.0345,27.0,0.998,0.1757,0.0691,0.012,0.078,0.0487,0.0003,0.1844,0.4809,0.2137,0.3054,0.0654,0.2294,0.0073,1.0,Yes,9.0,5.75,18.31,24.58,4.6,0.0,Raw (calibration off),87.9,87.9,85.2,78.0,78.0,76.5,76.5,67.7,67.7,65.6,65.6,60.1,55.6,55.6,52.7,52.7,48.0,48.0,46.0,46.0,42.4,40.7,40.7,35.7,35.7,34.0,34.0,4.8,4.8,5.5,7.0,6.0,5.0,4.5,4.0,3.5,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
