Date,GamePk,Pitcher,PitcherID,Opponent,Pitcher Team,Venue,Pitcher Hand,Starter Sample,Limited Starter Sample,Season Data Fallback,Games Started,Games Played,Starter Ratio,Season BF,K,ERA,Pitcher K9,Base Model K%,Lineup Model K%,Final Model K%,Skill Workload Anchor K,Projection Sanity Ratio,Lineup Source,Lineup Reliability,Pitch-Type Matchup Score,Shape Matchup Score,Sequence Advantage Score,Avg Zone Contact%,Avg Chase Contact%,Avg 2Strike Foul%,Avg 2Strike Contact%,Expected BF,Expected Pitches,Hook Aggression,Manager Factor,Bullpen Factor,Park Factor,Weather Factor,Workload Context Factor,Proj K,Sim Mean K,Fair Line,Line,LineSource,Edge,Recommendation,Recommendation Tier,MORE Probability,LESS Probability,Best Side %,Best MORE Line,Best MORE Probability,Best MORE Tier,Best MORE Qualified,Over %,Under %,Raw Over %,Raw Under %,MORE 2.5 %,LESS 2.5 %,MORE 3.0 %,LESS 3.0 %,PUSH 3.0 %,MORE 3.5 %,LESS 3.5 %,MORE 4.0 %,LESS 4.0 %,PUSH 4.0 %,MORE 4.5 %,LESS 4.5 %,MORE 5.0 %,LESS 5.0 %,PUSH 5.0 %,MORE 5.5 %,LESS 5.5 %,MORE 6.0 %,LESS 6.0 %,PUSH 6.0 %,MORE 6.5 %,LESS 6.5 %,MORE 7.0 %,LESS 7.0 %,PUSH 7.0 %,MORE 7.5 %,LESS 7.5 %,MORE 8.0 %,LESS 8.0 %,PUSH 8.0 %,MORE 8.5 %,LESS 8.5 %,MORE 9.0 %,LESS 9.0 %,PUSH 9.0 %,MORE 9.5 %,LESS 9.5 %,MORE 10.0 %,LESS 10.0 %,PUSH 10.0 %,MORE 10.5 %,LESS 10.5 %,MORE 11.0 %,LESS 11.0 %,PUSH 11.0 %,Ladder 3+,Ladder 4+,Ladder 5+,Ladder 6+,Ladder 7+,Ladder 8+,Ladder 9+,Ladder 10+,Ladder 11+,Ladder 12+,Ladder 13+,K State Floor%,K State Median%,K State Strong%,K State Dominant%,K State Peak%,P Floor State,P Median State,P Strong State,P Dominant State,P Peak State,K Ceiling Score,Elite K Index,Peak K Index,Historical K Volatility,Historical K Volatility Starts,Historical P90 K%,Recent Peak Skill Score,Recent Peak Whiff%,Recent Peak CSW%,Recent Peak 2Strike Whiff%,Recent Peak PutAway%,K State Expected%,Whiff%,Chase%,CSW%,FirstStrike%,2Strike Whiff%,PutAway Proxy%,Stuff Score,Pitcher K Talent Score,Today K Environment Score,Workload Opportunity Score,K Opportunity Score,Velo Change,Whiff Change,Arsenal Change Score,Umpire,Catcher,Official Combined Factor,Sim SD,Model Confidence,Probability Calibration,Projection Calibration N,Actual K,Projection Error,Absolute Error,Side Result,ModelVersion,Actionable
2026-08-26,824234,Troy Melton,675512,Tampa Bay Rays,Detroit Tigers,Comerica Park,R,Established Starter Sample,False,False,15,15,1.0,355.0,-,1.7,7.6,21.93,19.17,21.11,5.57,0.896,Projected roster,0.62,-0.602,-0.873,0.0,88.7,72.5,24.3,82.9,24.16,93.5,0.46,1.0,1.0,1.0,1.0,1.0,4.99,4.99,5.5,4.5,Model fallback,0.49,PASS,PASS,52.7,47.3,52.7,3.5,67.1,ELITE MORE,True,52.690000000000005,47.31,52.7,47.3,80.4,19.6,67.1,19.6,13.3,67.1,32.9,52.7,32.9,14.4,52.7,47.3,38.9,47.3,13.8,38.9,61.1,27.3,61.1,11.7,27.3,72.8,18.1,72.8,9.2,18.1,81.9,11.4,81.9,6.7,11.4,88.6,6.8,88.6,4.6,6.8,93.2,3.9,93.2,2.9,3.9,96.1,2.0,96.1,1.9,80.4,67.1,52.7,38.9,27.3,18.1,11.4,6.8,3.9,2.0,1.1,14.0,21.1,27.8,34.5,41.5,17.3,48.2,23.2,10.1,1.3,56.4,0.089,0.141,0.095,15,36.2,1.249,32.1,31.5,34.2,37.3,23.05,25.99,34.54,28.26,60.48,24.83,15.42,50.0,44.4,27.2,54.8,39.6,0.03,-1.45,-0.159,-,Dillon Dingler,1.0,2.79,80.8,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-26,824878,Roki Sasaki,808963,Atlanta Braves,Los Angeles Dodgers,Truist Park,R,Established Starter Sample,False,False,22,22,1.0,493.0,-,4.42,8.84,22.7,22.92,22.76,6.02,0.988,Projected roster,0.62,-0.062,-0.111,0.119,86.4,60.7,27.7,78.2,24.06,94.0,0.51,1.0,1.0,1.0,1.0,1.0,5.95,5.95,6.5,5.5,Model fallback,0.45,PASS,PASS,52.4,47.6,52.4,4.5,65.5,ELITE MORE,True,52.42,47.58,52.4,47.6,88.5,11.5,78.0,11.5,10.5,78.0,22.0,65.5,22.0,12.5,65.5,34.5,52.4,34.5,13.1,52.4,47.6,39.6,47.6,12.8,39.6,60.4,28.3,60.4,11.3,28.3,71.7,19.1,71.7,9.3,19.1,80.9,12.2,80.9,6.9,12.2,87.8,7.5,87.8,4.7,7.5,92.5,4.4,92.5,3.1,88.5,78.0,65.5,52.4,39.6,28.3,19.1,12.2,7.5,4.4,2.4,16.3,22.8,28.8,34.9,41.4,15.9,46.6,24.0,10.8,2.7,55.8,0.055,0.18,0.0861,18,35.3,1.332,36.6,33.9,30.4,29.3,25.02,26.91,34.45,27.62,63.24,20.5,13.52,57.8,46.5,40.4,53.0,45.4,-0.25,0.03,0.003,-,Hunter Feduccia,1.0,2.97,85.9,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-26,823180,Nick Lodolo,666157,San Francisco Giants,Cincinnati Reds,Oracle Park,L,Established Starter Sample,False,False,15,15,1.0,338.0,-,5.04,7.08,17.53,16.88,17.33,4.13,0.955,Projected roster,0.62,-0.637,-0.073,0.021,83.5,60.0,25.4,75.2,22.05,84.7,0.63,1.0,1.0,1.0,1.0,1.0,3.94,3.94,4.5,3.5,Model fallback,0.44,PASS,PASS,51.9,48.1,51.9,2.5,68.3,ELITE MORE,True,51.915,48.085,51.9,48.1,68.3,31.7,51.9,31.7,16.4,51.9,48.1,36.6,48.1,15.3,36.6,63.4,24.4,63.4,12.3,24.4,75.6,15.2,75.6,9.2,15.2,84.8,8.9,84.8,6.3,8.9,91.1,5.0,91.1,3.9,5.0,95.0,2.6,95.0,2.4,2.6,97.4,1.3,97.4,1.3,1.3,98.7,0.6,98.7,0.7,68.3,51.9,36.6,24.4,15.2,8.9,5.0,2.6,1.3,0.6,0.2,10.7,17.3,23.5,29.3,35.1,17.8,50.3,22.3,9.1,0.6,45.1,-0.165,-0.141,0.0881,15,27.9,0.114,26.9,29.3,26.3,15.8,18.72,22.07,26.52,25.94,62.2,23.61,13.08,45.6,34.0,31.9,43.7,35.1,0.21,9.56,0.721,-,Tyler Stephenson,1.0,2.48,76.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-26,825039,Eduardo Rodriguez,593958,Chicago Cubs,Arizona Diamondbacks,Chase Field,L,Established Starter Sample,False,False,26,26,1.0,635.0,-,2.61,6.39,15.92,14.9,15.62,4.19,0.938,Projected roster,0.62,-0.672,-0.329,0.016,88.1,60.9,25.0,80.1,25.14,96.0,0.435,1.0,1.0,1.0,1.0,1.0,3.93,3.93,4.5,3.5,Model fallback,0.43,PASS,PASS,51.9,48.1,51.9,2.5,69.0,ELITE MORE,True,51.92,48.08,51.9,48.1,69.0,31.0,51.9,31.0,17.1,51.9,48.1,36.3,48.1,15.6,36.3,63.7,23.6,63.7,12.7,23.6,76.4,14.5,76.4,9.1,14.5,85.5,8.4,85.5,6.1,8.4,91.6,4.6,91.6,3.8,4.6,95.4,2.3,95.4,2.3,2.3,97.7,1.1,97.7,1.2,1.1,98.9,0.5,98.9,0.7,69.0,51.9,36.3,23.6,14.5,8.4,4.6,2.3,1.1,0.5,0.2,10.8,15.6,20.1,24.2,28.4,17.8,49.4,22.7,9.4,0.7,35.1,-0.524,-0.548,0.0639,18,24.6,-0.381,20.8,25.7,20.7,24.0,16.68,20.56,33.46,23.88,63.31,17.39,10.49,40.6,27.9,26.2,61.7,34.0,-0.3,1.6,0.104,-,James McCann,1.0,2.41,89.3,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-26,823825,Sonny Gray,543243,Miami Marlins,Boston Red Sox,loanDepot park,R,Established Starter Sample,False,False,24,24,1.0,563.0,-,2.79,7.98,21.34,22.23,21.6,5.87,0.995,Projected roster,0.62,-0.466,0.22,0.021,85.3,55.1,20.7,73.6,24.52,95.6,0.475,1.0,1.0,1.0,1.0,1.0,5.84,5.84,6.5,5.5,Model fallback,0.34,PASS,PASS,50.8,49.2,50.8,4.5,64.3,STRONG MORE,True,50.7925,49.207499999999996,50.8,49.2,87.8,12.2,77.1,12.2,10.7,77.1,22.9,64.3,22.9,12.8,64.3,35.7,50.8,35.7,13.6,50.8,49.2,38.1,49.2,12.7,38.1,61.9,26.9,61.9,11.2,26.9,73.1,18.1,73.1,8.8,18.1,81.9,11.6,81.9,6.6,11.6,88.4,6.9,88.4,4.7,6.9,93.1,3.9,93.1,2.9,87.8,77.1,64.3,50.8,38.1,26.9,18.1,11.6,6.9,3.9,2.1,14.8,21.6,27.9,34.2,40.9,15.8,46.0,24.8,11.3,2.1,56.8,0.003,0.118,0.0902,18,36.9,1.295,27.9,32.5,43.5,35.3,23.94,21.13,32.48,27.31,59.2,29.66,16.51,45.4,40.2,44.2,58.7,45.5,0.09,0.46,0.126,-,Adley Rutschman,1.0,2.94,86.5,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-26,823988,Joey Cantillo,676282,Los Angeles Angels,Cleveland Guardians,Angel Stadium,L,Established Starter Sample,False,False,27,27,1.0,564.0,-,3.73,9.94,26.94,29.88,27.82,6.44,1.056,Projected roster,0.62,0.381,0.227,0.056,84.9,57.1,26.4,76.4,20.3,81.1,0.66,1.0,1.0,1.0,1.0,1.0,6.8,6.8,7.5,6.5,Model fallback,0.3,PASS,PASS,50.5,49.5,50.5,5.5,63.6,STRONG MORE,True,50.4725,49.5275,50.5,49.5,93.6,6.4,86.3,6.4,7.4,86.3,13.7,76.0,13.7,10.3,76.0,24.0,63.6,24.0,12.3,63.6,36.4,50.5,36.4,13.2,50.5,49.5,38.4,49.5,12.1,38.4,61.6,27.3,61.6,11.0,27.3,72.7,18.6,72.7,8.7,18.6,81.4,12.0,81.4,6.6,12.0,88.0,7.3,88.0,4.7,93.6,86.3,76.0,63.6,50.5,38.4,27.3,18.6,12.0,7.3,4.2,20.7,27.8,35.2,42.4,50.2,14.2,42.3,25.1,13.1,5.3,80.8,0.726,0.882,0.095,18,45.6,2.0,39.2,37.7,46.2,32.3,31.74,33.08,28.54,32.44,56.89,32.09,17.84,59.2,59.6,52.3,36.5,52.1,-0.31,-7.95,-0.606,-,Patrick Bailey,1.0,3.06,86.0,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-26,823506,Peter Lambert,663567,New York Yankees,Houston Astros,Yankee Stadium,R,Established Starter Sample,False,False,22,22,1.0,516.0,-,3.68,8.83,22.67,23.12,22.8,5.82,0.994,Projected roster,0.62,-0.356,-0.043,0.0,84.4,60.2,25.6,76.0,23.83,93.1,0.535,1.0,1.0,1.0,1.0,1.0,5.78,5.78,6.5,5.5,Model fallback,0.28,PASS,PASS,50.1,49.9,50.1,4.5,64.2,STRONG MORE,True,50.114999999999995,49.885000000000005,50.1,49.9,88.3,11.7,77.6,11.7,10.8,77.6,22.4,64.2,22.4,13.4,64.2,35.8,50.1,35.8,14.1,50.1,49.9,36.9,49.9,13.3,36.9,63.1,26.0,63.1,10.9,26.0,74.0,17.1,74.0,8.9,17.1,82.9,10.6,82.9,6.5,10.6,89.4,6.2,89.4,4.3,6.2,93.8,3.4,93.8,2.8,88.4,77.6,64.2,50.1,36.9,26.0,17.1,10.6,6.2,3.4,1.7,16.7,22.8,28.5,34.1,39.8,16.9,48.7,23.3,9.9,1.2,49.7,-0.082,-0.035,0.082,18,33.3,0.582,28.6,27.2,35.6,25.5,24.42,23.97,32.08,27.06,65.24,22.95,14.05,45.2,43.7,41.7,51.6,44.5,0.27,3.96,0.428,-,Yainer Diaz,1.0,2.85,87.1,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-26,824963,J.T. Ginn,669372,Minnesota Twins,Athletics,Sutter Health Park,R,Established Starter Sample,False,False,23,26,0.885,555.0,-,3.6,8.03,19.65,18.43,19.29,5.02,0.936,Projected roster,0.62,-0.524,-0.123,0.014,88.3,59.3,23.7,80.5,23.92,92.3,0.565,1.0,1.0,1.0,1.0,1.0,4.7,4.7,4.5,4.5,Model fallback,0.2,PASS,PASS,48.1,51.9,48.1,3.5,63.4,STRONG MORE,True,48.1275,51.8725,48.1,51.9,78.1,21.9,63.4,21.9,14.7,63.4,36.6,48.1,36.6,15.2,48.1,51.9,34.7,51.9,13.4,34.7,65.3,23.5,65.3,11.2,23.5,76.5,15.1,76.5,8.4,15.1,84.9,8.9,84.9,6.1,8.9,91.0,5.1,91.0,3.9,5.1,94.9,2.7,94.9,2.3,2.7,97.3,1.4,97.3,1.4,78.1,63.4,48.1,34.7,23.5,15.1,9.0,5.1,2.7,1.4,0.7,13.0,19.3,25.1,30.8,36.8,17.0,48.3,23.4,10.0,1.3,48.9,-0.161,-0.065,0.0837,18,32.0,0.736,33.4,28.2,30.9,24.2,20.97,24.93,29.36,25.53,55.61,22.22,11.11,48.3,37.6,31.3,53.2,38.2,0.85,-5.21,-0.38,-,Brian Serven,1.0,2.67,87.2,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-26,825039,Matthew Boyd,571510,Arizona Diamondbacks,Chicago Cubs,Chase Field,L,Established Starter Sample,False,False,16,16,1.0,381.0,-,4.15,7.02,15.2,13.22,14.61,4.0,0.898,Projected roster,0.62,-0.796,-0.564,0.021,89.4,64.9,26.4,84.9,24.67,93.9,0.51,1.0,1.0,1.0,1.0,1.0,3.59,3.59,3.5,3.5,Model fallback,0.09,PASS,PASS,45.4,54.6,45.4,2.5,61.7,STRONG MORE,True,45.3625,54.6375,45.4,54.6,61.7,38.3,45.4,38.3,16.3,45.4,54.6,31.3,54.6,14.1,31.3,68.7,20.6,68.7,10.7,20.6,79.4,12.7,79.4,7.9,12.7,87.3,7.4,87.3,5.3,7.4,92.6,4.1,92.6,3.3,4.1,95.9,2.2,95.9,1.9,2.2,97.8,1.1,97.8,1.1,1.1,98.9,0.5,98.9,0.6,61.7,45.4,31.3,20.6,12.7,7.4,4.1,2.2,1.1,0.5,0.3,7.5,14.6,21.3,27.5,36.8,17.9,49.1,22.8,9.4,0.8,33.7,-0.584,-0.639,0.095,16,35.8,0.105,25.8,28.3,27.2,19.3,16.23,16.32,29.89,26.02,66.79,16.0,8.86,40.9,24.1,23.6,59.3,30.9,-0.4,-3.69,-0.484,-,Miguel Amaya,1.0,2.47,83.6,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
2026-08-26,824555,Sean Burke,680732,Texas Rangers,Chicago White Sox,Rate Field,R,Established Starter Sample,False,False,22,26,0.846,596.0,-,3.27,9.74,26.6,28.17,27.07,7.12,1.027,Projected roster,0.62,-0.136,-0.041,0.0,85.7,53.3,23.3,76.2,24.18,95.7,0.46,1.0,1.0,1.0,1.0,1.0,7.31,7.31,7.5,7.5,Model fallback,-0.19,PASS,PASS,45.1,54.9,45.1,6.5,57.2,MORE,True,45.0725,54.927499999999995,45.1,54.9,95.0,5.0,89.0,5.0,6.0,89.0,11.0,80.2,11.0,8.8,80.2,19.8,69.4,19.8,10.8,69.4,30.6,57.2,30.6,12.2,57.2,42.8,45.1,42.8,12.2,45.1,54.9,33.7,54.9,11.4,33.7,66.3,23.8,66.3,9.9,23.8,76.2,16.0,76.2,7.8,16.0,84.0,10.2,84.0,5.8,95.0,89.0,80.2,69.4,57.2,45.1,33.7,23.8,16.0,10.2,6.0,20.0,27.1,33.8,40.4,47.4,15.9,46.7,24.4,11.2,1.8,57.6,0.135,0.145,0.0948,18,42.2,1.124,28.2,33.9,35.5,33.7,29.44,25.61,36.11,29.53,66.09,22.54,14.63,54.9,52.0,49.5,54.6,51.5,-0.88,-6.01,-0.621,-,Jake Rogers,1.0,3.16,85.7,OFF,0,,,,,V4.8 Full Starter Coverage + GitHub Auto-Publish,0
