Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-18,Miami Marlins @ Philadelphia Phillies,Citizens Bank Park,1.028,1.007,86.4,61.0,6.1,NW,306.0,1.0,Mainly clear,3.1,4.5,56.9,C,92.0,Miami Marlins,Javier Sanoja,Zack Wheeler,0.0,0,5,3.8,0.85,0.86,0.29,0.7,1.87,46.7,1.8,4|5|0|0|0,08/17|08/16|08/15|08/14|08/13,2.1,4|5|0|0|0|2|1|6|2|1,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,2.13,4|5|0|0|0|2|1|6|2|1|4|1|1|0|5,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,80.5,52.3,29.6,14.3,6.6,2.6,0.9,2.63,124.1
2026-08-18,Miami Marlins @ Philadelphia Phillies,Citizens Bank Park,1.028,1.007,86.4,61.0,6.1,NW,306.0,1.0,Mainly clear,3.1,4.5,56.9,C,92.0,Miami Marlins,Agustín Ramírez,Zack Wheeler,0.0,0,1,5.0,0.85,0.83,0.53,0.38,1.75,40.0,2.0,3|6|1|0|0,08/17|08/16|08/15|08/14|08/13,1.8,3|6|1|0|0|4|0|3|1|0,08/17|08/16|08/15|08/14|08/13|08/12|08/09|08/07|08/06|08/05,1.53,3|6|1|0|0|4|0|3|1|0|0|0|2|2|1,08/17|08/16|08/15|08/14|08/13|08/12|08/09|08/07|08/06|08/05|08/04|05/03|05/02|05/01|04/28,79.1,49.5,25.9,11.9,5.2,2.0,0.9,1.84,93.2
2026-08-18,Seattle Mariners @ Milwaukee Brewers,American Family Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Milwaukee Brewers,Brice Turang,Bryce Miller,0.0,0,2,4.7,0.85,1.19,0.28,0.91,2.37,60.0,2.4,2|2|0|2|6,08/12|08/11|08/10|08/09|08/08,1.8,2|2|0|2|6|5|0|0|1|0,08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/03,2.27,2|2|0|2|6|5|0|0|1|0|1|2|4|4|5,08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02|08/01|07/31|07/29|07/28,86.5,63.4,40.5,23.2,12.3,6.1,3.1,2.78,137.3
2026-08-18,Seattle Mariners @ Milwaukee Brewers,American Family Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Milwaukee Brewers,Jake Bauers,Bryce Miller,0.333,2,6,3.7,0.85,0.99,0.49,0.55,2.03,46.7,2.4,7|1|1|2|1,08/16|08/15|08/14|08/13|08/12,2.0,7|1|1|2|1|0|1|5|1|1,08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07,2.47,7|1|1|2|1|0|1|5|1|1|3|1|3|7|3,08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/03|08/02|08/01|07/31|07/29,83.0,57.3,33.3,16.7,7.5,3.1,1.3,2.98,137.8
2026-08-18,Seattle Mariners @ Milwaukee Brewers,American Family Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Milwaukee Brewers,Jackson Chourio,Bryce Miller,0.0,0,2,3.8,0.85,0.9,0.51,0.39,1.8,53.3,2.0,6|0|1|3|0,08/16|08/15|08/14|08/13|08/12,2.0,6|0|1|3|0|1|3|3|0|3,08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07,2.13,6|0|1|3|0|1|3|3|0|3|3|0|6|1|2,08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02,79.4,50.6,27.3,13.1,6.0,2.2,0.8,2.55,123.1
2026-08-18,Atlanta Braves @ Minnesota Twins,Target Field,0.988,1.003,73.8,59.0,6.4,WNW,299.0,7.0,Clear,1.3,1.9,52.9,C,92.0,Minnesota Twins,Josh Bell,Tyler Mahle,0.158,3,19,4.4,1.08,1.74,0.96,0.96,3.65,60.0,2.6,5|2|1|0|5,08/17|08/16|08/15|08/13|08/12,3.0,5|2|1|0|5|0|6|1|1|9,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07,2.8,5|2|1|0|5|0|6|1|1|9|2|1|4|3|2,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02|07/31,94.7,81.9,64.2,46.9,31.7,19.7,11.6,3.39,164.2
2026-08-18,Atlanta Braves @ Minnesota Twins,Target Field,0.988,1.003,73.8,59.0,6.4,WNW,299.0,7.0,Clear,1.3,1.9,52.9,C,92.0,Minnesota Twins,Royce Lewis,Tyler Mahle,0.4,2,5,3.7,1.08,1.53,0.55,0.76,2.84,73.3,2.0,2|2|2|0|4,08/17|08/16|08/15|08/13|08/12,2.6,2|2|2|0|4|3|4|0|4|5,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07,2.73,2|2|2|0|4|3|4|0|4|5|3|1|4|6|1,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,90.3,71.9,50.2,32.3,18.5,10.4,5.6,3.26,161.3
2026-08-18,Atlanta Braves @ Minnesota Twins,Target Field,0.988,1.003,73.8,59.0,6.4,WNW,299.0,7.0,Clear,1.3,1.9,52.9,C,92.0,Minnesota Twins,Brooks Lee,Tyler Mahle,0.0,0,2,4.7,1.08,1.24,0.44,0.88,2.53,53.3,2.0,0|6|1|0|3,08/17|08/16|08/15|08/13|08/12,2.2,0|6|1|0|3|3|2|4|0|3,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/06,1.93,0|6|1|0|3|3|2|4|0|3|0|0|0|3|4,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/06|08/05|08/04|08/02|08/01|07/31,88.8,67.0,43.7,26.1,14.0,7.2,3.6,2.37,121.7
2026-08-18,San Diego Padres @ New York Mets,Citi Field,1.0,1.003,75.2,95.0,4.7,E,95.0,14.0,Drizzle,1.5,2.2,53.3,C,92.0,New York Mets,Bo Bichette,Robbie Ray,0.333,3,9,4.8,0.9,1.51,0.53,0.76,2.83,60.0,2.4,2|3|1|3|3,08/17|08/16|08/15|08/14|08/12,2.7,2|3|1|3|3|0|3|11|0|1,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,2.47,2|3|1|3|3|0|3|11|0|1|3|2|4|0|1,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,89.8,71.5,50.3,31.9,18.8,10.0,5.1,2.94,145.3
2026-08-18,San Diego Padres @ New York Mets,Citi Field,1.0,1.003,75.2,95.0,4.7,E,95.0,14.0,Drizzle,1.5,2.2,53.3,C,92.0,New York Mets,Carson Benge,Robbie Ray,0.0,0,0,4.6,0.9,1.45,0.58,0.58,2.58,66.7,1.6,1|0|3|2|2,08/17|08/16|08/15|08/14|08/12,2.5,1|0|3|2|2|2|1|3|5|6,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/07|08/06,2.4,1|0|3|2|2|2|1|3|5|6|4|3|0|1|3,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/07|08/06|08/05|08/04|08/02|08/01|07/31,88.8,67.5,45.2,27.0,15.2,7.8,3.9,2.83,142.6
2026-08-18,San Diego Padres @ New York Mets,Citi Field,1.0,1.003,75.2,95.0,4.7,E,95.0,14.0,Drizzle,1.5,2.2,53.3,C,92.0,New York Mets,Luis Torrens,Robbie Ray,0.214,3,14,3.7,0.9,0.88,0.56,0.75,2.2,53.3,3.2,4|2|3|0|7,08/16|08/14|08/12|08/07|08/06,2.7,4|2|3|0|7|8|0|0|3|0,08/16|08/14|08/12|08/07|08/06|08/04|08/01|07/29|07/27|07/26,2.33,4|2|3|0|7|8|0|0|3|0|0|2|5|1|0,08/16|08/14|08/12|08/07|08/06|08/04|08/01|07/29|07/27|07/26|07/22|07/21|07/19|07/12|07/09,85.4,60.5,36.7,19.7,9.6,4.4,1.8,2.91,138.7
2026-08-18,New York Yankees @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.006,85.6,51.0,7.0,NW,315.0,4.0,Overcast,2.9,4.2,56.3,C,92.0,New York Yankees,Trent Grisham,Shane Baz,0.0,0,3,3.7,1.03,0.94,0.54,0.61,2.08,40.0,3.0,0|0|4|1|10,08/16|08/15|08/14|08/13|08/12,2.5,0|0|4|1|10|4|4|2|0|0,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/05,2.07,0|0|4|1|10|4|4|2|0|0|1|5|0|0|0,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/05|08/04|08/03|08/02|08/01|07/31,83.7,57.8,34.6,17.9,8.5,3.5,1.5,2.53,119.9
2026-08-18,New York Yankees @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.006,85.6,51.0,7.0,NW,315.0,4.0,Overcast,2.9,4.2,56.3,C,92.0,New York Yankees,Luis García Jr.,Shane Baz,0.0,0,4,3.7,1.03,1.0,0.27,0.4,1.71,46.7,1.0,2|1|0|2|0,08/16|08/15|08/14|08/13|08/12,1.1,2|1|0|2|0|3|0|2|0|1,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/07|08/05|08/04,1.67,2|1|0|2|0|3|0|2|0|1|5|1|0|6|2,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/07|08/05|08/04|08/03|08/01|07/31|07/30|07/29,77.8,47.4,25.3,11.7,5.0,2.0,0.9,1.95,98.8
2026-08-18,Miami Marlins @ Philadelphia Phillies,Citizens Bank Park,1.028,1.007,86.4,61.0,6.1,NW,306.0,1.0,Mainly clear,3.1,4.5,56.9,C,92.0,Philadelphia Phillies,Alec Bohm,Cade Gibson,0.25,1,4,5.0,1.2,2.13,0.97,0.97,4.1,66.7,4.6,3|8|8|2|2,08/17|08/16|08/15|08/13|08/12,2.8,3|8|8|2|2|1|0|4|0|0,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07,2.53,3|8|8|2|2|1|0|4|0|0|2|2|2|1|3,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02,96.0,85.3,70.5,53.4,38.3,25.3,16.5,3.01,154.3
2026-08-18,Miami Marlins @ Philadelphia Phillies,Citizens Bank Park,1.028,1.007,86.4,61.0,6.1,NW,306.0,1.0,Mainly clear,3.1,4.5,56.9,C,92.0,Philadelphia Phillies,Bryce Harper,Cade Gibson,0.5,3,6,4.6,1.2,1.47,1.19,0.69,3.36,66.7,3.0,4|3|3|3|2,08/17|08/16|08/15|08/13|08/12,2.2,4|3|3|3|2|0|0|0|3|4,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07,2.27,4|3|3|3|2|0|0|0|3|4|4|0|1|4|3,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02,94.2,79.2,60.2,41.2,26.2,16.0,9.1,2.74,143.0
2026-08-18,Miami Marlins @ Philadelphia Phillies,Citizens Bank Park,1.028,1.007,86.4,61.0,6.1,NW,306.0,1.0,Mainly clear,3.1,4.5,56.9,C,92.0,Philadelphia Phillies,Bryson Stott,Cade Gibson,0.375,3,8,4.4,1.2,1.69,0.85,0.76,3.29,80.0,2.4,2|2|5|2|1,08/17|08/16|08/15|08/13|08/12,2.3,2|2|5|2|1|1|2|4|3|1,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07,2.33,2|2|5|2|1|1|2|4|3|1|4|2|2|2|2,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02,93.3,78.2,58.5,40.4,25.0,15.1,9.1,2.78,148.8
2026-08-18,Detroit Tigers @ Pittsburgh Pirates,PNC Park,0.982,1.005,80.0,46.0,6.1,W,276.0,0.0,Clear,2.2,3.2,54.9,C,92.0,Pittsburgh Pirates,Brandon Lowe,Keider Montero,0.0,0,2,4.8,0.85,0.99,0.42,0.56,1.96,53.3,2.8,2|5|1|5|1,08/17|08/16|08/15|08/14|08/13,2.1,2|5|1|5|1|1|0|0|4|2,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,1.87,2|5|1|5|1|1|0|0|4|2|3|0|2|2|0,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02,82.0,55.4,31.5,15.2,7.1,3.1,1.2,2.25,114.0
2026-08-18,Detroit Tigers @ Pittsburgh Pirates,PNC Park,0.982,1.005,80.0,46.0,6.1,W,276.0,0.0,Clear,2.2,3.2,54.9,C,92.0,Pittsburgh Pirates,Oneil Cruz,Keider Montero,0.0,0,4,3.7,0.85,0.76,0.49,0.6,1.86,60.0,1.2,0|0|0|2|4,06/07|06/06|06/05|06/04|06/03,2.4,0|0|0|2|4|6|3|5|4|0,06/07|06/06|06/05|06/04|06/03|06/02|05/31|05/30|05/29|05/28,2.27,0|0|0|2|4|6|3|5|4|0|0|5|2|3|0,06/07|06/06|06/05|06/04|06/03|06/02|05/31|05/30|05/29|05/28|05/27|05/26|05/25|05/24|05/23,80.9,52.8,28.7,13.8,6.1,2.3,1.0,2.81,135.2
2026-08-18,Detroit Tigers @ Pittsburgh Pirates,PNC Park,0.982,1.005,80.0,46.0,6.1,W,276.0,0.0,Clear,2.2,3.2,54.9,C,92.0,Pittsburgh Pirates,Jake Mangum,Keider Montero,0.0,0,2,4.0,0.85,0.83,0.65,0.29,1.75,53.3,2.6,2|2|2|0|7,08/17|08/16|08/15|08/14|08/13,2.5,2|2|2|0|7|0|0|4|6|2,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,2.0,2|2|2|0|7|0|0|4|6|2|1|0|1|2|1,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02,78.5,50.0,26.1,12.0,5.1,2.0,0.7,2.39,117.3
2026-08-18,San Diego Padres @ New York Mets,Citi Field,1.0,1.003,75.2,95.0,4.7,E,95.0,14.0,Drizzle,1.5,2.2,53.3,C,92.0,San Diego Padres,Jackson Merrill,Zac Thornton,0.0,0,0,4.4,0.85,1.18,0.85,0.85,2.88,73.3,1.4,1|2|0|2|2,08/17|08/16|08/15|08/14|08/12,2.6,1|2|0|2|2|4|4|4|4|3,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,2.93,1|2|0|2|2|4|4|4|4|3|4|1|7|1|5,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02,91.2,73.4,51.4,33.2,19.1,10.5,5.0,3.63,174.7
2026-08-18,San Diego Padres @ New York Mets,Citi Field,1.0,1.003,75.2,95.0,4.7,E,95.0,14.0,Drizzle,1.5,2.2,53.3,C,92.0,San Diego Padres,Fernando Tatis Jr.,Zac Thornton,0.0,0,0,4.8,0.85,0.86,0.93,0.57,2.36,60.0,1.6,1|2|1|3|1,08/17|08/16|08/15|08/14|08/12,2.4,1|2|1|3|1|4|0|6|2|4,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,2.2,1|2|1|3|1|4|0|6|2|4|3|3|3|0|0,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/01,86.8,63.4,40.3,22.9,12.1,5.7,2.7,2.73,135.6
2026-08-18,San Diego Padres @ New York Mets,Citi Field,1.0,1.003,75.2,95.0,4.7,E,95.0,14.0,Drizzle,1.5,2.2,53.3,C,92.0,San Diego Padres,Luis Campusano,Zac Thornton,0.0,0,0,3.8,0.85,0.96,0.11,0.62,1.71,53.3,3.0,0|0|5|2|8,08/17|08/15|08/14|08/12|08/11,2.0,0|0|5|2|8|0|1|0|2|2,08/17|08/15|08/14|08/12|08/11|08/08|08/07|08/05|08/03|08/02,2.0,0|0|5|2|8|0|1|0|2|2|4|1|3|2|0,08/17|08/15|08/14|08/12|08/11|08/08|08/07|08/05|08/03|08/02|07/31|07/30|07/28|07/26|07/24,77.8,48.0,25.3,11.6,4.8,2.1,0.8,2.41,117.4
