Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-18,New York Yankees @ Baltimore Orioles,Oriole Park at Camden Yards,1.008,1.006,85.6,51.0,7.0,NW,315.0,4.0,Overcast,2.9,4.2,56.3,C,92.0,Baltimore Orioles,Gunnar Henderson,Carlos Rodón,0.167,1,6,4.0,0.85,0.72,0.78,0.24,1.71,40.0,3.0,3|1|2|8|1,08/17|08/16|08/15|08/14|08/12,2.5,3|1|2|8|1|7|1|2|0|0,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,1.93,3|1|2|8|1|7|1|2|0|0|0|3|0|0|1,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,78.4,48.6,25.0,11.6,4.7,1.8,0.8,2.33,110.1
2026-08-18,Arizona Diamondbacks @ Boston Red Sox,Fenway Park,1.03,1.001,69.7,89.0,8.3,E,84.0,9.0,Clear,0.5,0.7,51.0,C,92.0,Boston Red Sox,Caleb Durbin,Merrill Kelly,0.667,2,3,4.6,1.2,1.86,1.18,1.68,4.7,66.7,3.8,6|1|2|1|9,08/17|08/16|08/15|08/14|08/13,2.6,6|1|2|1|9|4|0|0|0|3,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08,3.2,6|1|2|1|9|4|0|0|0|3|3|6|2|8|3,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02,97.0,89.4,77.4,62.5,47.2,34.2,24.0,4.01,190.5
2026-08-18,Arizona Diamondbacks @ Boston Red Sox,Fenway Park,1.03,1.001,69.7,89.0,8.3,E,84.0,9.0,Clear,0.5,0.7,51.0,C,92.0,Boston Red Sox,Ceddanne Rafaela,Merrill Kelly,0.5,1,2,4.4,1.2,1.87,1.23,0.95,4.04,60.0,2.4,6|0|1|4|1,08/17|08/16|08/15|08/13|08/12,2.5,6|0|1|4|1|4|3|0|1|5,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07,2.87,6|0|1|4|1|4|3|0|1|5|2|0|5|5|6,08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,95.9,85.1,69.9,53.0,37.4,24.9,16.0,3.46,167.6
2026-08-18,Arizona Diamondbacks @ Boston Red Sox,Fenway Park,1.03,1.001,69.7,89.0,8.3,E,84.0,9.0,Clear,0.5,0.7,51.0,C,92.0,Boston Red Sox,Wilyer Abreu,Merrill Kelly,0.5,1,2,3.7,1.2,1.41,1.19,1.11,3.7,66.7,2.8,5|0|5|1|3,08/17|08/16|08/15|08/14|08/13,2.6,5|0|5|1|3|2|3|0|1|6,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/07,3.13,5|0|5|1|3|2|3|0|1|6|4|6|6|5|0,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/07|08/06|08/05|08/04|08/02|08/01,95.0,83.1,66.0,48.0,32.5,19.8,11.8,3.9,184.8
2026-08-18,Chicago White Sox @ Chicago Cubs,Wrigley Field,1.018,1.004,75.1,76.0,6.7,WSW,249.0,35.0,Mainly clear,1.6,2.3,53.5,C,75.0,Chicago Cubs,Alex Bregman,Unknown,0.0,0,0,5.0,1.0,1.59,0.98,1.25,3.81,60.0,0.8,3|0|1|0|0,08/17|08/16|08/15|08/14|08/13,3.2,3|0|1|0|0|13|6|6|1|2,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,2.87,3|0|1|0|0|13|6|6|1|2|5|2|2|2|0,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02,95.4,84.1,67.3,49.1,33.5,21.6,13.2,3.55,170.5
2026-08-18,Chicago White Sox @ Chicago Cubs,Wrigley Field,1.018,1.004,75.1,76.0,6.7,WSW,249.0,35.0,Mainly clear,1.6,2.3,53.5,C,75.0,Chicago Cubs,Pete Crow-Armstrong,Unknown,0.0,0,0,3.7,1.0,1.11,1.05,0.92,3.09,66.7,2.6,9|4|0|0|0,08/17|08/16|08/15|08/14|08/13,2.7,9|4|0|0|0|3|3|3|0|5,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,3.13,9|4|0|0|0|3|3|3|0|5|4|9|4|3|0,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/03|08/02,92.3,76.0,56.0,36.4,22.0,12.5,6.8,3.92,183.3
2026-08-18,Chicago White Sox @ Chicago Cubs,Wrigley Field,1.018,1.004,75.1,76.0,6.7,WSW,249.0,35.0,Mainly clear,1.6,2.3,53.5,C,75.0,Chicago Cubs,Seiya Suzuki,Unknown,0.0,0,0,3.7,1.0,1.11,0.79,0.92,2.81,80.0,2.8,4|2|2|6|0,08/17|08/16|08/15|08/14|08/13,2.9,4|2|2|6|0|6|5|0|4|0,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/08|08/07|08/06,2.87,4|2|2|6|0|6|5|0|4|0|2|2|5|3|2,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/08|08/07|08/06|08/05|08/04|08/03|08/02|08/01,91.0,72.2,49.6,31.7,18.1,9.9,4.9,3.57,174.6
2026-08-18,Chicago White Sox @ Chicago Cubs,Wrigley Field,1.018,1.004,75.1,76.0,6.7,WSW,249.0,35.0,Mainly clear,1.6,2.3,53.5,C,75.0,Chicago White Sox,Chase Meidroth,Kevin Gausman,0.0,0,0,4.6,1.06,1.29,0.87,0.78,2.92,46.7,1.8,0|0|1|3|5,08/17|08/16|08/15|08/14|08/13,2.7,0|0|1|3|5|5|3|1|9|0,08/17|08/16|08/15|08/14|08/13|08/12|08/08|08/07|08/06|08/05,2.27,0|0|1|3|5|5|3|1|9|0|2|4|0|0|1,08/17|08/16|08/15|08/14|08/13|08/12|08/08|08/07|08/06|08/05|08/04|08/02|08/01|07/31|07/30,91.8,73.8,52.1,33.2,19.8,11.0,5.6,2.77,135.4
2026-08-18,Chicago White Sox @ Chicago Cubs,Wrigley Field,1.018,1.004,75.1,76.0,6.7,WSW,249.0,35.0,Mainly clear,1.6,2.3,53.5,C,75.0,Chicago White Sox,Andrew Benintendi,Kevin Gausman,0.333,3,9,5.0,1.06,1.12,0.66,0.75,2.51,60.0,2.6,4|0|4|2|3,08/17|08/16|08/15|08/14|08/13,1.7,4|0|4|2|3|0|0|0|2|2,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/06,1.8,4|0|4|2|3|0|0|0|2|2|1|3|0|4|2,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/06|08/05|08/02|08/01|07/31|07/30,88.6,67.6,43.7,25.4,13.7,6.7,3.1,2.21,118.6
2026-08-18,Chicago White Sox @ Chicago Cubs,Wrigley Field,1.018,1.004,75.1,76.0,6.7,WSW,249.0,35.0,Mainly clear,1.6,2.3,53.5,C,75.0,Chicago White Sox,Braden Montgomery,Kevin Gausman,0.0,0,0,4.8,1.06,1.08,0.72,0.72,2.5,40.0,2.6,1|1|3|6|2,08/17|08/16|08/15|08/14|08/13,2.2,1|1|3|6|2|1|0|1|3|4,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,1.87,1|1|3|6|2|1|0|1|3|4|4|0|1|1|0,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/01|07/31,88.6,67.1,44.2,25.2,13.5,6.4,2.9,2.29,114.3
2026-08-18,St. Louis Cardinals @ Cincinnati Reds,Great American Ball Park,1.045,1.006,82.7,45.0,7.4,NW,305.0,0.0,Clear,2.5,3.7,55.6,C,92.0,Cincinnati Reds,Eugenio Suárez,Kyle Leahy,0.25,2,8,4.7,0.96,1.05,0.41,0.9,2.36,46.7,1.6,5|0|1|0|2,08/17|08/17|08/16|08/15|08/14,2.2,5|0|1|0|2|6|0|4|0|4,08/17|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08,1.93,5|0|1|0|2|6|0|4|0|4|3|2|0|1|1,08/17|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/01,86.8,64.0,39.9,22.9,12.0,5.8,2.7,2.4,119.5
2026-08-18,St. Louis Cardinals @ Cincinnati Reds,Great American Ball Park,1.045,1.006,82.7,45.0,7.4,NW,305.0,0.0,Clear,2.5,3.7,55.6,C,92.0,Cincinnati Reds,Sal Stewart,Kyle Leahy,0.75,3,4,3.7,0.96,1.08,0.64,0.45,2.17,53.3,1.4,1|1|0|4|1,08/17|08/17|08/16|08/15|08/14,2.1,1|1|0|4|1|8|2|1|1|2,08/17|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08,2.27,1|1|0|4|1|8|2|1|1|2|0|5|2|3|3,08/17|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02,84.6,59.2,36.2,19.9,9.7,4.2,1.9,2.7,130.9
2026-08-18,St. Louis Cardinals @ Cincinnati Reds,Great American Ball Park,1.045,1.006,82.7,45.0,7.4,NW,305.0,0.0,Clear,2.5,3.7,55.6,C,92.0,Cincinnati Reds,Elly De La Cruz,Kyle Leahy,1.0,1,1,4.8,0.96,0.74,0.58,0.76,2.1,46.7,0.8,4|0|0|0|0,08/17|08/17|08/16|08/15|08/14,1.0,4|0|0|0|0|2|0|4|0|0,08/17|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08,1.67,4|0|0|0|0|2|0|4|0|0|3|3|1|5|3,08/17|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02,84.1,58.4,34.7,17.9,8.4,3.6,1.4,2.11,107.7
2026-08-18,San Francisco Giants @ Cleveland Guardians,Progressive Field,0.995,1.005,79.2,51.0,7.5,WNW,287.0,1.0,Overcast,2.1,3.0,54.6,C,92.0,Cleveland Guardians,Chase DeLauter,Carson Whisenhunt,0.0,0,0,4.4,1.2,1.75,1.01,0.55,3.36,60.0,1.8,0|3|1|2|3,08/16|08/15|08/14|08/13|08/12,2.4,0|3|1|2|3|5|1|1|3|5,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06,2.4,0|3|1|2|3|5|1|1|3|5|0|2|6|4|0,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01|07/31,93.4,79.0,59.8,41.3,26.7,15.8,9.0,2.82,143.4
2026-08-18,San Francisco Giants @ Cleveland Guardians,Progressive Field,0.995,1.005,79.2,51.0,7.5,WNW,287.0,1.0,Overcast,2.1,3.0,54.6,C,92.0,Cleveland Guardians,Steven Kwan,Carson Whisenhunt,0.0,0,0,3.7,1.2,1.78,0.93,0.39,3.08,73.3,1.8,0|5|2|0|2,08/16|08/15|08/14|08/13|08/12,2.5,0|5|2|0|2|4|3|1|6|2,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/05,2.67,0|5|2|0|2|4|3|1|6|2|1|2|5|2|5,08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/05|08/04|08/02|08/01|07/31|07/29,91.6,75.0,54.3,36.3,22.6,13.2,7.3,3.07,155.6
2026-08-18,San Francisco Giants @ Cleveland Guardians,Progressive Field,0.995,1.005,79.2,51.0,7.5,WNW,287.0,1.0,Overcast,2.1,3.0,54.6,C,92.0,Cleveland Guardians,Angel Martínez,Carson Whisenhunt,0.0,0,0,4.8,1.2,1.41,0.5,1.01,2.92,46.7,1.2,0|0|0|1|5,08/16|08/15|08/14|08/13|08/12,2.4,0|0|0|1|5|1|3|9|3|2,08/16|08/15|08/14|08/13|08/12|08/11|08/08|08/07|08/06|08/05,1.93,0|0|0|1|5|1|3|9|3|2|2|0|3|0|0,08/16|08/15|08/14|08/13|08/12|08/11|08/08|08/07|08/06|08/05|08/04|08/02|08/01|07/31|07/29,90.8,73.0,52.1,33.4,19.7,11.2,5.9,2.37,121.2
2026-08-18,Los Angeles Dodgers @ Colorado Rockies,Coors Field,1.08,1.013,88.4,19.0,11.2,NNE,12.0,11.0,Overcast,5.9,8.6,63.0,B,75.0,Colorado Rockies,Jake McCarthy,Eric Lauer,0.3,3,10,4.0,1.06,1.7,1.14,0.79,3.67,53.3,1.0,1|3|1|0|0,08/17|08/16|08/15|08/14|08/12,2.3,1|3|1|0|0|0|1|3|11|3,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,2.8,1|3|1|0|0|0|1|3|11|3|1|5|4|5|4,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05|08/04|08/03|08/02|08/01,94.8,82.3,64.8,46.9,31.2,19.7,11.7,3.36,160.9
2026-08-18,Los Angeles Dodgers @ Colorado Rockies,Coors Field,1.08,1.013,88.4,19.0,11.2,NNE,12.0,11.0,Overcast,5.9,8.6,63.0,B,75.0,Colorado Rockies,Brett Sullivan,Eric Lauer,0.0,0,0,4.8,1.06,1.11,0.76,1.15,3.03,46.7,3.4,2|6|0|4|5,08/17|08/16|08/15|08/14|08/12,2.7,2|6|0|4|5|0|5|0|0|5,08/17|08/16|08/15|08/14|08/12|08/10|08/09|08/07|08/05|08/02,2.13,2|6|0|4|5|0|5|0|0|5|3|0|1|1|0,08/17|08/16|08/15|08/14|08/12|08/10|08/09|08/07|08/05|08/02|07/29|07/26|07/25|07/22|07/20,91.9,75.2,54.4,35.4,21.8,12.4,6.7,2.69,133.1
2026-08-18,Los Angeles Dodgers @ Colorado Rockies,Coors Field,1.08,1.013,88.4,19.0,11.2,NNE,12.0,11.0,Overcast,5.9,8.6,63.0,B,75.0,Colorado Rockies,Cole Carrigg,Eric Lauer,0.667,2,3,4.7,1.06,1.27,0.37,0.66,2.27,40.0,1.2,0|3|2|0|1,08/17|08/16|08/15|08/14|08/12,1.5,0|3|2|0|1|2|0|1|6|0,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,1.67,0|3|2|0|1|2|0|1|6|0|0|1|4|5|0,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05|08/04|08/03|08/02|08/01,85.5,61.6,38.0,21.2,11.1,5.4,2.8,1.98,101.8
2026-08-18,Detroit Tigers @ Pittsburgh Pirates,PNC Park,0.982,1.005,80.0,46.0,6.1,W,276.0,0.0,Clear,2.2,3.2,54.9,C,92.0,Detroit Tigers,Gleyber Torres,Braxton Ashcraft,0.0,0,0,4.0,0.91,1.14,0.88,0.63,2.68,73.3,2.6,3|3|4|3|0,08/17|08/16|08/15|08/14|08/13,2.1,3|3|4|3|0|4|2|0|1|1,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,2.8,3|3|4|3|0|4|2|0|1|1|2|2|5|6|6,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,90.1,69.6,47.2,28.6,16.0,8.5,4.4,3.41,165.9
2026-08-18,Detroit Tigers @ Pittsburgh Pirates,PNC Park,0.982,1.005,80.0,46.0,6.1,W,276.0,0.0,Clear,2.2,3.2,54.9,C,92.0,Detroit Tigers,Kevin McGonigle,Braxton Ashcraft,0.0,0,0,3.7,0.91,0.94,0.81,0.64,2.39,53.3,2.0,6|0|0|2|2,08/17|08/16|08/15|08/14|08/13,2.5,6|0|0|2|2|1|6|1|3|4,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,2.73,6|0|0|2|2|1|6|1|3|4|7|0|1|1|7,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,87.5,64.4,40.9,23.5,12.2,5.6,2.7,3.38,156.3
2026-08-18,Detroit Tigers @ Pittsburgh Pirates,PNC Park,0.982,1.005,80.0,46.0,6.1,W,276.0,0.0,Clear,2.2,3.2,54.9,C,92.0,Detroit Tigers,Dillon Dingler,Braxton Ashcraft,0.0,0,1,4.4,0.91,0.9,0.62,0.69,2.2,40.0,0.8,1|2|0|0|1,08/17|08/16|08/15|08/14|08/13,0.9,1|2|0|0|1|1|0|0|3|1,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,2.13,1|2|0|0|1|1|0|0|3|1|8|5|5|4|1,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,85.4,60.8,36.6,19.7,10.0,4.5,1.8,2.65,125.0
2026-08-18,Los Angeles Angels @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Houston Astros,Cam Smith,George Klassen,0.0,0,0,5.0,1.2,1.89,1.26,0.94,4.07,60.0,1.0,0|0|3|0|2,08/16|08/15|08/14|08/12|08/11,2.2,0|0|3|0|2|7|0|8|0|2,08/16|08/15|08/14|08/12|08/11|08/10|08/08|08/07|08/05|08/04,2.6,0|0|3|0|2|7|0|8|0|2|2|6|1|4|4,08/16|08/15|08/14|08/12|08/11|08/10|08/08|08/07|08/05|08/04|08/03|08/02|08/01|07/31|07/29,96.0,85.4,69.8,53.4,37.5,25.2,16.7,3.14,156.5
2026-08-18,Los Angeles Angels @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Houston Astros,Christian Walker,George Klassen,0.0,0,0,4.7,1.2,1.18,0.79,0.89,2.84,46.7,1.6,0|1|7|0|0,08/16|08/15|08/14|08/12|08/11,1.7,0|1|7|0|0|0|0|2|3|4,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05,1.93,0|1|7|0|0|0|0|2|3|4|3|1|1|4|3,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05|08/04|08/03|08/02|08/01|07/31,91.1,71.9,49.8,32.0,18.6,10.0,5.2,2.39,121.6
2026-08-18,Los Angeles Angels @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Houston Astros,Jeremy Peña,George Klassen,0.0,0,0,4.2,1.2,1.14,0.79,0.79,2.75,53.3,2.0,3|2|4|1|0,08/16|08/15|08/14|08/12|08/11,1.4,3|2|4|1|0|3|0|0|0|1,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05,2.07,3|2|4|1|0|3|0|0|0|1|0|2|5|3|7,08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/05|08/04|08/03|08/02|08/01|07/31,90.9,71.0,49.4,30.1,16.7,8.4,4.4,2.55,129.2
2026-08-18,Athletics @ Kansas City Royals,Kauffman Stadium,0.995,1.012,98.1,26.0,7.3,SE,137.0,2.0,Mainly clear,5.3,7.7,61.8,B,92.0,Kansas City Royals,Jac Caglianone,Jack Perkins,1.0,1,1,4.6,1.2,2.42,0.97,1.94,5.28,66.7,3.8,6|0|1|10|2,08/17|08/16|08/15|08/14|08/12,4.2,6|0|1|10|2|4|6|1|10|2,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,3.67,6|0|1|10|2|4|6|1|10|2|3|1|4|1|4,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,98.1,91.8,81.7,68.3,54.7,41.9,30.5,4.53,209.4
2026-08-18,Athletics @ Kansas City Royals,Kauffman Stadium,0.995,1.012,98.1,26.0,7.3,SE,137.0,2.0,Mainly clear,5.3,7.7,61.8,B,92.0,Kansas City Royals,Bobby Witt Jr.,Jack Perkins,0.0,0,0,5.0,1.2,1.79,1.68,0.74,4.22,60.0,3.6,10|3|0|3|2,08/17|08/16|08/15|08/14|08/12,2.8,10|3|0|3|2|4|1|0|2|3,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,2.67,10|3|0|3|2|4|1|0|2|3|5|0|7|0|0,08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|07/20|07/18,96.4,87.0,71.7,55.1,39.9,27.1,17.4,3.22,159.8
2026-08-18,Athletics @ Kansas City Royals,Kauffman Stadium,0.995,1.012,98.1,26.0,7.3,SE,137.0,2.0,Mainly clear,5.3,7.7,61.8,B,92.0,Kansas City Royals,Maikel Garcia,Jack Perkins,0.0,0,0,3.8,1.2,1.04,0.4,0.88,2.32,46.7,1.6,4|1|0|0|3,08/17|06/22|06/21|06/16|06/15,2.2,4|1|0|0|3|6|0|5|0|3,08/17|06/22|06/21|06/16|06/15|06/14|06/13|06/12|06/10|06/09,1.93,4|1|0|0|3|6|0|5|0|3|3|1|1|0|2,08/17|06/22|06/21|06/16|06/15|06/14|06/13|06/12|06/10|06/09|06/07|06/06|06/05|06/04|05/30,86.6,62.3,39.4,22.4,11.6,5.6,2.7,2.4,119.0
2026-08-18,Los Angeles Angels @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Los Angeles Angels,Nolan Schanuel,Cristian Javier,0.667,2,3,4.0,1.2,1.17,0.59,0.84,2.59,60.0,3.0,4|7|2|0|2,08/15|08/14|08/13|08/12|08/11,2.5,4|7|2|0|2|0|3|1|4|2,08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06,2.07,4|7|2|0|2|0|3|1|4|2|2|3|0|0|1,08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01|07/31,89.2,67.8,45.2,27.2,14.5,7.5,3.9,2.54,130.2
2026-08-18,Los Angeles Angels @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Los Angeles Angels,Mike Trout,Cristian Javier,0.0,0,3,4.4,1.2,1.29,0.55,0.46,2.32,33.3,2.4,0|1|1|5|5,08/16|08/15|08/14|08/13|08/12,2.0,0|1|1|5|5|1|3|0|0|4,08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07,1.67,0|1|1|5|5|1|3|0|0|4|0|0|1|1|3,08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,86.2,62.5,39.3,22.1,11.8,5.4,2.4,1.95,98.7
2026-08-18,Los Angeles Angels @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Los Angeles Angels,Denzer Guzman,Cristian Javier,0.0,0,2,4.8,1.2,0.8,0.6,0.4,1.8,26.7,2.2,0|0|2|6|3,08/16|08/15|08/14|08/13|08/12,1.2,0|0|2|6|3|0|0|0|1|0,08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07,1.2,0|0|2|6|3|0|0|0|1|0|0|0|1|1|4,08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/06|08/04|08/02|08/01|07/31,80.4,51.0,27.2,12.7,5.5,2.3,0.9,1.45,75.4
2026-08-18,Los Angeles Dodgers @ Colorado Rockies,Coors Field,1.08,1.013,88.4,19.0,11.2,NNE,12.0,11.0,Overcast,5.9,8.6,63.0,B,75.0,Los Angeles Dodgers,Andy Pages,Ryan Feltner,0.2,1,5,4.8,1.2,1.89,0.75,0.98,3.61,53.3,3.2,7|3|0|6|0,08/17|08/16|08/15|08/14|08/13,2.3,7|3|0|6|0|1|1|0|3|2,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08,2.27,7|3|0|6|0|1|1|0|3|2|3|1|0|2|5,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/05|08/04|08/03|08/02,94.4,81.3,64.1,46.3,30.5,19.1,11.4,2.71,137.9
2026-08-18,Los Angeles Dodgers @ Colorado Rockies,Coors Field,1.08,1.013,88.4,19.0,11.2,NNE,12.0,11.0,Overcast,5.9,8.6,63.0,B,75.0,Los Angeles Dodgers,Shohei Ohtani,Ryan Feltner,0.167,1,6,3.7,1.2,1.53,0.91,0.92,3.38,46.7,3.0,11|1|2|0|1,08/17|08/16|08/15|08/14|08/13,2.8,11|1|2|0|1|5|1|5|0|2,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08,2.73,11|1|2|0|1|5|1|5|0|2|0|8|1|3|1,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/05|08/04|08/03|08/02,93.8,78.9,61.0,41.5,27.1,16.4,9.4,3.32,156.2
2026-08-18,Los Angeles Dodgers @ Colorado Rockies,Coors Field,1.08,1.013,88.4,19.0,11.2,NNE,12.0,11.0,Overcast,5.9,8.6,63.0,B,75.0,Los Angeles Dodgers,Max Muncy,Ryan Feltner,0.25,1,4,3.8,1.2,0.99,0.6,1.2,2.81,46.7,3.2,7|3|0|1|5,08/17|08/16|08/15|08/14|08/13,2.3,7|3|0|1|5|0|3|4|0|0,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08,2.2,7|3|0|1|5|0|3|4|0|0|0|5|0|4|1,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08|08/07|08/05|08/04|08/02|08/01,90.3,71.6,50.4,31.8,18.2,9.8,4.8,2.81,136.2
2026-08-18,Miami Marlins @ Philadelphia Phillies,Citizens Bank Park,1.028,1.007,86.4,61.0,6.1,NW,306.0,1.0,Mainly clear,3.1,4.5,56.9,C,92.0,Miami Marlins,Griffin Conine,Zack Wheeler,0.143,1,7,4.4,0.85,0.86,0.4,0.67,1.93,46.7,1.2,2|1|2|0|1,08/17|08/16|08/15|08/14|08/13,2.3,2|1|2|0|1|6|1|7|3|0,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07,1.93,2|1|2|0|1|6|1|7|3|0|2|0|0|0|4,08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/09|08/08|08/07|08/06|08/05|08/04|08/02|08/01,81.9,54.7,30.7,15.0,6.4,2.8,1.1,2.39,116.4
