Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Median HRR,Floor HRR,Ceiling HRR,Simulation Dispersion,Projected Zero HRR %,Recent Games Used,Season Games Used,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-24,Chicago Cubs @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Arizona Diamondbacks,Gabriel Moreno,Kevin Gausman,0.0,0,0,4.4,1.08,1.22,0.57,0.94,2.73,2.0,1.0,5.0,30.0,5.9,40,102,72.5,3.0,1|1|3|4|6,08/23|08/22|08/21|08/19|08/18,3.1,1|1|3|4|6|1|3|7|2|3,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12,2.8,1|1|3|4|6|1|3|7|2|3|1|4|3|2|1,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,94.1,74.0,49.9,29.3,14.8,6.9,2.9,3.21,72.8
2026-08-24,Chicago Cubs @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Arizona Diamondbacks,Corbin Carroll,Kevin Gausman,0.0,0,2,4.4,1.08,1.05,0.77,0.38,2.1,2.0,0.0,5.0,4.15,20.4,40,127,52.5,2.6,4|2|4|2|1,08/23|08/22|08/21|08/19|08/18,2.4,4|2|4|2|1|0|1|3|2|5,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12,2.2,4|2|4|2|1|0|1|3|2|5|3|3|1|2|0,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,79.5,55.4,35.0,19.8,10.8,5.3,2.6,2.51,54.8
2026-08-24,Chicago Cubs @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Arizona Diamondbacks,Tim Tawa,Kevin Gausman,0.0,0,0,3.9,1.08,1.04,0.48,0.53,2.02,1.0,0.0,5.0,1.41,29.4,40,68,47.5,2.6,3|5|4|0|1,08/23|08/22|08/21|08/19|08/18,2.3,3|5|4|0|1|2|1|4|3|0,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12,1.93,3|5|4|0|1|2|1|4|3|0|2|0|1|1|2,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08|08/07,70.5,47.4,30.9,19.8,12.6,7.9,5.0,2.34,48.8
2026-08-24,Minnesota Twins @ Athletics,Sutter Health Park,1.01,1.009,93.4,19.0,10.8,SW,230.0,1.0,Clear,3.9,5.6,58.5,B,75.0,Athletics,Zack Gelof,Zebby Matthews,0.0,0,0,4.2,1.15,0.85,0.8,0.5,2.17,2.0,0.0,4.0,7.33,15.1,40,76,65.0,1.0,1|1|0|0|3,08/23|08/22|08/21|08/20|08/19,1.4,1|1|0|0|3|2|1|5|0|1,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14,1.8,1|1|0|0|3|2|1|5|0|1|5|2|6|0|0,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|07/09|07/08,84.9,60.6,36.3,18.9,9.1,4.2,1.7,2.41,59.6
2026-08-24,Minnesota Twins @ Athletics,Sutter Health Park,1.01,1.009,93.4,19.0,10.8,SW,230.0,1.0,Clear,3.9,5.6,58.5,B,75.0,Athletics,Brian Serven,Zebby Matthews,0.0,0,0,3.5,1.15,0.91,0.43,0.98,2.23,2.0,0.0,5.0,2.53,23.4,13,13,53.8,2.8,6|2|4|2|0,08/23|08/20|08/17|08/15|08/12,2.1,6|2|4|2|0|2|0|4|1|0,08/23|08/20|08/17|08/15|08/12|08/08|08/07|08/06|08/02|08/01,2.0,6|2|4|2|0|2|0|4|1|0|0|4|1,08/23|08/20|08/17|08/15|08/12|08/08|08/07|08/06|08/02|08/01|07/31|07/28|07/05,76.5,54.6,35.6,22.9,13.8,8.4,4.8,2.67,55.8
2026-08-24,Minnesota Twins @ Athletics,Sutter Health Park,1.01,1.009,93.4,19.0,10.8,SW,230.0,1.0,Clear,3.9,5.6,58.5,B,75.0,Athletics,Lawrence Butler,Zebby Matthews,0.25,1,4,3.9,1.15,0.98,0.54,0.49,1.87,2.0,0.0,4.0,5.55,23.8,40,118,47.5,2.4,3|4|0|3|2,08/23|08/22|08/21|08/20|08/19,2.2,3|4|0|3|2|1|1|5|0|3,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14,2.13,3|4|0|3|2|1|1|5|0|3|3|4|2|0|1,08/23|08/22|08/21|08/20|08/19|08/18|08/17|08/16|08/15|08/14|08/12|08/11|08/10|08/09|08/08,76.2,51.7,30.1,15.8,7.2,3.4,1.5,2.22,49.9
2026-08-24,Boston Red Sox @ Miami Marlins,loanDepot park,0.978,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Boston Red Sox,Ceddanne Rafaela,Sandy Alcantara,0.0,0,2,4.5,0.9,1.24,0.55,0.57,2.38,2.0,0.0,5.0,4.87,14.7,40,123,67.5,2.2,5|1|2|1|2,08/23|08/22|08/21|08/19|08/18,2.3,5|1|2|1|2|6|0|1|4|1,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/13|08/12,2.4,5|1|2|1|2|6|0|1|4|1|4|3|0|1|5,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/13|08/12|08/11|08/10|08/09|08/08|08/07,85.3,62.5,40.8,23.8,12.9,6.8,3.2,3.03,65.2
2026-08-24,Boston Red Sox @ Miami Marlins,loanDepot park,0.978,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Boston Red Sox,Nick Sogard,Sandy Alcantara,0.0,0,0,4.6,0.9,1.07,0.63,0.3,1.88,2.0,0.0,4.0,7.14,22.5,34,34,52.9,3.8,5|3|3|4|4,08/23|08/22|08/21|08/19|08/18,2.8,5|3|3|4|4|4|0|0|4|1,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13,2.27,5|3|3|4|4|4|0|0|4|1|1|1|1|0|3,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/08,77.5,52.3,30.1,16.1,7.3,3.0,1.2,2.51,53.5
2026-08-24,Boston Red Sox @ Miami Marlins,loanDepot park,0.978,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Boston Red Sox,Wilyer Abreu,Sandy Alcantara,0.0,0,2,4.5,0.9,0.93,0.64,0.59,2.12,2.0,0.0,5.0,1.6,26.7,40,127,50.0,1.8,0|1|5|2|1,08/23|08/22|08/21|08/19|08/18,2.3,0|1|5|2|1|5|0|5|1|3,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13,2.33,0|1|5|2|1|5|0|5|1|3|2|3|0|1|6,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/10|08/09|08/07,73.3,50.1,32.8,21.2,13.2,7.9,5.1,2.85,54.0
2026-08-24,Chicago Cubs @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Chicago Cubs,Seiya Suzuki,Merrill Kelly,0.333,1,3,4.5,1.2,1.09,0.79,0.71,2.5,2.0,0.0,5.0,5.84,15.1,40,113,70.0,1.4,5|1|1|0|0,08/23|08/22|08/21|08/19|08/18,2.1,5|1|1|0|0|4|2|2|6|0,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13,2.4,5|1|1|0|0|4|2|2|6|0|6|5|0|4|0,08/23|08/22|08/21|08/19|08/18|08/17|08/16|08/15|08/14|08/13|08/12|08/11|08/08|08/07|08/06,84.9,64.8,43.3,26.4,14.9,7.8,4.2,2.85,65.7
